panel,observable,alpha0,m0,value
FIG002A,landau,13.8,0.0,-0.02950793205388915
FIG002A,landau,13.9,0.0,-0.028977917631386407
FIG002A,landau,14.0,0.0,-0.028458455262353168
FIG002A,landau,14.100000000000001,0.0,-0.02794931234267699
FIG002A,landau,14.200000000000001,0.0,-0.027450261929062345
FIG002A,landau,14.3,0.0,-0.026961082587678632
FIG002A,landau,14.4,0.0,-0.026481558247221506
FIG002A,landau,14.5,0.0,-0.026011478056248424
FIG002A,landau,14.600000000000001,0.0,-0.025550636244654475
FIG002A,landau,14.700000000000001,0.0,-0.02509883198915857
FIG002A,landau,14.8,0.0,-0.02465586928267448
FIG002A,landau,14.9,0.0,-0.024221556807445824
FIG002A,landau,15.0,0.0,-0.02379570781182751
FIG002A,landau,15.100000000000001,0.0,-0.02337813999060036
FIG002A,landau,15.200000000000001,0.0,-0.02296867536870952
FIG002A,landau,15.3,0.0,-0.02256714018832048
FIG002A,landau,15.4,0.0,-0.02217336479909049
FIG002A,landau,15.5,0.0,-0.021787183551556198
FIG002A,landau,15.600000000000001,0.0,-0.021408434693541672
FIG002A,landau,15.700000000000001,0.0,-0.02103696026949439
FIG002A,landau,15.8,0.0,-0.02067260602265932
FIG002A,landau,15.9,0.0,-0.020315221300004547
FIG002A,landau,16.0,0.0,-0.019964658959814748
FIG002A,landau,16.1,0.0,-0.01962077528187113
FIG002A,landau,16.2,0.0,-0.019283429880139723
FIG002A,landau,16.3,0.0,-0.01895248561789171
FIG002A,landau,16.400000000000002,0.0,-0.018627808525182893
FIG002A,landau,16.5,0.0,-0.018309267718620757
FIG002A,landau,16.6,0.0,-0.017996735323350527
FIG002A,landau,16.7,0.0,-0.01769008639719393
FIG002A,landau,16.8,0.0,-0.0173891988568758
FIG002A,landau,16.900000000000002,0.0,-0.01709395340627671
FIG002A,landau,17.0,0.0,-0.01680423346665084
FIG002A,landau,17.1,0.0,-0.016519925108750957
FIG002A,landau,17.2,0.0,-0.016240916986804056
FIG002A,landau,17.3,0.0,-0.015967100274282546
FIG002A,landau,17.400000000000002,0.0,-0.015698368601418516
FIG002A,landau,17.5,0.0,-0.015434617994409316
FIG002A,landau,17.6,0.0,-0.015175746816264999
FIG002A,landau,17.7,0.0,-0.014921655709249642
FIG002A,landau,17.8,0.0,-0.014672247538869565
FIG002A,landau,17.900000000000002,0.0,-0.01442742733936378
FIG002A,landau,18.0,0.0,-0.014187102260652597
FIG002A,landau,18.1,0.0,-0.013951181516702245
FIG002A,landau,18.2,0.0,-0.013719576335264551
FIG002A,landau,18.3,0.0,-0.01349219990895165
FIG002A,landau,18.400000000000002,0.0,-0.013268967347607621
FIG002A,landau,18.5,0.0,-0.013049795631939478
FIG002A,landau,18.6,0.0,-0.012834603568371409
FIG002A,landau,18.7,0.0,-0.012623311745087414
FIG002A,landau,18.8,0.0,-0.012415842489228121
FIG002A,landau,18.900000000000002,0.0,-0.012212119825209183
FIG002A,landau,19.0,0.0,-0.012012069434129125
FIG002A,landau,19.1,0.0,-0.011815618614235818
FIG002A,landau,19.200000000000003,0.0,-0.011622696242421737
FIG002A,landau,19.3,0.0,-0.011433232736718722
FIG002A,landau,19.400000000000002,0.0,-0.011247160019764283
FIG002A,landau,19.5,0.0,-0.01106441148321204
FIG002A,landau,19.6,0.0,-0.010884921953059838
FIG002A,landau,19.700000000000003,0.0,-0.01070862765586988
FIG002A,landau,19.8,0.0,-0.010535466185855939
FIG002A,landau,19.900000000000002,0.0,-0.010365376472813517
FIG002A,landau,20.0,0.0,-0.010198298750869588
FIG002A,landau,20.1,0.0,-0.010034174528028999
FIG002A,landau,20.200000000000003,0.0,-0.009872946556495791
FIG002A,landau,20.3,0.0,-0.009714558803747777
FIG002A,landau,20.400000000000002,0.0,-0.009558956424343764
FIG002A,landau,20.5,0.0,-0.009406085732443288
FIG002A,landau,20.6,0.0,-0.009255894175019281
FIG002A,landau,20.700000000000003,0.0,-0.009108330305744735
FIG002A,landau,20.8,0.0,-0.008963343759534989
FIG002A,landau,20.900000000000002,0.0,-0.0088208852277277
FIG002A,landau,21.0,0.0,-0.008680906433883348
FIG002A,landau,21.1,0.0,-0.008543360110189172
FIG002A,landau,21.200000000000003,0.0,-0.008408199974450546
FIG002A,landau,21.3,0.0,-0.00827538070765362
FIG002A,landau,21.400000000000002,0.0,-0.008144857932084068
FIG002A,landau,21.5,0.0,-0.0080165881899869
FIG002A,landau,21.6,0.0,-0.007890528922752823
FIG002A,landau,21.700000000000003,0.0,-0.007766638450617104
FIG002A,landau,21.8,0.0,-0.0076448759528572234
FIG002A,landau,21.900000000000002,0.0,-0.0075252014484760215
FIG002A,landau,22.0,0.0,-0.007407575777357499
FIG002A,landau,22.1,0.0,-0.007291960581882611
FIG002A,landau,22.200000000000003,0.0,-0.00717831828899302
FIG002A,landau,22.3,0.0,-0.007066612092690883
FIG002A,landau,22.400000000000002,0.0,-0.006956805936963183
FIG002A,landau,22.5,0.0,-0.006848864499119543
FIG002A,landau,22.6,0.0,-0.0067427531735324816
FIG002A,landau,22.700000000000003,0.0,-0.006638438055769826
FIG002A,landau,22.8,0.0,-0.006535885927108771
FIG002A,landau,22.900000000000002,0.0,-0.006435064239421832
FIG002A,landau,23.0,0.0,-0.006335941100424939
FIG002A,landau,23.1,0.0,-0.006238485259278232
FIG002A,landau,23.200000000000003,0.0,-0.00614266609253053
FIG002A,landau,23.3,0.0,-0.006048453590398464
FIG002A,landau,23.400000000000002,0.0,-0.005955818343371708
FIG002A,landau,23.5,0.0,-0.005864731529135942
FIG002A,landau,23.6,0.0,-0.005775164899805291
FIG002A,landau,23.700000000000003,0.0,-0.005687090769456402
FIG002A,landau,23.8,0.0,-0.0056004820019563695
FIG002A,landau,23.900000000000002,0.0,-0.005515311999077052
FIG002A,landau,24.0,0.0,-0.005431554688888482
FIG002A,landau,24.1,0.0,-0.0053491845144242114
FIG002A,landau,24.200000000000003,0.0,-0.005268176422611809
FIG002A,landau,24.3,0.0,-0.005188505853461672
FIG002A,landau,24.400000000000002,0.0,-0.005110148729507696
FIG002A,landau,24.5,0.0,-0.005033081445493458
FIG002A,landau,24.6,0.0,-0.0049572808582976705
FIG002A,landau,24.700000000000003,0.0,-0.004882724277092986
FIG002A,landau,24.8,0.0,-0.004809389453732225
FIG002A,landau,24.900000000000002,0.0,-0.004737254573356358
FIG002A,landau,25.0,0.0,-0.0046662982452187664
FIG002A,landau,25.1,0.0,-0.004596499493720299
FIG002A,landau,25.200000000000003,0.0,-0.00452783774964994
FIG002A,landau,25.3,0.0,-0.004460292841626004
FIG002A,landau,25.400000000000002,0.0,-0.004393844987732819
FIG002A,landau,25.5,0.0,-0.004328474787348149
FIG002A,landau,25.6,0.0,-0.004264163213156588
FIG002A,landau,25.700000000000003,0.0,-0.004200891603344395
FIG002A,landau,25.8,0.0,-0.004138641653971277
FIG002A,landau,25.900000000000002,0.0,-0.004077395411514775
FIG002A,landau,26.0,0.0,-0.00401713526558311
FIG002A,landau,26.1,0.0,-0.003957843941792228
FIG002A,landau,26.200000000000003,0.0,-0.003899504494803208
FIG002A,landau,26.3,0.0,-0.0038421003015159925
FIG002A,landau,26.400000000000002,0.0,-0.003785615054415725
FIG002A,landau,26.5,0.0,-0.0037300327550679802
FIG002A,landau,26.6,0.0,-0.003675337707759254
FIG002A,landau,26.700000000000003,0.0,-0.003621514513279263
FIG002A,landau,26.8,0.0,-0.0035685480628415756
FIG002A,landau,26.900000000000002,0.0,-0.0035164235321392926
FIG002A,landau,27.0,0.0,-0.0034651263755325194
FIG002A,landau,27.1,0.0,-0.0034146423203644635
FIG002A,landau,27.200000000000003,0.0,-0.003364957361403108
FIG002A,landau,27.3,0.0,-0.0033160577554054308
FIG002A,landau,27.400000000000002,0.0,-0.0032679300158012696
FIG002A,landau,27.5,0.0,-0.003220560907493998
FIG002A,landau,27.6,0.0,-0.003173937441775208
FIG002A,landau,27.700000000000003,0.0,-0.0031280468713507387
FIG002A,landau,27.8,0.0,-0.003082876685475381
FIG002A,landau,27.900000000000002,0.0,-0.0030384146051937126
FIG002A,landau,28.0,0.0,-0.0029946485786845785
FIG002A,landau,28.1,0.0,-0.0029515667767067355
FIG002A,landau,28.200000000000003,0.0,-0.0029091575881433386
FIG002A,landau,28.3,0.0,-0.0028674096156429164
FIG002A,landau,28.400000000000002,0.0,-0.00282631167135459
FIG002A,landau,28.5,0.0,-0.0027858527727553546
FIG002A,landau,28.6,0.0,-0.002746022138567232
FIG002A,landau,28.700000000000003,0.0,-0.0027068091847622807
FIG002A,landau,28.8,0.0,-0.002668203520653331
FIG002A,landau,28.900000000000002,0.0,-0.0026301949450685275
FIG002A,landau,29.0,0.0,-0.002592773442607737
FIG002A,landau,29.1,0.0,-0.0025559291799788766
FIG002A,landau,29.200000000000003,0.0,-0.002519652502412388
FIG002A,landau,29.3,0.0,-0.0024839339301520264
FIG002A,landau,29.400000000000002,0.0,-0.0024487641550201915
FIG002A,landau,29.5,0.0,-0.0024141340370561586
FIG002A,landau,29.6,0.0,-0.002380034601225457
FIG002A,landau,29.700000000000003,0.0,-0.0023464570341988466
FIG002A,landau,29.8,0.0,-0.002313392681199248
FIG002A,landau,29.900000000000002,0.0,-0.002280833042915125
FIG002A,landau,30.0,0.0,-0.0022487697724787713
FIG002B,correction,0.1,0.0,-19.800250184947924
FIG002B,correction,0.1497907949790795,0.0,-13.03618151815751
FIG002B,correction,0.199581589958159,0.0,-9.647380320407743
FIG002B,correction,0.24937238493723848,0.0,-7.61232376801774
FIG002B,correction,0.299163179916318,0.0,-6.255233519836541
FIG002B,correction,0.3489539748953975,0.0,-5.285997531103672
FIG002B,correction,0.39874476987447693,0.0,-4.559389108569839
FIG002B,correction,0.4485355648535565,0.0,-3.9946543367927143
FIG002B,correction,0.49832635983263596,0.0,-3.543305289024705
FIG002B,correction,0.5481171548117155,0.0,-3.174466485501091
FIG002B,correction,0.597907949790795,0.0,-2.8675425957661043
FIG002B,correction,0.6476987447698744,0.0,-2.6082678447603307
FIG002B,correction,0.6974895397489539,0.0,-2.3864473546945772
FIG002B,correction,0.7472803347280335,0.0,-2.1946013367373043
FIG002B,correction,0.7970711297071129,0.0,-2.0271173694627653
FIG002B,correction,0.8468619246861925,0.0,-1.8797016724201436
FIG002B,correction,0.8966527196652719,0.0,-1.749013164738644
FIG002B,correction,0.9464435146443514,0.0,-1.6324130046299659
FIG002B,correction,0.996234309623431,0.0,-1.5277892140471745
FIG002B,correction,1.0460251046025104,0.0,-1.4334313741486882
FIG002B,correction,1.09581589958159,0.0,-1.3479394689732642
FIG002B,correction,1.1456066945606695,0.0,-1.2701564903747573
FIG002B,correction,1.195397489539749,0.0,-1.1991178779232652
FIG002B,correction,1.2451882845188285,0.0,-1.1340130828245327
FIG002B,correction,1.294979079497908,0.0,-1.0741559937257155
FIG002B,correction,1.3447698744769876,0.0,-1.0189619283553535
FIG002B,correction,1.394560669456067,0.0,-0.9679295506299767
FIG002B,correction,1.4443514644351465,0.0,-0.9206265251421598
FIG002B,correction,1.494142259414226,0.0,-0.8766780376005194
FIG002B,correction,1.5439330543933054,0.0,-0.8357575345553304
FIG002B,correction,1.593723849372385,0.0,-0.7975791973198543
FIG002B,correction,1.6435146443514645,0.0,-0.7618917825273217
FIG002B,correction,1.693305439330544,0.0,-0.728473548196784
FIG002B,correction,1.7430962343096235,0.0,-0.6971280483990384
FIG002B,correction,1.792887029288703,0.0,-0.6676806277850393
FIG002B,correction,1.8426778242677826,0.0,-0.6399754836988667
FIG002B,correction,1.892468619246862,0.0,-0.6138731914261977
FIG002B,correction,1.9422594142259415,0.0,-0.5892486095393883
FIG002B,correction,1.992050209205021,0.0,-0.5659890988957552
FIG002B,correction,2.0418410041841004,0.0,-0.543993001800239
FIG002B,correction,2.09163179916318,0.0,-0.5231683380238208
FIG002B,correction,2.1414225941422593,0.0,-0.5034316824198014
FIG002B,correction,2.191213389121339,0.0,-0.48470719528501566
FIG002B,correction,2.2410041841004187,0.0,-0.4669257817378936
FIG002B,correction,2.290794979079498,0.0,-0.4500243605080255
FIG002B,correction,2.3405857740585776,0.0,-0.4339452258657573
FIG002B,correction,2.390376569037657,0.0,-0.4186354891295253
FIG002B,correction,2.4401673640167365,0.0,-0.4040465884005761
FIG002B,correction,2.4899581589958157,0.0,-0.3901338569888159
FIG002B,correction,2.5397489539748954,0.0,-0.37685614248773636
FIG002B,correction,2.589539748953975,0.0,-0.36417546969216874
FIG002B,correction,2.6393305439330543,0.0,-0.35205674157873307
FIG002B,correction,2.689121338912134,0.0,-0.340467473424105
FIG002B,correction,2.7389121338912132,0.0,-0.32937755585164186
FIG002B,correction,2.788702928870293,0.0,-0.31875904319746257
FIG002B,correction,2.8384937238493726,0.0,-0.3085859640928851
FIG002B,correction,2.888284518828452,0.0,-0.2988341515875384
FIG002B,correction,2.9380753138075315,0.0,-0.289481090499731
FIG002B,correction,2.9878661087866107,0.0,-0.28050577998864956
FIG002B,correction,3.0376569037656904,0.0,-0.2718886096055591
FIG002B,correction,3.08744769874477,0.0,-0.26361124730569185
FIG002B,correction,3.1372384937238493,0.0,-0.2556565380949984
FIG002B,correction,3.187029288702929,0.0,-0.24800841215137912
FIG002B,correction,3.2368200836820082,0.0,-0.24065180140257947
FIG002B,correction,3.286610878661088,0.0,-0.2335725636660844
FIG002B,correction,3.3364016736401676,0.0,-0.2267574135629752
FIG002B,correction,3.386192468619247,0.0,-0.2201938595102435
FIG002B,correction,3.4359832635983265,0.0,-0.21387014617654504
FIG002B,correction,3.4857740585774057,0.0,-0.207775201856517
FIG002B,correction,3.5355648535564854,0.0,-0.20189859028005597
FIG002B,correction,3.585355648535565,0.0,-0.19623046642657505
FIG002B,correction,3.6351464435146443,0.0,-0.19076153596127657
FIG002B,correction,3.684937238493724,0.0,-0.18548301795179165
FIG002B,correction,3.7347280334728032,0.0,-0.18038661055989647
FIG002B,correction,3.784518828451883,0.0,-0.17546445943507885
FIG002B,correction,3.8343096234309626,0.0,-0.17070912856505135
FIG002B,correction,3.884100418410042,0.0,-0.16611357336336247
FIG002B,correction,3.9338912133891215,0.0,-0.16167111579647134
FIG002B,correction,3.9836820083682007,0.0,-0.15737542137236382
FIG002B,correction,4.03347280334728,0.0,-0.15322047783031645
FIG002B,correction,4.08326359832636,0.0,-0.1492005753870249
FIG002B,correction,4.133054393305439,0.0,-0.1453102884082308
FIG002B,correction,4.182845188284518,0.0,-0.141544458387413
FIG002B,correction,4.232635983263598,0.0,-0.13789817812422592
FIG002B,correction,4.2824267782426775,0.0,-0.13436677700532368
FIG002B,correction,4.332217573221757,0.0,-0.1309458072991375
FIG002B,correction,4.382008368200837,0.0,-0.12763103138419005
FIG002B,correction,4.431799163179916,0.0,-0.12441840983774144
FIG002B,correction,4.481589958158995,0.0,-0.12130409031804444
FIG002B,correction,4.531380753138075,0.0,-0.11828439717934433
FIG002B,correction,4.581171548117155,0.0,-0.11535582176402628
FIG002B,correction,4.630962343096234,0.0,-0.11251501332109014
FIG002B,correction,4.680753138075313,0.0,-0.1097587705044398
FIG002B,correction,4.730543933054393,0.0,-0.1070840334083813
FIG002B,correction,4.7803347280334725,0.0,-0.1044878761012651
FIG002B,correction,4.830125523012552,0.0,-0.10196749962141685
FIG002B,correction,4.879916317991631,0.0,-0.09952022540242293
FIG002B,correction,4.929707112970711,0.0,-0.09714348909748761
FIG002B,correction,4.97949790794979,0.0,-0.09483483477499517
FIG002B,correction,5.02928870292887,0.0,-0.09259190945961092
FIG002B,correction,5.07907949790795,0.0,-0.09041245799526121
FIG002B,correction,5.1288702928870284,0.0,-0.08829431820816568
FIG002B,correction,5.178661087866108,0.0,-0.08623541634976785
FIG002B,correction,5.228451882845188,0.0,-0.08423376280094176
FIG002B,correction,5.2782426778242675,0.0,-0.08228744802025328
FIG002B,correction,5.328033472803347,0.0,-0.08039463872033774
FIG002B,correction,5.377824267782426,0.0,-0.07855357425763444
FIG002B,correction,5.427615062761506,0.0,-0.0767625632217961
FIG002B,correction,5.477405857740585,0.0,-0.0750199802120858
FIG002B,correction,5.527196652719665,0.0,-0.07332426278898355
FIG002B,correction,5.576987447698745,0.0,-0.07167390859006544
FIG002B,correction,5.6267782426778234,0.0,-0.0700674725999884
FIG002B,correction,5.676569037656903,0.0,-0.06850356456512657
FIG002B,correction,5.726359832635983,0.0,-0.06698084654406057
FIG002B,correction,5.7761506276150625,0.0,-0.06549803058572523
FIG002B,correction,5.825941422594142,0.0,-0.06405387652758181
FIG002B,correction,5.875732217573221,0.0,-0.06264718990669506
FIG002B,correction,5.925523012552301,0.0,-0.061276819977073856
FIG002B,correction,5.97531380753138,0.0,-0.05994165782707651
FIG002B,correction,6.02510460251046,0.0,-0.0586406345910876
FIG002B,correction,6.07489539748954,0.0,-0.057372719750056346
FIG002B,correction,6.1246861924686185,0.0,-0.056136919515833786
FIG002B,correction,6.174476987447698,0.0,-0.05493227529457442
FIG002B,correction,6.224267782426778,0.0,-0.05375786222476857
FIG002B,correction,6.2740585774058575,0.0,-0.05261278778575379
FIG002B,correction,6.323849372384937,0.0,-0.051496190472813945
FIG002B,correction,6.373640167364016,0.0,-0.050407238535217364
FIG002B,correction,6.423430962343096,0.0,-0.04934512877377149
FIG002B,correction,6.473221757322175,0.0,-0.04830908539468175
FIG002B,correction,6.523012552301255,0.0,-0.047298358916697356
FIG002B,correction,6.572803347280335,0.0,-0.04631222512871073
FIG002B,correction,6.6225941422594135,0.0,-0.04534998409514599
FIG002B,correction,6.672384937238493,0.0,-0.044410959206631566
FIG002B,correction,6.722175732217573,0.0,-0.04349449627360017
FIG002B,correction,6.7719665271966525,0.0,-0.04259996266059754
FIG002B,correction,6.821757322175732,0.0,-0.041726746459210665
FIG002B,correction,6.871548117154811,0.0,-0.040874255697648146
FIG002B,correction,6.921338912133891,0.0,-0.04004191758511691
FIG002B,correction,6.97112970711297,0.0,-0.039229177789246915
FIG002B,correction,7.02092050209205,0.0,-0.03843549974491373
FIG002B,correction,7.07071129707113,0.0,-0.03766036399290209
FIG002B,correction,7.1205020920502085,0.0,-0.03690326754694062
FIG002B,correction,7.170292887029288,0.0,-0.036163723287719426
FIG002B,correction,7.220083682008368,0.0,-0.03544125938257903
FIG002B,correction,7.2698744769874475,0.0,-0.034735418729630735
FIG002B,correction,7.319665271966527,0.0,-0.034045758425136255
FIG002B,correction,7.369456066945606,0.0,-0.033371849253037746
FIG002B,correction,7.419246861924686,0.0,-0.032713275195588636
FIG002B,correction,7.469037656903765,0.0,-0.03206963296409243
FIG002B,correction,7.518828451882845,0.0,-0.03144053154880845
FIG002B,correction,7.568619246861925,0.0,-0.03082559178713361
FIG002B,correction,7.6184100418410035,0.0,-0.030224445949215677
FIG002B,correction,7.668200836820083,0.0,-0.02963673734019776
FIG002B,correction,7.717991631799163,0.0,-0.02906211991833461
FIG002B,correction,7.7677824267782425,0.0,-0.028500257928260973
FIG002B,correction,7.817573221757322,0.0,-0.027950825548728242
FIG002B,correction,7.867364016736401,0.0,-0.027413506554161204
FIG002B,correction,7.917154811715481,0.0,-0.026887993989418497
FIG002B,correction,7.96694560669456,0.0,-0.02637398985717217
FIG002B,correction,8.01673640167364,0.0,-0.025871204817350044
FIG002B,correction,8.06652719665272,0.0,-0.025379357898112714
FIG002B,correction,8.1163179916318,0.0,-0.024898176217862864
FIG002B,correction,8.166108786610879,0.0,-0.024427394717809026
FIG002B,correction,8.215899581589957,0.0,-0.02396675590462946
FIG002B,correction,8.265690376569037,0.0,-0.023516009602803357
FIG002B,correction,8.315481171548116,0.0,-0.023074912716198177
FIG002B,correction,8.365271966527196,0.0,-0.02264322899852043
FIG002B,correction,8.415062761506276,0.0,-0.02222072883225729
FIG002B,correction,8.464853556485355,0.0,-0.021807189015752706
FIG002B,correction,8.514644351464435,0.0,-0.021402392558079547
FIG002B,correction,8.564435146443515,0.0,-0.021006128481384296
