chi_over_J,alpha,energy_over_J,overlap,f1_alpha
2.03,268,1.9890660176591193,-0.0002580897704905403,1.4460663943332247e-08
2.03,269,1.9898574010512549,-0.0004971630866295997,5.36500084647355e-08
2.03,270,1.9899294807571954,0.0028517388812543463,1.7651627854507027e-06
2.03,271,1.9903959231246688,0.009631217368611533,2.0131848396312293e-05
2.03,272,1.9912841833717632,0.018368245876726877,7.321042622291433e-05
2.03,273,1.9913871376027716,-0.00033182109705894643,2.3891083961002486e-08
2.03,274,1.9918323467070067,9.877860023447475e-05,2.116955104612527e-09
2.03,275,1.9992097547051746,-0.003113127505831773,2.0993514183365113e-06
2.03,276,1.9995457868022761,-0.0002660343865541019,1.5329756809402308e-08
2.03,277,2.0001705374794287,0.00024222767443574358,1.2707159122963902e-08
2.03,278,2.000451715977385,0.011706181247891276,2.9675974654282225e-05
2.03,279,2.0006632752717217,0.0004440089999591297,4.2691179425867767e-08
2.03,280,2.0046811079604567,0.0003858055898329138,3.2204305849993694e-08
2.03,281,2.0049125872102427,-0.0031592212734226936,2.1593112691522926e-06
2.03,282,2.005233091864599,-6.249044775151995e-05,8.447969174654572e-10
2.03,283,2.005812201964033,-0.0037740091031175185,3.080892385320566e-06
2.03,284,2.0063723577199077,0.006713091691484847,9.7468252980447e-06
2.03,285,2.0067475334947247,0.00576013384134551,7.175430040050275e-06
2.03,286,2.006988545389872,0.001303101133654564,3.6721160224285584e-07
2.03,287,2.0070620378853774,0.0010022798698916592,2.172357326707641e-07
2.03,288,2.3144535641086503,-5.521448369127693e-06,6.181721311104988e-12
2.03,289,2.341447225797696,0.05858302579637965,0.0006921119693942092
2.03,290,2.3415142466773986,-0.0010213070655740054,2.1034857044762377e-07
2.03,291,2.3417433713992213,-0.0016433355115856162,5.445770134234696e-07
2.03,292,2.3420773366785097,0.0017235130677459628,5.98972301793734e-07
2.03,293,2.343622801310346,0.0012439011724965636,3.118990239664276e-07
2.03,294,2.343773655385262,0.0020571460813486107,8.530202099388674e-07
