gamma_final_prime,lambda_zero_over_gamma_real,lambda_x_over_gamma_real,lambda_plus_over_gamma_real,lambda_minus_over_gamma_real,lambda_plus_over_gamma_imag,lambda_minus_over_gamma_imag,provenance
0.28879999999999995,0.0,-1.0,-1.5,-1.5,-3.426313706703802,3.426313706703802,independent_characteristic_polynomial
0.29874999999999996,0.0,-1.0,-1.5,-1.5,-3.3097259160324772,3.3097259160324772,independent_characteristic_polynomial
0.3087,0.0,-1.0,-1.5,-1.5,-3.20057088895131,3.20057088895131,independent_characteristic_polynomial
0.31864999999999993,0.0,-1.0,-1.5,-1.5,-3.098152163937597,3.098152163937597,independent_characteristic_polynomial
0.32859999999999995,0.0,-1.0,-1.5,-1.5,-3.001857628154796,3.001857628154796,independent_characteristic_polynomial
0.33854999999999996,0.0,-1.0,-1.5,-1.5,-2.911147122320374,2.911147122320374,independent_characteristic_polynomial
0.3485,0.0,-1.0,-1.5,-1.5,-2.8255421689261913,2.8255421689261913,independent_characteristic_polynomial
0.35844999999999994,0.0,-1.0,-1.5,-1.5,-2.744617411225206,2.744617411225206,independent_characteristic_polynomial
0.36839999999999995,0.0,-1.0,-1.5,-1.5,-2.667993439545575,2.667993439545575,independent_characteristic_polynomial
0.37834999999999996,0.0,-1.0,-1.5,-1.5,-2.5953307495406346,2.5953307495406346,independent_characteristic_polynomial
0.3882999999999999,0.0,-1.0,-1.5,-1.5,-2.526324629337504,2.526324629337504,independent_characteristic_polynomial
0.39824999999999994,0.0,-1.0,-1.5,-1.5,-2.4607008131290335,2.4607008131290335,independent_characteristic_polynomial
0.40819999999999995,0.0,-1.0,-1.5,-1.5,-2.398211770432972,2.398211770432972,independent_characteristic_polynomial
0.41814999999999997,0.0,-1.0,-1.5,-1.5,-2.3386335251370816,2.3386335251370816,independent_characteristic_polynomial
0.4280999999999999,0.0,-1.0,-1.5,-1.5,-2.2817629181362573,2.2817629181362573,independent_characteristic_polynomial
0.43804999999999994,0.0,-1.0,-1.5,-1.5,-2.2274152430303906,2.2274152430303906,independent_characteristic_polynomial
0.44799999999999995,0.0,-1.0,-1.5,-1.5,-2.175422196883602,2.175422196883602,independent_characteristic_polynomial
0.4579499999999999,0.0,-1.0,-1.5,-1.5,-2.125630098126811,2.125630098126811,independent_characteristic_polynomial
0.4678999999999999,0.0,-1.0,-1.5,-1.5,-2.0778983318374946,2.0778983318374946,independent_characteristic_polynomial
0.47784999999999994,0.0,-1.0,-1.5,-1.5,-2.03209798925474,2.03209798925474,independent_characteristic_polynomial
0.48779999999999996,0.0,-1.0,-1.5,-1.5,-1.9881106737957943,1.9881106737957943,independent_characteristic_polynomial
0.4977499999999999,0.0,-1.0,-1.5,-1.5,-1.9458274502755304,1.9458274502755304,independent_characteristic_polynomial
0.5076999999999999,0.0,-1.0,-1.5,-1.5,-1.9051479176830974,1.9051479176830974,independent_characteristic_polynomial
0.5176499999999999,0.0,-1.0,-1.5,-1.5,-1.865979388890996,1.865979388890996,independent_characteristic_polynomial
0.5276,0.0,-1.0,-1.5,-1.5,-1.828236163180009,1.828236163180009,independent_characteristic_polynomial
0.53755,0.0,-1.0,-1.5,-1.5,-1.7918388795537965,1.7918388795537965,independent_characteristic_polynomial
0.5475,0.0,-1.0,-1.5,-1.5,-1.7567139405654175,1.7567139405654175,independent_characteristic_polynomial
0.55745,0.0,-1.0,-1.5,-1.5,-1.7227929978456256,1.7227929978456256,independent_characteristic_polynomial
0.5674,0.0,-1.0,-1.5,-1.5,-1.6900124917587547,1.6900124917587547,independent_characteristic_polynomial
0.57735,0.0,-1.0,-1.5,-1.5,-1.6583132386562585,1.6583132386562585,independent_characteristic_polynomial
0.5872999999999999,0.0,-1.0,-1.5,-1.5,-1.6276400600830088,1.6276400600830088,independent_characteristic_polynomial
0.59725,0.0,-1.0,-1.5,-1.5,-1.5979414490437849,1.5979414490437849,independent_characteristic_polynomial
0.6072,0.0,-1.0,-1.5,-1.5,-1.5691692690787653,1.5691692690787653,independent_characteristic_polynomial
0.61715,0.0,-1.0,-1.5,-1.5,-1.541278482445146,1.541278482445146,independent_characteristic_polynomial
0.6271,0.0,-1.0,-1.5,-1.5,-1.5142269041720198,1.5142269041720198,independent_characteristic_polynomial
0.63705,0.0,-1.0,-1.5,-1.5,-1.4879749791595998,1.4879749791595998,independent_characteristic_polynomial
0.647,0.0,-1.0,-1.5,-1.5,-1.4624855798418943,1.4624855798418943,independent_characteristic_polynomial
0.6569499999999999,0.0,-1.0,-1.5,-1.5,-1.437723822232542,1.437723822232542,independent_characteristic_polynomial
0.6668999999999999,0.0,-1.0,-1.5,-1.5,-1.4136568984337374,1.4136568984337374,independent_characteristic_polynomial
0.67685,0.0,-1.0,-1.5,-1.5,-1.3902539239139848,1.3902539239139848,independent_characteristic_polynomial
0.6868,0.0,-1.0,-1.5,-1.5,-1.3674857980567623,1.3674857980567623,independent_characteristic_polynomial
0.69675,0.0,-1.0,-1.5,-1.5,-1.3453250766533111,1.3453250766533111,independent_characteristic_polynomial
0.7067,0.0,-1.0,-1.5,-1.5,-1.3237458551621974,1.3237458551621974,independent_characteristic_polynomial
0.71665,0.0,-1.0,-1.5,-1.5,-1.3027236616890483,1.3027236616890483,independent_characteristic_polynomial
0.7265999999999999,0.0,-1.0,-1.5,-1.5,-1.2822353587545228,1.2822353587545228,independent_characteristic_polynomial
0.7365499999999999,0.0,-1.0,-1.5,-1.5,-1.2622590530192748,1.2622590530192748,independent_characteristic_polynomial
0.7464999999999999,0.0,-1.0,-1.5,-1.5,-1.2427740122232973,1.2427740122232973,independent_characteristic_polynomial
0.75645,0.0,-1.0,-1.5,-1.5,-1.2237605886751661,1.2237605886751661,independent_characteristic_polynomial
0.7664,0.0,-1.0,-1.5,-1.5,-1.2052001486957056,1.2052001486957056,independent_characteristic_polynomial
0.77635,0.0,-1.0,-1.5,-1.5,-1.1870750074816447,1.1870750074816447,independent_characteristic_polynomial
0.7863,0.0,-1.0,-1.5,-1.5,-1.1693683689089185,1.1693683689089185,independent_characteristic_polynomial
0.7962499999999999,0.0,-1.0,-1.5,-1.5,-1.1520642698432781,1.1520642698432781,independent_characteristic_polynomial
0.8061999999999999,0.0,-1.0,-1.5,-1.5,-1.1351475285685435,1.1351475285685435,independent_characteristic_polynomial
0.8161499999999999,0.0,-1.0,-1.5,-1.5,-1.1186036969808308,1.1186036969808308,independent_characteristic_polynomial
0.8261,0.0,-1.0,-1.5,-1.5,-1.1024190162309444,1.1024190162309444,independent_characteristic_polynomial
0.83605,0.0,-1.0,-1.5,-1.5,-1.0865803755273789,1.0865803755273789,independent_characteristic_polynomial
0.846,0.0,-1.0,-1.5,-1.5,-1.071075273839406,1.071075273839406,independent_characteristic_polynomial
0.85595,0.0,-1.0,-1.5,-1.5,-1.0558917842639415,1.0558917842639415,independent_characteristic_polynomial
0.8658999999999999,0.0,-1.0,-1.5,-1.5,-1.0410185208415819,1.0410185208415819,independent_characteristic_polynomial
0.8758499999999999,0.0,-1.0,-1.5,-1.5,-1.0264446076266924,1.0264446076266924,independent_characteristic_polynomial
0.8857999999999999,0.0,-1.0,-1.5,-1.5,-1.0121596498339414,1.0121596498339414,independent_characteristic_polynomial
0.8957499999999999,0.0,-1.0,-1.5,-1.5,-0.9981537068994333,0.9981537068994333,independent_characteristic_polynomial
0.9057,0.0,-1.0,-1.5,-1.5,-0.9844172673087984,0.9844172673087984,independent_characteristic_polynomial
0.91565,0.0,-1.0,-1.5,-1.5,-0.9709412250574058,0.9709412250574058,independent_characteristic_polynomial
0.9256,0.0,-1.0,-1.5,-1.5,-0.957716857619439,0.957716857619439,independent_characteristic_polynomial
0.9355499999999999,0.0,-1.0,-1.5,-1.5,-0.944735805313033,0.944735805313033,independent_characteristic_polynomial
0.9454999999999999,0.0,-1.0,-1.5,-1.5,-0.931990051958137,0.931990051958137,independent_characteristic_polynomial
0.9554499999999999,0.0,-1.0,-1.5,-1.5,-0.9194719067323557,0.9194719067323557,independent_characteristic_polynomial
0.9653999999999999,0.0,-1.0,-1.5,-1.5,-0.9071739871377872,0.9071739871377872,independent_characteristic_polynomial
0.9753499999999999,0.0,-1.0,-1.5,-1.5,-0.8950892029989577,0.8950892029989577,independent_characteristic_polynomial
0.9853,0.0,-1.0,-1.5,-1.5,-0.8832107414183595,0.8832107414183595,independent_characteristic_polynomial
0.99525,0.0,-1.0,-1.5,-1.5,-0.8715320526219453,0.8715320526219453,independent_characteristic_polynomial
1.0051999999999999,0.0,-1.0,-1.5,-1.5,-0.8600468366322462,0.8600468366322462,independent_characteristic_polynomial
1.0151499999999998,0.0,-1.0,-1.5,-1.5,-0.848749030711626,0.848749030711626,independent_characteristic_polynomial
1.0251,0.0,-1.0,-1.5,-1.5,-0.8376327975226036,0.8376327975226036,independent_characteristic_polynomial
1.0350499999999998,0.0,-1.0,-1.5,-1.5,-0.8266925139562061,0.8266925139562061,independent_characteristic_polynomial
1.045,0.0,-1.0,-1.5,-1.5,-0.815922760582998,0.815922760582998,independent_characteristic_polynomial
1.0549499999999998,0.0,-1.0,-1.5,-1.5,-0.8053183116848018,0.8053183116848018,independent_characteristic_polynomial
1.0649,0.0,-1.0,-1.5,-1.5,-0.7948741258282009,0.7948741258282009,independent_characteristic_polynomial
1.0748499999999999,0.0,-1.0,-1.5,-1.5,-0.7845853369437369,0.7845853369437369,independent_characteristic_polynomial
1.0848,0.0,-1.0,-1.5,-1.5,-0.7744472458772863,0.7744472458772863,independent_characteristic_polynomial
1.09475,0.0,-1.0,-1.5,-1.5,-0.7644553123824799,0.7644553123824799,independent_characteristic_polynomial
1.1047,0.0,-1.0,-1.5,-1.5,-0.7546051475251739,0.7546051475251739,independent_characteristic_polynomial
1.11465,0.0,-1.0,-1.5,-1.5,-0.7448925064729904,0.7448925064729904,independent_characteristic_polynomial
1.1245999999999998,0.0,-1.0,-1.5,-1.5,-0.7353132816447413,0.7353132816447413,independent_characteristic_polynomial
1.13455,0.0,-1.0,-1.5,-1.5,-0.7258634961962416,0.7258634961962416,independent_characteristic_polynomial
1.1444999999999999,0.0,-1.0,-1.5,-1.5,-0.7165392978205334,0.7165392978205334,independent_characteristic_polynomial
1.15445,0.0,-1.0,-1.5,-1.5,-0.7073369528419468,0.7073369528419468,independent_characteristic_polynomial
1.1643999999999999,0.0,-1.0,-1.5,-1.5,-0.698252840584717,0.698252840584717,independent_characteristic_polynomial
1.17435,0.0,-1.0,-1.5,-1.5,-0.6892834479980409,0.6892834479980409,independent_characteristic_polynomial
1.1843,0.0,-1.0,-1.5,-1.5,-0.6804253645205434,0.6804253645205434,independent_characteristic_polynomial
1.1942499999999998,0.0,-1.0,-1.5,-1.5,-0.6716752771680972,0.6716752771680972,independent_characteristic_polynomial
1.2042,0.0,-1.0,-1.5,-1.5,-0.6630299658298374,0.6630299658298374,independent_characteristic_polynomial
1.2141499999999998,0.0,-1.0,-1.5,-1.5,-0.654486298758031,0.654486298758031,independent_characteristic_polynomial
1.2241,0.0,-1.0,-1.5,-1.5,-0.6460412282381852,0.6460412282381852,independent_characteristic_polynomial
1.2340499999999999,0.0,-1.0,-1.5,-1.5,-0.6376917864264607,0.6376917864264607,independent_characteristic_polynomial
1.244,0.0,-1.0,-1.5,-1.5,-0.6294350813420339,0.6294350813420339,independent_characteristic_polynomial
1.25395,0.0,-1.0,-1.5,-1.5,-0.6212682930025994,0.6212682930025994,independent_characteristic_polynomial
1.2638999999999998,0.0,-1.0,-1.5,-1.5,-0.6131886696916619,0.6131886696916619,independent_characteristic_polynomial
1.27385,0.0,-1.0,-1.5,-1.5,-0.6051935243466737,0.6051935243466737,independent_characteristic_polynomial
1.2837999999999998,0.0,-1.0,-1.5,-1.5,-0.5972802310574367,0.5972802310574367,independent_characteristic_polynomial
1.29375,0.0,-1.0,-1.5,-1.5,-0.5894462216644518,0.5894462216644518,independent_characteristic_polynomial
1.3036999999999999,0.0,-1.0,-1.5,-1.5,-0.5816889824471618,0.5816889824471618,independent_characteristic_polynomial
1.31365,0.0,-1.0,-1.5,-1.5,-0.5740060508921802,0.5740060508921802,independent_characteristic_polynomial
1.3235999999999999,0.0,-1.0,-1.5,-1.5,-0.5663950125317334,0.5663950125317334,independent_characteristic_polynomial
1.3335499999999998,0.0,-1.0,-1.5,-1.5,-0.5588534978425869,0.5588534978425869,independent_characteristic_polynomial
1.3435,0.0,-1.0,-1.5,-1.5,-0.5513791791957245,0.5513791791957245,independent_characteristic_polynomial
1.3534499999999998,0.0,-1.0,-1.5,-1.5,-0.5439697678469757,0.5439697678469757,independent_characteristic_polynomial
1.3634,0.0,-1.0,-1.5,-1.5,-0.5366230109586393,0.5366230109586393,independent_characteristic_polynomial
1.3733499999999998,0.0,-1.0,-1.5,-1.5,-0.5293366886419432,0.5293366886419432,independent_characteristic_polynomial
1.3833,0.0,-1.0,-1.5,-1.5,-0.5221086110098762,0.5221086110098762,independent_characteristic_polynomial
1.3932499999999999,0.0,-1.0,-1.5,-1.5,-0.5149366152295503,0.5149366152295503,independent_characteristic_polynomial
1.4031999999999998,0.0,-1.0,-1.5,-1.5,-0.5078185625627678,0.5078185625627678,independent_characteristic_polynomial
1.41315,0.0,-1.0,-1.5,-1.5,-0.5007523353828885,0.5007523353828885,independent_characteristic_polynomial
1.4230999999999998,0.0,-1.0,-1.5,-1.5,-0.4937358341553864,0.4937358341553864,independent_characteristic_polynomial
1.43305,0.0,-1.0,-1.5,-1.5,-0.48676697436864697,0.48676697436864697,independent_characteristic_polynomial
1.4429999999999998,0.0,-1.0,-1.5,-1.5,-0.479843683400585,0.479843683400585,independent_characteristic_polynomial
1.45295,0.0,-1.0,-1.5,-1.5,-0.47296389730549054,0.47296389730549054,independent_characteristic_polynomial
1.4628999999999999,0.0,-1.0,-1.5,-1.5,-0.4661255575041808,0.4661255575041808,independent_characteristic_polynomial
1.4728499999999998,0.0,-1.0,-1.5,-1.5,-0.45932660735895425,0.45932660735895425,independent_characteristic_polynomial
1.4828,0.0,-1.0,-1.5,-1.5,-0.4525649886130272,0.4525649886130272,independent_characteristic_polynomial
1.4927499999999998,0.0,-1.0,-1.5,-1.5,-0.44583863767200815,0.44583863767200815,independent_characteristic_polynomial
1.5027,0.0,-1.0,-1.5,-1.5,-0.4391454817025016,0.4391454817025016,independent_characteristic_polynomial
1.5126499999999998,0.0,-1.0,-1.5,-1.5,-0.4324834345200748,0.4324834345200748,independent_characteristic_polynomial
1.5226,0.0,-1.0,-1.5,-1.5,-0.4258503922354776,0.4258503922354776,independent_characteristic_polynomial
1.5325499999999999,0.0,-1.0,-1.5,-1.5,-0.419244228624136,0.419244228624136,independent_characteristic_polynomial
1.5424999999999998,0.0,-1.0,-1.5,-1.5,-0.41266279017939156,0.41266279017939156,independent_characteristic_polynomial
1.5524499999999999,0.0,-1.0,-1.5,-1.5,-0.406103890804665,0.406103890804665,independent_characteristic_polynomial
1.5623999999999998,0.0,-1.0,-1.5,-1.5,-0.39956530609350266,0.39956530609350266,independent_characteristic_polynomial
1.57235,0.0,-1.0,-1.5,-1.5,-0.3930447671391416,0.3930447671391416,independent_characteristic_polynomial
1.5822999999999998,0.0,-1.0,-1.5,-1.5,-0.3865399538066258,0.3865399538066258,independent_characteristic_polynomial
1.59225,0.0,-1.0,-1.5,-1.5,-0.3800484873902853,0.3800484873902853,independent_characteristic_polynomial
1.6021999999999998,0.0,-1.0,-1.5,-1.5,-0.37356792256730526,0.37356792256730526,independent_characteristic_polynomial
1.6121499999999997,0.0,-1.0,-1.5,-1.5,-0.3670957385436764,0.3670957385436764,independent_characteristic_polynomial
1.6220999999999999,0.0,-1.0,-1.5,-1.5,-0.3606293292715855,0.3606293292715855,independent_characteristic_polynomial
1.6320499999999998,0.0,-1.0,-1.5,-1.5,-0.354165992596595,0.354165992596595,independent_characteristic_polynomial
1.642,0.0,-1.0,-1.5,-1.5,-0.3477029181679887,0.3477029181679887,independent_characteristic_polynomial
1.6519499999999998,0.0,-1.0,-1.5,-1.5,-0.34123717391541514,0.34123717391541514,independent_characteristic_polynomial
1.6619,0.0,-1.0,-1.5,-1.5,-0.3347656908581133,0.3347656908581133,independent_characteristic_polynomial
1.6718499999999998,0.0,-1.0,-1.5,-1.5,-0.32828524596793934,0.32828524596793934,independent_characteristic_polynomial
1.6817999999999997,0.0,-1.0,-1.5,-1.5,-0.321792442751921,0.321792442751921,independent_characteristic_polynomial
1.6917499999999999,0.0,-1.0,-1.5,-1.5,-0.3152836891514152,0.3152836891514152,independent_characteristic_polynomial
1.7016999999999998,0.0,-1.0,-1.5,-1.5,-0.30875517226940863,0.30875517226940863,independent_characteristic_polynomial
1.71165,0.0,-1.0,-1.5,-1.5,-0.3022028293302905,0.3022028293302905,independent_characteristic_polynomial
1.7215999999999998,0.0,-1.0,-1.5,-1.5,-0.2956223141410727,0.2956223141410727,independent_characteristic_polynomial
1.73155,0.0,-1.0,-1.5,-1.5,-0.2890089581508707,0.2890089581508707,independent_characteristic_polynomial
1.7414999999999998,0.0,-1.0,-1.5,-1.5,-0.28235772498475586,0.28235772498475586,independent_characteristic_polynomial
1.7514499999999997,0.0,-1.0,-1.5,-1.5,-0.27566315704271377,0.27566315704271377,independent_characteristic_polynomial
1.7613999999999999,0.0,-1.0,-1.5,-1.5,-0.26891931238209166,0.26891931238209166,independent_characteristic_polynomial
1.7713499999999998,0.0,-1.0,-1.5,-1.5,-0.2621196896112838,0.2621196896112838,independent_characteristic_polynomial
1.7812999999999999,0.0,-1.0,-1.5,-1.5,-0.25525713786905463,0.25525713786905463,independent_characteristic_polynomial
1.7912499999999998,0.0,-1.0,-1.5,-1.5,-0.2483237480839096,0.2483237480839096,independent_characteristic_polynomial
1.8012,0.0,-1.0,-1.5,-1.5,-0.24131072050789118,0.24131072050789118,independent_characteristic_polynomial
1.8111499999999998,0.0,-1.0,-1.5,-1.5,-0.2342082018605793,0.2342082018605793,independent_characteristic_polynomial
1.8210999999999997,0.0,-1.0,-1.5,-1.5,-0.22700508309272668,0.22700508309272668,independent_characteristic_polynomial
1.8310499999999998,0.0,-1.0,-1.5,-1.5,-0.2196887454630413,0.2196887454630413,independent_characteristic_polynomial
1.8409999999999997,0.0,-1.0,-1.5,-1.5,-0.21224473781056638,0.21224473781056638,independent_characteristic_polynomial
1.8509499999999999,0.0,-1.0,-1.5,-1.5,-0.20465636078618224,0.20465636078618224,independent_characteristic_polynomial
1.8608999999999998,0.0,-1.0,-1.5,-1.5,-0.19690412303979277,0.19690412303979277,independent_characteristic_polynomial
1.87085,0.0,-1.0,-1.5,-1.5,-0.1889650176708273,0.1889650176708273,independent_characteristic_polynomial
1.8807999999999998,0.0,-1.0,-1.5,-1.5,-0.1808115406550152,0.1808115406550152,independent_characteristic_polynomial
1.8907499999999997,0.0,-1.0,-1.5,-1.5,-0.17241032922215818,0.17241032922215818,independent_characteristic_polynomial
1.9006999999999998,0.0,-1.0,-1.5,-1.5,-0.16372022357003316,0.16372022357003316,independent_characteristic_polynomial
1.9106499999999997,0.0,-1.0,-1.5,-1.5,-0.15468942261746052,0.15468942261746052,independent_characteristic_polynomial
1.9205999999999999,0.0,-1.0,-1.5,-1.5,-0.14525115645038983,0.14525115645038983,independent_characteristic_polynomial
1.9305499999999998,0.0,-1.0,-1.5,-1.5,-0.13531680591809048,0.13531680591809048,independent_characteristic_polynomial
1.9405,0.0,-1.0,-1.5,-1.5,-0.12476434933994385,0.12476434933994385,independent_characteristic_polynomial
1.9504499999999998,0.0,-1.0,-1.5,-1.5,-0.11341755920374416,0.11341755920374416,independent_characteristic_polynomial
1.9603999999999997,0.0,-1.0,-1.5,-1.5,-0.10100489683099785,0.10100489683099785,independent_characteristic_polynomial
1.9703499999999998,0.0,-1.0,-1.5,-1.5,-0.08706695807806515,0.08706695807806515,independent_characteristic_polynomial
1.9802999999999997,0.0,-1.0,-1.5,-1.5,-0.0707017287909633,0.0707017287909633,independent_characteristic_polynomial
1.9902499999999999,0.0,-1.0,-1.5,-1.5,-0.04955240444551469,0.04955240444551469,independent_characteristic_polynomial
2.0,0.0,-1.0,-1.5,-1.5,0.0,0.0,independent_characteristic_polynomial
2.0001999999999995,0.0,-1.0,-1.5070705375325884,-1.4929294624674116,0.0,0.0,independent_characteristic_polynomial
2.01015,0.0,-1.0,-1.550182797519435,-1.449817202480565,0.0,0.0,independent_characteristic_polynomial
2.0201,0.0,-1.0,-1.5703580173132292,-1.4296419826867708,0.0,0.0,independent_characteristic_polynomial
2.0300499999999997,0.0,-1.0,-1.5857118215825698,-1.4142881784174302,0.0,0.0,independent_characteristic_polynomial
2.0399999999999996,0.0,-1.0,-1.5985281923639298,-1.4014718076360702,0.0,0.0,independent_characteristic_polynomial
2.0499499999999995,0.0,-1.0,-1.6097032043037012,-1.3902967956962988,0.0,0.0,independent_characteristic_polynomial
2.0598999999999994,0.0,-1.0,-1.619700219335874,-1.380299780664126,0.0,0.0,independent_characteristic_polynomial
2.0698499999999997,0.0,-1.0,-1.6287963445917022,-1.3712036554082978,0.0,0.0,independent_characteristic_polynomial
2.0797999999999996,0.0,-1.0,-1.6371732135505144,-1.3628267864494856,0.0,0.0,independent_characteristic_polynomial
2.0897499999999996,0.0,-1.0,-1.644957696671971,-1.355042303328029,0.0,0.0,independent_characteristic_polynomial
2.0996999999999995,0.0,-1.0,-1.652242663796481,-1.347757336203519,0.0,0.0,independent_characteristic_polynomial
2.1096499999999994,0.0,-1.0,-1.6590985899718773,-1.3409014100281227,0.0,0.0,independent_characteristic_polynomial
2.1195999999999997,0.0,-1.0,-1.66558050700293,-1.33441949299707,0.0,0.0,independent_characteristic_polynomial
2.1295499999999996,0.0,-1.0,-1.6717323986972947,-1.3282676013027053,0.0,0.0,independent_characteristic_polynomial
2.1394999999999995,0.0,-1.0,-1.6775901036804386,-1.3224098963195614,0.0,0.0,independent_characteristic_polynomial
2.1494499999999994,0.0,-1.0,-1.683183302679217,-1.316816697320783,0.0,0.0,independent_characteristic_polynomial
2.1593999999999998,0.0,-1.0,-1.6885369206694114,-1.3114630793305886,0.0,0.0,independent_characteristic_polynomial
2.1693499999999997,0.0,-1.0,-1.6936721419038332,-1.3063278580961668,0.0,0.0,independent_characteristic_polynomial
2.1792999999999996,0.0,-1.0,-1.698607161149607,-1.301392838850393,0.0,0.0,independent_characteristic_polynomial
2.1892499999999995,0.0,-1.0,-1.703357750520973,-1.296642249479027,0.0,0.0,independent_characteristic_polynomial
2.1991999999999994,0.0,-1.0,-1.7079376944916769,-1.2920623055083231,0.0,0.0,independent_characteristic_polynomial
2.2091499999999997,0.0,-1.0,-1.7123591288021622,-1.2876408711978378,0.0,0.0,independent_characteristic_polynomial
2.2190999999999996,0.0,-1.0,-1.7166328080631397,-1.2833671919368603,0.0,0.0,independent_characteristic_polynomial
2.2290499999999995,0.0,-1.0,-1.72076831962179,-1.27923168037821,0.0,0.0,independent_characteristic_polynomial
2.2389999999999994,0.0,-1.0,-1.7247742563544228,-1.2752257436455772,0.0,0.0,independent_characteristic_polynomial
2.2489499999999993,0.0,-1.0,-1.7286583576620513,-1.2713416423379487,0.0,0.0,independent_characteristic_polynomial
2.2588999999999997,0.0,-1.0,-1.732427625563059,-1.267572374436941,0.0,0.0,independent_characteristic_polynomial
2.2688499999999996,0.0,-1.0,-1.7360884210746068,-1.2639115789253932,0.0,0.0,independent_characteristic_polynomial
2.2787999999999995,0.0,-1.0,-1.7396465448397542,-1.2603534551602458,0.0,0.0,independent_characteristic_polynomial
2.2887499999999994,0.0,-1.0,-1.7431073050497872,-1.2568926949502128,0.0,0.0,independent_characteristic_polynomial
2.2986999999999997,0.0,-1.0,-1.7464755750359853,-1.2535244249640147,0.0,0.0,independent_characteristic_polynomial
2.3086499999999996,0.0,-1.0,-1.7497558423968316,-1.2502441576031684,0.0,0.0,independent_characteristic_polynomial
2.3185999999999996,0.0,-1.0,-1.7529522511401319,-1.2470477488598681,0.0,0.0,independent_characteristic_polynomial
2.3285499999999995,0.0,-1.0,-1.756068638022603,-1.243931361977397,0.0,0.0,independent_characteristic_polynomial
2.3384999999999994,0.0,-1.0,-1.7591085640393895,-1.2408914359606105,0.0,0.0,independent_characteristic_polynomial
2.3484499999999997,0.0,-1.0,-1.7620753418360726,-1.2379246581639274,0.0,0.0,independent_characteristic_polynomial
2.3583999999999996,0.0,-1.0,-1.7649720596740113,-1.2350279403259887,0.0,0.0,independent_characteristic_polynomial
2.3683499999999995,0.0,-1.0,-1.767801602467348,-1.232198397532652,0.0,0.0,independent_characteristic_polynomial
2.3782999999999994,0.0,-1.0,-1.7705666703200638,-1.2294333296799362,0.0,0.0,independent_characteristic_polynomial
2.3882499999999993,0.0,-1.0,-1.7732697949191047,-1.2267302050808953,0.0,0.0,independent_characteristic_polynomial
2.3981999999999997,0.0,-1.0,-1.7759133540810021,-1.2240866459189979,0.0,0.0,independent_characteristic_polynomial
