series,alpha,tau_gamma_f_t,d_cold,d_hot,d_cold_minus_hot,provenance
alpha_0.94,0.94,4.2,0.0011805562159471026,0.008646519477164962,-0.00746596326121786,independent_matrix_exponential
alpha_0.94,0.94,4.21,0.0011673317729313276,0.008559816277993354,-0.0073924845050620264,independent_matrix_exponential
alpha_0.94,0.94,4.22,0.0011542726261757116,0.008473984708956439,-0.0073197120827807275,independent_matrix_exponential
alpha_0.94,0.94,4.23,0.0011413763509146588,0.008389015962982539,-0.00724763961206788,independent_matrix_exponential
alpha_0.94,0.94,4.24,0.0011286405644058244,0.008304901322907081,-0.007176260758501257,independent_matrix_exponential
alpha_0.94,0.94,4.25,0.0011160629251149505,0.008221632160535283,-0.007105569235420332,independent_matrix_exponential
alpha_0.94,0.94,4.26,0.00110364113191714,0.008139199935715016,-0.007035558803797875,independent_matrix_exponential
alpha_0.94,0.94,4.2700000000000005,0.0010913729233141193,0.008057596195419877,-0.006966223272105757,independent_matrix_exponential
alpha_0.94,0.94,4.28,0.0010792560766672613,0.007976812572842048,-0.006897556496174786,independent_matrix_exponential
alpha_0.94,0.94,4.29,0.0010672884074459238,0.007896840786495128,-0.006829552379049204,independent_matrix_exponential
alpha_0.94,0.94,4.3,0.001055467768491081,0.007817672639326576,-0.006762204870835495,independent_matrix_exponential
alpha_0.94,0.94,4.3100000000000005,0.0010437920492934638,0.007739300017839844,-0.00669550796854638,independent_matrix_exponential
alpha_0.94,0.94,4.32,0.00103225917528659,0.007661714891225971,-0.006629455715939381,independent_matrix_exponential
alpha_0.94,0.94,4.33,0.0010208671071537236,0.007584909310504575,-0.006564042203350852,independent_matrix_exponential
alpha_0.94,0.94,4.34,0.001009613840149128,0.007508875407674124,-0.006499261567524997,independent_matrix_exponential
alpha_0.94,0.94,4.3500000000000005,0.0009984974034327322,0.007433605394871345,-0.0064351079914386124,independent_matrix_exponential
alpha_0.94,0.94,4.36,0.0009875158594182646,0.007359091563539741,-0.006371575704121476,independent_matrix_exponential
alpha_0.94,0.94,4.37,0.0009766673031349523,0.007285326283606999,-0.006308658980472046,independent_matrix_exponential
alpha_0.94,0.94,4.38,0.00096594986160141,0.007212302002671383,-0.0062463521410699736,independent_matrix_exponential
alpha_0.94,0.94,4.39,0.0009553616932129652,0.0071400112451966945,-0.006184649551983729,independent_matrix_exponential
alpha_0.94,0.94,4.4,0.0009449009871407275,0.007068446611716001,-0.006123545624575273,independent_matrix_exponential
alpha_0.94,0.94,4.41,0.0009345659627433561,0.006997600778043934,-0.006063034815300577,independent_matrix_exponential
alpha_0.94,0.94,4.42,0.0009243548689903444,0.006927466494497328,-0.006003111625506983,independent_matrix_exponential
alpha_0.94,0.94,4.43,0.000914265983897266,0.006858036585124369,-0.005943770601227103,independent_matrix_exponential
alpha_0.94,0.94,4.44,0.0009042976139721977,0.0067893039469418045,-0.005885006332969607,independent_matrix_exponential
alpha_0.94,0.94,4.45,0.0008944480936738259,0.006721261549180521,-0.005826813455506695,independent_matrix_exponential
alpha_0.94,0.94,4.46,0.0008847157848799737,0.0066539024325390295,-0.005769186647659056,independent_matrix_exponential
alpha_0.94,0.94,4.47,0.0008750990763673826,0.0065872197084450345,-0.005712120632077652,independent_matrix_exponential
alpha_0.94,0.94,4.48,0.0008655963833017257,0.006521206558324873,-0.005655610175023147,independent_matrix_exponential
alpha_0.94,0.94,4.49,0.0008562061467383597,0.006455856232880681,-0.005599650086142322,independent_matrix_exponential
alpha_0.94,0.94,4.5,0.0008469268331327344,0.006391162051375343,-0.005544235218242609,independent_matrix_exponential
alpha_0.94,0.94,4.51,0.0008377569338612142,0.006327117400925084,-0.00548936046706387,independent_matrix_exponential
alpha_0.94,0.94,4.5200000000000005,0.0008286949647512778,0.006263715735799447,-0.005435020771048169,independent_matrix_exponential
alpha_0.94,0.94,4.53,0.0008197394656214873,0.006200950576728929,-0.005381211111107441,independent_matrix_exponential
alpha_0.94,0.94,4.54,0.0008108889998307401,0.006138815510219846,-0.005327926510389106,independent_matrix_exponential
alpha_0.94,0.94,4.55,0.0008021421538366159,0.006077304187876468,-0.0052751620340398524,independent_matrix_exponential
alpha_0.94,0.94,4.5600000000000005,0.0007934975367628565,0.006016410325730448,-0.0052229127889675915,independent_matrix_exponential
alpha_0.94,0.94,4.57,0.000784953779975491,0.0059561277035773364,-0.0051711739236018454,independent_matrix_exponential
alpha_0.94,0.94,4.58,0.0007765095366675503,0.005896450164320041,-0.005119940627652491,independent_matrix_exponential
alpha_0.94,0.94,4.59,0.000768163481452466,0.005837371613319402,-0.005069208131866936,independent_matrix_exponential
alpha_0.94,0.94,4.6000000000000005,0.0007599143099653971,0.005778886017751516,-0.0050189717077861185,independent_matrix_exponential
alpha_0.94,0.94,4.61,0.0007517607384729452,0.005720987405971959,-0.004969226667499014,independent_matrix_exponential
alpha_0.94,0.94,4.62,0.0007437015034906147,0.005663669866886653,-0.004919968363396038,independent_matrix_exponential
alpha_0.94,0.94,4.63,0.000735735361408081,0.005606927549329442,-0.004871192187921361,independent_matrix_exponential
alpha_0.94,0.94,4.64,0.000727861088122204,0.0055507546614462855,-0.004822893573324082,independent_matrix_exponential
alpha_0.94,0.94,4.65,0.0007200774786772521,0.005495145470085766,-0.004775067991408514,independent_matrix_exponential
alpha_0.94,0.94,4.66,0.0007123833469126112,0.005440094300196351,-0.00472771095328374,independent_matrix_exponential
alpha_0.94,0.94,4.67,0.0007047775251175146,0.005385595534229674,-0.00468081800911216,independent_matrix_exponential
alpha_0.94,0.94,4.68,0.0006972588636929792,0.005331643611550362,-0.004634384747857383,independent_matrix_exponential
alpha_0.94,0.94,4.69,0.0006898262308203206,0.005278233027851889,-0.004588406797031569,independent_matrix_exponential
alpha_0.94,0.94,4.7,0.0006824785121365734,0.005225358334578794,-0.00454287982244222,independent_matrix_exponential
alpha_0.94,0.94,4.71,0.0006752146104164159,0.005173014138354756,-0.00449779952793834,independent_matrix_exponential
alpha_0.94,0.94,4.72,0.0006680334452605613,0.005121195100416841,-0.00445316165515628,independent_matrix_exponential
alpha_0.94,0.94,4.73,0.0006609339527904132,0.005069895936055663,-0.00440896198326525,independent_matrix_exponential
alpha_0.94,0.94,4.74,0.0006539150853489456,0.005019111414061368,-0.004365196328712423,independent_matrix_exponential
alpha_0.94,0.94,4.75,0.0006469758112075714,0.004968836356175525,-0.004321860544967953,independent_matrix_exponential
alpha_0.94,0.94,4.76,0.0006401151142789454,0.004919065636548686,-0.0042789505222697415,independent_matrix_exponential
alpha_0.94,0.94,4.7700000000000005,0.0006333319938356488,0.004869794181203695,-0.004236462187368046,independent_matrix_exponential
alpha_0.94,0.94,4.78,0.00062662546423432,0.004821016967504654,-0.004194391503270334,independent_matrix_exponential
alpha_0.94,0.94,4.79,0.0006199945546456774,0.004772729023631376,-0.004152734468985699,independent_matrix_exponential
alpha_0.94,0.94,4.8,0.000613438308789632,0.004724925428059313,-0.004111487119269681,independent_matrix_exponential
alpha_0.94,0.94,4.8100000000000005,0.0006069557846759832,0.004677601309045095,-0.004070645524369112,independent_matrix_exponential
alpha_0.94,0.94,4.82,0.0006005460543502287,0.004630751844117343,-0.004030205789767114,independent_matrix_exponential
alpha_0.94,0.94,4.83,0.0005942082036443869,0.004584372259572727,-0.00399016405592834,independent_matrix_exponential
alpha_0.94,0.94,4.84,0.0005879413319329973,0.00453845782997747,-0.003950516498044472,independent_matrix_exponential
alpha_0.94,0.94,4.8500000000000005,0.0005817445518939543,0.004493003877673965,-0.003911259325780011,independent_matrix_exponential
alpha_0.94,0.94,4.86,0.0005756169892739932,0.004448005772292535,-0.003872388783018542,independent_matrix_exponential
alpha_0.94,0.94,4.87,0.0005695577826591081,0.004403458930268284,-0.003833901147609176,independent_matrix_exponential
alpha_0.94,0.94,4.88,0.0005635660832492717,0.0043593588143631,-0.0037957927311138284,independent_matrix_exponential
alpha_0.94,0.94,4.89,0.0005576410546378859,0.0043157009331924664,-0.0037580598785545804,independent_matrix_exponential
alpha_0.94,0.94,4.9,0.0005517818725955947,0.004272480840757389,-0.003720698968161795,independent_matrix_exponential
alpha_0.94,0.94,4.91,0.000545987724858294,0.004229694135981041,-0.0036837064111227467,independent_matrix_exponential
alpha_0.94,0.94,4.92,0.0005402578109193682,0.0041873364622503845,-0.0036470786513310162,independent_matrix_exponential
alpha_0.94,0.94,4.93,0.0005345913418262179,0.004145403506962385,-0.003610812165136167,independent_matrix_exponential
alpha_0.94,0.94,4.94,0.0005289875399806283,0.004103891001075161,-0.0035749034610945327,independent_matrix_exponential
alpha_0.94,0.94,4.95,0.0005234456389431906,0.004062794718663643,-0.0035393490797204527,independent_matrix_exponential
alpha_0.94,0.94,4.96,0.0005179648832416627,0.004022110476479896,-0.0035041455932382335,independent_matrix_exponential
alpha_0.94,0.94,4.97,0.0005125445281828723,0.003981834133518059,-0.0034692896053351865,independent_matrix_exponential
alpha_0.94,0.94,4.98,0.0005071838396686672,0.0039419615905837155,-0.0034347777509150484,independent_matrix_exponential
alpha_0.94,0.94,4.99,0.0005018820940151488,0.0039024887898678716,-0.0034006066958527227,independent_matrix_exponential
alpha_0.94,0.94,5.0,0.0004966385777758246,0.003863411714525172,-0.003366773136749347,independent_matrix_exponential
alpha_0.94,0.94,5.01,0.0004914525875678931,0.0038247263882567133,-0.0033332738006888202,independent_matrix_exponential
alpha_0.94,0.94,5.0200000000000005,0.00048632342990212555,0.003786428874896936,-0.0033001054449948103,independent_matrix_exponential
alpha_0.94,0.94,5.03,0.0004812504210160963,0.0037485152780050803,-0.003267264856988984,independent_matrix_exponential
alpha_0.94,0.94,5.04,0.00047623288671059486,0.003710981740460608,-0.0032347488537500134,independent_matrix_exponential
alpha_0.94,0.94,5.05,0.0004712701621892881,0.0036738244440630294,-0.003202554281873741,independent_matrix_exponential
alpha_0.94,0.94,5.0600000000000005,0.0004663615919013579,0.003637039609135673,-0.003170678017234315,independent_matrix_exponential
alpha_0.94,0.94,5.07,0.00046150652938750316,0.0036006234941338314,-0.0031391169647463284,independent_matrix_exponential
alpha_0.94,0.94,5.08,0.0004567043371287103,0.003564572395256665,-0.0031078680581279544,independent_matrix_exponential
alpha_0.94,0.94,5.09,0.0004519543863978897,0.0035288826460632967,-0.003076928259665407,independent_matrix_exponential
alpha_0.94,0.94,5.1000000000000005,0.0004472560571146412,0.0034935506170928983,-0.003046294559978257,independent_matrix_exponential
alpha_0.94,0.94,5.11,0.00044260873770264863,0.0034585727154885487,-0.0030159639777859,independent_matrix_exponential
alpha_0.94,0.94,5.12,0.00043801182494983585,0.003423945384625184,-0.0029859335596753482,independent_matrix_exponential
alpha_0.94,0.94,5.13,0.00043346472387125905,0.0033896651037411936,-0.0029562003798699345,independent_matrix_exponential
alpha_0.94,0.94,5.14,0.0004289668475746606,0.0033557283875739557,-0.0029267615399992952,independent_matrix_exponential
alpha_0.94,0.94,5.15,0.00042451761712848933,0.0033221317859991016,-0.002897614168870612,independent_matrix_exponential
alpha_0.94,0.94,5.16,0.00042011646143261846,0.0032888718836734925,-0.002868755422240874,independent_matrix_exponential
alpha_0.94,0.94,5.17,0.00041576281709137516,0.0032559452996818714,-0.0028401824825904963,independent_matrix_exponential
alpha_0.94,0.94,5.18,0.00041145612828909846,0.0032233486871871917,-0.0028118925588980935,independent_matrix_exponential
alpha_0.94,0.94,5.19,0.0004071958466679733,0.0031910787330845024,-0.0027838828864165293,independent_matrix_exponential
alpha_0.94,0.94,5.2,0.0004029814312082842,0.0031591321576584733,-0.0027561507264501892,independent_matrix_exponential
alpha_0.94,0.94,5.21,0.00039881234811089543,0.0031275057142443707,-0.0027286933661334755,independent_matrix_exponential
alpha_0.94,0.94,5.22,0.0003946880706819371,0.0030961961888926015,-0.0027015081182106644,independent_matrix_exponential
alpha_0.94,0.94,5.23,0.0003906080792197234,0.003065200400036636,-0.0026745923208169125,independent_matrix_exponential
alpha_0.94,0.94,5.24,0.0003865718609037042,0.0030345151981644087,-0.0026479433372607044,independent_matrix_exponential
alpha_0.94,0.94,5.25,0.0003825789096855789,0.0030041374654931,-0.002621558555807521,independent_matrix_exponential
alpha_0.94,0.94,5.26,0.0003786287261825383,0.00297406411564719,-0.0025954353894646516,independent_matrix_exponential
alpha_0.94,0.94,5.2700000000000005,0.0003747208175722729,0.0029442920933399454,-0.0025695712757676727,independent_matrix_exponential
alpha_0.94,0.94,5.28,0.00037085469749015244,0.0029148183740580597,-0.0025439636765679074,independent_matrix_exponential
alpha_0.94,0.94,5.29,0.000367029885928194,0.0028856399637496276,-0.0025186100778214334,independent_matrix_exponential
alpha_0.94,0.94,5.3,0.0003632459091360367,0.002856753898515299,-0.0024935079893792624,independent_matrix_exponential
alpha_0.94,0.94,5.3100000000000005,0.0003595022995236412,0.0028281572443025474,-0.002468654944778906,independent_matrix_exponential
alpha_0.94,0.94,5.32,0.0003557985955657631,0.002799847096603174,-0.002444048501037411,independent_matrix_exponential
alpha_0.94,0.94,5.33,0.00035213434170838434,0.0027718205801538745,-0.0024196862384454902,independent_matrix_exponential
alpha_0.94,0.94,5.34,0.00034850908827661187,0.002744074848639853,-0.002395565760363241,independent_matrix_exponential
alpha_0.94,0.94,5.3500000000000005,0.00034492239138446434,0.0027166070844015064,-0.002371684693017042,independent_matrix_exponential
alpha_0.94,0.94,5.36,0.000341373812846239,0.0026894144981441685,-0.0023480406852979295,independent_matrix_exponential
alpha_0.94,0.94,5.37,0.00033786292008948407,0.0026624943286507096,-0.0023246314085612254,independent_matrix_exponential
alpha_0.94,0.94,5.38,0.00033438928606957085,0.0026358438424971993,-0.0023014545564276285,independent_matrix_exponential
alpha_0.94,0.94,5.39,0.0003309524891858453,0.002609460333771417,-0.0022785078445855715,independent_matrix_exponential
alpha_0.94,0.94,5.4,0.0003275521131993046,0.0025833411237942638,-0.002255789010594959,independent_matrix_exponential
alpha_0.94,0.94,5.41,0.0003241877471516645,0.0025574835608440814,-0.002233295813692417,independent_matrix_exponential
alpha_0.94,0.94,5.42,0.0003208589852860936,0.002531885019883707,-0.0022110260345976135,independent_matrix_exponential
alpha_0.94,0.94,5.43,0.0003175654269691019,0.0025065429022903597,-0.002188977475321258,independent_matrix_exponential
alpha_0.94,0.94,5.44,0.00031430667661412777,0.00248145463558836,-0.002167147958974232,independent_matrix_exponential
alpha_0.94,0.94,5.45,0.0003110823436061907,0.0024566176731844326,-0.002145535329578242,independent_matrix_exponential
alpha_0.94,0.94,5.46,0.0003078920422282207,0.002432029494105906,-0.0021241374518776853,independent_matrix_exponential
alpha_0.94,0.94,5.47,0.000304735391588315,0.002407687602741443,-0.002102952211153128,independent_matrix_exponential
alpha_0.94,0.94,5.48,0.0003016120155487649,0.0023835895285844533,-0.002081977513035688,independent_matrix_exponential
alpha_0.94,0.94,5.49,0.0002985215426558078,0.0023597328259792553,-0.0020612112833234475,independent_matrix_exponential
alpha_0.94,0.94,5.5,0.00029546360607104956,0.002336115073869593,-0.0020406514677985435,independent_matrix_exponential
alpha_0.94,0.94,5.51,0.0002924378435039042,0.002312733875550012,-0.0020202960320461075,independent_matrix_exponential
alpha_0.94,0.94,5.5200000000000005,0.0002894438971451879,0.0022895868584194958,-0.002000142961274308,independent_matrix_exponential
alpha_0.94,0.94,5.53,0.0002864814136020966,0.00226667167373785,-0.0019801902601357534,independent_matrix_exponential
alpha_0.94,0.94,5.54,0.0002835500438339575,0.0022439859963844133,-0.001960435952550456,independent_matrix_exponential
alpha_0.94,0.94,5.55,0.0002806494430894799,0.002221527524619345,-0.0019408780815298652,independent_matrix_exponential
alpha_0.94,0.94,5.5600000000000005,0.0002777792708448306,0.002199293979847271,-0.0019215147090024406,independent_matrix_exponential
alpha_0.94,0.94,5.57,0.00027493919074295494,0.0021772831063834037,-0.0019023439156404488,independent_matrix_exponential
alpha_0.94,0.94,5.58,0.00027212887053376666,0.0021554926712219723,-0.0018833638006882057,independent_matrix_exponential
alpha_0.94,0.94,5.59,0.00026934798201558866,0.0021339204638071477,-0.001864572481791559,independent_matrix_exponential
alpha_0.94,0.94,5.6000000000000005,0.00026659620097739236,0.0021125642958061243,-0.001845968094828732,independent_matrix_exponential
alpha_0.94,0.94,5.61,0.00026387320714219546,0.002091422000884698,-0.0018275487937425025,independent_matrix_exponential
alpha_0.94,0.94,5.62,0.00026117868411126903,0.0020704914344849903,-0.0018093127503737213,independent_matrix_exponential
alpha_0.94,0.94,5.63,0.00025851231930943666,0.002049770473605538,-0.001791258154296101,independent_matrix_exponential
alpha_0.94,0.94,5.64,0.00025587380393127213,0.0020292570165835926,-0.0017733832126523206,independent_matrix_exponential
alpha_0.94,0.94,5.65,0.00025326283288810297,0.002008948982879562,-0.0017556861499914591,independent_matrix_exponential
alpha_0.94,0.94,5.66,0.0002506791047560313,0.0019888443128638516,-0.0017381652081078203,independent_matrix_exponential
alpha_0.94,0.94,5.67,0.00024812232172479,0.0019689409676055666,-0.0017208186458807766,independent_matrix_exponential
alpha_0.94,0.94,5.68,0.0002455921895474168,0.001949236928663736,-0.0017036447391163192,independent_matrix_exponential
alpha_0.94,0.94,5.69,0.00024308841749088957,0.0019297301978803264,-0.0016866417803894369,independent_matrix_exponential
alpha_0.94,0.94,5.7,0.0002406107182874197,0.0019104187971755748,-0.0016698080788881552,independent_matrix_exponential
alpha_0.94,0.94,5.71,0.00023815880808664142,0.0018913007683453566,-0.001653141960258715,independent_matrix_exponential
alpha_0.94,0.94,5.72,0.0002357324064086688,0.0018723741728605566,-0.0016366417664518877,independent_matrix_exponential
alpha_0.94,0.94,5.73,0.0002333312360978126,0.0018536370916685356,-0.001620305855570723,independent_matrix_exponential
alpha_0.94,0.94,5.74,0.00023095502327708298,0.0018350876249966814,-0.0016041326017195985,independent_matrix_exponential
alpha_0.94,0.94,5.75,0.00022860349730345503,0.0018167238921577595,-0.0015881203948543044,independent_matrix_exponential
alpha_0.94,0.94,5.76,0.0002262763907239395,0.001798544031357468,-0.0015722676406335285,independent_matrix_exponential
alpha_0.94,0.94,5.7700000000000005,0.0002239734392322272,0.001780546199503814,-0.0015565727602715868,independent_matrix_exponential
alpha_0.94,0.94,5.78,0.0002216943816261738,0.001762728572018496,-0.0015410341903923223,independent_matrix_exponential
alpha_0.94,0.94,5.79,0.0002194389597658394,0.0017450893426501236,-0.001525650382884284,independent_matrix_exponential
alpha_0.94,0.94,5.8,0.00021720691853240452,0.001727626723289437,-0.0015104198047570323,independent_matrix_exponential
alpha_0.94,0.94,5.8100000000000005,0.00021499800578752374,0.0017103389437863503,-0.0014953409379988266,independent_matrix_exponential
alpha_0.94,0.94,5.82,0.00021281197233350544,0.0016932242517688364,-0.001480412279435331,independent_matrix_exponential
alpha_0.94,0.94,5.83,0.00021064857187399734,0.0016762809124636832,-0.001465632340589686,independent_matrix_exponential
alpha_0.94,0.94,5.84,0.0002085075609754786,0.0016595072085190793,-0.0014509996475436007,independent_matrix_exponential
alpha_0.94,0.94,5.8500000000000005,0.00020638869902916992,0.0016429014398289738,-0.001436512740799804,independent_matrix_exponential
alpha_0.94,0.94,5.86,0.00020429174821362203,0.001626461923359234,-0.001422170175145612,independent_matrix_exponential
alpha_0.94,0.94,5.87,0.0002022164734579895,0.001610186992975583,-0.0014079705195175936,independent_matrix_exponential
alpha_0.94,0.94,5.88,0.0002001626424057471,0.0015940749992732347,-0.0013939123568674876,independent_matrix_exponential
alpha_0.94,0.94,5.89,0.0001981300253790383,0.001578124309408311,-0.0013799942840292726,independent_matrix_exponential
alpha_0.94,0.94,5.9,0.00019611839534364013,0.0015623333069309643,-0.0013662149115873242,independent_matrix_exponential
alpha_0.94,0.94,5.91,0.0001941275278743472,0.0015467003916201799,-0.0013525728637458327,independent_matrix_exponential
alpha_0.94,0.94,5.92,0.00019215720112097224,0.0015312239793202394,-0.0013390667781992673,independent_matrix_exponential
alpha_0.94,0.94,5.93,0.00019020719577490423,0.0015159025017788402,-0.001325695306003936,independent_matrix_exponential
alpha_0.94,0.94,5.94,0.0001882772950361603,0.0015007344064869503,-0.00131245711145079,independent_matrix_exponential
alpha_0.94,0.94,5.95,0.00018636728458088514,0.0014857181565201393,-0.0012993508719392542,independent_matrix_exponential
alpha_0.94,0.94,5.96,0.00018447695252942262,0.0014708522303816223,-0.0012863752778521998,independent_matrix_exponential
alpha_0.94,0.94,5.97,0.00018260608941491705,0.0014561351218468875,-0.0012735290324319705,independent_matrix_exponential
alpha_0.94,0.94,5.98,0.00018075448815220796,0.001441565339809856,-0.001260810851657648,independent_matrix_exponential
alpha_0.94,0.94,5.99,0.0001789219440074987,0.0014271414081305988,-0.0012482194641231,independent_matrix_exponential
alpha_0.94,0.94,6.0,0.00017710825456812324,0.0014128618654846825,-0.0012357536109165591,independent_matrix_exponential
alpha_0.94,0.94,6.01,0.00017531321971313489,0.0013987252652139614,-0.0012234120455008265,independent_matrix_exponential
alpha_0.94,0.94,6.0200000000000005,0.00017353664158409001,0.0013847301751788504,-0.0012111935335947603,independent_matrix_exponential
alpha_0.94,0.94,6.03,0.00017177832455631708,0.0013708751776122282,-0.0011990968530559113,independent_matrix_exponential
alpha_0.94,0.94,6.04,0.00017003807521073783,0.0013571588689746856,-0.0011871207937639479,independent_matrix_exponential
alpha_0.94,0.94,6.05,0.00016831570230597086,0.0013435798598113084,-0.0011752641575053376,independent_matrix_exponential
alpha_0.94,0.94,6.0600000000000005,0.0001666110167509134,0.0013301367746098925,-0.001163525757858979,independent_matrix_exponential
alpha_0.94,0.94,6.07,0.00016492383157772422,0.0013168282516606174,-0.0011519044200828932,independent_matrix_exponential
alpha_0.94,0.94,6.08,0.00016325396191523193,0.0013036529429170899,-0.001140398981001858,independent_matrix_exponential
alpha_0.94,0.94,6.09,0.00016160122496264816,0.0012906095138588876,-0.0011290082888962393,independent_matrix_exponential
alpha_0.94,0.94,6.1000000000000005,0.0001599654399638176,0.001277696643355328,-0.0011177312033915105,independent_matrix_exponential
alpha_0.94,0.94,6.11,0.00015834642818169468,0.0012649130235308286,-0.001106566595349134,independent_matrix_exponential
alpha_0.94,0.94,6.12,0.0001567440128733012,0.0012522573596315059,-0.0010955133467582046,independent_matrix_exponential
alpha_0.94,0.94,6.13,0.00015515801926495546,0.0012397283698930511,-0.0010845703506280958,independent_matrix_exponential
alpha_0.94,0.94,6.140000000000001,0.00015358827452803295,0.001227324785410147,-0.001073736510882114,independent_matrix_exponential
alpha_0.94,0.94,6.15,0.0001520346077548398,0.001215045350007031,-0.0010630107422521912,independent_matrix_exponential
alpha_0.94,0.94,6.16,0.00015049684993497946,0.0012028888201094754,-0.001052391970174496,independent_matrix_exponential
alpha_0.94,0.94,6.17,0.00014897483393214186,0.0011908539646179436,-0.0010418791306858017,independent_matrix_exponential
alpha_0.94,0.94,6.18,0.00014746839446101172,0.00117893956478215,-0.0010314711703211382,independent_matrix_exponential
alpha_0.94,0.94,6.19,0.00014597736806465847,0.0011671444140768793,-0.0010211670460122209,independent_matrix_exponential
alpha_0.94,0.94,6.2,0.00014450159309221968,0.001155467318078951,-0.0010109657249867314,independent_matrix_exponential
alpha_0.94,0.94,6.21,0.0001430409096769585,0.0011439070943455002,-0.0010008661846685417,independent_matrix_exponential
alpha_0.94,0.94,6.22,0.00014159515971441785,0.0011324625722935998,-0.0009908674125791818,independent_matrix_exponential
alpha_0.94,0.94,6.23,0.00014016418684120887,0.0011211325930808424,-0.0009809684062396335,independent_matrix_exponential
alpha_0.94,0.94,6.24,0.00013874783641383375,0.0011099160094873593,-0.0009711681730735256,independent_matrix_exponential
alpha_0.94,0.94,6.25,0.00013734595548786134,0.0010988116857989637,-0.0009614657303111024,independent_matrix_exponential
alpha_0.94,0.94,6.26,0.00013595839279762045,0.001087818497691392,-0.0009518601048937715,independent_matrix_exponential
alpha_0.94,0.94,6.2700000000000005,0.00013458499873576275,0.0010769353321158166,-0.0009423503333800538,independent_matrix_exponential
alpha_0.94,0.94,6.28,0.00013322562533348692,0.0010661610871855439,-0.000932935461852057,independent_matrix_exponential
alpha_0.94,0.94,6.29,0.0001318801262408875,0.0010554946720636646,-0.0009236145458227771,independent_matrix_exponential
alpha_0.94,0.94,6.3,0.00013054835670753924,0.0010449350068520834,-0.0009143866501445442,independent_matrix_exponential
alpha_0.94,0.94,6.3100000000000005,0.0001292301735633958,0.0010344810224815206,-0.0009052508489181248,independent_matrix_exponential
alpha_0.94,0.94,6.32,0.00012792543519999156,0.0010241316606026023,-0.0008962062254026107,independent_matrix_exponential
alpha_0.94,0.94,6.33,0.00012663400155184357,0.0010138858734782322,-0.0008872518719263887,independent_matrix_exponential
alpha_0.94,0.94,6.34,0.00012535573407809316,0.0010037426238767794,-0.0008783868897986862,independent_matrix_exponential
alpha_0.94,0.94,6.3500000000000005,0.00012409049574451818,0.0009937008849666153,-0.0008696103892220971,independent_matrix_exponential
alpha_0.94,0.94,6.36,0.00012283815100559313,0.0009837596402115436,-0.0008609214892059504,independent_matrix_exponential
alpha_0.94,0.94,6.37,0.00012159856578703189,0.0009739178832672828,-0.0008523193174802509,independent_matrix_exponential
alpha_0.94,0.94,6.38,0.00012037160746836206,0.0009641746178791327,-0.0008438030104107706,independent_matrix_exponential
alpha_0.94,0.94,6.390000000000001,0.00011915714486580753,0.0009545288577805434,-0.0008353717129147358,independent_matrix_exponential
alpha_0.94,0.94,6.4,0.00011795504821545561,0.0009449796265927254,-0.0008270245783772698,independent_matrix_exponential
alpha_0.94,0.94,6.41,0.00011676518915665458,0.0009355259577253698,-0.0008187607685687153,independent_matrix_exponential
alpha_0.94,0.94,6.42,0.00011558744071541856,0.0009261668942782301,-0.0008105794535628115,independent_matrix_exponential
alpha_0.94,0.94,6.43,0.0001144216772884191,0.0009169014889437742,-0.000802479811655355,independent_matrix_exponential
alpha_0.94,0.94,6.44,0.0001132677746268713,0.0009077288039108588,-0.0007944610292839874,independent_matrix_exponential
alpha_0.94,0.94,6.45,0.0001121256098207684,0.0008986479107692671,-0.0007865223009484988,independent_matrix_exponential
alpha_0.94,0.94,6.46,0.0001109950612833811,0.0008896578904153231,-0.0007786628291319421,independent_matrix_exponential
alpha_0.94,0.94,6.47,0.00010987600873582706,0.0008807578329583605,-0.0007708818242225335,independent_matrix_exponential
alpha_0.94,0.94,6.48,0.00010876833319199897,0.0008719468376281604,-0.0007631785044361615,independent_matrix_exponential
alpha_0.94,0.94,6.49,0.00010767191694345098,0.0008632240126834615,-0.0007555520957400105,independent_matrix_exponential
alpha_0.94,0.94,6.5,0.00010658664354483245,0.0008545884753210846,-0.0007480018317762521,independent_matrix_exponential
alpha_0.94,0.94,6.51,0.00010551239779919651,0.00084603935158635,-0.0007405269537871535,independent_matrix_exponential
alpha_0.94,0.94,6.5200000000000005,0.00010444906574364751,0.0008375757762840603,-0.0007331267105404127,independent_matrix_exponential
alpha_0.94,0.94,6.53,0.00010339653463516304,0.0008291968928906195,-0.0007258003582554565,independent_matrix_exponential
alpha_0.94,0.94,6.54,0.00010235469293662783,0.0008209018534669072,-0.0007185471605302794,independent_matrix_exponential
alpha_0.94,0.94,6.55,0.00010132343030290571,0.0008126898185721134,-0.0007113663882692078,independent_matrix_exponential
alpha_0.94,0.94,6.5600000000000005,0.00010030263756731186,0.0008045599571783088,-0.000704257319610997,independent_matrix_exponential
alpha_0.94,0.94,6.57,9.929220672809293e-05,0.0007965114465860908,-0.0006972192398579978,independent_matrix_exponential
alpha_0.94,0.94,6.58,9.829203093516856e-05,0.000788543472340845,-0.0006902514414056765,independent_matrix_exponential
alpha_0.94,0.94,6.59,9.730200447691044e-05,0.0007806552281500676,-0.0006833532236731572,independent_matrix_exponential
alpha_0.94,0.94,6.6000000000000005,9.632202276732721e-05,0.0007728459158013116,-0.0006765238930339844,independent_matrix_exponential
