series_kind,branch,alpha,gamma_prime,y,z,provenance
bifurcation,lower_alpha_gt_half,0.826348,3.0642136614901885,0.306590686422669,-0.9394593698219968,independent_discriminant_zero
bifurcation,lower_alpha_gt_half,0.8273459999999999,3.0548716037464954,0.30743684514877095,-0.9391800881903887,independent_discriminant_zero
bifurcation,lower_alpha_gt_half,0.828344,3.045586336281461,0.3082823736688704,-0.9389005849623274,independent_discriminant_zero
bifurcation,lower_alpha_gt_half,0.829342,3.0363573428229618,0.30912727195917494,-0.9386208620800716,independent_discriminant_zero
bifurcation,lower_alpha_gt_half,0.83034,3.0271841133377735,0.30997154000029037,-0.9383409214757232,independent_discriminant_zero
bifurcation,lower_alpha_gt_half,0.8313379999999999,3.0180661439376113,0.3108151777771889,-0.9380607650712838,independent_discriminant_zero
bifurcation,lower_alpha_gt_half,0.832336,3.0090029367868665,0.3116581852791763,-0.9377803947787069,independent_discriminant_zero
bifurcation,lower_alpha_gt_half,0.833334,2.999994000012,0.31250056249985936,-0.9374998124999532,independent_discriminant_zero
bifurcation,lower_alpha_gt_half,0.8343320000000001,2.9910388476125522,0.31334230943711433,-0.9372190201270422,independent_discriminant_zero
bifurcation,lower_alpha_gt_half,0.83533,2.982136999373751,0.31418342609305466,-0.9369380195421066,independent_discriminant_zero
bifurcation,lower_alpha_gt_half,0.836328,2.973287980780667,0.31502391247399997,-0.9366568126174447,independent_discriminant_zero
bifurcation,lower_alpha_gt_half,0.837326,2.9644913229338976,0.315863768590444,-0.9363754012155718,independent_discriminant_zero
bifurcation,lower_alpha_gt_half,0.8383240000000001,2.9557465624667474,0.316702994457024,-0.9360937871892739,independent_discriminant_zero
bifurcation,lower_alpha_gt_half,0.839322,2.9470532414638604,0.3175415900924891,-0.9358119723816583,independent_discriminant_zero
bifurcation,lower_alpha_gt_half,0.84032,2.9384109073812885,0.3183795555196702,-0.9355299586262054,independent_discriminant_zero
bifurcation,lower_alpha_gt_half,0.841318,2.9298191129679654,0.3192168907654492,-0.9352477477468201,independent_discriminant_zero
bifurcation,lower_alpha_gt_half,0.8423160000000001,2.92127741618855,0.32005359586072823,-0.9349653415578827,independent_discriminant_zero
