gamma_initial_prime,maximal_distance_advantage,maximal_advantage_time_omega_inverse,strong_gamma_initial_prime,provenance
0.5650000000000001,0.0036760468442294802,0.10753948472184525,0.07619742787996348,independent_root_and_optimization
0.5700000000000001,0.0034168787904655246,0.10863043691690781,0.07619742787996348,independent_root_and_optimization
0.5750000000000001,0.003170226922716332,0.10975571487570511,0.07619742787996348,independent_root_and_optimization
0.5800000000000001,0.002935782484652566,0.11091703660876946,0.07619742787996348,independent_root_and_optimization
0.5850000000000001,0.002713235066210226,0.11211624554804185,0.07619742787996348,independent_root_and_optimization
0.5900000000000001,0.002502272896342278,0.11335537175211602,0.07619742787996348,independent_root_and_optimization
0.5950000000000001,0.0023025831194902896,0.1146365919197567,0.07619742787996348,independent_root_and_optimization
0.6,0.0021138520559708524,0.11596231435360582,0.07619742787996348,independent_root_and_optimization
0.605,0.0019357654464476626,0.11733513718805677,0.07619742787996348,independent_root_and_optimization
0.61,0.001768008680638547,0.1187579507368783,0.07619742787996348,independent_root_and_optimization
0.615,0.0016102670103738392,0.12023389214670262,0.07619742787996348,independent_root_and_optimization
0.62,0.0014622257470930239,0.12176644824485866,0.07619742787996348,independent_root_and_optimization
0.625,0.0013235704438202545,0.12335946766230646,0.07619742787996348,independent_root_and_optimization
0.63,0.0011939870616166914,0.1250172052155262,0.07619742787996348,independent_root_and_optimization
0.635,0.0010731621204484454,0.12674442946827505,0.07619742787996348,independent_root_and_optimization
0.64,0.0009607828343440039,0.12854642912362432,0.07619742787996348,independent_root_and_optimization
0.645,0.0008565372306350572,0.13042916796771192,0.07619742787996348,independent_root_and_optimization
0.65,0.0007601142529840427,0.13239935593572938,0.07619742787996348,independent_root_and_optimization
0.655,0.0006712038477868221,0.13446460114345496,0.07619742787996348,independent_root_and_optimization
0.66,0.000589497033407535,0.13663354228601632,0.07619742787996348,independent_root_and_optimization
0.665,0.0005146859515391122,0.13891605449656794,0.07619742787996348,independent_root_and_optimization
0.67,0.000446463899787336,0.1413235249436204,0.07619742787996348,independent_root_and_optimization
0.675,0.00038452534433180974,0.1438691369415637,0.07619742787996348,independent_root_and_optimization
0.68,0.00032856591122153167,0.1465682816528034,0.07619742787996348,independent_root_and_optimization
0.685,0.0002782823544872498,0.14943903197784755,0.07619742787996348,independent_root_and_optimization
0.6900000000000001,0.00023337249878541827,0.15250288301028378,0.07619742787996348,independent_root_and_optimization
0.6950000000000001,0.00019353515369092272,0.15578554555665036,0.07619742787996348,independent_root_and_optimization
0.7000000000000001,0.00015846999599161693,0.1593182298252189,0.07619742787996348,independent_root_and_optimization
0.7050000000000001,0.00012787741534094066,0.1631391428106255,0.07619742787996348,independent_root_and_optimization
0.7100000000000001,0.00010145831731856597,0.16729594728988345,0.07619742787996348,independent_root_and_optimization
0.7150000000000001,7.891387620661411e-05,0.1718488550077654,0.07619742787996348,independent_root_and_optimization
0.7200000000000001,5.9945227438330806e-05,0.17687558161840553,0.07619742787996348,independent_root_and_optimization
0.725,4.425308646220649e-05,0.182478642228804,0.07619742787996348,independent_root_and_optimization
0.73,3.1537276306940754e-05,0.1887968761470978,0.07619742787996348,independent_root_and_optimization
0.735,2.1496139886317128e-05,0.19602464859806418,0.07619742787996348,independent_root_and_optimization
0.74,1.3825804273739917e-05,0.20444558222701134,0.07619742787996348,independent_root_and_optimization
