sample_id,rank,branch,concurrence,ensemble_average_concurrence,ensemble_average_entanglement,reconstruction_error,concurrence_gap,entanglement_gap,hjw_converse_error,phase_closure_error,component_entanglement_spread
random_rank_3_28,3,positive_concurrence,0.2846873537979646,0.28468735379796484,0.1452961942938103,6.953504409305145e-16,2.220446049250313e-16,2.498001805406602e-16,3.6261945197829435e-16,0.0,1.5265566588595902e-15
random_rank_3_29,3,positive_concurrence,0.046468535284239665,0.04646853528423998,0.006641745755773678,6.802604810073948e-16,3.122502256758253e-16,2.7582103268031233e-16,3.1526183116979733e-16,0.0,8.933825901280557e-16
random_rank_3_30,3,positive_concurrence,0.2394195966734356,0.23941959667343493,0.10958478631496532,6.630320998259551e-16,6.661338147750939e-16,7.355227538141662e-16,3.070411548599881e-16,0.0,3.4833247397614286e-15
random_rank_3_31,3,positive_concurrence,0.19470779768783697,0.19470779768783714,0.0779245218373759,5.340920322267076e-16,1.6653345369377348e-16,5.967448757360216e-16,4.119922604574213e-16,0.0,9.992007221626409e-16
random_rank_4_0,4,positive_concurrence,0.16855191216015536,0.16855191216015503,0.06126806707863389,7.959186559929171e-16,3.3306690738754696e-16,2.0816681711721685e-16,6.613916205101962e-16,0.0,1.3183898417423734e-15
random_rank_4_1,4,positive_concurrence,0.06133745834602877,0.06133745834602893,0.01082189380915886,5.519856300060147e-16,1.5959455978986625e-16,5.568462357885551e-16,4.647828911636158e-16,0.0,2.7755575615628914e-15
random_rank_4_2,4,positive_concurrence,0.3619947105865769,0.3619947105865768,0.21363597343741336,4.0606612256494437e-16,1.1102230246251565e-16,3.0531133177191805e-16,4.989995122353283e-16,0.0,1.6653345369377348e-15
random_rank_4_3,4,positive_concurrence,0.16700986333148554,0.16700986333148546,0.06033242280878082,5.564989125687817e-16,8.326672684688674e-17,6.106226635438361e-16,7.266322636451985e-16,0.0,3.3306690738754696e-16
random_rank_4_4,4,zero_concurrence,0.0,8.199015857893901e-16,8.794938863126517e-17,6.439353360598966e-16,8.199015857893901e-16,8.794938863126517e-17,5.784678570349354e-16,8.673617379884035e-17,3.2034265038149176e-16
random_rank_4_5,4,positive_concurrence,0.33521231016693426,0.33521231016693365,0.18899051975411688,3.971115098544203e-16,6.106226635438361e-16,6.938893903907228e-16,6.338889415670664e-16,0.0,7.494005416219807e-16
random_rank_4_6,4,positive_concurrence,0.08066194427228346,0.08066194427228353,0.017437941777929917,4.847828855891898e-16,6.938893903907228e-17,5.204170427930421e-17,5.157552355560805e-16,0.0,4.097416850257218e-15
random_rank_4_7,4,positive_concurrence,0.3203987865546326,0.32039878655463283,0.1757881113637524,7.230155971252499e-16,2.220446049250313e-16,6.661338147750939e-16,5.195373727710751e-16,0.0,2.220446049250313e-15
