gamma,m,chern,in_strip,analytic_lower,analytic_upper
0.025,2.1,0,False,1.975320460156558,2.0253048327204937
0.025,2.125,0,False,1.975320460156558,2.0253048327204937
0.025,2.1500000000000004,0,False,1.975320460156558,2.0253048327204937
0.025,2.175,0,False,1.975320460156558,2.0253048327204937
0.025,2.2,0,False,1.975320460156558,2.0253048327204937
0.025,2.225,0,False,1.975320460156558,2.0253048327204937
0.025,2.25,0,False,1.975320460156558,2.0253048327204937
0.025,2.2750000000000004,0,False,1.975320460156558,2.0253048327204937
0.025,2.3,0,False,1.975320460156558,2.0253048327204937
0.025,2.325,0,False,1.975320460156558,2.0253048327204937
0.025,2.35,0,False,1.975320460156558,2.0253048327204937
0.025,2.375,0,False,1.975320460156558,2.0253048327204937
0.025,2.4000000000000004,0,False,1.975320460156558,2.0253048327204937
0.025,2.425,0,False,1.975320460156558,2.0253048327204937
0.025,2.45,0,False,1.975320460156558,2.0253048327204937
0.025,2.475,0,False,1.975320460156558,2.0253048327204937
0.025,2.5,0,False,1.975320460156558,2.0253048327204937
0.025,2.5250000000000004,0,False,1.975320460156558,2.0253048327204937
0.025,2.55,0,False,1.975320460156558,2.0253048327204937
0.025,2.575,0,False,1.975320460156558,2.0253048327204937
0.025,2.6,0,False,1.975320460156558,2.0253048327204937
0.025,2.625,0,False,1.975320460156558,2.0253048327204937
0.025,2.6500000000000004,0,False,1.975320460156558,2.0253048327204937
0.025,2.675,0,False,1.975320460156558,2.0253048327204937
0.025,2.7,0,False,1.975320460156558,2.0253048327204937
0.05,1.3,1,False,1.9513148795220223,2.051189802081432
0.05,1.325,1,False,1.9513148795220223,2.051189802081432
0.05,1.35,1,False,1.9513148795220223,2.051189802081432
0.05,1.375,1,False,1.9513148795220223,2.051189802081432
0.05,1.4000000000000001,1,False,1.9513148795220223,2.051189802081432
0.05,1.425,1,False,1.9513148795220223,2.051189802081432
0.05,1.4500000000000002,1,False,1.9513148795220223,2.051189802081432
0.05,1.475,1,False,1.9513148795220223,2.051189802081432
0.05,1.5,1,False,1.9513148795220223,2.051189802081432
0.05,1.5250000000000001,1,False,1.9513148795220223,2.051189802081432
0.05,1.55,1,False,1.9513148795220223,2.051189802081432
0.05,1.5750000000000002,1,False,1.9513148795220223,2.051189802081432
0.05,1.6,1,False,1.9513148795220223,2.051189802081432
0.05,1.625,1,False,1.9513148795220223,2.051189802081432
0.05,1.6500000000000001,1,False,1.9513148795220223,2.051189802081432
0.05,1.675,1,False,1.9513148795220223,2.051189802081432
0.05,1.7000000000000002,1,False,1.9513148795220223,2.051189802081432
0.05,1.725,1,False,1.9513148795220223,2.051189802081432
0.05,1.75,1,False,1.9513148795220223,2.051189802081432
0.05,1.7750000000000001,1,False,1.9513148795220223,2.051189802081432
0.05,1.8,1,False,1.9513148795220223,2.051189802081432
0.05,1.8250000000000002,1,False,1.9513148795220223,2.051189802081432
0.05,1.85,1,False,1.9513148795220223,2.051189802081432
0.05,1.875,1,False,1.9513148795220223,2.051189802081432
0.05,1.9000000000000001,1,False,1.9513148795220223,2.051189802081432
0.05,1.925,1,False,1.9513148795220223,2.051189802081432
0.05,1.9500000000000002,1,True,1.9513148795220223,2.051189802081432
0.05,1.975,0,True,1.9513148795220223,2.051189802081432
0.05,2.0,0,True,1.9513148795220223,2.051189802081432
0.05,2.0250000000000004,0,True,1.9513148795220223,2.051189802081432
0.05,2.05,0,True,1.9513148795220223,2.051189802081432
0.05,2.075,0,True,1.9513148795220223,2.051189802081432
0.05,2.1,0,False,1.9513148795220223,2.051189802081432
0.05,2.125,0,False,1.9513148795220223,2.051189802081432
0.05,2.1500000000000004,0,False,1.9513148795220223,2.051189802081432
0.05,2.175,0,False,1.9513148795220223,2.051189802081432
0.05,2.2,0,False,1.9513148795220223,2.051189802081432
0.05,2.225,0,False,1.9513148795220223,2.051189802081432
0.05,2.25,0,False,1.9513148795220223,2.051189802081432
0.05,2.2750000000000004,0,False,1.9513148795220223,2.051189802081432
0.05,2.3,0,False,1.9513148795220223,2.051189802081432
0.05,2.325,0,False,1.9513148795220223,2.051189802081432
0.05,2.35,0,False,1.9513148795220223,2.051189802081432
0.05,2.375,0,False,1.9513148795220223,2.051189802081432
0.05,2.4000000000000004,0,False,1.9513148795220223,2.051189802081432
0.05,2.425,0,False,1.9513148795220223,2.051189802081432
0.05,2.45,0,False,1.9513148795220223,2.051189802081432
0.05,2.475,0,False,1.9513148795220223,2.051189802081432
0.05,2.5,0,False,1.9513148795220223,2.051189802081432
0.05,2.5250000000000004,0,False,1.9513148795220223,2.051189802081432
0.05,2.55,0,False,1.9513148795220223,2.051189802081432
0.05,2.575,0,False,1.9513148795220223,2.051189802081432
0.05,2.6,0,False,1.9513148795220223,2.051189802081432
0.05,2.625,0,False,1.9513148795220223,2.051189802081432
0.05,2.6500000000000004,0,False,1.9513148795220223,2.051189802081432
0.05,2.675,0,False,1.9513148795220223,2.051189802081432
0.05,2.7,0,False,1.9513148795220223,2.051189802081432
0.075,1.3,1,False,1.9280355596635292,2.0776131031126153
0.075,1.325,1,False,1.9280355596635292,2.0776131031126153
0.075,1.35,1,False,1.9280355596635292,2.0776131031126153
0.075,1.375,1,False,1.9280355596635292,2.0776131031126153
0.075,1.4000000000000001,1,False,1.9280355596635292,2.0776131031126153
0.075,1.425,1,False,1.9280355596635292,2.0776131031126153
0.075,1.4500000000000002,1,False,1.9280355596635292,2.0776131031126153
0.075,1.475,1,False,1.9280355596635292,2.0776131031126153
0.075,1.5,1,False,1.9280355596635292,2.0776131031126153
0.075,1.5250000000000001,1,False,1.9280355596635292,2.0776131031126153
0.075,1.55,1,False,1.9280355596635292,2.0776131031126153
0.075,1.5750000000000002,1,False,1.9280355596635292,2.0776131031126153
0.075,1.6,1,False,1.9280355596635292,2.0776131031126153
0.075,1.625,1,False,1.9280355596635292,2.0776131031126153
0.075,1.6500000000000001,1,False,1.9280355596635292,2.0776131031126153
0.075,1.675,1,False,1.9280355596635292,2.0776131031126153
0.075,1.7000000000000002,1,False,1.9280355596635292,2.0776131031126153
0.075,1.725,1,False,1.9280355596635292,2.0776131031126153
0.075,1.75,1,False,1.9280355596635292,2.0776131031126153
0.075,1.7750000000000001,1,False,1.9280355596635292,2.0776131031126153
0.075,1.8,1,False,1.9280355596635292,2.0776131031126153
0.075,1.8250000000000002,1,False,1.9280355596635292,2.0776131031126153
0.075,1.85,1,False,1.9280355596635292,2.0776131031126153
0.075,1.875,1,False,1.9280355596635292,2.0776131031126153
0.075,1.9000000000000001,1,False,1.9280355596635292,2.0776131031126153
0.075,1.925,1,True,1.9280355596635292,2.0776131031126153
0.075,1.9500000000000002,1,True,1.9280355596635292,2.0776131031126153
0.075,1.975,0,True,1.9280355596635292,2.0776131031126153
0.075,2.0,0,True,1.9280355596635292,2.0776131031126153
0.075,2.0250000000000004,0,True,1.9280355596635292,2.0776131031126153
0.075,2.05,0,True,1.9280355596635292,2.0776131031126153
0.075,2.075,0,True,1.9280355596635292,2.0776131031126153
0.075,2.1,0,True,1.9280355596635292,2.0776131031126153
0.075,2.125,0,False,1.9280355596635292,2.0776131031126153
0.075,2.1500000000000004,0,False,1.9280355596635292,2.0776131031126153
0.075,2.175,0,False,1.9280355596635292,2.0776131031126153
0.075,2.2,0,False,1.9280355596635292,2.0776131031126153
0.075,2.225,0,False,1.9280355596635292,2.0776131031126153
0.075,2.25,0,False,1.9280355596635292,2.0776131031126153
0.075,2.2750000000000004,0,False,1.9280355596635292,2.0776131031126153
0.075,2.3,0,False,1.9280355596635292,2.0776131031126153
0.075,2.325,0,False,1.9280355596635292,2.0776131031126153
0.075,2.35,0,False,1.9280355596635292,2.0776131031126153
0.075,2.375,0,False,1.9280355596635292,2.0776131031126153
0.075,2.4000000000000004,0,False,1.9280355596635292,2.0776131031126153
0.075,2.425,0,False,1.9280355596635292,2.0776131031126153
0.075,2.45,0,False,1.9280355596635292,2.0776131031126153
0.075,2.475,0,False,1.9280355596635292,2.0776131031126153
0.075,2.5,0,False,1.9280355596635292,2.0776131031126153
0.075,2.5250000000000004,0,False,1.9280355596635292,2.0776131031126153
0.075,2.55,0,False,1.9280355596635292,2.0776131031126153
0.075,2.575,0,False,1.9280355596635292,2.0776131031126153
0.075,2.6,0,False,1.9280355596635292,2.0776131031126153
0.075,2.625,0,False,1.9280355596635292,2.0776131031126153
0.075,2.6500000000000004,0,False,1.9280355596635292,2.0776131031126153
0.075,2.675,0,False,1.9280355596635292,2.0776131031126153
0.075,2.7,0,False,1.9280355596635292,2.0776131031126153
0.1,1.3,1,False,1.9055385138137417,2.1045361017187263
0.1,1.325,1,False,1.9055385138137417,2.1045361017187263
0.1,1.35,1,False,1.9055385138137417,2.1045361017187263
0.1,1.375,1,False,1.9055385138137417,2.1045361017187263
0.1,1.4000000000000001,1,False,1.9055385138137417,2.1045361017187263
0.1,1.425,1,False,1.9055385138137417,2.1045361017187263
0.1,1.4500000000000002,1,False,1.9055385138137417,2.1045361017187263
0.1,1.475,1,False,1.9055385138137417,2.1045361017187263
0.1,1.5,1,False,1.9055385138137417,2.1045361017187263
0.1,1.5250000000000001,1,False,1.9055385138137417,2.1045361017187263
0.1,1.55,1,False,1.9055385138137417,2.1045361017187263
0.1,1.5750000000000002,1,False,1.9055385138137417,2.1045361017187263
0.1,1.6,1,False,1.9055385138137417,2.1045361017187263
0.1,1.625,1,False,1.9055385138137417,2.1045361017187263
0.1,1.6500000000000001,1,False,1.9055385138137417,2.1045361017187263
0.1,1.675,1,False,1.9055385138137417,2.1045361017187263
0.1,1.7000000000000002,1,False,1.9055385138137417,2.1045361017187263
0.1,1.725,1,False,1.9055385138137417,2.1045361017187263
0.1,1.75,1,False,1.9055385138137417,2.1045361017187263
0.1,1.7750000000000001,1,False,1.9055385138137417,2.1045361017187263
0.1,1.8,1,False,1.9055385138137417,2.1045361017187263
0.1,1.8250000000000002,1,False,1.9055385138137417,2.1045361017187263
0.1,1.85,1,False,1.9055385138137417,2.1045361017187263
0.1,1.875,1,False,1.9055385138137417,2.1045361017187263
0.1,1.9000000000000001,1,True,1.9055385138137417,2.1045361017187263
0.1,1.925,1,True,1.9055385138137417,2.1045361017187263
0.1,1.9500000000000002,1,True,1.9055385138137417,2.1045361017187263
0.1,1.975,0,True,1.9055385138137417,2.1045361017187263
0.1,2.0,0,True,1.9055385138137417,2.1045361017187263
0.1,2.0250000000000004,0,True,1.9055385138137417,2.1045361017187263
0.1,2.05,0,True,1.9055385138137417,2.1045361017187263
0.1,2.075,0,True,1.9055385138137417,2.1045361017187263
0.1,2.1,0,True,1.9055385138137417,2.1045361017187263
0.1,2.125,0,True,1.9055385138137417,2.1045361017187263
0.1,2.1500000000000004,0,False,1.9055385138137417,2.1045361017187263
0.1,2.175,0,False,1.9055385138137417,2.1045361017187263
0.1,2.2,0,False,1.9055385138137417,2.1045361017187263
0.1,2.225,0,False,1.9055385138137417,2.1045361017187263
0.1,2.25,0,False,1.9055385138137417,2.1045361017187263
0.1,2.2750000000000004,0,False,1.9055385138137417,2.1045361017187263
0.1,2.3,0,False,1.9055385138137417,2.1045361017187263
0.1,2.325,0,False,1.9055385138137417,2.1045361017187263
0.1,2.35,0,False,1.9055385138137417,2.1045361017187263
0.1,2.375,0,False,1.9055385138137417,2.1045361017187263
0.1,2.4000000000000004,0,False,1.9055385138137417,2.1045361017187263
0.1,2.425,0,False,1.9055385138137417,2.1045361017187263
0.1,2.45,0,False,1.9055385138137417,2.1045361017187263
0.1,2.475,0,False,1.9055385138137417,2.1045361017187263
0.1,2.5,0,False,1.9055385138137417,2.1045361017187263
0.1,2.5250000000000004,0,False,1.9055385138137417,2.1045361017187263
0.1,2.55,0,False,1.9055385138137417,2.1045361017187263
0.1,2.575,0,False,1.9055385138137417,2.1045361017187263
0.1,2.6,0,False,1.9055385138137417,2.1045361017187263
0.1,2.625,0,False,1.9055385138137417,2.1045361017187263
0.1,2.6500000000000004,0,False,1.9055385138137417,2.1045361017187263
0.1,2.675,0,False,1.9055385138137417,2.1045361017187263
0.1,2.7,0,False,1.9055385138137417,2.1045361017187263
0.125,1.3,1,False,1.8838834764831844,2.131923142267177
0.125,1.325,1,False,1.8838834764831844,2.131923142267177
0.125,1.35,1,False,1.8838834764831844,2.131923142267177
0.125,1.375,1,False,1.8838834764831844,2.131923142267177
0.125,1.4000000000000001,1,False,1.8838834764831844,2.131923142267177
0.125,1.425,1,False,1.8838834764831844,2.131923142267177
0.125,1.4500000000000002,1,False,1.8838834764831844,2.131923142267177
0.125,1.475,1,False,1.8838834764831844,2.131923142267177
0.125,1.5,1,False,1.8838834764831844,2.131923142267177
0.125,1.5250000000000001,1,False,1.8838834764831844,2.131923142267177
0.125,1.55,1,False,1.8838834764831844,2.131923142267177
0.125,1.5750000000000002,1,False,1.8838834764831844,2.131923142267177
0.125,1.6,1,False,1.8838834764831844,2.131923142267177
0.125,1.625,1,False,1.8838834764831844,2.131923142267177
0.125,1.6500000000000001,1,False,1.8838834764831844,2.131923142267177
0.125,1.675,1,False,1.8838834764831844,2.131923142267177
0.125,1.7000000000000002,1,False,1.8838834764831844,2.131923142267177
0.125,1.725,1,False,1.8838834764831844,2.131923142267177
0.125,1.75,1,False,1.8838834764831844,2.131923142267177
0.125,1.7750000000000001,1,False,1.8838834764831844,2.131923142267177
0.125,1.8,1,False,1.8838834764831844,2.131923142267177
0.125,1.8250000000000002,1,False,1.8838834764831844,2.131923142267177
0.125,1.85,1,False,1.8838834764831844,2.131923142267177
0.125,1.875,1,True,1.8838834764831844,2.131923142267177
0.125,1.9000000000000001,1,True,1.8838834764831844,2.131923142267177
0.125,1.925,1,True,1.8838834764831844,2.131923142267177
0.125,1.9500000000000002,1,True,1.8838834764831844,2.131923142267177
0.125,1.975,1,True,1.8838834764831844,2.131923142267177
0.125,2.0,0,True,1.8838834764831844,2.131923142267177
0.125,2.0250000000000004,0,True,1.8838834764831844,2.131923142267177
0.125,2.05,0,True,1.8838834764831844,2.131923142267177
0.125,2.075,0,True,1.8838834764831844,2.131923142267177
0.125,2.1,0,True,1.8838834764831844,2.131923142267177
0.125,2.125,0,True,1.8838834764831844,2.131923142267177
0.125,2.1500000000000004,0,True,1.8838834764831844,2.131923142267177
0.125,2.175,0,False,1.8838834764831844,2.131923142267177
0.125,2.2,0,False,1.8838834764831844,2.131923142267177
0.125,2.225,0,False,1.8838834764831844,2.131923142267177
0.125,2.25,0,False,1.8838834764831844,2.131923142267177
0.125,2.2750000000000004,0,False,1.8838834764831844,2.131923142267177
0.125,2.3,0,False,1.8838834764831844,2.131923142267177
0.125,2.325,0,False,1.8838834764831844,2.131923142267177
0.125,2.35,0,False,1.8838834764831844,2.131923142267177
0.125,2.375,0,False,1.8838834764831844,2.131923142267177
0.125,2.4000000000000004,0,False,1.8838834764831844,2.131923142267177
0.125,2.425,0,False,1.8838834764831844,2.131923142267177
0.125,2.45,0,False,1.8838834764831844,2.131923142267177
0.125,2.475,0,False,1.8838834764831844,2.131923142267177
0.125,2.5,0,False,1.8838834764831844,2.131923142267177
0.125,2.5250000000000004,0,False,1.8838834764831844,2.131923142267177
0.125,2.55,0,False,1.8838834764831844,2.131923142267177
0.125,2.575,0,False,1.8838834764831844,2.131923142267177
0.125,2.6,0,False,1.8838834764831844,2.131923142267177
0.125,2.625,0,False,1.8838834764831844,2.131923142267177
0.125,2.6500000000000004,0,False,1.8838834764831844,2.131923142267177
0.125,2.675,0,False,1.8838834764831844,2.131923142267177
0.125,2.7,0,False,1.8838834764831844,2.131923142267177
0.15,1.3,1,False,1.8631338250816034,2.15974135047432
0.15,1.325,1,False,1.8631338250816034,2.15974135047432
0.15,1.35,1,False,1.8631338250816034,2.15974135047432
0.15,1.375,1,False,1.8631338250816034,2.15974135047432
0.15,1.4000000000000001,1,False,1.8631338250816034,2.15974135047432
0.15,1.425,1,False,1.8631338250816034,2.15974135047432
0.15,1.4500000000000002,1,False,1.8631338250816034,2.15974135047432
0.15,1.475,1,False,1.8631338250816034,2.15974135047432
0.15,1.5,1,False,1.8631338250816034,2.15974135047432
0.15,1.5250000000000001,1,False,1.8631338250816034,2.15974135047432
0.15,1.55,1,False,1.8631338250816034,2.15974135047432
0.15,1.5750000000000002,1,False,1.8631338250816034,2.15974135047432
0.15,1.6,1,False,1.8631338250816034,2.15974135047432
0.15,1.625,1,False,1.8631338250816034,2.15974135047432
0.15,1.6500000000000001,1,False,1.8631338250816034,2.15974135047432
0.15,1.675,1,False,1.8631338250816034,2.15974135047432
0.15,1.7000000000000002,1,False,1.8631338250816034,2.15974135047432
0.15,1.725,1,False,1.8631338250816034,2.15974135047432
0.15,1.75,1,False,1.8631338250816034,2.15974135047432
0.15,1.7750000000000001,1,False,1.8631338250816034,2.15974135047432
0.15,1.8,1,False,1.8631338250816034,2.15974135047432
0.15,1.8250000000000002,1,False,1.8631338250816034,2.15974135047432
0.15,1.85,1,True,1.8631338250816034,2.15974135047432
0.15,1.875,1,True,1.8631338250816034,2.15974135047432
0.15,1.9000000000000001,1,True,1.8631338250816034,2.15974135047432
0.15,1.925,1,True,1.8631338250816034,2.15974135047432
0.15,1.9500000000000002,1,True,1.8631338250816034,2.15974135047432
0.15,1.975,1,True,1.8631338250816034,2.15974135047432
0.15,2.0,1,True,1.8631338250816034,2.15974135047432
0.15,2.0250000000000004,0,True,1.8631338250816034,2.15974135047432
0.15,2.05,0,True,1.8631338250816034,2.15974135047432
0.15,2.075,0,True,1.8631338250816034,2.15974135047432
0.15,2.1,0,True,1.8631338250816034,2.15974135047432
0.15,2.125,0,True,1.8631338250816034,2.15974135047432
0.15,2.1500000000000004,0,True,1.8631338250816034,2.15974135047432
0.15,2.175,0,True,1.8631338250816034,2.15974135047432
0.15,2.2,0,False,1.8631338250816034,2.15974135047432
0.15,2.225,0,False,1.8631338250816034,2.15974135047432
0.15,2.25,0,False,1.8631338250816034,2.15974135047432
0.15,2.2750000000000004,0,False,1.8631338250816034,2.15974135047432
0.15,2.3,0,False,1.8631338250816034,2.15974135047432
0.15,2.325,0,False,1.8631338250816034,2.15974135047432
0.15,2.35,0,False,1.8631338250816034,2.15974135047432
0.15,2.375,0,False,1.8631338250816034,2.15974135047432
0.15,2.4000000000000004,0,False,1.8631338250816034,2.15974135047432
0.15,2.425,0,False,1.8631338250816034,2.15974135047432
0.15,2.45,0,False,1.8631338250816034,2.15974135047432
0.15,2.475,0,False,1.8631338250816034,2.15974135047432
0.15,2.5,0,False,1.8631338250816034,2.15974135047432
0.15,2.5250000000000004,0,False,1.8631338250816034,2.15974135047432
0.15,2.55,0,False,1.8631338250816034,2.15974135047432
0.15,2.575,0,False,1.8631338250816034,2.15974135047432
0.15,2.6,0,False,1.8631338250816034,2.15974135047432
0.15,2.625,0,False,1.8631338250816034,2.15974135047432
0.15,2.6500000000000004,0,False,1.8631338250816034,2.15974135047432
0.15,2.675,0,False,1.8631338250816034,2.15974135047432
0.15,2.7,0,False,1.8631338250816034,2.15974135047432
0.175,1.3,1,False,1.84335638967165,2.1879604370516725
0.175,1.325,1,False,1.84335638967165,2.1879604370516725
0.175,1.35,1,False,1.84335638967165,2.1879604370516725
0.175,1.375,1,False,1.84335638967165,2.1879604370516725
0.175,1.4000000000000001,1,False,1.84335638967165,2.1879604370516725
0.175,1.425,1,False,1.84335638967165,2.1879604370516725
0.175,1.4500000000000002,1,False,1.84335638967165,2.1879604370516725
0.175,1.475,1,False,1.84335638967165,2.1879604370516725
0.175,1.5,1,False,1.84335638967165,2.1879604370516725
0.175,1.5250000000000001,1,False,1.84335638967165,2.1879604370516725
0.175,1.55,1,False,1.84335638967165,2.1879604370516725
0.175,1.5750000000000002,1,False,1.84335638967165,2.1879604370516725
0.175,1.6,1,False,1.84335638967165,2.1879604370516725
0.175,1.625,1,False,1.84335638967165,2.1879604370516725
0.175,1.6500000000000001,1,False,1.84335638967165,2.1879604370516725
0.175,1.675,1,False,1.84335638967165,2.1879604370516725
0.175,1.7000000000000002,1,False,1.84335638967165,2.1879604370516725
0.175,1.725,1,False,1.84335638967165,2.1879604370516725
0.175,1.75,1,False,1.84335638967165,2.1879604370516725
0.175,1.7750000000000001,1,False,1.84335638967165,2.1879604370516725
0.175,1.8,1,False,1.84335638967165,2.1879604370516725
0.175,1.8250000000000002,1,True,1.84335638967165,2.1879604370516725
0.175,1.85,1,True,1.84335638967165,2.1879604370516725
0.175,1.875,1,True,1.84335638967165,2.1879604370516725
0.175,1.9000000000000001,1,True,1.84335638967165,2.1879604370516725
0.175,1.925,1,True,1.84335638967165,2.1879604370516725
0.175,1.9500000000000002,1,True,1.84335638967165,2.1879604370516725
0.175,1.975,1,True,1.84335638967165,2.1879604370516725
0.175,2.0,1,True,1.84335638967165,2.1879604370516725
0.175,2.0250000000000004,0,True,1.84335638967165,2.1879604370516725
0.175,2.05,0,True,1.84335638967165,2.1879604370516725
0.175,2.075,0,True,1.84335638967165,2.1879604370516725
0.175,2.1,0,True,1.84335638967165,2.1879604370516725
0.175,2.125,0,True,1.84335638967165,2.1879604370516725
0.175,2.1500000000000004,0,True,1.84335638967165,2.1879604370516725
0.175,2.175,0,True,1.84335638967165,2.1879604370516725
0.175,2.2,0,True,1.84335638967165,2.1879604370516725
0.175,2.225,0,False,1.84335638967165,2.1879604370516725
0.175,2.25,0,False,1.84335638967165,2.1879604370516725
0.175,2.2750000000000004,0,False,1.84335638967165,2.1879604370516725
0.175,2.3,0,False,1.84335638967165,2.1879604370516725
0.175,2.325,0,False,1.84335638967165,2.1879604370516725
0.175,2.35,0,False,1.84335638967165,2.1879604370516725
0.175,2.375,0,False,1.84335638967165,2.1879604370516725
0.175,2.4000000000000004,0,False,1.84335638967165,2.1879604370516725
0.175,2.425,0,False,1.84335638967165,2.1879604370516725
0.175,2.45,0,False,1.84335638967165,2.1879604370516725
0.175,2.475,0,False,1.84335638967165,2.1879604370516725
0.175,2.5,0,False,1.84335638967165,2.1879604370516725
0.175,2.5250000000000004,0,False,1.84335638967165,2.1879604370516725
0.175,2.55,0,False,1.84335638967165,2.1879604370516725
0.175,2.575,0,False,1.84335638967165,2.1879604370516725
0.175,2.6,0,False,1.84335638967165,2.1879604370516725
0.175,2.625,0,False,1.84335638967165,2.1879604370516725
0.175,2.6500000000000004,0,False,1.84335638967165,2.1879604370516725
0.175,2.675,0,False,1.84335638967165,2.1879604370516725
0.175,2.7,0,False,1.84335638967165,2.1879604370516725
0.19999999999999998,1.3,1,False,1.824621125123532,2.216552506059644
0.19999999999999998,1.325,1,False,1.824621125123532,2.216552506059644
0.19999999999999998,1.35,1,False,1.824621125123532,2.216552506059644
0.19999999999999998,1.375,1,False,1.824621125123532,2.216552506059644
0.19999999999999998,1.4000000000000001,1,False,1.824621125123532,2.216552506059644
0.19999999999999998,1.425,1,False,1.824621125123532,2.216552506059644
0.19999999999999998,1.4500000000000002,1,False,1.824621125123532,2.216552506059644
0.19999999999999998,1.475,1,False,1.824621125123532,2.216552506059644
0.19999999999999998,1.5,1,False,1.824621125123532,2.216552506059644
0.19999999999999998,1.5250000000000001,1,False,1.824621125123532,2.216552506059644
0.19999999999999998,1.55,1,False,1.824621125123532,2.216552506059644
0.19999999999999998,1.5750000000000002,1,False,1.824621125123532,2.216552506059644
0.19999999999999998,1.6,1,False,1.824621125123532,2.216552506059644
0.19999999999999998,1.625,1,False,1.824621125123532,2.216552506059644
0.19999999999999998,1.6500000000000001,1,False,1.824621125123532,2.216552506059644
0.19999999999999998,1.675,1,False,1.824621125123532,2.216552506059644
0.19999999999999998,1.7000000000000002,1,False,1.824621125123532,2.216552506059644
0.19999999999999998,1.725,1,False,1.824621125123532,2.216552506059644
0.19999999999999998,1.75,1,False,1.824621125123532,2.216552506059644
0.19999999999999998,1.7750000000000001,1,False,1.824621125123532,2.216552506059644
0.19999999999999998,1.8,1,True,1.824621125123532,2.216552506059644
0.19999999999999998,1.8250000000000002,1,True,1.824621125123532,2.216552506059644
0.19999999999999998,1.85,1,True,1.824621125123532,2.216552506059644
0.19999999999999998,1.875,1,True,1.824621125123532,2.216552506059644
0.19999999999999998,1.9000000000000001,1,True,1.824621125123532,2.216552506059644
0.19999999999999998,1.925,1,True,1.824621125123532,2.216552506059644
0.19999999999999998,1.9500000000000002,1,True,1.824621125123532,2.216552506059644
0.19999999999999998,1.975,1,True,1.824621125123532,2.216552506059644
0.19999999999999998,2.0,1,True,1.824621125123532,2.216552506059644
0.19999999999999998,2.0250000000000004,0,True,1.824621125123532,2.216552506059644
0.19999999999999998,2.05,0,True,1.824621125123532,2.216552506059644
0.19999999999999998,2.075,0,True,1.824621125123532,2.216552506059644
0.19999999999999998,2.1,0,True,1.824621125123532,2.216552506059644
0.19999999999999998,2.125,0,True,1.824621125123532,2.216552506059644
0.19999999999999998,2.1500000000000004,0,True,1.824621125123532,2.216552506059644
0.19999999999999998,2.175,0,True,1.824621125123532,2.216552506059644
0.19999999999999998,2.2,0,True,1.824621125123532,2.216552506059644
0.19999999999999998,2.225,0,True,1.824621125123532,2.216552506059644
0.19999999999999998,2.25,0,False,1.824621125123532,2.216552506059644
0.19999999999999998,2.2750000000000004,0,False,1.824621125123532,2.216552506059644
0.19999999999999998,2.3,0,False,1.824621125123532,2.216552506059644
0.19999999999999998,2.325,0,False,1.824621125123532,2.216552506059644
0.19999999999999998,2.35,0,False,1.824621125123532,2.216552506059644
0.19999999999999998,2.375,0,False,1.824621125123532,2.216552506059644
0.19999999999999998,2.4000000000000004,0,False,1.824621125123532,2.216552506059644
0.19999999999999998,2.425,0,False,1.824621125123532,2.216552506059644
0.19999999999999998,2.45,0,False,1.824621125123532,2.216552506059644
0.19999999999999998,2.475,0,False,1.824621125123532,2.216552506059644
0.19999999999999998,2.5,0,False,1.824621125123532,2.216552506059644
