k_over_pi,drho_actual,drho_theory
-1.454696591853699150e-01,1.297086145893647235e-04,6.716229699220583335e-04
-1.438071487946799842e-01,2.190763841775772436e-05,-1.172888688263381640e-04
-1.421446384039899979e-01,2.745083507440376769e-04,5.664461192715171053e-04
-1.404821280133000672e-01,-9.407033831343447616e-07,9.670219527565788011e-04
-1.388196176226101641e-01,-3.336762948136853812e-04,-2.614888838167436281e-04
-1.371571072319201778e-01,-1.637170301299617492e-05,-7.774349611897947735e-04
-1.354945968412302471e-01,-2.092761016516536676e-05,1.739560324749081380e-04
-1.338320864505403163e-01,8.379719462776533123e-05,-5.291513417784933677e-04
-1.321695760598503577e-01,1.129292669984488517e-04,8.271646366227096512e-04
-1.305070656691604269e-01,9.408019861774363779e-05,-8.913420553522451856e-05
-1.288445552784704962e-01,-2.775007749192537343e-04,2.032668192612241431e-04
-1.271820448877805376e-01,-1.096746003019059834e-04,5.045830558205305610e-04
-1.255195344970906068e-01,4.368672843223231350e-06,-6.171762511561081055e-05
-1.238570241064006761e-01,-5.841188546803349757e-05,-5.383523934561477335e-04
-1.221945137157107175e-01,-1.229536377244030976e-04,-7.057039909927921833e-04
-1.205320033250207867e-01,-1.248015756872573184e-04,-7.301517504207370073e-04
-1.188694929343308559e-01,-6.666106373996727452e-05,-6.619645134839080829e-04
-1.172069825436408974e-01,9.648337545554996897e-06,-4.114091339180787248e-04
-1.155444721529509666e-01,-2.509585021981224073e-05,-3.059077179337369389e-05
-1.138819617622610358e-01,-2.306800220106940830e-04,-7.770596114828032502e-05
-1.122194513715710634e-01,-2.203883105089676775e-04,-6.071906784196005186e-04
-1.105569409808811326e-01,7.843534250756914461e-06,-1.983320592441919204e-04
-1.088944305901912157e-01,-2.513907543370379194e-04,-1.446834992178569099e-04
-1.072319201995012433e-01,-3.380530454286708592e-05,-3.718302558573478639e-04
-1.055694098088113125e-01,-2.296934695300645660e-04,-8.106710057647053408e-05
-1.039068994181213818e-01,-1.646842808682331960e-06,-1.549519419987438343e-04
-1.022443890274314232e-01,-2.149030127087721981e-04,-3.390117418643901338e-04
-1.005818786367414924e-01,-1.242659663081881194e-04,8.090673958092540628e-05
-9.891936824605156164e-02,-1.396899603762873088e-07,-8.577063173777148383e-05
-9.725685785536160310e-02,-9.423641248627835296e-05,-3.261980739708187651e-04
-9.559434746467167232e-02,-1.775794565809759099e-04,-2.713650708058233099e-04
-9.393183707398169990e-02,-1.664362259722500844e-04,-1.303516395876610037e-04
-9.226932668329176912e-02,-1.193908073794742921e-04,-5.336319168724761497e-05
-9.060681629260183834e-02,-8.187050190062712500e-05,-3.392641169197127180e-05
-8.894430590191187980e-02,-6.374311590208491581e-05,-2.908023262237847191e-05
-8.728179551122194901e-02,-6.200201741930744508e-05,-1.635378501319963780e-05
-8.561928512053201823e-02,-7.082772078806885696e-05,-2.784591576962838790e-07
-8.395677472984205969e-02,-7.918457895985037739e-05,-2.805558286648015317e-06
-8.229426433915212891e-02,-7.088691566377211236e-05,-3.697197444623563195e-05
-8.063175394846219812e-02,-3.988539614938737068e-05,-7.403780001627060625e-05
-7.896924355777222571e-02,-7.476196333324226242e-06,-6.051396748126992441e-05
-7.730673316708230880e-02,-6.292953086707259809e-07,-7.391372612925265165e-06
-7.564422277639237802e-02,-2.050174177366276639e-06,6.042552458486212671e-06
-7.398171238570240560e-02,1.502536158670615311e-05,5.912126266256692377e-06
-7.231920199501247482e-02,1.515328083361469315e-05,4.266411304875042485e-05
-7.065669160432254403e-02,2.855545179456401368e-06,-1.866802888671500909e-05
-6.899418121363258549e-02,5.556979861545363023e-05,1.816171164135787681e-05
-6.733167082294265471e-02,8.577302090592971791e-05,1.143442744840378360e-04
-6.566916043225272392e-02,5.421932243539879202e-06,3.672084050112842064e-05
-6.400665004156276539e-02,7.240800095548145061e-05,-1.096985310390263264e-05
-6.234413965087283460e-02,1.566128841332218593e-04,1.869875741155978125e-04
-6.068162926018290382e-02,5.099095794589057849e-05,7.600938384518852748e-05
-5.901911886949293834e-02,5.096695664019235475e-05,3.396013678834128096e-05
-5.735660847880300756e-02,2.136116639414473379e-04,1.746047431759304878e-04
-5.569409808811307677e-02,1.703731774306024675e-04,2.077660106570418884e-04
-5.403158769742311129e-02,2.744917229143407737e-05,-1.991953963600105607e-07
-5.236907730673318051e-02,1.212277360195805793e-04,-4.819790544142252156e-05
-5.070656691604325667e-02,3.225346858956631545e-04,1.983416904449771152e-04
-4.904405652535329119e-02,3.672056809990728934e-04,4.046627929393439285e-04
-4.738154613466336040e-02,2.619628694317220619e-04,3.633290499284663809e-04
-4.571903574397342962e-02,1.347320254741315223e-04,1.766011239188088880e-04
-4.405652535328346414e-02,4.959468404515127854e-05,1.042124336018720294e-04
-4.239401496259353336e-02,5.303579996119656484e-05,2.816093266448965087e-04
-4.073150457190360951e-02,1.274721310796441028e-04,2.472458878956552693e-04
-3.906899418121364403e-02,1.850567922047749361e-04,3.235306183917951691e-04
-3.740648379052371325e-02,4.775239179833931733e-04,6.235304871211500184e-04
-3.574397339983374777e-02,4.522171494398172752e-04,3.410098144487104326e-04
-3.408146300914381699e-02,1.104038879176907819e-04,-1.450334485664972115e-04
-3.241895261845388621e-02,3.497692399548890663e-04,5.620430256408749745e-04
-3.075644222776392420e-02,3.777489430358241425e-04,3.006187132122922312e-04
-2.909393183707399341e-02,3.154077503289892323e-04,6.131255247659364973e-04
-2.743142144638406610e-02,1.009355065369787249e-04,1.201417333595925494e-04
-2.576891105569410062e-02,5.287107421611447668e-04,4.409173517288460069e-04
-2.410640066500416984e-02,6.048670460295539012e-04,4.999272709838902201e-04
-2.244389027431424252e-02,4.953843701092667737e-04,4.809730525113349521e-04
-2.078137988362427704e-02,5.906534892026746916e-04,6.185849281002175947e-04
-1.911886949293434626e-02,3.577732359951865324e-04,1.270799460672121680e-04
-1.745635910224441895e-02,6.491848023385438267e-05,2.192108033628138169e-05
-1.579384871155445347e-02,5.061345858021664215e-04,5.663371100214733590e-04
-1.413133832086452442e-02,2.858921528077831842e-05,1.294014153688183234e-04
-1.246882793017455894e-02,2.258907679590433835e-04,1.653911420704161166e-04
-1.080631753948466459e-02,3.687235017391657854e-04,3.063037750620863542e-04
-9.143807148794700843e-03,3.375198484415321918e-04,1.879106623007760523e-04
-7.481296758104735364e-03,1.154986614900657509e-04,-1.000711289768879106e-06
-5.818786367414841010e-03,5.247491852374539835e-05,9.351871840276561538e-05
-4.156275976724876399e-03,1.823661311617886735e-04,1.056825510196639201e-04
-2.493765586034911788e-03,5.231833366813439185e-05,3.517468497773466104e-05
-8.312551953450177588e-04,5.810729052655944904e-06,-7.557203995357056813e-07
8.312551953449470689e-04,2.744642741992631434e-06,1.448145905720931899e-06
2.493765586034911788e-03,-7.143199810375167421e-06,4.414291396552149384e-06
4.156275976724806143e-03,-3.779533084255787148e-05,-1.042629230659080372e-04
5.818786367414770754e-03,-8.048934566257386243e-05,-1.139393848567470243e-04
7.481296758104735364e-03,-1.047900507404310943e-04,-1.614314973124626610e-04
9.143807148794629719e-03,-3.812132598754648270e-05,-7.812263892851587053e-05
1.080631753948459520e-02,-3.806535258854012007e-05,-4.079094806592568629e-05
1.246882793017455894e-02,-1.539877041162221027e-05,2.573265496340042670e-05
1.413133832086445330e-02,-3.074519528721217365e-05,-9.950914489320542412e-05
1.579384871155441877e-02,-3.268973245609947632e-04,-4.931701896231426236e-04
1.745635910224438425e-02,-1.046045704473173160e-04,-1.098446717644855914e-04
1.911886949293427687e-02,-4.365102763968978618e-04,-4.571738998061436660e-04
2.078137988362424235e-02,-1.164470853467720673e-04,-3.203224033148327574e-04
2.244389027431420783e-02,-6.482913122360964113e-05,-1.953860009277591471e-06
2.410640066500410045e-02,-5.107809756312096765e-05,-1.471575298550537405e-04
2.576891105569406593e-02,-8.433372243410322891e-06,-8.417706429871029458e-05
2.743142144638403140e-02,-1.918275140808719387e-04,-3.037984365095324391e-04
2.909393183707392402e-02,-4.729763688673652069e-04,-3.990379745724666541e-04
3.075644222776388950e-02,-7.276870135897238294e-05,1.250051716769434674e-04
3.241895261845385151e-02,-3.532586279977498970e-04,-5.850995485945126480e-04
3.408146300914374760e-02,-9.930245912678249687e-05,-1.208390413931040454e-04
3.574397339983371308e-02,-4.874450859705759063e-04,-3.795576062070369185e-04
3.740648379052367856e-02,-1.946778362937209936e-04,-4.344375390377609074e-04
3.906899418121357465e-02,-6.437396673257132947e-05,-5.918470290278275323e-05
4.073150457190353319e-02,-8.871210536068687737e-05,-3.844533782117527150e-05
4.239401496259349866e-02,-2.083965674079715346e-04,9.183945386026424421e-05
4.405652535328346414e-02,-2.805593183168235243e-04,-1.207933122285473045e-04
4.571903574397336023e-02,-2.470389002170929153e-04,-2.020096317397214176e-04
4.738154613466332571e-02,-1.656982688269970517e-04,-1.080480316282422408e-04
4.904405652535329119e-02,-6.903237539802181688e-05,-1.998869294078442954e-05
5.070656691604318034e-02,-6.686222339191000286e-06,-6.636505867087545544e-05
5.236907730673314582e-02,-5.080369006260458675e-05,-2.635511361276183986e-04
5.403158769742311129e-02,-1.877141623638068193e-04,-4.140665517126991156e-04
5.569409808811300738e-02,-2.489594358839951165e-04,-2.445977410675299760e-04
5.735660847880297286e-02,-1.215661714507417683e-04,7.618267521718616949e-05
5.901911886949293834e-02,-1.142599209520093334e-06,-7.050082226171310043e-06
6.068162926018283443e-02,-8.038222585827868453e-05,-2.407903296931151245e-04
6.234413965087279297e-02,-1.454416879581381080e-04,-9.066229408685163920e-05
6.400665004156276539e-02,-6.622207496712029760e-05,-4.312241097686004491e-05
6.566916043225265454e-02,-5.431635337874130779e-06,2.550650993370976279e-05
6.733167082294261307e-02,-4.412441782219918849e-05,-1.417590815236000274e-04
6.899418121363258549e-02,-5.844468687000179877e-05,-2.615044864083660407e-05
7.065669160432247464e-02,-1.882689237384398731e-05,-4.718997455162334529e-06
7.231920199501244706e-02,-2.564855213450645938e-08,-7.218550163108232564e-06
7.398171238570240560e-02,3.458824132292744439e-07,-4.876474857182125193e-06
7.564422277639230863e-02,1.934948514416763067e-05,1.460236353146240640e-05
7.730673316708226717e-02,3.395090538536113675e-05,2.343944231796929334e-05
7.896924355777222571e-02,2.366244818901184154e-05,-1.518807539710253325e-05
8.063175394846212873e-02,4.554013660268755020e-06,-4.446095808069574313e-05
8.229426433915208727e-02,-1.312677347167182530e-06,-1.038156723549487359e-05
8.395677472984205969e-02,9.273109191774997224e-06,7.099566562637141113e-05
8.561928512053194884e-02,2.667999908000377902e-05,1.553530949286463254e-04
8.728179551122190738e-02,3.998565860121401552e-05,2.150172394607011237e-04
8.894430590191187980e-02,4.090075004667794237e-05,2.414882417885402420e-04
9.060681629260176895e-02,2.522995491083626120e-05,2.271747041682046391e-04
9.226932668329174136e-02,1.604454246703287956e-06,1.561123715548577890e-04
9.393183707398169990e-02,8.492870999525677089e-06,3.623150057003678203e-05
9.559434746467160293e-02,9.888629851357482251e-05,-1.706111371339223649e-05
9.725685785536156147e-02,2.180567190587399604e-04,1.787552221270020188e-04
9.891936824605152001e-02,1.459959075852373250e-04,4.195023628010936746e-04
1.005818786367414230e-01,-6.441154552961833590e-06,1.463040595191835412e-04
1.022443890274313816e-01,2.041728227128569023e-04,1.016827263085411760e-04
1.039068994181213540e-01,1.108531370952094836e-04,5.280816196566376483e-04
1.055694098088112431e-01,7.816785587428775467e-05,8.968243119746868112e-06
1.072319201995012156e-01,1.416770972374747917e-04,5.936904082579396238e-04
1.088944305901911741e-01,1.113967414225602165e-04,-8.769730982740805720e-06
1.105569409808810633e-01,-3.210055382610321750e-05,4.448267132492546337e-04
1.122194513715710357e-01,2.244714113403510625e-04,3.842466210353438988e-04
1.138819617622609942e-01,7.073329226543224879e-05,-1.521639935536626823e-04
1.155444721529508972e-01,-1.258520308353699296e-04,-1.875387824999956866e-05
1.172069825436408558e-01,-1.108339604066824191e-04,3.135968499313313940e-04
1.188694929343308143e-01,-3.344923874486899207e-05,4.609990626646881312e-04
1.205320033250207173e-01,-3.273102516401435458e-06,4.941824586732378654e-04
1.221945137157106759e-01,-4.330916375510848737e-05,5.036795654191318031e-04
1.238570241064006483e-01,-1.443440760194175665e-04,4.143218672348308700e-04
1.255195344970905513e-01,-1.996941903336102442e-04,6.882724054318959815e-05
1.271820448877805099e-01,1.466947475726662620e-05,-1.882344093823953206e-04
1.288445552784704684e-01,2.666144041033359502e-04,5.428372659817841308e-04
1.305070656691603714e-01,-2.750730167703357987e-05,7.487876559056722220e-04
1.321695760598503300e-01,2.786573813641120279e-04,-9.481170037696354854e-05
1.338320864505402885e-01,1.423066508699048771e-04,6.265670096372653441e-04
1.354945968412301915e-01,2.452434280595036653e-04,-6.535068395266095675e-04
1.371571072319201501e-01,-3.143654576043056204e-04,-4.405554497159369339e-04
1.388196176226101086e-01,-9.681455774479541532e-05,4.414621570757809262e-04
1.404821280133000116e-01,2.481228603622986917e-04,3.345984438189249406e-04
1.421446384039899702e-01,3.290920687549422907e-04,-2.510578054405355618e-04
1.438071487946799287e-01,-3.464680480096821169e-05,-1.089876493021012509e-03
1.454696591853699150e-01,-3.051554821281721175e-04,-8.692334638050718942e-04
1.471321695760597903e-01,2.104116192430949273e-04,-1.054171631885826663e-04
1.487946799667497766e-01,2.749869690917075560e-04,-6.575200383522857364e-04
1.504571903574397351e-01,-1.649955618871074003e-04,4.202699859707068508e-04
1.521197007481296104e-01,1.735170046897327456e-05,6.153851523110303017e-04
1.537822111388195967e-01,-2.834241165438969312e-04,-1.353724763167480326e-03
1.554447215295095552e-01,1.980794288753834342e-04,1.308223289791931188e-03
1.571072319201994583e-01,-3.715799762187693700e-04,-1.530244060455293814e-03
1.587697423108894168e-01,6.914878641034460927e-05,1.094861436248830604e-03
1.604322527015793753e-01,-2.577955026082379142e-04,-3.732641329719462754e-04
1.620947630922692784e-01,2.218388619518452121e-04,-9.704394097455174874e-04
1.637572734829592369e-01,-3.064184020345195325e-04,-6.298644448419940230e-05
1.654197838736491954e-01,-9.109573526061426341e-04,-9.453363993539177362e-04
1.670822942643390985e-01,-2.817145580742558275e-04,-4.568292612069641120e-04
1.687448046550290570e-01,-1.412393638063058621e-05,2.726027885516422674e-04
1.704073150457190156e-01,-3.479407527873512596e-04,-4.726916858727876194e-04
1.720698254364089186e-01,-4.384187146198870177e-04,-1.000387556544729073e-03
1.737323358270988771e-01,-6.792912144533702623e-04,-1.622574730342990837e-04
1.753948462177888357e-01,-1.019298066026047556e-03,-1.531120780438222041e-03
1.770573566084787387e-01,-3.047385054345957967e-04,-1.200720544223183618e-03
1.787198669991686972e-01,-1.037569098168170112e-03,-1.382646328991060268e-03
1.803823773898586835e-01,-5.925576783958885763e-04,-6.299153619715852897e-04
1.820448877805485588e-01,-9.183261671959486172e-04,-2.071036991592328270e-03
1.837073981712385173e-01,-1.130912303744763259e-03,-5.424981059173004114e-04
1.853699085619285036e-01,-2.423272545332699757e-04,1.464518250331978393e-03
1.870324189526183789e-01,3.490271214802997957e-04,1.313981336487713867e-03
1.886949293433083652e-01,-6.578890813555005046e-04,-3.153198351461496043e-04
1.903574397339983237e-01,-9.063992546985422116e-04,7.072856841076276312e-04
1.920199501246881990e-01,1.083649404346742617e-04,1.222576739597726119e-03
1.936824605153781853e-01,-1.551963645872012076e-03,-2.133738060119831463e-03
1.953449709060681438e-01,4.503127384584693083e-04,-1.638735931077241561e-04
1.970074812967580469e-01,-9.160564530125148153e-04,-6.057329403607962775e-04
1.986699916874480054e-01,4.681298347131157556e-06,1.845206780345107819e-04
2.003325020781379640e-01,-8.792064617789419056e-04,-7.520282541008657456e-04
2.019950124688278670e-01,-6.560475358040607219e-04,-1.641616746721848022e-03
2.036575228595178255e-01,5.225959979916205977e-04,2.110710659629018958e-03
2.053200332502077841e-01,-5.815471355744006310e-04,-1.136128384784763651e-03
2.069825436408976871e-01,-1.870859133995539381e-03,-2.761572697374720369e-03
2.086450540315876456e-01,-1.513194226212516424e-03,-1.352367128569106035e-03
2.103075644222776042e-01,-6.472362940061204828e-04,3.815346379971236608e-05
2.119700748129675072e-01,-1.694319819023348828e-04,5.947959321890715530e-04
2.136325852036574657e-01,-2.474032990908703322e-04,5.262876691401745417e-04
2.152950955943474243e-01,-9.222432292356752548e-04,-2.244363074228486292e-04
2.169576059850373273e-01,-1.952632828729816694e-03,-1.794067718313416878e-03
2.186201163757272858e-01,-1.994829906453943202e-03,-2.811879501046924638e-03
2.202826267664172721e-01,1.712900581195553329e-04,-2.522497851258602842e-04
2.219451371571071474e-01,8.754416598140690731e-04,2.171322886527446774e-03
2.236076475477971059e-01,-1.942726072516276492e-03,-2.768636856319808999e-03
2.252701579384870922e-01,2.440089213287532921e-04,4.366507803625580084e-04
2.269326683291769675e-01,-6.700019465194495538e-04,-3.927593516743375576e-04
2.285951787198669538e-01,-2.594754795311460249e-04,-2.688176044979248861e-04
2.302576891105569123e-01,-9.000231868325769824e-04,-1.674708923339872021e-03
2.319201995012467876e-01,4.138839886870249174e-04,2.489195710431232975e-03
2.335827098919367739e-01,-1.078685486528785376e-03,-2.901044910514207625e-03
2.352452202826267325e-01,-5.369104037803995588e-04,-1.453369321208155922e-03
2.369077306733166355e-01,2.994794151111590530e-04,2.430425870805498836e-03
2.385702410640065940e-01,2.029243580989881224e-04,2.165680292954836727e-03
2.402327514546965526e-01,-2.314173556991483416e-04,-1.104922186644732591e-04
2.418952618453864556e-01,-6.360807258906642225e-04,-1.862556367656130387e-03
2.435577722360764141e-01,-9.293326785136390988e-04,-2.635669975278064243e-03
2.452202826267663727e-01,-9.853672385761180763e-04,-2.629704936918877186e-03
2.468827930174562757e-01,-4.656592935609604744e-04,-1.777887579548640112e-03
2.485453034081462342e-01,9.373424303175115213e-04,-6.102781735298266983e-05
2.502078137988362205e-01,2.307766156096180410e-03,1.265584479446801641e-03
2.518703241895260958e-01,1.359528821974043122e-03,6.467616415149648849e-04
2.535328345802160821e-01,-3.858408377760413899e-04,1.150218226088877381e-03
2.551953449709060129e-01,6.577777305945553543e-04,3.169418343284112743e-03
2.568578553615959992e-01,-1.636727345137090062e-03,-1.563945747293613237e-03
2.585203657522858744e-01,-3.046716774141033923e-04,-1.206560667413749234e-03
2.601828761429758607e-01,1.205085928490556846e-03,-9.634837225366719906e-04
2.618453865336657915e-01,2.107803740491465128e-03,3.846886301443903575e-03
2.635078969243557223e-01,-1.674275982157524822e-03,9.164862377664811932e-06
2.651704073150456531e-01,1.074986406347511192e-04,-1.210188444117482002e-03
2.668329177057356394e-01,2.081590424427792740e-03,9.235585285198893079e-04
2.684954280964255147e-01,7.947714454333842937e-04,2.373870653182741115e-03
2.701579384871155010e-01,-1.371598409624974479e-03,-1.241426593701043524e-04
2.718204488778054873e-01,-3.196857835374711243e-05,-2.025135161710688633e-03
2.734829592684953625e-01,3.231955655310758679e-03,1.525830196073391836e-03
2.751454696591852933e-01,3.091655071382648501e-03,4.670425170044457432e-03
2.768079800498752796e-01,5.588974332111362742e-04,2.455589221953096736e-03
2.784704904405651549e-01,3.020551728204479147e-04,-4.774082192179138076e-04
2.801330008312551412e-01,2.479307006543529646e-03,3.214800873315402387e-04
