k_over_pi,drho_actual_b0,drho_theory_b0,drho_actual_b1,drho_theory_b1,drho_actual_b2,drho_theory_b2
1.920199501246881990e-01,1.083649404346742617e-04,1.222576739597726119e-03,-2.359630815171320783e-04,9.470475922810838929e-04,1.275983086923559995e-04,-2.169624307766218965e-03
1.936824605153781853e-01,-1.551963645872012076e-03,-2.133738060119831463e-03,4.519738449412225023e-04,1.833163380863375626e-03,1.099989779395960099e-03,3.005747303333067017e-04
1.953449709060681438e-01,4.503127384584693083e-04,-1.638735931077241561e-04,-1.106539406099504852e-03,-2.556705109707933972e-03,6.562267037751867704e-04,2.720578754767776029e-03
1.970074812967580469e-01,-9.160564530125148153e-04,-6.057329403607962775e-04,8.562996449414939093e-04,-2.719866930393109380e-04,5.975666657231926138e-05,8.777196540540274129e-04
1.986699916874480054e-01,4.681298347131157556e-06,1.845206780345107819e-04,-1.248334858421906723e-04,-1.415968766605198896e-03,1.201521546279060715e-04,1.231448083753009090e-03
2.003325020781379640e-01,-8.792064617789419056e-04,-7.520282541008657456e-04,1.812801329579061260e-03,1.943209607235046963e-03,-9.335948410902350503e-04,-1.191181349544760248e-03
2.019950124688278670e-01,-6.560475358040607219e-04,-1.641616746721848022e-03,5.760853795153952905e-04,2.353578519994106635e-03,7.996212818595083149e-05,-7.119617522187996145e-04
2.036575228595178255e-01,5.225959979916205977e-04,2.110710659629018958e-03,-2.752149752916488445e-04,6.149258049460100189e-04,-2.473809967330486970e-04,-2.725636428498128070e-03
2.053200332502077841e-01,-5.815471355744006310e-04,-1.136128384784763651e-03,8.680670988328031967e-04,1.525682641857842043e-03,-2.865200014232627268e-04,-3.895542159057247943e-04
2.069825436408976871e-01,-1.870859133995539381e-03,-2.761572697374720369e-03,1.300534605885222961e-03,2.478913597225079410e-03,5.703243861528983771e-04,2.826591414486791503e-04
2.086450540315876456e-01,-1.513194226212516424e-03,-1.352367128569106035e-03,7.714007566076708233e-04,2.102021444711628124e-03,7.417934637488077243e-04,-7.496542671323609252e-04
2.103075644222776042e-01,-6.472362940061204828e-04,3.815346379971236608e-05,2.022075514602206248e-04,1.312881296178941516e-03,4.450287149341258797e-04,-1.351034704044827952e-03
2.119700748129675072e-01,-1.694319819023348828e-04,5.947959321890715530e-04,-2.907571051249946414e-05,8.717035790615631705e-04,1.985075979984429750e-04,-1.466499452710592118e-03
2.136325852036574657e-01,-2.474032990908703322e-04,5.262876691401745417e-04,9.054250518739093145e-05,9.768752268168837301e-04,1.568608215042344156e-04,-1.503162838618080739e-03
2.152950955943474243e-01,-9.222432292356752548e-04,-2.244363074228486292e-04,5.859017040857894543e-04,1.598834442395645223e-03,3.363414072324877324e-04,-1.374398082568929974e-03
2.169576059850373273e-01,-1.952632828729816694e-03,-1.794067718313416878e-03,1.382574066528641232e-03,2.363727348343933922e-03,5.700586846154598319e-04,-5.696595872952014321e-04
2.186201163757272858e-01,-1.994829906453943202e-03,-2.811879501046924638e-03,1.745590337999453068e-03,2.189645745266630573e-03,2.492395692245130689e-04,6.222337907319445797e-04
2.202826267664172721e-01,1.712900581195553329e-04,-2.522497851258602842e-04,6.065945842352316042e-04,5.577470067678712414e-04,-7.778846230988012422e-04,-3.054971813165252765e-04
2.219451371571071474e-01,8.754416598140690731e-04,2.171322886527446774e-03,-3.403954619031757112e-04,5.858375124205366345e-04,-5.350462880937545407e-04,-2.757160351434378813e-03
2.236076475477971059e-01,-1.942726072516276492e-03,-2.768636856319808999e-03,1.705051686054365190e-03,3.352804020920375702e-03,2.376743015904958511e-04,-5.841671319321028490e-04
2.252701579384870922e-01,2.440089213287532921e-04,4.366507803625580084e-04,1.029283995112484362e-03,1.366793693446282428e-03,-1.273293018481669314e-03,-1.803444447889821986e-03
2.269326683291769675e-01,-6.700019465194495538e-04,-3.927593516743375576e-04,5.442738937482261008e-04,2.242159341398690213e-03,1.257280675186489560e-04,-1.849399961820080013e-03
2.285951787198669538e-01,-2.594754795311460249e-04,-2.688176044979248861e-04,1.746636666482725975e-03,2.184112734092916869e-03,-1.487161064744890737e-03,-1.915295117212514452e-03
2.302576891105569123e-01,-9.000231868325769824e-04,-1.674708923339872021e-03,8.780370940824067105e-04,2.478260749950027785e-03,2.198630575417359623e-05,-8.035518084568372878e-04
2.319201995012467876e-01,4.138839886870249174e-04,2.489195710431232975e-03,7.695641223832705435e-04,8.257001031159401155e-04,-1.183448232152384261e-03,-3.314895811465083057e-03
2.335827098919367739e-01,-1.078685486528785376e-03,-2.901044910514207625e-03,2.469811771097896180e-03,3.425203559504793552e-03,-1.391126258491859335e-03,-5.241586411450626509e-04
2.352452202826267325e-01,-5.369104037803995588e-04,-1.453369321208155922e-03,6.196008523569329629e-04,1.761245524503636094e-03,-8.269034567826016868e-05,-3.078761924883003688e-04
2.369077306733166355e-01,2.994794151111590530e-04,2.430425870805498836e-03,1.167170995305943926e-04,2.194467683788945680e-04,-4.161963644902511028e-04,-2.649872640939733310e-03
2.385702410640065940e-01,2.029243580989881224e-04,2.165680292954836727e-03,1.317082546445802471e-03,1.126054825118783442e-03,-1.520006870027623691e-03,-3.291735124048675038e-03
2.402327514546965526e-01,-2.314173556991483416e-04,-1.104922186644732591e-04,2.232156133625207151e-03,2.424886335854281247e-03,-2.000738867366236295e-03,-2.314394118746871711e-03
2.418952618453864556e-01,-6.360807258906642225e-04,-1.862556367656130387e-03,2.509735203356316946e-03,3.120618033901703409e-03,-1.873654376782163400e-03,-1.258061661780432959e-03
2.435577722360764141e-01,-9.293326785136390988e-04,-2.635669975278064243e-03,2.535838428368075714e-03,3.335202113898145908e-03,-1.606505619043518962e-03,-6.995321297136475889e-04
2.452202826267663727e-01,-9.853672385761180763e-04,-2.629704936918877186e-03,2.463525077384259854e-03,3.122640826471743351e-03,-1.478157746495123437e-03,-4.929358763647632112e-04
2.468827930174562757e-01,-4.656592935609604744e-04,-1.777887579548640112e-03,2.044558912220356683e-03,2.175012199540690867e-03,-1.578899652554144328e-03,-3.971246013466414289e-04
2.485453034081462342e-01,9.373424303175115213e-04,-6.102781735298266983e-05,9.694445047717936692e-04,4.284389647474924579e-04,-1.906787006745735980e-03,-3.674111186851631477e-04
2.502078137988362205e-01,2.307766156096180410e-03,1.265584479446801641e-03,3.360045154535140632e-05,-6.301392819682577083e-04,-2.341366519554632930e-03,-6.354451556658891401e-04
2.518703241895260958e-01,1.359528821974043122e-03,6.467616415149648849e-04,1.189391412048629304e-03,8.936103731584900877e-04,-2.548920063880522058e-03,-1.540371980447400799e-03
2.535328345802160821e-01,-3.858408377760413899e-04,1.150218226088877381e-03,2.461603721416738555e-03,1.752626809190188780e-03,-2.075762857583984822e-03,-2.902845041639786055e-03
2.551953449709060129e-01,6.577777305945553543e-04,3.169418343284112743e-03,2.529661583613174169e-04,1.753588020881152970e-04,-9.107436065020624305e-04,-3.344777151403438998e-03
2.568578553615959992e-01,-1.636727345137090062e-03,-1.563945747293613237e-03,1.725358038576541020e-03,2.902367388404615643e-03,-8.863075832438171986e-05,-1.338421616993767070e-03
2.585203657522858744e-01,-3.046716774141033923e-04,-1.206560667413749234e-03,1.191794824821096332e-03,-4.267022801210287441e-05,-8.871232343803381326e-04,1.249230912650669493e-03
2.601828761429758607e-01,1.205085928490556846e-03,-9.634837225366719906e-04,1.417873243195366673e-03,1.497459086190209947e-03,-2.622959191018070513e-03,-5.339753467411346207e-04
2.618453865336657915e-01,2.107803740491465128e-03,3.846886301443903575e-03,6.171560221187311068e-04,6.404556519857703377e-04,-2.724959927600745235e-03,-4.487341947935340192e-03
2.635078969243557223e-01,-1.674275982157524822e-03,9.164862377664811932e-06,2.410462532070278829e-03,2.111163651642131416e-03,-7.361865632757313982e-04,-2.120328495730431414e-03
2.651704073150456531e-01,1.074986406347511192e-04,-1.210188444117482002e-03,2.493173993839414848e-04,5.109779866776576786e-04,-3.568162226596505171e-04,6.992104636724139630e-04
2.668329177057356394e-01,2.081590424427792740e-03,9.235585285198893079e-04,8.610842383732220107e-04,3.433701111805488853e-04,-2.942674578761406146e-03,-1.266928615767004725e-03
2.684954280964255147e-01,7.947714454333842937e-04,2.373870653182741115e-03,2.135778842107999287e-03,1.585253312148295068e-03,-2.930550470049364531e-03,-3.959123974381850534e-03
2.701579384871155010e-01,-1.371598409624974479e-03,-1.241426593701043524e-04,1.977651584337103419e-03,2.382338302851485547e-03,-6.060530817666998082e-04,-2.258195619792065494e-03
2.718204488778054873e-01,-3.196857835374711243e-05,-2.025135161710688633e-03,7.631493665202215837e-04,1.405137492079155731e-03,-7.311808107038353377e-04,6.199976786993035248e-04
2.734829592684953625e-01,3.231955655310758679e-03,1.525830196073391836e-03,2.866428064834669609e-04,-8.095169317855823192e-05,-3.518598565655450816e-03,-1.444878468451149750e-03
2.751454696591852933e-01,3.091655071382648501e-03,4.670425170044457432e-03,1.684904232059636353e-04,4.705874105816498548e-04,-3.260145577196116307e-03,-5.141012556077055422e-03
2.768079800498752796e-01,5.588974332111362742e-04,2.455589221953096736e-03,3.085003619968107458e-05,1.455396321898268317e-04,-5.897476863677697523e-04,-2.601128857763877582e-03
2.784704904405651549e-01,3.020551728204479147e-04,-4.774082192179138076e-04,3.316834757785547261e-05,-4.719509438644905325e-04,-3.352234824951783043e-04,9.493591671002013944e-04
2.801330008312551412e-01,2.479307006543529646e-03,3.214800873315402387e-04,1.184497067133472026e-04,-4.219451167386757055e-04,-2.597756713681009799e-03,1.004650545070322914e-04
2.817955112219451275e-01,3.970216897640876930e-03,2.894613194065053397e-03,3.140399504198421177e-04,1.143758727819087044e-04,-4.284256735094610358e-03,-3.008989031862931238e-03
2.834580216126350027e-01,3.351864727860864868e-03,3.958902573410556271e-03,7.855449430768102204e-04,8.552996788515928976e-04,-4.137409864845537077e-03,-4.814202219437763164e-03
2.851205320033249890e-01,1.583141896247086677e-03,3.252310818613024165e-03,1.479296510053768055e-03,1.434413960315822139e-03,-3.062438271454331895e-03,-4.686724757311655845e-03
2.867830423940149198e-01,2.905813074239871341e-04,2.571952371347658965e-03,1.811589593901069550e-03,1.254227833957201159e-03,-2.102170896076810402e-03,-3.826180201940472363e-03
2.884455527847048506e-01,5.133687252762975106e-04,3.152323132585926457e-03,1.149498899268158736e-03,3.514167766771000324e-04,-1.662867362370396007e-03,-3.503739922832048697e-03
2.901080631753947814e-01,1.806752192958893666e-03,4.237855305396076924e-03,1.687727510903958006e-04,1.031067242497304992e-04,-1.975524868925132571e-03,-4.340962035880188870e-03
2.917705735660847677e-01,2.714721192377034242e-03,4.409983605324703688e-03,4.766545339718042396e-04,8.447959134294361115e-04,-3.191375777778671097e-03,-5.254779495785601162e-03
2.934330839567746430e-01,3.100733428302637762e-03,3.814069926230391656e-03,1.394239698972038477e-03,1.169709549598547558e-03,-4.494973283319297908e-03,-4.983779466621661262e-03
2.950955943474646292e-01,3.098951231070623535e-03,2.147967908306571208e-03,1.160633547325568005e-03,9.677084546497461944e-04,-4.259584983916098189e-03,-3.115676357864978485e-03
2.967581047381545600e-01,7.143870955889086716e-04,-4.995897219447484935e-04,6.427589342089534696e-05,-3.546260541275287692e-04,-7.786630806278782568e-04,8.542157848453970801e-04
2.984206151288444908e-01,9.396101391745403930e-04,2.583395642454463376e-03,8.862957712688079859e-04,1.193383583362226698e-03,-1.825905958256823780e-03,-3.776779209757279761e-03
3.000831255195344216e-01,3.035194308590116741e-03,2.118455417435266032e-03,1.254768573483971972e-03,1.156183268148423468e-03,-4.289962978480041378e-03,-3.274638685098199813e-03
3.017456359102244079e-01,2.707115443711938241e-04,1.667893955848025016e-03,1.462609706539552690e-04,-1.730485816801623439e-04,-4.169723268421660078e-04,-1.494845382080737129e-03
3.034081463009143942e-01,3.000266567135700946e-03,1.178665660354137222e-03,4.471063633945254745e-04,4.845887641627992168e-04,-3.447373145405788208e-03,-1.663254408172155224e-03
3.050706566916042695e-01,2.507188836426421652e-03,4.178928285523418433e-03,1.125721607387747403e-03,7.061896171360878627e-04,-3.632910394094635009e-03,-4.885117906321311855e-03
3.067331670822941447e-01,3.445462317579472966e-04,1.801431587671515440e-03,2.322797869758197464e-04,-1.380966809710675806e-04,-5.768262754036884710e-04,-1.663334915188666423e-03
3.083956774729841865e-01,-2.277476422589685967e-04,-4.316941128977350964e-04,2.590827448719079662e-04,5.635745120811455622e-04,-3.133511647153419677e-05,-1.318803958476805259e-04
3.100581878636740618e-01,-9.182785764002554529e-04,-9.536288809049932487e-04,1.062590942352767409e-03,9.771165684015138859e-04,-1.443122127604140603e-04,-2.348768205814822860e-05
3.117206982543639926e-01,-1.671638585919454911e-04,8.855511101121755005e-04,4.442331779213049003e-04,-5.077653534222451926e-05,-2.770691254865911834e-04,-8.347745801280231350e-04
3.133832086450540344e-01,2.577633646731025685e-03,3.856266459069555060e-03,1.002785603995970387e-04,2.617071238980244558e-04,-2.677912050079916950e-03,-4.117973575956880745e-03
3.150457190357439097e-01,2.408080145864688326e-03,1.418032557707594142e-03,5.552195842874751985e-04,5.409751749867433741e-04,-2.963299626549398269e-03,-1.959007724848558802e-03
3.167082294264337849e-01,-1.803736753007711968e-04,9.501041824441021529e-04,7.783811402525264711e-04,3.784056003078951967e-04,-5.980074402674173673e-04,-1.328509783619795425e-03
3.183707398171238268e-01,1.432093745763696191e-03,6.750166905808031165e-04,3.322765078417333484e-04,6.241943453586548760e-05,-1.764370233481034334e-03,-7.374361162543767358e-04
3.200332502078137575e-01,2.917468552196100795e-03,3.049599876379551020e-03,6.995327130732142962e-05,6.651145536490246993e-05,-2.987421762364727423e-03,-3.116111320942620104e-03
3.216957605985036328e-01,2.135049121000265337e-03,2.705857009120101256e-03,2.364247639861510875e-04,2.444978091337867061e-04,-2.371473774171319743e-03,-2.950354809273441747e-03
3.233582709891936746e-01,1.747724644602821620e-03,2.219550117816004170e-03,4.425295590802930112e-04,2.814006927487006982e-04,-2.190254317116386087e-03,-2.500950805886934490e-03
3.250207813798835499e-01,1.103415257963757945e-03,9.667291812295874826e-04,4.946541515045144166e-04,3.112522551412879061e-04,-1.598069363826211918e-03,-1.277981435141908048e-03
3.266832917705734252e-01,-4.119849498960270751e-04,-2.311163973822684360e-04,4.543408428758499706e-04,1.882559659344912393e-04,-4.235586111889927396e-05,4.286043258453850214e-05
3.283458021612634670e-01,7.934721410154388366e-04,1.195705211173154299e-03,3.242678310614310888e-04,1.089541245633487857e-04,-1.117739939126993591e-03,-1.304659336659111510e-03
3.300083125519533978e-01,-1.154175361331999383e-04,2.966195678761904351e-04,2.492002866346376688e-04,2.143567689709418664e-05,-1.337828735562588377e-04,-3.180552458394771695e-04
3.316708229426432730e-01,-1.962432608564323999e-04,-4.563774986247730471e-05,2.084820544086124494e-04,1.660322185513206418e-05,-1.223903450428825024e-05,2.903452824932552142e-05
