curve,t1,theta,beta_real,beta_imag,abs_beta
C_beta,1.0,0.4725515412084925,0.39820338119150017,0.20355359787450786,0.447213595499958
C_beta,1.0,0.4900534501421404,0.3945799998959212,0.21049138624213318,0.44721359549995804
C_beta,1.0,0.5075553590757883,0.3908357551962448,0.21736469920431195,0.4472135954999579
C_beta,1.0,0.5250572680094361,0.3869717939883106,0.224171431403443,0.44721359549995804
C_beta,1.0,0.542559176943084,0.38298929983820135,0.23090949787621207,0.44721359549995804
C_beta,1.0,0.5600610858767319,0.37888949261970667,0.23757683469223445,0.44721359549995804
C_beta,1.0,0.5775629948103798,0.37467362814066457,0.24417139958625592,0.44721359549995804
C_beta,1.0,0.5950649037440277,0.3703429977582961,0.2506911725837165,0.447213595499958
C_beta,1.0,0.6125668126776754,0.36589892798365115,0.25713415661948713,0.44721359549995804
C_beta,1.0,0.6300687216113233,0.36134278007528586,0.26349837814958865,0.4472135954999579
C_beta,1.0,0.6475706305449712,0.3566759496222975,0.269781887755706,0.447213595499958
C_beta,1.0,0.6650725394786191,0.35189986611684226,0.2759827607423126,0.44721359549995804
C_beta,1.0,0.682574448412267,0.3470159925162694,0.2820990977262219,0.447213595499958
C_beta,1.0,0.7000763573459148,0.34202582479500426,0.2881290252183856,0.44721359549995804
C_beta,1.0,0.7175782662795627,0.33693089148631744,0.2940706961977602,0.4472135954999579
C_beta,1.0,0.7350801752132106,0.3317327532141218,0.2999222906770662,0.44721359549995804
C_beta,1.0,0.7525820841468585,0.326433002214939,0.30568201626026625,0.447213595499958
C_beta,1.0,0.7700839930805063,0.32103326185018305,0.31134810869159274,0.447213595499958
C_beta,1.0,0.7875859020141542,0.31553518610891057,0.31691883239595464,0.4472135954999579
C_beta,1.0,0.805087810947802,0.3099404591011886,0.3223924810105603,0.447213595499958
C_beta,1.0,0.8225897198814499,0.3042507945422366,0.3277673779075913,0.447213595499958
C_beta,1.0,0.8400916288150978,0.2984679352275002,0.333041876707769,0.44721359549995804
C_beta,1.0,0.8575935377487457,0.29259365249881725,0.33821436178465486,0.4472135954999579
C_beta,1.0,0.8750954466823936,0.28662974570184,0.34328324875953176,0.447213595499958
C_beta,1.0,0.8925973556160414,0.2805780416348789,0.3482469849867134,0.447213595499958
C_beta,1.0,0.9100992645496893,0.27444039398933834,0.3531040500291334,0.4472135954999579
C_beta,1.0,0.9276011734833371,0.26821868278191396,0.3578529561240693,0.44721359549995804
C_beta,1.0,0.945103082416985,0.2619148137787268,0.362492248638857,0.447213595499958
C_beta,1.0,0.9626049913506329,0.2555307179115699,0.36702050651645846,0.4472135954999579
C_beta,1.0,0.9801069002842808,0.2490683506864467,0.37143634271074394,0.4472135954999579
C_beta,1.0,0.9976088092179286,0.24252969158458162,0.3757384046113569,0.4472135954999579
C_beta,1.0,1.0151107181515766,0.23591674345608737,0.3799253744580305,0.4472135954999579
C_beta,1.0,1.0326126270852243,0.2292315319064741,0.3839959697442294,0.4472135954999579
C_beta,1.0,1.0501145360188722,0.22247610467618775,0.3879489436099936,0.447213595499958
C_beta,1.0,1.06761644495252,0.21565253101336915,0.39178308522386196,0.4472135954999579
C_beta,1.0,1.085118353886168,0.20876290104002454,0.3954972201537616,0.44721359549995804
C_beta,1.0,1.1026202628198158,0.20180932511180236,0.3990902107267465,0.44721359549995804
C_beta,1.0,1.1201221717534637,0.19479393317157243,0.4025609563774771,0.4472135954999579
C_beta,1.0,1.1376240806871116,0.1877188740970051,0.40590839398533357,0.447213595499958
C_beta,1.0,1.1551259896207595,0.18058631504235098,0.4091314982000589,0.447213595499958
C_beta,1.0,1.1726278985544074,0.17339844077462174,0.4122292817558331,0.44721359549995804
