t1,branch_id,band_index,real_E,imag_E,abs_E
1.04,76,78,-0.9991681190702112,0.5973413296995906,1.164110645228184
1.04,77,77,0.999168119070211,0.5973413296995905,1.1641106452281837
1.04,78,76,-0.999168119070211,-0.5973413296995905,1.1641106452281837
1.04,79,28,0.8717689230938496,-0.36160005452877353,0.943787928884144
1.0600000000000005,0,69,-0.9931909226080204,-0.550890537593563,1.1357414288301257
1.0600000000000005,1,21,0.8567140030816771,0.25350828304950407,0.8934345709960743
1.0600000000000005,2,2,0.8157714361105787,1.0189034699946555e-16,0.8157714361105787
1.0600000000000005,3,3,-0.8157714361105787,-1.0189034699946555e-16,0.8157714361105787
1.0600000000000005,4,0,0.0,0.0,0.0
1.0600000000000005,5,1,-0.0,-0.0,0.0
1.0600000000000005,6,4,-0.817724765240016,-0.05463538422645485,0.8195479344714448
1.0600000000000005,7,5,0.817724765240016,0.05463538422645485,0.8195479344714448
1.0600000000000005,8,20,-0.8567140030816771,-0.25350828304950407,0.8934345709960743
1.0600000000000005,9,9,0.823391830000459,0.1081278721388746,0.8304611625144102
1.0600000000000005,10,71,-0.9931909226080208,0.5508905375935631,1.1357414288301262
1.0600000000000005,11,10,0.8233918300004592,-0.10812787213887501,0.8304611625144105
1.0600000000000005,12,35,-0.9002440644615395,-0.36937879308348565,0.9730776271079533
1.0600000000000005,13,62,0.9812391717824406,0.5301197597914077,1.1152834939877796
1.0600000000000005,14,15,-0.8322540320533361,0.15951397290315947,0.8474027858228844
1.0600000000000005,15,14,0.8322540320533361,-0.15951397290315947,0.8474027858228844
1.0600000000000005,16,26,-0.8708884974606584,-0.2955290569477812,0.9196652643814097
1.0600000000000005,17,27,0.8708884974606584,0.2955290569477812,0.9196652643814097
1.0600000000000005,18,55,-0.9637096032052717,-0.49861015313801144,1.0850568114722718
1.0600000000000005,19,54,0.9637096032052717,0.49861015313801144,1.0850568114722718
1.0600000000000005,20,18,-0.8436085798800413,-0.2081089220066003,0.8688985898630343
1.0600000000000005,21,19,0.8436085798800413,0.2081089220066003,0.8688985898630343
1.0600000000000005,22,28,-0.8855541866264975,-0.33413588927295457,0.9464951188209825
1.0600000000000005,23,29,0.8855541866264975,0.33413588927295457,0.9464951188209825
1.0600000000000005,24,43,-0.928307563988001,0.430155702064254,1.0231270015866691
1.0600000000000005,25,42,0.928307563988001,-0.430155702064254,1.0231270015866691
1.0600000000000005,26,32,-0.9002440644615394,0.369378793083486,0.9730776271079533
1.0600000000000005,27,59,0.9731428685235751,0.5157315847901601,1.1013564863877918
1.0600000000000005,28,7,-0.8177247652400167,0.054635384226454836,0.8195479344714455
1.0600000000000005,29,6,0.8177247652400167,-0.054635384226454836,0.8195479344714455
1.0600000000000005,30,46,-0.9411741555086129,0.45590364597163313,1.045780534054626
1.0600000000000005,31,45,0.9411741555086129,-0.45590364597163313,1.045780534054626
1.0600000000000005,32,25,-0.8708884974606583,0.29552905694778114,0.9196652643814095
1.0600000000000005,33,24,0.8708884974606583,-0.29552905694778114,0.9196652643814095
1.0600000000000005,34,36,-0.9145904650292647,-0.40134972336177765,0.9987779128339904
1.0600000000000005,35,37,0.9145904650292647,0.40134972336177765,0.9987779128339904
1.0600000000000005,36,63,-0.9812391717824406,-0.5301197597914077,1.1152834939877796
1.0600000000000005,37,57,0.9731428685235748,-0.5157315847901607,1.1013564863877918
