distance,atom_pL,hybrid_unboosted_pL,hybrid_boosted_pL,ion_pL,atom_round_ms,hybrid_round_ms,ion_qccd_round_ms,ion_next_round_ms
27.0,0.015970998955884105,8.711283635594416e-12,1.319891459938548e-13,3.6248927484800316e-23,2.0,2.0,337.5,108.0
27.1,0.01586670834224846,8.019621590571882e-12,1.215094180389679e-13,3.0389336322385584e-23,2.0,2.0,338.75,108.4
27.200000000000003,0.015763098746257517,7.382876410220134e-12,1.1186176379121415e-13,2.5476940317815063e-23,2.0,2.0,340.00000000000006,108.80000000000001
27.3,0.01566016572086647,6.79668778295787e-12,1.029801179236041e-13,2.1358626627176106e-23,2.0,2.0,341.25,109.2
27.400000000000002,0.015557904848069699,6.257041598998033e-12,9.480366059087929e-14,1.790603289517133e-23,2.0,2.0,342.5,109.60000000000001
27.5,0.015456311738711169,5.7602424624769095e-12,8.727640094661985e-14,1.5011546371385344e-23,2.0,2.0,343.75,110.0
27.6,0.01535538203229602,5.302888386076141e-12,8.034679372842638e-14,1.2584949764111043e-23,2.0,2.0,345.0,110.4
27.700000000000003,0.015255111396803434,4.881847494851688e-12,7.396738628563164e-14,1.0550609287468258e-23,2.0,2.0,346.25000000000006,110.80000000000001
27.8,0.015155495528500686,4.494236579741502e-12,6.8094493632447e-14,8.84511725698375e-24,2.0,2.0,347.5,111.2
27.900000000000002,0.015056530151758405,4.137401353890545e-12,6.268789930137189e-14,7.415315756476554e-24,2.0,2.0,348.75,111.60000000000001
28.0,0.014958211018867101,3.808898276592273e-12,5.771057994836778e-14,6.216639776576656e-24,2.0,2.0,350.0,112.0
28.1,0.01486053390985481,3.5064778203800418e-12,5.3128451823940027e-14,5.21172818270898e-24,2.0,2.0,351.25,112.4
28.200000000000003,0.01476349463230598,3.2280690666849582e-12,4.8910137374014515e-14,4.3692592182654225e-24,2.0,2.0,352.50000000000006,112.80000000000001
28.3,0.014667089021181546,2.971765524573868e-12,4.502675037233134e-14,3.6629742471478176e-24,2.0,2.0,353.75,113.2
28.400000000000002,0.014571312938640127,2.735812075456955e-12,4.145169811298417e-14,3.0708593070371047e-24,2.0,2.0,355.0,113.60000000000001
28.5,0.014476162273860461,2.5185929543648525e-12,3.816049930855837e-14,2.574458963493749e-24,2.0,2.0,356.25,114.0
28.6,0.014381632942864929,2.3186206854930826e-12,3.513061644686489e-14,2.1583010786345946e-24,2.0,2.0,357.5,114.4
28.700000000000003,0.01428772088834429,2.1345258962467595e-12,3.2341301458284234e-14,1.8094145651922197e-24,2.0,2.0,358.75000000000006,114.80000000000001
28.8,0.014194422079483546,1.965047940033846e-12,2.9773453636876457e-14,1.516925094992302e-24,2.0,2.0,360.0,115.2
28.900000000000002,0.01410173251178889,1.8090262635936914e-12,2.7409488842328658e-14,1.2717161606206816e-24,2.0,2.0,361.25,115.60000000000001
29.0,0.014009648206915882,1.6653924597459919e-12,2.5233219087060483e-14,1.066144926023539e-24,2.0,2.0,362.5,116.0
29.1,0.013918165212498649,1.533162951138743e-12,2.3229741683920347e-14,8.938040094819289e-25,2.0,2.0,363.75,116.4
29.200000000000003,0.013827279601980278,1.4114322548950257e-12,2.138533719537918e-14,7.493217740533843e-25,2.0,2.0,365.00000000000006,116.80000000000001
29.3,0.013736987474444271,1.2993667820360638e-12,1.9687375485394908e-14,6.281949007992972e-25,2.0,2.0,366.25,117.2
29.400000000000002,0.013647284954447104,1.1961991292202125e-12,1.8124229230609278e-14,5.266480263285687e-25,2.0,2.0,367.5,117.60000000000001
29.5,0.0135581681918519,1.1012228237088212e-12,1.6685194298618503e-14,4.415160697466278e-25,2.0,2.0,368.75,118.0
29.6,0.013469633361663173,1.01378748557338e-12,1.5360416448081515e-14,3.701455812973837e-25,2.0,2.0,370.0,118.4
29.700000000000003,0.013381676663862661,9.332943740157642e-13,1.4140823848723699e-14,3.103120378667135e-25,2.0,2.0,371.25000000000006,118.80000000000001
29.8,0.013294294323246214,8.591922873035227e-13,1.3018064959144284e-14,2.601505075583456e-25,2.0,2.0,372.5,119.2
29.900000000000002,0.013207482589261757,7.909737882437807e-13,1.198445133702698e-14,2.1809752224931043e-25,2.0,2.0,373.75,119.60000000000001
30.0,0.013121237735848335,7.281717293485231e-13,1.1032904990129139e-14,1.8284234636990168e-25,2.0,2.0,375.0,120.0
