t_over_T,g_plus,g_minus,r_plus,r_minus,concurrence_approx,survival
1.6500000000000001,0.27309885477418205,0.22690114522581797,0.26774043709112993,0.23225956290887007,0.0,0.9986259448793806
1.6525,0.27354593136683764,0.22645406863316234,0.26826969305019915,0.23173030694980085,0.0,0.9986238644108293
1.655,0.2740067694521846,0.2259932305478154,0.26881241593526073,0.2311875840647393,0.0,0.9986217839466123
1.6575,0.27448171936962595,0.22551828063037405,0.2693689752167424,0.2306310247832576,0.0,0.9986197034867296
1.6600000000000001,0.27497113918490396,0.22502886081509604,0.2699397465525289,0.2300602534474711,0.0,0.9986176230311811
1.6625,0.27547539465359305,0.22452460534640695,0.2705251117393874,0.22947488826061258,0.0,0.9986155425799669
1.665,0.27599485916989575,0.22400514083010428,0.27112545864993753,0.22887454135006247,0.0,0.998613462133087
1.6675,0.27652991369974794,0.22347008630025206,0.2717411811543304,0.22825881884566965,0.0,0.9986113816905413
1.67,0.27708094669721195,0.22291905330278805,0.27237267902577955,0.22762732097422048,0.0,0.9986093012523299
1.6725,0.27764835400310395,0.22235164599689605,0.27302035782906,0.22697964217094002,0.0,0.9986072208184528
1.675,0.2782325387247749,0.2217674612752251,0.2736846287910656,0.2263153712089344,0.0,0.9986051403889099
1.6775,0.2788339110959379,0.22116608890406209,0.2743659086524965,0.22563409134750348,0.0,0.9986030599637011
1.68,0.27945288831540865,0.22054711168459132,0.2750646194997226,0.2249353805002774,0.0,0.9986009795428267
1.6825,0.2800898943636025,0.2199101056363975,0.27578118857585016,0.22421881142414984,0.0,0.9985988991262864
1.685,0.2807453597956105,0.2192546402043895,0.27651604806999996,0.22348395193000004,0.0,0.9985968187140803
1.6875,0.28141972150966,0.21858027849033998,0.2772696348837898,0.2227303651162102,0.0,0.9985947383062085
1.69,0.282113422489745,0.21788657751025495,0.2780423903739954,0.2219576096260046,0.0,0.9985926579026707
1.6925000000000001,0.2828269115212031,0.2171730884787969,0.2788347600703552,0.22116523992964482,0.0,0.9985905775034671
1.695,0.28356064287800387,0.21643935712199613,0.2796471933674728,0.2203528066325272,0.0,0.9985884971085978
1.6975,0.28431507598050887,0.2156849240194911,0.2804801431897636,0.2195198568102364,0.0,0.9985864167180626
1.7,0.28509067502246055,0.21490932497753945,0.28133406562838803,0.21866593437161197,0.0,0.9985843363318615
1.7025000000000001,0.28588790856595986,0.21411209143404014,0.2822094195491127,0.21779058045088728,0.0,0.9985822559499945
1.705,0.28670724910320255,0.21329275089679747,0.28310666617004593,0.21689333382995407,0.0,0.9985801755724617
1.7075,0.28754917258375307,0.21245082741624693,0.28402626860819785,0.21597373139180215,0.0,0.9985780951992629
1.71,0.2884141579061538,0.21158584209384615,0.28496869139382836,0.21503130860617162,0.0,0.9985760148303984
1.7125000000000001,0.28930268637269474,0.21069731362730526,0.28593439995156333,0.21406560004843667,0.0,0.9985739344658678
1.715,0.2902152411061923,0.2097847588938077,0.28692386004727666,0.21307613995272337,0.0,0.9985718541056714
1.7175,0.2911523064276704,0.20884769357232957,0.2879375371997671,0.21206246280023291,0.0,0.998569773749809
1.72,0.292114367193875,0.207885632806125,0.2889758960562865,0.2110241039437135,0.0,0.9985676933982808
1.7225000000000001,0.2931019080936065,0.20689809190639352,0.2900393997310161,0.20996060026898392,0.0,0.9985656130510865
