t_over_T,g_down_real,g_down_imag,g_up_real,g_up_imag,r_down_real,r_down_imag,r_up_real,r_up_imag
0.08,0.04373219266423068,-0.17032564490942845,-0.04373219266423068,0.17032564490942845,0.08746438532846136,-0.3406512898188569,0.0,0.0
0.0825,0.04644577348748103,-0.1751710921231063,-0.04644577348748103,0.1751710921231063,0.09289154697496206,-0.3503421842462126,0.0,0.0
0.085,0.04923512851990228,-0.17997331849094408,-0.04923512851990228,0.17997331849094408,0.09847025703980455,-0.35994663698188817,0.0,0.0
0.08750000000000001,0.05209956952987823,-0.18473113913544276,-0.05209956952987823,0.18473113913544276,0.10419913905975646,-0.3694622782708855,0.0,0.0
0.09,0.05503838975945127,-0.1894433801355512,-0.05503838975945127,0.1894433801355512,0.11007677951890255,-0.3788867602711024,0.0,0.0
0.0925,0.058050864098704184,-0.19410887881631333,-0.058050864098704184,0.19410887881631333,0.11610172819740837,-0.38821775763262667,0.0,0.0
0.095,0.06113624926467043,-0.198726484035741,-0.06113624926467043,0.198726484035741,0.12227249852934086,-0.397452968071482,0.0,0.0
0.0975,0.06429378398472786,-0.20329505646884108,-0.06429378398472786,0.20329505646884108,0.12858756796945572,-0.40659011293768216,0.0,0.0
0.1,0.06752268918443159,-0.2078134688887267,-0.06752268918443159,0.2078134688887267,0.13504537836886318,-0.4156269377774534,0.0,0.0
0.10250000000000001,0.07082216817973869,-0.2122806064447437,-0.07082216817973869,0.2122806064447437,0.14164433635947737,-0.4245612128894874,0.0,0.0
0.105,0.07419140687357823,-0.21669536693754335,-0.07419140687357823,0.21669536693754335,0.14838281374715645,-0.4333907338750867,0.0,0.0
0.1075,0.07762957395671749,-0.22105666109103356,-0.07762957395671749,0.22105666109103356,0.15525914791343498,-0.4421133221820671,0.0,0.0
0.11,0.08113582111287516,-0.2253634128211414,-0.08113582111287516,0.2253634128211414,0.16227164222575033,-0.4507268256422828,0.0,0.0
0.1125,0.08470928322803052,-0.22961455950132073,-0.08470928322803052,0.22961455950132073,0.16941856645606104,-0.45922911900264146,0.0,0.0
0.115,0.0883490786038775,-0.2338090522247395,-0.0883490786038775,0.2338090522247395,0.176698157207755,-0.467618104449479,0.0,0.0
0.11750000000000001,0.09205430917537061,-0.2379458560630818,-0.09205430917537061,0.2379458560630818,0.18410861835074122,-0.4758917121261636,0.0,0.0
0.12,0.09582406073230879,-0.24202395032190077,-0.09582406073230879,0.24202395032190077,0.19164812146461757,-0.48404790064380154,0.0,0.0
0.1225,0.0996574031449034,-0.24604232879245996,-0.0996574031449034,0.24604232879245996,0.1993148062898068,-0.4920846575849199,0.0,0.0
0.125,0.10355339059327373,-0.24999999999999994,-0.10355339059327373,0.24999999999999994,0.20710678118654746,-0.4999999999999999,0.0,0.0
0.1275,0.10751106180081378,-0.2538959874483703,-0.10751106180081378,0.2538959874483703,0.21502212360162756,-0.5077919748967405,0.0,0.0
0.13,0.11152944027137296,-0.257729329860965,-0.11152944027137296,0.257729329860965,0.22305888054274592,-0.51545865972193,0.0,0.0
0.1325,0.11560753453019193,-0.2614990814179032,-0.11560753453019193,0.2614990814179032,0.23121506906038386,-0.5229981628358064,0.0,0.0
0.135,0.11974433836853422,-0.2652043119893962,-0.11974433836853422,0.2652043119893962,0.23948867673706845,-0.5304086239787924,0.0,0.0
0.1375,0.12393883109195303,-0.2688441073652432,-0.12393883109195303,0.2688441073652432,0.24787766218390606,-0.5376882147304864,0.0,0.0
0.14,0.12818997777213234,-0.2724175694803986,-0.12818997777213234,0.2724175694803986,0.2563799555442647,-0.5448351389607972,0.0,0.0
0.14250000000000002,0.13249672950224015,-0.2759238166365562,-0.13249672950224015,0.2759238166365562,0.2649934590044803,-0.5518476332731124,0.0,0.0
0.145,0.13685802365573033,-0.27936198371969545,-0.13685802365573033,0.27936198371969545,0.27371604731146065,-0.5587239674393909,0.0,0.0
0.1475,0.14127278414853,-0.282731222413535,-0.14127278414853,0.282731222413535,0.28254556829706,-0.56546244482707,0.0,0.0
0.15,0.14573992170454703,-0.2860307014088421,-0.14573992170454703,0.2860307014088421,0.29147984340909405,-0.5720614028176843,0.0,0.0
0.1525,0.15025833412443265,-0.2892596066085458,-0.15025833412443265,0.2892596066085458,0.3005166682488653,-0.5785192132170917,0.0,0.0
0.155,0.15482690655753273,-0.2924171413286033,-0.15482690655753273,0.2924171413286033,0.30965381311506546,-0.5848342826572066,0.0,0.0
0.1575,0.1594445117769604,-0.2955025264945695,-0.1594445117769604,0.2955025264945695,0.3188890235539208,-0.591005052989139,0.0,0.0
0.16,0.16411001045772255,-0.2985150008338225,-0.16411001045772255,0.2985150008338225,0.3282200209154451,-0.597030001667645,0.0,0.0
0.1625,0.16882225145783095,-0.30145382106339547,-0.16882225145783095,0.30145382106339547,0.3376445029156619,-0.6029076421267909,0.0,0.0
0.165,0.1735800721023297,-0.3043182620733714,-0.1735800721023297,0.3043182620733714,0.3471601442046594,-0.6086365241467429,0.0,0.0
0.1675,0.17838229847016743,-0.30710761710579276,-0.17838229847016743,0.30710761710579276,0.35676459694033485,-0.6142152342115855,0.0,0.0
0.17,0.1832277456838453,-0.3098211979290431,-0.1832277456838453,0.3098211979290431,0.3664554913676906,-0.6196423958580862,0.0,0.0
0.17250000000000001,0.18811521820176721,-0.3124583350076585,-0.18811521820176721,0.3124583350076585,0.37623043640353443,-0.624916670015317,0.0,0.0
0.17500000000000002,0.19304351011322218,-0.3150183776675252,-0.19304351011322218,0.3150183776675252,0.38608702022644437,-0.6300367553350504,0.0,0.0
0.1775,0.19801140543592474,-0.31750069425642363,-0.19801140543592474,0.31750069425642363,0.3960228108718495,-0.6350013885128473,0.0,0.0
0.18,0.2030176784160402,-0.3199046722998792,-0.2030176784160402,0.3199046722998792,0.4060353568320804,-0.6398093445997584,0.0,0.0
0.1825,0.20806109383062116,-0.32222971865228106,-0.20806109383062116,0.32222971865228106,0.4161221876612423,-0.6444594373045621,0.0,0.0
0.185,0.21314040729238043,-0.3244752596432323,-0.21314040729238043,0.3244752596432323,0.42628081458476086,-0.6489505192864646,0.0,0.0
0.1875,0.21825436555672448,-0.3266407412190941,-0.21825436555672448,0.3266407412190941,0.43650873111344896,-0.6532814824381882,0.0,0.0
0.19,0.22340170683097355,-0.3287256290796904,-0.22340170683097355,0.3287256290796904,0.4468034136619471,-0.6574512581593808,0.0,0.0
0.1925,0.2285811610856896,-0.33072940881013846,-0.2285811610856896,0.33072940881013846,0.4571623221713792,-0.6614588176202769,0.0,0.0
0.195,0.23379145036803697,-0.332651586007773,-0.23379145036803697,0.332651586007773,0.46758290073607395,-0.665303172015546,0.0,0.0
0.1975,0.23903128911709862,-0.3344916864041327,-0.23903128911709862,0.3344916864041327,0.47806257823419723,-0.6689833728082654,0.0,0.0
0.2,0.24429938448106847,-0.33624925598197863,-0.24429938448106847,0.33624925598197863,0.48859876896213694,-0.6724985119639573,0.0,0.0
0.2025,0.24959443663624378,-0.33792386108731665,-0.24959443663624378,0.33792386108731665,0.49918887327248757,-0.6758477221746333,0.0,0.0
0.20500000000000002,0.25491513910773667,-0.33951508853639467,-0.25491513910773667,0.33951508853639467,0.5098302782154733,-0.6790301770727893,0.0,0.0
0.20750000000000002,0.26026017909182786,-0.34102254571764967,-0.26026017909182786,0.34102254571764967,0.5205203581836557,-0.6820450914352993,0.0,0.0
0.21,0.2656282377798806,-0.3424458606885787,-0.2656282377798806,0.3424458606885787,0.5312564755597612,-0.6848917213771574,0.0,0.0
0.2125,0.27101799068373783,-0.34378468226751024,-0.27101799068373783,0.34378468226751024,0.5420359813674757,-0.6875693645350205,0.0,0.0
0.215,0.27642810796251904,-0.34503868012025285,-0.27642810796251904,0.34503868012025285,0.5528562159250381,-0.6900773602405057,0.0,0.0
0.2175,0.2818572547507391,-0.34620754484160043,-0.2818572547507391,0.34620754484160043,0.5637145095014782,-0.6924150896832009,0.0,0.0
0.22,0.2873040914876659,-0.3472909880316731,-0.2873040914876659,0.3472909880316731,0.5746081829753318,-0.6945819760633462,0.0,0.0
0.2225,0.2927672742478375,-0.34828874236707547,-0.2927672742478375,0.34828874236707547,0.585534548495675,-0.6965774847341509,0.0,0.0
0.225,0.29824545507265515,-0.34920056166685515,-0.29824545507265515,0.34920056166685515,0.5964909101453103,-0.6984011233337103,0.0,0.0
0.2275,0.30373728230297214,-0.3500262209532436,-0.30373728230297214,0.3500262209532436,0.6074745646059443,-0.7000524419064872,0.0,0.0
0.23,0.3092414009125953,-0.3507655165071667,-0.3092414009125953,0.3507655165071667,0.6184828018251906,-0.7015310330143334,0.0,0.0
0.2325,0.31475645284261766,-0.3514182659185087,-0.31475645284261766,0.3514182659185087,0.6295129056852353,-0.7028365318370174,0.0,0.0
0.23500000000000001,0.32028107733649885,-0.3519843081311197,-0.32028107733649885,0.3519843081311197,0.6405621546729977,-0.7039686162622394,0.0,0.0
0.23750000000000002,0.3258139112758119,-0.3524635034825536,-0.3258139112758119,0.3524635034825536,0.6516278225516238,-0.7049270069651072,0.0,0.0
0.24,0.3313535895165718,-0.3528557337385278,-0.3313535895165718,0.3528557337385278,0.6627071790331436,-0.7057114674770556,0.0,0.0
0.2425,0.3368987452260646,-0.3531609021220957,-0.3368987452260646,0.3531609021220957,0.6737974904521292,-0.7063218042441914,0.0,0.0
0.245,0.34244801022009297,-0.353378933337525,-0.34244801022009297,0.353378933337525,0.6848960204401859,-0.70675786667505,0.0,0.0
0.2475,0.34800001530055513,-0.35350977358887575,-0.34800001530055513,0.35350977358887575,0.6960000306011103,-0.7070195471777515,0.0,0.0
0.25,0.3535533905932737,-0.35355339059327373,-0.3535533905932737,0.35355339059327373,0.7071067811865474,-0.7071067811865475,0.0,0.0
0.2525,0.3591067658859923,-0.35350977358887575,-0.3591067658859923,0.35350977358887575,0.7182135317719845,-0.7070195471777515,0.0,0.0
0.255,0.36465877096645444,-0.353378933337525,-0.36465877096645444,0.353378933337525,0.7293175419329089,-0.70675786667505,0.0,0.0
0.2575,0.3702080359604828,-0.3531609021220957,-0.3702080359604828,0.3531609021220957,0.7404160719209656,-0.7063218042441914,0.0,0.0
0.26,0.3757531916699757,-0.3528557337385278,-0.3757531916699757,0.3528557337385278,0.7515063833399513,-0.7057114674770556,0.0,0.0
0.2625,0.3812928699107355,-0.3524635034825536,-0.3812928699107355,0.3524635034825536,0.762585739821471,-0.7049270069651072,0.0,0.0
0.265,0.3868257038500486,-0.3519843081311197,-0.3868257038500486,0.3519843081311197,0.7736514077000972,-0.7039686162622394,0.0,0.0
0.2675,0.3923503283439298,-0.3514182659185087,-0.3923503283439298,0.3514182659185087,0.7847006566878596,-0.7028365318370174,0.0,0.0
0.27,0.3978653802739522,-0.35076551650716664,-0.3978653802739522,0.35076551650716664,0.7957307605479044,-0.7015310330143333,0.0,0.0
0.2725,0.4033694988835753,-0.3500262209532436,-0.4033694988835753,0.3500262209532436,0.8067389977671506,-0.7000524419064872,0.0,0.0
0.275,0.4088613261138923,-0.3492005616668551,-0.4088613261138923,0.3492005616668551,0.8177226522277846,-0.6984011233337102,0.0,0.0
0.2775,0.41433950693870997,-0.34828874236707547,-0.41433950693870997,0.34828874236707547,0.8286790138774199,-0.6965774847341509,0.0,0.0
0.28,0.4198026896988816,-0.3472909880316731,-0.4198026896988816,0.3472909880316731,0.8396053793977633,-0.6945819760633462,0.0,0.0
0.28250000000000003,0.4252495264358084,-0.34620754484160043,-0.4252495264358084,0.34620754484160043,0.8504990528716168,-0.6924150896832009,0.0,0.0
0.28500000000000003,0.4306786732240283,-0.3450386801202529,-0.4306786732240283,0.3450386801202529,0.8613573464480566,-0.6900773602405058,0.0,0.0
0.28750000000000003,0.43608879050280963,-0.34378468226751024,-0.43608879050280963,0.34378468226751024,0.8721775810056193,-0.6875693645350205,0.0,0.0
0.29,0.44147854340666676,-0.34244586068857874,-0.44147854340666676,0.34244586068857874,0.8829570868133335,-0.6848917213771575,0.0,0.0
0.2925,0.44684660209471955,-0.34102254571764967,-0.44684660209471955,0.34102254571764967,0.8936932041894391,-0.6820450914352993,0.0,0.0
0.295,0.4521916420788108,-0.33951508853639467,-0.4521916420788108,0.33951508853639467,0.9043832841576216,-0.6790301770727893,0.0,0.0
0.2975,0.4575123445503037,-0.3379238610873167,-0.4575123445503037,0.3379238610873167,0.9150246891006074,-0.6758477221746334,0.0,0.0
0.3,0.462807396705479,-0.33624925598197863,-0.462807396705479,0.33624925598197863,0.925614793410958,-0.6724985119639573,0.0,0.0
0.3025,0.46807549206944876,-0.3344916864041327,-0.46807549206944876,0.3344916864041327,0.9361509841388975,-0.6689833728082654,0.0,0.0
0.305,0.47331533081851046,-0.332651586007773,-0.47331533081851046,0.332651586007773,0.9466306616370209,-0.665303172015546,0.0,0.0
0.3075,0.4785256201008578,-0.3307294088101385,-0.4785256201008578,0.3307294088101385,0.9570512402017156,-0.661458817620277,0.0,0.0
0.31,0.48370507435557386,-0.3287256290796904,-0.48370507435557386,0.3287256290796904,0.9674101487111477,-0.6574512581593808,0.0,0.0
0.3125,0.4888524156298229,-0.3266407412190941,-0.4888524156298229,0.3266407412190941,0.9777048312596458,-0.6532814824381882,0.0,0.0
0.315,0.49396637389416703,-0.32447525964323237,-0.49396637389416703,0.32447525964323237,0.9879327477883341,-0.6489505192864647,0.0,0.0
0.3175,0.49904568735592625,-0.3222297186522811,-0.49904568735592625,0.3222297186522811,0.9980913747118525,-0.6444594373045622,0.0,0.0
0.32,0.5040891027705072,-0.3199046722998792,-0.5040891027705072,0.3199046722998792,1.0081782055410144,-0.6398093445997584,0.0,0.0
0.3225,0.5090953757506227,-0.3175006942564237,-0.5090953757506227,0.3175006942564237,1.0181907515012454,-0.6350013885128474,0.0,0.0
0.325,0.5140632710733253,-0.3150183776675252,-0.5140632710733253,0.3150183776675252,1.0281265421466506,-0.6300367553350504,0.0,0.0
0.3275,0.5189915629847802,-0.3124583350076585,-0.5189915629847802,0.3124583350076585,1.0379831259695604,-0.624916670015317,0.0,0.0
0.33,0.5238790355027022,-0.309821197929043,-0.5238790355027022,0.309821197929043,1.0477580710054044,-0.619642395858086,0.0,0.0
0.3325,0.5287244827163801,-0.3071076171057927,-0.5287244827163801,0.3071076171057927,1.0574489654327601,-0.6142152342115854,0.0,0.0
0.335,0.5335267090842178,-0.3043182620733714,-0.5335267090842178,0.3043182620733714,1.0670534181684357,-0.6086365241467429,0.0,0.0
0.3375,0.5382845297287165,-0.3014538210633955,-0.5382845297287165,0.3014538210633955,1.076569059457433,-0.602907642126791,0.0,0.0
0.34,0.542996770728825,-0.29851500083382243,-0.542996770728825,0.29851500083382243,1.08599354145765,-0.5970300016676449,0.0,0.0
0.3425,0.5476622694095871,-0.2955025264945695,-0.5476622694095871,0.2955025264945695,1.0953245388191741,-0.591005052989139,0.0,0.0
0.34500000000000003,0.5522798746290148,-0.29241714132860325,-0.5522798746290148,0.29241714132860325,1.1045597492580297,-0.5848342826572065,0.0,0.0
0.34750000000000003,0.5568484470621149,-0.2892596066085458,-0.5568484470621149,0.2892596066085458,1.1136968941242298,-0.5785192132170917,0.0,0.0
0.35000000000000003,0.5613668594820004,-0.2860307014088421,-0.5613668594820004,0.2860307014088421,1.1227337189640008,-0.5720614028176843,0.0,0.0
0.3525,0.5658339970380174,-0.28273122241353504,-0.5658339970380174,0.28273122241353504,1.1316679940760348,-0.5654624448270701,0.0,0.0
0.355,0.5702487575308169,-0.27936198371969556,-0.5702487575308169,0.27936198371969556,1.1404975150616339,-0.5587239674393911,0.0,0.0
0.3575,0.5746100516843072,-0.2759238166365563,-0.5746100516843072,0.2759238166365563,1.1492201033686145,-0.5518476332731126,0.0,0.0
0.36,0.5789168034144151,-0.2724175694803986,-0.5789168034144151,0.2724175694803986,1.1578336068288302,-0.5448351389607972,0.0,0.0
0.3625,0.5831679500945944,-0.2688441073652432,-0.5831679500945944,0.2688441073652432,1.1663359001891889,-0.5376882147304864,0.0,0.0
0.365,0.5873624428180132,-0.26520431198939626,-0.5873624428180132,0.26520431198939626,1.1747248856360264,-0.5304086239787925,0.0,0.0
0.3675,0.5914992466563554,-0.26149908141790323,-0.5914992466563554,0.26149908141790323,1.182998493312711,-0.5229981628358065,0.0,0.0
0.37,0.5955773409151746,-0.2577293298609649,-0.5955773409151746,0.2577293298609649,1.1911546818303491,-0.5154586597219298,0.0,0.0
0.3725,0.5995957193857336,-0.2538959874483703,-0.5995957193857336,0.2538959874483703,1.1991914387714673,-0.5077919748967405,0.0,0.0
0.375,0.6035533905932737,-0.25,-0.6035533905932737,0.25,1.2071067811865475,-0.5,0.0,0.0
0.3775,0.6074493780416439,-0.24604232879246,-0.6074493780416439,0.24604232879246,1.2148987560832878,-0.49208465758492,0.0,0.0
0.38,0.6112827204542386,-0.24202395032190085,-0.6112827204542386,0.24202395032190085,1.2225654409084772,-0.4840479006438017,0.0,0.0
0.3825,0.6150524720111769,-0.2379458560630818,-0.6150524720111769,0.2379458560630818,1.2301049440223537,-0.4758917121261636,0.0,0.0
0.385,0.6187577025826699,-0.23380905222473955,-0.6187577025826699,0.23380905222473955,1.2375154051653399,-0.4676181044494791,0.0,0.0
0.3875,0.6223974979585168,-0.2296145595013208,-0.6223974979585168,0.2296145595013208,1.2447949959170337,-0.4592291190026416,0.0,0.0
0.39,0.6259709600736723,-0.22536341282114145,-0.6259709600736723,0.22536341282114145,1.2519419201473445,-0.4507268256422829,0.0,0.0
0.3925,0.6294772072298299,-0.22105666109103356,-0.6294772072298299,0.22105666109103356,1.2589544144596598,-0.4421133221820671,0.0,0.0
0.395,0.6329153743129693,-0.21669536693754338,-0.6329153743129693,0.21669536693754338,1.2658307486259386,-0.43339073387508675,0.0,0.0
0.3975,0.6362846130068088,-0.2122806064447437,-0.6362846130068088,0.2122806064447437,1.2725692260136177,-0.4245612128894874,0.0,0.0
0.4,0.6395840920021159,-0.20781346888872673,-0.6395840920021159,0.20781346888872673,1.2791681840042317,-0.41562693777745346,0.0,0.0
0.4025,0.6428129972018196,-0.203295056468841,-0.6428129972018196,0.203295056468841,1.2856259944036392,-0.406590112937682,0.0,0.0
0.405,0.645970531921877,-0.19872648403574095,-0.645970531921877,0.19872648403574095,1.291941063843754,-0.3974529680714819,0.0,0.0
0.40750000000000003,0.6490559170878433,-0.19410887881631328,-0.6490559170878433,0.19410887881631328,1.2981118341756865,-0.38821775763262656,0.0,0.0
0.41000000000000003,0.6520683914270962,-0.1894433801355512,-0.6520683914270962,0.1894433801355512,1.3041367828541923,-0.3788867602711024,0.0,0.0
0.41250000000000003,0.6550072116566692,-0.18473113913544278,-0.6550072116566692,0.18473113913544278,1.3100144233133384,-0.36946227827088557,0.0,0.0
0.41500000000000004,0.6578716526666452,-0.179973318490944,-0.6578716526666452,0.179973318490944,1.3157433053332903,-0.359946636981888,0.0,0.0
0.4175,0.6606610076990664,-0.17517109212310636,-0.6606610076990664,0.17517109212310636,1.3213220153981329,-0.3503421842462127,0.0,0.0
0.42,0.6633745885223168,-0.17032564490942856,-0.6633745885223168,0.17032564490942856,1.3267491770446336,-0.3406512898188571,0.0,0.0
0.4225,0.6660117256009322,-0.16543817239150654,-0.6660117256009322,0.16543817239150654,1.3320234512018645,-0.3308763447830131,0.0,0.0
0.425,0.6685717682607989,-0.16050988048005155,-0.6685717682607989,0.16050988048005155,1.3371435365215978,-0.3210197609601031,0.0,0.0
0.4275,0.6710540848496973,-0.15554198515734902,-0.6710540848496973,0.15554198515734902,1.3421081696993946,-0.31108397031469803,0.0,0.0
0.43,0.6734580628931529,-0.1505357121772336,-0.6734580628931529,0.1505357121772336,1.3469161257863058,-0.3010714243544672,0.0,0.0
0.4325,0.6757831092455547,-0.14549229676265252,-0.6757831092455547,0.14549229676265252,1.3515662184911095,-0.29098459352530504,0.0,0.0
0.435,0.678028650236506,-0.14041298330089336,-0.678028650236506,0.14041298330089336,1.356057300473012,-0.2808259666017867,0.0,0.0
0.4375,0.6801941318123679,-0.13529902503654928,-0.6801941318123679,0.13529902503654928,1.3603882636247357,-0.27059805007309856,0.0,0.0
0.44,0.6822790196729641,-0.13015168376230019,-0.6822790196729641,0.13015168376230019,1.3645580393459282,-0.26030336752460037,0.0,0.0
0.4425,0.6842827994034122,-0.12497222950758421,-0.6842827994034122,0.12497222950758421,1.3685655988068244,-0.24994445901516843,0.0,0.0
0.445,0.6862049766010467,-0.11976194022523669,-0.6862049766010467,0.11976194022523669,1.3724099532020935,-0.23952388045047338,0.0,0.0
0.4475,0.6880450769974064,-0.11452210147617513,-0.6880450769974064,0.11452210147617513,1.3760901539948127,-0.22904420295235026,0.0,0.0
0.45,0.6898026465752524,-0.10925400611220529,-0.6898026465752524,0.10925400611220529,1.3796052931505047,-0.21850801222441057,0.0,0.0
0.4525,0.6914772516805904,-0.10395895395703007,-0.6914772516805904,0.10395895395703007,1.3829545033611808,-0.20791790791406015,0.0,0.0
0.455,0.6930684791296684,-0.09863825148553702,-0.6930684791296684,0.09863825148553702,1.3861369582593368,-0.19727650297107405,0.0,0.0
0.4575,0.6945759363109234,-0.09329321150144589,-0.6945759363109234,0.09329321150144589,1.3891518726218468,-0.18658642300289177,0.0,0.0
0.46,0.6959992512818525,-0.0879251528133931,-0.6959992512818525,0.0879251528133931,1.391998502563705,-0.1758503056267862,0.0,0.0
0.4625,0.697338072860784,-0.08253539990953587,-0.697338072860784,0.08253539990953587,1.394676145721568,-0.16507079981907175,0.0,0.0
0.465,0.6985920707135267,-0.07712528263075452,-0.6985920707135267,0.07712528263075452,1.3971841414270534,-0.15425056526150904,0.0,0.0
0.4675,0.6997609354348742,-0.07169613584253456,-0.6997609354348742,0.07169613584253456,1.3995218708697483,-0.14339227168506913,0.0,0.0
0.47000000000000003,0.7008443786249469,-0.06624929910560778,-0.7008443786249469,0.06624929910560778,1.4016887572498937,-0.13249859821121557,0.0,0.0
0.47250000000000003,0.7018421329603491,-0.06078611634543622,-0.7018421329603491,0.06078611634543622,1.4036842659206983,-0.12157223269087244,0.0,0.0
0.47500000000000003,0.7027539522601288,-0.055307935520618606,-0.7027539522601288,0.055307935520618606,1.4055079045202576,-0.11061587104123721,0.0,0.0
0.47750000000000004,0.7035796115465174,-0.04981610829030153,-0.7035796115465174,0.04981610829030153,1.4071592230930348,-0.09963221658060306,0.0,0.0
0.48,0.7043189071004404,-0.044311989680678565,-0.7043189071004404,0.044311989680678565,1.4086378142008809,-0.08862397936135713,0.0,0.0
0.4825,0.7049716565117824,-0.03879693775065627,-0.7049716565117824,0.03879693775065627,1.4099433130235648,-0.07759387550131254,0.0,0.0
0.485,0.7055376987243934,-0.03327231325677489,-0.7055376987243934,0.03327231325677489,1.4110753974487869,-0.06654462651354978,0.0,0.0
0.4875,0.7060168940758274,-0.027739479317461863,-0.7060168940758274,0.027739479317461863,1.4120337881516547,-0.05547895863492373,0.0,0.0
0.49,0.7064091243318016,-0.022199801076701987,-0.7064091243318016,0.022199801076701987,1.4128182486636032,-0.04439960215340397,0.0,0.0
0.4925,0.7067142927153695,-0.016654645367209193,-0.7067142927153695,0.016654645367209193,1.413428585430739,-0.033309290734418386,0.0,0.0
0.495,0.7069323239307987,-0.011105380373180691,-0.7069323239307987,0.011105380373180691,1.4138646478615975,-0.022210760746361382,0.0,0.0
