particles,coupling,sector,selector,lower_index,lower_energy,upper_energy,midpoint_offset,spacing
800,1.25,1,straddling,11,-400.3731889466921,-399.6869178941428,-0.03005342041745962,0.686271052549273
900,1.25,1,straddling,12,-450.645719685855,-449.98865906595563,-0.3171893759052864,0.6570606198993687
1000,1.25,1,straddling,14,-500.26905428371794,-499.5974405030475,0.06675260661728544,0.671613780670441
1100,1.25,1,straddling,15,-550.5357637607452,-549.8925233092159,-0.21414353498062155,0.6432404515293229
1200,1.25,1,straddling,17,-600.1686447965467,-599.506787242433,0.1622839805102103,0.6618575541136806
1300,1.25,1,straddling,18,-650.4313712571245,-649.7973304376584,-0.11435084739150625,0.6340408194661222
1400,1.25,1,straddling,20,-700.0706234231883,-699.4154467291066,0.2569649238525926,0.6551766940816606
600,1.25,1,local_minimum_gap,7,-301.18386546787343,-300.48350285179407,-0.8336841598337514,0.7003626160793601
700,1.25,1,local_minimum_gap,9,-350.76440858821104,-350.0862562356258,-0.42533241191841853,0.6781523525852435
800,1.25,1,local_minimum_gap,10,-401.03962390093085,-400.3731889466921,-0.7064064238114725,0.6664349542387527
900,1.25,1,local_minimum_gap,12,-450.645719685855,-449.98865906595563,-0.3171893759052864,0.6570606198993687
1000,1.25,1,local_minimum_gap,13,-500.9125556152092,-500.26905428371794,-0.5908049494635748,0.6435013314912794
1100,1.25,1,local_minimum_gap,15,-550.5357637607452,-549.8925233092159,-0.21414353498062155,0.6432404515293229
1200,1.25,1,local_minimum_gap,16,-600.7961177386485,-600.1686447965467,-0.4823812675975887,0.6274729421018037
1300,1.25,1,local_minimum_gap,17,-651.0558305134217,-650.4313712571245,-0.7436008852730538,0.6244592562972002
1400,1.25,1,local_minimum_gap,19,-700.6868526100116,-700.0706234231883,-0.3787380165999821,0.6162291868232614
600,1.3,0,midpoint_nearest,11,-300.15110450062593,-299.42792809552986,0.21048370192210086,0.7231764050960692
700,1.3,0,midpoint_nearest,12,-350.5684944622364,-350.0138352183183,-0.2911648402773608,0.5546592439180813
800,1.3,0,midpoint_nearest,14,-400.4534890614134,-399.87003289910524,-0.1617609802593165,0.5834561623081527
900,1.3,0,midpoint_nearest,16,-450.33861122697374,-449.7214736387344,-0.030042432854088474,0.617137588239359
1000,1.3,0,midpoint_nearest,18,-500.21864251700777,-499.5697519772036,0.10580275289430574,0.6488905398041425
1100,1.3,0,midpoint_nearest,20,-550.091153160466,-549.4160045923073,0.24642112361334512,0.6751485681586473
1200,1.3,0,midpoint_nearest,21,-600.495686675735,-599.9562059247013,-0.2259463002180837,0.5394807510336932
1300,1.3,0,midpoint_nearest,23,-650.3860049618678,-649.8151987315925,-0.10060184673011463,0.5708062302752523
1400,1.3,0,midpoint_nearest,25,-700.2726993824947,-699.6697681879324,0.02876621478640118,0.6029311945623022
600,1.3,0,straddling,11,-300.15110450062593,-299.42792809552986,0.21048370192210086,0.7231764050960692
700,1.3,0,straddling,13,-350.0138352183183,-349.27125855772766,0.3574531119770086,0.7425766605906574
800,1.3,0,straddling,14,-400.4534890614134,-399.87003289910524,-0.1617609802593165,0.5834561623081527
900,1.3,0,straddling,16,-450.33861122697374,-449.7214736387344,-0.030042432854088474,0.617137588239359
1000,1.3,0,straddling,18,-500.21864251700777,-499.5697519772036,0.10580275289430574,0.6488905398041425
1100,1.3,0,straddling,20,-550.091153160466,-549.4160045923073,0.24642112361334512,0.6751485681586473
1200,1.3,0,straddling,21,-600.495686675735,-599.9562059247013,-0.2259463002180837,0.5394807510336932
1300,1.3,0,straddling,23,-650.3860049618678,-649.8151987315925,-0.10060184673011463,0.5708062302752523
1400,1.3,0,straddling,25,-700.2726993824947,-699.6697681879324,0.02876621478640118,0.6029311945623022
600,1.3,0,local_minimum_gap,10,-300.6908803724068,-300.15110450062593,-0.4209924365163715,0.5397758717808756
700,1.3,0,local_minimum_gap,12,-350.5684944622364,-350.0138352183183,-0.2911648402773608,0.5546592439180813
800,1.3,0,local_minimum_gap,13,-401.002313643884,-400.4534890614134,-0.7279013526487006,0.5488245824706155
900,1.3,0,local_minimum_gap,15,-450.85586265011165,-450.33861122697374,-0.5972369385426646,0.5172514231379068
1000,1.3,0,local_minimum_gap,17,-500.7251545750574,-500.21864251700777,-0.47189854603254844,0.5065120580496227
1100,1.3,0,local_minimum_gap,19,-550.6067992553836,-550.091153160466,-0.34897620792480666,0.5156460949176562
1200,1.3,0,local_minimum_gap,20,-601.0304051810225,-600.495686675735,-0.7630459283786877,0.5347185052875147
1300,1.3,0,local_minimum_gap,22,-650.8895326297153,-650.3860049618678,-0.6377687957915441,0.5035276678474929
1400,1.3,0,local_minimum_gap,24,-700.7614585793071,-700.2726993824947,-0.5170789809009193,0.4887591968124525
600,1.3,1,midpoint_nearest,10,-300.583878522028,-299.8325916643327,-0.20823509318034894,0.7512868576952769
700,1.3,1,midpoint_nearest,12,-350.41682073036066,-349.6721722339216,-0.044496482141084925,0.7446484964390834
800,1.3,1,midpoint_nearest,14,-400.25539620511364,-399.51295159287093,0.11582610100771262,0.7424446122427071
900,1.3,1,midpoint_nearest,16,-450.09738155401357,-449.3543606399652,0.2741289030105918,0.7430209140483726
1000,1.3,1,midpoint_nearest,17,-500.6362836937413,-499.94129175379203,-0.28878772376663164,0.6949919399492615
1100,1.3,1,midpoint_nearest,19,-550.4792015695144,-549.786157987274,-0.13267977839427658,0.6930435822404206
1200,1.3,1,midpoint_nearest,21,-600.3255640808235,-599.6313762885546,0.021529815310941558,0.6941877922688491
1300,1.3,1,midpoint_nearest,23,-650.1740350882815,-649.4765938459647,0.1746855328769925,0.6974412423168133
1400,1.3,1,midpoint_nearest,25,-700.0235977903251,-699.3216229737247,0.32738961797508637,0.701974816600341
600,1.3,1,straddling,10,-300.583878522028,-299.8325916643327,-0.20823509318034894,0.7512868576952769
700,1.3,1,straddling,12,-350.41682073036066,-349.6721722339216,-0.044496482141084925,0.7446484964390834
800,1.3,1,straddling,14,-400.25539620511364,-399.51295159287093,0.11582610100771262,0.7424446122427071
900,1.3,1,straddling,16,-450.09738155401357,-449.3543606399652,0.2741289030105918,0.7430209140483726
1000,1.3,1,straddling,17,-500.6362836937413,-499.94129175379203,-0.28878772376663164,0.6949919399492615
1100,1.3,1,straddling,19,-550.4792015695144,-549.786157987274,-0.13267977839427658,0.6930435822404206
1200,1.3,1,straddling,21,-600.3255640808235,-599.6313762885546,0.021529815310941558,0.6941877922688491
1300,1.3,1,straddling,23,-650.1740350882815,-649.4765938459647,0.1746855328769925,0.6974412423168133
1400,1.3,1,straddling,25,-700.0235977903251,-699.3216229737247,0.32738961797508637,0.701974816600341
600,1.3,1,local_minimum_gap,10,-300.583878522028,-299.8325916643327,-0.20823509318034894,0.7512868576952769
700,1.3,1,local_minimum_gap,11,-351.1471221528884,-350.41682073036066,-0.7819714416245347,0.7303014225277593
800,1.3,1,local_minimum_gap,13,-400.96790427837584,-400.25539620511364,-0.6116502417447691,0.7125080732621996
900,1.3,1,local_minimum_gap,15,-450.79849218808016,-450.09738155401357,-0.4479368710468634,0.7011106340665947
1000,1.3,1,local_minimum_gap,17,-500.6362836937413,-499.94129175379203,-0.28878772376663164,0.6949919399492615
1100,1.3,1,local_minimum_gap,18,-551.1673828943663,-550.4792015695144,-0.823292231940286,0.6881813248518256
1200,1.3,1,local_minimum_gap,20,-601.001021800098,-600.3255640808235,-0.6632929404606784,0.6754577192745046
1300,1.3,1,local_minimum_gap,22,-650.8411155990915,-650.1740350882815,-0.5075753436865398,0.667080510810024
1400,1.3,1,local_minimum_gap,24,-700.6862853484871,-700.0235977903251,-0.35494156940603716,0.6626875581620197
600,1.35,0,midpoint_nearest,13,-300.21820861319725,-299.48382764311214,0.14898187184530798,0.7343809700851125
700,1.35,0,midpoint_nearest,15,-350.297993568344,-349.6084699878734,0.046768221891284156,0.6895235804706203
800,1.35,0,midpoint_nearest,17,-400.3717374574682,-399.7220560147241,-0.04689673609618694,0.6496814427441109
900,1.35,0,midpoint_nearest,19,-450.4413509311764,-449.82673418986803,-0.13404256052217534,0.614616741308339
1000,1.35,0,midpoint_nearest,21,-500.5084463678787,-499.9238404682382,-0.2161434180584365,0.5846058996405077
1100,1.35,0,midpoint_nearest,23,-550.5743996801242,-550.0142640967151,-0.2943318884197197,0.5601355834090782
1200,1.35,0,midpoint_nearest,26,-600.0986711007737,-599.400390695429,0.25046910189871596,0.6982804053446898
1300,1.35,0,midpoint_nearest,28,-650.1776575495963,-649.5074632761662,0.157439587118688,0.6701942734301838
1400,1.35,0,midpoint_nearest,30,-700.2518553933861,-699.6095067051294,0.06931895074217209,0.6423486882566749
600,1.35,0,straddling,13,-300.21820861319725,-299.48382764311214,0.14898187184530798,0.7343809700851125
700,1.35,0,straddling,15,-350.297993568344,-349.6084699878734,0.046768221891284156,0.6895235804706203
800,1.35,0,straddling,17,-400.3717374574682,-399.7220560147241,-0.04689673609618694,0.6496814427441109
900,1.35,0,straddling,19,-450.4413509311764,-449.82673418986803,-0.13404256052217534,0.614616741308339
1000,1.35,0,straddling,21,-500.5084463678787,-499.9238404682382,-0.2161434180584365,0.5846058996405077
1100,1.35,0,straddling,24,-550.0142640967151,-549.2877291342394,0.34900338452280266,0.7265349624757391
1200,1.35,0,straddling,26,-600.0986711007737,-599.400390695429,0.25046910189871596,0.6982804053446898
1300,1.35,0,straddling,28,-650.1776575495963,-649.5074632761662,0.157439587118688,0.6701942734301838
1400,1.35,0,straddling,30,-700.2518553933861,-699.6095067051294,0.06931895074217209,0.6423486882566749
600,1.35,0,local_minimum_gap,12,-300.7901847814572,-300.21820861319725,-0.5041966973271883,0.5719761682599369
700,1.35,0,local_minimum_gap,14,-350.86398806166466,-350.297993568344,-0.580990815004327,0.5659944933206589
800,1.35,0,local_minimum_gap,16,-400.93959301944795,-400.3717374574682,-0.6556652384580843,0.5678555619797407
900,1.35,0,local_minimum_gap,18,-451.01696609623383,-450.4413509311764,-0.7291585137051015,0.5756151650574566
1000,1.35,0,local_minimum_gap,21,-500.5084463678787,-499.9238404682382,-0.2161434180584365,0.5846058996405077
1100,1.35,0,local_minimum_gap,23,-550.5743996801242,-550.0142640967151,-0.2943318884197197,0.5601355834090782
1200,1.35,0,local_minimum_gap,25,-600.6403534024997,-600.0986711007737,-0.3695122516367064,0.5416823017260413
1300,1.35,0,local_minimum_gap,27,-650.7071993812352,-650.1776575495963,-0.4424284654157873,0.5295418316388805
1400,1.35,0,local_minimum_gap,29,-700.7755635409868,-700.2518553933861,-0.5137094671864588,0.5237081476007006
600,1.35,1,midpoint_nearest,12,-300.7016606305323,-299.90896983952445,-0.3053152350283881,0.7926907910078285
700,1.35,1,midpoint_nearest,15,-350.0226472422877,-349.1998173893959,0.3887676841582106,0.8228298528918003
800,1.35,1,midpoint_nearest,17,-400.129308605265,-399.3326518008506,0.2690197969421888,0.7966568044143969
900,1.35,1,midpoint_nearest,19,-450.23075036055207,-449.4560471477816,0.15660124583314428,0.7747032127704756
1000,1.35,1,midpoint_nearest,21,-500.3281994039912,-499.57208005009846,0.0498602729551294,0.7561193538927569
1100,1.35,1,midpoint_nearest,23,-550.4225419318143,-549.6821968387584,-0.05236938528628343,0.7403450930559075
1200,1.35,1,midpoint_nearest,25,-600.5144456409049,-599.7874544144976,-0.1509500277012421,0.7269912264073355
1300,1.35,1,midpoint_nearest,27,-650.604429321182,-649.88865806621,-0.2465436936960259,0.715771254971969
1400,1.35,1,midpoint_nearest,29,-700.6929046650386,-699.9864444636097,-0.33967456432412746,0.7064602014288539
600,1.35,1,straddling,12,-300.7016606305323,-299.90896983952445,-0.3053152350283881,0.7926907910078285
700,1.35,1,straddling,15,-350.0226472422877,-349.1998173893959,0.3887676841582106,0.8228298528918003
800,1.35,1,straddling,17,-400.129308605265,-399.3326518008506,0.2690197969421888,0.7966568044143969
900,1.35,1,straddling,19,-450.23075036055207,-449.4560471477816,0.15660124583314428,0.7747032127704756
1000,1.35,1,straddling,21,-500.3281994039912,-499.57208005009846,0.0498602729551294,0.7561193538927569
1100,1.35,1,straddling,23,-550.4225419318143,-549.6821968387584,-0.05236938528628343,0.7403450930559075
1200,1.35,1,straddling,25,-600.5144456409049,-599.7874544144976,-0.1509500277012421,0.7269912264073355
1300,1.35,1,straddling,27,-650.604429321182,-649.88865806621,-0.2465436936960259,0.715771254971969
1400,1.35,1,straddling,29,-700.6929046650386,-699.9864444636097,-0.33967456432412746,0.7064602014288539
600,1.35,1,local_minimum_gap,12,-300.7016606305323,-299.90896983952445,-0.3053152350283881,0.7926907910078285
700,1.35,1,local_minimum_gap,14,-350.79552871936147,-350.0226472422877,-0.4090879808245518,0.7728814770737813
800,1.35,1,local_minimum_gap,16,-400.88707383531295,-400.129308605265,-0.5081912202889498,0.7577652300479372
900,1.35,1,local_minimum_gap,18,-450.9769516995069,-450.23075036055207,-0.6038510300294888,0.7462013389548474
1000,1.35,1,local_minimum_gap,20,-501.065613608897,-500.3281994039912,-0.6969065064441224,0.7374142049058037
1100,1.35,1,local_minimum_gap,22,-551.1533811893968,-550.4225419318143,-0.7879615606054813,0.7308392575824882
1200,1.35,1,local_minimum_gap,24,-601.2404888403826,-600.5144456409049,-0.8774672406436821,0.7260431994776582
1300,1.35,1,local_minimum_gap,27,-650.604429321182,-649.88865806621,-0.2465436936960259,0.715771254971969
1400,1.35,1,local_minimum_gap,29,-700.6929046650386,-699.9864444636097,-0.33967456432412746,0.7064602014288539
600,1.4,0,midpoint_nearest,15,-300.28324215419093,-299.5392950232204,0.08873141129436135,0.7439471309705254
700,1.4,0,midpoint_nearest,17,-350.56794573956,-349.93799222350805,-0.2529689815340248,0.6299535160519554
800,1.4,0,midpoint_nearest,20,-400.2664958311295,-399.54604463034974,0.093729769260392,0.7204512007797348
900,1.4,0,midpoint_nearest,22,-450.5449878574573,-449.9277407080879,-0.23636428277256982,0.6172471493693479
1000,1.4,0,midpoint_nearest,25,-500.24899780713025,-499.5441181395789,0.103442026645439,0.7048796675513245
1100,1.4,0,midpoint_nearest,27,-550.5232982849643,-549.914594245141,-0.2189462650526366,0.6087040398233512
1200,1.4,0,midpoint_nearest,30,-600.2310521643149,-599.5372261076022,0.11586086404145135,0.6938260567126235
1300,1.4,0,midpoint_nearest,32,-650.5024487430094,-649.8996693499676,-0.20105904648846717,0.6027793930418284
1400,1.4,0,midpoint_nearest,35,-700.2128011037648,-699.5271698606939,0.13001451777063266,0.6856312430709295
600,1.4,0,straddling,15,-300.28324215419093,-299.5392950232204,0.08873141129436135,0.7439471309705254
700,1.4,0,straddling,17,-350.56794573956,-349.93799222350805,-0.2529689815340248,0.6299535160519554
800,1.4,0,straddling,20,-400.2664958311295,-399.54604463034974,0.093729769260392,0.7204512007797348
900,1.4,0,straddling,22,-450.5449878574573,-449.9277407080879,-0.23636428277256982,0.6172471493693479
1000,1.4,0,straddling,25,-500.24899780713025,-499.5441181395789,0.103442026645439,0.7048796675513245
1100,1.4,0,straddling,27,-550.5232982849643,-549.914594245141,-0.2189462650526366,0.6087040398233512
1200,1.4,0,straddling,30,-600.2310521643149,-599.5372261076022,0.11586086404145135,0.6938260567126235
1300,1.4,0,straddling,32,-650.5024487430094,-649.8996693499676,-0.20105904648846717,0.6027793930418284
1400,1.4,0,straddling,35,-700.2128011037648,-699.5271698606939,0.13001451777063266,0.6856312430709295
600,1.4,0,local_minimum_gap,14,-300.8946469743966,-300.28324215419093,-0.5889445642937972,0.6114048202056779
700,1.4,0,local_minimum_gap,17,-350.56794573956,-349.93799222350805,-0.2529689815340248,0.6299535160519554
800,1.4,0,local_minimum_gap,19,-400.85754457445654,-400.2664958311295,-0.5620202027930077,0.5910487433270646
900,1.4,0,local_minimum_gap,22,-450.5449878574573,-449.9277407080879,-0.23636428277256982,0.6172471493693479
1000,1.4,0,local_minimum_gap,24,-500.82550166179607,-500.24899780713025,-0.5372497344631597,0.5765038546658161
1100,1.4,0,local_minimum_gap,27,-550.5232982849643,-549.914594245141,-0.2189462650526366,0.6087040398233512
1200,1.4,0,local_minimum_gap,29,-600.7966115001875,-600.2310521643149,-0.513831832251185,0.5655593358726492
1300,1.4,0,local_minimum_gap,31,-651.1050829318988,-650.5024487430094,-0.8037658374540797,0.6026341888893967
1400,1.4,0,local_minimum_gap,34,-700.76989587402,-700.2128011037648,-0.4913484888924131,0.5570947702551621
600,1.4,1,midpoint_nearest,14,-300.8210123014995,-299.9864911919657,-0.4037517467326097,0.8345211095337959
700,1.4,1,midpoint_nearest,17,-350.3922866680075,-349.5572398905951,0.02523672069867189,0.8350467774124013
800,1.4,1,midpoint_nearest,19,-400.7785222406451,-399.9755793765135,-0.37705080857926987,0.8029428641315803
900,1.4,1,midpoint_nearest,22,-450.36604916605637,-449.55853715931835,0.03770683731261215,0.8075120067380226
1000,1.4,1,midpoint_nearest,24,-500.74120566129665,-499.9609396117104,-0.35107263650354525,0.7802660495862597
1100,1.4,1,midpoint_nearest,27,-550.3404647006988,-549.5532700385063,0.05313263039738558,0.787194662192519
1200,1.4,1,midpoint_nearest,29,-600.7070657182807,-599.9442222202692,-0.3256439692750064,0.7628434980114207
1300,1.4,1,midpoint_nearest,32,-650.3153774959587,-649.5440348355336,0.0702938342537891,0.7713426604251481
1400,1.4,1,midpoint_nearest,34,-700.6750837868683,-699.9262222886505,-0.300653037759389,0.7488614982178206
600,1.4,1,straddling,14,-300.8210123014995,-299.9864911919657,-0.4037517467326097,0.8345211095337959
700,1.4,1,straddling,17,-350.3922866680075,-349.5572398905951,0.02523672069867189,0.8350467774124013
800,1.4,1,straddling,19,-400.7785222406451,-399.9755793765135,-0.37705080857926987,0.8029428641315803
900,1.4,1,straddling,22,-450.36604916605637,-449.55853715931835,0.03770683731261215,0.8075120067380226
1000,1.4,1,straddling,24,-500.74120566129665,-499.9609396117104,-0.35107263650354525,0.7802660495862597
1100,1.4,1,straddling,27,-550.3404647006988,-549.5532700385063,0.05313263039738558,0.787194662192519
1200,1.4,1,straddling,29,-600.7070657182807,-599.9442222202692,-0.3256439692750064,0.7628434980114207
1300,1.4,1,straddling,32,-650.3153774959587,-649.5440348355336,0.0702938342537891,0.7713426604251481
1400,1.4,1,straddling,34,-700.6750837868683,-699.9262222886505,-0.300653037759389,0.7488614982178206
600,1.4,1,local_minimum_gap,14,-300.8210123014995,-299.9864911919657,-0.4037517467326097,0.8345211095337959
700,1.4,1,local_minimum_gap,16,-351.21276577303075,-350.3922866680075,-0.8025262205190984,0.8204791050232529
800,1.4,1,local_minimum_gap,19,-400.7785222406451,-399.9755793765135,-0.37705080857926987,0.8029428641315803
900,1.4,1,local_minimum_gap,21,-451.15849494611484,-450.36604916605637,-0.7622720560856351,0.7924457800584719
1000,1.4,1,local_minimum_gap,24,-500.74120566129665,-499.9609396117104,-0.35107263650354525,0.7802660495862597
1100,1.4,1,local_minimum_gap,26,-551.1118638426567,-550.3404647006988,-0.7261642716778169,0.7713991419578861
1200,1.4,1,local_minimum_gap,29,-600.7070657182807,-599.9442222202692,-0.3256439692750064,0.7628434980114207
1300,1.4,1,local_minimum_gap,31,-651.0701102788825,-650.3153774959587,-0.6927438874206473,0.7547327829237247
1400,1.4,1,local_minimum_gap,34,-700.6750837868683,-699.9262222886505,-0.300653037759389,0.7488614982178206
600,1.45,0,midpoint_nearest,17,-300.3373683941353,-299.5806983240694,0.04096664089763635,0.7566700700659226
700,1.45,0,midpoint_nearest,20,-350.23081840746937,-349.4526991804065,0.15824120606202996,0.7781192270628594
800,1.45,0,midpoint_nearest,23,-400.1211905719009,-399.32348670995617,0.2776613590714305,0.7977038619447399
900,1.45,0,midpoint_nearest,25,-450.6384204678432,-450.00768115610384,-0.32305081197353047,0.6307393117393758
1000,1.45,0,midpoint_nearest,28,-500.53643250999613,-499.89031566957254,-0.21337408978433814,0.6461168404235877
1100,1.45,0,midpoint_nearest,31,-550.4372111688991,-549.7695835255981,-0.10339734724857408,0.6676276433009889
1200,1.45,0,midpoint_nearest,34,-600.3380290208239,-599.6461364600653,0.007917259555370038,0.6918925607585606
1300,1.45,0,midpoint_nearest,37,-650.2367401140896,-649.5206044228948,0.1213277315077903,0.7161356911947223
1400,1.45,0,midpoint_nearest,40,-700.1319569294649,-699.3935157402024,0.23726366516643793,0.7384411892625167
600,1.45,0,straddling,17,-300.3373683941353,-299.5806983240694,0.04096664089763635,0.7566700700659226
700,1.45,0,straddling,20,-350.23081840746937,-349.4526991804065,0.15824120606202996,0.7781192270628594
800,1.45,0,straddling,23,-400.1211905719009,-399.32348670995617,0.2776613590714305,0.7977038619447399
900,1.45,0,straddling,26,-450.00768115610384,-449.19342933362134,0.3994447551374378,0.8142518224825039
1000,1.45,0,straddling,28,-500.53643250999613,-499.89031566957254,-0.21337408978433814,0.6461168404235877
1100,1.45,0,straddling,31,-550.4372111688991,-549.7695835255981,-0.10339734724857408,0.6676276433009889
1200,1.45,0,straddling,34,-600.3380290208239,-599.6461364600653,0.007917259555370038,0.6918925607585606
1300,1.45,0,straddling,37,-650.2367401140896,-649.5206044228948,0.1213277315077903,0.7161356911947223
1400,1.45,0,straddling,40,-700.1319569294649,-699.3935157402024,0.23726366516643793,0.7384411892625167
600,1.45,0,local_minimum_gap,16,-300.99186855682933,-300.3373683941353,-0.6646184754823139,0.6545001626940348
700,1.45,0,local_minimum_gap,19,-350.86300315898023,-350.23081840746937,-0.5469107832248028,0.632184751510863
800,1.45,0,local_minimum_gap,22,-400.7462303555842,-400.1211905719009,-0.43371046374255684,0.6250397836832917
900,1.45,0,local_minimum_gap,25,-450.6384204678432,-450.00768115610384,-0.32305081197353047,0.6307393117393758
1000,1.45,0,local_minimum_gap,28,-500.53643250999613,-499.89031566957254,-0.21337408978433814,0.6461168404235877
1100,1.45,0,local_minimum_gap,30,-551.0684748930602,-550.4372111688991,-0.7528430309796477,0.6312637241610446
1200,1.45,0,local_minimum_gap,33,-600.9451117847542,-600.3380290208239,-0.641570402789057,0.6070827639302934
1300,1.45,0,local_minimum_gap,36,-650.830573840828,-650.2367401140896,-0.5336569774588042,0.5938337267384668
1400,1.45,0,local_minimum_gap,39,-700.7237086357696,-700.1319569294649,-0.4278327826173154,0.5917517063047626
600,1.45,1,midpoint_nearest,17,-300.05143640978224,-299.1284687879848,0.4100474011164579,0.9229676217974543
700,1.45,1,midpoint_nearest,19,-350.77351412103275,-349.9128558321266,-0.3431849765796642,0.8606582889061656
800,1.45,1,midpoint_nearest,22,-400.62622546489774,-399.7765680050668,-0.20139673498226784,0.8496574598309508
900,1.45,1,midpoint_nearest,25,-450.48419416437554,-449.64181146070774,-0.0630028125416402,0.8423827036677949
1000,1.45,1,midpoint_nearest,28,-500.34599750345603,-499.5080800293955,0.07296123357423312,0.8379174740605322
1100,1.45,1,midpoint_nearest,31,-550.2105849586728,-549.3750316057234,0.20719171780183387,0.8355533529494323
1200,1.45,1,midpoint_nearest,34,-600.0771649568213,-599.2424335333529,0.34020075491287116,0.8347314234683836
1300,1.45,1,midpoint_nearest,36,-650.740304831666,-649.9451376076944,-0.34272121968024294,0.795167223971589
1400,1.45,1,midpoint_nearest,39,-700.605249463977,-699.8140505602871,-0.20965001213198775,0.7911989036898603
600,1.45,1,straddling,17,-300.05143640978224,-299.1284687879848,0.4100474011164579,0.9229676217974543
700,1.45,1,straddling,19,-350.77351412103275,-349.9128558321266,-0.3431849765796642,0.8606582889061656
800,1.45,1,straddling,22,-400.62622546489774,-399.7765680050668,-0.20139673498226784,0.8496574598309508
900,1.45,1,straddling,25,-450.48419416437554,-449.64181146070774,-0.0630028125416402,0.8423827036677949
1000,1.45,1,straddling,28,-500.34599750345603,-499.5080800293955,0.07296123357423312,0.8379174740605322
1100,1.45,1,straddling,31,-550.2105849586728,-549.3750316057234,0.20719171780183387,0.8355533529494323
1200,1.45,1,straddling,34,-600.0771649568213,-599.2424335333529,0.34020075491287116,0.8347314234683836
1300,1.45,1,straddling,36,-650.740304831666,-649.9451376076944,-0.34272121968024294,0.795167223971589
1400,1.45,1,straddling,39,-700.605249463977,-699.8140505602871,-0.20965001213198775,0.7911989036898603
600,1.45,1,local_minimum_gap,16,-300.9280640671428,-300.05143640978224,-0.48975023846253407,0.8766276573605865
700,1.45,1,local_minimum_gap,19,-350.77351412103275,-349.9128558321266,-0.3431849765796642,0.8606582889061656
800,1.45,1,local_minimum_gap,22,-400.62622546489774,-399.7765680050668,-0.20139673498226784,0.8496574598309508
900,1.45,1,local_minimum_gap,24,-451.3226706136458,-450.48419416437554,-0.9034323890106748,0.8384764492702743
1000,1.45,1,local_minimum_gap,27,-501.1687256292004,-500.34599750345603,-0.7573615663281998,0.8227281257443906
1100,1.45,1,local_minimum_gap,30,-551.0211266445037,-550.2105849586728,-0.6158558015882818,0.8105416858309127
1200,1.45,1,local_minimum_gap,33,-600.8786517672283,-600.0771649568213,-0.4779083620248912,0.8014868104070274
1300,1.45,1,local_minimum_gap,36,-650.740304831666,-649.9451376076944,-0.34272121968024294,0.795167223971589
1400,1.45,1,local_minimum_gap,39,-700.605249463977,-699.8140505602871,-0.20965001213198775,0.7911989036898603
600,1.5,0,midpoint_nearest,19,-300.37346967199085,-299.59744637280886,0.014541977600174505,0.7760232991819862
700,1.5,0,midpoint_nearest,22,-350.4876473800356,-349.7650287122567,-0.1263380461461452,0.7226186677788746
800,1.5,0,midpoint_nearest,25,-400.5983290454249,-399.9168703327885,-0.25759968910671205,0.6814587126364131
900,1.5,0,midpoint_nearest,29,-450.055190506008,-449.2216344745832,0.3615875097044068,0.8335560314247914
1000,1.5,0,midpoint_nearest,32,-500.18190794086956,-499.3944254286209,0.21183331525480753,0.7874825122486868
1100,1.5,0,midpoint_nearest,35,-550.2991871354837,-549.5565174098211,0.0721477273475557,0.7426697256626085
1200,1.5,0,midpoint_nearest,38,-600.4096213952499,-599.7086793297425,-0.05915036249621153,0.7009420655074337
1300,1.5,0,midpoint_nearest,41,-650.516102722224,-649.8513041547159,-0.18370343846993364,0.6647985675081145
1400,1.5,0,midpoint_nearest,44,-700.6215076408955,-699.9846468604791,-0.3030772506872381,0.6368607804164412
600,1.5,0,straddling,19,-300.37346967199085,-299.59744637280886,0.014541977600174505,0.7760232991819862
700,1.5,0,straddling,22,-350.4876473800356,-349.7650287122567,-0.1263380461461452,0.7226186677788746
800,1.5,0,straddling,25,-400.5983290454249,-399.9168703327885,-0.25759968910671205,0.6814587126364131
900,1.5,0,straddling,29,-450.055190506008,-449.2216344745832,0.3615875097044068,0.8335560314247914
1000,1.5,0,straddling,32,-500.18190794086956,-499.3944254286209,0.21183331525480753,0.7874825122486868
1100,1.5,0,straddling,35,-550.2991871354837,-549.5565174098211,0.0721477273475557,0.7426697256626085
1200,1.5,0,straddling,38,-600.4096213952499,-599.7086793297425,-0.05915036249621153,0.7009420655074337
1300,1.5,0,straddling,41,-650.516102722224,-649.8513041547159,-0.18370343846993364,0.6647985675081145
1400,1.5,0,straddling,44,-700.6215076408955,-699.9846468604791,-0.3030772506872381,0.6368607804164412
600,1.5,0,local_minimum_gap,18,-301.06974730539815,-300.37346967199085,-0.7216084886945282,0.6962776334073055
700,1.5,0,local_minimum_gap,21,-351.200234673136,-350.4876473800356,-0.8439410265857532,0.7125872931003983
800,1.5,0,local_minimum_gap,25,-400.5983290454249,-399.9168703327885,-0.25759968910671205,0.6814587126364131
900,1.5,0,local_minimum_gap,28,-450.7091114877435,-450.055190506008,-0.38215099687573684,0.6539209817354958
1000,1.5,0,local_minimum_gap,31,-500.82252347216416,-500.18190794086956,-0.5022157065168358,0.6406155312945998
1100,1.5,0,local_minimum_gap,34,-550.939983414931,-550.2991871354837,-0.6195852752073279,0.6407962794472724
1200,1.5,0,local_minimum_gap,37,-601.0619191904801,-600.4096213952499,-0.7357702928650269,0.6522977952301972
