particles,coupling,sector,selector,lower_index,lower_energy,upper_energy,midpoint_offset,spacing
800,1.75,0,straddling,38,-400.51843744408166,-399.65963154237323,-0.08903449322747292,0.858805901708422
900,1.75,0,straddling,43,-450.3478100052438,-449.45246429904125,0.09986284785748012,0.8953457062025336
1000,1.75,0,straddling,48,-500.17499477858695,-499.2401157906396,0.29244471538675043,0.9348789879473429
1100,1.75,0,straddling,52,-550.7818889779088,-549.9955267098167,-0.3887078438626759,0.786362268092148
1200,1.75,0,straddling,57,-600.610203290708,-599.8075772885838,-0.20889028964597856,0.8026260021241569
1300,1.75,0,straddling,62,-650.444772124769,-649.6114244538742,-0.028098289321633274,0.8333476708947956
1400,1.75,0,straddling,67,-700.2795731837493,-699.4084433172711,0.1559917494897718,0.8711298664782134
600,1.75,0,local_minimum_gap,28,-300.8814359015342,-300.05218362593484,-0.4668097637345454,0.8292522755993446
700,1.75,0,local_minimum_gap,33,-350.69363034458723,-349.8599302106793,-0.2767802776332928,0.8337001339079393
800,1.75,0,local_minimum_gap,38,-400.51843744408166,-399.65963154237323,-0.08903449322747292,0.858805901708422
900,1.75,0,local_minimum_gap,42,-451.16583157154895,-450.3478100052438,-0.7568207883963396,0.8180215663051627
1000,1.75,0,local_minimum_gap,47,-500.9656165121715,-500.17499477858695,-0.5703056453792215,0.790621733584544
1100,1.75,0,local_minimum_gap,52,-550.7818889779088,-549.9955267098167,-0.3887078438626759,0.786362268092148
1200,1.75,0,local_minimum_gap,57,-600.610203290708,-599.8075772885838,-0.20889028964597856,0.8026260021241569
1300,1.75,0,local_minimum_gap,61,-651.2511029062782,-650.444772124769,-0.8479375155236539,0.8063307815092458
1400,1.75,0,local_minimum_gap,66,-701.0533767107247,-700.2795731837493,-0.6664749472370204,0.7738035269753709
600,1.75,1,midpoint_nearest,28,-300.7357986380895,-299.61643292004203,-0.17611577906575349,1.1193657180474474
700,1.75,1,midpoint_nearest,33,-350.49218655711854,-349.38624808943194,0.060782676724784324,1.1059384676865989
800,1.75,1,midpoint_nearest,38,-400.2568602104411,-399.158433236141,0.29235327670892275,1.0984269743001391
900,1.75,1,midpoint_nearest,43,-450.0270825150417,-448.932050236451,0.5204336242536556,1.0950322785906792
1000,1.75,1,midpoint_nearest,47,-500.8495968110654,-499.8009378848714,-0.3252673479684063,1.0486589261939798
1100,1.75,1,midpoint_nearest,52,-550.618780386989,-549.5770768640862,-0.0979286255376337,1.0417035229028215
1200,1.75,1,midpoint_nearest,57,-600.3932669587143,-599.354561012915,0.12608601418537546,1.038705945799279
1300,1.75,1,midpoint_nearest,62,-650.1715068963508,-649.1327545494804,0.34786927708432813,1.0387523468704103
1400,1.75,1,midpoint_nearest,66,-700.9598429912221,-699.9522498132266,-0.45604640222427406,1.0075931779955454
600,1.75,1,straddling,28,-300.7357986380895,-299.61643292004203,-0.17611577906575349,1.1193657180474474
700,1.75,1,straddling,33,-350.49218655711854,-349.38624808943194,0.060782676724784324,1.1059384676865989
800,1.75,1,straddling,38,-400.2568602104411,-399.158433236141,0.29235327670892275,1.0984269743001391
900,1.75,1,straddling,43,-450.0270825150417,-448.932050236451,0.5204336242536556,1.0950322785906792
1000,1.75,1,straddling,47,-500.8495968110654,-499.8009378848714,-0.3252673479684063,1.0486589261939798
1100,1.75,1,straddling,52,-550.618780386989,-549.5770768640862,-0.0979286255376337,1.0417035229028215
1200,1.75,1,straddling,57,-600.3932669587143,-599.354561012915,0.12608601418537546,1.038705945799279
1300,1.75,1,straddling,62,-650.1715068963508,-649.1327545494804,0.34786927708432813,1.0387523468704103
1400,1.75,1,straddling,66,-700.9598429912221,-699.9522498132266,-0.45604640222427406,1.0075931779955454
600,1.75,1,local_minimum_gap,28,-300.7357986380895,-299.61643292004203,-0.17611577906575349,1.1193657180474474
700,1.75,1,local_minimum_gap,32,-351.59524978630907,-350.49218655711854,-1.043718171713806,1.103063229190525
800,1.75,1,local_minimum_gap,37,-401.3351672958787,-400.2568602104411,-0.7960137531599116,1.0783070854375865
900,1.75,1,local_minimum_gap,42,-451.0876124716521,-450.0270825150417,-0.5573474933469242,1.0605299566104236
1000,1.75,1,local_minimum_gap,47,-500.8495968110654,-499.8009378848714,-0.3252673479684063,1.0486589261939798
1100,1.75,1,local_minimum_gap,52,-550.618780386989,-549.5770768640862,-0.0979286255376337,1.0417035229028215
1200,1.75,1,local_minimum_gap,56,-601.4236868520582,-600.3932669587143,-0.9084769053862374,1.0304198933438329
1300,1.75,1,local_minimum_gap,61,-651.1883853745474,-650.1715068963508,-0.6799461354490859,1.0168784781965314
1400,1.75,1,local_minimum_gap,66,-700.9598429912221,-699.9522498132266,-0.45604640222427406,1.0075931779955454
600,1.8,0,midpoint_nearest,30,-300.70748536003697,-299.83143778226315,-0.2694615711500319,0.8760475777738179
700,1.8,0,midpoint_nearest,35,-350.7701257351855,-349.9165029463156,-0.34331434075056677,0.8536227888699273
800,1.8,0,midpoint_nearest,40,-400.832728022287,-399.99567399489604,-0.41420100859147624,0.8370540273909342
900,1.8,0,midpoint_nearest,46,-450.07018599220913,-449.06621458260776,0.43179971259155536,1.0039714096013768
1000,1.8,0,midpoint_nearest,51,-500.14092681607326,-499.16861219790815,0.3452304930092964,0.9723146181651146
1100,1.8,0,midpoint_nearest,56,-550.2085845524002,-549.2656503467315,0.2628825504341421,0.9429342056687346
1200,1.8,0,midpoint_nearest,61,-600.2737256734607,-599.3581086633925,0.18408283157339156,0.9156170100682175
1300,1.8,0,midpoint_nearest,66,-650.3368379802384,-649.4465551528081,0.10830343347674898,0.8902828274303829
1400,1.8,0,midpoint_nearest,71,-700.3983542983198,-699.5314142286,0.03511573654009226,0.8669400697197034
600,1.8,0,straddling,30,-300.70748536003697,-299.83143778226315,-0.2694615711500319,0.8760475777738179
700,1.8,0,straddling,35,-350.7701257351855,-349.9165029463156,-0.34331434075056677,0.8536227888699273
800,1.8,0,straddling,40,-400.832728022287,-399.99567399489604,-0.41420100859147624,0.8370540273909342
900,1.8,0,straddling,46,-450.07018599220913,-449.06621458260776,0.43179971259155536,1.0039714096013768
1000,1.8,0,straddling,51,-500.14092681607326,-499.16861219790815,0.3452304930092964,0.9723146181651146
1100,1.8,0,straddling,56,-550.2085845524002,-549.2656503467315,0.2628825504341421,0.9429342056687346
1200,1.8,0,straddling,61,-600.2737256734607,-599.3581086633925,0.18408283157339156,0.9156170100682175
1300,1.8,0,straddling,66,-650.3368379802384,-649.4465551528081,0.10830343347674898,0.8902828274303829
1400,1.8,0,straddling,71,-700.3983542983198,-699.5314142286,0.03511573654009226,0.8669400697197034
600,1.8,0,local_minimum_gap,30,-300.70748536003697,-299.83143778226315,-0.2694615711500319,0.8760475777738179
700,1.8,0,local_minimum_gap,35,-350.7701257351855,-349.9165029463156,-0.34331434075056677,0.8536227888699273
800,1.8,0,local_minimum_gap,40,-400.832728022287,-399.99567399489604,-0.41420100859147624,0.8370540273909342
900,1.8,0,local_minimum_gap,45,-450.89557854758186,-450.07018599220913,-0.4828822698955264,0.8253925553727299
1000,1.8,0,local_minimum_gap,50,-500.95887235831117,-500.14092681607326,-0.5498995871922148,0.8179455422379078
1100,1.8,0,local_minimum_gap,55,-551.0227366827587,-550.2085845524002,-0.615660617579465,0.8141521303584796
1200,1.8,0,local_minimum_gap,60,-601.0872467402938,-600.2737256734607,-0.6804862068772763,0.8135210668331183
1300,1.8,0,local_minimum_gap,65,-651.1524377280182,-650.3368379802384,-0.7446378541283138,0.8155997477797428
1400,1.8,0,local_minimum_gap,70,-701.2183145764276,-700.3983542983198,-0.8083344373736736,0.8199602781078283
600,1.8,1,midpoint_nearest,30,-300.4972385086599,-299.33193039106794,0.08541555013607649,1.1653081175919624
700,1.8,1,midpoint_nearest,35,-350.58463406035673,-349.4454359901258,-0.01503502524127498,1.1391980702309183
800,1.8,1,midpoint_nearest,40,-400.6692934261261,-399.55152085187154,-0.11040713899882348,1.117772574254559
900,1.8,1,midpoint_nearest,45,-450.7518543281643,-449.6520044751615,-0.20192940166293738,1.0998498530028087
1000,1.8,1,midpoint_nearest,50,-500.83275799252556,-499.74810265279433,-0.29043032265997226,1.0846553397312277
1100,1.8,1,midpoint_nearest,55,-550.9123245954928,-549.8406708129663,-0.3764977042295641,1.0716537825264822
1200,1.8,1,midpoint_nearest,60,-600.9907951893034,-599.9303361603133,-0.460565674808322,1.060459028990067
1300,1.8,1,midpoint_nearest,66,-650.0175743613444,-648.9365898015113,0.5229179185721478,1.0809845598330412
1400,1.8,1,midpoint_nearest,71,-700.1027564701512,-699.0355686439308,0.4308374429590458,1.0671878262204473
600,1.8,1,straddling,30,-300.4972385086599,-299.33193039106794,0.08541555013607649,1.1653081175919624
700,1.8,1,straddling,35,-350.58463406035673,-349.4454359901258,-0.01503502524127498,1.1391980702309183
800,1.8,1,straddling,40,-400.6692934261261,-399.55152085187154,-0.11040713899882348,1.117772574254559
900,1.8,1,straddling,45,-450.7518543281643,-449.6520044751615,-0.20192940166293738,1.0998498530028087
1000,1.8,1,straddling,50,-500.83275799252556,-499.74810265279433,-0.29043032265997226,1.0846553397312277
1100,1.8,1,straddling,55,-550.9123245954928,-549.8406708129663,-0.3764977042295641,1.0716537825264822
1200,1.8,1,straddling,60,-600.9907951893034,-599.9303361603133,-0.460565674808322,1.060459028990067
1300,1.8,1,straddling,66,-650.0175743613444,-648.9365898015113,0.5229179185721478,1.0809845598330412
1400,1.8,1,straddling,71,-700.1027564701512,-699.0355686439308,0.4308374429590458,1.0671878262204473
600,1.8,1,local_minimum_gap,29,-301.65975197349206,-300.4972385086599,-1.0784952410759843,1.1625134648321591
700,1.8,1,local_minimum_gap,35,-350.58463406035673,-349.4454359901258,-0.01503502524127498,1.1391980702309183
800,1.8,1,local_minimum_gap,40,-400.6692934261261,-399.55152085187154,-0.11040713899882348,1.117772574254559
900,1.8,1,local_minimum_gap,45,-450.7518543281643,-449.6520044751615,-0.20192940166293738,1.0998498530028087
1000,1.8,1,local_minimum_gap,50,-500.83275799252556,-499.74810265279433,-0.29043032265997226,1.0846553397312277
1100,1.8,1,local_minimum_gap,55,-550.9123245954928,-549.8406708129663,-0.3764977042295641,1.0716537825264822
1200,1.8,1,local_minimum_gap,60,-600.9907951893034,-599.9303361603133,-0.460565674808322,1.060459028990067
1300,1.8,1,local_minimum_gap,65,-651.0683565822955,-650.0175743613444,-0.5429654718199117,1.0507822209510778
1400,1.8,1,local_minimum_gap,70,-701.1451569069909,-700.1027564701512,-0.6239566885710701,1.0424004368396709
600,1.85,0,midpoint_nearest,32,-300.4867466111128,-299.53016652585166,-0.008456568482188231,0.9565800852611233
700,1.85,0,midpoint_nearest,37,-350.80199569867176,-349.92196634753236,-0.36198102310208924,0.8800293511393988
800,1.85,0,midpoint_nearest,43,-400.26115678821844,-399.2700965953931,0.23437330819422186,0.99106019282533
900,1.85,0,midpoint_nearest,48,-450.5697703092036,-449.6753202463259,-0.12254527776474333,0.894450062877695
1000,1.85,0,midpoint_nearest,53,-500.87880940302625,-500.0331716266458,-0.45599051483600306,0.8456377763804426
1100,1.85,0,midpoint_nearest,59,-550.3505695180127,-549.419746264123,0.11484210893218005,0.9308232538896846
1200,1.85,0,midpoint_nearest,64,-600.6492223281451,-599.7957697918872,-0.2224960600161694,0.8534525362579188
1300,1.85,0,midpoint_nearest,70,-650.1307491502093,-649.1575013372052,0.3558747562926783,0.97324781300415
1400,1.85,0,midpoint_nearest,75,-700.4337068177405,-699.5479741250762,0.00915952859168101,0.8857326926643054
600,1.85,0,straddling,32,-300.4867466111128,-299.53016652585166,-0.008456568482188231,0.9565800852611233
700,1.85,0,straddling,37,-350.80199569867176,-349.92196634753236,-0.36198102310208924,0.8800293511393988
800,1.85,0,straddling,43,-400.26115678821844,-399.2700965953931,0.23437330819422186,0.99106019282533
900,1.85,0,straddling,48,-450.5697703092036,-449.6753202463259,-0.12254527776474333,0.894450062877695
1000,1.85,0,straddling,54,-500.0331716266458,-499.00455536041096,0.4811365064716142,1.0286162662348488
1100,1.85,0,straddling,59,-550.3505695180127,-549.419746264123,0.11484210893218005,0.9308232538896846
1200,1.85,0,straddling,64,-600.6492223281451,-599.7957697918872,-0.2224960600161694,0.8534525362579188
1300,1.85,0,straddling,70,-650.1307491502093,-649.1575013372052,0.3558747562926783,0.97324781300415
1400,1.85,0,straddling,75,-700.4337068177405,-699.5479741250762,0.00915952859168101,0.8857326926643054
600,1.85,0,local_minimum_gap,31,-301.4339755935128,-300.4867466111128,-0.9603611023127883,0.94722898240002
700,1.85,0,local_minimum_gap,37,-350.80199569867176,-349.92196634753236,-0.36198102310208924,0.8800293511393988
800,1.85,0,local_minimum_gap,42,-401.1356923861457,-400.26115678821844,-0.6984245871821031,0.8745355979272631
900,1.85,0,local_minimum_gap,48,-450.5697703092036,-449.6753202463259,-0.12254527776474333,0.894450062877695
1000,1.85,0,local_minimum_gap,53,-500.87880940302625,-500.0331716266458,-0.45599051483600306,0.8456377763804426
1100,1.85,0,local_minimum_gap,58,-551.2107202887618,-550.3505695180127,-0.7806449033871559,0.860150770749101
1200,1.85,0,local_minimum_gap,64,-600.6492223281451,-599.7957697918872,-0.2224960600161694,0.8534525362579188
1300,1.85,0,local_minimum_gap,69,-650.9564053942385,-650.1307491502093,-0.5435772722239562,0.8256562440291191
1400,1.85,0,local_minimum_gap,74,-701.2887098163669,-700.4337068177405,-0.8612083170537517,0.8550029986264462
600,1.85,1,midpoint_nearest,32,-300.1849228534963,-298.96700475845597,0.42403619402386994,1.217918095040318
700,1.85,1,midpoint_nearest,37,-350.61718894107986,-349.4426819242954,-0.029935432687636876,1.174507016784446
800,1.85,1,midpoint_nearest,42,-401.03603263482046,-399.8881700719948,-0.462101353407661,1.147862562825651
900,1.85,1,midpoint_nearest,48,-450.3125868985731,-449.16205867507614,0.2626772131753796,1.1505282234969627
1000,1.85,1,midpoint_nearest,53,-500.723597232412,-499.6015914223886,-0.1625943274002566,1.1220058100233814
1100,1.85,1,midpoint_nearest,59,-550.0215569152869,-548.884402510245,0.5470202872340906,1.1371544050418834
1200,1.85,1,midpoint_nearest,64,-600.4276280762142,-599.3206646310017,0.12585364639198815,1.1069634452125001
1300,1.85,1,midpoint_nearest,69,-650.8252120619941,-649.7385136577799,-0.28186285988704185,1.0866984042141894
1400,1.85,1,midpoint_nearest,75,-700.1420415449185,-699.0429552329288,0.4075016110764409,1.0990863119897085
600,1.85,1,straddling,32,-300.1849228534963,-298.96700475845597,0.42403619402386994,1.217918095040318
700,1.85,1,straddling,37,-350.61718894107986,-349.4426819242954,-0.029935432687636876,1.174507016784446
800,1.85,1,straddling,42,-401.03603263482046,-399.8881700719948,-0.462101353407661,1.147862562825651
900,1.85,1,straddling,48,-450.3125868985731,-449.16205867507614,0.2626772131753796,1.1505282234969627
1000,1.85,1,straddling,53,-500.723597232412,-499.6015914223886,-0.1625943274002566,1.1220058100233814
1100,1.85,1,straddling,59,-550.0215569152869,-548.884402510245,0.5470202872340906,1.1371544050418834
1200,1.85,1,straddling,64,-600.4276280762142,-599.3206646310017,0.12585364639198815,1.1069634452125001
1300,1.85,1,straddling,69,-650.8252120619941,-649.7385136577799,-0.28186285988704185,1.0866984042141894
1400,1.85,1,straddling,75,-700.1420415449185,-699.0429552329288,0.4075016110764409,1.0990863119897085
600,1.85,1,local_minimum_gap,31,-301.3756879711097,-300.1849228534963,-0.7803054123029938,1.1907651176134095
700,1.85,1,local_minimum_gap,37,-350.61718894107986,-349.4426819242954,-0.029935432687636876,1.174507016784446
800,1.85,1,local_minimum_gap,42,-401.03603263482046,-399.8881700719948,-0.462101353407661,1.147862562825651
900,1.85,1,local_minimum_gap,47,-451.44856421036764,-450.3125868985731,-0.880575554470397,1.1359773117945338
1000,1.85,1,local_minimum_gap,53,-500.723597232412,-499.6015914223886,-0.1625943274002566,1.1220058100233814
1100,1.85,1,local_minimum_gap,58,-551.12747918039,-550.0215569152869,-0.57451804783841,1.1059222651031178
1200,1.85,1,local_minimum_gap,63,-601.5288738407916,-600.4276280762142,-0.9782509585029402,1.1012457645773566
1300,1.85,1,local_minimum_gap,69,-650.8252120619941,-649.7385136577799,-0.28186285988704185,1.0866984042141894
1400,1.85,1,local_minimum_gap,74,-701.2189759404455,-700.1420415449185,-0.6805087426819227,1.0769343955270188
600,1.9,0,midpoint_nearest,34,-300.20622669472124,-299.1348587318131,0.3294572867328043,1.0713679629081412
700,1.9,0,midpoint_nearest,39,-350.78440900500436,-349.8733661743471,-0.3288875896757304,0.9110428306572658
800,1.9,0,midpoint_nearest,45,-400.472850401843,-399.51411338274124,0.006518107707847776,0.9587370191017612
900,1.9,0,midpoint_nearest,51,-450.1656154312239,-449.1328028136762,0.3507908775499118,1.0328126175476768
1000,1.9,0,midpoint_nearest,56,-500.7255419271471,-499.83932460980685,-0.282433268477007,0.8862173173402539
1100,1.9,0,midpoint_nearest,62,-550.4253983103062,-549.4867828043648,0.0439094426644715,0.9386155059413568
1200,1.9,0,midpoint_nearest,68,-600.1236196005349,-599.1127592201449,0.38181058966006276,1.0108603803899996
1300,1.9,0,midpoint_nearest,73,-650.6722613104416,-649.8009674687327,-0.23661438958720282,0.8712938417089617
1400,1.9,0,midpoint_nearest,79,-700.3795438394878,-699.4527158804299,0.08387014004119919,0.9268279590579596
600,1.9,0,straddling,34,-300.20622669472124,-299.1348587318131,0.3294572867328043,1.0713679629081412
700,1.9,0,straddling,39,-350.78440900500436,-349.8733661743471,-0.3288875896757304,0.9110428306572658
800,1.9,0,straddling,45,-400.472850401843,-399.51411338274124,0.006518107707847776,0.9587370191017612
900,1.9,0,straddling,51,-450.1656154312239,-449.1328028136762,0.3507908775499118,1.0328126175476768
1000,1.9,0,straddling,56,-500.7255419271471,-499.83932460980685,-0.282433268477007,0.8862173173402539
1100,1.9,0,straddling,62,-550.4253983103062,-549.4867828043648,0.0439094426644715,0.9386155059413568
1200,1.9,0,straddling,68,-600.1236196005349,-599.1127592201449,0.38181058966006276,1.0108603803899996
1300,1.9,0,straddling,73,-650.6722613104416,-649.8009674687327,-0.23661438958720282,0.8712938417089617
1400,1.9,0,straddling,79,-700.3795438394878,-699.4527158804299,0.08387014004119919,0.9268279590579596
600,1.9,0,local_minimum_gap,33,-301.12997276555353,-300.20622669472124,-0.668099730137385,0.9237460708322942
700,1.9,0,local_minimum_gap,39,-350.78440900500436,-349.8733661743471,-0.3288875896757304,0.9110428306572658
800,1.9,0,local_minimum_gap,44,-401.4164096654843,-400.472850401843,-0.9446300336636568,0.9435592636413048
900,1.9,0,local_minimum_gap,50,-451.0498245792155,-450.1656154312239,-0.6077200052196758,0.8842091479916121
1000,1.9,0,local_minimum_gap,56,-500.7255419271471,-499.83932460980685,-0.282433268477007,0.8862173173402539
1100,1.9,0,local_minimum_gap,61,-551.3280079564956,-550.4253983103062,-0.8767031334009516,0.9026096461894895
1200,1.9,0,local_minimum_gap,67,-600.9825306681677,-600.1236196005349,-0.5530751343512748,0.8589110676327891
1300,1.9,0,local_minimum_gap,73,-650.6722613104416,-649.8009674687327,-0.23661438958720282,0.8712938417089617
1400,1.9,0,local_minimum_gap,78,-701.2524455893597,-700.3795438394878,-0.8159947144238231,0.8729017498718576
600,1.9,1,midpoint_nearest,33,-301.0176427225235,-299.7922237541961,-0.40493323835977435,1.2254189683274035
700,1.9,1,midpoint_nearest,39,-350.58480363067764,-349.3732248123426,0.020985778489887252,1.211578818335056
800,1.9,1,midpoint_nearest,45,-400.16749754433204,-398.9576674942536,0.437417480707154,1.2098300500784376
900,1.9,1,midpoint_nearest,50,-450.92637256014285,-449.7585169850783,-0.3424447726105768,1.16785557506455
1000,1.9,1,midpoint_nearest,56,-500.51566726624367,-499.35297772078957,0.06567750648338233,1.1626895454541
1100,1.9,1,midpoint_nearest,62,-550.1143088095607,-548.9479185369423,0.46888632674847486,1.1663902726184006
1200,1.9,1,midpoint_nearest,67,-600.8480876001961,-599.7174650010695,-0.2827763006328041,1.130622599126582
1300,1.9,1,midpoint_nearest,73,-650.4514906303,-649.3216675421538,0.11342091377309771,1.1298230881461677
1400,1.9,1,midpoint_nearest,79,-700.061075890516,-698.9247856245942,0.5070692424449135,1.1362902659218435
600,1.9,1,straddling,33,-301.0176427225235,-299.7922237541961,-0.40493323835977435,1.2254189683274035
700,1.9,1,straddling,39,-350.58480363067764,-349.3732248123426,0.020985778489887252,1.211578818335056
800,1.9,1,straddling,45,-400.16749754433204,-398.9576674942536,0.437417480707154,1.2098300500784376
900,1.9,1,straddling,50,-450.92637256014285,-449.7585169850783,-0.3424447726105768,1.16785557506455
1000,1.9,1,straddling,56,-500.51566726624367,-499.35297772078957,0.06567750648338233,1.1626895454541
1100,1.9,1,straddling,62,-550.1143088095607,-548.9479185369423,0.46888632674847486,1.1663902726184006
1200,1.9,1,straddling,67,-600.8480876001961,-599.7174650010695,-0.2827763006328041,1.130622599126582
1300,1.9,1,straddling,73,-650.4514906303,-649.3216675421538,0.11342091377309771,1.1298230881461677
1400,1.9,1,straddling,79,-700.061075890516,-698.9247856245942,0.5070692424449135,1.1362902659218435
600,1.9,1,local_minimum_gap,33,-301.0176427225235,-299.7922237541961,-0.40493323835977435,1.2254189683274035
700,1.9,1,local_minimum_gap,39,-350.58480363067764,-349.3732248123426,0.020985778489887252,1.211578818335056
800,1.9,1,local_minimum_gap,44,-401.3524093944331,-400.16749754433204,-0.7599534693825944,1.1849118501010594
900,1.9,1,local_minimum_gap,50,-450.92637256014285,-449.7585169850783,-0.3424447726105768,1.16785557506455
1000,1.9,1,local_minimum_gap,55,-501.67808852362225,-500.51566726624367,-1.096877894932959,1.1624212573785826
1100,1.9,1,local_minimum_gap,61,-551.2553602904625,-550.1143088095607,-0.6848345500116011,1.1410514809017513
1200,1.9,1,local_minimum_gap,67,-600.8480876001961,-599.7174650010695,-0.2827763006328041,1.130622599126582
1300,1.9,1,local_minimum_gap,72,-651.5773831306262,-650.4514906303,-1.0144368804631085,1.1258925003262448
1400,1.9,1,local_minimum_gap,78,-701.1711697891151,-700.061075890516,-0.616122839815489,1.1100938985990751
600,1.95,0,midpoint_nearest,35,-300.7922930504911,-299.83833149872635,-0.3153122746086865,0.9539615517647348
700,1.95,0,midpoint_nearest,41,-350.7147712905379,-349.7654151217643,-0.240093206151073,0.9493561687735905
800,1.95,0,midpoint_nearest,47,-400.64068321987133,-399.69160887553954,-0.16614604770541064,0.949074344331791
900,1.95,0,midpoint_nearest,53,-450.5690734145132,-449.61697592607027,-0.09302467029169748,0.9520974884429165
1000,1.95,0,midpoint_nearest,59,-500.49921343495606,-499.5415803243217,-0.020396879638894916,0.9576331106343332
1100,1.95,0,midpoint_nearest,65,-550.430521785713,-549.4654877386589,0.05199523781402604,0.9650340470541323
1200,1.95,0,midpoint_nearest,71,-600.362522352471,-599.3887641470408,0.12435675024403281,0.973758205430272
1300,1.95,0,midpoint_nearest,77,-650.2948218948703,-649.3114741368038,0.1968519841630041,0.9833477580665431
1400,1.95,0,midpoint_nearest,83,-700.2270973177788,-699.2336794271212,0.2696116275500344,0.9934178906576108
600,1.95,0,straddling,35,-300.7922930504911,-299.83833149872635,-0.3153122746086865,0.9539615517647348
700,1.95,0,straddling,41,-350.7147712905379,-349.7654151217643,-0.240093206151073,0.9493561687735905
800,1.95,0,straddling,47,-400.64068321987133,-399.69160887553954,-0.16614604770541064,0.949074344331791
900,1.95,0,straddling,53,-450.5690734145132,-449.61697592607027,-0.09302467029169748,0.9520974884429165
1000,1.95,0,straddling,59,-500.49921343495606,-499.5415803243217,-0.020396879638894916,0.9576331106343332
1100,1.95,0,straddling,65,-550.430521785713,-549.4654877386589,0.05199523781402604,0.9650340470541323
1200,1.95,0,straddling,71,-600.362522352471,-599.3887641470408,0.12435675024403281,0.973758205430272
1300,1.95,0,straddling,77,-650.2948218948703,-649.3114741368038,0.1968519841630041,0.9833477580665431
1400,1.95,0,straddling,83,-700.2270973177788,-699.2336794271212,0.2696116275500344,0.9934178906576108
600,1.95,0,local_minimum_gap,35,-300.7922930504911,-299.83833149872635,-0.3153122746086865,0.9539615517647348
700,1.95,0,local_minimum_gap,41,-350.7147712905379,-349.7654151217643,-0.240093206151073,0.9493561687735905
800,1.95,0,local_minimum_gap,47,-400.64068321987133,-399.69160887553954,-0.16614604770541064,0.949074344331791
900,1.95,0,local_minimum_gap,53,-450.5690734145132,-449.61697592607027,-0.09302467029169748,0.9520974884429165
1000,1.95,0,local_minimum_gap,58,-501.45538597134754,-500.49921343495606,-0.9772997031518003,0.9561725363914775
1100,1.95,0,local_minimum_gap,64,-551.3623330337929,-550.430521785713,-0.8964274097529596,0.9318112480798391
1200,1.95,0,local_minimum_gap,70,-601.2736352431324,-600.362522352471,-0.8180787978017179,0.911112890661343
1300,1.95,0,local_minimum_gap,76,-651.1887949600751,-650.2948218948703,-0.7418084274727335,0.8939730652048183
1400,1.95,0,local_minimum_gap,82,-701.1074030999498,-700.2270973177788,-0.6672502088642887,0.8803057821710354
600,1.95,1,midpoint_nearest,35,-300.58213720624764,-299.310752824202,0.053554984775189496,1.2713843820456532
700,1.95,1,midpoint_nearest,41,-350.48304573276107,-349.23218504598765,0.14238461062564056,1.2508606867734215
800,1.95,1,midpoint_nearest,47,-400.3872343795274,-399.1528737570532,0.22994593170972166,1.2343606224741848
900,1.95,1,midpoint_nearest,53,-450.2939356969419,-449.07309201736,0.31648614284904397,1.2208436795818898
1000,1.95,1,midpoint_nearest,59,-500.2026200602776,-498.99300169900846,0.4021891203569794,1.209618361269122
1100,1.95,1,midpoint_nearest,65,-550.1129039794442,-548.9127027574955,0.4871966315301961,1.2002012219487597
1200,1.95,1,midpoint_nearest,71,-600.0244992346113,-598.832258815252,0.5716209750682992,1.1922404193593366
1300,1.95,1,midpoint_nearest,76,-651.0896767192899,-649.937182749558,-0.5134297344238803,1.152493969731836
1400,1.95,1,midpoint_nearest,82,-700.9941093947583,-699.8507777802824,-0.42244358752031985,1.1433316144758692
600,1.95,1,straddling,35,-300.58213720624764,-299.310752824202,0.053554984775189496,1.2713843820456532
700,1.95,1,straddling,41,-350.48304573276107,-349.23218504598765,0.14238461062564056,1.2508606867734215
800,1.95,1,straddling,47,-400.3872343795274,-399.1528737570532,0.22994593170972166,1.2343606224741848
900,1.95,1,straddling,53,-450.2939356969419,-449.07309201736,0.31648614284904397,1.2208436795818898
1000,1.95,1,straddling,59,-500.2026200602776,-498.99300169900846,0.4021891203569794,1.209618361269122
1100,1.95,1,straddling,65,-550.1129039794442,-548.9127027574955,0.4871966315301961,1.2002012219487597
1200,1.95,1,straddling,71,-600.0244992346113,-598.832258815252,0.5716209750682992,1.1922404193593366
1300,1.95,1,straddling,76,-651.0896767192899,-649.937182749558,-0.5134297344238803,1.152493969731836
1400,1.95,1,straddling,82,-700.9941093947583,-699.8507777802824,-0.42244358752031985,1.1433316144758692
600,1.95,1,local_minimum_gap,35,-300.58213720624764,-299.310752824202,0.053554984775189496,1.2713843820456532
700,1.95,1,local_minimum_gap,40,-351.73077246106175,-350.48304573276107,-1.1069090969114086,1.2477267283006768
800,1.95,1,local_minimum_gap,46,-401.6120927778422,-400.3872343795274,-0.9996635786848174,1.2248583983147796
900,1.95,1,local_minimum_gap,52,-451.4995680980272,-450.2939356969419,-0.8967518974845916,1.2056324010853245
1000,1.95,1,local_minimum_gap,58,-501.3918802444065,-500.2026200602776,-0.7972501523420306,1.189260184128898
1100,1.95,1,local_minimum_gap,64,-551.2880982240767,-550.1129039794442,-0.7005011017604375,1.1751942446325074
1200,1.95,1,local_minimum_gap,70,-601.1875372825816,-600.0244992346113,-0.606018258596464,1.1630380479703035
1300,1.95,1,local_minimum_gap,76,-651.0896767192899,-649.937182749558,-0.5134297344238803,1.152493969731836
