particles,sector,coupling_real,coupling_imaginary,energy_real,energy_imaginary,energy_per_particle_real,matrix_norm,relative_eigenvalue_gap,relative_energy_center_error,eigenvector_condition_number,relative_characteristic_backward_error,relative_derivative_backward_error
14,1,1.1337588264975762,1.2126181750038896,-5.232915255867822,-1.837016728295061,-0.3737796611334159,7.285827912377624,7.874109337270198e-07,8.221198529608352e-13,2156635.1694222665,1.226785991703821e-13,2.601267065381708e-13
14,0,0.1645144410547353,1.2467796716444597,1.0155955774681291,0.7745818536889757,0.07254254124772351,7.073700275354407,1.0756240180521251e-07,2.6952161385046565e-15,183624964.83346945,7.709914429884888e-17,6.627381028335831e-17
14,0,0.1645144410547327,1.2467796716444608,-1.0155955774681191,-0.7745818536889716,-0.07254254124772279,7.073700275354408,9.879952920695013e-08,3.1606013032020368e-15,195431716.3909943,8.138871957469709e-17,7.04914891777318e-17
14,0,1.12119627643529e-13,1.555555555555506,6.539899470238576e-13,-1.0028839315163444e-12,4.6713567644561256e-14,7.1111111111111,1.86419386053668e-07,1.685453682792492e-13,166895314.07353118,1.954519724326365e-16,9.420999773302193e-16
14,0,0.4323636544192909,2.064427226421772,1.4912621212157158,1.2846102783268796,0.1065187229439797,7.672146307040574,1.9568908994821032e-07,4.864350815656889e-15,89159159.17604665,7.832997423338439e-16,4.171407646471314e-16
14,0,0.4323636544192955,2.064427226421774,-1.4912621212157207,-1.2846102783268922,-0.10651872294398004,7.672146307040583,2.01144717878049e-07,4.579096531679461e-15,86205593.44186597,7.756658607939581e-16,4.125254315577127e-16
14,1,1.205363104094045,2.302548744311134,-3.339180429172539,-2.1635733649923656,-0.2385128877980385,9.289858808096415,8.931150285721445e-07,4.472247272339112e-13,5267996.618068468,3.626047489147914e-14,4.3057269710786345e-14
14,1,1.205363104094047,2.302548744311134,3.3391804291725418,2.1635733649923683,0.2385128877980387,9.289858808096415,8.926136819544328e-07,4.479364368737784e-13,5269353.789106789,3.6265455109691775e-14,4.3060999924819907e-14
18,0,1.490764448890744,0.5411046957972686,-9.112889244856333,-0.9117940001935523,-0.5062716247142407,9.934449171657143,1.1668504786810313e-07,3.3394477941904426e-14,3281828.632795704,2.5780412479569557e-15,7.334875917211654e-15
18,0,1.490764448890744,0.5411046957972686,9.112889244856332,0.911794000193552,0.5062716247142407,9.934449171657143,1.1595278950463984e-07,3.326260353314677e-14,3281828.632795704,2.5779144343387643e-15,7.330454404752323e-15
18,0,6.924777771783974e-15,1.058823529411785,-5.041681890557908e-16,3.979361131489905e-15,-2.800934383643282e-17,9.034506695872416,5.5983557198075255e-08,1.465539487691534e-15,826889987.3343819,3.0927466260270906e-18,2.475861854534373e-19
18,0,0.11050988453204066,1.175369767437543,0.9248783489811551,0.7039170685707672,0.05138213049895306,9.046576784656724,2.615694084404733e-07,8.758986256684653e-14,254612111.00579086,5.433712954840998e-17,8.292285458583783e-17
18,0,0.11050988453205086,1.1753697674375463,-0.9248783489811354,-0.7039170685708125,-0.05138213049895197,9.04657678465672,2.6013606674446014e-07,8.804126407467984e-14,252283406.63248315,5.478189626533702e-17,8.299575871550159e-17
18,0,2.2339042376299518e-14,1.3846153846154317,-1.1647910244158373e-13,4.9014757470919926e-14,-6.471061246754652e-15,9.061414016266559,1.6166200616778775e-07,5.1950273864037764e-15,784336556.9186949,9.076064815533462e-18,4.893004909097246e-18
18,0,0.21258250240335028,1.6506857041770104,1.1937324405104477,1.0614824273500345,0.06631846891724709,9.111975049670846,1.3315380611345613e-07,2.5555800975694917e-14,760638666.3908249,2.8389883985403564e-17,3.86910190550753e-17
18,0,0.21258250240333662,1.650685704177013,-1.1937324405104144,-1.0614824273500278,-0.06631846891724524,9.111975049670843,1.285703869702806e-07,2.316291556541348e-14,652475040.8210726,3.359675207806321e-17,3.645302414568501e-17
18,1,1.6151135749145602,1.7655853177490037,6.347802458721641,2.7430527657135624,0.3526556921512023,11.621766330649047,2.1188145474964718e-07,2.9515606878200235e-14,14522006.767704817,1.2967309493036103e-15,3.037964578972076e-16
18,1,1.6151135749145553,1.7655853177490128,-6.347802458721621,-2.7430527657135686,-0.3526556921512012,11.621766330649052,2.1238589050778294e-07,2.9658108338611504e-14,14461913.831839051,1.273068235641569e-15,3.029829427754657e-16
18,1,0.49499980398964877,1.801166725026564,-2.3674269397150782,-1.8623350993930086,-0.1315237188730599,9.041172819370244,7.178539800189725e-08,2.4401584512196264e-15,706654139.2083918,4.135796809453922e-18,3.2881510879374886e-18
18,1,0.4949998039896503,1.8011667250265646,2.3674269397150804,1.8623350993930072,0.13152371887306002,9.04117281937025,5.740947785649605e-08,1.27731816808959e-15,607774807.22396,6.603230021413607e-18,1.2589356884091938e-17
18,0,3.187672024837304e-15,2.0000000000000284,2.5646109715625012e-14,-8.753668207270801e-15,1.4247838730902785e-15,9.249169051405989,9.849483546126003e-08,3.368057479035385e-15,1004653932.4677334,2.1236593111391584e-17,2.9712559059380742e-18
18,0,0.5508402491465646,2.7303838782436407,-1.74808016365158,-1.625913130366843,-0.09711556464731,12.38960255247321,2.3973567095285756e-07,3.317830225239166e-14,122024911.40470433,1.4992201761376517e-16,1.3086005192144804e-16
18,0,0.5508402491465625,2.730383878243641,1.7480801636515793,1.6259131303668357,0.09711556464730996,12.389602552473212,2.3839841676596884e-07,3.156078075489051e-14,120119531.23359185,1.4885904570756587e-16,1.298213201041855e-16
22,0,1.4366684127834495,0.4316838901180178,-11.190382706129869,-0.8340076229253509,-0.5086537593695395,11.916934940718383,2.3714179853224607e-08,2.1623761454012748e-15,12086697.933229921,6.182575035652278e-17,1.0868088837354101e-17
22,0,1.4366684127834497,0.4316838901180178,11.190382706129869,0.8340076229253514,0.5086537593695395,11.916934940718376,2.0756185373907623e-08,1.0288554662225651e-15,13809191.01957046,6.28911198295612e-17,1.2016082856258297e-17
22,0,2.106392919404186,0.7472368436067304,-10.991948881750993,-1.3624070585372814,-0.4996340400795906,14.32335901607081,4.316655554128682e-07,2.7651479041149737e-13,1193633.5367320506,3.5405849725855937e-15,6.118491896988049e-15
22,0,2.106392919404192,0.7472368436067348,10.991948881751009,1.3624070585372903,0.49963404007959134,14.323359016070839,4.32228200591296e-07,2.7713573285110363e-13,1192078.5770313793,3.5460619641117177e-15,6.128865421952929e-15
22,0,4.786570866057543e-16,1.0476190476190492,-5.2493559259126e-14,-3.877597908258754e-15,-2.386070875414818e-15,11.027106122850627,1.8477445388036736e-07,6.098965527454539e-15,827117591.3338019,9.667676022454598e-20,2.280625005360432e-20
22,0,0.08249814716826336,1.1350754309377769,-0.8699296781067505,-0.6564576256483023,-0.03954225809576139,11.033948759650292,1.4688032203571843e-07,1.594478012489015e-14,1917720321.2629807,3.8857984542540023e-19,7.183450733493312e-20
22,0,0.08249814716828464,1.1350754309377795,0.8699296781068443,0.6564576256484104,0.03954225809576565,11.033948759650293,1.473211134248722e-07,2.0643073231544828e-14,2599007285.9173193,1.911718645659408e-19,2.47052823726538e-19
22,1,0.17058394633277194,1.1777054842781864,1.655721586788564,1.110671636174855,0.07526007212675291,10.133818291256308,1.1063027964660015e-07,3.4335876311786676e-14,1367591283.3587155,4.322465558407915e-18,9.062050827441106e-18
22,1,0.17058394633278043,1.1777054842781969,-1.6557215867885025,-1.1106716361748756,-0.07526007212675011,10.133818291256311,1.4616698316286117e-07,1.0906366295523172e-14,1259715825.1718369,3.4348445837734658e-18,5.9659957959787146e-18
22,0,1.6431770690134126e-14,1.2941176470587115,8.613050609179469e-14,-1.5307124269709297e-14,3.9150230041724854e-15,11.042269685134729,2.4695596651468947e-07,2.647438474948931e-14,2083474126.6077044,1.396305329966449e-18,2.126874635547956e-19
22,0,0.13625663898867593,1.4661791890091789,1.0620175884787502,0.9396205860067192,0.048273526749034096,11.06146473931184,1.4673664594728126e-07,1.201676315884141e-14,4216535209.259083,8.201081468746969e-20,6.2027970104777545e-19
22,0,0.13625663898866533,1.4661791890091802,-1.0620175884785235,-0.9396205860067693,-0.04827352674902379,11.061464739311836,1.619008467728672e-07,3.533698362360871e-14,2700415396.3745294,4.899477159232869e-19,1.4158542984346096e-18
22,1,0.29352190680679335,1.561749526141161,2.013160549127254,1.6339442743333596,0.09150729768760245,10.32673703688368,8.188080549436563e-07,4.213933457684986e-13,258071997.9182806,4.1867214403679543e-16,9.374523550063643e-17
22,1,0.2935219068068549,1.5617495261412015,-2.0131605491274054,-1.6339442743336317,-0.09150729768760933,10.326737036883754,8.292634989342598e-07,4.334204670876404e-13,255724450.06528914,4.12817371484105e-16,8.880481268635177e-17
22,0,1.2434082356098477,1.6346024860460622,6.8304344000681105,3.2424004582553123,0.31047429091218687,12.643187476874123,5.179226534366538e-07,2.455246439667393e-13,16372764.76494499,1.5957525042206964e-15,1.3449568554860042e-15
22,0,1.243408235609849,1.6346024860460622,-6.830434400068117,-3.2424004582553136,-0.31047429091218715,12.643187476874129,5.1830699031574e-07,2.4571744363723427e-13,16365101.429446962,1.595668641292273e-15,1.345371771459687e-15
22,0,9.152417974084592e-15,1.6923076923076061,1.0089134544205808e-14,2.0514381559353013e-14,4.585970247366276e-16,11.076923076923066,2.167708667210163e-07,4.8327907473491606e-14,2535433107.369585,1.883183652851345e-19,4.639573206774195e-19
22,1,0.8285623106353872,1.6944708946758373,4.833940436248144,2.9562500129060827,0.21972456528400655,11.53289228094394,7.475129115017006e-08,1.7396163782186311e-15,897160521.8538685,1.1111578781273851e-17,1.1145596921685576e-17
22,1,0.8285623106353875,1.694470894675843,-4.833940436248144,-2.956250012906099,-0.21972456528400655,11.532892280943955,7.539898372013699e-08,3.1753122717262167e-16,423853697.6000714,8.894468642571743e-18,7.814579575430436e-18
22,0,0.25729393000420586,2.052663938655924,-1.352355106394319,-1.301978185565356,-0.06147068665428723,11.541784183291377,1.986661221323879e-07,4.376232013080622e-14,1223345825.1175764,5.043655028836606e-18,2.5905836941365193e-18
22,0,0.2572939300041987,2.052663938655926,1.3523551063942665,1.3019781855652608,0.06147068665428484,11.541784183291377,1.7378569837217932e-07,6.88949671072926e-15,1756499242.7941222,1.9268575216957692e-18,6.382991569793647e-19
22,0,1.187276426566789,2.4470433535372176,-4.610892144094459,-3.2691210267173614,-0.20958600654974813,15.200479894823745,7.623334013832073e-08,5.904580085147856e-14,243616501.56089365,6.061278596429302e-18,4.8713003186893973e-17
22,0,1.1872764265667255,2.4470433535372553,4.610892144094624,3.2691210267164923,0.20958600654975565,15.20047989482373,2.7621345914211124e-08,3.4370113548008954e-15,1386921669.9560773,5.561115742746923e-19,2.7162782588657486e-18
22,0,0.6645537202965585,3.4015258102039447,1.990279712605616,1.9439821121707928,0.09046725966389163,18.674499027180726,1.7724724231270434e-07,3.752000333991271e-14,227962688.62440702,8.342881239290246e-18,8.312784778260408e-18
22,0,0.6645537202965482,3.4015258102039625,-1.9902797126055956,-1.9439821121708063,-0.0904672596638907,18.674499027180804,1.695519034011673e-07,4.0282824183001495e-14,240396633.58044577,8.535472955825709e-18,8.160136264045573e-18
22,1,1.9702059899486983,4.012850029271324,-4.562714019060738,-3.4710550336283954,-0.20739609177548807,24.106108536321358,1.3182734900774612e-07,2.316833765935831e-14,51695139.35201051,1.5648529622765568e-17,2.502576994673819e-17
22,1,1.97020598994855,4.012850029271566,4.562714019060674,3.4710550336286294,0.20739609177548515,24.106108536322093,1.0305992875561537e-07,1.516818504080898e-14,68158170.03832984,9.807582459953686e-18,1.5641880193709193e-17
26,0,1.3929538339953456,0.3602818959178783,-13.239937299048783,-0.7736292728840418,-0.5092283576557224,13.900391756033054,3.4379143202902907e-08,1.729319284930692e-14,6957824.233323732,6.726644211192384e-17,7.161351832409451e-16
26,0,1.3929538339953458,0.3602818959178784,13.239937299048783,0.7736292728840424,0.5092283576557224,13.900391756033057,3.313894135589677e-08,1.8478398420018458e-14,7070117.658151304,6.736337217522713e-17,7.168508003085465e-16
26,0,1.9453654402926042,0.5651854368561472,-13.116121535133802,-1.2165493218604946,-0.5044662128897616,16.03448250085986,3.3353181018361223e-07,3.607065283523563e-13,1216769.8539184867,1.0589325564497303e-15,2.857886422610387e-15
26,0,1.9453654402926042,0.5651854368561473,13.116121535133802,1.2165493218604946,0.5044662128897616,16.03448250085986,3.339249855374199e-07,3.6072391251753103e-13,1215337.1849229662,1.0589599216565284e-15,2.858006155102041e-15
26,0,2.7360635101670443,0.9691735244832812,-12.857240774585964,-1.788168538726799,-0.49450926056099864,20.465079579727643,2.8378085034706887e-07,4.1136467306098777e-13,1963572.3386067138,1.3377820214541677e-16,4.670483374857337e-16
26,0,2.73606351016712,0.969173524483375,12.857240774586055,1.7881685387268964,0.4945092605610021,20.465079579728183,2.8535013668751945e-07,4.099863426803853e-13,1953859.504577951,1.352640354116669e-16,4.672619466716392e-16
26,0,2.7571620805879657e-28,1.0399999999999519,6.668130544019502e-14,-2.2801144974278066e-27,2.564665593853655e-15,13.022306476717578,2.792522106385986e-07,2.031504211703618e-14,1870407887.0180674,7.44014529781545e-21,9.384932676522043e-21
26,0,0.06547901516093842,1.1093725935781125,-0.8319928518060103,-0.6218296680130196,-0.031999725069461936,13.026671893280298,3.7026549214979926e-07,4.739345279045553e-13,2087312896.3061755,1.2870295238715286e-18,2.7729600552048876e-18
26,0,0.06547901516099007,1.1093725935781396,0.8319928518065273,0.6218296680134529,0.031999725069481816,13.026671893280296,4.3470018556784393e-07,4.3658890459372035e-13,1996441008.9014845,1.2678563295158839e-18,2.7950582037800597e-18
26,1,0.13238433422771248,1.142693527790194,-1.5656444310925817,-1.0426663237439524,-0.06021709350356083,12.098799975172604,1.2761685413207565e-07,8.942837828226148e-14,3440856052.612889,9.609042530702273e-19,1.77278817000559e-18
26,1,0.13238433422799406,1.1426935277902188,1.5656444310932633,1.0426663237449376,0.06021709350358705,12.098799975172671,1.6720844009883927e-07,4.063134848293356e-14,2735799607.260503,2.342484859942652e-19,2.1743155680433022e-19
26,0,0.21597102629838658,1.1750716375186518,2.4299601844521903,1.4969585221103936,0.09346000709431501,13.041937932135387,1.0705238975354024e-07,1.9095824603935218e-15,2114894490.6923923,2.9469633815134145e-19,5.107112721523231e-19
26,0,0.2159710262983803,1.175071637518652,-2.42996018445197,-1.4969585221105035,-0.09346000709430655,13.041937932135385,1.2129671116885135e-07,2.0824356313463828e-14,1945834613.4811869,2.2914391546847258e-19,2.8931812247122667e-19
26,0,0.7687348610636022,1.1791417197859597,-7.441574862012039,-2.9849092646846738,-0.2862144177696938,13.23332604626332,8.54347054717213e-08,1.8357547455421458e-14,150977709.03590873,1.009605254222802e-17,2.734950799418236e-17
26,0,0.7687348610636072,1.1791417197859602,7.441574862012059,2.9849092646846853,0.2862144177696946,13.233326046263326,7.100427060155457e-08,2.1616844056451758e-14,249742278.02230677,1.0204142627210729e-17,2.719725830674873e-17
26,0,1.7999375187777365e-28,1.2380952380950412,2.241147496824392e-13,-1.8057321121808994e-27,8.6197980647092e-15,13.032056253156384,3.8481487470841655e-07,7.745272611756937e-14,5413474911.157731,2.9193985883681435e-20,1.845156589412146e-20
26,0,0.09879491398810095,1.3623194234876175,0.9852765895243084,0.8612665259435881,0.037895253443242634,13.042150477778204,5.783922723697617e-07,3.0546552773312157e-13,4130779818.4827104,1.4289723831531595e-19,9.184104348092589e-20
26,0,0.09879491398774969,1.3623194234889167,-0.9852765895184715,-0.8612665259451483,-0.03789525344301813,13.042150477778264,5.660565521976431e-07,3.6636264212819344e-13,3566375418.1047683,1.6940190599238268e-18,1.0698417405337792e-18
26,1,0.2040672793014978,1.4293844669435525,-1.8274360305134347,-1.4816328654702586,-0.07028600117359364,12.18088945493231,2.5505370943241747e-07,5.178400988019581e-14,5148771941.110855,8.584285986511673e-19,5.316699201596003e-19
26,1,0.2040672793015138,1.429384466943643,1.8274360305129813,1.48163286547094,0.07028600117357621,12.180889454932338,4.3092144348660676e-07,1.1523260404427493e-13,3779533257.468584,1.113277963036219e-18,9.835871075804138e-19
26,0,1.2730681272079701e-14,1.5294117647050438,1.7740261626226954e-12,2.2498741291453538e-13,6.823177548548828e-14,13.050344160598057,2.8345616393531276e-07,1.5012981273451131e-13,9917565650.13632,8.616939669109759e-19,2.862450330685419e-19
26,1,0.5251585603248936,1.5487548534991256,-4.116039209293512,-2.77462513902148,-0.15830920035744278,12.540901947481421,2.2412211519319704e-07,8.976928346875897e-14,733396363.480229,2.199560275149381e-17,2.8240527021253026e-17
26,1,0.5251585603248828,1.5487548534992264,4.116039209293206,2.7746251390218237,0.15830920035743098,12.540901947481498,1.7380349255909402e-07,1.0440711262495581e-13,908041424.0012867,1.482332759594769e-17,2.632920867574844e-17
26,0,0.16001190054950004,1.7542057489157536,1.1813232718769022,1.131910202512487,0.04543551045680393,13.078372273235034,2.3219757064020354e-07,4.4370076096182046e-14,6449933936.18399,8.448851052266921e-19,1.055158457354923e-18
26,0,0.1600119005498908,1.7542057489158511,-1.1813232718782172,-1.1319102025142567,-0.045435510456854504,13.07837227323509,3.666512809807894e-07,1.6896712144444357e-13,4581469271.237277,1.0128800596799238e-18,1.7269371061960911e-18
26,0,8.957631137569199e-15,1.9999999999994755,2.5868858876619175e-12,7.037374061520315e-13,9.94956110639199e-14,13.133706344969047,6.573458750162279e-07,2.737276384980429e-13,2611524859.5048666,9.079644200579047e-19,2.773828698699103e-18
26,0,0.2999823920257987,2.4550719277019684,-1.5005153157768996,-1.5214652110550626,-0.05771212752988075,15.996462939077846,3.412565650468168e-07,1.104944043949697e-13,1620739706.6786509,2.7822610527566592e-18,2.3193082919919083e-18
26,0,0.29998239202609706,2.455071927702012,1.500515315777386,1.521465211056051,0.05771212752989947,15.996462939078429,4.853520209637597e-08,8.253429866726336e-14,9055493242.333668,1.1774039977594882e-18,2.6174336478639685e-18
26,0,1.4217558683726321,3.006677598567471,-5.145807005566088,-3.925269153862361,-0.19791565406023415,21.590593461566378,5.017517300522721e-08,1.4729216623839891e-15,569496470.4504532,2.624776801052637e-19,5.2992765876778815e-20
26,0,1.4217558683726341,3.0066775985674963,5.145807005566038,3.9252691538624123,0.19791565406023223,21.590593461566527,5.547656822786985e-08,1.6454914428937287e-15,517266758.8025594,2.438742277879377e-19,4.970997187867045e-20
26,1,2.3433879542017753,4.895038149641091,5.137132980730135,4.091665260835598,0.1975820377203898,34.537602768789256,2.615896608731969e-08,6.877408414364774e-15,269432230.3737015,3.595589154360811e-20,4.3794960639894955e-19
26,1,2.3433879542017877,4.8950381496410955,-5.13713298073014,-4.09166526083559,-0.19758203772039,34.53760276878932,2.0873987108242636e-08,6.193565604623213e-15,315419556.8679174,3.551567122225774e-20,4.856739972969169e-19
30,0,1.3577041514246073,0.3101916756799918,15.274194674831438,0.7255537823438327,0.5091398224943813,15.885533484680881,3.979970471659268e-08,1.6217799382612428e-14,4662336.679986056,4.884745675279191e-17,3.2656899167467314e-16
30,0,1.3577041514246073,0.3101916756799919,-15.274194674831438,-0.7255537823438327,-0.5091398224943813,15.885533484680881,3.973267039749015e-08,1.5979007359659298e-14,4670202.666449712,4.8964598537127896e-17,3.2673253948028914e-16
30,0,1.8264316937262528,0.4529815610223482,-15.191758649141624,-1.107940685432392,-0.5063919549713874,17.821973700239905,4.6691905047163395e-08,4.566895148760708e-15,7111122.531482748,9.693935614937785e-18,2.0252916284709406e-17
30,0,1.8264316937262528,0.4529815610223486,15.191758649141624,1.107940685432393,0.5063919549713874,17.821973700239898,4.5661187233461045e-08,5.0897714723086705e-15,8098827.123424076,9.643539920170799e-18,2.0172692022443427e-17
30,0,2.4592010582084645,0.7083853190931905,-15.030972915437085,-1.5710242198769233,-0.5010324305145695,21.600180890619896,2.4834034326693577e-08,1.8197492376406383e-15,18405238.76958506,6.0834904472097185e-19,2.533783513566957e-19
30,0,2.459201058208482,0.708385319093217,15.030972915437093,1.5710242198769777,0.5010324305145698,21.600180890620024,1.28787149276552e-08,5.020269468404437e-16,35490833.83364595,8.141623230873915e-20,5.671712368599541e-20
30,1,1.6951488611423267,0.8855978942843434,-13.920032408174777,-2.6098279537370606,-0.46400108027249254,17.63393308526954,4.366756905459035e-08,8.543244707373568e-15,35588389.434166655,9.075109992900047e-18,1.8589408006732884e-17
30,1,1.6951488611423273,0.8855978942843443,13.920032408174777,2.6098279537370637,0.46400108027249254,17.63393308526954,4.3511951209861525e-08,5.497742347754626e-15,35715669.13141727,8.740419280290074e-18,1.821465057409072e-17
30,1,1.0442589402144622,0.9944933193591177,11.452234842395379,3.1371951759643713,0.3817411614131793,15.182307577520612,2.5733963975152836e-07,3.68925297236942e-13,18963351.740871537,2.558712736759669e-16,9.19874625578221e-16
30,1,1.0442589402144467,0.9944933193592452,-11.452234842395125,-3.1371951759642407,-0.3817411614131708,15.18230757752067,2.7384907330076383e-07,4.10749262091694e-13,18124969.11521499,2.848094844471575e-16,1.024554140499648e-15
30,0,4.2898301667424964e-23,1.0344827586205732,-3.488850380200883e-14,-2.5021101454638367e-23,-1.1629501267336278e-15,15.0189448043978,5.520418488388145e-07,6.744088568647944e-15,3312502826.6029654,1.0994818212397103e-21,5.814650721963796e-21
30,0,0.054092251211426114,1.091623858725675,0.8036598055272111,0.5951144095147757,0.02678866018424037,15.021952712939697,3.545474203127499e-07,1.3875091247937411e-13,9139877996.884893,2.798434413323466e-20,5.1608276963114257e-20
30,0,0.05409225121180967,1.0916238587260982,-0.8036598055263224,-0.5951144095153521,-0.026788660184210746,15.021952712939727,2.024648688045501e-07,1.2179899507243405e-13,13929335809.95049,1.730341406778375e-20,5.471415370831958e-20
30,1,0.10769968807864626,1.1186335665666536,1.5010493306019257,0.9897973117243706,0.050034977686730854,14.078094987464763,4.5465840698457565e-07,2.903207173716401e-13,4473360555.281466,5.727897838029451e-20,7.953630174071159e-20
30,1,0.10769968807826018,1.1186335665669116,-1.501049330597769,-0.9897973117249357,-0.0500349776865923,14.078094987464729,2.274448748427347e-07,8.61048097222091e-14,6979943989.454239,6.664756482170568e-20,7.499643920511758e-20
30,1,0.25094312740110314,1.1704433930508884,-3.228819841296927,-1.8654710403663237,-0.1076273280432309,14.129485001720385,2.2151341487882937e-07,6.203439201586944e-14,3194693475.202409,1.9013049540374512e-19,2.366590057911714e-19
30,1,0.25094312740098534,1.1704433930510096,3.2288198412956235,1.8654710403669517,0.10762732804318745,14.129485001720356,1.9861808289201105e-07,5.967169940331035e-14,2551943910.6936784,3.546812679120834e-19,3.22271636480259e-19
30,0,1.2087974033724438e-13,1.2000000000018314,3.1903615337548625e-12,1.5808576161114169e-12,1.0634538445849542e-13,15.025741064795568,8.804109479020271e-07,1.1822623682899215e-13,9565449075.89167,8.719581794639436e-21,2.3134610812207957e-20
30,1,0.45317995686290885,1.2005278065084137,5.457800568607783,2.729944114154239,0.18192668562025943,14.266149265067513,2.1405339961288864e-07,8.949058475728256e-14,621065869.455519,2.834269060904461e-18,6.168385051101873e-18
30,1,0.45317995686293483,1.200527806508434,-5.457800568607861,-2.729944114154333,-0.18192668562026204,14.266149265067542,1.5344216323107407e-07,9.178675030538435e-14,903769414.2005535,2.428238579152801e-18,5.8801359954706066e-18
30,0,0.07687265970228031,1.2958709726846354,0.9338439563255159,0.8057053182960768,0.031128131877517194,15.031905955237443,7.97531069262959e-07,6.893986070679241e-13,10432836270.500904,1.1349340594240942e-19,3.126165705822247e-20
30,0,0.07687265970145188,1.2958709726849504,-0.9338439563190141,-0.8057053182921501,-0.031128131877300468,15.031905955237423,2.99502636056499e-07,1.6701272388776706e-13,25634607944.406525,1.5469492683281039e-19,1.627628450491975e-20
30,1,0.15470946132334157,1.346317450354833,1.7108027404046582,1.3730538867863635,0.0570267580134886,14.124381496641464,3.810067308182565e-07,7.632396830864216e-13,15729575848.642664,2.891906708330561e-19,8.92090872448253e-19
30,1,0.15470946132336608,1.3463174503555162,-1.710802740398603,-1.3730538867969317,-0.057026758013286764,14.124381496641597,6.89400103972176e-07,1.931567450827706e-13,6636110907.287636,1.8807711017372775e-19,3.830530691053296e-20
30,0,8.230878333141501e-14,1.4285714285684896,6.141433191395627e-12,2.427908484320551e-13,2.0471443971318757e-13,15.037115591052638,8.704152502462798e-07,1.3431275472487028e-13,15787185608.035332,4.428376482657846e-21,4.885351701184098e-20
30,0,0.9401796802432577,1.466188571291706,-8.193591301187167,-4.01135090328459,-0.27311971003957225,15.58122339394404,3.7415388802176464e-07,1.4270683023309503e-13,143827031.97179705,4.871601749847363e-17,5.4600423142658984e-17
30,0,0.9401796802419223,1.4661885712919145,8.193591301183057,4.0113509032830805,0.27311971003943525,15.581223393940908,1.9318381416109508e-07,4.911923233306782e-14,277734622.6046821,1.7507598430455227e-17,1.901410110823345e-17
30,0,0.11369661434703027,1.5868352049336736,1.083452560013227,1.0249384978912455,0.036115085333774236,15.050643374281503,7.439186361895823e-07,7.777775683387519e-13,11546461979.274965,5.745981374292183e-19,3.458652870172099e-19
30,0,0.11369661434375218,1.5868352049339391,-1.0834525600071445,-1.0249384978780882,-0.03611508533357148,15.050643374281275,5.49713179050437e-07,1.3619427522886288e-13,23560970092.81823,3.428984030768568e-19,1.3950653732126523e-19
