coupling,sector,selector,fitted_coefficient,theory_coefficient,relative_difference,fit_rms
1.7,1,midpoint_nearest,7.043467373139317,8.637951682675444,-0.18459055666334373,0.012607530499426972
1.7,1,straddling,7.043467373139317,8.637951682675444,-0.18459055666334373,0.012607530499426972
1.7,1,local_minimum_gap,6.990761138861666,8.637951682675444,-0.19069226181450366,0.00765939762943934
1.75,0,midpoint_nearest,5.985153380976448,9.023537904225105,-0.33671765503705475,0.05808433721629225
1.75,0,straddling,5.985153380976448,9.023537904225105,-0.33671765503705475,0.05808433721629225
1.75,0,local_minimum_gap,5.561257646646334,9.023537904225105,-0.38369432193082736,0.02146005229380717
1.75,1,midpoint_nearest,7.312283531368763,9.023537904225105,-0.18964339608470845,0.013380774532643917
1.75,1,straddling,7.312283531368763,9.023537904225105,-0.18964339608470845,0.013380774532643917
1.75,1,local_minimum_gap,7.245746341098911,9.023537904225105,-0.19701713252556688,0.0071164475875922124
1.8,0,midpoint_nearest,6.206773301546984,9.403810686831198,-0.33997253791606474,0.07102725807137424
1.8,0,straddling,6.206773301546984,9.403810686831198,-0.33997253791606474,0.07102725807137424
1.8,0,local_minimum_gap,5.693445003553752,9.403810686831198,-0.39455980206761565,0.016856770710638996
1.8,1,midpoint_nearest,7.534419307404478,9.403810686831198,-0.1987908350860952,0.015381563381132701
1.8,1,straddling,7.534419307404478,9.403810686831198,-0.1987908350860952,0.015381563381132701
1.8,1,local_minimum_gap,7.4922687516979325,9.403810686831198,-0.20327311967372216,0.0050081186503811445
1.85,0,midpoint_nearest,6.2531925915351625,9.779389891325321,-0.36057436496299483,0.053988852634641774
1.85,0,straddling,6.391533258115231,9.779389891325321,-0.34642822004829193,0.06167756697167215
1.85,0,local_minimum_gap,5.972156968536113,9.779389891325321,-0.38931190647857944,0.019259568291538787
1.85,1,midpoint_nearest,7.806438184236447,9.779389891325321,-0.20174588895764906,0.014045237043055627
1.85,1,straddling,7.806438184236447,9.779389891325321,-0.20174588895764906,0.014045237043055627
1.85,1,local_minimum_gap,7.729624900224542,9.779389891325321,-0.20960049797370242,0.008938618726044614
1.9,0,midpoint_nearest,6.560412046650831,10.150796517878431,-0.3537047033603634,0.05693393597821159
1.9,0,straddling,6.560412046650831,10.150796517878431,-0.3537047033603634,0.05693393597821159
1.9,0,local_minimum_gap,6.136284523286134,10.150796517878431,-0.3954873873711884,0.02246786334819987
1.9,1,midpoint_nearest,8.032055951280924,10.150796517878431,-0.2087265332199108,0.016965935993281996
1.9,1,straddling,8.032055951280924,10.150796517878431,-0.2087265332199108,0.016965935993281996
1.9,1,local_minimum_gap,7.971739418709363,10.150796517878431,-0.21466858244386353,0.010236123753113181
1.95,0,midpoint_nearest,6.601574624919111,10.518472576197158,-0.3723827697323483,0.05196891154845423
1.95,0,straddling,6.601574624919111,10.518472576197158,-0.3723827697323483,0.05196891154845423
1.95,0,local_minimum_gap,6.382903874716664,10.518472576197158,-0.39317198115238755,0.021985646507140754
1.95,1,midpoint_nearest,8.288419519249116,10.518472576197158,-0.21201301242107667,0.013974038492727455
1.95,1,straddling,8.288419519249116,10.518472576197158,-0.21201301242107667,0.013974038492727455
1.95,1,local_minimum_gap,8.211266901887264,10.518472576197158,-0.2193479763906976,0.0064836672960022585
2.0,0,midpoint_nearest,6.725380984110309,10.882796185405306,-0.382017188456623,0.045281239729334205
2.0,0,straddling,6.875167116091659,10.882796185405306,-0.36825361800749296,0.059161612963467496
2.0,0,local_minimum_gap,6.538363209753882,10.882796185405306,-0.3992019056166515,0.018433648036563128
2.0,1,midpoint_nearest,8.522095139868956,10.882796185405306,-0.2169204499761043,0.011784870594351416
2.0,1,straddling,8.522095139868956,10.882796185405306,-0.2169204499761043,0.011784870594351416
2.0,1,local_minimum_gap,8.44453703047766,10.882796185405306,-0.22404712110638858,0.011392583058984836
