panel,kind,depth,L,p,scaled_x,I3,standard_error
f,collapse,31,16,0.8150000000000001,-1.4208689708092386,-6.166666666666667,0.35355339059327373
c,scan,31,16,0.8325,,-4.458333333333333,0.35355339059327373
f,collapse,31,16,0.8325,-1.0960989203385565,-4.458333333333333,0.35355339059327373
c,scan,31,16,0.8500000000000001,,-2.291666666666667,0.35355339059327373
f,collapse,31,16,0.8500000000000001,-0.7713288698678725,-2.291666666666667,0.35355339059327373
c,scan,31,16,0.8675000000000002,,-0.9166666666666667,0.35355339059327373
f,collapse,31,16,0.8675000000000002,-0.44655881939718844,-0.9166666666666667,0.35355339059327373
c,scan,31,16,0.8850000000000001,,-0.20833333333333331,0.35355339059327373
f,collapse,31,16,0.8850000000000001,-0.1217887689265065,-0.20833333333333331,0.35355339059327373
c,scan,31,16,0.9025000000000001,,-0.29166666666666663,0.35355339059327373
f,collapse,31,16,0.9025000000000001,0.20298128154417544,-0.29166666666666663,0.35355339059327373
c,scan,31,16,0.9200000000000002,,-0.041666666666666664,0.35355339059327373
f,collapse,31,16,0.9200000000000002,0.5277513320148595,-0.041666666666666664,0.35355339059327373
c,scan,31,16,0.9375000000000001,,0.0,0.35355339059327373
f,collapse,31,16,0.9375000000000001,0.8525213824855414,0.0,0.35355339059327373
c,scan,31,16,0.9550000000000001,,0.0,0.35355339059327373
f,collapse,31,16,0.9550000000000001,1.1772914329562234,0.0,0.35355339059327373
c,scan,31,16,0.9725000000000001,,0.0,0.35355339059327373
f,collapse,31,16,0.9725000000000001,1.5020614834269075,0.0,0.35355339059327373
c,scan,31,16,0.9900000000000001,,0.0,0.35355339059327373
f,collapse,31,16,0.9900000000000001,1.8268315338975893,0.0,0.35355339059327373
c,scan,31,24,0.7100000000000001,,-24.125,0.35355339059327373
f,collapse,31,24,0.7100000000000001,-5.165065784744313,-24.125,0.35355339059327373
c,scan,31,24,0.7275,,-22.916666666666664,0.35355339059327373
f,collapse,31,24,0.7275,-4.6672281187448625,-22.916666666666664,0.35355339059327373
c,scan,31,24,0.7450000000000001,,-19.375,0.4005824132950293
f,collapse,31,24,0.7450000000000001,-4.169390452745409,-19.375,0.4005824132950293
c,scan,31,24,0.7625000000000001,,-17.041666666666664,0.5543389456520862
f,collapse,31,24,0.7625000000000001,-3.6715527867459588,-17.041666666666664,0.5543389456520862
c,scan,31,24,0.78,,-14.458333333333332,0.35355339059327373
f,collapse,31,24,0.78,-3.173715120746508,-14.458333333333332,0.35355339059327373
c,scan,31,24,0.7975000000000001,,-11.833333333333334,0.35355339059327373
f,collapse,31,24,0.7975000000000001,-2.6758774547470545,-11.833333333333334,0.35355339059327373
c,scan,31,24,0.8150000000000001,,-10.666666666666668,0.361873432227873
f,collapse,31,24,0.8150000000000001,-2.1780397887476037,-10.666666666666668,0.361873432227873
c,scan,31,24,0.8325,,-7.416666666666666,0.35355339059327373
f,collapse,31,24,0.8325,-1.6802021227481532,-7.416666666666666,0.35355339059327373
c,scan,31,24,0.8500000000000001,,-4.625,0.4937606739854878
f,collapse,31,24,0.8500000000000001,-1.1823644567486995,-4.625,0.4937606739854878
c,scan,31,24,0.8675000000000002,,-2.0833333333333335,0.4869324127670847
f,collapse,31,24,0.8675000000000002,-0.6845267907492457,-2.0833333333333335,0.4869324127670847
c,scan,31,24,0.8850000000000001,,-0.6666666666666667,0.35355339059327373
f,collapse,31,24,0.8850000000000001,-0.18668912474979515,-0.6666666666666667,0.35355339059327373
c,scan,31,24,0.9025000000000001,,-0.041666666666666664,0.35355339059327373
f,collapse,31,24,0.9025000000000001,0.3111485412496554,-0.041666666666666664,0.35355339059327373
c,scan,31,24,0.9200000000000002,,-0.041666666666666664,0.35355339059327373
f,collapse,31,24,0.9200000000000002,0.8089862072491092,-0.041666666666666664,0.35355339059327373
c,scan,31,24,0.9375000000000001,,0.0,0.35355339059327373
f,collapse,31,24,0.9375000000000001,1.3068238732485598,0.0,0.35355339059327373
c,scan,31,24,0.9550000000000001,,0.0,0.35355339059327373
f,collapse,31,24,0.9550000000000001,1.8046615392480103,0.0,0.35355339059327373
c,scan,31,24,0.9725000000000001,,0.0,0.35355339059327373
f,collapse,31,24,0.9725000000000001,2.302499205247464,0.0,0.35355339059327373
c,scan,31,24,0.9900000000000001,,0.0,0.35355339059327373
f,collapse,31,24,0.9900000000000001,2.8003368712469148,0.0,0.35355339059327373
