campaign,label,L,m,d,p,time,observable,mean,standard_deviation,standard_error,realizations
transition,d11,16,11,11,0.6975,49,tripartite_mutual_information,-9.791666666666668,1.6613008863299372,0.5873585611575601,8
transition,d11,16,11,11,0.7324999999999999,49,half_chain_entropy,10.625,1.4413122327868286,0.5095808268053451,8
transition,d11,16,11,11,0.7324999999999999,49,tripartite_mutual_information,-6.333333333333334,1.35693398559762,0.479748611419283,8
transition,d11,16,11,11,0.7675000000000001,49,half_chain_entropy,7.541666666666668,0.8152806508697111,0.28824523840007743,8
transition,d11,16,11,11,0.7675000000000001,49,tripartite_mutual_information,-3.3333333333333335,0.9920317455237933,0.35073618720610084,8
transition,d11,16,11,11,0.8025,49,half_chain_entropy,4.708333333333334,1.5979898086569353,0.5649747149841562,8
transition,d11,16,11,11,0.8025,49,tripartite_mutual_information,-1.2916666666666667,0.8625819491779427,0.3049687727964166,8
transition,d11,16,11,11,0.8375,49,half_chain_entropy,2.208333333333333,0.9584627241843022,0.3388677458926258,8
transition,d11,16,11,11,0.8375,49,tripartite_mutual_information,-0.25,0.38832158167381164,0.137292411841319,8
transition,d11,16,11,11,0.8725,49,half_chain_entropy,0.7083333333333333,0.4154744849194083,0.14689241284825078,8
transition,d11,16,11,11,0.8725,49,tripartite_mutual_information,0.0,0.0,0.0,8
transition,d11,24,11,11,0.6275,73,half_chain_entropy,29.791666666666664,1.3085494210390327,0.46264208456721534,8
transition,d11,24,11,11,0.6275,73,tripartite_mutual_information,-24.375,2.178083473847506,0.7700687971739618,8
transition,d11,24,11,11,0.6625,73,half_chain_entropy,24.666666666666664,1.4253932901995965,0.5039526306789696,8
transition,d11,24,11,11,0.6625,73,tripartite_mutual_information,-19.291666666666668,1.812106552808129,0.6406764158616033,8
transition,d11,24,11,11,0.6975,73,half_chain_entropy,20.666666666666664,1.4142135623730954,0.5000000000000001,8
transition,d11,24,11,11,0.6975,73,tripartite_mutual_information,-14.916666666666668,1.7615829821994207,0.6228136361680158,8
transition,d11,24,11,11,0.7324999999999999,73,half_chain_entropy,15.458333333333334,1.1118053386771942,0.393082547169025,8
transition,d11,24,11,11,0.7324999999999999,73,tripartite_mutual_information,-9.791666666666668,1.5423904349963578,0.5453173679115967,8
transition,d11,24,11,11,0.7675000000000001,73,half_chain_entropy,9.791666666666668,0.9417562115031478,0.3329611016892141,8
transition,d11,24,11,11,0.7675000000000001,73,tripartite_mutual_information,-5.0,0.9920317455237933,0.35073618720610084,8
transition,d11,24,11,11,0.8025,73,half_chain_entropy,5.5,1.1268723396380222,0.39840953644479793,8
