panel,kind,depth,L,p,scaled_x,entropy,entropy_density,subtracted_entropy,standard_error
e,probability_scan_and_collapse,7,24,0.5450000000000002,-3.3037298498225716,25.583333333333336,0.19381313131313133,19.75,0.7478979565447121
b,size_scaling,7,24,0.5625000000000001,,23.416666666666664,0.1773989898989899,,0.9106001445448083
e,probability_scan_and_collapse,7,24,0.5625000000000001,-2.915055749843446,23.416666666666664,0.1773989898989899,17.58333333333333,0.9106001445448083
b,size_scaling,7,24,0.5800000000000001,,20.333333333333332,0.15404040404040403,,0.7694734879395465
e,probability_scan_and_collapse,7,24,0.5800000000000001,-2.526381649864321,20.333333333333332,0.15404040404040403,14.499999999999996,0.7694734879395465
b,size_scaling,7,24,0.5975000000000001,,18.833333333333336,0.1426767676767677,,0.891330691170681
e,probability_scan_and_collapse,7,24,0.5975000000000001,-2.137707549885193,18.833333333333336,0.1426767676767677,13.0,0.891330691170681
b,size_scaling,7,24,0.6150000000000001,,15.083333333333332,0.11426767676767675,,0.963534624417501
e,probability_scan_and_collapse,7,24,0.6150000000000001,-1.7490334499060678,15.083333333333332,0.11426767676767675,9.249999999999996,0.963534624417501
b,size_scaling,7,24,0.6325000000000001,,14.125,0.10700757575757576,,0.8431423674661679
e,probability_scan_and_collapse,7,24,0.6325000000000001,-1.3603593499269424,14.125,0.10700757575757576,8.291666666666664,0.8431423674661679
b,size_scaling,7,24,0.6500000000000001,,11.166666666666668,0.0845959595959596,,0.891330691170681
e,probability_scan_and_collapse,7,24,0.6500000000000001,-0.9716852499478146,11.166666666666668,0.0845959595959596,5.333333333333333,0.891330691170681
b,size_scaling,7,24,0.6675000000000002,,7.833333333333334,0.05934343434343435,,0.6761425986589046
e,probability_scan_and_collapse,7,24,0.6675000000000002,-0.5830111499686867,7.833333333333334,0.05934343434343435,1.9999999999999991,0.6761425986589046
b,size_scaling,7,24,0.6850000000000002,,6.208333333333332,0.04703282828282827,,0.8095267112707888
e,probability_scan_and_collapse,7,24,0.6850000000000002,-0.19433704998956144,6.208333333333332,0.04703282828282827,0.37499999999999734,0.8095267112707888
b,size_scaling,7,24,0.7025000000000001,,5.458333333333333,0.0413510101010101,,0.7667288822006
e,probability_scan_and_collapse,7,24,0.7025000000000001,0.19433704998956391,5.458333333333333,0.0413510101010101,-0.3750000000000018,0.7667288822006
