stage,m,d,L,p,time,observable,mean,standard_deviation,standard_error,realizations
base,9,27,8,0.2975,33,tripartite_mutual_information,-19.333333333333336,0.7126966450997989,0.251976315339485,8
base,9,27,8,0.395,33,half_chain_entropy,18.666666666666668,0.3984095364447977,0.1408590424547527,8
base,9,27,8,0.395,33,tripartite_mutual_information,-16.583333333333336,0.5841830545897765,0.206539899677351,8
base,9,27,8,0.4925,33,half_chain_entropy,15.0,0.3086066999241844,0.10910894511799638,8
base,9,27,8,0.4925,33,tripartite_mutual_information,-12.375,0.6531365106831049,0.2309186278722717,8
base,9,27,8,0.5900000000000001,33,half_chain_entropy,11.75,0.3450327796711771,0.12198750911856665,8
base,9,27,8,0.5900000000000001,33,tripartite_mutual_information,-9.25,0.38832158167381153,0.13729241184131893,8
base,9,27,8,0.6875,33,half_chain_entropy,7.75,0.4960158727618966,0.17536809360305042,8
base,9,27,8,0.6875,33,tripartite_mutual_information,-5.208333333333333,0.3959116463884735,0.13997590495601003,8
base,9,27,8,0.7849999999999999,33,half_chain_entropy,4.833333333333334,0.30860669992418355,0.10910894511799608,8
base,9,27,8,0.7849999999999999,33,tripartite_mutual_information,-2.583333333333333,0.5841830545897759,0.2065398996773508,8
base,9,27,8,0.8825000000000001,33,half_chain_entropy,0.75,0.5841830545897762,0.20653989967735087,8
base,9,27,8,0.8825000000000001,33,tripartite_mutual_information,0.0,0.1781741612749496,0.0629940788348712,8
base,9,27,8,0.98,33,half_chain_entropy,0.0,0.0,0.0,8
base,9,27,8,0.98,33,tripartite_mutual_information,0.0,0.0,0.0,8
base,9,27,12,0.2,33,half_chain_entropy,38.708333333333336,0.5473601872653648,0.193521050083439,8
base,9,27,12,0.2,33,tripartite_mutual_information,-36.166666666666664,0.6666666666666669,0.2357022603955159,8
base,9,27,12,0.2975,33,half_chain_entropy,32.95833333333333,0.8054871344779657,0.284782707473945,8
base,9,27,12,0.2975,33,tripartite_mutual_information,-30.208333333333332,0.889756521002609,0.3145764348029478,8
base,9,27,12,0.395,33,half_chain_entropy,27.416666666666664,0.5270462766947297,0.1863389981249824,8
base,9,27,12,0.395,33,tripartite_mutual_information,-24.708333333333332,0.628363962876031,0.22216020960144675,8
base,9,27,12,0.4925,33,half_chain_entropy,22.375,0.824957911384305,0.29166666666666646,8
base,9,27,12,0.4925,33,tripartite_mutual_information,-20.125,0.9417562115031479,0.33296110168921417,8
base,9,27,12,0.5900000000000001,33,half_chain_entropy,17.208333333333332,0.688626422094265,0.24346620638354224,8
base,9,27,12,0.5900000000000001,33,tripartite_mutual_information,-14.333333333333332,1.0690449676496974,0.37796447300922714,8
base,9,27,12,0.6875,33,half_chain_entropy,11.666666666666668,0.3984095364447977,0.1408590424547527,8
base,9,27,12,0.6875,33,tripartite_mutual_information,-9.208333333333332,0.7332792187825952,0.2592533540521735,8
base,9,27,12,0.7849999999999999,33,half_chain_entropy,6.666666666666667,0.30860669992418394,0.10910894511799622,8
base,9,27,12,0.7849999999999999,33,tripartite_mutual_information,-4.333333333333333,0.8908708063747479,0.314970394174356,8
base,9,27,12,0.8825000000000001,33,half_chain_entropy,1.0,0.5909368402852789,0.20892772350933625,8
