phase,cosine_potential,harmonic_comparator
0.36450000000000016,-46.71510595195036,-46.678493749999994
0.36675,-46.67488349207659,-46.6373609375
0.3690000000000001,-46.6344247407048,-46.595974999999996
0.3712500000000002,-46.59372990265738,-46.5543359375
0.37350000000000005,-46.552799183951834,-46.512443749999996
0.37575000000000014,-46.51163279179985,-46.4702984375
0.3780000000000002,-46.47023093460618,-46.427899999999994
0.3802500000000001,-46.42859382196766,-46.385248437499996
0.3825000000000002,-46.38672166467207,-46.34234375
0.38475000000000004,-46.344614674697134,-46.2991859375
0.3870000000000001,-46.302273065209384,-46.255775
0.3892500000000002,-46.25969705056312,-46.21211093749999
0.39150000000000007,-46.216886846299346,-46.16819375
0.39375000000000016,-46.17384266914462,-46.1240234375
0.39600000000000024,-46.13056473700999,-46.0796
0.3982500000000001,-46.08705326898991,-46.0349234375
0.4005000000000002,-46.04330848536108,-45.98999375
0.40275000000000005,-45.99933060758139,-45.9448109375
0.40500000000000014,-45.95511985828873,-45.899375
0.4072500000000002,-45.91067646129994,-45.853685937499996
0.4095000000000001,-45.866000641609624,-45.80774375
0.41175000000000017,-45.82109262538901,-45.7615484375
0.41400000000000003,-45.775952639984844,-45.7151
0.4162500000000001,-45.7305809139182,-45.668398437499995
0.4185000000000002,-45.684977676883356,-45.62144375
0.42075000000000007,-45.639143159746595,-45.5742359375
0.42300000000000015,-45.59307759454505,-45.526774999999994
0.42525000000000024,-45.54678121448556,-45.479060937499995
0.4275000000000001,-45.50025425394345,-45.431093749999995
0.4297500000000002,-45.45349694846136,-45.382873437499995
0.43200000000000005,-45.40650953474805,-45.3344
0.43425000000000014,-45.359292250677186,-45.285673437499995
0.4365000000000002,-45.31184533528618,-45.23669374999999
0.4387500000000001,-45.264169028774944,-45.1874609375
0.44100000000000017,-45.216263572504666,-45.137975
0.44325000000000003,-45.16812920899663,-45.0882359375
0.4455000000000001,-45.119766181930935,-45.03824375
0.4477500000000002,-45.07117473614531,-44.987998437499996
0.45000000000000007,-45.02235511763384,-44.9375
0.45225000000000015,-44.97330757354575,-44.886748437499996
0.45450000000000024,-44.92403235218412,-44.83574374999999
0.4567500000000001,-44.87452970300465,-44.784485937499994
0.4590000000000002,-44.8247998766144,-44.732974999999996
0.46125000000000005,-44.774843124770506,-44.6812109375
0.46350000000000013,-44.72465970037892,-44.62919375
0.4657500000000002,-44.67424985749312,-44.57692343749999
0.4680000000000001,-44.62361385131284,-44.5244
0.47025000000000017,-44.57275193818273,-44.4716234375
0.47250000000000003,-44.52166437559114,-44.41859375
0.4747500000000001,-44.470351422168726,-44.3653109375
0.4770000000000002,-44.41881333768721,-44.311775
0.47925000000000006,-44.36705038305806,-44.257985937499996
0.48150000000000015,-44.31506282033108,-44.20394374999999
0.48375000000000024,-44.262850912693224,-44.14964843749999
0.4860000000000001,-44.21041492446716,-44.095099999999995
0.4882500000000002,-44.157755121109965,-44.0402984375
0.49050000000000005,-44.104871769211776,-43.98524375
0.49275000000000013,-44.05176513649445,-43.9299359375
0.4950000000000002,-43.998435491810206,-43.87437499999999
0.4972500000000001,-43.944883105140256,-43.818560937499996
0.49950000000000017,-43.891108247593436,-43.76249375
0.5017500000000003,-43.83711119140485,-43.70617343749999
0.5040000000000001,-43.782892209934495,-43.6496
0.5062500000000002,-43.72845157766583,-43.59277343749999
0.5085000000000001,-43.67378957020445,-43.53569375
0.5107500000000001,-43.618906464276634,-43.4783609375
0.5130000000000002,-43.56380253772801,-43.42077499999999
0.5152500000000001,-43.508478069522084,-43.3629359375
0.5175000000000002,-43.45293333973884,-43.304843749999996
0.51975,-43.39716862957338,-43.2464984375
0.5220000000000001,-43.341184221334416,-43.1879
0.5242500000000002,-43.28498039844289,-43.129048437499996
0.5265000000000001,-43.228557445430546,-43.06994375
0.5287500000000002,-43.17191564793846,-43.0105859375
0.5310000000000002,-43.11505529271562,-42.95097499999999
0.5332500000000001,-43.05797666761743,-42.891110937499995
0.5355000000000002,-43.00068006160432,-42.83099375
0.5377500000000001,-42.94316576474026,-42.7706234375
0.5400000000000001,-42.8854340681912,-42.709999999999994
0.5422500000000002,-42.827485264223775,-42.649123437499995
0.5445000000000001,-42.76931964620368,-42.587993749999995
0.5467500000000002,-42.710937508594206,-42.526610937499996
0.549,-42.652339146954816,-42.464974999999995
0.5512500000000001,-42.59352485793959,-42.403085937499995
0.5535000000000002,-42.53449493929573,-42.340943749999994
0.5557500000000001,-42.4752496898621,-42.2785484375
0.5580000000000002,-42.41578940956762,-42.2159
0.5602500000000002,-42.35611439942985,-42.152998437499996
0.5625000000000001,-42.2962249615534,-42.08984375
0.5647500000000002,-42.2361213991284,-42.0264359375
0.5670000000000001,-42.17580401642903,-41.962775
0.5692500000000001,-42.1152731188119,-41.8988609375
0.5715000000000002,-42.05452901271456,-41.83469374999999
0.5737500000000001,-41.99357200565391,-41.770273437499995
0.5760000000000002,-41.93240240622467,-41.7056
0.57825,-41.8710205240978,-41.6406734375
0.5805000000000001,-41.80942667001895,-41.57549374999999
0.5827500000000002,-41.74762115580688,-41.51006093749999
0.5850000000000001,-41.685604294351876,-41.444374999999994
0.5872500000000002,-41.62337639961415,-41.378435937499994
0.5895000000000002,-41.56093778662231,-41.31224374999999
0.5917500000000001,-41.498288771471685,-41.2457984375
0.5940000000000002,-41.43542967132278,-41.17909999999999
0.5962500000000001,-41.37236080439967,-41.1121484375
0.5985000000000001,-41.309082489988334,-41.044943749999995
0.6007500000000002,-41.24559504843512,-40.97748593749999
0.6030000000000001,-41.18189880114508,-40.909774999999996
0.6052500000000002,-41.117994070580295,-40.84181093749999
0.6075000000000003,-41.05388118025835,-40.77359374999999
0.6097500000000001,-40.98956045475061,-40.70512343749999
0.6120000000000002,-40.92503221968061,-40.636399999999995
0.6142500000000001,-40.86029680172242,-40.5674234375
0.6165000000000002,-40.795354528598914,-40.49819375
0.6187500000000002,-40.73020572908025,-40.42871093749999
0.6210000000000001,-40.66485073298207,-40.358975
0.6232500000000002,-40.5992898711639,-40.288985937499994
0.6255000000000001,-40.53352347552747,-40.21874375
0.6277500000000001,-40.467551879015005,-40.148248437499994
0.6300000000000002,-40.40137541560759,-40.07749999999999
0.6322500000000001,-40.33499442032342,-40.0064984375
0.6345000000000002,-40.26840922921614,-39.93524375
0.6367500000000003,-40.20162017937313,-39.863735937499996
0.6390000000000001,-40.134627608913846,-39.791974999999994
0.6412500000000002,-40.06743185698799,-39.71996093749999
0.6435000000000001,-40.00003326377394,-39.647693749999995
0.6457500000000002,-39.932432170476915,-39.5751734375
0.6480000000000002,-39.864628919327316,-39.502399999999994
0.6502500000000001,-39.796623853578964,-39.4293734375
0.6525000000000002,-39.72841731750733,-39.35609374999999
0.65475,-39.660009656407894,-39.282560937499994
0.6570000000000001,-39.591401216594264,-39.208774999999996
0.6592500000000002,-39.52259234539653,-39.1347359375
0.6615000000000001,-39.45358339115946,-39.06044375
0.6637500000000002,-39.38437470324074,-38.9858984375
0.6660000000000003,-39.31496663200919,-38.91109999999999
0.6682500000000001,-39.245359528843046,-38.8360484375
0.6705000000000002,-39.175553746128095,-38.76074374999999
0.6727500000000001,-39.10554963725598,-38.685185937499995
0.6750000000000002,-39.03534755662234,-38.60937499999999
0.6772500000000002,-38.96494785962506,-38.53331093749999
0.6795000000000001,-38.894350902662474,-38.456993749999995
0.6817500000000002,-38.823557043131494,-38.38042343749999
0.684,-38.752566639425915,-38.3036
0.6862500000000001,-38.681380050934486,-38.22652343749999
0.6885000000000002,-38.609997638039154,-38.149193749999995
0.6907500000000001,-38.53841976211325,-38.0716109375
0.6930000000000002,-38.4666467855196,-37.99377499999999
0.6952500000000003,-38.394679071608756,-37.91568593749999
0.6975000000000001,-38.322516984717126,-37.837343749999995
0.6997500000000002,-38.25016089016509,-37.758748437499996
0.7020000000000001,-38.17761115425525,-37.679899999999996
0.7042500000000002,-38.104868144270476,-37.600798437499996
0.7065000000000002,-38.0319322284721,-37.52144374999999
0.7087500000000001,-37.95880377609805,-37.441835937499995
0.7110000000000002,-37.88548315736095,-37.361974999999994
0.7132500000000003,-37.81197074344628,-37.28186093749999
0.7155000000000001,-37.73826690651049,-37.20149375
0.7177500000000002,-37.664372019679064,-37.120873437499995
0.7200000000000001,-37.59028645704475,-37.04
0.7222500000000002,-37.51601059366551,-36.958873437499996
0.7245000000000003,-37.44154480556278,-36.87749374999999
0.7267500000000001,-37.36688946971943,-36.795860937499995
0.7290000000000002,-37.292044964077945,-36.71397499999999
0.7312500000000001,-37.217011667538486,-36.6318359375
0.7335000000000002,-37.14178995995693,-36.549443749999995
0.7357500000000002,-37.06638022214304,-36.46679843749999
0.7380000000000001,-36.99078283585843,-36.3839
0.7402500000000002,-36.91499818381472,-36.30074843749999
0.7425000000000003,-36.83902664967154,-36.21734374999999
0.7447500000000001,-36.76286861803464,-36.1336859375
0.7470000000000002,-36.68652447445386,-36.04977499999999
0.7492500000000001,-36.60999460542129,-35.965610937499996
0.7515000000000002,-36.53327939836922,-35.881193749999994
0.7537500000000003,-36.456379241668216,-35.79652343749999
0.7560000000000001,-36.37929452462517,-35.7116
0.7582500000000002,-36.302025637481286,-35.626423437499994
0.7605000000000001,-36.22457297141015,-35.54099375
0.7627500000000002,-36.146936918515706,-35.455310937499995
0.7650000000000002,-36.0691178718303,-35.36937499999999
0.7672500000000001,-35.99111622531272,-35.283185937499994
0.7695000000000002,-35.91293237384611,-35.196743749999996
0.7717500000000003,-35.83456671323606,-35.11004843749999
0.7740000000000001,-35.756019640208564,-35.0231
0.7762500000000002,-35.67729155240799,-34.935898437499986
0.7785000000000001,-35.59838284839515,-34.848443749999994
0.7807500000000002,-35.51929392764515,-34.760735937499994
0.7830000000000003,-35.44002519054551,-34.67277499999999
0.7852500000000001,-35.360577038394034,-34.584560937499994
0.7875000000000002,-35.28094987339682,-34.49609374999999
0.7897500000000003,-35.20114409866622,-34.407373437499984
0.7920000000000001,-35.12116011821881,-34.3184
0.7942500000000002,-35.0409983369733,-34.229173437499995
0.7965000000000001,-34.96065916074856,-34.13969375
0.7987500000000002,-34.880142996261476,-34.04996093749999
0.8010000000000003,-34.799450251124966,-33.959974999999986
0.8032500000000001,-34.7185813338459,-33.869735937499996
0.8055000000000002,-34.63753665382296,-33.77924374999999
0.8077500000000001,-34.5563166213447,-33.6884984375
0.8100000000000002,-34.474921647587344,-33.5975
0.8122500000000002,-34.39335214461278,-33.50624843749999
0.8145000000000001,-34.31160852536643,-33.41474375
0.8167500000000002,-34.2296912036752,-33.32298593749999
0.8190000000000003,-34.14760059424537,-33.23097499999999
0.8212500000000001,-34.06533711266046,-33.138710937499994
0.8235000000000002,-33.98290117537917,-33.046193749999986
0.8257500000000001,-33.900293199733255,-32.95342343749999
0.8280000000000002,-33.81751360392542,-32.86039999999999
0.8302500000000003,-33.73456280702719,-32.76712343749999
0.8325000000000001,-33.6514412289768,-32.673593749999995
0.8347500000000002,-33.568149290577054,-32.57981093749999
0.8370000000000001,-33.484687413493226,-32.485775
0.8392500000000002,-33.40105602025088,-32.39148593749999
0.8415000000000002,-33.31725553423375,-32.29694374999999
0.8437500000000001,-33.23328637968166,-32.20214843749999
0.8460000000000002,-33.149148981688235,-32.10709999999999
0.8482500000000003,-33.064843766198884,-32.01179843749999
0.8505000000000001,-32.9803711600086,-31.916243749999996
0.8527500000000002,-32.895731590759745,-31.82043593749999
0.8550000000000001,-32.810925486939986,-31.724374999999995
0.8572500000000002,-32.72595327788,-31.628060937499992
0.8595000000000003,-32.64081539375145,-31.53149374999999
0.8617500000000001,-32.55551226556469,-31.434673437499995
0.8640000000000002,-32.47004432516661,-31.33759999999999
0.8662500000000001,-32.38441200523848,-31.240273437499997
0.8685000000000002,-32.29861573929374,-31.142693749999992
0.8707500000000002,-32.21265596167579,-31.04486093749999
0.8730000000000001,-32.12653310755585,-30.946774999999995
0.8752500000000002,-32.040247612930656,-30.84843593749999
0.8775000000000003,-31.953799914620344,-30.74984374999999
0.8797500000000001,-31.867190450266225,-30.650998437499993
0.8820000000000002,-31.78041965832851,-30.55189999999999
0.8842500000000001,-31.693487978084146,-30.452548437499996
0.8865000000000002,-31.606395849624576,-30.35294374999999
0.8887500000000003,-31.51914371385352,-30.25308593749999
0.8910000000000001,-31.43173201248474,-30.152974999999994
0.8932500000000002,-31.34416118803977,-30.052610937499992
0.8955000000000003,-31.256431683845726,-29.951993749999986
0.8977500000000002,-31.16854394403305,-29.851123437499993
0.9,-31.08049841353322,-29.75
