x,potential,energy_0,energy_1,energy_2,energy_3
-3.27,5.34645,0.5,1.5,2.5,3.5
-3.26,5.3138,0.5,1.5,2.5,3.5
-3.25,5.28125,0.5,1.5,2.5,3.5
-3.24,5.248800000000001,0.5,1.5,2.5,3.5
-3.23,5.21645,0.5,1.5,2.5,3.5
-3.2199999999999998,5.184199999999999,0.5,1.5,2.5,3.5
-3.21,5.15205,0.5,1.5,2.5,3.5
-3.2,5.120000000000001,0.5,1.5,2.5,3.5
-3.19,5.08805,0.5,1.5,2.5,3.5
-3.1799999999999997,5.056199999999999,0.5,1.5,2.5,3.5
-3.17,5.02445,0.5,1.5,2.5,3.5
-3.16,4.992800000000001,0.5,1.5,2.5,3.5
-3.15,4.96125,0.5,1.5,2.5,3.5
-3.14,4.9298,0.5,1.5,2.5,3.5
-3.13,4.8984499999999995,0.5,1.5,2.5,3.5
-3.12,4.8672,0.5,1.5,2.5,3.5
-3.11,4.836049999999999,0.5,1.5,2.5,3.5
-3.1,4.805000000000001,0.5,1.5,2.5,3.5
-3.09,4.77405,0.5,1.5,2.5,3.5
-3.08,4.7432,0.5,1.5,2.5,3.5
-3.07,4.71245,0.5,1.5,2.5,3.5
-3.06,4.6818,0.5,1.5,2.5,3.5
-3.05,4.651249999999999,0.5,1.5,2.5,3.5
-3.04,4.6208,0.5,1.5,2.5,3.5
-3.0300000000000002,4.590450000000001,0.5,1.5,2.5,3.5
-3.02,4.5602,0.5,1.5,2.5,3.5
-3.01,4.530049999999999,0.5,1.5,2.5,3.5
-3.0,4.5,0.5,1.5,2.5,3.5
-2.99,4.4700500000000005,0.5,1.5,2.5,3.5
-2.98,4.4402,0.5,1.5,2.5,3.5
-2.9699999999999998,4.410449999999999,0.5,1.5,2.5,3.5
-2.96,4.3808,0.5,1.5,2.5,3.5
-2.95,4.35125,0.5,1.5,2.5,3.5
-2.94,4.3218,0.5,1.5,2.5,3.5
-2.9299999999999997,4.292449999999999,0.5,1.5,2.5,3.5
-2.92,4.263199999999999,0.5,1.5,2.5,3.5
-2.91,4.234050000000001,0.5,1.5,2.5,3.5
-2.9,4.205,0.5,1.5,2.5,3.5
-2.8899999999999997,4.176049999999999,0.5,1.5,2.5,3.5
-2.88,4.1472,0.5,1.5,2.5,3.5
-2.87,4.11845,0.5,1.5,2.5,3.5
-2.86,4.089799999999999,0.5,1.5,2.5,3.5
-2.8499999999999996,4.061249999999999,0.5,1.5,2.5,3.5
-2.84,4.0328,0.5,1.5,2.5,3.5
-2.83,4.00445,0.5,1.5,2.5,3.5
-2.8200000000000003,3.976200000000001,0.5,1.5,2.5,3.5
-2.81,3.9480500000000003,0.5,1.5,2.5,3.5
-2.8,3.9199999999999995,0.5,1.5,2.5,3.5
-2.79,3.8920500000000002,0.5,1.5,2.5,3.5
-2.7800000000000002,3.8642000000000007,0.5,1.5,2.5,3.5
-2.77,3.83645,0.5,1.5,2.5,3.5
-2.76,3.8087999999999993,0.5,1.5,2.5,3.5
-2.75,3.78125,0.5,1.5,2.5,3.5
-2.74,3.7538000000000005,0.5,1.5,2.5,3.5
-2.73,3.72645,0.5,1.5,2.5,3.5
-2.7199999999999998,3.6991999999999994,0.5,1.5,2.5,3.5
-2.71,3.67205,0.5,1.5,2.5,3.5
-2.7,3.6450000000000005,0.5,1.5,2.5,3.5
-2.69,3.6180499999999998,0.5,1.5,2.5,3.5
-2.6799999999999997,3.5911999999999993,0.5,1.5,2.5,3.5
-2.67,3.56445,0.5,1.5,2.5,3.5
-2.66,3.5378000000000003,0.5,1.5,2.5,3.5
-2.65,3.51125,0.5,1.5,2.5,3.5
-2.6399999999999997,3.484799999999999,0.5,1.5,2.5,3.5
-2.63,3.4584499999999996,0.5,1.5,2.5,3.5
-2.62,3.4322000000000004,0.5,1.5,2.5,3.5
-2.61,3.4060499999999996,0.5,1.5,2.5,3.5
-2.5999999999999996,3.379999999999999,0.5,1.5,2.5,3.5
-2.59,3.3540499999999995,0.5,1.5,2.5,3.5
-2.58,3.3282000000000003,0.5,1.5,2.5,3.5
-2.5700000000000003,3.3024500000000008,0.5,1.5,2.5,3.5
-2.56,3.2768,0.5,1.5,2.5,3.5
-2.55,3.2512499999999998,0.5,1.5,2.5,3.5
-2.54,3.2258,0.5,1.5,2.5,3.5
-2.5300000000000002,3.2004500000000005,0.5,1.5,2.5,3.5
-2.52,3.1752000000000002,0.5,1.5,2.5,3.5
-2.51,3.1500499999999994,0.5,1.5,2.5,3.5
-2.5,3.125,0.5,1.5,2.5,3.5
-2.49,3.1000500000000004,0.5,1.5,2.5,3.5
-2.48,3.0752,0.5,1.5,2.5,3.5
-2.4699999999999998,3.050449999999999,0.5,1.5,2.5,3.5
-2.46,3.0258,0.5,1.5,2.5,3.5
-2.45,3.0012500000000006,0.5,1.5,2.5,3.5
-2.44,2.9768,0.5,1.5,2.5,3.5
-2.4299999999999997,2.9524499999999994,0.5,1.5,2.5,3.5
-2.42,2.9282,0.5,1.5,2.5,3.5
-2.41,2.9040500000000002,0.5,1.5,2.5,3.5
-2.4,2.88,0.5,1.5,2.5,3.5
-2.3899999999999997,2.8560499999999993,0.5,1.5,2.5,3.5
-2.38,2.8322,0.5,1.5,2.5,3.5
-2.37,2.80845,0.5,1.5,2.5,3.5
-2.36,2.7847999999999997,0.5,1.5,2.5,3.5
-2.3499999999999996,2.761249999999999,0.5,1.5,2.5,3.5
-2.34,2.7377999999999996,0.5,1.5,2.5,3.5
-2.33,2.7144500000000003,0.5,1.5,2.5,3.5
-2.3200000000000003,2.6912000000000007,0.5,1.5,2.5,3.5
-2.31,2.66805,0.5,1.5,2.5,3.5
-2.3,2.6449999999999996,0.5,1.5,2.5,3.5
-2.29,2.62205,0.5,1.5,2.5,3.5
-2.2800000000000002,2.5992000000000006,0.5,1.5,2.5,3.5
-2.27,2.57645,0.5,1.5,2.5,3.5
-2.26,2.5537999999999994,0.5,1.5,2.5,3.5
-2.25,2.53125,0.5,1.5,2.5,3.5
-2.24,2.5088000000000004,0.5,1.5,2.5,3.5
-2.23,2.48645,0.5,1.5,2.5,3.5
-2.2199999999999998,2.4641999999999995,0.5,1.5,2.5,3.5
-2.21,2.44205,0.5,1.5,2.5,3.5
-2.2,2.4200000000000004,0.5,1.5,2.5,3.5
-2.19,2.39805,0.5,1.5,2.5,3.5
-2.1799999999999997,2.3761999999999994,0.5,1.5,2.5,3.5
-2.17,2.35445,0.5,1.5,2.5,3.5
-2.16,2.3328,0.5,1.5,2.5,3.5
-2.15,2.31125,0.5,1.5,2.5,3.5
-2.1399999999999997,2.289799999999999,0.5,1.5,2.5,3.5
-2.13,2.2684499999999996,0.5,1.5,2.5,3.5
-2.12,2.2472000000000003,0.5,1.5,2.5,3.5
-2.11,2.22605,0.5,1.5,2.5,3.5
-2.0999999999999996,2.204999999999999,0.5,1.5,2.5,3.5
-2.09,2.1840499999999996,0.5,1.5,2.5,3.5
-2.08,2.1632000000000002,0.5,1.5,2.5,3.5
-2.0700000000000003,2.1424500000000006,0.5,1.5,2.5,3.5
-2.06,2.1218,0.5,1.5,2.5,3.5
-2.05,2.10125,0.5,1.5,2.5,3.5
-2.04,2.0808,0.5,1.5,2.5,3.5
-2.0300000000000002,2.0604500000000003,0.5,1.5,2.5,3.5
-2.02,2.0402,0.5,1.5,2.5,3.5
-2.01,2.0200499999999995,0.5,1.5,2.5,3.5
-2.0,2.0,0.5,1.5,2.5,3.5
-1.9899999999999998,1.9800499999999996,0.5,1.5,2.5,3.5
-1.98,1.9602,0.5,1.5,2.5,3.5
-1.9699999999999998,1.9404499999999996,0.5,1.5,2.5,3.5
-1.96,1.9207999999999998,0.5,1.5,2.5,3.5
-1.9500000000000002,1.9012500000000003,0.5,1.5,2.5,3.5
-1.94,1.8818,0.5,1.5,2.5,3.5
-1.9300000000000002,1.8624500000000004,0.5,1.5,2.5,3.5
-1.92,1.8432,0.5,1.5,2.5,3.5
-1.9100000000000001,1.8240500000000002,0.5,1.5,2.5,3.5
-1.9,1.805,0.5,1.5,2.5,3.5
-1.8900000000000001,1.7860500000000001,0.5,1.5,2.5,3.5
-1.88,1.7671999999999999,0.5,1.5,2.5,3.5
-1.87,1.7484500000000003,0.5,1.5,2.5,3.5
-1.8599999999999999,1.7297999999999998,0.5,1.5,2.5,3.5
-1.85,1.7112500000000002,0.5,1.5,2.5,3.5
-1.8399999999999999,1.6927999999999996,0.5,1.5,2.5,3.5
-1.83,1.6744500000000002,0.5,1.5,2.5,3.5
-1.8199999999999998,1.6561999999999997,0.5,1.5,2.5,3.5
-1.81,1.63805,0.5,1.5,2.5,3.5
-1.7999999999999998,1.6199999999999997,0.5,1.5,2.5,3.5
-1.79,1.60205,0.5,1.5,2.5,3.5
-1.7799999999999998,1.5841999999999996,0.5,1.5,2.5,3.5
-1.77,1.5664500000000001,0.5,1.5,2.5,3.5
-1.7599999999999998,1.5487999999999997,0.5,1.5,2.5,3.5
-1.75,1.53125,0.5,1.5,2.5,3.5
-1.7399999999999998,1.5137999999999996,0.5,1.5,2.5,3.5
-1.73,1.49645,0.5,1.5,2.5,3.5
-1.7199999999999998,1.4791999999999996,0.5,1.5,2.5,3.5
-1.71,1.4620499999999998,0.5,1.5,2.5,3.5
-1.6999999999999997,1.4449999999999996,0.5,1.5,2.5,3.5
-1.69,1.4280499999999998,0.5,1.5,2.5,3.5
-1.6800000000000002,1.4112000000000002,0.5,1.5,2.5,3.5
-1.67,1.39445,0.5,1.5,2.5,3.5
-1.6600000000000001,1.3778000000000001,0.5,1.5,2.5,3.5
-1.65,1.3612499999999998,0.5,1.5,2.5,3.5
-1.6400000000000001,1.3448000000000002,0.5,1.5,2.5,3.5
-1.63,1.32845,0.5,1.5,2.5,3.5
-1.62,1.3122000000000003,0.5,1.5,2.5,3.5
-1.6099999999999999,1.2960499999999997,0.5,1.5,2.5,3.5
-1.6,1.2800000000000002,0.5,1.5,2.5,3.5
-1.5899999999999999,1.2640499999999997,0.5,1.5,2.5,3.5
-1.58,1.2482000000000002,0.5,1.5,2.5,3.5
-1.5699999999999998,1.2324499999999998,0.5,1.5,2.5,3.5
-1.56,1.2168,0.5,1.5,2.5,3.5
-1.5499999999999998,1.2012499999999997,0.5,1.5,2.5,3.5
-1.54,1.1858,0.5,1.5,2.5,3.5
-1.5299999999999998,1.1704499999999998,0.5,1.5,2.5,3.5
-1.52,1.1552,0.5,1.5,2.5,3.5
-1.5099999999999998,1.1400499999999998,0.5,1.5,2.5,3.5
-1.5,1.125,0.5,1.5,2.5,3.5
-1.4899999999999998,1.1100499999999998,0.5,1.5,2.5,3.5
-1.48,1.0952,0.5,1.5,2.5,3.5
-1.4699999999999998,1.0804499999999997,0.5,1.5,2.5,3.5
-1.46,1.0657999999999999,0.5,1.5,2.5,3.5
-1.4499999999999997,1.0512499999999996,0.5,1.5,2.5,3.5
-1.44,1.0368,0.5,1.5,2.5,3.5
-1.4300000000000002,1.0224500000000003,0.5,1.5,2.5,3.5
-1.42,1.0082,0.5,1.5,2.5,3.5
-1.4100000000000001,0.9940500000000002,0.5,1.5,2.5,3.5
-1.4,0.9799999999999999,0.5,1.5,2.5,3.5
-1.3900000000000001,0.9660500000000002,0.5,1.5,2.5,3.5
-1.38,0.9521999999999998,0.5,1.5,2.5,3.5
-1.37,0.9384500000000001,0.5,1.5,2.5,3.5
-1.3599999999999999,0.9247999999999998,0.5,1.5,2.5,3.5
-1.35,0.9112500000000001,0.5,1.5,2.5,3.5
-1.3399999999999999,0.8977999999999998,0.5,1.5,2.5,3.5
-1.33,0.8844500000000001,0.5,1.5,2.5,3.5
-1.3199999999999998,0.8711999999999998,0.5,1.5,2.5,3.5
-1.31,0.8580500000000001,0.5,1.5,2.5,3.5
-1.2999999999999998,0.8449999999999998,0.5,1.5,2.5,3.5
-1.29,0.8320500000000001,0.5,1.5,2.5,3.5
-1.2799999999999998,0.8191999999999997,0.5,1.5,2.5,3.5
-1.27,0.80645,0.5,1.5,2.5,3.5
-1.2599999999999998,0.7937999999999997,0.5,1.5,2.5,3.5
-1.25,0.78125,0.5,1.5,2.5,3.5
-1.2399999999999998,0.7687999999999997,0.5,1.5,2.5,3.5
-1.23,0.75645,0.5,1.5,2.5,3.5
-1.2199999999999998,0.7441999999999998,0.5,1.5,2.5,3.5
-1.21,0.73205,0.5,1.5,2.5,3.5
-1.1999999999999997,0.7199999999999996,0.5,1.5,2.5,3.5
-1.19,0.70805,0.5,1.5,2.5,3.5
-1.1800000000000002,0.6962000000000002,0.5,1.5,2.5,3.5
-1.17,0.6844499999999999,0.5,1.5,2.5,3.5
-1.1600000000000001,0.6728000000000002,0.5,1.5,2.5,3.5
-1.15,0.6612499999999999,0.5,1.5,2.5,3.5
-1.1400000000000001,0.6498000000000002,0.5,1.5,2.5,3.5
-1.13,0.6384499999999999,0.5,1.5,2.5,3.5
-1.12,0.6272000000000001,0.5,1.5,2.5,3.5
-1.1099999999999999,0.6160499999999999,0.5,1.5,2.5,3.5
-1.1,0.6050000000000001,0.5,1.5,2.5,3.5
-1.0899999999999999,0.5940499999999999,0.5,1.5,2.5,3.5
-1.08,0.5832,0.5,1.5,2.5,3.5
-1.0699999999999998,0.5724499999999998,0.5,1.5,2.5,3.5
-1.06,0.5618000000000001,0.5,1.5,2.5,3.5
-1.0499999999999998,0.5512499999999998,0.5,1.5,2.5,3.5
-1.04,0.5408000000000001,0.5,1.5,2.5,3.5
-1.0299999999999998,0.5304499999999998,0.5,1.5,2.5,3.5
-1.02,0.5202,0.5,1.5,2.5,3.5
-1.0099999999999998,0.5100499999999998,0.5,1.5,2.5,3.5
-1.0,0.5,0.5,1.5,2.5,3.5
-0.9899999999999998,0.49004999999999976,0.5,1.5,2.5,3.5
-0.98,0.48019999999999996,0.5,1.5,2.5,3.5
-0.9699999999999998,0.47044999999999976,0.5,1.5,2.5,3.5
-0.96,0.4608,0.5,1.5,2.5,3.5
-0.9499999999999997,0.45124999999999976,0.5,1.5,2.5,3.5
-0.94,0.44179999999999997,0.5,1.5,2.5,3.5
-0.9299999999999997,0.4324499999999997,0.5,1.5,2.5,3.5
-0.9199999999999999,0.4231999999999999,0.5,1.5,2.5,3.5
-0.9100000000000001,0.41405000000000014,0.5,1.5,2.5,3.5
-0.8999999999999999,0.4049999999999999,0.5,1.5,2.5,3.5
-0.8900000000000001,0.3960500000000001,0.5,1.5,2.5,3.5
-0.8799999999999999,0.38719999999999993,0.5,1.5,2.5,3.5
-0.8700000000000001,0.3784500000000001,0.5,1.5,2.5,3.5
-0.8599999999999999,0.3697999999999999,0.5,1.5,2.5,3.5
-0.8500000000000001,0.36125000000000007,0.5,1.5,2.5,3.5
-0.8399999999999999,0.3527999999999999,0.5,1.5,2.5,3.5
-0.8300000000000001,0.34445000000000003,0.5,1.5,2.5,3.5
-0.8199999999999998,0.3361999999999999,0.5,1.5,2.5,3.5
-0.81,0.32805000000000006,0.5,1.5,2.5,3.5
-0.7999999999999998,0.31999999999999984,0.5,1.5,2.5,3.5
-0.79,0.31205000000000005,0.5,1.5,2.5,3.5
-0.7799999999999998,0.30419999999999986,0.5,1.5,2.5,3.5
-0.77,0.29645,0.5,1.5,2.5,3.5
-0.7599999999999998,0.28879999999999983,0.5,1.5,2.5,3.5
-0.75,0.28125,0.5,1.5,2.5,3.5
-0.7399999999999998,0.2737999999999998,0.5,1.5,2.5,3.5
-0.73,0.26644999999999996,0.5,1.5,2.5,3.5
-0.7199999999999998,0.2591999999999998,0.5,1.5,2.5,3.5
-0.71,0.25205,0.5,1.5,2.5,3.5
-0.6999999999999997,0.2449999999999998,0.5,1.5,2.5,3.5
-0.69,0.23804999999999996,0.5,1.5,2.5,3.5
-0.6799999999999997,0.2311999999999998,0.5,1.5,2.5,3.5
-0.6699999999999999,0.22444999999999996,0.5,1.5,2.5,3.5
-0.6600000000000001,0.2178000000000001,0.5,1.5,2.5,3.5
-0.6499999999999999,0.21124999999999994,0.5,1.5,2.5,3.5
-0.6400000000000001,0.2048000000000001,0.5,1.5,2.5,3.5
-0.6299999999999999,0.19844999999999993,0.5,1.5,2.5,3.5
-0.6200000000000001,0.19220000000000007,0.5,1.5,2.5,3.5
-0.6099999999999999,0.18604999999999994,0.5,1.5,2.5,3.5
-0.6000000000000001,0.18000000000000005,0.5,1.5,2.5,3.5
-0.5899999999999999,0.17404999999999993,0.5,1.5,2.5,3.5
-0.5800000000000001,0.16820000000000004,0.5,1.5,2.5,3.5
-0.5699999999999998,0.1624499999999999,0.5,1.5,2.5,3.5
-0.56,0.15680000000000002,0.5,1.5,2.5,3.5
-0.5499999999999998,0.1512499999999999,0.5,1.5,2.5,3.5
-0.54,0.1458,0.5,1.5,2.5,3.5
-0.5299999999999998,0.1404499999999999,0.5,1.5,2.5,3.5
-0.52,0.13520000000000001,0.5,1.5,2.5,3.5
-0.5099999999999998,0.1300499999999999,0.5,1.5,2.5,3.5
-0.5,0.125,0.5,1.5,2.5,3.5
-0.48999999999999977,0.12004999999999989,0.5,1.5,2.5,3.5
-0.48,0.1152,0.5,1.5,2.5,3.5
-0.46999999999999975,0.11044999999999988,0.5,1.5,2.5,3.5
-0.45999999999999996,0.10579999999999998,0.5,1.5,2.5,3.5
-0.44999999999999973,0.10124999999999988,0.5,1.5,2.5,3.5
-0.43999999999999995,0.09679999999999998,0.5,1.5,2.5,3.5
-0.4299999999999997,0.09244999999999988,0.5,1.5,2.5,3.5
-0.41999999999999993,0.08819999999999997,0.5,1.5,2.5,3.5
-0.41000000000000014,0.08405000000000006,0.5,1.5,2.5,3.5
-0.3999999999999999,0.07999999999999996,0.5,1.5,2.5,3.5
-0.3900000000000001,0.07605000000000005,0.5,1.5,2.5,3.5
-0.3799999999999999,0.07219999999999996,0.5,1.5,2.5,3.5
-0.3700000000000001,0.06845000000000004,0.5,1.5,2.5,3.5
-0.3599999999999999,0.06479999999999995,0.5,1.5,2.5,3.5
-0.3500000000000001,0.061250000000000034,0.5,1.5,2.5,3.5
-0.33999999999999986,0.05779999999999995,0.5,1.5,2.5,3.5
-0.33000000000000007,0.054450000000000026,0.5,1.5,2.5,3.5
-0.31999999999999984,0.05119999999999995,0.5,1.5,2.5,3.5
-0.31000000000000005,0.048050000000000016,0.5,1.5,2.5,3.5
-0.2999999999999998,0.04499999999999995,0.5,1.5,2.5,3.5
-0.29000000000000004,0.04205000000000001,0.5,1.5,2.5,3.5
-0.2799999999999998,0.03919999999999994,0.5,1.5,2.5,3.5
-0.27,0.03645,0.5,1.5,2.5,3.5
-0.2599999999999998,0.03379999999999994,0.5,1.5,2.5,3.5
-0.25,0.03125,0.5,1.5,2.5,3.5
-0.23999999999999977,0.028799999999999944,0.5,1.5,2.5,3.5
-0.22999999999999998,0.026449999999999994,0.5,1.5,2.5,3.5
-0.21999999999999975,0.024199999999999944,0.5,1.5,2.5,3.5
-0.20999999999999996,0.022049999999999993,0.5,1.5,2.5,3.5
-0.19999999999999973,0.01999999999999995,0.5,1.5,2.5,3.5
-0.18999999999999995,0.01804999999999999,0.5,1.5,2.5,3.5
-0.17999999999999972,0.01619999999999995,0.5,1.5,2.5,3.5
-0.16999999999999993,0.014449999999999987,0.5,1.5,2.5,3.5
-0.16000000000000014,0.012800000000000023,0.5,1.5,2.5,3.5
-0.1499999999999999,0.011249999999999987,0.5,1.5,2.5,3.5
-0.14000000000000012,0.009800000000000017,0.5,1.5,2.5,3.5
-0.1299999999999999,0.008449999999999985,0.5,1.5,2.5,3.5
-0.1200000000000001,0.007200000000000013,0.5,1.5,2.5,3.5
-0.10999999999999988,0.006049999999999986,0.5,1.5,2.5,3.5
-0.10000000000000009,0.005000000000000009,0.5,1.5,2.5,3.5
-0.08999999999999986,0.004049999999999988,0.5,1.5,2.5,3.5
-0.08000000000000007,0.003200000000000006,0.5,1.5,2.5,3.5
-0.06999999999999984,0.0024499999999999886,0.5,1.5,2.5,3.5
-0.06000000000000005,0.0018000000000000032,0.5,1.5,2.5,3.5
-0.04999999999999982,0.0012499999999999911,0.5,1.5,2.5,3.5
-0.040000000000000036,0.0008000000000000014,0.5,1.5,2.5,3.5
-0.029999999999999805,0.00044999999999999413,0.5,1.5,2.5,3.5
-0.020000000000000018,0.00020000000000000036,0.5,1.5,2.5,3.5
-0.009999999999999787,4.999999999999787e-05,0.5,1.5,2.5,3.5
0.0,0.0,0.5,1.5,2.5,3.5
0.009999999999999787,4.999999999999787e-05,0.5,1.5,2.5,3.5
0.020000000000000462,0.00020000000000000923,0.5,1.5,2.5,3.5
0.03000000000000025,0.00045000000000000747,0.5,1.5,2.5,3.5
0.040000000000000036,0.0008000000000000014,0.5,1.5,2.5,3.5
0.04999999999999982,0.0012499999999999911,0.5,1.5,2.5,3.5
0.0600000000000005,0.0018000000000000299,0.5,1.5,2.5,3.5
0.07000000000000028,0.00245000000000002,0.5,1.5,2.5,3.5
0.08000000000000007,0.003200000000000006,0.5,1.5,2.5,3.5
0.08999999999999986,0.004049999999999988,0.5,1.5,2.5,3.5
0.09999999999999964,0.0049999999999999645,0.5,1.5,2.5,3.5
0.11000000000000032,0.006050000000000035,0.5,1.5,2.5,3.5
0.1200000000000001,0.007200000000000013,0.5,1.5,2.5,3.5
0.1299999999999999,0.008449999999999985,0.5,1.5,2.5,3.5
0.13999999999999968,0.009799999999999955,0.5,1.5,2.5,3.5
0.15000000000000036,0.011250000000000053,0.5,1.5,2.5,3.5
0.16000000000000014,0.012800000000000023,0.5,1.5,2.5,3.5
0.16999999999999993,0.014449999999999987,0.5,1.5,2.5,3.5
0.17999999999999972,0.01619999999999995,0.5,1.5,2.5,3.5
0.1900000000000004,0.018050000000000073,0.5,1.5,2.5,3.5
0.20000000000000018,0.020000000000000035,0.5,1.5,2.5,3.5
0.20999999999999996,0.022049999999999993,0.5,1.5,2.5,3.5
0.21999999999999975,0.024199999999999944,0.5,1.5,2.5,3.5
0.23000000000000043,0.0264500000000001,0.5,1.5,2.5,3.5
0.2400000000000002,0.02880000000000005,0.5,1.5,2.5,3.5
0.25,0.03125,0.5,1.5,2.5,3.5
0.2599999999999998,0.03379999999999994,0.5,1.5,2.5,3.5
0.27000000000000046,0.03645000000000013,0.5,1.5,2.5,3.5
0.28000000000000025,0.03920000000000007,0.5,1.5,2.5,3.5
0.29000000000000004,0.04205000000000001,0.5,1.5,2.5,3.5
0.2999999999999998,0.04499999999999995,0.5,1.5,2.5,3.5
0.3100000000000005,0.048050000000000155,0.5,1.5,2.5,3.5
0.3200000000000003,0.05120000000000009,0.5,1.5,2.5,3.5
0.33000000000000007,0.054450000000000026,0.5,1.5,2.5,3.5
0.33999999999999986,0.05779999999999995,0.5,1.5,2.5,3.5
0.35000000000000053,0.061250000000000186,0.5,1.5,2.5,3.5
0.3600000000000003,0.06480000000000012,0.5,1.5,2.5,3.5
0.3700000000000001,0.06845000000000004,0.5,1.5,2.5,3.5
0.3799999999999999,0.07219999999999996,0.5,1.5,2.5,3.5
0.3899999999999997,0.07604999999999988,0.5,1.5,2.5,3.5
0.40000000000000036,0.08000000000000014,0.5,1.5,2.5,3.5
0.41000000000000014,0.08405000000000006,0.5,1.5,2.5,3.5
0.41999999999999993,0.08819999999999997,0.5,1.5,2.5,3.5
0.4299999999999997,0.09244999999999988,0.5,1.5,2.5,3.5
0.4400000000000004,0.09680000000000018,0.5,1.5,2.5,3.5
0.4500000000000002,0.10125000000000008,0.5,1.5,2.5,3.5
0.45999999999999996,0.10579999999999998,0.5,1.5,2.5,3.5
0.46999999999999975,0.11044999999999988,0.5,1.5,2.5,3.5
0.4800000000000004,0.1152000000000002,0.5,1.5,2.5,3.5
0.4900000000000002,0.1200500000000001,0.5,1.5,2.5,3.5
0.5,0.125,0.5,1.5,2.5,3.5
