t_us,omega1_MHz,omega2_MHz,delta1_MHz,delta2_MHz,P00,P01,P11,phi00_rad,phi01_rad,phi11_rad
1.375000000000000007e-02,2.313393937856331295e+00,1.217873994173413132e+00,9.330000000000000071e+00,5.269999999999998685e+00,9.987373161701738056e-01,9.985588009240984331e-01,9.983803175881164060e-01,1.124558503905538664e-04,1.201387560353046945e-04,1.278216613318338812e-04
1.437500000000000062e-02,2.485104443708904931e+00,1.396036437352726312e+00,9.330000000000000071e+00,5.269999999999998685e+00,9.983892618686928122e-01,9.981361993712080105e-01,9.978832010227740579e-01,1.503878288808305176e-04,1.617147771734590552e-04,1.730417246292376891e-04
1.499999999999999944e-02,2.657686581852146457e+00,1.591498862132841419e+00,9.330000000000000071e+00,5.269999999999998685e+00,9.979703457163082714e-01,9.976162707523904549e-01,9.972623214243726553e-01,1.983182501543298754e-04,2.147772931431295423e-04,2.312363342242976314e-04
1.562500000000000000e-02,2.830529428086295152e+00,1.804897656919816518e+00,9.330000000000000071e+00,5.269999999999998685e+00,9.974713304706196437e-01,9.969819841271662098e-01,9.964928778770509865e-01,2.581706383855441917e-04,2.817655720794180817e-04,3.053605016509582039e-04
1.625000000000000056e-02,3.003046037936808244e+00,2.036789484090290259e+00,9.330000000000000071e+00,5.269999999999998685e+00,9.968825879659428679e-01,9.962141014946465090e-01,9.955460633518538049e-01,3.320974897467514559e-04,3.654960772033616898e-04,3.988946562354385547e-04
1.687500000000000111e-02,3.174677631044818149e+00,2.287642816120460942e+00,9.330000000000000071e+00,5.269999999999998685e+00,9.961941819036652657e-01,9.952909610593503320e-01,9.943885592577845767e-01,4.224868218495311583e-04,4.692029560045802390e-04,5.159190739640900523e-04
1.750000000000000167e-02,3.344897583476349023e+00,2.557829981381718465e+00,9.330000000000000071e+00,5.269999999999998685e+00,9.953959583785187970e-01,9.941882466251995565e-01,9.929820004233016473e-01,5.319666914595030808e-04,5.965822377171680138e-04,6.611977549941153815e-04
1.812499999999999875e-02,3.513215199391566124e+00,2.847619785572672590e+00,9.330000000000000071e+00,5.269999999999998685e+00,9.944776423912117247e-01,9.928787458761078044e-01,9.912824204888970314e-01,6.634076590252625024e-04,7.518403210074325882e-04,8.402729357500899167e-04
1.874999999999999931e-02,3.679179234906736706e+00,3.157170771218938743e+00,9.330000000000000071e+00,5.269999999999998685e+00,9.934289384200710726e-01,9.913321017197816998e-01,9.892396916964008025e-01,8.199232417269516774e-04,9.397474207233667354e-04,1.059571533037304870e-03
1.937499999999999986e-02,3.842381148557399762e+00,3.486525173688317825e+00,9.330000000000000071e+00,5.269999999999998685e+00,9.922396329926382874e-01,9.895145624779403404e-01,9.867969776445556507e-01,1.004868460898598924e-03,1.165696735080300585e-03,1.326524940026761875e-03
2.000000000000000042e-02,4.002458054521540021e+00,3.835603627765120649e+00,9.330000000000000071e+00,5.269999999999998685e+00,9.908996971171748491e-01,9.873887384793300637e-01,9.838902227102747089e-01,1.221836653294312326e-03,1.435770194921771057e-03,1.649703733675609608e-03
2.062500000000000097e-02,4.159095356675409860e+00,4.204200674030232676e+00,9.330000000000000071e+00,5.269999999999998685e+00,9.893993864071343181e-01,9.849133745200312484e-01,9.804477074383105561e-01,1.474654777309651263e-03,1.756811767709776009e-03,2.038969018454137375e-03
2.125000000000000153e-02,4.312029043619885371e+00,4.591981109134342098e+00,9.330000000000000071e+00,5.269999999999998685e+00,9.877293367609162322e-01,9.820431496557033846e-01,9.763897051527488102e-01,1.767377503599159216e-03,2.136509414599540007e-03,2.505642332660448432e-03
2.187500000000000208e-02,4.461047627018892570e+00,4.998477218562528357e+00,9.330000000000000071e+00,5.269999999999998685e+00,9.858806535450943542e-01,9.787285178267736141e-01,9.716282811467951142e-01,2.104280433338100685e-03,2.583486944263632418e-03,3.062696294091441038e-03
2.249999999999999917e-02,4.605993707919417979e+00,5.423086924704721312e+00,9.330000000000000071e+00,5.269999999999998685e+00,9.838449923707414113e-01,9.749156048199747460e-01,9.660672817810294077e-01,2.489852835588391312e-03,3.107407178037190423e-03,3.724968477211934408e-03
2.312499999999999972e-02,4.746765158160196840e+00,5.865072877004871899e+00,9.330000000000000071e+00,5.269999999999998685e+00,9.816146297466322723e-01,9.705461789517701998e-01,9.596025662794814837e-01,2.928790336916179977e-03,3.719088044619000503e-03,4.509401413340672141e-03
2.375000000000000028e-02,4.883315906507680104e+00,6.323562504701542686e+00,9.330000000000000071e+00,5.269999999999998685e+00,9.791825221356594833e-01,9.655577145175818776e-01,9.521225384532555625e-01,3.425988030784176026e-03,4.430633467460179734e-03,5.435312111807403916e-03
2.437500000000000083e-02,5.015656321767272274e+00,6.797549046233577030e+00,9.330000000000000071e+00,5.269999999999998685e+00,9.765423522256554412e-01,9.598835683637542138e-01,9.435090383705601047e-01,3.986534500655403331e-03,5.255581204104721460e-03,6.524695141336468197e-03
2.500000000000000139e-02,5.143853187788216985e+00,7.285893562809015123e+00,9.330000000000000071e+00,5.269999999999998685e+00,9.736885615457426812e-01,9.534532907674749813e-01,9.336386543685151196e-01,4.615707268675616620e-03,6.209070155915481608e-03,7.802564120685544571e-03
2.562500000000000194e-02,5.268029267994833731e+00,7.787327936965461106e+00,9.330000000000000071e+00,5.269999999999998685e+00,9.706163689056663824e-01,9.461930919979566479e-01,9.223845128906671409e-01,5.318970190850654846e-03,7.308030102786041912e-03,9.297337486551031371e-03
2.624999999999999903e-02,5.388362459817612304e+00,8.300458850229794905e+00,9.330000000000000071e+00,5.269999999999998685e+00,9.673217744989214273e-01,9.380264853118899238e-01,9.096185964789876843e-01,6.101973319519999987e-03,8.571397347177076714e-03,1.104127568448516790e-02
2.687499999999999958e-02,5.505084542147105964e+00,8.823772727257711779e+00,9.330000000000000071e+00,5.269999999999998685e+00,9.638015498808408799e-01,9.288751255326739287e-01,8.952146278741396346e-01,6.970555744479109243e-03,1.002036039486917107e-02,1.307097852549153616e-02
2.750000000000000014e-02,5.618479521674040633e+00,9.355641627143652883e+00,9.330000000000000071e+00,5.269999999999998685e+00,9.600532143999525037e-01,9.186598596034322162e-01,8.790515396752418553e-01,7.930751905263200979e-03,1.167864057976748630e-02,1.542795344098193966e-02
2.812500000000000069e-02,5.728881586692669003e+00,9.894330055983276750e+00,9.330000000000000071e+00,5.269999999999998685e+00,9.560749990147536792e-01,9.073020014293489144e-01,8.610175236624446615e-01,8.988801838932412511e-03,1.357281348510189917e-02,1.815926784240432662e-02
2.875000000000000125e-02,5.836672679613492676e+00,1.043800266828697687e+01,9.330000000000000071e+00,5.269999999999998685e+00,9.518657987591379044e-01,8.947248378052549134e-01,8.410146213159729323e-01,1.015116579037040473e-02,1.573267815705831421e-02,2.131830185991017215e-02
2.937500000000000180e-02,5.942279702038772093e+00,1.098473281852749928e+01,9.330000000000000071e+00,5.269999999999998685e+00,9.474251154193572555e-01,8.808553651761940051e-01,8.189637774149705063e-01,1.142454356593024939e-02,1.819168248921002040e-02,2.496562153224133815e-02
2.999999999999999889e-02,6.046171368782434108e+00,1.153251191799955144e+01,9.330000000000000071e+00,5.269999999999998685e+00,9.427529922462254408e-01,8.656262483849678224e-01,7.948102327127962718e-01,1.281589895666854564e-02,2.098741482421746796e-02,2.916999721171645646e-02
3.062499999999999944e-02,6.148854729648826734e+00,1.207925954631492438e+01,9.330000000000000071e+00,5.269999999999998685e+00,9.378499427422208878e-01,8.489779824921366291e-01,7.685290812854540521e-01,1.433248949496968190e-02,2.416217382802291619e-02,3.400959773038857853e-02
3.125000000000000000e-02,6.250871380105851749e+00,1.262283426129286568e+01,9.330000000000000071e+00,5.269999999999998685e+00,9.327168757299288959e-01,8.308612273890705335e-01,7.401307659728577626e-01,1.598190173877479456e-02,2.776363110387011779e-02,3.957339797644558732e-02
3.187500000000000056e-02,6.352793384182202630e+00,1.316104504576999545e+01,9.330000000000000071e+00,5.269999999999998685e+00,9.273550190231810708e-01,8.112392725670061200e-01,7.096662351870458574e-01,1.777209220170948220e-02,3.184560389827759824e-02,4.596284621324649156e-02
3.250000000000000111e-02,6.455218934971144407e+00,1.369166332498230432e+01,9.330000000000000071e+00,5.269999999999998685e+00,9.217658440844711532e-01,7.900905764948362719e-01,6.772314410702957588e-01,1.971143396605895201e-02,3.646895868127478929e-02,5.329384800906093039e-02
3.312500000000000167e-02,6.558767780020567706e+00,1.421243548369785792e+01,9.330000000000000071e+00,5.269999999999998685e+00,9.159509940625507607e-01,7.674113121757141220e-01,6.429708281778616641e-01,2.180876892973949988e-02,4.170267042753696141e-02,6.169913627758901592e-02
3.375000000000000222e-02,6.664076440618461383e+00,1.472109580823309471e+01,9.330000000000000071e+00,5.269999999999998685e+00,9.099122175649455579e-01,7.432178383096160745e-01,6.070794495790549083e-01,2.407346554914179329e-02,4.762506713418269977e-02,7.133111178777158667e-02
3.437500000000000278e-02,6.771793255532288391e+00,1.521537977489781035e+01,9.330000000000000071e+00,5.269999999999998685e+00,9.036513104352529302e-01,7.175490049080421873e-01,5.698033594001563618e-01,2.651548184790691529e-02,5.432529449143329303e-02,8.236525543307283981e-02
3.500000000000000333e-02,6.882573281119991115e+00,1.569303760330799413e+01,9.330000000000000071e+00,5.269999999999998685e+00,8.971700676793527007e-01,6.904681940838596210e-01,5.314379723511519771e-01,2.914543336814990129e-02,6.190504159028924203e-02,9.500423179788922146e-02
3.562500000000000389e-02,6.997073080889242291e+00,1.615184799040652308e+01,9.330000000000000071e+00,5.269999999999998685e+00,8.904702475237649129e-01,6.620649919907405367e-01,4.923241549016237895e-01,3.197466564596621041e-02,7.048057485301170710e-02,1.094828211681228153e-01
3.624999999999999750e-02,7.115945438532815359e+00,1.658963193895658250e+01,9.330000000000000071e+00,5.269999999999998685e+00,8.835535493995263501e-01,6.324563873842381501e-01,4.528419200789767785e-01,3.501533069753890587e-02,8.018513344813517352e-02,1.260738298831160786e-01
3.687499999999999806e-02,7.239834029203638721e+00,1.700426659274020835e+01,9.330000000000000071e+00,5.269999999999998685e+00,8.764216074323225580e-01,6.017873967691589332e-01,4.134017355338831523e-01,3.828046690569442828e-02,9.117174421030604936e-02,1.450951284266535357e-01
3.749999999999999861e-02,7.369368084308612232e+00,1.739369898971528983e+01,9.330000000000000071e+00,5.269999999999998685e+00,8.690760007903608475e-01,5.702310261292301563e-01,3.744336158298480211e-01,4.178408159870671684e-02,1.036165155278278016e-01,1.669179370318023825e-01
3.812499999999999917e-02,7.505157085390780303e+00,1.775595964396999449e+01,9.330000000000000071e+00,5.269999999999998685e+00,8.615182820009684717e-01,5.379874950625243013e-01,3.363743441501831910e-01,4.554123551228395766e-02,1.177224642717409342e-01,1.919763908385472562e-01
3.874999999999999972e-02,7.647785522732202246e+00,1.808917586746860806e+01,9.330000000000000071e+00,5.269999999999998685e+00,8.537500240998195933e-01,5.052826706706446958e-01,2.996533415151226842e-01,4.956812822002921309e-02,1.337239116104169678e-01,2.207782194642357865e-01
3.937500000000000028e-02,7.797807754144165493e+00,1.839158474330986337e+01,9.330000000000000071e+00,5.269999999999998685e+00,8.457728872263799991e-01,4.723656852646220261e-01,2.646778564058797079e-01,5.388218350449579946e-02,1.518914424546493613e-01,2.539159813422983136e-01
4.000000000000000083e-02,7.955742999016281125e+00,1.866154566351715971e+01,9.330000000000000071e+00,5.269999999999998685e+00,8.375887050277048829e-01,4.395057429196226328e-01,2.318182667701168265e-01,5.850213351663214462e-02,1.725373429623020816e-01,2.920775574281596620e-01
4.062500000000000139e-02,8.122070502074047127e+00,1.889755234624356461e+01,9.330000000000000071e+00,5.269999999999998685e+00,8.291995909805585097e-01,4.069881537812723438e-01,2.013943533013835274e-01,6.344810043138900124e-02,1.960212850601079637e-01,3.360533118096201699e-01
4.125000000000000194e-02,8.297224900448194163e+00,1.909824424969579226e+01,9.330000000000000071e+00,5.269999999999998685e+00,8.206080644877783437e-01,3.751096700831378916e-01,1.736634046855888014e-01,6.874167414607987303e-02,2.227557766031870445e-01,3.867351713869849883e-01
4.187500000000000250e-02,8.481591826592518757e+00,1.926241730304770172e+01,9.330000000000000071e+00,5.269999999999998685e+00,8.118171963461271456e-01,3.441732320931701339e-01,1.488109448693177850e-01,7.440598437937466503e-02,2.532104829437648030e-01,4.450995649952683153e-01
4.250000000000000305e-02,8.675503778307188441e+00,1.938903387810936252e+01,9.330000000000000071e+00,5.269999999999998685e+00,8.028307729150493399e-01,3.144822635432311664e-01,1.269447293249741093e-01,8.046576530540412719e-02,2.879138737561569017e-01,5.121616801258876972e-01
4.312500000000000361e-02,8.879236285636821435e+00,1.947723192952431503e+01,9.330000000000000071e+00,5.269999999999998685e+00,7.936534780331292449e-01,2.863346824054630591e-01,1.080924499429105623e-01,8.694741059155168539e-02,3.274496728878374951e-01,5.888838415377104507e-01
4.375000000000000416e-02,9.093004402727729030e+00,1.952633323576172941e+01,9.330000000000000071e+00,5.269999999999998685e+00,7.842910914246502552e-01,2.600168122478722088e-01,9.220333271830080668e-02,9.387901639196237491e-02,3.724442348572535866e-01,6.760193858208924933e-01
4.437499999999999778e-02,9.316959550854390315e+00,1.953585067812736398e+01,9.330000000000000071e+00,5.269999999999998685e+00,7.747507020049316795e-01,2.357973902748924655e-01,7.915353156631702025e-02,1.012904094735256194e-01,4.235393182907836174e-01,7.738825749370182860e-01
4.499999999999999833e-02,9.551186736774107899e+00,1.950549450040800892e+01,9.330000000000000071e+00,5.269999999999998685e+00,7.650409341223000093e-01,2.139218694930261344e-01,6.875494230001925888e-02,1.092131572097246039e-01,4.813431940487513661e-01,8.820653326578733466e-01
4.562499999999999889e-02,9.795702168351899886e+00,1.943517749755776336e+01,9.330000000000000071e+00,5.269999999999998685e+00,7.551721843592279493e-01,1.946072038169588403e-01,6.076681090214348241e-02,1.176805556645046241e-01,5.463527093141578028e-01,9.991772250421537827e-01
4.624999999999999944e-02,1.005045128702906787e+01,1.932501908799645918e+01,9.330000000000000071e+00,5.269999999999998685e+00,7.451568660492015050e-01,1.780372866149898814e-01,5.490931500807385429e-02,1.267275914002466142e-01,6.188419306556559585e-01,1.122743824587749240e+00
4.687500000000000000e-02,1.031530723420220141e+01,1.917534823058474203e+01,9.330000000000000071e+00,5.269999999999998685e+00,7.350096581449592215e-01,1.643591861422189770e-01,5.087817642233128518e-02,1.363908719825394911e-01,6.987222306400304728e-01,1.249399437139353530e+00
4.750000000000000056e-02,1.059006976595039440e+01,1.898670515412708326e+01,9.330000000000000071e+00,5.269999999999998685e+00,7.247477544965744700e-01,1.536802871157575134e-01,4.835932653762738814e-02,1.467085194278963389e-01,7.853961423314828050e-01,1.375396473949300757e+00
4.812500000000000111e-02,1.087446462781263357e+01,1.875984187429366301e+01,9.330000000000000071e+00,5.269999999999998685e+00,7.143911089668351089e-01,1.460664084537280638e-01,4.704269695501855225e-02,1.577200200664434504e-01,8.776498305508058095e-01,1.497267790266144649e+00
4.875000000000000167e-02,1.116814339849169002e+01,1.849572148010114603e+01,9.330000000000000071e+00,5.269999999999998685e+00,7.039626711336849363e-01,1.415409253851441507e-01,4.663433588975923055e-02,1.694660235004361859e-01,9.736437464968408229e-01,1.612373371631914631e+00
4.937500000000000222e-02,1.147068380846281244e+01,1.819551617950670064e+01,9.330000000000000071e+00,5.269999999999998685e+00,6.934886066179880570e-01,1.400848823519505459e-01,4.686624018343664433e-02,1.819880825787781042e-01,1.071047938899956531e+00,1.719142450997255489e+00
5.000000000000000278e-02,1.178159053651246957e+01,1.786060410120515130e+01,9.330000000000000071e+00,5.269999999999998685e+00,6.829984953487469035e-01,1.416380439252680756e-01,4.750352015057149324e-02,1.953283256468957840e-01,1.167317589563223512e+00,1.817006958863131461e+00
5.062500000000000333e-02,1.210029648424359650e+01,1.749256485732745503e+01,9.330000000000000071e+00,5.269999999999998685e+00,6.725255003634793560e-01,1.461007966499678068e-01,4.834875461599685148e-02,2.095290518665247903e-01,1.260036841347478731e+00,1.906153054350724130e+00
5.125000000000000389e-02,1.242616452557617990e+01,1.709317387937513288e+01,9.330000000000000071e+00,5.269999999999998685e+00,6.621064990722523858e-01,1.533367871945468530e-01,4.924362158497048308e-02,2.246322402589547018e-01,1.347221559953712289e+00,1.987231691733921890e+00
5.187500000000000444e-02,1.275848972526636693e+01,1.666439554734064288e+01,9.330000000000000071e+00,5.269999999999998685e+00,6.517821683308926417e-01,1.631761627414894389e-01,5.006808495729501290e-02,2.406789634709615988e-01,1.427494494841079264e+00,2.061114583032420455e+00
5.249999999999999806e-02,1.309650201748044296e+01,1.620837513951169484e+01,9.330000000000000071e+00,5.269999999999998685e+00,6.415970142198219595e-01,1.754192688998302274e-01,5.073756438400604807e-02,2.577086982939645887e-01,1.500110689748183068e+00,2.128723482026530167e+00
5.312499999999999861e-02,1.343936933251234223e+01,1.572742963789032267e+01,9.330000000000000071e+00,5.269999999999998685e+00,6.315993371633775721e-01,1.898406585976897543e-01,5.119860569494737168e-02,2.757585269150564788e-01,1.564869764371850547e+00,2.190926598557057403e+00
5.374999999999999917e-02,1.378620115684175751e+01,1.522403743142913335e+01,9.330000000000000071e+00,5.269999999999998685e+00,6.218411230080357344e-01,2.061932718419235144e-01,5.142360239853167869e-02,2.948622259957597858e-01,1.621974676339425159e+00,2.248484342431613658e+00
5.437499999999999972e-02,1.413605250891493625e+01,1.470082696635034303e+01,9.330000000000000071e+00,5.269999999999998685e+00,6.123778509661780278e-01,2.242126598025177553e-01,5.140509996347458754e-02,3.150492452125668308e-01,1.671887174823134758e+00,2.302027045462101462e+00
5.500000000000000028e-02,1.448792831030690742e+01,1.416056439962489399e+01,9.330000000000000071e+00,5.269999999999998685e+00,6.032682099832371581e-01,2.436211458598105672e-01,5.115015402850615900e-02,3.363435830690729711e-01,1.715207992247641311e+00,2.352051774700293141e+00
5.562500000000000083e-02,1.484078812931238822e+01,1.360614031820419356e+01,9.330000000000000071e+00,5.269999999999998685e+00,5.945737161536611692e-01,2.641318392323649400e-01,5.067512418143031716e-02,3.587625757334764187e-01,1.752590400144362626e+00,2.398929904564572446e+00
5.625000000000000139e-02,1.519355127152740970e+01,1.304055559277458975e+01,9.330000000000000071e+00,5.269999999999998685e+00,5.863582253394811206e-01,2.854524416402424158e-01,5.000118008633951117e-02,3.823156243458890047e-01,1.784684442493045253e+00,2.442920496127509722e+00
5.687500000000000194e-02,1.554510218964259494e+01,1.246690644060476849e+01,9.330000000000000071e+00,5.269999999999998685e+00,5.786873371648745268e-01,3.072888122232758090e-01,4.915068912532184753e-02,4.070028974256720278e-01,1.812104821358859974e+00,2.484186665266335137e+00
5.750000000000000250e-02,1.589429618248552600e+01,1.188836877744092035e+01,9.330000000000000071e+00,5.269999999999998685e+00,5.716276890828543289e-01,3.293482788409432538e-01,4.814455472217117615e-02,4.328140571283221605e-01,1.835415107027106307e+00,2.522813309601038334e+00
5.812500000000000305e-02,1.623996535133960961e+01,1.130818194333809323e+01,9.330000000000000071e+00,5.269999999999998685e+00,5.652461422245776967e-01,3.513427033970484836e-01,4.700048952497940663e-02,4.597270702182202351e-01,1.855122302294735848e+00,2.558825147836793601e+00
5.875000000000000361e-02,1.658092477974219037e+01,1.072963189176662269e+01,9.330000000000000071e+00,5.269999999999998685e+00,5.596088642085186304e-01,3.729913237641160340e-01,4.573214187609798975e-02,4.877071754029445594e-01,1.871677474137191766e+00,2.592204280229715163e+00
5.937500000000000416e-02,1.691597890133844473e+01,1.015603393526916598e+01,9.330000000000000071e+00,5.269999999999998685e+00,5.547803179357247982e-01,3.940234044311046735e-01,4.434894881757736607e-02,5.167060864282487787e-01,1.885479615671611597e+00,2.622906599658364701e+00
5.999999999999999778e-02,1.724392801895000105e+01,9.590715144340380860e+00,9.330000000000000071e+00,5.269999999999998685e+00,5.508221695253133765e-01,4.141807317938933641e-01,4.285656324610806478e-02,5.466615131605722100e-01,1.896880974546521603e+00,2.650876489003373582e+00
6.062499999999999833e-02,1.756357493681873549e+01,9.036996499033859820e+00,9.330000000000000071e+00,5.269999999999998685e+00,5.477921328148479541e-01,4.332199881163398825e-01,4.125769409420817352e-02,5.774970789302843466e-01,1.906192813101575956e+00,2.676059389975320890e+00
6.124999999999999889e-02,1.787373166701440752e+01,8.498174895048945743e+00,9.330000000000000071e+00,5.269999999999998685e+00,5.457427720956872230e-01,4.509150310939672446e-01,3.955320303795228226e-02,6.091227002188658313e-01,1.913691033383631890e+00,2.698412031771628250e+00
6.187499999999999944e-02,1.817322617025729059e+01,7.977505107697311360e+00,9.330000000000000071e+00,5.269999999999998685e+00,5.447202887794831971e-01,4.670590945148408446e-01,3.774331544895375562e-02,6.414354737045924182e-01,1.919621386893723747e+00,2.717910345790512494e+00
6.250000000000000000e-02,1.846090909090909093e+01,7.478181818181819374e+00,9.330000000000000071e+00,5.269999999999998685e+00,5.447633212849221085e-01,4.814669109135975567e-01,3.582882362273029364e-02,6.743210862838174835e-01,1.924204157483390132e+00,2.734555334370418311e+00
6.312500000000000056e-02,1.873566044563112598e+01,7.003321807029433188e+00,9.330000000000000071e+00,5.269999999999998685e+00,5.459017903698794028e-01,4.939767407736735394e-01,3.381218381734665129e-02,7.076557279339471540e-01,1.927638300116950143e+00,2.748377380857088603e+00
6.375000000000000111e-02,1.899639622520123439e+01,6.555946419299376160e+00,9.330000000000000071e+00,5.269999999999998685e+00,5.481558241919536334e-01,5.044522763085513839e-01,3.169843314017965069e-02,7.413084485549495950e-01,1.930105067334911828e+00,2.759439674257985420e+00
6.437500000000000167e-02,1.924207486922049526e+01,6.138964405336145624e+00,9.330000000000000071e+00,5.269999999999998685e+00,5.515347983544370836e-01,5.127843727327496826e-01,2.949587635243217099e-02,7.751438626417794797e-01,1.931771177649039162e+00,2.767841584127439969e+00
6.500000000000000222e-02,1.947170357392800355e+01,5.755155239355842944e+00,9.330000000000000071e+00,5.269999999999998685e+00,5.560365259105450875e-01,5.188925477131193231e-01,2.721651533625593297e-02,8.090250746064833187e-01,1.932791587149946810e+00,2.773722992857443614e+00
