target_id,series_id,parameter_set,time,x,y,intensity,source
T004,fig2a_wavepacket,fig2a,0.0,20.0,2.0,0.011924528970822463,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,21.0,2.0,0.00687985472859264,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,22.0,2.0,0.003591599105791092,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,23.0,2.0,0.0016965512884302492,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,24.0,2.0,0.0007251313534919398,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,25.0,2.0,0.0002804380417884205,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,26.0,2.0,9.813585710858001e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,27.0,2.0,3.107342075510516e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,28.0,2.0,8.90268410119263e-06,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,29.0,2.0,2.307934146841209e-06,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,30.0,2.0,5.41372777726056e-07,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,1.0,3.0,1.2666211151251929e-06,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,2.0,3.0,4.8858966272037985e-06,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,3.0,3.0,1.705345488364734e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,4.0,3.0,5.38581002992494e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,5.0,3.0,0.000153907660536908,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,6.0,3.0,0.00039796052449298744,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,7.0,3.0,0.0009310870883208342,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,8.0,3.0,0.0019711113814430523,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,9.0,3.0,0.0037757443296881506,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,10.0,3.0,0.006544320254127693,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,11.0,3.0,0.010263537200298578,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,12.0,3.0,0.014564652574723407,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,13.0,3.0,0.01870138409117141,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,14.0,3.0,0.021727908423536897,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,15.0,3.0,0.02284192211036948,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,16.0,3.0,0.021727908423536897,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,17.0,3.0,0.01870138409117141,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,18.0,3.0,0.014564652574723407,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,19.0,3.0,0.010263537200298578,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,20.0,3.0,0.006544320254127693,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,21.0,3.0,0.0037757443296881506,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,22.0,3.0,0.0019711113814430523,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,23.0,3.0,0.0009310870883208342,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,24.0,3.0,0.00039796052449298744,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,25.0,3.0,0.000153907660536908,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,26.0,3.0,5.38581002992494e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,27.0,3.0,1.705345488364734e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,28.0,3.0,4.8858966272037985e-06,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,29.0,3.0,1.2666211151251929e-06,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,30.0,3.0,2.9711167988060403e-07,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,1.0,4.0,4.6596386800820523e-07,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,2.0,4.0,1.797420920837168e-06,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,3.0,4.0,6.2736154526385876e-06,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,4.0,4.0,1.9813287840643358e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,5.0,4.0,5.661946415032177e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,6.0,4.0,0.00014640149535877431,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,7.0,4.0,0.0003425277977334138,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,8.0,4.0,0.0007251313534919398,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,9.0,4.0,0.0013890187140119185,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,10.0,4.0,0.0024075208779354472,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,11.0,4.0,0.0037757443296881506,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,12.0,4.0,0.005358036250045455,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,13.0,4.0,0.00687985472859264,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,14.0,4.0,0.007993250808675027,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,15.0,4.0,0.008403073541244335,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,16.0,4.0,0.007993250808675027,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,17.0,4.0,0.00687985472859264,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,18.0,4.0,0.005358036250045455,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,19.0,4.0,0.0037757443296881506,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,20.0,4.0,0.0024075208779354472,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,21.0,4.0,0.0013890187140119185,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,22.0,4.0,0.0007251313534919398,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,23.0,4.0,0.0003425277977334138,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,24.0,4.0,0.00014640149535877431,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,25.0,4.0,5.661946415032177e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,26.0,4.0,1.9813287840643358e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,27.0,4.0,6.2736154526385876e-06,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,28.0,4.0,1.797420920837168e-06,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,29.0,4.0,4.6596386800820523e-07,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,30.0,4.0,1.0930127875998505e-07,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,1.0,5.0,1.1490527515731101e-07,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,2.0,5.0,4.4323854200357305e-07,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,3.0,5.0,1.5470545235578227e-06,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,4.0,5.0,4.8858966272037985e-06,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,5.0,5.0,1.3962187959469989e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,6.0,5.0,3.6102164271984925e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,7.0,5.0,8.44663149866645e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,8.0,5.0,0.00017881519022998007,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,9.0,5.0,0.0003425277977334138,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,10.0,5.0,0.0005936873391249121,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,11.0,5.0,0.0009310870883208342,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,12.0,5.0,0.001321275471950279,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,13.0,5.0,0.0016965512884302492,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,14.0,5.0,0.0019711113814430523,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,15.0,5.0,0.002072172423048896,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,16.0,5.0,0.0019711113814430523,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,17.0,5.0,0.0016965512884302492,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,18.0,5.0,0.001321275471950279,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,19.0,5.0,0.0009310870883208342,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,20.0,5.0,0.0005936873391249121,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,21.0,5.0,0.0003425277977334138,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,22.0,5.0,0.00017881519022998007,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,23.0,5.0,8.44663149866645e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,24.0,5.0,3.6102164271984925e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,25.0,5.0,1.3962187959469989e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,26.0,5.0,4.8858966272037985e-06,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,27.0,5.0,1.5470545235578227e-06,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,28.0,5.0,4.4323854200357305e-07,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,29.0,5.0,1.1490527515731101e-07,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,30.0,5.0,2.6953363497147552e-08,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,1.0,6.0,1.899371423429898e-08,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,2.0,6.0,7.326683821014751e-08,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,3.0,6.0,2.5572639276228467e-07,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,4.0,6.0,8.076332804423869e-07,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,5.0,6.0,2.307934146841209e-06,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,6.0,6.0,5.967647616552186e-06,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,7.0,6.0,1.3962187959469989e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,8.0,6.0,2.9557952142147222e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,9.0,6.0,5.661946415032177e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,10.0,6.0,9.813585710858001e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,11.0,6.0,0.000153907660536908,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,12.0,6.0,0.0002184053665478332,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,13.0,6.0,0.0002804380417884205,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,14.0,6.0,0.0003258225199134521,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,15.0,6.0,0.0003425277977334138,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,16.0,6.0,0.0003258225199134521,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,17.0,6.0,0.0002804380417884205,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,18.0,6.0,0.0002184053665478332,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,19.0,6.0,0.000153907660536908,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,20.0,6.0,9.813585710858001e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,21.0,6.0,5.661946415032177e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,22.0,6.0,2.9557952142147222e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,23.0,6.0,1.3962187959469989e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,24.0,6.0,5.967647616552186e-06,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,25.0,6.0,2.307934146841209e-06,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,26.0,6.0,8.076332804423869e-07,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,27.0,6.0,2.5572639276228467e-07,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,28.0,6.0,7.326683821014751e-08,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,29.0,6.0,1.899371423429898e-08,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,30.0,6.0,4.4553610199107826e-09,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,1.0,7.0,2.1045635261919473e-09,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,2.0,7.0,8.118197076906477e-09,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,3.0,7.0,2.8335291994667784e-08,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,4.0,7.0,8.948831827154906e-08,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,5.0,7.0,2.5572639276228467e-07,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,6.0,7.0,6.612342039074369e-07,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,7.0,7.0,1.5470545235578227e-06,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,8.0,7.0,3.275114452072625e-06,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,9.0,7.0,6.2736154526385876e-06,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,10.0,7.0,1.0873762916225368e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,11.0,7.0,1.705345488364734e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,12.0,7.0,2.4200004416783137e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,13.0,7.0,3.107342075510516e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,14.0,7.0,3.6102164271984925e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,15.0,7.0,3.79531618157569e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,16.0,7.0,3.6102164271984925e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,17.0,7.0,3.107342075510516e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,18.0,7.0,2.4200004416783137e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,19.0,7.0,1.705345488364734e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,20.0,7.0,1.0873762916225368e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,21.0,7.0,6.2736154526385876e-06,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,22.0,7.0,3.275114452072625e-06,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,23.0,7.0,1.5470545235578227e-06,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,24.0,7.0,6.612342039074369e-07,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,25.0,7.0,2.5572639276228467e-07,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,26.0,7.0,8.948831827154906e-08,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,27.0,7.0,2.8335291994667784e-08,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,28.0,7.0,8.118197076906477e-09,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,29.0,7.0,2.1045635261919473e-09,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,30.0,7.0,4.93668072650544e-10,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,1.0,8.0,1.563134636696517e-10,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,2.0,8.0,6.029675455509893e-10,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,3.0,8.0,2.1045635261919473e-09,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,4.0,8.0,6.646617606411093e-09,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,5.0,8.0,1.899371423429898e-08,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,6.0,8.0,4.911223036191172e-08,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,7.0,8.0,1.1490527515731101e-07,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,8.0,8.0,2.432544694169114e-07,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,9.0,8.0,4.6596386800820523e-07,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,10.0,8.0,8.076332804423869e-07,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,11.0,8.0,1.2666211151251929e-06,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,12.0,8.0,1.797420920837168e-06,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,13.0,8.0,2.307934146841209e-06,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,14.0,8.0,2.6814369217619983e-06,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,15.0,8.0,2.8189171326038893e-06,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,16.0,8.0,2.6814369217619983e-06,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,17.0,8.0,2.307934146841209e-06,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,18.0,8.0,1.797420920837168e-06,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,19.0,8.0,1.2666211151251929e-06,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,20.0,8.0,8.076332804423869e-07,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,21.0,8.0,4.6596386800820523e-07,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,22.0,8.0,2.432544694169114e-07,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,23.0,8.0,1.1490527515731101e-07,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,24.0,8.0,4.911223036191172e-08,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,25.0,8.0,1.899371423429898e-08,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,26.0,8.0,6.646617606411093e-09,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,27.0,8.0,2.1045635261919473e-09,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,28.0,8.0,6.029675455509893e-10,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,29.0,8.0,1.563134636696517e-10,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,30.0,8.0,3.6666494205929586e-11,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,1.0,9.0,7.782389102538561e-12,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,2.0,9.0,3.001998641395021e-11,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,3.0,9.0,1.0478004816303129e-10,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,4.0,9.0,3.3091560518543724e-10,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,5.0,9.0,9.45641349142714e-10,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,6.0,9.0,2.4451539707267825e-09,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,7.0,9.0,5.720796790085263e-09,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,8.0,9.0,1.2110926899648235e-08,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,9.0,9.0,2.319897495347884e-08,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,10.0,9.0,4.0209693349547355e-08,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,11.0,9.0,6.306135205491806e-08,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,12.0,9.0,8.948831827154906e-08,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,13.0,9.0,1.1490527515731101e-07,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,14.0,9.0,1.3350088334787926e-07,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,15.0,9.0,1.4034562000429282e-07,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,16.0,9.0,1.3350088334787926e-07,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,17.0,9.0,1.1490527515731101e-07,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,18.0,9.0,8.948831827154906e-08,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,19.0,9.0,6.306135205491806e-08,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,20.0,9.0,4.0209693349547355e-08,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,21.0,9.0,2.319897495347884e-08,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,22.0,9.0,1.2110926899648235e-08,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,23.0,9.0,5.720796790085263e-09,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,24.0,9.0,2.4451539707267825e-09,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,25.0,9.0,9.45641349142714e-10,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,26.0,9.0,3.3091560518543724e-10,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,27.0,9.0,1.0478004816303129e-10,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,28.0,9.0,3.001998641395021e-11,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,29.0,9.0,7.782389102538561e-12,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,30.0,9.0,1.8255172538405036e-12,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,1.0,10.0,2.5972377245531964e-13,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,2.0,10.0,1.0018651107980834e-12,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,3.0,10.0,3.4968528338008172e-12,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,4.0,10.0,1.1043735825938296e-11,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,5.0,10.0,3.1559144030586815e-11,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,6.0,10.0,8.16027835596283e-11,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,7.0,10.0,1.909216956636826e-10,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,8.0,10.0,4.041812328917361e-10,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,9.0,10.0,7.742256539252938e-10,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,10.0,10.0,1.3419289511763737e-09,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,11.0,10.0,2.1045635261919473e-09,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,12.0,10.0,2.986517803971992e-09,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,13.0,10.0,3.834764767690496e-09,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,14.0,10.0,4.4553610199107826e-09,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,15.0,10.0,4.683792264152611e-09,independent_numerics
T004,fig2a_wavepacket,fig2a,0.0,16.0,10.0,4.4553610199107826e-09,independent_numerics
