principal_quantum_number,rabi_frequency_mhz,blockade_limited_spacing_um,rabi_scaling_exponent,generated_data_provenance
31.75,21.934427734945608,0.8466609970144844,1.6031659324143401,formula_numerics
32.0,21.66035281542585,0.8606090428207448,1.6031659324143401,formula_numerics
32.25,21.391795652686387,0.8746756400212525,1.6031659324143401,formula_numerics
32.5,21.12860366900665,0.8888608655236219,1.6031659324143401,formula_numerics
32.75,20.870629635641098,0.9031647956908828,1.6031659324143401,formula_numerics
33.0,20.61773144628664,0.9175875063494863,1.6031659324143401,formula_numerics
33.25,20.36977190177129,0.9321290727971234,1.6031659324143401,formula_numerics
33.5,20.126618505328697,0.9467895698103816,1.6031659324143401,formula_numerics
33.75,19.888143267863754,0.9615690716522252,1.6031659324143401,formula_numerics
34.0,19.654222522651963,0.9764676520793185,1.6031659324143401,formula_numerics
34.25,19.424736748950192,0.9914853843491914,1.6031659324143401,formula_numerics
34.5,19.19957040402888,1.0066223412272475,1.6031659324143401,formula_numerics
34.75,18.978611763166096,1.0218785949936289,1.6031659324143401,formula_numerics
35.0,18.76175276717199,1.0372542174499326,1.6031659324143401,formula_numerics
35.25,18.548888877038422,1.0527492799257885,1.6031659324143401,formula_numerics
35.5,18.33991893533311,1.0683638532852988,1.6031659324143401,formula_numerics
35.75,18.134745033980444,1.0840980079333475,1.6031659324143401,formula_numerics
36.0,17.93327238809249,1.0999518138217776,1.6031659324143401,formula_numerics
36.25,17.735409215533537,1.1159253404554457,1.6031659324143401,formula_numerics
36.5,17.541066621920297,1.1320186568981498,1.6031659324143401,formula_numerics
36.75,17.3501584907772,1.1482318317784455,1.6031659324143401,formula_numerics
37.0,17.162601378582384,1.1645649332953394,1.6031659324143401,formula_numerics
37.25,16.978314414455507,1.1810180292238714,1.6031659324143401,formula_numerics
37.5,16.797219204252393,1.1975911869205926,1.6031659324143401,formula_numerics
37.75,16.619239738845188,1.2142844733289277,1.6031659324143401,formula_numerics
38.0,16.444302306379043,1.2310979549844416,1.6031659324143401,formula_numerics
38.25,16.272335408308095,1.248031698019998,1.6031659324143401,formula_numerics
38.5,16.103269679024528,1.265085768170825,1.6031659324143401,formula_numerics
38.75,15.937037808904833,1.2822602307794786,1.6031659324143401,formula_numerics
39.0,15.773574470607045,1.2995551508007188,1.6031659324143401,formula_numerics
39.25,15.612816248461751,1.3169705928062874,1.6031659324143401,formula_numerics
39.5,15.454701570808396,1.3345066209896044,1.6031659324143401,formula_numerics
39.75,15.299170645136215,1.3521632991703687,1.6031659324143401,formula_numerics
40.0,15.146165395896825,1.3699406907990823,1.6031659324143401,formula_numerics
40.25,14.995629404862534,1.3878388589614867,1.6031659324143401,formula_numerics
40.5,14.847507853911095,1.4058578663829195,1.6031659324143401,formula_numerics
40.75,14.701747470123951,1.4239977754325945,1.6031659324143401,formula_numerics
41.0,14.558296473090929,1.442258648127801,1.6031659324143401,formula_numerics
41.25,14.417104524319862,1.4606405461380332,1.6031659324143401,formula_numerics
41.5,14.278122678654919,1.4791435307890408,1.6031659324143401,formula_numerics
41.75,14.141303337612378,1.4977676630668146,1.6031659324143401,formula_numerics
42.0,14.006600204547194,1.516513003621494,1.6031659324143401,formula_numerics
42.25,13.873968241568154,1.5353796127712167,1.6031659324143401,formula_numerics
42.5,13.743363628123548,1.5543675505058905,1.6031659324143401,formula_numerics
42.75,13.614743721183247,1.5734768764909106,1.6031659324143401,formula_numerics
43.0,13.48806701694667,1.5927076500708066,1.6031659324143401,formula_numerics
43.25,13.363293114009773,1.6120599302728278,1.6031659324143401,formula_numerics
43.5,13.240382677927386,1.631533775810473,1.6031659324143401,formula_numerics
43.75,13.11929740711036,1.6511292450869541,1.6031659324143401,formula_numerics
44.0,13.0,1.6708463961986082,1.6031659324143401,formula_numerics
44.25,12.882454123464976,1.6906852869382467,1.6031659324143401,formula_numerics
44.5,12.766624382368624,1.7106459747984555,1.6031659324143401,formula_numerics
44.75,12.652476290256935,1.7307285169748332,1.6031659324143401,formula_numerics
45.0,12.539976241120078,1.750932970369188,1.6031659324143401,formula_numerics
45.25,12.429091482182336,1.7712593915926669,1.6031659324143401,formula_numerics
45.5,12.319790087677639,1.7917078369688508,1.6031659324143401,formula_numerics
45.75,12.21204093356978,1.812278362536786,1.6031659324143401,formula_numerics
46.0,12.105813673178316,1.8329710240539767,1.6031659324143401,formula_numerics
46.25,12.001078713673067,1.8537858769993258,1.6031659324143401,formula_numerics
46.5,11.897807193401679,1.8747229765760287,1.6031659324143401,formula_numerics
46.75,11.795970960016524,1.8957823777144243,1.6031659324143401,formula_numerics
47.0,11.695542549368552,1.9169641350747981,1.6031659324143401,formula_numerics
47.25,11.59649516513743,1.9382683030501455,1.6031659324143401,formula_numerics
47.5,11.498802659168405,1.959694935768888,1.6031659324143401,formula_numerics
47.75,11.402439512487913,1.9812440870975525,1.6031659324143401,formula_numerics
48.0,11.307380816971051,2.0029158106434033,1.6031659324143401,formula_numerics
48.25,11.21360225763528,2.0247101597570425,1.6031659324143401,formula_numerics
48.5,11.121080095535845,2.0466271875349595,1.6031659324143401,formula_numerics
48.75,11.029791151239516,2.0686669468220567,1.6031659324143401,formula_numerics
49.0,10.93971278885421,2.0908294902141216,1.6031659324143401,formula_numerics
49.25,10.850822900593103,2.113114870060275,1.6031659324143401,formula_numerics
49.5,10.763099891852749,2.135523138465376,1.6031659324143401,formula_numerics
49.75,10.676522666785536,2.158054347292391,1.6031659324143401,formula_numerics
50.0,10.591070614347803,2.1807085481647337,1.6031659324143401,formula_numerics
50.25,10.506723594805582,2.2034857924685625,1.6031659324143401,formula_numerics
50.5,10.423461926680787,2.2263861313550537,1.6031659324143401,formula_numerics
50.75,10.34126637412141,2.2494096157426333,1.6031659324143401,formula_numerics
51.0,10.26011813467988,2.2725562963191845,1.6031659324143401,formula_numerics
51.25,10.179998827484539,2.2958262235442137,1.6031659324143401,formula_numerics
51.5,10.100890481789696,2.3192194476509984,1.6031659324143401,formula_numerics
51.75,10.022775525890392,2.3427360186486923,1.6031659324143401,formula_numerics
52.0,9.945636776388573,2.3663759863244085,1.6031659324143401,formula_numerics
52.25,9.869457427797888,2.3901394002452703,1.6031659324143401,formula_numerics
52.5,9.794221042474891,2.4140263097604335,1.6031659324143401,formula_numerics
52.75,9.719911540864874,2.438036764003082,1.6031659324143401,formula_numerics
53.0,9.646513192051094,2.4621708118923937,1.6031659324143401,formula_numerics
53.25,9.574010604596547,2.4864285021354813,1.6031659324143401,formula_numerics
53.5,9.50238871766794,2.510809883229304,1.6031659324143401,formula_numerics
53.75,9.431632792431893,2.5353150034625567,1.6031659324143401,formula_numerics
54.0,9.361728403713768,2.559943910917529,1.6031659324143401,formula_numerics
54.25,9.292661431909968,2.5846966534719424,1.6031659324143401,formula_numerics
54.5,9.22441805514488,2.6095732788007613,1.6031659324143401,formula_numerics
54.75,9.156984741663972,2.634573834377983,1.6031659324143401,formula_numerics
55.0,9.090348242454866,2.6596983674783954,1.6031659324143401,formula_numerics
55.25,9.024495584088614,2.684946925179321,1.6031659324143401,formula_numerics
55.5,8.959414061773582,2.7103195543623344,1.6031659324143401,formula_numerics
55.75,8.895091232614773,2.7358163017149515,1.6031659324143401,formula_numerics
56.0,8.831514909071533,2.7614372137323073,1.6031659324143401,formula_numerics
56.25,8.768673152607054,2.787182336718802,1.6031659324143401,formula_numerics
56.5,8.70655426752311,2.8130517167897313,1.6031659324143401,formula_numerics
56.75,8.645146794973979,2.839045399872895,1.6031659324143401,formula_numerics
57.0,8.584439507153409,2.8651634317101813,1.6031659324143401,formula_numerics
57.25,8.524421401649034,2.8914058578591355,1.6031659324143401,formula_numerics
57.5,8.465081695958665,2.9177727236945072,1.6031659324143401,formula_numerics
57.75,8.406409822163074,2.9442640744097734,1.6031659324143401,formula_numerics
58.0,8.34839542175027,2.97087995501865,1.6031659324143401,formula_numerics
58.25,8.291028340586212,2.9976204103565816,1.6031659324143401,formula_numerics
58.5,8.234298624027275,3.024485485082204,1.6031659324143401,formula_numerics
58.75,8.178196512169889,3.051475223678806,1.6031659324143401,formula_numerics
59.0,8.12271243523289,3.0785896704557523,1.6031659324143401,formula_numerics
59.25,8.067837009068382,3.105828869549909,1.6031659324143401,formula_numerics
59.5,8.013561030796984,3.1331928649270346,1.6031659324143401,formula_numerics
59.75,7.959875474563511,3.1606817003831655,1.6031659324143401,formula_numerics
60.0,7.906771487409282,3.1882954195459776,1.6031659324143401,formula_numerics
60.25,7.854240385257394,3.2160340658761366,1.6031659324143401,formula_numerics
60.5,7.80227364900738,3.2438976826686248,1.6031659324143401,formula_numerics
60.75,7.750862920735885,3.271886313054062,1.6031659324143401,formula_numerics
61.0,7.7,3.3,1.6031659324143401,formula_numerics
61.25,7.649676840240145,3.328238786312209,1.6031659324143401,formula_numerics
61.5,7.599885545279344,3.3566027146359447,1.6031659324143401,formula_numerics
61.75,7.550618365916002,3.385091827457205,1.6031659324143401,formula_numerics
62.0,7.501867696607279,3.4137061671039617,1.6031659324143401,formula_numerics
62.25,7.4536260722403105,3.442445775747391,1.6031659324143401,formula_numerics
62.5,7.405886164988612,3.471310695403081,1.6031659324143401,formula_numerics
62.75,7.3586407812510695,3.5003009679322274,1.6031659324143401,formula_numerics
63.0,7.311882858671061,3.5294166350428116,1.6031659324143401,formula_numerics
63.25,7.265605463233265,3.5586577382907745,1.6031659324143401,formula_numerics
63.5,7.219801786435865,3.588024319081167,1.6031659324143401,formula_numerics
63.75,7.17446514253589,3.6175164186692927,1.6031659324143401,formula_numerics
64.0,7.129588965865513,3.64713407816183,1.6031659324143401,formula_numerics
64.25,7.085166808217243,3.6768773385179587,1.6031659324143401,formula_numerics
64.5,7.041192336295942,3.7067462405504537,1.6031659324143401,formula_numerics
64.75,6.997659329235725,3.736740824926775,1.6031659324143401,formula_numerics
65.0,6.954561676179873,3.7668611321701517,1.6031659324143401,formula_numerics
65.25,6.911893373921872,3.7971072026606376,1.6031659324143401,formula_numerics
65.5,6.869648524605858,3.8274790766361746,1.6031659324143401,formula_numerics
65.75,6.827821333484721,3.857976794193629,1.6031659324143401,formula_numerics
66.0,6.786406106734214,3.888600395289825,1.6031659324143401,formula_numerics
66.25,6.745397249321489,3.9193499197425568,1.6031659324143401,formula_numerics
66.5,6.70478926292645,3.950225407231605,1.6031659324143401,formula_numerics
66.75,6.66457674391449,3.981226897299729,1.6031659324143401,formula_numerics
67.0,6.62475438135909,4.012354429353652,1.6031659324143401,formula_numerics
67.25,6.585316955112931,4.043608042665035,1.6031659324143401,formula_numerics
67.5,6.546259333926097,4.0749877763714455,1.6031659324143401,formula_numerics
67.75,6.507576473610108,4.106493669477306,1.6031659324143401,formula_numerics
68.0,6.469263415246449,4.138125760854843,1.6031659324143401,formula_numerics
68.25,6.431315283438401,4.1698840892450155,1.6031659324143401,formula_numerics
68.5,6.393727284604937,4.201768693258439,1.6031659324143401,formula_numerics
68.75,6.356494705315561,4.233779611376303,1.6031659324143401,formula_numerics
69.0,6.319612910664917,4.265916881951272,1.6031659324143401,formula_numerics
69.25,6.28307734268612,4.298180543208382,1.6031659324143401,formula_numerics
69.5,6.246883518801732,4.330570633245918,1.6031659324143401,formula_numerics
69.75,6.211027030311342,4.363087190036299,1.6031659324143401,formula_numerics
70.0,6.1755035409148,4.39573025142694,1.6031659324143401,formula_numerics
70.25,6.140308785270092,4.428499855141111,1.6031659324143401,formula_numerics
70.5,6.1054385675849705,4.461396038778783,1.6031659324143401,formula_numerics
70.75,6.070888760241383,4.4944188398174685,1.6031659324143401,formula_numerics
71.0,6.0366553024518765,4.527568295613052,1.6031659324143401,formula_numerics
71.25,6.002734198947085,4.560844443400615,1.6031659324143401,formula_numerics
71.5,5.969121518693482,4.59424732029525,1.6031659324143401,formula_numerics
71.75,5.93581339364062,4.627776963292859,1.6031659324143401,formula_numerics
72.0,5.902806017497052,4.661433409270961,1.6031659324143401,formula_numerics
72.25,5.870095644534187,4.695216694989475,1.6031659324143401,formula_numerics
72.5,5.837678588417372,4.729126857091506,1.6031659324143401,formula_numerics
72.75,5.805551221063447,4.76316393210411,1.6031659324143401,formula_numerics
73.0,5.773709971524122,4.797327956439069,1.6031659324143401,formula_numerics
73.25,5.742151324894493,4.8316189663936475,1.6031659324143401,formula_numerics
73.5,5.710871821246047,4.866036998151335,1.6031659324143401,formula_numerics
73.75,5.6798680545835065,4.900582087782604,1.6031659324143401,formula_numerics
74.0,5.649136671824961,4.935254271245626,1.6031659324143401,formula_numerics
74.25,5.618674371804605,4.97005358438702,1.6031659324143401,formula_numerics
74.5,5.588477904297586,5.0049800629425585,1.6031659324143401,formula_numerics
74.75,5.558544069066347,5.040033742537894,1.6031659324143401,formula_numerics
75.0,5.528869714927942,5.07521465868925,1.6031659324143401,formula_numerics
75.25,5.499451738841798,5.11052284680414,1.6031659324143401,formula_numerics
75.5,5.4702870850174,5.145958342182052,1.6031659324143401,formula_numerics
75.75,5.441372744041391,5.1815211800151335,1.6031659324143401,formula_numerics
76.0,5.412705752023636,5.217211395388868,1.6031659324143401,formula_numerics
76.25,5.38428318976173,5.253029023282766,1.6031659324143401,formula_numerics
76.5,5.35610218192354,5.288974098571011,1.6031659324143401,formula_numerics
76.75,5.328159896247295,5.3250466560231375,1.6031659324143401,formula_numerics
77.0,5.30045354275882,5.361246730304674,1.6031659324143401,formula_numerics
77.25,5.2729803730054705,5.397574355977794,1.6031659324143401,formula_numerics
77.5,5.245737679306379,5.4340295675019625,1.6031659324143401,formula_numerics
77.75,5.218722794018596,5.470612399234569,1.6031659324143401,formula_numerics
78.0,5.191933088818754,5.507322885431561,1.6031659324143401,formula_numerics
78.25,5.165365973999869,5.544161060248056,1.6031659324143401,formula_numerics
78.5,5.13901889778291,5.58112695773898,1.6031659324143401,formula_numerics
78.75,5.112889345642797,5.618220611859662,1.6031659324143401,formula_numerics
79.0,5.086974839648458,5.655442056466455,1.6031659324143401,formula_numerics
79.25,5.06127293781663,5.692791325317322,1.6031659324143401,formula_numerics
79.5,5.035781233479056,5.73026845207245,1.6031659324143401,formula_numerics
79.75,5.010497354662769,5.767873470294824,1.6031659324143401,formula_numerics
80.0,4.985418963483167,5.805606413450826,1.6031659324143401,formula_numerics
