family,strategy,seed,qubits,gate_count,one_qubit_gates,two_qubit_gates,native_three_qubit_gates,native_four_qubit_gates,scheduled_stages,movement_events,movement_distance_um,movement_duration_us,transfer_events,idle_exposure,total_duration_us,idle_coherence_us,log_no_fault,no_fault
qram_oracle,mobius_native,71,30,90,0,0,30,60,90,660,49471.923849270075,35608.21372540641,660,2370,38360.05372540641,1009661.0187418992,-9.722916772289572,5.989504531006998e-05
qram_oracle,zap_decomposed,71,30,4170,3150,1020,0,0,2128,4080,307820.7997770248,379380.55372017226,4080,28560,467963.7537201684,13054417.10416471,-90.33231956496576,5.8772217267345084e-40
multiplier_oracle,mobius_native,71,30,75,0,30,30,15,75,420,31427.75777561913,28480.6175257712,420,2040,30767.33752577119,835921.9583395537,-7.2673603256298795,0.0006979519300965878
multiplier_oracle,zap_decomposed,71,30,1635,1215,420,0,0,608,1680,126993.83808550569,156557.62215404827,1680,11760,179084.82215404828,4970747.020313351,-36.901305524195216,9.418172396958388e-17
qft_pairs,mobius_native,71,30,435,0,435,0,0,435,1740,131263.1511615834,160082.37708166384,1740,12180,173288.97708166376,4852091.358286586,-37.64417990255122,4.480643517218259e-17
qft_pairs,zap_decomposed,71,30,435,0,435,0,0,435,1740,131263.1511615834,160082.37708166384,1740,12180,173288.97708166376,4852091.358286586,-37.64417990255122,4.480643517218259e-17
ghz_chain,mobius_native,71,30,88,59,29,0,0,59,116,8747.980742440926,9468.592772685693,116,812,11909.032772685689,333504.91763519926,-2.5340027559785945,0.07934080196621632
ghz_chain,zap_decomposed,71,30,88,59,29,0,0,59,116,8747.980742440926,9468.592772685693,116,812,11909.032772685689,333504.91763519926,-2.5340027559785945,0.07934080196621632
synthetic_3sat,mobius_native,101,30,150,12,78,60,0,139,672,49760.24235440233,51523.427531609035,672,3804,55778.06753160907,1535888.4089017124,-12.729659536724819,2.9619594368543263e-06
synthetic_3sat,zap_decomposed,101,30,1590,1152,438,0,0,684,1752,131568.07477193448,161332.0203172392,1752,12264,187421.70031723866,5213487.608882682,-38.46806915444784,1.965757026706727e-17
qaoa_3local,mobius_native,101,30,60,0,0,60,0,60,360,27713.01579991743,23653.774584079638,360,1620,25488.33458407963,688185.0337701499,-5.990952650510482,0.0025012800690973054
qaoa_3local,zap_decomposed,101,30,1500,1140,360,0,0,773,1440,110852.06319966979,133305.49560642478,1440,10080,165711.09560642444,4623582.676979884,-31.901227897052674,1.3978892283399536e-14
p_spin_ising,mobius_native,101,30,60,0,0,30,30,60,420,33364.1674059234,24227.72917421545,420,1590,26062.289174215457,690601.614995433,-6.368346446893704,0.0017149927137874363
p_spin_ising,zap_decomposed,101,30,2460,1860,600,0,0,1210,2400,188111.47764036688,227477.15897223464,2400,16800,277413.15897223324,7734288.45122253,-53.175589576676195,8.05628599118022e-24
hypergraph_4local,mobius_native,101,30,60,0,0,0,60,60,480,34432.15180149196,23241.001953971412,480,1560,25075.56195397141,651964.6108032566,-6.718371186331952,0.0012085050412547107
hypergraph_4local,zap_decomposed,101,30,3420,2580,840,0,0,2028,3360,240294.42815980577,304718.14143077895,3360,23520,391996.5414307765,10965295.160061736,-74.53015187936408,4.285152708935839e-33
qram_oracle,mobius_native,101,30,90,0,0,30,60,90,660,51604.935345878686,36394.50881681249,660,2370,39146.34881681249,1030856.530289037,-9.737047113320997,5.905465934690788e-05
qram_oracle,zap_decomposed,101,30,4170,3150,1020,0,0,2065,4080,316677.55214913574,385178.17830778187,4080,28560,470485.37830777804,13118470.59261778,-90.37502189060115,5.631533747738125e-40
multiplier_oracle,mobius_native,101,30,75,0,30,30,15,75,420,30502.96130521216,28376.83637733336,420,2040,30663.556377333367,833797.0023467004,-7.26594368830131,0.0006989413755315052
multiplier_oracle,zap_decomposed,101,30,1635,1215,420,0,0,660,1680,119438.97869129677,150607.82400660802,1680,11760,175839.0240066072,4885272.672185001,-36.844322625442985,9.970432423053337e-17
qft_pairs,mobius_native,101,30,435,0,435,0,0,435,1740,131263.1511615834,160082.37708166384,1740,12180,173288.97708166376,4852091.358286586,-37.64417990255122,4.480643517218259e-17
qft_pairs,zap_decomposed,101,30,435,0,435,0,0,435,1740,131263.1511615834,160082.37708166384,1740,12180,173288.97708166376,4852091.358286586,-37.64417990255122,4.480643517218259e-17
ghz_chain,mobius_native,101,30,88,59,29,0,0,59,116,8747.980742440926,9468.592772685693,116,812,11909.032772685689,333504.91763519926,-2.5340027559785945,0.07934080196621632
ghz_chain,zap_decomposed,101,30,88,59,29,0,0,59,116,8747.980742440926,9468.592772685693,116,812,11909.032772685689,333504.91763519926,-2.5340027559785945,0.07934080196621632
