path_index,path_coordinate,segment,grid_size,spin_orbit_t2_over_t,rashba_lambda_over_t,in_plane_zeeman_over_t,staggered_sublattice_mass_over_t,valence_maximum_over_t,conduction_minimum_over_t,minimum_direct_gap_over_t,indirect_gap_over_t
67,0.8375,break_time_reversal,48,0.03,0.067,0.125625,0.0,0.045356286790029704,0.14732867422534413,0.10927710662383769,0.10197238743531442
68,0.8500000000000001,break_time_reversal,48,0.03,0.068,0.1275,0.0,0.048489641252794674,0.14718507298190547,0.10599378894409126,0.0986954317291108
69,0.8625,break_time_reversal,48,0.03,0.069,0.129375,0.0,0.05156308740613225,0.14707923440449105,0.1028301859339601,0.09551614699835881
70,0.875,break_time_reversal,48,0.03,0.07,0.13125,0.0,0.05457093650153817,0.14701221910187623,0.09979766992546697,0.09244128260033806
71,0.8875000000000001,break_time_reversal,48,0.03,0.07100000000000001,0.133125,0.0,0.05750703957102118,0.14689708213154537,0.09690853335465449,0.08939004256052419
72,0.9,break_time_reversal,48,0.03,0.07200000000000001,0.135,0.0,0.060364803243533945,0.14678492506494775,0.09417595710068785,0.08642012182141381
73,0.9125000000000001,break_time_reversal,48,0.03,0.07300000000000001,0.136875,0.0,0.06313722793020177,0.14668883466476357,0.09161393408451698,0.0835516067345618
74,0.925,break_time_reversal,48,0.03,0.07400000000000001,0.13875,0.0,0.06581697424171046,0.14660864797732825,0.08923713640003259,0.0807916737356178
75,0.9375,break_time_reversal,48,0.03,0.075,0.140625,0.0,0.06839646323849578,0.1465441994235082,0.08706071477603959,0.0781477361850124
76,0.9500000000000001,break_time_reversal,48,0.03,0.07600000000000001,0.14250000000000002,0.0,0.07086801488942822,0.14649532089429226,0.08510002161721635,0.07562730600486404
77,0.9625,break_time_reversal,48,0.03,0.077,0.144375,0.0,0.07322402660936479,0.1464618418526556,0.08337025388280299,0.0732378152432908
78,0.9750000000000001,break_time_reversal,48,0.03,0.07800000000000001,0.14625000000000002,0.0,0.07545718977648559,0.14644358944133265,0.08188602000059995,0.07098639966484706
79,0.9875,break_time_reversal,48,0.03,0.079,0.148125,0.0,0.07756073680526138,0.1464403885961098,0.0806608456639076,0.06887965179084843
80,1.0,break_time_reversal,48,0.03,0.08,0.15,0.0,0.07952870522392445,0.14645206216422224,0.07970664561288691,0.06692335694029779
81,1.0125,rotate_bulk_mass,48,0.029625,0.08,0.15,0.00375,0.08123308160186282,0.1445036835157831,0.07620549839610993,0.06327060191392028
82,1.025,rotate_bulk_mass,48,0.029249999999999998,0.08,0.15,0.0075,0.08295647867566808,0.14252389518638542,0.07247347109265351,0.05956741651071734
83,1.0375,rotate_bulk_mass,48,0.028874999999999998,0.08,0.15,0.011250000000000001,0.08469668534528266,0.14051773689464603,0.06852008442062055,0.05582105154936337
84,1.05,rotate_bulk_mass,48,0.028499999999999998,0.08,0.15,0.015,0.08645080135505531,0.13849049612351244,0.06435856831671224,0.05203969476845713
85,1.0625,rotate_bulk_mass,48,0.028124999999999997,0.08,0.15,0.01875,0.08821495038584529,0.13644769495018788,0.060006014139387276,0.048232744564342594
86,1.075,rotate_bulk_mass,48,0.02775,0.08,0.15,0.022500000000000003,0.08998383173105369,0.1343950768988328,0.055483794834350494,0.0444112451677791
87,1.0875,rotate_bulk_mass,48,0.027375,0.08,0.15,0.026250000000000002,0.09174999788666133,0.13233859369993972,0.05081852609957599,0.040588595813278394
88,1.1,rotate_bulk_mass,48,0.027,0.08,0.15,0.03,0.09350265047542619,0.13028439174321368,0.04604402297142493,0.03678174126778749
89,1.1125,rotate_bulk_mass,48,0.026625,0.08,0.15,0.03375,0.09522555915347766,0.12823879791625584,0.04120506951752484,0.033013238762778174
90,1.125,rotate_bulk_mass,48,0.02625,0.08,0.15,0.0375,0.09689332982426906,0.12620830443308168,0.03636456317006133,0.02931497460881262
91,1.1375,rotate_bulk_mass,48,0.025875,0.08,0.15,0.04125,0.09846449724259408,0.12419955217879575,0.031617086784245116,0.025735054936201665
92,1.15,rotate_bulk_mass,48,0.0255,0.08,0.15,0.045000000000000005,0.09986859227240294,0.12221931203431342,0.02711460324301007,0.022350719761910484
93,1.1625,rotate_bulk_mass,48,0.025124999999999998,0.08,0.15,0.04875,0.1009831577906651,0.12027446360334729,0.02311231524063942,0.01929130581268218
94,1.175,rotate_bulk_mass,48,0.024749999999999998,0.08,0.15,0.052500000000000005,0.10160257342387295,0.11837197074903277,0.02003095843050423,0.01676939732515982
95,1.1875,rotate_bulk_mass,48,0.024375,0.08,0.15,0.056249999999999994,0.10143848462160204,0.11651885336616612,0.018455925346728047,0.015080368744564074
96,1.2,rotate_bulk_mass,48,0.024,0.08,0.15,0.06,0.10025234070477161,0.11472215487375956,0.018872200278400003,0.014469814168987946
97,1.2125,rotate_bulk_mass,48,0.023625,0.08,0.15,0.06375,0.09806550917875385,0.11298890501769322,0.02124416158090066,0.014923395838939368
98,1.225,rotate_bulk_mass,48,0.02325,0.08,0.15,0.0675,0.09512520319555325,0.11132607772942513,0.025083770490509846,0.01620087453387188
99,1.2375,rotate_bulk_mass,48,0.022875,0.08,0.15,0.07125000000000001,0.09169163060433604,0.10974054399616096,0.029876324074795776,0.01804891339182492
100,1.25,rotate_bulk_mass,48,0.0225,0.08,0.15,0.075,0.08794298062492062,0.10823901995884264,0.035270536216542595,0.020296039333922017
101,1.2625,rotate_bulk_mass,48,0.022125,0.08,0.15,0.07875,0.0839862353043695,0.10682801075975834,0.04105696946945869,0.022841775455388846
102,1.275,rotate_bulk_mass,48,0.02175,0.08,0.15,0.0825,0.0798850381423614,0.1055137509982333,0.047112351105233916,0.0256287128558719
103,1.2875,rotate_bulk_mass,48,0.021374999999999998,0.08,0.15,0.08625000000000001,0.0756786575101821,0.10430214300066773,0.0533616968965107,0.02862348549048563
104,1.3,rotate_bulk_mass,48,0.020999999999999998,0.08,0.15,0.09000000000000001,0.07139255939846215,0.10319869444380071,0.05975721287321961,0.031806135045338566
105,1.3125,rotate_bulk_mass,48,0.020624999999999998,0.08,0.15,0.09375,0.06704411384770884,0.10220845715644801,0.06626692601503135,0.035164343308739174
106,1.325,rotate_bulk_mass,48,0.02025,0.08,0.15,0.0975,0.06264573230208526,0.10133596913227405,0.07286844931804429,0.038690236830188796
107,1.3375,rotate_bulk_mass,48,0.019875,0.08,0.15,0.10125,0.05820665388215311,0.1005852018837486,0.07954544532607864,0.04237854800159549
108,1.35,rotate_bulk_mass,48,0.019499999999999997,0.08,0.15,0.10500000000000001,0.053734003073486816,0.09995951523142595,0.08628554331544856,0.04622551215793913
109,1.3625,rotate_bulk_mass,48,0.019125,0.08,0.15,0.10875000000000001,0.049233440810065816,0.09946162144045549,0.09307906641523331,0.050228180630389675
110,1.375,rotate_bulk_mass,48,0.01875,0.08,0.15,0.11249999999999999,0.044709580280332895,0.09909356028976801,0.0999182262740976,0.05438398000943512
111,1.3875,rotate_bulk_mass,48,0.018375,0.08,0.15,0.11624999999999999,0.04016626170876789,0.09885668620681855,0.10679659704162875,0.058690424498050654
112,1.4,rotate_bulk_mass,48,0.018,0.08,0.15,0.12,0.03560673974709323,0.09875166805536481,0.11370876166346626,0.06314492830827158
113,1.4125,rotate_bulk_mass,48,0.017625,0.08,0.15,0.12375,0.03103381500433065,0.09877850157030343,0.12065006768523152,0.06774468656597278
114,1.425,rotate_bulk_mass,48,0.017249999999999998,0.08,0.15,0.1275,0.026449928826482935,0.09893653384281621,0.1276164545786912,0.07248660501633328
115,1.4375,rotate_bulk_mass,48,0.016875,0.08,0.15,0.13125,0.02185723324486215,0.09922449872096412,0.1346043289665895,0.07736726547610197
116,1.45,rotate_bulk_mass,48,0.0165,0.08,0.15,0.135,0.017257643726707107,0.0996405615480904,0.14161047267239799,0.0823829178213833
117,1.4625,rotate_bulk_mass,48,0.016125,0.08,0.15,0.13875,0.01265287973930408,0.10018237134428269,0.14863197374565815,0.08752949160497861
118,1.475,rotate_bulk_mass,48,0.015749999999999997,0.08,0.15,0.14250000000000002,0.008044496493780093,0.10084711835976132,0.15563527927473342,0.09280262186598122
119,1.4875,rotate_bulk_mass,48,0.015374999999999998,0.08,0.15,0.14625000000000002,0.003433910178695348,0.10163159489289607,0.16129387746985585,0.09819768471420072
120,1.5,rotate_bulk_mass,48,0.015,0.08,0.15,0.15,-0.0011775816991382879,0.10253225735552639,0.16708043953267943,0.10370983905466467
121,1.5125000000000002,rotate_bulk_mass,48,0.014624999999999997,0.08,0.15,0.15375000000000003,-0.0057887837128126896,0.10301825853356647,0.1729821775242614,0.10880704224637916
122,1.525,rotate_bulk_mass,48,0.014249999999999999,0.08,0.15,0.1575,-0.0103985888148805,0.10354656142895882,0.17898751168842936,0.11394515024383932
123,1.5375,rotate_bulk_mass,48,0.013875,0.08,0.15,0.16124999999999998,-0.015005966920303008,0.10418248483840159,0.1850859538869783,0.1191884517587046
124,1.55,rotate_bulk_mass,48,0.013499999999999998,0.08,0.15,0.165,-0.019609955309793783,0.10492399361166753,0.1898098704219845,0.12453394892146132
125,1.5625,rotate_bulk_mass,48,0.013125,0.08,0.15,0.16874999999999998,-0.024209650501745374,0.10576880379454356,0.19424734922536324,0.12997845429628893
126,1.5750000000000002,rotate_bulk_mass,48,0.012749999999999997,0.08,0.15,0.17250000000000001,-0.028804201321863263,0.10671441173989056,0.1988635787951447,0.13551861306175383
127,1.5875,rotate_bulk_mass,48,0.012374999999999999,0.08,0.15,0.17625,-0.033392802959384356,0.10775812355658572,0.20364566330919334,0.14115092651597008
128,1.6,rotate_bulk_mass,48,0.011999999999999997,0.08,0.15,0.18000000000000002,-0.03797469184345374,0.10889708434923376,0.20858127072121185,0.1468717761926875
129,1.6125,rotate_bulk_mass,48,0.011624999999999998,0.08,0.15,0.18375,-0.04254914120708462,0.1101283067632456,0.213658667064695,0.15267744797033023
130,1.625,rotate_bulk_mass,48,0.01125,0.08,0.15,0.1875,-0.04711545723206802,0.11144869842111557,0.21886673331668652,0.1585641556531836
131,1.6375000000000002,rotate_bulk_mass,48,0.010874999999999998,0.08,0.15,0.19125,-0.051672975688291364,0.1128550879119399,0.22419496838478092,0.16452806360023126
132,1.65,rotate_bulk_mass,48,0.010499999999999999,0.08,0.15,0.195,-0.05622105899665422,0.11434424907321232,0.22963348137258516,0.17056530806986653
133,1.6625,rotate_bulk_mass,48,0.010124999999999997,0.08,0.15,0.19875,-0.060759093657193945,0.11591292337828489,0.23517297583343358,0.17667201703547883
134,1.675,rotate_bulk_mass,48,0.009749999999999998,0.08,0.15,0.2025,-0.06528648799394021,0.11755784031185185,0.2408047282799008,0.18284432830579206
135,1.6875,rotate_bulk_mass,48,0.009375,0.08,0.15,0.20625,-0.06980267017597891,0.11927573567754123,0.2465205628030902,0.18907840585352015
136,1.7000000000000002,rotate_bulk_mass,48,0.008999999999999998,0.08,0.15,0.21000000000000002,-0.07430708648065218,0.1210633678349715,0.25231282328507776,0.19537045431562367
137,1.7125,rotate_bulk_mass,48,0.008624999999999999,0.08,0.15,0.21375,-0.07879919977007961,0.12291753190799865,0.25817434436628606,0.20171673167807824
138,1.725,rotate_bulk_mass,48,0.008249999999999997,0.08,0.15,0.21750000000000003,-0.08327848815650146,0.12483507204132538,0.2640984220576219,0.20811356019782684
139,1.7375,rotate_bulk_mass,48,0.007874999999999998,0.08,0.15,0.22125,-0.08774444383550097,0.1268128918096332,0.27007878466215857,0.21455733564513418
140,1.75,rotate_bulk_mass,48,0.0075,0.08,0.15,0.22499999999999998,-0.09219657206912484,0.12884796290268125,0.27610956448835566,0.2210445349718061
141,1.7625000000000002,rotate_bulk_mass,48,0.007124999999999998,0.08,0.15,0.22875,-0.09663439030337524,0.13093733222225448,0.2821852706908685,0.22757172252562974
142,1.775,rotate_bulk_mass,48,0.006749999999999999,0.08,0.15,0.23249999999999998,-0.10105742740661203,0.13307812753349127,0.2883007634603494,0.2341355549401033
143,1.7875,rotate_bulk_mass,48,0.006374999999999997,0.08,0.15,0.23625000000000002,-0.10546522301713085,0.13526756181494845,0.29445122969501336,0.2407327848320793
144,1.8,rotate_bulk_mass,48,0.005999999999999998,0.08,0.15,0.24,-0.10985732698963842,0.13750293644974956,0.3006321602194,0.247360263439388
145,1.8125,rotate_bulk_mass,48,0.005625,0.08,0.15,0.24375,-0.11423329893157506,0.13978164339521695,0.306839328565548,0.254014942326792
146,1.8250000000000002,rotate_bulk_mass,48,0.005249999999999998,0.08,0.15,0.2475,-0.11859270782127054,0.1421011664612675,0.31306877129520105,0.26069387428253804
147,1.8375,rotate_bulk_mass,48,0.004874999999999999,0.08,0.15,0.25125,-0.12293513170079663,0.14445908181927372,0.3193167698157422,0.26739421352007037
148,1.85,rotate_bulk_mass,48,0.004499999999999997,0.08,0.15,0.255,-0.12726015743712263,0.14685305785359204,0.3255798336249134,0.27411321529071464
149,1.8625,rotate_bulk_mass,48,0.0041249999999999985,0.08,0.15,0.25875,-0.13156738054580136,0.1492808544580237,0.3318546849080535,0.28084823500382505
150,1.875,rotate_bulk_mass,48,0.00375,0.08,0.15,0.2625,-0.13585640507194863,0.15174032186945632,0.33813824440505136,0.2875967269414049
151,1.8875000000000002,rotate_bulk_mass,48,0.003374999999999998,0.08,0.15,0.26625,-0.14012684352371693,0.15422939912109962,0.34442761846122094,0.2943562426448165
152,1.9,rotate_bulk_mass,48,0.002999999999999999,0.08,0.15,0.27,-0.14437831685384192,0.15674611218831624,0.3507200871759012,0.3011244290421582
153,1.9125,rotate_bulk_mass,48,0.002624999999999997,0.08,0.15,0.27375,-0.14861045448514884,0.1592885718911497,0.35701309356402705,0.3078990263762985
154,1.925,rotate_bulk_mass,48,0.0022499999999999985,0.08,0.15,0.2775,-0.1528228943761687,0.16185497160940607,0.3633042336486509,0.3146778659855748
155,1.9375,rotate_bulk_mass,48,0.001875,0.08,0.15,0.28125,-0.15701528312322524,0.16444358485855998,0.3695912474059503,0.32145886798178525
156,1.9500000000000002,rotate_bulk_mass,48,0.0014999999999999979,0.08,0.15,0.28500000000000003,-0.16118727609553235,0.1670527627678767,0.37587201048835994,0.328240038863409
157,1.9625,rotate_bulk_mass,48,0.0011249999999999993,0.08,0.15,0.28875,-0.16533853759998543,0.1696809314959573,0.3821445266558441,0.3350194690959427
158,1.975,rotate_bulk_mass,48,0.0007499999999999973,0.08,0.15,0.29250000000000004,-0.16946874107244705,0.1723265896133812,0.3884069208498143,0.34179533068582824
159,1.9875,rotate_bulk_mass,48,0.00037499999999999865,0.08,0.15,0.29625,-0.1735775692924222,0.1749883054772457,0.3946574328486805,0.34856587476966794
160,2.0,rotate_bulk_mass,48,0.0,0.08,0.15,0.3,-0.17766471461809544,0.1776647146180952,0.40089441144842825,0.3553294292361906
161,2.0125,remove_auxiliary_fields,48,0.0,0.079,0.148125,0.3,-0.17886560977267732,0.1788656097726772,0.4021281999568972,0.35773121954535453
162,2.025,remove_auxiliary_fields,48,0.0,0.078,0.14625,0.3,-0.1800844193743554,0.1800844193743556,0.40339262025045386,0.360168838748711
163,2.0375,remove_auxiliary_fields,48,0.0,0.077,0.144375,0.3,-0.18132114926650272,0.18132114926650256,0.4046877746071841,0.3626422985330053
164,2.05,remove_auxiliary_fields,48,0.0,0.076,0.1425,0.3,-0.1825758026561903,0.1825758026561903,0.4060137620349655,0.3651516053123806
165,2.0625,remove_auxiliary_fields,48,0.0,0.075,0.140625,0.3,-0.18384838012503493,0.1838483801250348,0.4073706782733232,0.3676967602500697
166,2.075,remove_auxiliary_fields,48,0.0,0.07400000000000001,0.13875,0.3,-0.18513887964168696,0.18513887964168682,0.40875861579728634,0.3702777592833738
167,2.0875,remove_auxiliary_fields,48,0.0,0.073,0.136875,0.3,-0.18644729657592873,0.18644729657592873,0.4101776638231681,0.37289459315185747
168,2.1,remove_auxiliary_fields,48,0.0,0.07200000000000001,0.135,0.3,-0.18777362371434336,0.1877736237143431,0.4116279083161787,0.3755472474286865
169,2.1125,remove_auxiliary_fields,48,0.0,0.071,0.133125,0.3,-0.18911785127751826,0.1891178512775182,0.41310943199978767,0.37823570255503647
170,2.125,remove_auxiliary_fields,48,0.0,0.07,0.13125,0.3,-0.19047996693874367,0.1904799669387436,0.4146223143667478,0.3809599338774873
171,2.1375,remove_auxiliary_fields,48,0.0,0.069,0.129375,0.3,-0.19185995584416565,0.19185995584416551,0.4161666316916839,0.3837199116883312
172,2.15,remove_auxiliary_fields,48,0.0,0.068,0.1275,0.3,-0.19325780063435177,0.19325780063435166,0.41774245704515817,0.38651560126870343
173,2.1625,remove_auxiliary_fields,48,0.0,0.067,0.125625,0.3,-0.19467348146722643,0.19467348146722635,0.4193498603091145,0.3893469629344528
174,2.175,remove_auxiliary_fields,48,0.0,0.066,0.12374999999999999,0.3,-0.19610697604233204,0.19610697604233204,0.42098890819360657,0.3922139520846641
175,2.1875,remove_auxiliary_fields,48,0.0,0.065,0.121875,0.3,-0.1975582596263715,0.19755825962637152,0.4226596642547163,0.39511651925274305
176,2.2,remove_auxiliary_fields,48,0.0,0.064,0.12,0.3,-0.19902730507998564,0.19902730507998573,0.4243621889135627,0.39805461015997134
177,2.2125,remove_auxiliary_fields,48,0.0,0.063,0.118125,0.3,-0.20051408288572092,0.20051408288572084,0.42609653947630843,0.40102816577144174
178,2.225,remove_auxiliary_fields,48,0.0,0.062000000000000006,0.11624999999999999,0.3,-0.20201856117713907,0.20201856117713918,0.427862770155064,0.40403712235427824
