N,mass_squared,mode_rank,energy_real,energy_imag,is_real,visible_in_paper_window,solver
0.46,0.1875,3,1.6346836054204825,-0.46150719976067284,False,True,real_axis_fd
0.46,0.1875,4,3.2017464836005063,-0.37274255330198025,False,True,real_axis_fd
0.46,0.1875,5,3.201746483600567,0.372742553301984,False,True,real_axis_fd
0.46,0.1875,6,4.821665154146459,0.31355748053257787,False,True,real_axis_fd
0.46,0.1875,7,4.821665154146473,-0.3135574805326288,False,True,real_axis_fd
0.46,0.1875,8,6.4675230468764,0.2718875093552177,False,True,real_axis_fd
0.46,0.1875,9,6.467523046877124,-0.27188750935532635,False,True,real_axis_fd
0.46,0.1875,10,8.128673025532994,0.24105944313737068,False,True,real_axis_fd
0.46,0.1875,11,8.128673025533043,-0.24105944313703911,False,True,real_axis_fd
0.48,0.1875,0,0.2287933755935585,0.6246132924871378,False,True,real_axis_fd
0.48,0.1875,1,0.22879337559361934,-0.6246132924871777,False,True,real_axis_fd
0.48,0.1875,2,1.6590179628232486,0.5166300862329449,False,True,real_axis_fd
0.48,0.1875,3,1.6590179628232846,-0.516630086232984,False,True,real_axis_fd
0.48,0.1875,4,3.219194939307048,0.4410731009542061,False,True,real_axis_fd
0.48,0.1875,5,3.2191949393072172,-0.44107310095409114,False,True,real_axis_fd
0.48,0.1875,6,4.833843105582528,-0.393943585746419,False,True,real_axis_fd
0.48,0.1875,7,4.833843105582824,0.39394358574641875,False,True,real_axis_fd
0.48,0.1875,8,6.475454058096904,-0.36371461119363424,False,True,real_axis_fd
0.48,0.1875,9,6.475454058097094,0.36371461119355647,False,True,real_axis_fd
0.48,0.1875,10,8.133005452363584,0.34376898493223995,False,True,real_axis_fd
0.48,0.1875,11,8.133005452363907,-0.34376898493241054,False,True,real_axis_fd
0.5,0.1875,0,0.26285893706250674,-0.6631532225951846,False,True,real_axis_fd
0.5,0.1875,1,0.2628589370625827,0.6631532225951622,False,True,real_axis_fd
0.5,0.1875,2,1.685900035084536,-0.5705694235780208,False,True,real_axis_fd
0.5,0.1875,3,1.6859000350846172,0.5705694235780354,False,True,real_axis_fd
0.5,0.1875,4,3.2395257548678673,0.5073020735251851,False,True,real_axis_fd
0.5,0.1875,5,3.239525754867875,-0.5073020735251751,False,True,real_axis_fd
0.5,0.1875,6,4.849082430065705,0.4704366744558163,False,True,real_axis_fd
0.5,0.1875,7,4.849082430065727,-0.4704366744558076,False,True,real_axis_fd
0.5,0.1875,8,6.486557057867154,-0.4491231726383504,False,True,real_axis_fd
0.5,0.1875,9,6.4865570578675715,0.4491231726385258,False,True,real_axis_fd
0.5,0.1875,10,8.140585693371156,-0.4370180130571431,False,True,real_axis_fd
0.5,0.1875,11,8.140585693371397,0.437018013056949,False,True,real_axis_fd
0.52,0.1875,0,0.29912672326985934,-0.7007997292159522,False,True,real_axis_fd
0.52,0.1875,1,0.29912672326987444,0.7007997292159385,False,True,real_axis_fd
0.52,0.1875,2,1.7154315708325028,0.6235763968854509,False,True,real_axis_fd
0.52,0.1875,3,1.7154315708325614,-0.6235763968854406,False,True,real_axis_fd
0.52,0.1875,4,3.262865854862182,0.5724241494188189,False,True,real_axis_fd
0.52,0.1875,5,3.2628658548623006,-0.5724241494188093,False,True,real_axis_fd
0.52,0.1875,6,4.867540129557366,-0.5453464121251554,False,True,real_axis_fd
0.52,0.1875,7,4.8675401295577885,0.5453464121252988,False,True,real_axis_fd
0.52,0.1875,8,6.501015083800938,-0.5323108218583708,False,True,real_axis_fd
