series_id,y_m,y_mm,R0
FIG001A_R0,-0.001134,-1.1340000000000001,2.506441482088156e-09
FIG001A_R0,-0.0011330000000000001,-1.133,2.5384669215821555e-09
FIG001A_R0,-0.001132,-1.132,2.571061723350378e-09
FIG001A_R0,-0.001131,-1.131,2.60423855704365e-09
FIG001A_R0,-0.00113,-1.13,2.638010096925205e-09
FIG001A_R0,-0.001129,-1.129,2.672389014816375e-09
FIG001A_R0,-0.001128,-1.1280000000000001,2.7073879729899683e-09
FIG001A_R0,-0.001127,-1.127,2.7430196170144515e-09
FIG001A_R0,-0.001126,-1.1260000000000001,2.779296568551862e-09
FIG001A_R0,-0.0011250000000000001,-1.1250000000000002,2.8162314181128834e-09
FIG001A_R0,-0.001124,-1.124,2.8538367177719113e-09
FIG001A_R0,-0.001123,-1.123,2.892124973845489e-09
FIG001A_R0,-0.0011220000000000002,-1.122,2.9311086395374385e-09
FIG001A_R0,-0.001121,-1.121,2.970800107553658e-09
FIG001A_R0,-0.0011200000000000001,-1.12,3.011211702690091e-09
FIG001A_R0,-0.001119,-1.119,3.0523556743972267e-09
FIG001A_R0,-0.001118,-1.118,3.094244189324177e-09
FIG001A_R0,-0.001117,-1.117,3.1368893238460898e-09
FIG001A_R0,-0.001116,-1.116,3.180303056577874e-09
FIG001A_R0,-0.001115,-1.1150000000000002,3.2244972608780716e-09
FIG001A_R0,-0.001114,-1.1139999999999999,3.2694836973459047e-09
FIG001A_R0,-0.001113,-1.113,3.3152740063151967e-09
FIG001A_R0,-0.0011120000000000001,-1.112,3.361879700348626e-09
FIG001A_R0,-0.001111,-1.111,3.4093121567356246e-09
FIG001A_R0,-0.00111,-1.11,3.457582609997543e-09
FIG001A_R0,-0.0011090000000000002,-1.1090000000000002,3.5067021444036944e-09
FIG001A_R0,-0.001108,-1.108,3.5566816865015195e-09
FIG001A_R0,-0.0011070000000000001,-1.1070000000000002,3.6075319976646446e-09
FIG001A_R0,-0.001106,-1.106,3.659263666662281e-09
FIG001A_R0,-0.001105,-1.105,3.7118871022535245e-09
FIG001A_R0,-0.001104,-1.1039999999999999,3.765412525810132e-09
FIG001A_R0,-0.001103,-1.103,3.819849963971179e-09
FIG001A_R0,-0.0011020000000000001,-1.102,3.8752092413335515e-09
FIG001A_R0,-0.001101,-1.101,3.931499973181285e-09
FIG001A_R0,-0.0011,-1.1,3.988731558257789e-09
FIG001A_R0,-0.0010990000000000002,-1.0990000000000002,4.046913171584237e-09
FIG001A_R0,-0.001098,-1.098,4.1060537573278246e-09
FIG001A_R0,-0.001097,-1.0970000000000002,4.16616202172334e-09
FIG001A_R0,-0.001096,-1.0959999999999999,4.227246426051678e-09
FIG001A_R0,-0.001095,-1.095,4.289315179678805e-09
FIG001A_R0,-0.001094,-1.0939999999999999,4.352376233158689e-09
FIG001A_R0,-0.001093,-1.093,4.4164372714036665e-09
FIG001A_R0,-0.001092,-1.092,4.481505706925936e-09
FIG001A_R0,-0.001091,-1.091,4.547588673153437e-09
FIG001A_R0,-0.00109,-1.09,4.614693017823638e-09
