y_m,y_mm,gt,gf,gt_finite_difference,gf_finite_difference
0.00015999999999999999,0.15999999999999998,4.219048669260585e-08,-9.93900340836547e-08,4.219048668532779e-08,-9.939003409018265e-08
0.0001609999999999999,0.1609999999999999,4.2841702409177594e-08,-9.879499026335269e-08,4.28417024168695e-08,-9.879499026174551e-08
0.00016199999999999982,0.1619999999999998,4.348120437148962e-08,-9.819035807685254e-08,4.348120437096495e-08,-9.81903580865199e-08
0.00016299999999999995,0.16299999999999995,4.410882783889455e-08,-9.757627304026731e-08,4.410882784602802e-08,-9.757627303022037e-08
0.00016399999999999987,0.16399999999999987,4.4724411859367824e-08,-9.695287271030247e-08,4.472441187932894e-08,-9.695287271584853e-08
0.000165,0.165,4.532779931867836e-08,-9.63202966491995e-08,4.532779931978623e-08,-9.632029665237775e-08
0.00016599999999999991,0.16599999999999993,4.5918836988219956e-08,-9.567868638918225e-08,4.591883696693299e-08,-9.567868637371958e-08
0.00016699999999999983,0.16699999999999984,4.6497375571491475e-08,-9.502818539641275e-08,4.649737555768205e-08,-9.502818538578413e-08
0.00016799999999999996,0.16799999999999995,4.706326974920642e-08,-9.436893903446905e-08,4.706326976632595e-08,-9.436893904074862e-08
0.00016899999999999988,0.16899999999999987,4.761637822301812e-08,-9.370109452735423e-08,4.76163782111544e-08,-9.370109452382254e-08
0.0001699999999999998,0.1699999999999998,4.8156563757846944e-08,-9.302480092204493e-08,4.8156563758856714e-08,-9.302480091942204e-08
0.00017099999999999993,0.17099999999999993,4.868369322279286e-08,-9.234020905059235e-08,4.868369323335428e-08,-9.234020904573386e-08
0.00017199999999999984,0.17199999999999985,4.919763763062073e-08,-9.164747149178468e-08,4.919763763417621e-08,-9.164747149441995e-08
0.00017299999999999998,0.173,4.9698272175806605e-08,-9.094674253238065e-08,4.96982721893989e-08,-9.094674254459072e-08
0.0001739999999999999,0.1739999999999999,5.0185476271128816e-08,-9.023817812792686e-08,5.018547626961927e-08,-9.02381781297178e-08
0.0001749999999999998,0.17499999999999982,5.06591335827957e-08,-8.952193586316689e-08,5.0659133593095524e-08,-8.952193586410384e-08
0.00017599999999999994,0.17599999999999993,5.111913206409503e-08,-8.879817491205545e-08,5.111913206692849e-08,-8.879817491053357e-08
0.00017699999999999986,0.17699999999999985,5.156536398755557e-08,-8.806705599738769e-08,5.156536399881987e-08,-8.806705600012619e-08
0.000178,0.178,5.199772597561093e-08,-8.732874135005266e-08,5.199772597795819e-08,-8.732874133969109e-08
0.0001789999999999999,0.1789999999999999,5.241611902975304e-08,-8.658339466792593e-08,5.241611903383753e-08,-8.658339465805e-08
0.00017999999999999982,0.17999999999999983,5.282044855816926e-08,-8.583118107440828e-08,5.282044856346559e-08,-8.583118107368807e-08
0.00018099999999999995,0.18099999999999997,5.321062440185121e-08,-8.507226707662498e-08,5.32106244041556e-08,-8.507226707490156e-08
0.00018199999999999987,0.18199999999999988,5.358656085916805e-08,-8.430682052329604e-08,5.3586560846761216e-08,-8.43068205330327e-08
0.00018299999999999979,0.18299999999999977,5.3948176708897555e-08,-8.353501056228723e-08,5.3948176708468393e-08,-8.353501056350336e-08
0.00018399999999999992,0.1839999999999999,5.429539523170548e-08,-8.275700759785596e-08,5.4295395246768624e-08,-8.27570075919895e-08
0.00018499999999999983,0.18499999999999983,5.4628144230067957e-08,-8.197298324760268e-08,5.462814423225082e-08,-8.197298322868974e-08
0.00018599999999999997,0.18599999999999997,5.494635604663112e-08,-8.118311029913745e-08,5.4946356057789156e-08,-8.11831102947951e-08
0.00018699999999999988,0.1869999999999999,5.524996758100061e-08,-8.038756266647785e-08,5.5249967583033114e-08,-8.038756266697904e-08
0.0001879999999999998,0.1879999999999998,5.553892030495829e-08,-7.958651534618476e-08,5.553892030646105e-08,-7.958651534026324e-08
0.00018899999999999993,0.18899999999999995,5.581316027609959e-08,-7.878014437325219e-08,5.581316028927959e-08,-7.878014437507801e-08
0.00018999999999999985,0.18999999999999984,5.607263814988896e-08,-7.796862677676167e-08,5.607263816204104e-08,-7.796862676822208e-08
0.00019099999999999998,0.19099999999999998,5.631730919013001e-08,-7.715214053531079e-08,5.631730919412661e-08,-7.715214053227202e-08
0.0001919999999999999,0.1919999999999999,5.654713327784666e-08,-7.633086453223333e-08,5.654713328382019e-08,-7.633086453345474e-08
0.0001929999999999998,0.1929999999999998,5.676207491857461e-08,-7.55049785106166e-08,5.676207491860373e-08,-7.550497851480864e-08
0.00019399999999999995,0.19399999999999995,5.69621032480602e-08,-7.467466302813353e-08,5.696210324133166e-08,-7.467466302670038e-08
0.00019499999999999986,0.19499999999999987,5.7147192036366496e-08,-7.384009941169966e-08,5.7147192030378556e-08,-7.384009942020745e-08
0.000196,0.196,5.731731969038611e-08,-7.300146971196502e-08,5.731731968640427e-08,-7.300146971146057e-08
0.0001969999999999999,0.1969999999999999,5.7472469254760314e-08,-7.215895665765826e-08,5.747246923897135e-08,-7.215895664781811e-08
0.00019799999999999983,0.19799999999999982,5.7612628411206076e-08,-7.131274360978974e-08,5.7612628412719505e-08,-7.131274361853058e-08
0.00019899999999999996,0.19899999999999995,5.7737789476251494e-08,-7.046301451573026e-08,5.773778948178182e-08,-7.046301451908306e-08
0.00019999999999999987,0.19999999999999987,5.784794939738185e-08,-6.960995386317598e-08,5.784794938889874e-08,-6.960995385707425e-08
0.0002009999999999998,0.2009999999999998,5.794310974759924e-08,-6.875374663401079e-08,5.794310975203556e-08,-6.875374663310251e-08
0.00020199999999999992,0.20199999999999993,5.802327671839759e-08,-6.789457825808104e-08,5.802327670887241e-08,-6.789457826135651e-08
0.00020299999999999984,0.20299999999999985,5.8088461111157724e-08,-6.70326345668938e-08,5.808846110871021e-08,-6.703263456299777e-08
0.00020399999999999997,0.20399999999999996,5.813867832696642e-08,-6.616810174724962e-08,5.813867833710835e-08,-6.616810173307346e-08
0.0002049999999999999,0.20499999999999988,5.81739483548637e-08,-6.530116629482587e-08,5.817394835558938e-08,-6.530116629750299e-08
0.0002059999999999998,0.2059999999999998,5.819429575852418e-08,-6.443201496771876e-08,5.819429576450471e-08,-6.443201497411166e-08
0.00020699999999999994,0.20699999999999993,5.819974966137808e-08,-6.356083473995975e-08,5.8199749654142126e-08,-6.356083472557025e-08
0.00020799999999999985,0.20799999999999985,5.81903437301784e-08,-6.268781275501847e-08,5.819034373707467e-08,-6.268781274946883e-08
0.00020899999999999998,0.209,5.816611615702113e-08,-6.181313627930131e-08,5.8166116159563474e-08,-6.181313627317595e-08
0.0002099999999999999,0.2099999999999999,5.812710963982612e-08,-6.09369926556638e-08,5.8127109647141536e-08,-6.093699264979165e-08
0.00021099999999999982,0.21099999999999983,5.8073371361286666e-08,-6.005956925694293e-08,5.807337137226483e-08,-6.005956924895955e-08
0.00021199999999999995,0.21199999999999994,5.800495296629639e-08,-5.918105343952702e-08,5.800495297416463e-08,-5.918105343370584e-08
0.00021299999999999986,0.21299999999999986,5.7921910537862704e-08,-5.8301632496973087e-08,5.79219105389952e-08,-5.830163250419099e-08
0.000214,0.214,5.782430457151638e-08,-5.74214936136828e-08,5.782430457336398e-08,-5.7421493621609114e-08
0.0002149999999999999,0.2149999999999999,5.7712199948227757e-08,-5.6540823818653475e-08,5.771219994808333e-08,-5.6540823831349043e-08
0.00021599999999999983,0.21599999999999983,5.7585665905840035e-08,-5.565980993931124e-08,5.758566590478797e-08,-5.5659809940571595e-08
0.00021699999999999996,0.21699999999999997,5.744477600903113e-08,-5.477863855544317e-08,5.7444776006304126e-08,-5.477863855791424e-08
0.00021799999999999988,0.2179999999999999,5.7289608117816446e-08,-5.389749595323848e-08,5.728960811017978e-08,-5.3897495954524755e-08
0.0002189999999999998,0.2189999999999998,5.712024435460349e-08,-5.301656807944989e-08,5.712024434883232e-08,-5.30165680739874e-08
0.00021999999999999993,0.21999999999999992,5.69367710698131e-08,-5.2136040495689865e-08,5.693677106668279e-08,-5.2136040499235684e-08
0.00022099999999999984,0.22099999999999984,5.6739278806079366e-08,-5.125609833287326e-08,5.6739278803612336e-08,-5.125609833343836e-08
0.00022199999999999998,0.22199999999999998,5.6527862261042184e-08,-5.037692624581525e-08,5.652786226187492e-08,-5.03769262397041e-08
0.0002229999999999999,0.2229999999999999,5.6302620248747824e-08,-4.949870836800227e-08,5.6302620249849066e-08,-4.949870837490704e-08
0.0002239999999999998,0.2239999999999998,5.606365565967113e-08,-4.862162826654177e-08,5.6063655655568095e-08,-4.862162827057276e-08
0.00022499999999999994,0.22499999999999995,5.581107541937582e-08,-4.7745868897307596e-08,5.5811075430176485e-08,-4.774586890236149e-08
0.00022599999999999986,0.22599999999999987,5.554499044582804e-08,-4.68716125602907e-08,5.55449904423461e-08,-4.687161256433662e-08
0.000227,0.22699999999999998,5.526551560537979e-08,-4.5999040855165086e-08,5.526551560400763e-08,-4.599904085242111e-08
0.0002279999999999999,0.2279999999999999,5.497276966743925e-08,-4.512833463708594e-08,5.4972769665209815e-08,-4.512833462800153e-08
0.00022899999999999982,0.22899999999999981,5.4666875257844676e-08,-4.425967397272477e-08,5.4666875250515386e-08,-4.4259673981532123e-08
0.00022999999999999995,0.22999999999999995,5.434795881096007e-08,-4.3393238096559036e-08,5.43479588060615e-08,-4.339323810680335e-08
0.00023099999999999987,0.23099999999999987,5.4016150520511414e-08,-4.2529205367424965e-08,5.401615053007657e-08,-4.252920536380761e-08
0.00023199999999999978,0.2319999999999998,5.3671584289180223e-08,-4.166775322534355e-08,5.3671584290162206e-08,-4.1667753219182246e-08
0.00023299999999999992,0.23299999999999993,5.3314397676975586e-08,-4.0809058148634414e-08,5.331439767292406e-08,-4.080905814694786e-08
0.00023399999999999983,0.23399999999999982,5.294473184840333e-08,-3.9953295611327096e-08,5.294473185162292e-08,-3.995329561858215e-08
0.00023499999999999997,0.23499999999999996,5.256273151845146e-08,-3.910064004087872e-08,5.256273152330897e-08,-3.91006400401542e-08
0.00023599999999999988,0.23599999999999988,5.216854489741396e-08,-3.8251264776213986e-08,5.2168544898895645e-08,-3.825126476555933e-08
0.0002369999999999998,0.2369999999999998,5.17623236345718e-08,-3.740534202609263e-08,5.17623236402939e-08,-3.740534201710981e-08
0.00023799999999999993,0.23799999999999993,5.1344222760753884e-08,-3.656304282782005e-08,5.134422276115053e-08,-3.656304282928652e-08
0.00023899999999999985,0.23899999999999985,5.091440062979887e-08,-3.572453700630955e-08,5.0914400620230714e-08,-3.5724537009034346e-08
0.00023999999999999998,0.24,5.0473018858938926e-08,-3.4889993133505334e-08,5.0473018861861044e-08,-3.4889993135762114e-08
0.0002409999999999999,0.24099999999999988,5.002024226812969e-08,-3.405957848818106e-08,5.002024226703698e-08,-3.405957848855074e-08
0.0002419999999999998,0.2419999999999998,4.955623881834704e-08,-3.323345901611893e-08,4.95562388162886e-08,-3.323345902299217e-08
0.00024299999999999994,0.24299999999999994,4.908117954887495e-08,-3.241179929068427e-08,4.908117955071425e-08,-3.241179928185384e-08
0.00024399999999999986,0.24399999999999986,4.859523851360825e-08,-3.1594762473803526e-08,4.85952385091148e-08,-3.1594762464561887e-08
0.000245,0.245,4.809859271639154e-08,-3.0782510277354375e-08,4.809859272137623e-08,-3.0782510278308624e-08
0.0002459999999999999,0.2459999999999999,4.759142204542205e-08,-2.997520292498184e-08,4.759142205626839e-08,-2.9975202924817644e-08
0.0002469999999999998,0.24699999999999983,4.7073909206737134e-08,-2.917299911434527e-08,4.7073909211518794e-08,-2.9172999110269994e-08
0.00024799999999999996,0.24799999999999994,4.654623965681378e-08,-2.8376055979809805e-08,4.6546239650946956e-08,-2.8376055979129724e-08
0.00024899999999999987,0.24899999999999986,4.600860153430425e-08,-2.7584529055590485e-08,4.600860153498117e-08,-2.7584529054586883e-08
0.0002499999999999998,0.24999999999999978,4.5461185590931876e-08,-2.6798572239356393e-08,4.546118558500092e-08,-2.6798572245174967e-08
0.0002509999999999999,0.25099999999999995,4.490418512157487e-08,-2.60183377563076e-08,4.4904185126350236e-08,-2.6018337752126684e-08
0.00025199999999999984,0.25199999999999984,4.4337795893562916e-08,-2.524397612373189e-08,4.4337795893123114e-08,-2.5243976119004797e-08
0.00025299999999999997,0.25299999999999995,4.376221607521148e-08,-2.4475636116049155e-08,4.37622160744856e-08,-2.447563610927939e-08
0.0002539999999999999,0.2539999999999999,4.317764616362298e-08,-2.3713464730355907e-08,4.3177646162474555e-08,-2.371346473610637e-08
0.0002549999999999998,0.2549999999999998,4.258428891177831e-08,-2.295760715247394e-08,4.2584288908984294e-08,-2.295760715313963e-08
0.00025599999999999993,0.25599999999999995,4.19823492549482e-08,-2.2208206723515485e-08,4.19823492595921e-08,-2.2208206730631657e-08
0.00025699999999999985,0.25699999999999984,4.13720342364504e-08,-2.1465404906971788e-08,4.137203423444424e-08,-2.1465404913158477e-08
0.000258,0.258,4.0753552932778964e-08,-2.0729341256331558e-08,4.07535529348734e-08,-2.0729341256015595e-08
0.0002589999999999999,0.2589999999999999,4.0127116378136025e-08,-2.0000153383241337e-08,4.012711637134512e-08,-2.0000153385513328e-08
0.0002599999999999998,0.2599999999999998,3.949293748838994e-08,-1.9277976926211018e-08,3.9492937486618845e-08,-1.9277976932802353e-08
0.00026099999999999995,0.26099999999999995,3.8851230984491355e-08,-1.8562945519875916e-08,3.8851230993620544e-08,-1.8562945523947547e-08
0.00026199999999999986,0.26199999999999984,3.820221331537348e-08,-1.7855190764821816e-08,3.820221331588568e-08,-1.7855190763384365e-08
0.000263,0.263,3.754610258036366e-08,-1.7154842197978198e-08,3.754610257763307e-08,-1.715484219421418e-08
0.0002639999999999999,0.2639999999999999,3.688311845113813e-08,-1.646202726359146e-08,3.688311845156362e-08,-1.6462027258499603e-08
0.00026499999999999983,0.26499999999999985,3.6213482093244334e-08,-1.577687128477993e-08,3.62134820926859e-08,-1.577687128733833e-08
0.00026599999999999996,0.26599999999999996,3.5537416087222936e-08,-1.5099497435681873e-08,3.5537416093648396e-08,-1.50994974379974e-08
0.0002669999999999999,0.2669999999999999,3.485514434935668e-08,-1.443002671420127e-08,3.4855144342464417e-08,-1.443002671376554e-08
0.0002679999999999998,0.2679999999999998,3.4166892052074344e-08,-1.3768577915356959e-08,3.4166892053944983e-08,-1.376857790605052e-08
0.0002689999999999999,0.2689999999999999,3.347288554404091e-08,-1.3115267605243818e-08,3.3472885549668774e-08,-1.3115267600996595e-08
0.00026999999999999984,0.26999999999999985,3.277335226996172e-08,-1.2470210095611144e-08,3.2773352267908294e-08,-1.2470210096766446e-08
0.000271,0.27099999999999996,3.2068520690128716e-08,-1.1833517419062581e-08,3.206852068752926e-08,-1.1833517415121709e-08
0.0002719999999999999,0.2719999999999999,3.13586201997415e-08,-1.1205299304887022e-08,3.1358620193987334e-08,-1.1205299311349141e-08
0.0002729999999999998,0.2729999999999998,3.064388104802791e-08,-1.058566315552219e-08,3.0643881046240916e-08,-1.0585663148529168e-08
0.00027399999999999994,0.2739999999999999,2.992453425719754e-08,-9.974714023659407e-09,2.9924534255982755e-08,-9.974714021612975e-09
0.00027499999999999985,0.27499999999999986,2.9200811541256138e-08,-9.372554589993662e-09,2.920081154462657e-08,-9.372554588677665e-09
0.000276,0.27599999999999997,2.8472945224708205e-08,-8.779285141622895e-09,2.847294522584739e-08,-8.77928514537251e-09
0.0002769999999999999,0.2769999999999999,2.774116816118188e-08,-8.195003551104372e-09,2.7741168162568185e-08,-8.195003550472696e-09
0.0002779999999999998,0.2779999999999998,2.7005713652000486e-08,-7.6198052561693e-09,2.7005713649500194e-08,-7.61980525731219e-09
0.00027899999999999995,0.27899999999999997,2.626681536473394e-08,-7.053783240103133e-09,2.6266815366820823e-08,-7.053783244300566e-09
0.00027999999999999987,0.27999999999999986,2.5524707251758303e-08,-6.497028012794871e-09,2.552470724782475e-08,-6.4970280099599205e-09
0.0002809999999999998,0.2809999999999998,2.4779623468851232e-08,-5.949627592458255e-09,2.4779623470652107e-08,-5.949627589468486e-09
0.0002819999999999999,0.2819999999999999,2.4031798293855484e-08,-5.411667488031085e-09,2.4031798299469817e-08,-5.4116674884861825e-09
0.00028299999999999983,0.2829999999999998,2.3281466045438528e-08,-4.883230682255251e-09,2.3281466046421275e-08,-4.883230686463339e-09
0.00028399999999999996,0.284,2.25288610019757e-08,-4.364397615440074e-09,2.2528860998834458e-08,-4.364397608516552e-09
0.0002849999999999999,0.28499999999999986,2.1774217320590466e-08,-3.855246169914883e-09,2.1774217324923334e-08,-3.855246170096441e-09
0.0002859999999999998,0.2859999999999998,2.101776895637563e-08,-3.355851655171025e-09,2.1017768953019495e-08,-3.3558516595279993e-09
0.00028699999999999993,0.2869999999999999,2.025974958182877e-08,-2.8662867936987662e-09,2.025974957984396e-08,-2.86628679922196e-09
0.00028799999999999984,0.28799999999999987,1.950039250652932e-08,-2.3866217075208265e-09,1.9500392503416696e-08,-2.386621707624488e-09
0.000289,0.289,1.873993059708417e-08,-1.916923905424266e-09,1.873993059493247e-08,-1.9169239041802636e-09
0.0002899999999999999,0.28999999999999987,1.7978596197374607e-08,-1.4572582708954445e-09,1.7978596194536094e-08,-1.4572582729365354e-09
0.0002909999999999998,0.2909999999999998,1.7216621049128423e-08,-1.0076870507575053e-09,1.7216621046802345e-08,-1.0076870542713143e-09
0.00029199999999999994,0.2919999999999999,1.6454236212849568e-08,-5.682698445145793e-10,1.6454236208091728e-08,-5.682698432390125e-10
0.00029299999999999986,0.29299999999999987,1.569167198913176e-08,-1.3906359440365197e-10,1.5691671990302195e-08,-1.3906359618788773e-10
0.000294,0.294,1.492915784038274e-08,2.798774238450939e-10,1.4929157835137694e-08,2.7987742052515397e-10
0.0002949999999999999,0.29499999999999993,1.4166922312991057e-08,6.885016095360601e-10,1.4166922307490726e-08,6.885016139909465e-10
0.0002959999999999998,0.2959999999999998,1.340519295995816e-08,1.086760044825351e-09,1.340519295978472e-08,1.0867600448957287e-09
0.00029699999999999996,0.29699999999999993,1.2644196264027439e-08,1.4746065018242036e-09,1.2644196260836504e-08,1.4746065003130385e-09
0.00029799999999999987,0.2979999999999999,1.188415756133576e-08,1.8519974489886766e-09,1.1884157559460354e-08,1.8519974523446821e-09
0.0002989999999999998,0.29899999999999977,1.112530096561348e-08,2.218892056795934e-09,1.112530096369963e-08,2.2188920581207342e-09
0.0002999999999999999,0.29999999999999993,1.0367849292962045e-08,2.5752522027048567e-09,1.036784929615902e-08,2.575252206121652e-09
0.00030099999999999984,0.3009999999999998,9.61202398723521e-09,2.9210424754020317e-09,9.612023984816698e-09,2.9210424748192445e-09
0.00030199999999999997,0.302,8.85804504604783e-09,3.256230178333345e-09,8.85804504482635e-09,3.256230175690065e-09
0.0003029999999999999,0.3029999999999999,8.10613094744296e-09,3.5807853325199417e-09,8.106130949477005e-09,3.580785333363076e-09
0.0003039999999999998,0.3039999999999998,7.356498577237894e-09,3.894680678660793e-09,7.356498575599105e-09,3.8946806823109265e-09
0.00030499999999999993,0.30499999999999994,6.609363157079199e-09,4.19789167852088e-09,6.609363153933676e-09,4.197891676776119e-09
0.00030599999999999985,0.3059999999999998,5.864938173229761e-09,4.490396515606423e-09,5.864938174833735e-09,4.490396517240791e-09
0.000307,0.307,5.123435306111995e-09,4.772176095128698e-09,5.123435303891865e-09,4.772176095832793e-09
0.0003079999999999999,0.3079999999999999,4.3850643606354655e-09,5.043214043256302e-09,4.385064362087887e-09,5.0432140409934396e-09
0.0003089999999999998,0.30899999999999983,3.6500331973285162e-09,5.303496705658669e-09,3.6500331967486775e-09,5.3034967075513474e-09
0.00030999999999999995,0.30999999999999994,2.918547664302395e-09,5.5530131453412685e-09,2.9185476600414764e-09,5.5530131469439285e-09
0.00031099999999999986,0.3109999999999999,2.1908115300692344e-09,5.791755139774685e-09,2.1908115361819924e-09,5.791755136995894e-09
0.000312,0.312,1.4670264172368936e-09,6.019717177320135e-09,1.4670264173573108e-09,6.019717181919254e-09
0.0003129999999999999,0.3129999999999999,7.473917371062196e-10,6.236896452952096e-09,7.47391728541312e-10,6.236896454410675e-09
0.0003139999999999998,0.31399999999999983,3.210462519020956e-11,6.443292863282195e-09,3.2104623269914266e-11,6.443292861825928e-09
0.00031499999999999996,0.31499999999999995,-6.786401223199662e-10,6.638909000885366e-09,-6.786401205836832e-10,6.638908999857776e-09
0.0003159999999999999,0.3159999999999999,-1.3846501111205595e-09,6.823750147931677e-09,-1.3846501173526129e-09,6.823750152535971e-09
0.0003169999999999998,0.3169999999999998,-2.0857354103731853e-09,6.997824269127091e-09,-2.085735411626647e-09,6.9978242674118395e-09
0.0003179999999999999,0.31799999999999995,-2.7817086132704307e-09,7.1611420039653295e-09,-2.781708610601095e-09,7.1611420084978375e-09
0.00031899999999999984,0.31899999999999984,-3.472384896569818e-09,7.313716658294906e-09,-3.472384894002972e-09,7.313716660314603e-09
0.00031999999999999997,0.31999999999999995,-4.157582079077747e-09,7.455564195204598e-09,-4.157582081919808e-09,7.45556420399157e-09
0.0003209999999999999,0.3209999999999999,-4.83712067905884e-09,7.586703225230633e-09,-4.837120679467401e-09,7.586703222968382e-09
0.0003219999999999998,0.3219999999999998,-5.510823970556083e-09,7.70715499589014e-09,-5.510823976051492e-09,7.707154995639114e-09
0.00032299999999999994,0.32299999999999995,-6.178518038598586e-09,7.816943380544229e-09,-6.178518037095957e-09,7.816943381201356e-09
0.00032399999999999985,0.32399999999999984,-6.840031833280223e-09,7.91609486659508e-09,-6.840031838046067e-09,7.91609486432396e-09
0.000325,0.325,-7.495197222691315e-09,8.00463854302185e-09,-7.495197219700734e-09,8.004638553492682e-09
0.0003259999999999999,0.3259999999999999,-8.143849044682866e-09,8.08260608725923e-09,-8.143849050339914e-09,8.082606091674674e-09
0.0003269999999999998,0.3269999999999998,-8.785825157449603e-09,8.150031751423978e-09,-8.785825159550154e-09,8.15003175558016e-09
0.00032799999999999995,0.32799999999999996,-9.42096648891153e-09,8.206952347893996e-09,-9.42096649373455e-09,8.206952354746398e-09
0.00032899999999999987,0.32899999999999985,-1.0049117084878836e-08,8.253407234245162e-09,-1.004911708137116e-08,8.253407234846405e-09
0.0003299999999999998,0.3299999999999998,-1.0670124155985252e-08,8.28943829755122e-09,-1.0670124162053181e-08,8.28943829754129e-09
0.0003309999999999999,0.3309999999999999,-1.1283838123372074e-08,8.315089938051937e-09,-1.1283838121968858e-08,8.315089944231974e-09
0.00033199999999999983,0.33199999999999985,-1.1890112663108642e-08,8.330409052195286e-09,-1.1890112665955056e-08,8.330409052898131e-09
0.00033299999999999996,0.33299999999999996,-1.2488804749336092e-08,8.335445015059473e-09,-1.2488804752977169e-08,8.33544501780286e-09
0.0003339999999999999,0.33399999999999985,-1.3079774696117345e-08,8.330249662160364e-09,-1.3079774693736431e-08,8.33024966512026e-09
0.0003349999999999998,0.3349999999999998,-1.3662886197982741e-08,8.314877270650786e-09,-1.3662886196992035e-08,8.314877266170319e-09
0.00033599999999999993,0.3359999999999999,-1.4238006369155848e-08,8.28938453991782e-09,-1.4238006374524214e-08,8.289384542382002e-09
0.00033699999999999984,0.33699999999999986,-1.4805005781447453e-08,8.253830571584235e-09,-1.4805005785801992e-08,8.253830575957742e-09
0.000338,0.33799999999999997,-1.5363758500807178e-08,8.208276848920944e-09,-1.5363758500848914e-08,8.208276856195553e-09
0.0003389999999999999,0.3389999999999999,-1.5914142122517878e-08,8.152787215676964e-09,-1.591414213167591e-08,8.152787214968944e-09
0.0003399999999999998,0.3399999999999998,-1.645603780502537e-08,8.087427854333788e-09,-1.6456037807465868e-08,8.087427859814144e-09
0.00034099999999999994,0.3409999999999999,-1.698933030238969e-08,8.012267263791216e-09,-1.6989330303613825e-08,8.012267266396621e-09
0.00034199999999999986,0.34199999999999986,-1.751390799534959e-08,7.927376236491742e-09,-1.75139079970592e-08,7.92737623972245e-09
0.000343,0.34299999999999997,-1.8029662920990942e-08,7.83282783499063e-09,-1.8029662929151522e-08,7.832827829765885e-09
0.0003439999999999999,0.3439999999999999,-1.853649080100821e-08,7.728697367979515e-09,-1.853649080234172e-08,7.728697372828396e-09
0.0003449999999999998,0.3449999999999998,-1.90342910685528e-08,7.615062365770594e-09,-1.9034291066208893e-08,7.615062362498489e-09
0.00034599999999999995,0.346,-1.9522966893658466e-08,7.492002555249462e-09,-1.9522966892644895e-08,7.492002552222103e-09
0.00034699999999999987,0.34699999999999986,-2.0002425207236913e-08,7.3595998343044605e-09,-2.000242520563284e-08,7.359599834534244e-09
0.0003479999999999998,0.3479999999999998,-2.0472576723637715e-08,7.217938245739959e-09,-2.0472576719297412e-08,7.21793825760259e-09
0.0003489999999999999,0.3489999999999999,-2.0933335961764364e-08,7.067103950682626e-09,-2.093333595775719e-08,7.0671039507812445e-09
0.00034999999999999983,0.3499999999999998,-2.1384621264741813e-08,6.907185201487952e-09,-2.1384621263396466e-08,6.907185204020068e-09
0.00035099999999999997,0.351,-2.1826354818130658e-08,6.738272314155924e-09,-2.182635481340885e-08,6.738272315663449e-09
0.0003519999999999999,0.35199999999999987,-2.2258462666681268e-08,6.5604576402643745e-09,-2.2258462671082467e-08,6.5604576371180566e-09
0.0003529999999999998,0.3529999999999998,-2.2680874729626517e-08,6.373835538428041e-09,-2.2680874729551684e-08,6.373835546383061e-09
0.00035399999999999993,0.3539999999999999,-2.3093524814506775e-08,6.178502345292746e-09,-2.3093524811058772e-08,6.178502347134098e-09
0.00035499999999999985,0.35499999999999987,-2.3496350629525454e-08,5.974556346073231e-09,-2.349635063221233e-08,5.9745563448238865e-09
0.000356,0.356,-2.38892937944331e-08,5.762097744643079e-09,-2.388929379571547e-08,5.762097737494385e-09
0.0003569999999999999,0.3569999999999999,-2.4272299849936126e-08,5.5412286331869435e-09,-2.427229984826847e-08,5.5412286356291305e-09
0.0003579999999999998,0.3579999999999998,-2.4645318265631156e-08,5.312052961422724e-09,-2.464531826898824e-08,5.3120529612372e-09
0.00035899999999999994,0.35899999999999993,-2.5008302446461847e-08,5.074676505404403e-09,-2.5008302447901617e-08,5.074676517336384e-09
0.00035999999999999986,0.3599999999999999,-2.5361209737699124e-08,4.829206835914002e-09,-2.5361209735576224e-08,4.829206834097592e-09
0.000361,0.361,-2.5704001428445484e-08,4.575753286451932e-09,-2.5704001428231198e-08,4.5757532863044995e-09
0.0003619999999999999,0.36199999999999993,-2.603664275366203e-08,4.3144269208364904e-09,-2.603664274292178e-08,4.314426919645619e-09
0.0003629999999999998,0.3629999999999998,-2.635910289472237e-08,4.045340500420386e-09,-2.6359102898603017e-08,4.045340498690777e-09
0.00036399999999999996,0.36399999999999993,-2.6671354978492806e-08,3.768608450935617e-09,-2.6671354973854692e-08,3.768608450642829e-09
0.0003649999999999999,0.3649999999999999,-2.697337607494231e-08,3.4843468289756865e-09,-2.6973376065700005e-08,3.4843468372135237e-09
0.0003659999999999998,0.36599999999999977,-2.7265147193285692e-08,3.192673288124865e-09,-2.7265147188689536e-08,3.1926732934121327e-09
0.0003669999999999999,0.36699999999999994,-2.754665327666207e-08,2.8937070447451687e-09,-2.7546653281518693e-08,2.8937070473977885e-09
0.00036799999999999984,0.3679999999999998,-2.7817883195353935e-08,2.5875688434306904e-09,-2.7817883202064623e-08,2.58756884934195e-09
0.00036899999999999997,0.369,-2.8078829738550878e-08,2.2743809221389846e-09,-2.8078829745584193e-08,2.27438092510629e-09
0.0003699999999999999,0.3699999999999999,-2.8329489604662737e-08,1.9542669770108177e-09,-2.8329489598391867e-08,1.954266981205776e-09
0.0003709999999999998,0.3709999999999998,-2.8569863390188655e-08,1.62735212688721e-09,-2.8569863390799273e-08,1.6273521402885861e-09
0.00037199999999999993,0.37199999999999994,-2.8799955577147427e-08,1.2937628775350195e-09,-2.879995557634683e-08,1.2937628848878242e-09
0.00037299999999999985,0.37299999999999983,-2.9019774519075818e-08,9.536270855915668e-10,-2.9019774516176166e-08,9.536270872000236e-10
