target_id,boundary,realization,level,W,real_energy,imag_energy
T002,PBC,3,32,0.8,1.5715491953871241,0.1084249526444495
T002,PBC,3,33,0.8,1.3318085994679467,-0.0859603016244249
T002,PBC,3,34,0.8,1.3318085994679465,0.0859603016244255
T002,PBC,3,35,0.8,1.0741960669131494,-0.042487909997194886
T002,PBC,3,36,0.8,1.0741960669131494,0.042487909997195275
T002,PBC,3,37,0.8,0.8404167884752148,-0.020792157434130994
T002,PBC,3,38,0.8,0.8404167884752144,0.0207921574341313
T002,PBC,3,39,0.8,0.5969649627628801,7.397652734389336e-16
T002,PBC,3,40,0.8,0.5059984793720278,1.5883664268835055e-16
T002,PBC,3,41,0.8,0.31971979421369756,-0.02773873548878755
T002,PBC,3,42,0.8,0.31971979421369806,0.02773873548878836
T002,PBC,3,43,0.8,-2.2315975416745757,-0.7648253247439262
T002,PBC,3,44,0.8,-2.231597541674582,0.7648253247439272
T002,PBC,3,45,0.8,-2.165136930242101,-0.7636597602513642
T002,PBC,3,46,0.8,-2.156848330083956,-0.7250114206855836
T002,PBC,3,47,0.8,-2.1651369302420966,0.763659760251362
