kx_over_2pi_mod,ky_over_2pi_mod,initial_trace_deviation,exact_trace_deviation,small_q_trace_deviation,initial_half_trace,initial_half_curvature,exact_half_trace,exact_half_curvature,small_q_half_trace,small_q_half_curvature
0.0,0.1347517730496454,0.0003960944347188647,5.2727781473359275e-06,0.0005871692236049803,0.04198002507848548,-0.041583930643766615,0.00012373989440084203,-0.0001184671162535061,0.04751248506327056,-0.04692531583966558
0.0,0.14184397163120568,0.0004958939939208595,6.443765448803482e-06,0.0007515997136425534,0.042229402423355544,-0.041733508429434685,0.00012202507978462994,-0.00011558131433582646,0.04778724368323528,-0.04703564396959273
0.0,0.14893617021276595,0.0006153776038272177,7.795272535353852e-06,0.0009549423909909344,0.04250018960855075,-0.041884812004723534,0.00012034686284960439,-0.00011255159031425054,0.04807382063294993,-0.047118878241959
0.0,0.15602836879432624,0.0007576605738980127,9.34387269283699e-06,0.0012053375442578132,0.04279409317468486,-0.04203643260078685,0.00011872158627657055,-0.00010937771358373356,0.048372060853895935,-0.04716672330963812
0.0,0.16312056737588654,0.0009263012575667709,1.1106725582004593e-05,0.0015124819709500664,0.043113029623152284,-0.04218672836558551,0.00011716591237751934,-0.00010605918679551475,0.04868211582421843,-0.04716963385326836
0.0,0.1702127659574468,0.0011253691495970025,1.3101598133747456e-05,0.0018878867094375487,0.04345915417110772,-0.042333785021510716,0.00011569678743414869,-0.00010259518930040123,0.04900458527096901,-0.04711669856153146
0.0,0.1773049645390071,0.0013595249392883008,1.5346901115143223e-05,0.0023451646618166955,0.04383489436961338,-0.04247536943032508,0.0001143314128150541,-9.898451169991088e-05,0.04934068787654723,-0.046995523214730536
0.0,0.18439716312056736,0.001634114846225429,1.7861744387493917e-05,0.002900348662886791,0.044242989495918594,-0.042608874649693165,0.00011308722438736602,-9.522547999987211e-05,0.04969246264683588,-0.04679211398394909
0.0,0.19148936170212766,0.0019552820623151904,2.066601435184253e-05,0.003572239880779947,0.044686536865030276,-0.042731254802715085,0.00011198188193816674,-9.131586758632421e-05,0.05006300195297857,-0.04649076207219862
0.0,0.19858156028368795,0.002330098756879173,2.3780477648695247e-05,0.0043827855916778735,0.045169046425471995,-0.04283894766859282,0.00011103327054981104,-8.725279290111579e-05,0.050456716427638104,-0.04607393083596023
0.0,0.20567375886524822,0.0027667228689855494,2.722691586039329e-05,0.005357484323532204,0.04569450534874479,-0.042927782479759244,0.0001102595161544159,-8.303260029402261e-05,0.0508796308782097,-0.0455221465546775
0.0,0.2127659574468085,0.0032745848892200696,3.102829679041737e-05,0.006525815074409469,0.0462674546838475,-0.04299286979462743,0.00010967901782436895,-7.865072103395158e-05,0.05133970916365996,-0.04481389408925049
0.0,0.2198581560283688,0.0038646110338273337,3.520898888918013e-05,0.007921685735840428,0.04689308067225799,-0.043028469638430655,0.00010931049976301908,-7.410151087383895e-05,0.05184720455844848,-0.043925518822608055
0.0,0.22695035460992907,0.004549490747210921,3.97950266067857e-05,0.009583893938625923,0.04757732391220258,-0.04302783316499166,0.00010917308645089327,-6.937805984410757e-05,0.052415030487941904,-0.04283113654931598
0.0,0.23404255319148937,0.005343998373240726,4.4814435922871823e-05,0.011556591229688329,0.04832701038100164,-0.04298301200776091,0.0001092864050077023,-6.447196908483048e-05,0.05305914465652438,-0.04150255342683605
