L,V,W,sample,mu_star,omega_av,omega_typ,gap_ratio,ipr,chi_typ_r,chi_av_r,chi_typ,tilde_chi_typ_r,tilde_chi_av_r,tilde_chi_typ
4,64,2.0,0,0.8545298796526889,0.10273550163886476,0.0802780397127644,0.5450044022462479,0.044699956823247504,0.14776064616794843,0.14976279386741623,10.58871826903227,0.12626588718730053,0.12797678221997363,0.8500415457086465
4,64,2.0,1,0.8400275798753928,0.1009919686413489,0.06564885215652426,0.36543228050631993,0.04354049645999758,0.1527604605618702,0.1541891381821348,22.384462139941206,0.1283229999864382,0.12952312859021123,1.469514245628315
4,64,2.0,2,0.7827523748742091,0.09410608078959004,0.06192186586892227,0.46193096502151687,0.04648337030426293,0.16740010985087425,0.1686972869253801,33.58538147558851,0.1310328335399753,0.13204820197567715,2.0796694868879784
4,64,2.0,3,0.8455031587324788,0.10165026784660845,0.08135875408638621,0.5760570900822644,0.045763446563856496,0.1467083844798097,0.14823031988089505,7.782892097119666,0.12404240249021807,0.1253292036792225,0.6332064042104375
4,64,3.0,0,0.8888817741206404,0.10686544395503599,0.09222935739543864,0.5717765809348936,0.04650108728659982,0.15989924153792534,0.16609918376698102,11.073517689362683,0.14213152149877586,0.14764253714678435,1.0213034205969427
4,64,3.0,1,0.9089227348220795,0.10927486017325405,0.09678807974101267,0.5702212944843593,0.045927409007488845,0.16180707692169197,0.16468645585650166,7.184931345662893,0.14707013086923085,0.14968726384524716,0.6954157080177215
4,64,3.0,2,0.8457764007536223,0.10168311825568062,0.07514194420232899,0.4967529163753662,0.042508815287972165,0.163749584727356,0.16908397733899794,15.012839330638005,0.13849553439560347,0.14300723777888472,1.128093935301331
4,64,3.0,3,0.8061666642571088,0.09692105405447742,0.0850118520773738,0.5631319936364011,0.045515159105921084,0.23353149365011708,0.24002622461588957,7.912264633170546,0.18826530523489507,0.19350114083281925,0.6726362705921307
4,64,4.0,0,0.9052390354638538,0.1088319889402342,0.09385326456872262,0.5679096956771358,0.04897703180899597,0.17694270852281488,0.17948016528193683,5.252969345126661,0.16017544679555476,0.16247245170471356,0.4930083217195621
4,64,4.0,1,0.850321067051934,0.10222949888326975,0.09510471428794164,0.7376546219315685,0.04311380648020632,0.18496797745781535,0.19111941344375546,4.632306274767933,0.15728216796236763,0.16251286357383388,0.4405541647560435
4,64,4.0,2,0.8684826915369122,0.10441297268151688,0.07708740420414555,0.35917716457196214,0.05284323846973811,0.2179012927299312,0.22121025707095884,17.233543457727038,0.18924350119946323,0.1921172794565586,1.3284891303955122
4,64,4.0,3,0.8616031941219099,0.1035858879478142,0.09109122165406683,0.5741935223450412,0.04251791826035374,0.19473998626122166,0.2018864069218299,7.262477960507424,0.16778859418592543,0.17394597305364431,0.661547989658357
4,64,6.0,0,1.0147937921858798,0.12200316429262285,0.10592135616348453,0.5165392038848531,0.055215887052795266,0.1940510964727268,0.19654253357436827,5.752236714086687,0.19692184806738644,0.19945014297175379,0.6092847137294478
4,64,6.0,1,1.0020956221329942,0.12047653204565094,0.10678253518846675,0.6141675845111458,0.0570135689079027,0.17148049694340953,0.17717898737689974,4.5276950856594045,0.171839855268181,0.17755028758434827,0.48347875980707333
4,64,6.0,2,1.1564180176860535,0.13902987827585958,0.12187429835810755,0.47988622731283626,0.05854961992361369,0.16073102397579325,0.16440996813841405,4.022779196037102,0.18587225212673636,0.19012664944245197,0.4902733919666138
