chi_over_J,eta_c_over_J,f1,ground_ipr
0.45,0.2682945969124196,0.385197359022098,0.00410461713887329
0.46,0.26784185170941127,0.3865006926896116,0.0041109420436188406
0.47000000000000003,0.2673731362425622,0.3878569818396981,0.004117425265197363
0.48,0.2668880934247137,0.38926804662226994,0.004124068360416745
0.49,0.2663863640941165,0.3907357728268817,0.004130872952990475
0.5,0.265867587618313,0.39226211376609577,0.004137840735813372
0.51,0.26533140252955006,0.3938490922247473,0.0041449734731786
0.52,0.26477744719162505,0.39549880247762326,0.004152273003188329
0.53,0.2642053604978864,0.39721341237826224,0.004159741240134922
0.54,0.26361478259987975,0.3989951655219083,0.004167380177026966
0.55,0.2630053556659982,0.4008463834856497,0.0041751918881134595
0.56,0.2623767246692535,0.40276946814908865,0.004183178531561572
0.5700000000000001,0.261728538203081,0.40476690409906796,0.004191342352164021
0.58,0.2610604493238688,0.4068412611222062,0.004199685684142894
0.59,0.2603721164186886,0.40899519678916757,0.004208210954054442
0.6,0.25966320409641513,0.4112314591350238,0.004216920683755459
0.61,0.25893338410026284,0.4135528894400552,0.004225817493496875
0.62,0.25818233623943176,0.4159624251159258,0.004234904105097909
0.63,0.25740974933737826,0.41846310270223225,0.004244183345224868
0.64,0.2566153221939671,0.42105806097879434,0.0042536581487894794
0.65,0.2557987645584458,0.4237505441996222,0.004263331562439602
0.66,0.25495979811006,0.42654390545448895,0.00427320674821292
0.67,0.25409815744279046,0.4294416101647616,0.004283286987258687
0.68,0.2532135910505279,0.43244723972037935,0.004293575683758491
0.6900000000000001,0.25230586230876356,0.43556449526539937,0.004304076368914731
0.7000000000000001,0.25137475044866886,0.4387972016400492,0.004314792705141679
0.71,0.25042005151927776,0.4421493114876715,0.004325728490403725
0.72,0.2494415793332823,0.4456249095356659,0.004336887662692586
0.73,0.248439166391852,0.449228217060013,0.00434827430468331
0.74,0.24741266478370988,0.45296359654385543,0.004359892648604322
0.75,0.24636194705369413,0.4568355565410476,0.004371747081259486
0.76,0.24528690703579048,0.460848756757053,0.004383842149251279
0.77,0.24418746064582278,0.46500801335961306,0.004396182564490281
0.78,0.24306354662873264,0.469318304533535,0.004408773209810417
0.79,0.24191512725556322,0.47378477629448296,0.004421619144937403
0.8,0.24074218896522243,0.47841274857827437,0.0044347256126560115
0.81,0.2395447429462183,0.48320772162347236,0.004448098045242756
0.8200000000000001,0.23832282565363527,0.4881753826668209,0.004461742071208542
0.8300000000000001,0.2370764992567839,0.4933216129727952,0.004475663522329204
0.84,0.23580585201308893,0.4986524952207487,0.00448986844101422
0.85,0.23451099856399252,0.5041743212754117,0.004504363087971272
0.86,0.23319208014879628,0.5098936003694574,0.004519153950309185
0.87,0.23184926473272963,0.5158170677293739,0.0045342477499375365
0.88,0.23048274704555033,0.5219516936803651,0.004549651452466084
0.89,0.22909274852744502,0.5283046932691938,0.004565372276460233
0.9,0.22767951717913978,0.5348835364490301,0.0045814177032058225
0.91,0.22624332731333413,0.5416959588760419,0.004597795486982997
0.92,0.22478447920499267,0.5487499733728987,0.004614513665786588
0.93,0.22330329863800444,0.5560538821227822,0.00463158057273795
0.9400000000000001,0.2218001363461823,0.5636162896646989,0.0046490048479499845
0.9500000000000001,0.2202753673465304,0.5714461167716754,0.004666795451170328
0.96,0.21872939016299978,0.579552615303997,0.004684961674996584
0.97,0.21716262593902452,0.5879453841428538,0.0047035131589081534
0.98,0.21557551743706097,0.5966343863256139,0.004722459904013512
0.99,0.21396852792349585,0.6056299675208431,0.004741812288693652
1.0,0.21234213993715462,0.6149428760020307,0.004761581085098292
1.01,0.21069685393941626,0.6245842843033441,0.0047817774766288935
1.02,0.20903318684381245,0.634565812768,0.004802413076422556
1.03,0.20735167042261954,0.6448995552324949,0.004823499946988052
1.04,0.2056528495875375,0.6555981071276552,0.004845050620981131
1.05,0.20393728054102378,0.666674596321421,0.0048670781232768075
1.06,0.20220552879435225,0.6781427170785732,0.00488959599442386
1.07,0.20045816704752067,0.6900167675734352,0.004912618315515279
1.08,0.1986957729255977,0.7023116914587814,0.004936159734712134
1.09,0.19691892656493848,0.7150431240759902,0.004960235495416898
1.1,0.19512820804180286,0.7282274439840105,0.004984861466318356
1.11,0.19332419463476014,0.7418818305934297,0.005010054173387084
1.12,0.19150745791104223,0.7560243288182076,0.00503583083401268
1.1300000000000001,0.1896785606257118,0.7706739218044295,0.005062209393434408
1.1400000000000001,0.1878380534212677,0.7858506129651056,0.005089208563675748
1.1500000000000001,0.18598647131380558,0.801575518749089,0.005116847865155295
1.16,0.18412432995063013,0.8178709738010005,0.005145147671154149
1.17,0.18225212162279858,0.8347606504368573,0.005174129255499007
1.18,0.18037031101491963,0.852269694669621,0.005203814843570067
1.19,0.17847933067348737,0.8704248813787072,0.00523422766704493
1.2,0.17657957617419187,0.8892547916356581,0.005265392022592209
1.21,0.1746714009683299,0.9087900156819493,0.005297333334911718
1.22,0.17275511088846413,0.929063385617858,0.005330078224465889
1.23,0.17083095829432376,0.9501102425129985,0.005363654580357547
1.24,0.16889913584146532,0.9719687434073864,0.005398091638699946
1.25,0.1669597698583263,0.9946802145464526,0.005433420067107725
1.26,0.1650129133211778,1.0182895582159899,0.005469672055720961
1.27,0.16305853842311502,1.0428457217180613,0.005506881415483621
1.28,0.16109652874114613,1.068402238404187,0.0055450836842308535
1.29,0.15912667101709807,1.0950178522659344,0.005584316241386996
1.3,0.1571486465826155,1.12275723942745,0.0056246184320629805
1.31,0.15516202247749417,1.151691842021321,0.005666031701488159
1.32,0.1531662423344691,1.1819008324100093,0.00570859974064309
1.33,0.15116061713359558,1.2134722285909978,0.005752368644416304
1.34,0.14914431596601746,1.246504184966424,0.005797387083390503
1.35,0.14711635699157696,1.2811064865388346,0.0058437064905433374
1.36,0.14507559882884238,1.3174022790938273,0.005891381264745342
1.37,0.14302073267898008,1.3555300731785291,0.005940468992359277
1.3800000000000001,0.1409502755596562,1.3956460657622702,0.00599103068926043
1.3900000000000001,0.13886256510952538,1.437926830556745,0.006043131065180845
1.4000000000000001,0.13675575651915414,1.4825724362171793,0.006096838813035345
1.41,0.13462782224854689,1.5298100612475851,0.006152226925936977
1.42,0.13247655530119953,1.5798981856436567,0.0062093730449621215
1.43,0.13029957693697194,1.6331314523654121,0.006268359841404723
1.44,0.1280943498120059,1.689846307007888,0.00632927543742216
1.45,0.125858197624813,1.7504275418966628,0.006392213869714005
1.46,0.12358833241052737,1.8153158917275614,0.0064572756016030375
1.47,0.1212818906407615,1.8850168524150568,0.006524568089315266
1.48,0.11893597923844432,1.96011092355305,0.006594206409591577
1.49,0.11654773247531083,2.0412655087950493,0.006666313956456623
1.5,0.11411438046590922,2.1292487482903986,0.006741023216349322
1.51,0.11163332957409021,2.224945604440556,0.006818476632127856
1.52,0.10910225449321656,2.3293765778194553,0.006898827568469647
1.53,0.10651920102852432,2.4437194961945212,0.006982241392615641
1.54,0.10388269771626056,2.5693348978109056,0.007068896687594448
1.55,0.10119187337150218,2.7077956235508056,0.007158986617133626
1.56,0.09844657653241974,2.8609213438871204,0.007252720465476588
1.57,0.0956474916397722,3.030818879989014,0.007350325379195086
1.58,0.0927962457795003,3.2199293385572028,0.007452048342941516
1.59,0.08989549907057501,3.4310832726773337,0.007558158427591689
1.6,0.08694901144097544,3.66756531453094,0.007668949355816034
1.61,0.08396167876947175,3.9331900081814046,0.0077847424399032
1.62,0.08093953226185421,4.232390915300733,0.00790588995686015
1.6300000000000001,0.07788969653763547,4.570325487500609,0.008032779039913946
1.6400000000000001,0.0748203041688082,4.952998715586965,0.00816583618188452
1.6500000000000001,0.07174036718332863,5.387409203488436,0.008305532466701984
1.6600000000000001,0.06865960907766627,5.881722104567231,0.008452389671314196
1.67,0.06558826385466064,6.445474342512959,0.008606987412686637
1.68,0.06253685117180102,7.089818773255573,0.008769971555080934
1.69,0.059515938541238794,7.8278155010117,0.008942064145454495
1.7,0.056535902426055974,8.674780542016148,0.009124075208933165
1.71,0.05360669995181372,9.648704561993574,0.009316916822218059
1.72,0.05073766179119118,10.770757693185931,0.009521619988967195
1.73,0.04793731479254592,12.065900716185205,0.009739354980306283
1.74,0.045213240343965136,13.56362855106403,0.009971455982861324
1.75,0.042571971608191775,15.298879589299958,0.01021945112796959
1.76,0.04001892993955738,17.31315472839198,0.010485099277470693
1.77,0.03755839822667817,19.655904317872977,0.010770435331087127
1.78,0.0351935267904263,22.386261558144515,0.011077826328870562
1.79,0.03292636584197308,25.575230445935702,0.011410041279044394
1.8,0.030757917357020506,29.30848048574726,0.011770338486238345
1.81,0.02868819845348551,33.689968210098584,0.012162575233353819
1.82,0.02671630776330374,38.84671314773378,0.012591346009987158
1.83,0.024840485672898698,44.935232037499624,0.013062157085646706
1.84,0.023058158380805972,52.150432959895085,0.013581646995060497
1.85,0.021365954207154488,60.738290961181356,0.014157864095895882
1.86,0.019759678171282238,71.01456324778513,0.014800612890600258
1.87,0.01823422731391605,83.39354294520435,0.015521878221505846
1.8800000000000001,0.01678342461076587,98.43419409665495,0.016336326311464353
1.8900000000000001,0.015399744513929723,116.91766209027396,0.017261854916483434
1.9000000000000001,0.014073901348615164,139.9839194171802,0.01832010475147631
1.9100000000000001,0.012794281914315466,169.38514583542812,0.019536724180061443
1.92,0.011546248064395092,207.98182586199954,0.020940975741867818
1.93,0.010311466152833739,260.7752155701339,0.022564063527347654
1.94,0.009067751910936393,337.21578456772374,0.024436016301246134
1.95,0.007790679470106983,456.83196137561424,0.02658574332752084
1.96,0.006459827564489103,664.4545865442453,0.029076758751078433
1.97,0.0050761808228556565,1076.0513236631057,0.032264901570373435
1.98,0.0037097881232639835,2014.6932954057834,0.038422644877400464
1.99,0.0026680045545719915,3895.238202739032,0.06282802546746433
2.0,0.0,2853.6784285141257,0.15541363667687147
2.0100000000000002,0.0,440.14960892322455,0.2474955019837159
2.02,0.0,65.52626592425813,0.2969998532202749
2.0300000000000002,0.0,22.847769701956818,0.3319502171889304
2.04,0.0,15.00676950007244,0.36064270927998615
2.05,0.0,11.876849018440911,0.3853890390583307
2.06,0.0,9.880034955419001,0.40721354410408744
2.07,0.0,8.384981213612265,0.4267350894634555
2.08,0.0,7.200076502282243,0.44438575840836597
2.09,0.0,6.235714338766767,0.46048746375074556
2.1,0.0,5.4384945889746525,0.47528783535824193
2.11,0.0,4.7722454757157555,0.48898101155291773
2.12,0.0,4.210682399016962,0.5017213576670124
2.13,0.0,3.733925847227528,0.5136331459366265
2.14,0.0,3.326573748183278,0.5248176042582626
2.15,0.0,2.9765020487322515,0.5353581281503692
2.16,0.0,2.674055253783,0.545324170610202
2.17,0.0,2.4114709279690234,0.554774168197396
2.18,0.0,2.1824571293184403,0.563757760206615
2.19,0.0,1.9818757483471103,0.5723174867924911
2.2,0.0,1.8055019010956193,0.5804901008779956
2.21,0.0,1.6498391904401564,0.588307591806104
2.22,0.0,1.5119766202647953,0.5957979921021103
2.23,0.0,1.389476896792441,0.6029860195785895
2.24,0.0,1.280288584755369,0.6098935932537436
2.25,0.0,1.1826765314333962,0.6165402516337315
2.2600000000000002,0.0,1.0951663798166233,0.6229434947312346
2.27,0.0,1.0165000231932086,0.62911906596375
2.2800000000000002,0.0,0.945599614381244,0.6350811862384698
2.29,0.0,0.8815383081459215,0.6408427496925221
2.3000000000000003,0.0,0.8235163378906614,0.6464154884384054
2.31,0.0,0.7708413453611369,0.651810112068939
2.32,0.0,0.7229121223039092,0.6570364264635221
2.33,0.0,0.6792051057085519,0.6621034355084773
2.34,0.0,0.6392631080455868,0.6670194286266513
2.35,0.0,0.6026858715181337,0.6717920564515594
2.36,0.0,0.5691221186581339,0.6764283965432172
2.37,0.0,0.5382628365155758,0.6809350106957441
2.38,0.0,0.5098355825615204,0.6853179951105896
2.39,0.0,0.48359964052818377,0.6895830244887526
2.4,0.0,0.4593418862157075,0.6937353909165745
2.41,0.0,0.43687324864426275,0.6977800382758185
2.42,0.0,0.41602567226168147,0.7017215927907591
2.43,0.0,0.39664950230052354,0.7055643902287887
2.44,0.0,0.3786112286449066,0.7093125001914126
2.45,0.0,0.36179153437172606,0.7129697478670104
2.46,0.0,0.3460836039579482,0.7165397335620629
2.47,0.0,0.3313916533994848,0.7200258502819036
2.48,0.0,0.3176296504651569,0.7234312995939569
2.49,0.0,0.30472019825931296,0.7267591059741223
2.5,0.0,0.2925935593792382,0.7300121298101411
2.5100000000000002,0.0,0.2811868013826376,0.733193079212151
2.52,0.0,0.27044304714693707,0.7363045207619175
2.5300000000000002,0.0,0.26031081611159235,0.7393488893146907
2.54,0.0,0.25074344441735075,0.7423284969538985
2.5500000000000003,0.0,0.2416985736677016,0.7452455411864303
2.56,0.0,0.23313769948336094,0.7481021124555807
2.57,0.0,0.2250257722479492,0.7509002010398605
2.58,0.0,0.21733084348635687,0.7536417033977671
2.59,0.0,0.21002375220706207,0.756328428011747
2.6,0.0,0.2030778462994445,0.7589621007788323
2.61,0.0,0.1964687347263719,0.7615443699899109
2.62,0.0,0.19017406681223803,0.7640768109353366
2.63,0.0,0.18417333540406944,0.7665609301702874
2.64,0.0,0.1784477010972311,0.7689981694700776
2.65,0.0,0.17297983507316622,0.7713899095022798
2.66,0.0,0.1677537784039563,0.7737374732399227
2.67,0.0,0.16275481594512625,0.7760421291376411
2.68,0.0,0.15796936316908503,0.778305094090304
2.69,0.0,0.15338486449165728,0.7805275361920546
2.7,0.0,0.14898970181920182,0.7827105773118106
2.71,0.0,0.14477311219484262,0.7848552954997298
2.72,0.0,0.14072511355585912,0.7869627272379262
2.73,0.0,0.13683643772902507,0.789033869547506
2.74,0.0,0.13309846989255106,0.7910696819628169
2.75,0.0,0.12950319382179074,0.7930710883829091
2.7600000000000002,0.0,0.12604314231342192,0.7950389788092672
2.77,0.0,0.12271135225149912,0.7969742109782928
2.7800000000000002,0.0,0.11950132383839512,0.798877611895977
2.79,0.0,0.11640698356689658,0.8007499792818141
2.8000000000000003,0.0,0.11342265055603155,0.8025920829283899
2.81,0.0,0.11054300591436411,0.8044046659825126
2.82,0.0,0.10776306483106014,0.8061884461532051
2.83,0.0,0.10507815112668682,0.8079441168516931
2.84,0.0,0.10248387402464999,0.809672348267726
2.85,0.0,0.09997610692899503,0.8113737883868111
2.86,0.0,0.09755096801684301,0.8130490639518095
2.87,0.0,0.09520480247359475,0.8146987813729559
2.88,0.0,0.09293416621660852,0.8163235275892323
2.89,0.0,0.0907358109688723,0.8179238708844828
2.9,0.0,0.08860667055809203,0.8195003616609244
2.91,0.0,0.08654384832920077,0.8210535331727971
2.92,0.0,0.08454460556938184,0.8225839022226048
2.93,0.0,0.0826063508545835,0.8240919698221716
2.94,0.0,0.08072663023560436,0.8255782218206961
2.95,0.0,0.0789031181895084,0.8270431295017783
2.96,0.0,0.07713360926959198,0.8284871501511495
2.97,0.0,0.07541601039315857,0.8299107275969704
2.98,0.0,0.0737483337124577,0.8313142927241756
2.99,0.0,0.07212869001899615,0.8326982639643974
3.0,0.0,0.07055528263626099,0.8340630477628419
