chi_over_J,eta_over_J,photon_number,field_real,field_imag,state_ipr,iterations,converged,density_error,field_error,cavity_shift_factor
2.03,0.18,3.2058060524875187,1.7735604988404068,0.24553861089548834,0.749584304541117,54,1,8.269940288130329e-12,7.660688359639316e-11,1.0
2.03,0.182,3.2852103152690826,1.7954019375143586,0.24847977390276593,0.7511949407874935,54,1,7.773004462308108e-12,7.31770920729336e-11,1.0
2.03,0.184,3.3655462849607827,1.8172328441269747,0.25141812819876214,0.7527708981572601,53,1,1.0259126881351222e-11,9.81414813300384e-11,1.0
2.03,0.186,3.4468124823217883,1.8390532033008222,0.25435368633218775,0.7543132182607333,53,1,9.662715072522587e-12,9.390895201062624e-11,1.0
2.03,0.188,3.529007539415122,1.8608630294943427,0.2572864646192237,0.7558229189780801,53,1,9.107159471000159e-12,8.98998103494561e-11,1.0
2.03,0.19,3.6121301941046484,1.8826623638387208,0.2602164827405221,0.7573009937851718,53,1,8.589240430012524e-12,8.610240671469561e-11,1.0
2.03,0.192,3.6961792858279514,1.9044512715242528,0.2631437634024571,0.7587484112898426,53,1,8.106071369695655e-12,8.250599817022495e-11,1.0
2.03,0.194,3.7811537510932696,1.926229839295405,0.2660683320150447,0.7601661148876372,53,1,7.655542866302767e-12,7.909981906815434e-11,1.0
2.03,0.196,3.8670526189917034,1.947998173119393,0.2689902163931077,0.7615550225380519,53,1,7.235656518389533e-12,7.587356884698131e-11,1.0
2.03,0.198,3.9538750067472557,1.9697563960202,0.2719094464794643,0.7629160266497298,53,1,6.843414723789465e-12,7.281694720792435e-11,1.0
2.03,0.2,4.041620115604971,1.9915046461394523,0.2748260540959417,0.7642499940747981,52,1,9.149236923633453e-12,9.876575971910661e-11,1.0
2.03,0.202,4.130287225379934,2.01324307459591,0.2777400726786502,0.7655577661352706,52,1,8.672729201464335e-12,9.496185367424065e-11,1.0
2.03,0.20400000000000001,4.2198756919358935,2.034971844192823,0.28065153710314034,0.7668401588405822,52,1,8.227418746287185e-12,9.135417640726101e-11,1.0
2.03,0.20600000000000002,4.310384941903821,2.0566911275460624,0.28356048345481316,0.7680979630605157,52,1,7.810418978237976e-12,8.793089731878389e-11,1.0
2.03,0.208,4.4018144689469905,2.078401105696977,0.28646694885199786,0.7693319448169316,52,1,7.420175585082234e-12,8.46825782847149e-11,1.0
2.03,0.21,4.494163829852534,2.1001019667708514,0.28937097127689865,0.7705428456173529,52,1,7.054690165375632e-12,8.159894134124166e-11,1.0
2.03,0.212,4.587432640744744,2.121793904746176,0.2922725894207661,0.7717313828349953,52,1,6.712297384581234e-12,7.867102381270264e-11,1.0
2.03,0.214,4.681620573424435,2.1434771183277412,0.29517184254233586,0.7728982501287655,52,1,6.391220885859639e-12,7.589077410080826e-11,1.0
2.03,0.216,4.7767273518375735,2.165151809916891,0.2980687703386316,0.774044117897279,52,1,6.090239423883759e-12,7.324832511239203e-11,1.0
2.03,0.218,4.872752748674956,2.186818184672498,0.300963412827266,0.7751696337614696,52,1,5.807465619511731e-12,7.073787312208015e-11,1.0
2.03,0.22,4.969696582408552,2.208476449724662,0.3038558102457542,0.7762754230803436,51,1,7.884359831678012e-12,9.724197414079739e-11,1.0
2.03,0.222,5.067558712930475,2.230126813124682,0.30674600292884646,0.7773620894379124,51,1,7.534417534316162e-12,9.407412237799001e-11,1.0
2.03,0.224,5.166339040397369,2.251769483558083,0.3096340312593761,0.778430215242024,51,1,7.2052364075148034e-12,9.10583866456537e-11,1.0
2.03,0.226,5.26603750111625,2.273404669431317,0.3125199355627316,0.779480362236892,51,1,6.89526213903946e-12,8.818626311667176e-11,1.0
2.03,0.228,5.366654065111028,2.2950325783713135,0.31540375604191695,0.7805130720730624,51,1,6.603162461260581e-12,8.544923342795633e-11,1.0
2.03,0.23,5.468188733503356,2.316653416713166,0.31828553271327076,0.7815288668725787,51,1,6.328382262665855e-12,8.28410558142415e-11,1.0
2.03,0.23199999999999998,5.570641536077215,2.3382673890547103,0.3211653053498795,0.7825282497983058,51,1,6.4717120551449625e-12,8.581829888257544e-11,1.0
2.03,0.23399999999999999,5.684596955895018,2.3621229435485636,0.32399406700815997,0.7823780392036475,51,1,5.63615820681207e-12,7.702378636180752e-11,1.0
2.03,0.236,5.788988879878564,2.383724810612819,0.3268713923662385,0.7833199968652355,51,1,5.406786129924512e-12,7.472382265127064e-11,1.0
2.03,0.238,5.894296428617992,2.4053198324995524,0.3297467695100558,0.784246971437332,51,1,5.189959573215219e-12,7.253035776183508e-11,1.0
2.03,0.24,6.000519750793795,2.426908223885895,0.3326202393553431,0.7851594081451705,51,1,4.985789558986653e-12,7.043843338302723e-11,1.0
2.03,0.242,6.107659013519924,2.4484901954648275,0.33549184227419504,0.7860577353072041,50,1,6.8655081619795055e-12,9.805367871318157e-11,1.0
2.03,0.244,6.215714399137208,2.4700659534857428,0.33836161804757875,0.7869423648845916,50,1,6.607714375661544e-12,9.537734675619981e-11,1.0
2.03,0.246,6.3246861055143855,2.4916357000140708,0.3412296058811097,0.7878136931036959,50,1,6.363798377151397e-12,9.281911376003867e-11,1.0
2.03,0.248,6.434574343028835,2.5131996325242962,0.3440958443640048,0.7886721009821699,50,1,6.132538921121977e-12,9.037361741095839e-11,1.0
2.03,0.25,6.545379331235687,2.5347579434523757,0.34696037142701236,0.7895179548370187,65,1,6.239342376090917e-12,9.297118381266522e-11,1.0
