chi_over_J,eta_over_J,photon_number,field_real,field_imag,state_ipr,iterations,converged,density_error,field_error,cavity_shift_factor
0.5,0.138,5.468493034431984e-13,-7.294300122934422e-07,-1.2157779652875453e-07,0.004137840734775449,29,1,8.965623382595211e-13,9.95519268137032e-11,1.0
0.5,0.14,5.949242527533239e-13,-7.608177454179386e-07,-1.26809349065787e-07,0.004137840734715395,31,1,8.163018871965022e-13,9.081845181793887e-11,1.0
0.5,0.14200000000000002,6.486990820286643e-13,-7.94458906864374e-07,-1.3241649192048568e-07,0.004137840734650675,32,1,8.524110237106974e-13,9.505061488819529e-11,1.0
0.5,0.14400000000000002,7.087631317712499e-13,-8.304248867370946e-07,-1.3841112404331328e-07,0.00413784073458123,34,1,8.020979713752041e-13,8.964917987330571e-11,1.0
0.5,0.146,7.764302631413417e-13,-8.691625872686204e-07,-1.4486773289404227e-07,0.004137840734505953,35,1,8.591564959470332e-13,9.620818798941373e-11,1.0
0.5,0.148,8.526455114274393e-13,-9.10823131991357e-07,-1.518115069976401e-07,0.00413784073442483,37,1,8.343204599414733e-13,9.365777929279709e-11,1.0
0.5,0.15,9.390698013014179e-13,-9.558697855431171e-07,-1.5931966101888747e-07,0.004137840734336611,39,1,8.264569584248704e-13,9.295500039870499e-11,1.0
0.5,0.152,1.0375536910052538e-12,-1.0047432253004132e-06,-1.6746564488926424e-07,0.004137840734240756,41,1,8.344679114369313e-13,9.40668181352244e-11,1.0
0.5,0.154,1.1503809713357793e-12,-1.0579633944782376e-06,-1.7633612017923107e-07,0.004137840734135874,43,1,8.581607646718226e-13,9.692178204755423e-11,1.0
0.5,0.156,1.2801962908085506e-12,-1.1160613770032547e-06,-1.8601960533811985e-07,0.00413784073402111,46,1,8.21927595429095e-13,9.303701830037506e-11,1.0
0.5,0.158,1.4307646485831966e-12,-1.1798692897007878e-06,-1.966547934939684e-07,0.004137840733894753,49,1,8.100230555752042e-13,9.191509382345346e-11,1.0
0.5,0.16,1.6066368589511305e-12,-1.250283960516215e-06,-2.0839116350512133e-07,0.004137840733754834,52,1,8.222138248026312e-13,9.347588678331285e-11,1.0
0.5,0.162,1.8136744074636761e-12,-1.3284018112595378e-06,-2.2141146155078595e-07,0.004137840733599256,55,1,8.57976016621631e-13,9.777727548227062e-11,1.0
0.5,0.16399999999999998,2.059255759590664e-12,-1.4154839241062685e-06,-2.3592587858771164e-07,0.004137840733425341,59,1,8.563696626828765e-13,9.780015658765571e-11,1.0
0.5,0.16599999999999998,2.353443173426563e-12,-1.5132185440837206e-06,-2.5221580296981417e-07,0.004137840733229852,64,1,8.29183076367368e-13,9.490023782235846e-11,1.0
0.5,0.16799999999999998,2.710077677462685e-12,-1.6238303945830403e-06,-2.7065204061852664e-07,0.004137840733008015,69,1,8.418283431455009e-13,9.653675576931613e-11,1.0
0.5,0.16999999999999998,3.147459795622849e-12,-1.7499671341759336e-06,-2.9167589020506826e-07,0.004137840732754725,75,1,8.437252632664816e-13,9.6969525971469e-11,1.0
0.5,0.172,3.691575915532724e-12,-1.8952028406125958e-06,-3.15883061379795e-07,0.004137840732462551,82,1,8.467185286242795e-13,9.752169758585318e-11,1.0
0.5,0.174,4.3796806803961064e-12,-2.064291481761794e-06,-3.440659220582633e-07,0.004137840732122007,90,1,8.622876718211714e-13,9.953075215307128e-11,1.0
0.5,0.176,5.2662437308413125e-12,-2.2636030699527277e-06,-3.7728619447562543e-07,0.0041378407317201014,100,1,8.61720417244527e-13,9.967527670537018e-11,1.0
0.5,0.178,6.4342453663343886e-12,-2.502065104194623e-06,-4.1703187013217576e-07,0.00413784073123868,113,1,8.321104222330789e-13,9.646745273496634e-11,1.0
0.5,0.18,8.016121715755457e-12,-2.792749277435359e-06,-4.654816743328749e-07,0.004137840730651458,128,1,8.410286356230756e-13,9.770389995229122e-11,1.0
0.5,0.182,1.0229512813357971e-11,-3.1548395165931607e-06,-5.25833089392637e-07,0.004137840729919602,147,1,8.536903822742303e-13,9.939689490065673e-11,1.0
0.5,0.184,1.345587578772246e-11,-3.6183100747944077e-06,-6.030820759761898e-07,0.004137840728982538,173,1,8.403850532134882e-13,9.806110957933196e-11,1.0
0.5,0.186,1.8416188838897092e-11,-4.233013723546753e-06,-7.055378481427792e-07,0.004137840727739709,208,1,8.388983951945761e-13,9.810091182475888e-11,1.0
0.5,0.188,2.6601991137209576e-11,-5.087528661475199e-06,-8.479641831339055e-07,0.004137840726012894,258,1,8.457340730516627e-13,9.909823587390862e-11,1.0
0.5,0.19,4.15255707529483e-11,-6.356347059801082e-06,-1.0594445753820417e-06,0.004137840723451899,336,1,8.481756963441001e-13,9.958490456721347e-11,1.0
0.5,0.192,7.317150793328452e-11,-8.437636258522874e-06,-1.4063435932035438e-06,0.004137840719260112,473,1,8.402297954623883e-13,9.887102796502432e-11,1.0
0.5,0.194,1.6009597262267465e-10,-1.2480730348178096e-05,-2.0802265738954796e-06,0.0041378407111549095,765,1,8.432733678009896e-13,9.947115861896154e-11,1.0
0.5,0.196,5.76975204265878e-10,-2.369345374225093e-05,-3.949108004308494e-06,0.004137840688948675,3800,1,8.442352719684187e-13,9.977159470274249e-11,1.0
0.5,0.198,0.5046241238591084,0.7014566685887779,0.1121724830403682,0.0059341839961688635,1272,1,1.6154542981094977e-12,9.910256247535719e-11,1.0
0.5,0.2,0.7698076258779714,0.8666218183175258,0.1370191588574258,0.0069745714177022675,591,1,1.6166547267548736e-12,9.826572947988732e-11,1.0
0.5,0.202,0.9769207820412937,0.9764282828151865,0.15332511392423562,0.007720340845474968,416,1,1.6796702917432071e-12,9.978593791736672e-11,1.0
0.5,0.20400000000000001,1.1623826362483871,1.0652204395484337,0.16639726985930056,0.0083388314784169,332,1,1.6851173234577743e-12,9.682700577070794e-11,1.0
0.5,0.20600000000000002,1.3360601662229115,1.1421488101243469,0.17764082231978676,0.008881682643674213,281,1,1.758815315611173e-12,9.550862444543893e-11,1.0
0.5,0.208,1.5022618170981097,1.2112152425590554,0.18766846642608437,0.009374662342612004,246,1,1.929796600297351e-12,9.669820359896141e-11,1.0
0.5,0.21,1.663287237206341,1.2745794730305628,0.19681057932812906,0.009834765026209075,221,1,2.052542164010518e-12,9.34347099273773e-11,1.0
0.5,0.212,1.820516581378113,1.3335596103206635,0.20526896282563833,0.010276539531173298,201,1,2.4007532073433424e-12,9.708867347509037e-11,1.0
0.5,0.214,1.9748461774626644,1.3890289710737738,0.2131776136943039,0.010714943239523288,186,1,2.8355894021725447e-12,9.220781771372546e-11,1.0
0.5,0.216,2.126892773974627,1.4416014443233705,0.22063102614863445,0.01116512959902588,173,1,3.5006199328169174e-12,9.461810579830126e-11,1.0
0.5,0.218,2.277100336615591,1.4917283690444318,0.22769894510873318,0.011637149747004827,162,1,4.2059342120204235e-12,9.845642545366735e-11,1.0
0.5,0.22,2.4258009069126696,1.5397536368998757,0.23443473412930016,0.012123199060982172,153,1,4.125262631493598e-12,9.821500592715249e-11,1.0
0.5,0.222,2.573252258911904,1.5859473080307556,0.2408804580324103,0.01257863570221193,146,1,2.7767579902082673e-12,8.930883124275943e-11,1.0
0.5,0.224,2.7196637037639912,1.6305275332226499,0.24707016648485086,0.012908619897463893,139,1,2.144610877774511e-12,9.154491833696232e-11,1.0
0.5,0.226,2.8652174374821535,1.673676238740522,0.2530321824541942,0.013011195951296208,133,1,7.561007375755935e-12,9.194488114089807e-11,1.0
0.5,0.228,3.010092236754399,1.715552243819268,0.2587909107389078,0.013132212830725656,128,1,1.9661345468380276e-11,8.865862722547325e-11,1.0
0.5,0.23,3.1544640098710603,1.7562954618726079,0.26436766155629404,0.014891895437236338,123,1,3.5239360041128265e-11,9.271390328530516e-11,1.0
0.5,0.23199999999999998,3.2983880859880026,1.795997743553613,0.269778040504288,0.019244735652046624,119,1,3.150901761728164e-11,8.880026453494478e-11,1.0
0.5,0.23399999999999999,3.4418563378606453,1.8347241261185783,0.2750340322561284,0.024031503941553786,115,1,3.7412795084179606e-11,9.003560989413423e-11,1.0
0.5,0.236,3.5849455755230486,1.8725550579912582,0.28014840765994775,0.028822693590946753,111,1,4.485593840808377e-11,9.690746059515849e-11,1.0
0.5,0.238,3.72774150621009,1.9095655915490837,0.2851328774131251,0.03523885334920304,108,1,4.51209486440618e-11,9.34507165351578e-11,1.0
0.5,0.24,3.870314609217398,1.945820130118433,0.2899976386857012,0.04463019295390174,105,1,4.1005268625049496e-11,9.415387263933878e-11,1.0
0.5,0.242,4.012720412839722,1.9813737475057138,0.29475156578869066,0.054920082185483755,102,1,3.0897381875227836e-11,9.887042499175267e-11,1.0
0.5,0.244,4.155008223224911,2.0162753580765482,0.29940257787500535,0.06289873830979849,100,1,1.7102444460626032e-11,9.021937816604401e-11,1.0
0.5,0.246,4.297227924062927,2.050570045363231,0.3039579134057282,0.06795822456018331,98,1,9.69463398448056e-12,8.483072699809886e-11,1.0
0.5,0.248,4.439427301144486,2.0842988854764966,0.30842415136613244,0.07108782639049369,95,1,7.318992634175459e-12,9.917839731142135e-11,1.0
0.5,0.25,4.58164943076701,2.117498776548383,0.3128072283102031,0.07321068844026139,116,1,5.220518461968027e-12,9.129955931011865e-11,1.0
1.0,0.0,3.015079277010755e-20,-1.7127681083411e-10,-2.854902521285198e-11,0.004761581085101725,20,1,3.251045266328134e-14,9.34983734230338e-11,1.0
1.0,0.0020000000000000018,9.17834694229902e-13,-9.44999187183739e-07,-1.5751581016512202e-07,0.004761581085192189,20,1,3.97838012533569e-13,9.428840418215368e-11,1.0
1.0,0.0040000000000000036,3.674202678876595e-12,-1.8907353963644182e-06,-3.151544697624987e-07,0.004761581085463266,20,1,7.691590420133565e-13,9.640053622465624e-11,1.0
1.0,0.006000000000000005,8.27969875508546e-12,-2.8382880446883894e-06,-4.7309589986008024e-07,0.0047615810859156565,20,1,1.1506160607632765e-12,9.985945657618486e-11,1.0
1.0,0.008000000000000007,1.4751526174645647e-11,-3.78850336252837e-06,-6.314811531288012e-07,0.004761581086549952,21,1,1.0578812131845083e-12,6.875748997076427e-11,1.0
1.0,0.010000000000000009,2.3115561111103197e-11,-4.742435358399804e-06,-7.904859154358926e-07,0.004761581087367971,21,1,1.3469052262404801e-12,7.329162749883729e-11,1.0
1.0,0.011999999999999983,3.3403864380155585e-11,-5.700954250230578e-06,-9.502552377827249e-07,0.004761581088371316,21,1,1.6573444006073856e-12,7.896524417814586e-11,1.0
1.0,0.013999999999999985,4.56565567411523e-11,-6.665009574835005e-06,-1.1109473923233322e-06,0.004761581089562202,21,1,1.9934158490553244e-12,8.587260197458136e-11,1.0
1.0,0.015999999999999986,5.992173902155903e-11,-7.635568969360616e-06,-1.2727236682392184e-06,0.004761581090943031,21,1,2.3596853637730675e-12,9.411957228555918e-11,1.0
1.0,0.017999999999999988,7.625462417895176e-11,-8.613552248892258e-06,-1.4357373835611022e-06,0.004761581092516483,22,1,1.9090267561194807e-12,7.027541537545453e-11,1.0
1.0,0.01999999999999999,9.472256972915813e-11,-9.600103952147852e-06,-1.60017931404994e-06,0.004761581094286949,22,1,2.2250673525903153e-12,7.849485177590813e-11,1.0
1.0,0.021999999999999992,1.153990495018725e-10,-1.0596204121671636e-05,-1.7662128166621164e-06,0.004761581096257912,22,1,2.5789266555609203e-12,8.807884007522927e-11,1.0
1.0,0.023999999999999994,1.383683508016563e-10,-1.1602927598377804e-05,-1.934017049681567e-06,0.004761581098433643,22,1,2.9761349634727097e-12,9.919143144340585e-11,1.0
1.0,0.025999999999999995,1.6372326558747522e-10,-1.2621308991597798e-05,-2.103764465449452e-06,0.004761581100818715,23,1,2.4026110961861136e-12,7.786482124397643e-11,1.0
1.0,0.027999999999999997,1.915733501171723e-10,-1.365264340365293e-05,-2.275670936199796e-06,0.004761581103419545,23,1,2.7705285982060346e-12,8.872075606213466e-11,1.0
1.0,0.03,2.2203300107096915e-10,-1.4697990572182001e-05,-2.4499131027483743e-06,0.004761581106241152,24,1,2.2580409764216824e-12,7.129227174757586e-11,1.0
1.0,0.032,2.552371913889402e-10,-1.575872868677804e-05,-2.626720686608897e-06,0.004761581109291474,24,1,2.6098533056906348e-12,8.200643211041939e-11,1.0
1.0,0.034,2.9132959981999887e-10,-1.6836100367140403e-05,-2.806300812025254e-06,0.004761581112577194,24,1,3.0145747009768797e-12,9.443285811528532e-11,1.0
1.0,0.036000000000000004,3.30468237883141e-10,-1.7931394374195337e-05,-2.9888682942238817e-06,0.004761581116105579,25,1,2.5004338877199217e-12,7.800444329612024e-11,1.0
1.0,0.038000000000000006,3.72835832728383e-10,-1.9046186057069996e-05,-3.1746857179657286e-06,0.004761581119886808,25,1,2.90100582445163e-12,9.050224173910669e-11,1.0
1.0,0.04000000000000001,4.1862313968126914e-10,-2.0181842623652126e-05,-3.363980974293308e-06,0.004761581123929172,26,1,2.4431776046718312e-12,7.617061875710636e-11,1.0
1.0,0.04199999999999998,4.680521188005177e-10,-2.1340093000158917e-05,-3.5570422467390034e-06,0.004761581128244454,26,1,2.8500205667691958e-12,8.898238259855883e-11,1.0
1.0,0.043999999999999984,5.213555576023633e-10,-2.252247967590685e-05,-3.7541266428726354e-06,0.004761581132842823,27,1,2.4395797881826553e-12,7.624760348785617e-11,1.0
1.0,0.045999999999999985,5.788030626010834e-10,-2.373092190773149e-05,-3.955554071205819e-06,0.004761581137737801,27,1,2.8621705699949374e-12,8.965414411418406e-11,1.0
1.0,0.04799999999999999,6.406786556406754e-10,-2.496717054131139e-05,-4.161616368882179e-06,0.004761581142941813,28,1,2.491130565718258e-12,7.818241025953999e-11,1.0
1.0,0.04999999999999999,7.073104281505215e-10,-2.623337881102283e-05,-4.372672444615528e-06,0.004761581148470907,28,1,2.940279963947745e-12,9.251520001934507e-11,1.0
1.0,0.05199999999999999,7.790455102262787e-10,-2.753154695899008e-05,-4.589055705829121e-06,0.004761581154339923,29,1,2.602666346329663e-12,8.208907769478445e-11,1.0
1.0,0.05399999999999999,8.562845227368793e-10,-2.8864115062155862e-05,-4.8111728731678675e-06,0.004761581160567658,29,1,3.0910187603927497e-12,9.775219363944458e-11,1.0
1.0,0.055999999999999994,9.394531201882733e-10,-3.0233383750509702e-05,-5.0394074237641795e-06,0.004761581167172039,30,1,2.7830914656190586e-12,8.824111164738275e-11,1.0
1.0,0.057999999999999996,1.0290376206805357e-09,-3.164206557395348e-05,-5.274211495016459e-06,0.004761581174174813,31,1,2.534233239925854e-12,8.057176915578762e-11,1.0
1.0,0.06,1.1255778801847514e-09,-3.309306366988311e-05,-5.516068992118745e-06,0.004761581181599247,31,1,3.0470660716819253e-12,9.712381109439388e-11,1.0
1.0,0.062,1.2296585546906059e-09,-3.458927568173856e-05,-5.765462904511212e-06,0.004761581189469342,32,1,2.8225876497200986e-12,9.022214331825948e-11,1.0
1.0,0.064,1.3419472621909296e-09,-3.6134073557803433e-05,-6.022955280440032e-06,0.004761581197813094,33,1,2.6450994172755316e-12,8.477087176069764e-11,1.0
1.0,0.066,1.4631831725427416e-09,-3.773102026844325e-05,-6.289140008384781e-06,0.0047615812066609305,34,1,2.506920018796599e-12,8.056651301842026e-11,1.0
1.0,0.068,1.5941988250130124e-09,-3.93840561879031e-05,-6.564673883834899e-06,0.0047615812160464,34,1,3.069544618483633e-12,9.890581198670258e-11,1.0
1.0,0.07,1.7359076696336037e-09,-4.109722622214409e-05,-6.850231125992453e-06,0.00476158122600504,35,1,2.960021117104361e-12,9.564262035480034e-11,1.0
1.0,0.07200000000000001,1.889355188356026e-09,-4.287518483507059e-05,-7.146587557328278e-06,0.004761581236577521,36,1,2.887485389679867e-12,9.355169234904583e-11,1.0
1.0,0.07400000000000001,2.0557109396751056e-09,-4.472292744056606e-05,-7.45457583105631e-06,0.00476158124780846,37,1,2.8490005493653214e-12,9.256156303332497e-11,1.0
