field_g,momentum_k,energy
2.0,1.3130875544301088,3.9902568145832125
2.0,1.337631247036279,4.037706065021235
2.0,1.3621749396424494,4.084876739991612
2.0,1.3867186322486196,4.131750451408911
2.0,1.41126232485479,4.17830943165513
2.0,1.4358060174609601,4.224536502846908
2.0,1.4603497100671303,4.270415048130318
2.0,1.4848934026733007,4.3159289848755575
2.0,1.509437095279471,4.361062739650126
2.0,1.533980787885641,4.405801224855503
2.0,1.5585244804918115,4.450129816918658
2.0,1.5830681730979816,4.494034335935977
2.0,1.607611865704152,4.537501026673354
2.0,1.6321555583103222,4.580516540831976
2.0,1.6566992509164924,4.6230679204951155
2.0,1.6812429435226628,4.665142582676561
2.0,1.705786636128833,4.706728304896514
2.0,1.7303303287350031,4.747813211715661
2.0,1.7548740213411735,4.788385762162679
2.0,1.7794177139473437,4.8284347379948604
2.0,1.8039614065535141,4.867949232735561
2.0,1.8285050991596843,4.906918641436012
2.0,1.8530487917658545,4.945332651112647
2.0,1.8775924843720249,4.983181231814437
2.0,1.902136176978195,5.020454628277822
2.0,1.9266798695843652,5.057143352129831
2.0,1.9512235621905356,5.093238174602617
2.0,1.9757672547967058,5.12873011972523
2.0,2.000310947402876,5.163610457960805
2.0,2.024854640009046,5.197870700259524
2.0,2.0493983326152168,5.231502592499773
2.0,2.073942025221387,5.264498110291803
2.0,2.098485717827557,5.2968494541200135
2.0,2.1230294104337273,5.328549044801549
2.0,2.1475731030398975,5.3595895192405125
2.0,2.172116795646068,5.389963726458445
2.0,2.1966604882522383,5.419664723883113
2.0,2.2212041808584084,5.448685773878799
2.0,2.2457478734645786,5.477020340502506
2.0,2.270291566070749,5.50466208647149
2.0,2.2948352586769194,5.53160487032857
2.0,2.3193789512830896,5.557842743792527
2.0,2.3439226438892597,5.583369949281846
2.0,2.36846633649543,5.608180917600742
2.0,2.3930100291016,5.632270265777256
2.0,2.4175537217077703,5.655632795043836
2.0,2.442097414313941,5.6782634889514725
2.0,2.466641106920111,5.700157511609088
2.0,2.4911847995262812,5.721310206040408
2.0,2.5157284921324514,5.741717092651076
2.0,2.5402721847386216,5.761373867799277
2.0,2.564815877344792,5.780276402463588
2.0,2.5893595699509624,5.798420741002177
2.0,2.6139032625571326,5.815803099997917
2.0,2.6384469551633027,5.832419867184332
2.0,2.662990647769473,5.848267600447645
2.0,2.6875343403756435,5.863343026900546
2.0,2.7120780329818137,5.8776430420235934
2.0,2.736621725587984,5.891164708870472
2.0,2.761165418194154,5.9039052573336095
2.0,2.7857091108003242,5.915862083466888
2.0,2.8102528034064944,5.927032748862482
2.0,2.834796496012665,5.937414980079049
2.0,2.859340188618835,5.947006668118765
2.0,2.8838838812250054,5.955805867950837
2.0,2.9084275738311756,5.963810798079442
2.0,2.9329712664373457,5.971019840154113
2.0,2.9575149590435164,5.97743153862087
2.0,2.9820586516496865,5.983044600412547
2.0,3.0066023442558567,5.9878578946769
2.0,3.031146036862027,5.991870452541318
2.0,3.055689729468197,5.99508146691306
2.0,3.0802334220743677,5.997490292314143
2.0,3.104777114680538,5.999096444750125
2.0,3.129320807286708,5.999899601612206
