generator,instance,phase_index,eigenphase
qr_haar,22,5,1.0618314922376566
qr_haar,22,6,1.1907041891675934
qr_haar,22,7,1.4966804773038416
qr_haar,22,8,1.6185594645542807
qr_haar,22,9,1.815752802996308
qr_haar,22,10,2.010225541834279
qr_haar,22,11,2.088631250965016
qr_haar,22,12,2.4257470552848024
qr_haar,22,13,2.71182182316312
qr_haar,22,14,2.8203889454251696
qr_haar,22,15,2.92865230275251
qr_haar,22,16,3.098271579569993
qr_haar,22,17,3.147370297686953
qr_haar,22,18,3.457054572495282
qr_haar,22,19,3.8424371947333866
qr_haar,22,20,3.9354414631879084
qr_haar,22,21,4.198459106428315
qr_haar,22,22,4.445051963780249
qr_haar,22,23,4.591562957261113
qr_haar,22,24,4.712100441791405
qr_haar,22,25,5.009300194776495
qr_haar,22,26,5.145347214994819
qr_haar,22,27,5.381308017348798
qr_haar,22,28,5.59116756585661
qr_haar,22,29,5.855004060643086
qr_haar,22,30,6.015818234800902
qr_haar,22,31,6.207464260003888
qr_haar,23,0,0.24310269914110721
qr_haar,23,1,0.4227577565899378
qr_haar,23,2,0.5833125782359254
qr_haar,23,3,0.8320249903116848
qr_haar,23,4,0.9362258704342473
qr_haar,23,5,1.192099143599603
qr_haar,23,6,1.4387162074123898
qr_haar,23,7,1.6599098658476614
qr_haar,23,8,1.7363772295570037
qr_haar,23,9,1.8913376071234882
qr_haar,23,10,2.133868074950488
qr_haar,23,11,2.281733294348507
qr_haar,23,12,2.514159626449794
