occupation,S_P,S_W,S_Q,S_W_r_1_4,S_W_r_1_2,S_W_r_1,S_W_r_2,S_W_r_4
0.0195,2.937340813412436,-0.2670719494282101,-0.980307366654264,-1.115464430921397,-0.6533663105481007,-0.2670719494282101,0.0397808700118446,0.2708299301984931
0.02,2.912023005428146,-0.2660308249197996,-0.9797972926824805,-1.114423306412987,-0.6523251860396901,-0.2660308249197996,0.04082199452025514,0.2718710547069036
0.0205,2.887330392837775,-0.2649886153413559,-0.9792869584024584,-1.113381096834543,-0.6512829764612464,-0.2649886153413559,0.04186420409869884,0.2729132642853473
0.021,2.863232841258714,-0.2639453184287781,-0.9787763635483733,-1.112337799921965,-0.6502396795486687,-0.2639453184287781,0.04290750101127661,0.2739565611979251
0.0215,2.83970234384852,-0.2629009319108718,-0.9782655078539939,-1.111293413404059,-0.6491952930307624,-0.2629009319108718,0.04395188752918289,0.2750009477158313
0.022,2.816712825623821,-0.2618554535093189,-0.9777543910526802,-1.110247935002506,-0.6481498146292095,-0.2618554535093189,0.04499736593073578,0.2760464261173842
0.0225,2.794239969771763,-0.2608088809386478,-0.9772430128773838,-1.109201362431835,-0.6471032420585384,-0.2608088809386478,0.04604393850140687,0.2770929986880553
0.023,2.772261063052988,-0.2597612119062042,-0.9767313730606457,-1.108153693399391,-0.6460555730260947,-0.2597612119062042,0.04709160753385055,0.278140667720499
0.0235,2.750754857832024,-0.2587124441121197,-0.9762194713345966,-1.107104925605307,-0.6450068052320103,-0.2587124441121197,0.04814037532793503,0.2791894355145835
0.024,2.729701448634192,-0.2576625752492829,-0.9757073074309555,-1.10605505674247,-0.6439569363691735,-0.2576625752492829,0.04919024419077178,0.2802393043774202
0.0245,2.709082161431456,-0.2566116030033079,-0.9751948810810289,-1.105004084496495,-0.6429059641231984,-0.2566116030033079,0.05024121643674684,0.2812902766233953
0.025,2.688879454113936,-0.2555595250525041,-0.97468219201571,-1.103952006545692,-0.6418538861723947,-0.2555595250525041,0.05129329438755059,0.282342354574199
0.0255,2.669076826817756,-0.2545063390678455,-0.9741692399654784,-1.102898820561033,-0.640800700187736,-0.2545063390678455,0.05234648037220924,0.2833955405588577
0.026,2.649658740960655,-0.2534520427129394,-0.973656024660398,-1.101844524206127,-0.63974640383283,-0.2534520427129394,0.0534007767271153,0.2844498369137637
0.0265,2.630610545989961,-0.2523966336439958,-0.9731425458301174,-1.100789115137183,-0.6386909947638864,-0.2523966336439958,0.05445618579605893,0.2855052459827074
0.027,2.611918412977808,-0.2513401095097959,-0.972628803203868,-1.099732591002983,-0.6376344706296865,-0.2513401095097959,0.05551270993025881,0.2865617701169073
0.0275,2.593569274309611,-0.2502824679516603,-0.9721147965104643,-1.098674949444848,-0.6365768290715509,-0.2502824679516603,0.0565703514883944,0.2876194116750428
0.028,2.575550768806933,-0.2492237066034183,-0.971600525478302,-1.097616188096606,-0.6355180677233089,-0.2492237066034183,0.05762911283663641,0.2886781730232849
0.0285,2.557851191707532,-0.2481638230913751,-0.9710859898353578,-1.096556304584563,-0.6344581842112657,-0.2481638230913751,0.05868899634867963,0.2897380565353281
0.029,2.540459448995663,-0.2471028150342807,-0.9705711893091878,-1.095495296527468,-0.6333971761541712,-0.2471028150342807,0.05975000440577405,0.2907990645924225
0.0295,2.523365015636363,-0.2460406800432973,-0.9700561236269279,-1.094433161536485,-0.6323350411631878,-0.2460406800432973,0.06081213939675745,0.2918611995834059
0.03,2.506557897319982,-0.2449774157219672,-0.9695407925152915,-1.093369897215155,-0.6312717768418578,-0.2449774157219672,0.06187540371808753,0.292924463904736
0.0305,2.490028595368771,-0.2439130196661806,-0.9690251957005694,-1.092305501159368,-0.6302073807860712,-0.2439130196661806,0.06293979977387409,0.2939888599605225
0.031,2.473768074496991,-0.2428474894641423,-0.9685093329086292,-1.091239970957329,-0.6291418505840328,-0.2428474894641423,0.06400532997591246,0.2950543901625609
0.0315,2.45776773315055,-0.2417808226963399,-0.9679932038649135,-1.090173304189527,-0.6280751838162305,-0.2417808226963399,0.06507199674371478,0.2961210569303632
0.032,2.44201937618241,-0.2407130169355096,-0.9674768082944399,-1.089105498428697,-0.6270073780554002,-0.2407130169355096,0.0661398025045451,0.2971888626911935
0.0325,2.426515189646445,-0.2396440697466047,-0.9669601459217998,-1.088036551239792,-0.6259384308664953,-0.2396440697466047,0.06720874969345003,0.2982578098800985
0.033,2.411247717515657,-0.2385739786867602,-0.9664432164711573,-1.086966460179948,-0.6248683398066508,-0.2385739786867602,0.06827884075329449,0.2993279009399429
0.0335,2.396209840151116,-0.2375027413052615,-0.9659260196662486,-1.085895222798449,-0.6237971024251521,-0.2375027413052615,0.06935007813479321,0.3003991383214417
0.034,2.381394754365976,-0.2364303551435087,-0.9654085552303809,-1.084822836636696,-0.6227247162633993,-0.2364303551435087,0.07042246429654597,0.3014715244831944
0.0345,2.366795954944823,-0.2353568177349847,-0.9648908228864321,-1.083749299228172,-0.6216511788548753,-0.2353568177349847,0.07149600170506998,0.3025450618917184
0.035,2.352407217492723,-0.2342821266052192,-0.9643728223568488,-1.082674608098407,-0.6205764877251098,-0.2342821266052192,0.07257069283483553,0.303619753021484
0.0355,2.338222582500767,-0.2332062792717562,-0.9638545533636468,-1.081598760764944,-0.6195006403916468,-0.2332062792717562,0.07364654016829852,0.304695600354947
0.036,2.324236340526027,-0.2321292732441181,-0.9633360156284085,-1.080521754737306,-0.6184236343640087,-0.2321292732441181,0.07472354619593657,0.305772606382585
0.0365,2.310443018393691,-0.2310511060237729,-0.9628172088722841,-1.07944358751696,-0.6173454671436635,-0.2310511060237729,0.07580171341628184,0.3068507736029303
0.037,2.296837366337912,-0.2299717751040971,-0.9622981328159885,-1.078364256597284,-0.6162661362239876,-0.2299717751040971,0.07688104433595766,0.3079301045226061
0.0375,2.283414346005772,-0.2288912779703429,-0.9617787871798023,-1.07728375946353,-0.6151856390902335,-0.2288912779703429,0.07796154146971179,0.3090106016563602
0.038,2.270169119255751,-0.2278096120996018,-0.9612591716835694,-1.076202093592789,-0.6141039732194924,-0.2278096120996018,0.07904320734045289,0.3100922675271013
0.0385,2.257097037688399,-0.2267267749607699,-0.9607392860466974,-1.075119256453957,-0.6130211360806604,-0.2267267749607699,0.08012604447928484,0.3111751046659333
0.039,2.244193632852491,-0.2256427640145116,-0.9602191299881554,-1.074035245507699,-0.6119371251344021,-0.2256427640145116,0.08121005542554316,0.3122591156121916
0.0395,2.231454607075061,-0.2245575767132245,-0.9596987032264743,-1.072950058206412,-0.6108519378331151,-0.2245575767132245,0.0822952427268302,0.3133443029134786
0.04,2.218875824868201,-0.2234712105010037,-0.9591780054797449,-1.071863691994191,-0.6097655716208943,-0.2234712105010037,0.083381608939051,0.3144306691256994
0.0405,2.206453304869644,-0.2223836628136048,-0.9586570364656176,-1.070776144306792,-0.6086780239334953,-0.2223836628136048,0.08446915662644994,0.3155182168130984
0.041,2.194183212277829,-0.2212949310784081,-0.9581357959013012,-1.069687412571596,-0.6075892921982987,-0.2212949310784081,0.08555788836164657,0.316606948548295
0.0415,2.182061851745484,-0.2202050127143825,-0.9576142835035621,-1.06859749420757,-0.6064993738342731,-0.2202050127143825,0.08664780672567218,0.3176968669123206
0.042,2.170085660698769,-0.219113905132048,-0.9570924989887235,-1.067506386625235,-0.6054082662519386,-0.219113905132048,0.08773891430800673,0.3187879744946552
0.0425,2.158251203051766,-0.218021605733439,-0.9565704420726641,-1.066414087226626,-0.6043159668533296,-0.218021605733439,0.08883121370661573,0.3198802738932642
0.043,2.146555163288574,-0.2169281119120677,-0.9560481124708171,-1.065320593405255,-0.6032224730319583,-0.2169281119120677,0.08992470752798698,0.3209737677146354
0.0435,2.134994340887499,-0.2158334210528862,-0.9555255098981705,-1.064225902546073,-0.6021277821727767,-0.2158334210528862,0.09101939838716855,0.322068458573817
0.044,2.123565645063876,-0.2147375305322491,-0.9550026340692642,-1.063130012025436,-0.6010318916521397,-0.2147375305322491,0.09211528890780563,0.3231643490944541
0.0445,2.112266089809943,-0.213640437717876,-0.9544794846981907,-1.062032919211063,-0.5999347988377666,-0.213640437717876,0.09321238172217872,0.3242614419088272
0.045,2.101092789211817,-0.2125421399688134,-0.9539560614985931,-1.060934621462001,-0.598836501088704,-0.2125421399688134,0.09431067947124128,0.3253597396578897
0.0455,2.090042953025232,-0.2114426346353965,-0.9534323641836653,-1.059835116128584,-0.597736995755287,-0.2114426346353965,0.09541018480465824,0.3264592449913067
0.046,2.079113882493042,-0.210341919059211,-0.9529083924661494,-1.058734400552398,-0.5966362801791015,-0.210341919059211,0.09651090038084376,0.3275599605674922
0.0465,2.068302966388826,-0.2092399905730543,-0.9523841460583368,-1.057632472066242,-0.5955343516929449,-0.2092399905730543,0.0976128288670004,0.3286618890536488
0.047,2.057607677272078,-0.208136846500897,-0.951859624672065,-1.056529327994084,-0.5944312076207876,-0.208136846500897,0.09871597293915768,0.3297650331258061
0.0475,2.047025567941541,-0.2070324841578438,-0.951334828018719,-1.055424965651031,-0.5933268452777344,-0.2070324841578438,0.0998203352822109,0.3308693954688594
0.048,2.036554268074246,-0.2059269008500941,-0.9508097558092282,-1.054319382343281,-0.5922212619699847,-0.2059269008500941,0.1009259185899606,0.331974978776609
0.0485,2.026191481038699,-0.2048200938749031,-0.9502844077540671,-1.05321257536809,-0.5911144549947936,-0.2048200938749031,0.1020327255651516,0.3330817857518001
0.049,2.01593498087151,-0.2037120605205414,-0.9497587835632532,-1.052104542013729,-0.5900064216404319,-0.2037120605205414,0.1031407589195134,0.3341898191061618
0.0495,2.005782609407492,-0.2026027980662556,-0.9492328829463468,-1.050995279559443,-0.5888971591861462,-0.2026027980662556,0.1042500213737991,0.3352990815604476
0.05,1.995732273553991,-0.2014923037822284,-0.9487067056124494,-1.049884785275416,-0.5877866649021189,-0.2014923037822284,0.1053605156578263,0.3364095758444748
0.0505,1.985781942700823,-0.200380574929538,-0.9481802512702036,-1.048773056422725,-0.5866749360494286,-0.200380574929538,0.1064722445105167,0.3375213046971652
0.051,1.975929646257811,-0.1992676087601173,-0.9476535196277908,-1.047660090253305,-0.5855619698800079,-0.1992676087601173,0.1075852106799374,0.3386342708665859
0.0515,1.966173471312446,-0.1981534025167138,-0.9471265103929318,-1.046545884009901,-0.5844477636366043,-0.1981534025167138,0.108699416923341,0.3397484771099894
0.052,1.95651156040071,-0.1970379534328481,-0.9465992232728847,-1.045430434926035,-0.5833323145527387,-0.1970379534328481,0.1098148660072066,0.340863926193855
0.0525,1.946942109384559,-0.195921258732773,-0.9460716579744444,-1.04431374022596,-0.5822156198526636,-0.195921258732773,0.1109315607072817,0.3419806208939302
0.053,1.937463365430015,-0.1948033156314318,-0.9455438142039412,-1.043195797124619,-0.5810976767513224,-0.1948033156314318,0.1120495038086229,0.3430985639952713
0.0535,1.928073625080176,-0.1936841213344167,-0.9450156916672405,-1.042076602827604,-0.5799784824543073,-0.1936841213344167,0.113168698105638,0.3442177582922865
0.054,1.918771232417863,-0.192563673037927,-0.9444872900697412,-1.040956154531114,-0.5788580341578176,-0.192563673037927,0.1142891464021277,0.3453382065887762
0.0545,1.909554577312939,-0.1914419679287269,-0.9439586091163752,-1.039834449421914,-0.5777363290486175,-0.1914419679287269,0.1154108515113278,0.3464599116979762
0.055,1.900422093749666,-0.1903190031841032,-0.9434296485116056,-1.03871148467729,-0.5766133643039938,-0.1903190031841032,0.1165338162559515,0.3475828764425999
0.0555,1.891372258229748,-0.1891947759718222,-0.9429004079594272,-1.03758725746501,-0.5754891370917128,-0.1891947759718222,0.1176580434682325,0.3487071036548809
0.056,1.882403588246988,-0.1880692834500877,-0.9423708871633636,-1.036461764943275,-0.5743636445699782,-0.1880692834500877,0.118783535989967,0.3498325961766155
0.0565,1.873514640829742,-0.1869425227674971,-0.9418410858264679,-1.035335004260685,-0.5732368838873877,-0.1869425227674971,0.1199102966725576,0.350959356859206
0.057,1.864704011147587,-0.1858144910629986,-0.9413110036513204,-1.034206972556186,-0.5721088521828892,-0.1858144910629986,0.1210383283770561,0.3520873885637045
0.0575,1.855970331178832,-0.1846851854658471,-0.9407806403400287,-1.033077666959034,-0.5709795465857377,-0.1846851854658471,0.1221676339742076,0.353216694160856
0.058,1.847312268435718,-0.183554603095561,-0.940249995594226,-1.031947084588748,-0.5698489642154516,-0.183554603095561,0.1232982163444937,0.3543472765311421
0.0585,1.838728524744326,-0.1824227410618776,-0.9397190691150701,-1.030815222555065,-0.5687171021817682,-0.1824227410618776,0.1244300783781771,0.3554791385648255
0.059,1.830217835076418,-0.181289596464709,-0.9391878606032426,-1.029682077957896,-0.5675839575845996,-0.181289596464709,0.1255632229753457,0.3566122831619942
0.0595,1.821778966430553,-0.1801551663940971,-0.9386563697589481,-1.028547647887284,-0.5664495275139877,-0.1801551663940971,0.1266976530459576,0.357746713232606
0.06,1.813410716760036,-0.1790194479301698,-0.9381245962819125,-1.027411929423357,-0.5653138090500603,-0.1790194479301698,0.1278333715098849,0.3588824316965334
0.0605,1.805111913945341,-0.1778824381430947,-0.9375925398713829,-1.026274919636282,-0.5641767992629853,-0.1778824381430947,0.12897038129696,0.3600194414836085
0.061,1.796881414808826,-0.1767441340930344,-0.9370602002261259,-1.025136615586222,-0.5630384952129249,-0.1767441340930344,0.1301086853470204,0.3611577455336688
0.0615,1.788718104169665,-0.1756045328301007,-0.9365275770444265,-1.023997014323288,-0.5618988939499913,-0.1756045328301007,0.131248286609954,0.3622973467966025
0.062,1.780620893937046,-0.1744636313943091,-0.9359946700240875,-1.022856112887496,-0.5607579925141997,-0.1744636313943091,0.1323891880457456,0.3634382482323941
0.0625,1.772588722239781,-0.1733214268155321,-0.9354614788624288,-1.021713908308719,-0.5596157879354227,-0.1733214268155321,0.1335313926245226,0.3645804528111711
0.063,1.764620552590604,-0.1721779161134531,-0.9349280032562852,-1.02057039760664,-0.5584722772333437,-0.1721779161134531,0.1346749033266016,0.36572396351325
0.0635,1.756715373083491,-0.1710330962975198,-0.9343942429020061,-1.019425577790707,-0.5573274574174104,-0.1710330962975198,0.1358197231425349,0.3668687833291833
0.064,1.748872195622465,-0.1698869643668972,-0.9338601974954549,-1.018279445860085,-0.5561813254867878,-0.1698869643668972,0.1369658550731575,0.368014915259806
0.0645,1.74109005518041,-0.1687395173104205,-0.9333258667320072,-1.017131998803608,-0.555033878430311,-0.1687395173104205,0.1381133021296342,0.3691623623162827
0.065,1.7333680090865,-0.1675907521065471,-0.93279125030655,-1.015983233599735,-0.5538851132264376,-0.1675907521065471,0.1392620673335077,0.3703111275201561
0.0655,1.725705136340931,-0.1664406657233096,-0.9322563479134804,-1.014833147216497,-0.5527350268432002,-0.1664406657233096,0.1404121537167451,0.3714612139033935
0.066,1.718100536955712,-0.1652892551182678,-0.9317211592467055,-1.013681736611455,-0.5515836162381583,-0.1652892551182678,0.141563564321787,0.3726126245084354
0.0665,1.710553331320328,-0.1641365172384595,-0.9311856839996402,-1.012528998731647,-0.55043087835835,-0.1641365172384595,0.1427163022015953,0.3737653623882437
0.067,1.703062659591171,-0.1629824490203527,-0.9306499218652068,-1.01137493051354,-0.5492768101402433,-0.1629824490203527,0.143870370419702,0.3749194306063504
0.0675,1.695627681103653,-0.1618270473897969,-0.9301138725358336,-1.010219528882984,-0.5481214085096875,-0.1618270473897969,0.1450257720502578,0.3760748322369062
0.068,1.68824757380603,-0.1606703092619732,-0.929577535703454,-1.009062790755161,-0.5469646703818638,-0.1606703092619732,0.1461825101780815,0.3772315703647299
0.06850000000000001,1.680921533713958,-0.1595122315413455,-0.9290409110595061,-1.007904713034533,-0.5458065926612361,-0.1595122315413455,0.1473405878987092,0.3783896480853576
0.06900000000000001,1.673648774384878,-0.1583528111216107,-0.9285039982949301,-1.006745292614798,-0.5446471722415013,-0.1583528111216107,0.148500008318444,0.3795490685050925
0.06950000000000001,1.666428526411391,-0.1571920448856484,-0.9279667971001684,-1.005584526378836,-0.543486406005539,-0.1571920448856484,0.1496607745544063,0.3807098347410547
0.07000000000000001,1.659260036932778,-0.156029929705471,-0.9274293071651645,-1.004422411198658,-0.5423242908253616,-0.156029929705471,0.1508228897345837,0.3818719499212321
0.07050000000000001,1.652142569163914,-0.1548664624421729,-0.9268915281793616,-1.00325894393536,-0.5411608235620635,-0.1548664624421729,0.1519863569978818,0.3830354171845302
0.07100000000000001,1.645075401940821,-0.1537016399458799,-0.9263534598317015,-1.002094121439067,-0.5399960010657705,-0.1537016399458799,0.1531511794941748,0.3842002396808232
0.07150000000000001,1.638057829282175,-0.1525354590556974,-0.9258151018106234,-1.000927940548885,-0.538829820175588,-0.1525354590556974,0.1543173603843573,0.3853664205710057
0.07200000000000001,1.631089159966082,-0.1513679165996598,-0.9252764538040634,-0.9997603980928471,-0.5376622777195503,-0.1513679165996598,0.155484902840395,0.3865339630270434
0.0725,1.624168717121508,-0.1501990093946778,-0.9247375154994532,-0.9985914908878651,-0.5364933705145684,-0.1501990093946778,0.1566538100453769,0.3877028702320254
0.073,1.617295837833746,-0.1490287342464874,-0.9241982865837182,-0.9974212157396748,-0.535323095366378,-0.1490287342464874,0.1578240851935673,0.3888731453802157
0.0735,1.610469872763346,-0.1478570879495967,-0.9236587667432774,-0.9962495694427841,-0.5341514490694873,-0.1478570879495967,0.158995731490458,0.3900447916771064
0.074,1.603690185777968,-0.1466840672872334,-0.9231189556640423,-0.9950765487804207,-0.5329784284071239,-0.1466840672872334,0.1601687521528213,0.3912178123394698
0.0745,1.596956153596623,-0.1455096690312917,-0.9225788530314152,-0.9939021505244791,-0.5318040301511823,-0.1455096690312917,0.161343150408763,0.3923922105954115
0.075,1.590267165445827,-0.1443338899422798,-0.9220384585302882,-0.9927263714354672,-0.5306282510621704,-0.1443338899422798,0.1625189294977749,0.3935679896844234
0.0755,1.583622622727158,-0.1431567267692649,-0.9214977718450424,-0.9915492082624523,-0.5294510878891555,-0.1431567267692649,0.1636960926707898,0.3947451528574382
0.076,1.577021938695806,-0.1419781762498207,-0.9209567926595471,-0.990370657743008,-0.5282725373697112,-0.1419781762498207,0.164874643190234,0.3959237033768825
0.0765,1.570464538149647,-0.140798235109972,-0.9204155206571576,-0.9891907166031594,-0.5270925962298626,-0.140798235109972,0.1660545843300827,0.3971036445167311
0.077,1.563949857128453,-0.1396169000641408,-0.9198739555207152,-0.9880093815573282,-0.5259112611840314,-0.1396169000641408,0.1672359193759139,0.3982849795625623
0.0775,1.557477342622836,-0.1384341678150914,-0.9193320969325451,-0.9868266493082788,-0.524728528934982,-0.1384341678150914,0.1684186516249633,0.3994677118116117
0.078,1.551046452292545,-0.1372500350538747,-0.9187899445744568,-0.985642516547062,-0.5235443961737652,-0.1372500350538747,0.16960278438618,0.4006518445728285
0.0785,1.544656654193775,-0.1360644984597731,-0.9182474981277409,-0.9844569799529604,-0.5223588595796637,-0.1360644984597731,0.1707883209802816,0.4018373811669301
0.079,1.538307426515116,-0.1348775547002443,-0.9177047572731698,-0.9832700361934317,-0.5211719158201349,-0.1348775547002443,0.1719752647398104,0.4030243249264588
0.0795,1.531998257321851,-0.1336892004308656,-0.9171617216909955,-0.982081681924053,-0.5199835615507562,-0.1336892004308656,0.1731636190091891,0.4042126791958375
0.08,1.525728644308256,-0.1324994322952769,-0.916618391060949,-0.9808919137884643,-0.5187937934151675,-0.1324994322952769,0.1743533871447778,0.4054024473314262
0.0805,1.51949809455762,-0.1313082469251238,-0.9160747650622387,-0.9797007284183111,-0.5176026080450143,-0.1313082469251238,0.1755445725149309,0.4065936327015794
0.081,1.513306124309698,-0.1301156409400006,-0.9155308433735501,-0.978508122433188,-0.5164100020598912,-0.1301156409400006,0.1767371785000541,0.4077862386867026
0.0815,1.50715225873532,-0.128921610947393,-0.9149866256730432,-0.9773140924405803,-0.5152159720672835,-0.128921610947393,0.1779312084926618,0.4089802686793102
0.082,1.501036031717884,-0.1277261535426192,-0.9144421116383534,-0.9761186350358065,-0.5140205146625098,-0.1277261535426192,0.1791266658974355,0.410175726084084
0.0825,1.494956985641502,-0.1265292653087731,-0.9138973009465883,-0.9749217468019604,-0.5128236264286636,-0.1265292653087731,0.1803235541312816,0.4113726143179301
0.083,1.488914671185539,-0.1253309428166643,-0.9133521932743278,-0.9737234243098517,-0.5116253039365549,-0.1253309428166643,0.1815218766233904,0.4125709368100388
0.0835,1.482908647125327,-0.1241311826247603,-0.9128067882976226,-0.9725236641179477,-0.5104255437446509,-0.1241311826247603,0.1827216368152944,0.4137706970019429
0.08400000000000001,1.476938480138823,-0.1229299812791261,-0.9122610856919933,-0.9713224627723135,-0.5092243423990167,-0.1229299812791261,0.1839228381609286,0.414971898347577
0.08450000000000001,1.471003744619009,-0.1217273353133658,-0.9117150851324283,-0.9701198168065531,-0.5080216964332563,-0.1217273353133658,0.1851254841266889,0.4161745443133374
0.08500000000000001,1.465104022491821,-0.1205232412485612,-0.9111687862933843,-0.9689157227417485,-0.5068176023684517,-0.1205232412485612,0.1863295781914935,0.417378638378142
0.08550000000000001,1.459238903039422,-0.1193176955932126,-0.9106221888487833,-0.9677101770863999,-0.5056120567131032,-0.1193176955932126,0.1875351238468421,0.4185841840334906
0.08600000000000001,1.453407982728629,-0.1181106948431773,-0.910075292472013,-0.9665031763363646,-0.5044050559630678,-0.1181106948431773,0.1887421245968774,0.4197911847835259
0.08650000000000001,1.447610865044303,-0.1169022354816089,-0.9095280968359243,-0.9652947169747963,-0.5031965966014995,-0.1169022354816089,0.1899505839584458,0.4209996441450942
