state_index_1_based,graph_J_probability
2001,2.4458499692401302e-15
2002,3.1670065489254716e-15
2003,1.7052598193990574e-14
2004,7.563413619285188e-16
2005,7.729034645771652e-16
2006,1.3363312276686619e-19
2007,6.259549513689082e-17
2008,7.842798879898464e-17
2009,7.63712287095504e-14
2010,1.717385434703768e-14
2011,4.142919727616131e-15
2012,2.4140072970324016e-14
2013,9.62606177659191e-16
2014,1.199898449096352e-14
2015,1.7282730065340107e-12
2016,4.8344881809044564e-20
2017,2.4464944762456683e-10
2018,1.705259819412208e-14
2019,2.9353615084137935e-09
2020,3.4881817624727093e-11
2021,7.401240363363789e-14
2022,6.259549513770257e-17
2023,9.89692393066312e-11
2024,2.4140072970256297e-14
2025,1.226117181088568e-12
2026,4.142919727591805e-15
2027,5.836367500484023e-15
2028,9.592153825934292e-14
2029,2.1392666776388955e-09
2030,1.728273006533112e-12
2031,2.1774943038411917e-07
2032,7.188891831214645e-15
2033,4.872758368928988e-13
2034,7.563413619311975e-16
2035,3.4881817624650553e-11
2036,3.741411640679965e-17
2037,7.563413619247131e-16
2038,7.842798879897971e-17
2039,2.414007297029655e-14
2040,4.834488180736651e-20
2041,3.488181762458887e-11
2042,2.4140072970386207e-14
2043,9.592153825884543e-14
2044,7.188891831251854e-15
2045,3.7414116406909394e-17
2046,4.83448818064185e-20
2047,7.18889183120264e-15
2048,2.3753075142477388e-20
2049,1.900701157879436e-08
2050,8.038312250587192e-08
2051,3.6663848960760064e-13
2052,1.8210331336475767e-08
2053,8.038312250602724e-08
2054,4.556326954430908e-08
2055,1.730973671359374e-09
2056,4.0738387402247534e-07
2057,3.666384895995676e-13
2058,1.7309736713587526e-09
2059,1.9709384663989377e-16
2060,1.8883153915848039e-10
2061,1.8210331336528693e-08
2062,4.073838740243417e-07
2063,1.8883153915836404e-10
2064,5.5315312231761355e-11
2065,8.038312250591329e-08
2066,4.945920617162128e-06
2067,2.949779973999477e-10
2068,5.358204451766996e-06
2069,4.5563269544399344e-08
2070,2.830014069583071e-08
2071,8.704730704511624e-11
2072,2.1047304842946084e-07
2073,1.7309736713602188e-09
2074,3.787355135760582e-10
2075,2.7321745926097884e-14
2076,5.636333227051814e-10
2077,4.0738387402274274e-07
2078,0.0013553501221553966
2079,2.034848475308524e-09
2080,2.3504444391172324e-09
2081,3.6663848959889985e-13
2082,2.9497799739962336e-10
2083,6.691009440453134e-13
2084,1.2425205071069124e-09
2085,1.730973671359533e-09
2086,8.704730704513334e-11
2087,1.5892002279907974e-12
2088,4.4799259909501273e-10
2089,1.9709384661076632e-16
2090,2.7321745925862504e-14
2091,1.7887641566885887e-17
2092,1.91826095290632e-13
2093,1.8883153915862235e-10
2094,2.0348484753086957e-09
2095,9.097070306373992e-14
2096,2.42069252515925e-14
2097,1.821033133624007e-08
2098,5.3582044517578225e-06
2099,1.242520507108306e-09
2100,5.681609264723845e-07
2101,4.073838740219839e-07
2102,2.1047304842882043e-07
2103,4.479925990949393e-10
2104,0.0020715810755537723
2105,1.8883153915853728e-10
2106,5.63633322704974e-10
2107,1.91826095290918e-13
2108,3.033173444937115e-09
2109,5.531531223163745e-11
2110,2.350444439114679e-09
2111,2.420692525165746e-14
2112,8.332188389987657e-13
2113,8.038312250598768e-08
2114,4.945920617166302e-06
2115,2.9497799739939015e-10
2116,5.358204451769222e-06
2117,4.945920617163243e-06
2118,1.0997010134938995e-08
2119,6.656784487948355e-10
2120,6.475147390317837e-05
2121,2.949779973994885e-10
2122,6.656784487940452e-10
2123,5.661389580359329e-14
2124,1.8151825413243626e-09
2125,5.3582044517678565e-06
2126,6.475147390319084e-05
2127,1.8151825413256767e-09
2128,4.366065686760398e-09
2129,4.5563269544303854e-08
2130,1.0997010134951788e-08
2131,1.827071526158747e-12
2132,1.4923868290541672e-06
2133,2.8300140695839684e-08
2134,4.963376339552506e-10
2135,1.2384064707964149e-12
2136,7.317750290474197e-08
2137,8.704730704563707e-11
2138,2.2748739315706133e-10
2139,5.0790395992977486e-14
2140,3.516856168779535e-11
2141,2.1047304842894931e-07
2142,3.661261077895814e-06
2143,1.772392239253831e-09
2144,1.2638921443012096e-09
2145,1.7309736713583316e-09
2146,6.656784487955339e-10
2147,2.280850746859845e-13
2148,2.467459085375209e-10
2149,3.7873551357520275e-10
2150,2.2748739315664254e-10
2151,2.960014190869937e-11
2152,2.3221565460472652e-09
2153,2.7321745925835638e-14
2154,5.617523903278384e-12
2155,3.913779381324115e-16
2156,9.450748602083976e-12
2157,5.636333227045353e-10
2158,1.815409849160565e-09
2159,2.5987121022581776e-12
2160,3.6657950486501177e-16
2161,4.073838740230096e-07
2162,6.475147390319684e-05
2163,2.0362076397380142e-10
2164,0.0013329187407184501
2165,0.001355350122155457
2166,3.6612610778969488e-06
2167,2.911313710462423e-10
2168,0.062468653681431195
2169,2.0348484753086825e-09
2170,1.815409849162344e-09
2171,1.0085384101191005e-11
2172,4.0240344196324766e-08
2173,2.3504444391189314e-09
2174,4.420258349926804e-08
2175,8.352562202449497e-14
2176,4.36088017836962e-09
2177,3.6663848959675137e-13
2178,2.9497799739928075e-10
2179,6.691009440476937e-13
2180,1.242520507107824e-09
2181,2.949779973993615e-10
2182,1.8270715261501024e-12
2183,2.2808507468537897e-13
2184,2.0362076397406467e-10
2185,6.691009440453191e-13
2186,2.2808507468510407e-13
2187,3.04481414335091e-17
2188,3.8488933342484747e-13
2189,1.2425205071069707e-09
2190,2.036207639736426e-10
2191,3.8488933342267233e-13
2192,4.198336783274562e-14
2193,1.7309736713579006e-09
2194,6.656784487953457e-10
2195,2.280850746851591e-13
2196,2.467459085370586e-10
2197,8.704730704518487e-11
2198,1.2384064708084468e-12
2199,1.2860489462103392e-12
2200,2.6117301566637675e-09
2201,1.5892002279930937e-12
2202,2.960014190868019e-11
2203,3.4221218822758145e-15
2204,1.21425692389812e-11
2205,4.479925990946311e-10
2206,2.911313710491496e-10
2207,1.2121053629311333e-12
2208,1.0425892627302867e-12
2209,1.97093846618885e-16
2210,5.6613895803269605e-14
2211,3.0448141435481527e-17
2212,6.668981715155034e-13
2213,2.7321745926238923e-14
2214,5.079039599285291e-14
2215,3.4221218822428737e-15
2216,9.529714388638884e-12
2217,1.7887641567166746e-17
2218,3.9137793813281366e-16
2219,2.0337431040599836e-18
2220,6.578842585764769e-16
2221,1.9182609529035888e-13
2222,1.0085384101179608e-11
2223,3.0905061573958586e-15
2224,2.5069289303305833e-17
2225,1.8883153915884703e-10
2226,1.8151825413248928e-09
2227,3.8488933342334507e-13
2228,1.9935605155504513e-09
2229,2.034848475307624e-09
2230,1.7723922392535691e-09
2231,1.212105362925633e-12
2232,7.014827729432677e-08
2233,9.097070306325163e-14
2234,2.5987121022588682e-12
2235,3.090506157386889e-15
2236,5.1540160911388903e-11
2237,2.4206925251726335e-14
2238,8.352562202432888e-14
2239,5.4348232427006866e-18
2240,7.683798233009326e-15
2241,1.821033133636367e-08
2242,5.3582044517678124e-06
2243,1.242520507109326e-09
2244,5.681609264709686e-07
2245,5.358204451763412e-06
2246,1.492386829053006e-06
2247,2.4674590853690054e-10
2248,0.0013329187407185893
2249,1.2425205071081048e-09
2250,2.467459085369446e-10
2251,6.668981715162056e-13
2252,1.9935605155499794e-09
2253,5.681609264726208e-07
2254,0.0013329187407186847
2255,1.9935605155506457e-09
2256,9.133178127961607e-10
2257,4.0738387402560656e-07
2258,6.475147390326039e-05
2259,2.0362076397378842e-10
2260,0.00133291874071859
2261,2.1047304842915737e-07
2262,7.317750290486668e-08
2263,2.6117301566634263e-09
2264,0.00014471110914524563
2265,4.479925990938969e-10
2266,2.322156546047986e-09
2267,9.529714388642613e-12
2268,7.853066076453004e-10
2269,0.002071581075553798
2270,0.06246865368143759
2271,7.014827729432289e-08
2272,1.266714495303145e-06
2273,1.8883153915911168e-10
2274,1.815182541325485e-09
2275,3.848893334196334e-13
2276,1.993560515552427e-09
2277,5.636333227045596e-10
2278,3.5168561687599e-11
2279,1.2142569238991376e-11
2280,7.853066076471966e-10
2281,1.9182609529046813e-13
2282,9.450748602079929e-12
2283,6.578842585761685e-16
2284,1.3981224854879405e-11
2285,3.033173444936527e-09
2286,4.0240344196343394e-08
2287,5.1540160911430347e-11
2288,8.386233603964961e-13
2289,5.531531223153255e-11
2290,4.366065686759299e-09
2291,4.198336783314313e-14
2292,9.133178127954459e-10
2293,2.350444439117152e-09
2294,1.2638921442991315e-09
2295,1.0425892627325812e-12
2296,1.266714495303585e-06
2297,2.4206925251669916e-14
2298,3.6657950482809777e-16
2299,2.5069289303000155e-17
2300,8.386233603957719e-13
2301,8.332188389950954e-13
2302,4.360880178369144e-09
2303,7.683798232984888e-15
2304,5.166566117412585e-18
2305,8.038312250597271e-08
2306,4.556326954441315e-08
2307,1.730973671357696e-09
2308,4.0738387402389063e-07
2309,4.945920617168984e-06
2310,2.830014069578358e-08
2311,3.787355135744693e-10
2312,0.0013553501221556332
2313,2.94977997399757e-10
2314,8.704730704534251e-11
2315,2.7321745926241207e-14
2316,2.0348484753103844e-09
2317,5.358204451771368e-06
2318,2.1047304842952297e-07
2319,5.636333227039644e-10
2320,2.3504444391194538e-09
2321,4.945920617167942e-06
2322,1.0997010134923424e-08
2323,6.656784487920367e-10
2324,6.475147390315522e-05
2325,1.0997010134917673e-08
2326,4.963376339544473e-10
2327,2.2748739315703762e-10
2328,3.6612610779032087e-06
2329,6.65678448795509e-10
2330,2.2748739315593336e-10
2331,5.617523903274634e-12
2332,1.815409849163325e-09
2333,6.475147390319757e-05
2334,3.6612610779025692e-06
2335,1.8154098491633089e-09
2336,4.420258349920565e-08
2337,2.949779973993898e-10
2338,1.8270715261586234e-12
2339,2.280850746849369e-13
2340,2.03620763974064e-10
2341,6.656784487947957e-10
2342,1.2384064707971563e-12
2343,2.9600141908711964e-11
2344,2.911313710448184e-10
2345,5.661389580360594e-14
2346,5.079039599295031e-14
2347,3.91377938134093e-16
2348,1.0085384101184386e-11
2349,1.8151825413200933e-09
2350,1.7723922392547923e-09
2351,2.5987121022533853e-12
2352,8.352562202385836e-14
2353,5.358204451770993e-06
2354,1.492386829053654e-06
2355,2.4674590853716994e-10
2356,0.0013329187407184501
2357,6.475147390315167e-05
2358,7.317750290455166e-08
2359,2.3221565460459595e-09
2360,0.06246865368143068
2361,1.8151825413264754e-09
2362,3.516856168777955e-11
2363,9.45074860207938e-12
2364,4.0240344196343626e-08
2365,4.366065686759522e-09
2366,1.2638921443007387e-09
2367,3.665795048652739e-16
2368,4.360880178368972e-09
2369,4.5563269544317486e-08
2370,2.830014069577383e-08
2371,8.70473070452365e-11
2372,2.1047304842937908e-07
2373,1.0997010134834209e-08
2374,4.963376339549629e-10
2375,2.2748739315611028e-10
2376,3.661261077897243e-06
2377,1.827071526187184e-12
2378,1.238406470794039e-12
2379,5.079039599295476e-14
2380,1.7723922392527657e-09
2381,1.492386829052181e-06
2382,7.317750290460149e-08
2383,3.5168561687626994e-11
2384,1.263892144299211e-09
2385,2.8300140695920602e-08
2386,4.963376339545547e-10
2387,1.238406470787623e-12
2388,7.317750290455162e-08
2389,4.963376339567224e-10
2390,1.0568773113361641e-13
2391,2.114344585908642e-13
2392,3.8700831730217534e-09
2393,1.2384064707762227e-12
2394,2.1143445858931586e-13
2395,2.8246338462103128e-14
2396,1.7434662537137508e-09
2397,7.317750290457045e-08
2398,3.870083173006419e-09
2399,1.7434662537124534e-09
2400,1.3072573210976839e-12
2401,8.704730704534448e-11
2402,1.2384064708085138e-12
2403,1.286048946209407e-12
2404,2.6117301566618063e-09
2405,2.2748739315632852e-10
2406,2.1143445859257785e-13
2407,2.3717806185979932e-11
2408,3.9166997238417743e-10
2409,5.079039599295512e-14
2410,2.824633846210464e-14
2411,7.781641452022461e-16
2412,1.1176327822907089e-11
2413,3.51685616877909e-11
2414,1.7434662537130022e-09
2415,7.168260457143014e-11
2416,5.1570036229847014e-14
2417,2.1047304842943135e-07
2418,7.317750290460485e-08
2419,2.6117301566605547e-09
2420,0.00014471110914524184
2421,3.661261077896396e-06
2422,3.870083173022625e-09
2423,3.9166997238640973e-10
2424,0.006213794259838319
2425,1.7723922392533278e-09
2426,1.7434662537107167e-09
2427,1.1176327822907148e-11
2428,9.714668952458e-09
2429,1.2638921443000859e-09
2430,1.3072573210782348e-12
2431,5.1570036229884514e-14
2432,7.612733195705791e-10
2433,1.7309736713570904e-09
2434,8.70473070453796e-11
2435,1.5892002279911696e-12
2436,4.479925990961266e-10
2437,6.656784487957452e-10
2438,1.2384064708092103e-12
2439,2.960014190866341e-11
2440,2.91131371043879e-10
2441,2.28085074684983e-13
2442,1.2860489462086713e-12
2443,3.422121882260025e-15
2444,1.2121053629277135e-12
2445,2.467459085373961e-10
2446,2.6117301566608252e-09
2447,1.2142569238990807e-11
2448,1.0425892627324645e-12
2449,3.787355135751222e-10
2450,2.2748739315658598e-10
2451,2.960014190869712e-11
2452,2.3221565460421342e-09
2453,2.2748739315733606e-10
2454,2.1143445859357694e-13
2455,2.371780618595599e-11
2456,3.916699723839883e-10
2457,2.960014190872875e-11
2458,2.3717806185981806e-11
2459,1.7709079872322758e-13
2460,1.8889448856810187e-11
2461,2.322156546041422e-09
2462,3.916699723860006e-10
2463,1.8889448856812003e-11
2464,1.0987708591465913e-12
2465,2.7321745925914815e-14
2466,5.0790395992747555e-14
2467,3.4221218822537087e-15
2468,9.529714388639716e-12
2469,5.617523903272146e-12
2470,2.8246338462183692e-14
2471,1.7709079872331275e-13
2472,1.0550266993144682e-13
2473,3.9137793813300116e-16
2474,7.781641452023507e-16
2475,9.920778240663587e-18
2476,1.4276444313389084e-15
2477,9.45074860208638e-12
2478,1.1176327822902213e-11
2479,2.9409579252497e-15
2480,6.425107510509235e-18
2481,5.636333227041747e-10
2482,3.516856168767826e-11
2483,1.2142569238990951e-11
2484,7.853066076463895e-10
2485,1.8154098491627573e-09
2486,1.7434662537128461e-09
2487,1.8889448856834366e-11
2488,3.231577232585355e-08
2489,2.5987121022556964e-12
2490,7.16826045714384e-11
2491,2.94095792524312e-15
2492,1.1399975767422988e-10
2493,3.6657950486262655e-16
2494,5.157003622988124e-14
2495,7.747855279030514e-16
2496,2.830251825857345e-15
2497,4.0738387402350756e-07
2498,2.1047304842898478e-07
2499,4.479925990954522e-10
2500,0.0020715810755536704
2501,6.475147390316784e-05
2502,7.317750290456682e-08
2503,2.3221565460537698e-09
2504,0.062468653681430626
2505,2.0362076397309248e-10
2506,2.611730156664226e-09
2507,9.529714388637422e-12
2508,7.014827729434322e-08
2509,0.0013329187407186806
2510,0.00014471110914525753
2511,7.853066076445908e-10
2512,1.2667144953034488e-06
2513,0.0013553501221557312
2514,3.6612610778997452e-06
2515,2.9113137104631684e-10
2516,0.06246865368143178
2517,3.661261077896967e-06
2518,3.870083173010434e-09
2519,3.916699723852127e-10
2520,0.006213794259838706
2521,2.9113137104395126e-10
2522,3.9166997238469116e-10
2523,1.0550266993257139e-13
2524,3.231577232580898e-08
2525,0.06246865368143755
2526,0.006213794259839555
2527,3.231577232580344e-08
2528,4.359463673591807e-05
2529,2.0348484753101226e-09
2530,1.7723922392543833e-09
2531,1.2121053629277434e-12
2532,7.014827729433381e-08
2533,1.8154098491615447e-09
2534,1.743466253712858e-09
2535,1.8889448856827312e-11
2536,3.2315772325778324e-08
2537,1.0085384101180285e-11
2538,1.1176327822900074e-11
2539,1.4276444313404725e-15
2540,3.298028389487911e-12
2541,4.0240344196338934e-08
2542,9.714668952448007e-09
2543,1.139997576742267e-10
2544,1.1757801021635922e-11
2545,2.3504444391188028e-09
2546,1.2638921442982276e-09
2547,1.0425892627295399e-12
2548,1.2667144953032052e-06
2549,4.420258349918689e-08
2550,1.3072573211227055e-12
2551,1.0987708591461621e-12
2552,4.359463673591504e-05
2553,8.352562202372315e-14
2554,5.157003622990288e-14
2555,6.425107510462139e-18
2556,1.175780102164127e-11
2557,4.3608801783698656e-09
2558,7.612733195708315e-10
2559,2.830251825848369e-15
2560,4.860024376532657e-13
2561,3.6663848959939593e-13
2562,1.730973671359167e-09
2563,1.9709384662861208e-16
2564,1.8883153915843965e-10
2565,2.9497799740010126e-10
2566,8.704730704538845e-11
2567,2.7321745926075553e-14
2568,2.0348484753074488e-09
2569,6.691009440446943e-13
2570,1.5892002279880115e-12
2571,1.788764156670578e-17
2572,9.097070306356894e-14
2573,1.2425205071086207e-09
2574,4.4799259909672107e-10
2575,1.9182609529023276e-13
2576,2.4206925251614797e-14
2577,2.949779973996989e-10
2578,6.656784487945862e-10
2579,5.661389580346069e-14
2580,1.8151825413256023e-09
2581,1.8270715261657227e-12
2582,1.2384064707909534e-12
2583,5.0790395992763364e-14
2584,1.772392239253964e-09
2585,2.280850746837628e-13
2586,2.960014190872062e-11
2587,3.9137793813276667e-16
2588,2.5987121022581646e-12
2589,2.036207639738087e-10
2590,2.911313710485443e-10
2591,1.0085384101180528e-11
2592,8.35256220238468e-14
2593,6.691009440510328e-13
2594,2.280850746857488e-13
2595,3.044814143527601e-17
2596,3.8488933342234194e-13
2597,2.2808507468511497e-13
2598,1.2860489462075493e-12
2599,3.422121882262156e-15
2600,1.2121053629299624e-12
2601,3.0448141435264873e-17
2602,3.4221218822692776e-15
2603,2.033743104067889e-18
2604,3.090506157402189e-15
2605,3.8488933342193926e-13
2606,1.2121053629279546e-12
2607,3.090506157412172e-15
2608,5.4348232425829514e-18
2609,1.2425205071075053e-09
2610,2.4674590853695824e-10
2611,6.668981715170168e-13
2612,1.993560515552019e-09
2613,2.036207639738652e-10
2614,2.611730156663367e-09
2615,9.529714388637231e-12
2616,7.014827729433462e-08
2617,3.848893334214759e-13
2618,1.2142569239000309e-11
2619,6.578842585746499e-16
2620,5.154016091138033e-11
2621,4.198336783312243e-14
2622,1.0425892627303095e-12
2623,2.506928930308212e-17
2624,7.683798232999806e-15
2625,1.7309736713596966e-09
2626,3.7873551357424167e-10
2627,2.7321745926026584e-14
2628,5.636333227028396e-10
2629,6.656784487934463e-10
2630,2.2748739315624384e-10
2631,5.617523903273734e-12
2632,1.8154098491638083e-09
2633,2.280850746852081e-13
2634,2.9600141908693004e-11
2635,3.9137793813145257e-16
2636,2.5987121022554484e-12
2637,2.4674590853738206e-10
2638,2.3221565460452577e-09
2639,9.45074860207563e-12
2640,3.665795048460256e-16
2641,8.704730704539657e-11
2642,2.2748739315774626e-10
2643,5.079039599274331e-14
2644,3.5168561687924585e-11
2645,1.23840647080101e-12
2646,2.1143445859182782e-13
2647,2.8246338462039375e-14
2648,1.7434662537133226e-09
2649,1.2860489462069105e-12
2650,2.3717806185965537e-11
2651,7.781641452002457e-16
2652,7.168260457142639e-11
2653,2.611730156663064e-09
2654,3.9166997238577394e-10
2655,1.1176327822900623e-11
2656,5.157003623000389e-14
2657,1.5892002279944947e-12
2658,2.960014190869977e-11
2659,3.422121882262505e-15
2660,1.2142569238994476e-11
2661,2.9600141908705295e-11
2662,2.3717806185972316e-11
2663,1.770907987230715e-13
2664,1.8889448856820375e-11
2665,3.4221218822612963e-15
2666,1.7709079872312638e-13
2667,9.920778240670605e-18
2668,2.940957925240821e-15
2669,1.2142569238988844e-11
2670,1.8889448856813705e-11
2671,2.9409579252456844e-15
2672,7.747855279008679e-16
2673,4.4799259909620636e-10
2674,2.3221565460464898e-09
2675,9.529714388635828e-12
2676,7.853066076433338e-10
2677,2.9113137104477493e-10
2678,3.9166997238337507e-10
2679,1.0550266993176703e-13
2680,3.2315772325852804e-08
2681,1.2121053629294191e-12
2682,1.8889448856812313e-11
2683,1.427644431340766e-15
2684,1.1399975767419638e-10
2685,1.0425892627299605e-12
2686,1.0987708591435318e-12
2687,6.4251075105529e-18
2688,2.8302518258214687e-15
2689,1.9709384662149788e-16
2690,2.73217459258516e-14
2691,1.7887641567115162e-17
2692,1.9182609529065594e-13
2693,5.661389580347004e-14
2694,5.079039599282482e-14
2695,3.9137793813344405e-16
2696,1.0085384101183638e-11
2697,3.044814143540657e-17
2698,3.422121882231305e-15
2699,2.0337431040677883e-18
2700,3.0905061573955466e-15
2701,6.668981715161376e-13
2702,9.529714388634094e-12
2703,6.578842585763304e-16
2704,2.5069289302889366e-17
2705,2.732174592611002e-14
2706,5.6175239032783675e-12
2707,3.9137793813311806e-16
2708,9.450748602088811e-12
2709,5.079039599279806e-14
2710,2.8246338462194058e-14
2711,7.781641452029931e-16
2712,1.1176327822904139e-11
2713,3.4221218822764713e-15
2714,1.770907987234348e-13
2715,9.920778240686683e-18
2716,2.940957925257708e-15
2717,9.529714388638871e-12
2718,1.0550266993319091e-13
2719,1.4276444313401085e-15
2720,6.425107510480609e-18
2721,1.7887641567092248e-17
2722,3.9137793813224706e-16
2723,2.0337431040738207e-18
2724,6.578842585741551e-16
2725,3.913779381323663e-16
2726,7.781641452024817e-16
2727,9.920778240714391e-18
2728,1.4276444313415543e-15
2729,2.033743104066554e-18
2730,9.92077824067295e-18
2731,1.0076222613110462e-21
2732,3.47412191484424e-18
2733,6.578842585750183e-16
2734,1.4276444313415566e-15
2735,3.4741219148301755e-18
2736,1.5230309190840593e-19
2737,1.9182609529036347e-13
2738,9.4507486020822e-12
2739,6.578842585770071e-16
2740,1.3981224854883656e-11
2741,1.0085384101185069e-11
2742,1.117632782290285e-11
2743,1.42764443134008e-15
2744,3.2980283894927465e-12
2745,3.0905061573687045e-15
2746,2.9409579252549657e-15
2747,3.474121914848796e-18
2748,3.4385448335151768e-15
2749,2.5069289302927438e-17
2750,6.425107510647801e-18
2751,1.5230309190868158e-19
2752,3.6763844199509913e-17
2753,1.8883153915868726e-10
2754,5.636333227051725e-10
2755,1.9182609529051188e-13
2756,3.0331734449361e-09
2757,1.8151825413252518e-09
2758,3.5168561687825795e-11
2759,9.450748602078246e-12
2760,4.024034419630539e-08
2761,3.8488933342029853e-13
2762,1.2142569238989744e-11
2763,6.578842585740167e-16
2764,5.1540160911383734e-11
2765,1.9935605155525668e-09
2766,7.853066076453548e-10
2767,1.3981224854887364e-11
2768,8.386233603959505e-13
2769,2.0348484753083123e-09
2770,1.815409849163534e-09
2771,1.0085384101176649e-11
2772,4.024034419632588e-08
2773,1.7723922392542925e-09
2774,1.7434662537135041e-09
2775,1.117632782289709e-11
2776,9.71466895244854e-09
2777,1.2121053629303849e-12
2778,1.888944885679744e-11
2779,1.427644431340134e-15
2780,1.1399975767422424e-10
2781,7.014827729433458e-08
2782,3.231577232580974e-08
2783,3.2980283894907076e-12
2784,1.1757801021636632e-11
2785,9.097070306196168e-14
2786,2.5987121022567825e-12
2787,3.0905061573986196e-15
2788,5.154016091140369e-11
2789,2.598712102255134e-12
2790,7.168260457139254e-11
2791,2.9409579252454726e-15
2792,1.139997576741945e-10
2793,3.090506157398832e-15
2794,2.9409579252423893e-15
2795,3.474121914839377e-18
2796,3.4385448335026315e-15
2797,5.154016091141303e-11
2798,1.1399975767419153e-10
2799,3.4385448335332666e-15
2800,9.621898828467264e-14
2801,2.4206925251663318e-14
2802,3.6657950479147623e-16
2803,2.5069289303096036e-17
2804,8.38623360396426e-13
2805,8.352562202407327e-14
2806,5.1570036229704805e-14
2807,6.4251075104543576e-18
2808,1.1757801021638569e-11
2809,5.434823242834117e-18
2810,7.747855279009685e-16
2811,1.5230309190832336e-19
2812,9.621898828463572e-14
2813,7.683798232979548e-15
2814,2.8302518258490682e-15
2815,3.6763844199573743e-17
2816,6.17520146417232e-19
2817,1.821033133649974e-08
2818,4.073838740238689e-07
2819,1.888315391585439e-10
2820,5.5315312231255056e-11
2821,5.358204451768539e-06
2822,2.1047304842894174e-07
2823,5.636333227051444e-10
2824,2.3504444391337772e-09
2825,1.242520507107087e-09
2826,4.4799259909499324e-10
2827,1.9182609529055954e-13
2828,2.420692525168947e-14
2829,5.681609264718734e-07
2830,0.0020715810755537146
2831,3.033173444938469e-09
2832,8.332188389840479e-13
2833,5.358204451765855e-06
2834,6.475147390317231e-05
2835,1.8151825413248384e-09
2836,4.366065686745241e-09
2837,1.49238682905283e-06
2838,7.31775029045616e-08
2839,3.516856168735059e-11
2840,1.2638921442985885e-09
2841,2.467459085389899e-10
2842,2.322156546044252e-09
2843,9.450748602078073e-12
2844,3.665795048272086e-16
2845,0.001332918740718673
2846,0.06246865368143587
2847,4.024034419632632e-08
2848,4.360880178373978e-09
2849,1.2425205071072904e-09
2850,2.0362076397328446e-10
2851,3.8488933342255687e-13
2852,4.198336783301679e-14
2853,2.4674590853666743e-10
2854,2.611730156661146e-09
2855,1.2142569238993324e-11
2856,1.0425892627305274e-12
2857,6.66898171516265e-13
2858,9.529714388638508e-12
2859,6.578842585765238e-16
2860,2.506928930303989e-17
2861,1.993560515552389e-09
2862,7.01482772943494e-08
2863,5.1540160911424414e-11
2864,7.683798233004069e-15
2865,5.681609264718358e-07
2866,0.0013329187407187864
2867,1.993560515554149e-09
2868,9.133178127945672e-10
2869,0.001332918740718665
2870,0.00014471110914526257
2871,7.853066076461516e-10
2872,1.2667144953062797e-06
2873,1.993560515551426e-09
2874,7.853066076464746e-10
2875,1.3981224854873377e-11
2876,8.386233603979877e-13
2877,9.133178127961281e-10
2878,1.2667144953030998e-06
2879,8.386233603971311e-13
2880,5.166566117358955e-18
2881,4.073838740247908e-07
2882,0.001355350122155766
2883,2.0348484753105594e-09
2884,2.3504444391345788e-09
2885,6.475147390317792e-05
2886,3.6612610778959577e-06
2887,1.8154098491677961e-09
2888,4.420258349914702e-08
2889,2.0362076397330307e-10
2890,2.9113137104793036e-10
2891,1.0085384101187759e-11
2892,8.35256220243957e-14
2893,0.0013329187407186435
2894,0.06246865368143433
2895,4.02403441963154e-08
2896,4.3608801783726416e-09
2897,2.1047304842931566e-07
2898,3.66126107790044e-06
2899,1.7723922392535218e-09
2900,1.2638921443012524e-09
2901,7.317750290466719e-08
2902,3.8700831730134676e-09
2903,1.7434662537128494e-09
2904,1.3072573211327789e-12
2905,2.6117301566609944e-09
2906,3.9166997238570234e-10
2907,1.1176327822907426e-11
2908,5.15700362297932e-14
2909,0.00014471110914523238
2910,0.006213794259839074
2911,9.71466895245117e-09
2912,7.612733195726705e-10
2913,4.479925990955301e-10
2914,2.9113137104437457e-10
2915,1.2121053629239419e-12
2916,1.0425892627310654e-12
2917,2.3221565460420366e-09
2918,3.9166997238446265e-10
2919,1.888944885680151e-11
2920,1.098770859147284e-12
2921,9.529714388640375e-12
2922,1.0550266993384942e-13
2923,1.4276444313382842e-15
2924,6.425107510642083e-18
2925,7.853066076480386e-10
2926,3.231577232579266e-08
2927,1.1399975767421993e-10
2928,2.8302518258856587e-15
2929,0.002071581075553723
2930,0.062468653681435886
2931,7.014827729432559e-08
2932,1.2667144953061171e-06
2933,0.06246865368143014
2934,0.006213794259838651
2935,3.231577232577185e-08
2936,4.359463673591205e-05
2937,7.014827729434668e-08
2938,3.231577232580486e-08
2939,3.29802838949079e-12
2940,1.1757801021655473e-11
2941,1.2667144953034746e-06
2942,4.359463673591501e-05
2943,1.1757801021633675e-11
2944,4.860024376528995e-13
2945,1.888315391586359e-10
2946,2.0348484753074657e-09
2947,9.097070306209976e-14
2948,2.4206925251680556e-14
2949,1.8151825413240768e-09
2950,1.7723922392535906e-09
2951,2.5987121022520343e-12
2952,8.3525622023867e-14
2953,3.8488933342219296e-13
2954,1.2121053629259002e-12
2955,3.0905061573995955e-15
2956,5.434823242733974e-18
2957,1.9935605155502987e-09
2958,7.014827729435583e-08
2959,5.154016091139684e-11
2960,7.683798232995352e-15
2961,5.636333227048186e-10
2962,1.8154098491609003e-09
2963,2.598712102254484e-12
2964,3.665795048187156e-16
2965,3.5168561687962764e-11
2966,1.743466253713159e-09
2967,7.1682604571418e-11
2968,5.157003622969804e-14
2969,1.2142569239003433e-11
2970,1.8889448856773106e-11
2971,2.9409579252440467e-15
