state_index_1_based,graph_E_probability,graph_F_probability
70,1.587464770109786e-10,3.87295772331961e-11
71,2.7928433150564453e-11,4.782092099725398e-10
72,1.3838154868450302e-08,2.2778483656478536e-09
73,6.447098208937614e-11,8.932350970380365e-11
74,3.0589374883089526e-10,9.933182897662484e-09
75,2.6572065116170654e-09,1.209856530761653e-09
76,1.0778224799660554e-09,4.773753993752194e-10
77,4.300487617777731e-10,3.317102398792951e-10
78,2.9751348090064485e-09,3.748049939941662e-09
79,2.3408407059897313e-10,2.58063369804062e-09
80,4.5209897518247915e-10,7.331516331119158e-12
81,3.1161619714666765e-12,1.6266823690550787e-11
82,1.2192830512366908e-11,1.4867752961072345e-12
83,1.1168145808621825e-10,9.565294231799614e-10
84,6.88099967442158e-10,9.013961167235157e-10
85,4.908239697624483e-13,7.492067168897365e-13
86,1.441852159857257e-12,5.359785642248171e-16
87,2.5628505728229015e-10,6.48600757523488e-11
88,6.253425480355074e-11,1.17643166690888e-10
89,2.2202641400569555e-12,1.1303877643747346e-10
90,1.5843371870020055e-09,3.019183245460845e-10
91,3.857607040240206e-09,5.205572594398771e-10
92,4.2376014277088987e-10,8.31656844363871e-09
93,2.7526797455558807e-09,7.983598916964598e-10
94,7.485370640182794e-09,7.672766948343931e-10
95,1.7550183400011366e-10,3.1946289671823994e-09
96,4.5215755496127475e-10,4.527700202701923e-11
97,2.006401172127832e-10,3.4707797632394426e-11
98,9.294717159407592e-10,8.979325184128452e-09
99,8.93216155933817e-11,5.031836086123629e-11
100,2.5550885968490723e-09,1.2282190173541905e-09
101,6.867115677424919e-10,1.2194637009744307e-09
102,9.255705803419048e-10,3.504239916985798e-10
103,5.242807884119958e-10,2.6675512294600974e-10
104,5.083653303995242e-10,1.3240015565401884e-09
105,5.695443285827765e-10,8.999870522057739e-11
106,1.1722728598345906e-09,1.02560160230117e-10
107,1.009596829433819e-09,1.6161097940419876e-13
108,2.312867101498292e-09,1.086215683678398e-08
109,1.1471521540052902e-08,2.901106620562038e-09
110,9.076946057288784e-10,2.688197897682511e-09
111,4.2138844654876386e-09,5.584738262226276e-09
112,1.498321723923661e-07,1.0941054144332874e-09
113,3.335644077738354e-10,1.8423040698463078e-09
114,2.785940703423072e-10,1.6023581493444948e-10
115,3.1436326976552005e-09,2.026737414327466e-09
116,6.642375333142614e-11,2.3022040314356483e-10
117,2.0818332550822736e-09,1.0263232636953014e-10
118,6.508877645213477e-10,3.7150924368316513e-09
119,3.6224767294449633e-09,1.408602777820593e-09
120,1.9084858349412526e-11,1.2205858240035763e-10
121,4.779113729892175e-09,1.6394828219590831e-09
122,1.3526494000296632e-08,1.1348013538344504e-09
123,9.812338958748663e-10,4.469897103712002e-09
124,2.715851440553131e-10,6.0565974709412e-09
125,3.0068570540883464e-11,1.0515475708275301e-11
126,1.07560169895669e-09,6.376970943134337e-12
127,3.0023868331471455e-10,3.7869396381097155e-09
128,2.9666199705771524e-13,3.8428082815624604e-13
129,2.017522543361751e-11,1.514385401395405e-11
130,1.382708521014075e-10,1.1984032170088564e-10
131,3.331984963343796e-09,4.031846244861673e-09
132,1.138104096203229e-08,9.526222450823956e-11
133,1.5492752969919332e-10,2.525056938376499e-10
134,1.0535839236179225e-08,1.9079059784883165e-10
135,6.420264016656325e-09,1.9908416266273192e-10
136,1.1149336529763329e-10,2.374564916600236e-09
137,6.24246415098237e-11,3.610875030781972e-12
138,5.3484556479697384e-11,1.1747832596660167e-10
139,1.308130756386608e-09,5.516350354556064e-11
140,4.847478169599639e-09,2.1795372278820987e-09
141,1.738253986289325e-10,4.071382275351965e-09
142,2.3424823264207942e-09,2.910840622161429e-09
143,1.1868698044195105e-08,1.9289525668579977e-08
144,1.5557339682928877e-09,2.7622961708026874e-10
145,2.0064011721244676e-10,3.4707797632577465e-11
146,2.2244826803085487e-10,7.221300354980995e-10
147,3.0272461530743668e-09,2.403560291704341e-09
148,1.7210855147015279e-09,2.849749880208226e-10
149,6.867115677415246e-10,1.1154016425025208e-09
150,1.3221420821440564e-09,3.105976214204871e-11
151,3.2739006901907156e-09,8.340973939507749e-09
152,4.233836246263789e-09,2.7987114746131324e-09
153,5.695443285849453e-10,5.351109493949886e-10
154,6.820448320770737e-10,1.7820504041670364e-10
155,1.5841203460057266e-09,6.357716672484774e-10
156,5.909046376954054e-09,9.542641138567347e-09
157,1.1471521540053415e-08,1.0274380009390899e-08
158,3.0096809838331075e-09,3.159292908096679e-09
159,1.271303759886035e-08,5.572542103439257e-08
160,1.2956916730722279e-09,2.088562433533556e-09
161,2.3798097043521464e-10,5.656979294016926e-11
162,3.283284415547869e-10,2.592584885661638e-10
163,4.700926470192719e-10,6.620012432071583e-11
164,9.649464602929215e-09,2.0111980463742317e-09
165,1.9506058594260404e-09,1.2418760340334215e-09
166,8.710895885329565e-10,1.9931920349244045e-10
167,1.2826440649296514e-09,1.2055347593485237e-09
168,5.6828082291034304e-09,1.5781345287028435e-08
169,3.514746228152134e-15,7.934227301177934e-14
170,2.215510556628524e-14,2.9378218917394925e-13
171,4.1102964040162555e-14,3.62233695102047e-15
172,1.4688683136846013e-11,2.2048912087040138e-10
173,1.3416102021117506e-08,1.1438394939042657e-08
174,4.118667951952911e-09,2.256025706175192e-08
175,9.84648407176024e-10,8.904814888754451e-09
176,5.03759250832535e-10,3.2393474821275387e-10
177,4.891994846614849e-09,2.7407643748248537e-09
178,7.94036040703513e-12,1.3032402271466974e-08
179,1.0077970998680834e-09,2.6936070182089064e-09
180,1.9971125532866373e-10,4.4806866287478194e-11
181,7.928059599924792e-10,1.6003188213662877e-09
182,3.087512218360886e-09,3.119238642433573e-09
183,6.925196251708926e-08,4.311455821842475e-08
184,2.2914859232329146e-09,9.264694412341094e-10
185,1.8485847334661101e-09,1.7006615260103877e-09
186,4.112234903818086e-09,1.8053419825728196e-09
187,1.0877940895436373e-09,4.924317520666396e-09
188,9.528817296090748e-10,3.226265941410848e-10
189,4.3729672307153327e-10,6.146563896417856e-10
190,7.818163347686649e-10,1.7079687420909199e-09
191,1.7156466010162298e-09,1.560872033593794e-09
192,7.08608513547554e-11,6.101305475343955e-13
193,1.2267951327684468e-08,5.640070516044993e-10
194,5.849341762617701e-09,1.7855706988931348e-09
195,1.723146378131005e-08,1.2998681193678685e-09
196,3.2411527062912216e-09,1.212811940101714e-09
197,2.7795398659596737e-10,5.256583869182217e-10
198,3.565571462606184e-09,4.373865653036093e-10
199,2.8118843913394564e-09,1.0026693016170639e-09
200,1.0832914715535023e-09,5.730715287399706e-10
201,5.694389283976131e-10,8.22042400083362e-10
202,2.4062534441045335e-09,9.892324592948402e-10
203,1.2695038864244788e-08,1.7358406511500667e-09
204,7.400003414949019e-10,1.559028262361129e-09
205,3.285929882044449e-11,9.004881995201581e-11
206,4.291119895513552e-11,3.9027891993769434e-10
207,6.109105236081028e-11,1.607753915103777e-09
208,7.126404834657448e-09,1.0077406961866575e-12
209,3.3356440777574073e-10,1.84230406983767e-09
210,5.937876440312425e-10,8.811959150569829e-10
211,1.6062028867869804e-09,6.205116815379509e-09
212,1.0782712379680672e-09,5.420306454416909e-10
213,2.081833255078481e-09,5.449865939602562e-10
214,7.338846416097182e-10,7.354575856078022e-12
215,1.0307633456947655e-09,9.118505722754174e-09
216,7.386464103912252e-12,1.5470436836097733e-09
217,4.779113729881736e-09,1.1267714797227485e-09
218,4.265565221401164e-09,2.1079679206482767e-09
219,2.398414640126351e-10,1.5031276121697627e-08
220,1.559608321660311e-08,6.256136714462698e-08
221,3.0068570541108264e-11,1.152785346241344e-10
222,5.959165835506339e-10,8.138542170243272e-11
223,2.775421927917267e-10,1.7978231046803197e-09
224,1.709991027427059e-09,1.9010582944616875e-12
225,4.891994846613603e-09,2.7407643748163172e-09
226,4.118414311451002e-09,4.020512078005581e-09
227,9.56422689823113e-09,4.1279170652436444e-10
228,3.9232249431942345e-11,1.2571658916887308e-09
229,7.928059600011384e-10,7.796157838001226e-09
230,5.1847663673672514e-09,1.7297542333389807e-09
231,5.605687122802647e-10,1.0744740492916438e-09
232,8.65366232179024e-08,5.496445376875533e-07
233,1.8485847334637793e-09,3.2640104117057678e-09
234,5.53895382882923e-10,1.687249322029208e-09
235,1.1253494263729007e-09,2.3485239203148457e-10
236,8.309916318857648e-09,1.5656154750963424e-08
237,4.372967230732024e-10,8.643073190285873e-11
238,3.568185525452138e-09,7.194092344774137e-09
239,1.4448470670663541e-09,3.740238611671722e-09
240,2.623882512261972e-10,2.9994546145482644e-11
241,1.1594292874484174e-10,5.131889941488649e-10
242,1.3120750289179197e-11,6.242354556604742e-11
243,2.576085889280941e-10,1.5273417676150446e-09
244,4.821643093968487e-13,4.553645509097573e-13
245,3.5203551682293245e-10,1.2332895342447938e-10
246,7.936658545048604e-10,8.800843291216212e-10
247,8.394238672971812e-10,2.442699143151203e-10
248,1.943008585192624e-12,2.2313358753196747e-12
249,3.583242345466691e-09,3.07940983738424e-10
250,3.947766739389766e-09,1.2822296266325203e-09
251,2.7405758796153944e-09,1.2850422878479616e-09
252,1.0276862356876295e-10,3.5186135847782006e-11
253,8.805541335220374e-12,6.771768849128976e-13
254,5.383904520814644e-13,1.2084198685105336e-12
255,4.5049838011044296e-13,2.0157961725786087e-14
256,1.3730198876759135e-14,1.0813336952031988e-15
257,1.058955663984949e-12,2.7823958558052345e-13
258,3.537402709810239e-12,1.7744185482601958e-12
259,6.447098208975654e-11,3.117585790576333e-10
260,4.3004876177956756e-10,1.2583426316369971e-11
261,3.413345268439498e-11,1.664968828517164e-10
262,1.587464770106113e-10,5.630077104540545e-10
263,3.0589374883199127e-10,1.933345550217871e-09
264,2.9751348090080504e-09,8.568672323701243e-11
265,1.946883121519899e-11,1.0721596833606398e-10
266,2.792843315001694e-11,5.4147087143264115e-09
267,2.657206511624991e-09,1.605771603259403e-10
268,2.340840705987999e-10,1.7757861743883758e-08
269,9.184945997460685e-10,1.2147611457384234e-09
270,1.3838154868451265e-08,3.5166275445656613e-09
271,1.0778224799648754e-09,2.5031770688340004e-09
272,4.5209897519031974e-10,4.6715351351642194e-11
273,3.1161619715341418e-12,1.339644781659761e-11
274,4.908239697685633e-13,2.0077438560106728e-11
275,2.2202641399760376e-12,2.2130660370590908e-10
276,2.75267974556081e-09,8.731259564830391e-10
277,1.2192830512377807e-11,8.662844649757915e-11
278,1.4418521598426023e-12,9.980882732521981e-13
279,1.5843371870007513e-09,9.831348701510976e-10
280,7.485370640178784e-09,1.2106327786429365e-09
281,1.1168145808643842e-10,5.754081420764956e-10
282,2.562850572826706e-10,1.4994042838231877e-09
283,3.857607040242211e-09,2.3435778530640715e-10
284,1.755018340002747e-10,3.6799549615138076e-09
285,6.880999674445615e-10,8.429714802067802e-10
286,6.253425480342505e-11,8.383423653457936e-11
287,4.2376014277173644e-10,1.0454061903809748e-08
288,4.521575549578268e-10,5.143420883270782e-10
289,2.006401172125465e-10,2.525056938367378e-10
290,6.867115677426385e-10,3.9567794877820625e-10
291,5.695443285847402e-10,6.816935265736676e-12
292,1.1471521540057718e-08,6.830519038603699e-09
293,9.294717159431528e-10,2.3598288770843303e-09
294,9.255705803423249e-10,1.0905754960914857e-08
295,1.1722728598339378e-09,7.120504590065789e-09
296,9.07694605734334e-10,8.2488539008671e-10
297,8.932161559337184e-11,7.835280468474429e-10
298,5.242807884125968e-10,1.5798764356210758e-08
299,1.0095968294342302e-09,7.394879841457714e-13
300,4.213884465490561e-09,4.6348903529575446e-10
301,2.5550885968319645e-09,7.721029946164309e-10
302,5.083653304027162e-10,7.051713282263419e-09
303,2.312867101504271e-09,1.3317578625038056e-08
304,1.4983217239246896e-07,1.2110601391824748e-09
305,3.335644077725915e-10,5.256583869217811e-10
306,2.081833255075653e-09,3.0812775425394827e-09
307,4.779113729898725e-09,1.5028799384994584e-09
308,3.006857054092883e-11,1.231680385890458e-11
309,2.7859407034074227e-10,3.6348885792234577e-09
310,6.508877645163424e-10,3.993406704218146e-10
311,1.3526494000316473e-08,2.7124953929485988e-08
312,1.0756016989541546e-09,1.92953563302338e-09
313,3.1436326976543857e-09,1.3004922711548956e-09
314,3.622476729452364e-09,2.8771396628124455e-09
315,9.812338958764868e-10,3.4182030914337943e-09
316,3.0023868331423737e-10,3.000661721561687e-09
317,6.642375333123062e-11,4.2106994329221484e-11
318,1.908485834954334e-11,7.457542077805853e-11
319,2.715851440551239e-10,1.164195927265199e-09
320,2.9666199707066685e-13,6.753249836993082e-13
321,3.1161619715304897e-12,2.2401953809683152e-11
322,1.2192830512214832e-11,2.916242725345115e-10
323,1.1168145808633304e-10,1.2258419085371652e-10
324,6.880999674447387e-10,1.049121458257982e-09
325,1.2192830512247101e-11,8.662844649807275e-11
326,3.555205547792395e-11,7.6291513761347e-11
327,5.438235477689464e-10,2.533837792913072e-09
328,2.2217530137940182e-10,2.6175399088181904e-10
329,1.116814580860331e-10,4.0832441916412405e-10
330,5.43823547768687e-10,2.837623375171903e-09
331,7.147406999126216e-09,2.400240017007086e-10
332,7.959882419982821e-10,1.575934741406365e-09
333,6.880999674424361e-10,8.736710915074014e-10
334,2.2217530138251432e-10,1.3448279681222037e-09
335,7.959882419965737e-10,1.812317552289875e-09
336,8.865593022265149e-11,1.5889764541533645e-10
337,6.134923035071277e-13,7.492067168930791e-13
338,5.3927134169062826e-15,5.901911996668514e-13
339,2.7903239173307394e-10,9.494287926837967e-11
340,7.928657769573281e-10,1.4790793719551507e-10
341,5.392713416823383e-15,6.854647510569849e-15
342,3.925985290383812e-17,7.426577785603055e-16
343,2.4515787939367782e-11,4.330246022114551e-11
344,1.1730985386289303e-11,7.553333283005402e-12
345,2.790323917329082e-10,7.068750165510033e-11
346,2.451578793932707e-11,2.128139710591787e-10
347,1.2178058524966609e-08,2.496195794063207e-10
348,1.970353717005479e-09,9.60464324517911e-09
349,7.928657769583797e-10,1.383393832266609e-11
350,1.1730985386275887e-11,2.3074798681527683e-10
351,1.970353717009963e-09,1.1309712649640392e-09
352,1.1459691557606334e-10,3.0998629662644637e-13
353,2.8418972739140846e-09,1.1154016425016024e-09
354,1.6342982377872324e-10,1.143692428307166e-08
355,1.014216081897216e-09,7.586842231061501e-10
356,2.515909437713621e-09,1.22585515926042e-09
357,1.6342982377900353e-10,1.7411604340678278e-09
358,1.9269428516402857e-08,1.1078231388864523e-09
359,1.6554694657276516e-09,8.767978255100522e-10
360,1.8738145582328504e-09,4.522234118575234e-09
361,1.0142160818975792e-09,1.474619996640896e-09
362,1.6554694657288554e-09,2.8325635336933405e-09
363,7.798539198779432e-09,5.161376038737737e-12
364,3.211194220478831e-09,1.8278692580756984e-10
365,2.515909437713793e-09,6.386435572637644e-09
366,1.8738145582264315e-09,2.088774265551561e-09
367,3.211194220457497e-09,7.463106552203393e-09
368,1.5778549898429584e-06,2.1142215451865453e-09
369,2.9664592280204597e-10,5.44986593960706e-10
370,4.3863484342716863e-10,9.346217262947657e-09
371,4.535629093912812e-09,2.7566761541753456e-09
372,3.8623260834600766e-10,1.789270878075948e-10
373,4.38634843425107e-10,1.2079387198668287e-10
374,4.959293586240535e-10,3.3108733186582643e-09
375,4.26172104482717e-10,1.511378157590991e-09
376,2.3399123010641424e-10,2.2545276388961288e-10
377,4.535629093912887e-09,1.6705983366749912e-08
378,4.2617210448600057e-10,1.35371082593204e-09
379,9.199116827167157e-08,2.2249526901902123e-09
380,2.8040809206498427e-09,2.9133576158095074e-10
381,3.862326083457211e-10,1.9006853541111617e-10
382,2.339912301073254e-10,5.3076078336626686e-09
383,2.804080920652954e-09,1.5917839036607445e-09
384,2.2967893547826738e-11,1.9699205950405805e-13
385,2.006401172117893e-10,1.6352875270097863e-10
386,2.2244826803026062e-10,9.05509195669999e-10
387,3.0272461530719013e-09,2.706931076554653e-09
388,1.721085514700138e-09,3.066025321985557e-09
389,9.294717159434593e-10,2.359828877091519e-09
390,7.754448426993913e-09,6.323395652982233e-09
391,1.964761769932946e-08,1.2652826101558716e-08
392,1.7839850091889527e-08,2.293505007091346e-08
393,8.932161559331178e-11,1.1696351762923785e-10
394,8.885988621959296e-10,7.698604097508096e-09
395,8.059580533832272e-09,1.3228318630536142e-09
396,5.366179432667981e-09,2.85541080154666e-10
397,2.5550885968482335e-09,2.8363105822981937e-09
398,5.231063414239386e-09,5.408907518325914e-08
399,1.2665064344807099e-08,1.0590438610475352e-08
400,6.862531186568019e-09,2.004630431081904e-10
401,2.8418972739151392e-09,1.2194637009742475e-09
402,2.1857656701844925e-10,1.459877910611533e-11
403,1.8824795889503982e-08,3.6092174990345732e-09
404,6.215794057845743e-09,3.840756811354472e-09
405,1.6342982377695985e-10,1.7411604340677776e-09
406,2.3074823112079114e-10,1.2803043332182507e-10
407,2.3898832842241514e-08,2.351355192708191e-08
408,3.6428753875915057e-09,6.646180668705295e-10
409,1.0142160818985226e-09,9.073474068835827e-11
410,1.4376264398644485e-11,6.669059634564459e-10
411,1.7904809870243754e-09,2.1956500018854544e-09
412,4.490624536657357e-09,1.7876073302486183e-09
413,2.51590943771704e-09,1.2727564232617674e-09
414,1.9718244460684516e-09,3.997730865120746e-10
415,1.0999412133510869e-08,1.133731725691914e-07
416,1.9018791181313124e-09,5.500590375411455e-09
417,6.971724115385301e-10,1.2418760340343438e-09
418,3.990563671747134e-09,3.908666835376728e-10
419,9.040075985323819e-10,3.4316257288553716e-10
420,2.286630712631096e-09,1.2365201801011474e-09
421,6.730563774698935e-09,1.7177139618702638e-09
422,4.50797972956561e-09,1.637127184695463e-08
423,2.9069010046083298e-09,1.949195277741267e-09
424,4.042011019522167e-08,2.5187917312545103e-08
425,2.2795439636835524e-14,7.570940589242258e-13
426,1.4432275677585398e-13,1.8946156144504434e-11
427,8.839373786523078e-13,2.4279336956450528e-14
428,4.957139576809222e-11,2.697222345969165e-10
429,8.574338615443432e-09,1.3445304870130803e-08
430,2.439726716913852e-10,9.56300269437896e-09
431,4.539486513719216e-09,6.809328663725948e-09
432,3.537355611483424e-07,1.7388848855211867e-09
433,9.866782563460918e-09,7.79615783800962e-09
434,3.312657767061824e-09,1.4095983430644829e-08
435,5.596908595749246e-08,3.605628047322212e-09
436,3.5092539873383617e-10,3.725578256085253e-09
437,4.830289892888077e-09,2.0134890046098255e-08
438,1.723660742518347e-08,3.3738942949467987e-08
439,2.714865684594811e-06,1.4320680822449304e-06
440,2.2505717010792023e-08,1.4005160898967095e-08
441,3.2680861093753925e-09,9.895971670006145e-10
442,1.8091733355692075e-09,1.572537223386259e-08
443,1.9816874745041937e-07,2.091211246845941e-09
444,3.4341859961988123e-09,2.9857775667595288e-09
445,3.5270278031570416e-09,1.0284901631079015e-09
446,5.446343326374908e-09,1.167013047942401e-08
447,2.117476102157553e-08,9.23397403404221e-10
448,1.5992633980131754e-10,1.6399966769092271e-12
449,3.3356440777619713e-10,1.271113898190355e-09
450,5.937876440288424e-10,3.124912043474304e-09
451,1.6062028867861028e-09,8.289663863485663e-09
452,1.0782712379822928e-09,1.456284782573674e-09
453,2.785940703395367e-10,3.6348885792045487e-09
454,2.8636014791554886e-09,4.273813992333074e-11
455,1.9348188602524538e-08,4.755272596216747e-08
456,5.884209288003538e-09,2.4564911031329492e-08
457,3.1436326976515257e-09,2.0719947709950283e-09
458,1.4541815068719203e-09,1.0607125046437078e-08
459,4.33934409446548e-08,5.172390909778471e-10
460,8.934476306751579e-10,8.178286357481983e-09
461,6.642375333137667e-11,2.1329633608999933e-11
462,2.526919265161822e-10,1.1113165900645866e-09
463,3.5815051865162347e-10,6.719417787533774e-10
464,7.707955965165585e-10,2.3817637618686656e-12
465,2.9664592280517085e-10,1.0263232637191974e-10
466,7.866003666586294e-10,3.4288939164633134e-09
467,3.5760458623713027e-09,1.1652380819684497e-09
468,2.5453950602015254e-09,3.56793262058721e-11
469,4.386348434267437e-10,1.2079387198367106e-10
470,2.9371007299370577e-10,3.616980096292807e-10
471,1.9372476176831083e-09,8.227485231282984e-09
472,7.169696202308709e-10,6.8750291847411e-09
473,4.535629093913248e-09,2.742162821916385e-09
474,4.6244672279138954e-10,1.4241029104697174e-08
475,1.65227976882412e-08,5.729584496528339e-10
476,9.273271167998978e-09,6.016100052877338e-07
477,3.862326083456918e-10,3.5656588041519854e-10
478,6.04829917977044e-12,9.644076062212777e-10
479,4.451224017519989e-09,1.420293171513091e-09
480,1.0757329742962404e-09,1.9096949069348312e-11
481,9.866782563452127e-09,1.6003188213688257e-09
482,3.961684576123446e-09,1.1596179979368854e-08
483,3.393104966092987e-09,6.436566941190678e-09
484,1.9131110928663088e-07,2.425785295799961e-07
485,4.830289892853637e-09,2.0134890046092372e-08
486,9.125721057193366e-09,1.8096091600992972e-08
487,4.137571195992874e-09,5.695344400442372e-09
488,6.621268300597083e-07,1.1774919296237676e-06
489,3.2680861094005743e-09,7.111605417830227e-09
490,3.3597951370729054e-10,8.909144549261931e-08
491,2.5883619777588e-09,6.041001012669455e-10
492,7.127949658174878e-07,9.8733044273655e-07
493,3.5270278031583163e-09,3.1305477400063535e-09
494,3.707496592865745e-09,1.7667712577133288e-08
495,4.502178734659419e-09,1.843452366069212e-09
496,3.4494221384644774e-08,5.878179708338797e-10
497,2.1917215613193126e-10,1.2332895342411436e-10
498,4.2344134889460464e-11,3.194393124005517e-10
499,1.8574998166684598e-09,3.5614925841858972e-09
500,5.120225164061908e-13,1.1617781086683589e-12
501,8.352606502084449e-10,1.0226866685544322e-09
502,1.5229865972849889e-12,3.818336418626454e-10
503,3.743339939539821e-08,5.749675724619648e-08
504,3.1075266630943733e-11,4.452971634925291e-12
505,4.911720216518658e-09,1.1037132455891627e-09
506,1.1636668774117028e-09,2.3439737911055106e-09
507,2.6845811977067474e-09,1.2580142411747641e-09
508,1.9268234042913655e-10,4.0021564134369344e-11
509,6.568231530338564e-14,1.7250526574488793e-13
510,9.004328096834198e-13,5.018820731173985e-13
511,3.200744240498986e-12,4.9441631157122833e-14
512,1.550169148996907e-13,1.1506929915906921e-16
513,2.0175225433496606e-11,9.192618066323025e-12
514,1.549275296989383e-10,1.7234097796818628e-10
515,6.242464150923415e-11,2.825430059676247e-09
516,1.7382539862929433e-10,1.606503544383777e-09
517,1.3827085210205083e-10,1.0721596833566913e-10
518,1.0535839236174459e-08,2.2242274603334744e-10
519,5.348455647957446e-11,3.583387535674406e-09
520,2.3424823264152182e-09,9.805560931325662e-09
521,3.3319849633394626e-09,7.46869851117959e-10
522,6.420264016659394e-09,2.0753046692370127e-09
523,1.3081307563890654e-09,3.536420896290621e-10
524,1.1868698044195701e-08,8.837219855092969e-09
525,1.1381040962031213e-08,8.514573350004929e-10
526,1.1149336529783591e-10,2.5754282521576774e-08
527,4.847478169587514e-09,6.084237066561601e-09
528,1.5557339682919116e-09,5.666478870310055e-12
529,2.0064011721255897e-10,8.932350970389084e-11
530,6.867115677423122e-10,2.0020575241858273e-09
531,5.695443285844962e-10,5.418588129863356e-09
532,1.1471521540059988e-08,2.083091454164637e-09
533,2.2244826803109902e-10,4.083244191639459e-10
534,1.3221420821438103e-09,2.6053106858637942e-11
535,6.820448320785623e-10,1.3700376861958157e-08
536,3.0096809838363252e-09,5.287194213066418e-09
537,3.0272461530829446e-09,1.3868308059800459e-09
538,3.2739006901932885e-09,5.127549102114431e-09
539,1.5841203460114507e-09,1.787848299692914e-09
540,1.2713037598860537e-08,7.768867789596524e-09
541,1.7210855147016943e-09,2.519104426569562e-09
542,4.233836246257394e-09,5.294183233828408e-10
543,5.909046376965512e-09,3.693811004855537e-09
544,1.295691673099065e-09,1.2351542604431973e-10
545,2.379809704343582e-10,3.6108750306027197e-12
546,1.950605859428273e-09,1.16644396349261e-10
547,3.5147462282090263e-15,2.5682096056018316e-11
548,1.3416102021107264e-08,2.5690626141338483e-10
549,3.2832844155460187e-10,1.169635176279666e-10
550,8.710895885329377e-10,1.5015501108371708e-09
551,2.2155105567234682e-14,5.101224932437017e-10
552,4.118667951954108e-09,5.3225874503386e-10
553,4.700926470190512e-10,9.789687705181092e-11
554,1.2826440649309813e-09,1.0929926271998493e-10
555,4.1102964039469304e-14,4.7050892471383294e-14
556,9.846484071822347e-10,1.2398910379895733e-09
557,9.649464602926616e-09,9.47924264061619e-10
558,5.6828082291109545e-09,1.1105048644474075e-08
559,1.468868313681818e-11,2.6054775141614194e-09
560,5.03759250827657e-10,1.0685892996213786e-10
