target_id,s,photon_number,probability,mean_photons,parameter_match,generated_data_provenance
T010,-0.05,40,1.9600749763261465e-07,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,41,3.0491045543470144e-07,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,42,4.866708976304237e-07,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,43,7.956653053464616e-07,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,44,1.3295411601651303e-06,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,45,2.264701261667709e-06,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,46,3.920875516295451e-06,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,47,6.877846816586455e-06,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,48,1.2184340868564893e-05,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,49,2.1726720941370152e-05,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,50,3.886816555572736e-05,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,51,6.953200455991615e-05,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,52,0.00012398722035438775,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,53,0.00021969170497510682,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,54,0.00038563139469449285,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,55,0.0006685972980652135,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,56,0.001141653763742767,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,57,0.0019145027041679548,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,58,0.0031443501321460343,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,59,0.005044115957923391,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,60,0.007882529687105497,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,61,0.011968449160990513,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,62,0.017610932556646267,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,63,0.02504908258296658,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,64,0.03435331029825973,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,65,0.04531289730922632,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,66,0.057340977403006595,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,67,0.06944067569788455,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,68,0.0802756380479341,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,69,0.0883665260980112,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,70,0.09239217607648804,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,71,0.09152287451334595,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,72,0.08567772996311598,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,73,0.07560301872935282,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,74,0.06272259585875033,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,75,0.04879724541771335,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,76,0.03550736039440789,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,77,0.024102003146028277,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,78,0.015221478936846194,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,79,0.008920490150052146,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,80,0.004838561542446942,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,81,0.00242283759487788,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,82,0.001117189894669478,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,83,0.00047324281504913254,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,84,0.00018374761845521426,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,85,6.526200608490398e-05,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,86,2.11665208729077e-05,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,87,6.260532296615279e-06,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,88,1.687312746666828e-06,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,89,4.143293155061736e-07,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,90,9.276318411703164e-08,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,91,1.8969617497353468e-08,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,92,3.5540273708943213e-09,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,93,6.128235797449108e-10,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,94,9.785972576052166e-11,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,95,1.4588431493668534e-11,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,96,2.050305174307923e-12,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,97,2.748096698229518e-13,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,98,3.558316934124452e-14,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,99,4.512803140591017e-15,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,100,5.685483894405754e-16,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,101,7.21447376305893e-17,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,102,9.340442861125152e-18,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,103,1.248174563993011e-18,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,104,1.7387063753886148e-19,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,105,2.545301364597926e-20,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,106,3.940583502723716e-21,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,107,6.482118604827232e-22,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,108,1.1365724369131342e-22,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,109,2.1283607018972472e-23,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,110,4.260453712562613e-24,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,111,9.117209295367307e-25,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,112,2.084551396717742e-25,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,113,5.0867387765148684e-26,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,114,1.322851391744792e-26,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,115,3.659970456169093e-27,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,116,1.0752411719641833e-27,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,117,3.3473985548500523e-28,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,118,1.1019446850095611e-28,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,119,3.8275717876815696e-29,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,120,1.399760711587773e-29,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,121,5.377887917010789e-30,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,122,2.1660559024893918e-30,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,123,9.126767740052172e-31,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,124,4.014798747213356e-31,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,125,1.8401065769322953e-31,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,126,8.77024954625186e-32,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,127,4.3386347937891216e-32,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,128,2.2236878434087778e-32,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,129,1.1787072397737441e-32,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,130,6.450665929828667e-33,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,131,3.638700164093836e-33,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,132,2.112161822201785e-33,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,133,1.2596800131107988e-33,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,134,7.706768023351853e-34,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,135,4.829486829528505e-34,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,136,3.0952203667858537e-34,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,137,2.025787150553463e-34,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,138,1.3519457828567027e-34,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,139,9.186270178655759e-35,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,140,6.345752732965512e-35,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,141,4.449777437098185e-35,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,142,3.1626409063280265e-35,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,143,2.274900015243323e-35,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,144,1.653563700929446e-35,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,145,1.212758609344641e-35,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,146,8.961426143191868e-36,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,147,6.661810122153028e-36,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,148,4.9750079907108064e-36,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,149,3.7270825410475096e-36,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,150,2.797178857831846e-36,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,151,2.100226358674978e-36,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,152,1.5755871892040515e-36,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,153,1.1795127521679973e-36,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,154,8.800708635191528e-37,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,155,6.536956060583436e-37,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,156,4.828153438800509e-37,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,157,3.5420483428040506e-37,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,158,2.5782847811253683e-37,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,159,1.860197107302365e-37,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,160,1.3289234299583373e-37,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,161,9.391317735029107e-38,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,162,6.55875965915822e-38,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,163,4.522492570794095e-38,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,164,3.0760663261393476e-38,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,165,2.0619751319270942e-38,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,166,1.3609930973618727e-38,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,167,8.837593301710768e-39,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,168,5.640840260854552e-39,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,169,3.536031484610068e-39,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,170,2.1751341021979523e-39,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,171,1.3118748665013426e-39,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,172,7.751354039060343e-40,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,173,4.483188803290391e-40,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,174,2.5361167896902018e-40,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,175,1.4020888020999414e-40,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,176,7.56937218422736e-41,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,177,3.987300705320513e-41,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,178,2.0478228297307752e-41,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,179,1.0246188850427627e-41,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,180,4.9906172895426453e-42,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,181,2.3644859052850955e-42,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,182,1.0888848233267692e-42,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,183,4.870416358069046e-43,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,184,2.1143155014389045e-43,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,185,8.90181796222862e-44,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,186,3.632320567306965e-44,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,187,1.4354364385707335e-44,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,188,5.4901375956695196e-45,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,189,2.0309322534375014e-45,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,190,7.261787993947788e-46,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,191,2.50819548785506e-46,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,192,8.3636316603216985e-47,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,193,2.6909398911114193e-47,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,194,8.34957266547661e-48,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,195,2.497289672871123e-48,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,196,7.196663592748724e-49,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,197,1.9974993298411087e-49,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,198,5.338212136133422e-50,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,199,1.3732426693264962e-50,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,200,3.399856911773286e-51,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,201,8.100091979476657e-52,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,202,1.857066017814804e-52,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,203,4.0973850121129473e-53,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,204,8.701777849309644e-54,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,205,1.7793468017674648e-54,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,206,3.5046786314607204e-55,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,207,6.652922722220814e-56,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,208,1.21802783622108e-56,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,209,2.152543925829944e-57,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,210,3.6756635554802466e-58,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,211,6.071826358610003e-59,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,212,9.716011291019692e-60,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,213,1.508351523346833e-60,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,214,2.2756198003982663e-61,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,215,3.342651454651822e-62,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,216,4.7902826220415415e-63,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,217,6.712175034426228e-64,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,218,9.21753484044285e-65,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,219,1.2436269142082222e-65,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,220,1.6527710011076922e-66,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,221,2.1694293295163208e-67,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,222,2.8202046046869143e-68,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,223,3.641059082661863e-69,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,224,4.681686860550679e-70,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,225,6.011929223283069e-71,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,226,7.731318331119893e-72,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,227,9.9835166834104e-73,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,228,1.2978554289057116e-73,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,229,1.7027680276438215e-74,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,230,2.25989312579606e-75,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,231,3.0407251901952386e-76,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,232,4.156317594785618e-77,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,233,5.782243175956611e-78,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,234,8.20125253440314e-79,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,235,1.1877526257838808e-79,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,236,1.758837373248975e-80,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,237,2.6662368152085594e-81,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,238,4.141851108549808e-82,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,239,6.599259260518736e-83,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,240,1.079243389500805e-83,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,241,1.8126998359607933e-84,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,242,3.128370016109487e-85,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,243,5.549415998044506e-86,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,244,1.0120631405421024e-86,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,245,1.8975179344464492e-87,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,246,3.6546000226910703e-88,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,247,7.19891618578124e-89,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,248,1.4172747596827603e-89,69.88546173304951,reconstructed,independent_numerics
T010,-0.05,249,2.4498272889548576e-90,69.88546173304951,reconstructed,independent_numerics
T010,0.0,0,7.606928718586361e-17,18.693073728801245,reconstructed,independent_numerics
T010,0.0,1,2.2952518503043907e-15,18.693073728801245,reconstructed,independent_numerics
T010,0.0,2,6.041978106948593e-14,18.693073728801245,reconstructed,independent_numerics
T010,0.0,3,1.3821151065550842e-12,18.693073728801245,reconstructed,independent_numerics
T010,0.0,4,2.735712062194729e-11,18.693073728801245,reconstructed,independent_numerics
T010,0.0,5,4.663796552068106e-10,18.693073728801245,reconstructed,independent_numerics
T010,0.0,6,6.813152011062288e-09,18.693073728801245,reconstructed,independent_numerics
T010,0.0,7,8.481628132214858e-08,18.693073728801245,reconstructed,independent_numerics
T010,0.0,8,8.942750940006997e-07,18.693073728801245,reconstructed,independent_numerics
T010,0.0,9,7.931904687108878e-06,18.693073728801245,reconstructed,independent_numerics
T010,0.0,10,5.873813862533664e-05,18.693073728801245,reconstructed,independent_numerics
T010,0.0,11,0.00036010704890789496,18.693073728801245,reconstructed,independent_numerics
T010,0.0,12,0.001810440026356627,18.693073728801245,reconstructed,independent_numerics
T010,0.0,13,0.0073842001705130625,18.693073728801245,reconstructed,independent_numerics
T010,0.0,14,0.024135864700429537,18.693073728801245,reconstructed,independent_numerics
T010,0.0,15,0.0623383237628173,18.693073728801245,reconstructed,independent_numerics
T010,0.0,16,0.12518196157574568,18.693073728801245,reconstructed,independent_numerics
T010,0.0,17,0.19181714004728137,18.693073728801245,reconstructed,independent_numerics
T010,0.0,18,0.2194877138930361,18.693073728801245,reconstructed,independent_numerics
T010,0.0,19,0.1829954946342406,18.693073728801245,reconstructed,independent_numerics
T010,0.0,20,0.10822830645160425,18.693073728801245,reconstructed,independent_numerics
T010,0.0,21,0.044243872145649656,18.693073728801245,reconstructed,independent_numerics
T010,0.0,22,0.012304736761119239,18.693073728801245,reconstructed,independent_numerics
T010,0.0,23,0.0023663433351936818,18.693073728801245,reconstructed,independent_numerics
T010,0.0,24,0.00034314912210030453,18.693073728801245,reconstructed,independent_numerics
T010,0.0,25,4.4758581143517e-05,18.693073728801245,reconstructed,independent_numerics
T010,0.0,26,6.416765841464537e-06,18.693073728801245,reconstructed,independent_numerics
T010,0.0,27,1.1492907827222692e-06,18.693073728801245,reconstructed,independent_numerics
T010,0.0,28,2.6830892494244275e-07,18.693073728801245,reconstructed,independent_numerics
T010,0.0,29,8.120268714668192e-08,18.693073728801245,reconstructed,independent_numerics
T010,0.0,30,3.112706823030245e-08,18.693073728801245,reconstructed,independent_numerics
T010,0.0,31,1.4708172597373894e-08,18.693073728801245,reconstructed,independent_numerics
T010,0.0,32,8.348427461496639e-09,18.693073728801245,reconstructed,independent_numerics
T010,0.0,33,5.562325974820795e-09,18.693073728801245,reconstructed,independent_numerics
T010,0.0,34,4.263576716896268e-09,18.693073728801245,reconstructed,independent_numerics
T010,0.0,35,3.6946923258458762e-09,18.693073728801245,reconstructed,independent_numerics
T010,0.0,36,3.5652130178479686e-09,18.693073728801245,reconstructed,independent_numerics
T010,0.0,37,3.7804946767935715e-09,18.693073728801245,reconstructed,independent_numerics
T010,0.0,38,4.354302336285262e-09,18.693073728801245,reconstructed,independent_numerics
T010,0.0,39,5.391734725187777e-09,18.693073728801245,reconstructed,independent_numerics
T010,0.0,40,7.112119932969436e-09,18.693073728801245,reconstructed,independent_numerics
T010,0.0,41,9.911989986276226e-09,18.693073728801245,reconstructed,independent_numerics
T010,0.0,42,1.448742326038007e-08,18.693073728801245,reconstructed,independent_numerics
T010,0.0,43,2.205778970430617e-08,18.693073728801245,reconstructed,independent_numerics
T010,0.0,44,3.476941410325976e-08,18.693073728801245,reconstructed,independent_numerics
T010,0.0,45,5.6420602109754153e-08,18.693073728801245,reconstructed,independent_numerics
T010,0.0,46,9.37584110884929e-08,18.693073728801245,reconstructed,independent_numerics
T010,0.0,47,1.5878300642472484e-07,18.693073728801245,reconstructed,independent_numerics
T010,0.0,48,2.7280286306039325e-07,18.693073728801245,reconstructed,independent_numerics
T010,0.0,49,4.734756311088595e-07,18.693073728801245,reconstructed,independent_numerics
T010,0.0,50,8.268186312278115e-07,18.693073728801245,reconstructed,independent_numerics
T010,0.0,51,1.4472416445484625e-06,18.693073728801245,reconstructed,independent_numerics
T010,0.0,52,2.5300371755625876e-06,18.693073728801245,reconstructed,independent_numerics
T010,0.0,53,4.40227579896976e-06,18.693073728801245,reconstructed,independent_numerics
T010,0.0,54,7.599153836027073e-06,18.693073728801245,reconstructed,independent_numerics
T010,0.0,55,1.2972387714539138e-05,18.693073728801245,reconstructed,independent_numerics
T010,0.0,56,2.1833295936634924e-05,18.693073728801245,reconstructed,independent_numerics
T010,0.0,57,3.612302609604258e-05,18.693073728801245,reconstructed,independent_numerics
T010,0.0,58,5.858309281035607e-05,18.693073728801245,reconstructed,independent_numerics
T010,0.0,59,9.286965561531316e-05,18.693073728801245,reconstructed,independent_numerics
T010,0.0,60,0.00014351797409986104,18.693073728801245,reconstructed,independent_numerics
T010,0.0,61,0.0002156306930465019,18.693073728801245,reconstructed,independent_numerics
T010,0.0,62,0.00031415726217979753,18.693073728801245,reconstructed,independent_numerics
T010,0.0,63,0.00044268242131439484,18.693073728801245,reconstructed,independent_numerics
T010,0.0,64,0.0006017765272833922,18.693073728801245,reconstructed,independent_numerics
T010,0.0,65,0.000787181515304288,18.693073728801245,reconstructed,independent_numerics
T010,0.0,66,0.0009883643243863538,18.693073728801245,reconstructed,independent_numerics
T010,0.0,67,0.001188152118770827,18.693073728801245,reconstructed,independent_numerics
T010,0.0,68,0.001364118945791369,18.693073728801245,reconstructed,independent_numerics
T010,0.0,69,0.0014920042838217097,18.693073728801245,reconstructed,independent_numerics
T010,0.0,70,0.0015507299249826578,18.693073728801245,reconstructed,independent_numerics
T010,0.0,71,0.0015277694938939574,18.693073728801245,reconstructed,independent_numerics
T010,0.0,72,0.0014231079184276996,18.693073728801245,reconstructed,independent_numerics
T010,0.0,73,0.0012501830531030595,18.693073728801245,reconstructed,independent_numerics
T010,0.0,74,0.0010331347178196535,18.693073728801245,reconstructed,independent_numerics
T010,0.0,75,0.0008010771992559827,18.693073728801245,reconstructed,independent_numerics
T010,0.0,76,0.0005813104344356046,18.693073728801245,reconstructed,independent_numerics
T010,0.0,77,0.0003937660896906195,18.693073728801245,reconstructed,independent_numerics
T010,0.0,78,0.0002483397422663143,18.693073728801245,reconstructed,independent_numerics
T010,0.0,79,0.00014545182559939262,18.693073728801245,reconstructed,independent_numerics
T010,0.0,80,7.891460995925873e-05,18.693073728801245,reconstructed,independent_numerics
T010,0.0,81,3.956248233895715e-05,18.693073728801245,reconstructed,independent_numerics
T010,0.0,82,1.8283320300801227e-05,18.693073728801245,reconstructed,independent_numerics
