target_id,k,phi_legendre,phi_exact,phi_poisson,generated_data_provenance
T002,2.003333333333333,2.602667952107133,2.6026681836028955,0.8675560612009652,independent_numerics
T002,2.0132499999999998,2.635474812386863,2.6354749525422063,0.8784916508474021,independent_numerics
T002,2.0231666666666666,2.6684282111286484,2.6684282616659614,0.8894760872219871,independent_numerics
T002,2.0330833333333334,2.7015273916346327,2.7015273926933365,0.9005091308977788,independent_numerics
T002,2.0429999999999997,2.7347715934139947,2.7347716343506265,0.9115905447835422,independent_numerics
T002,2.0529166666666665,2.768160052163937,2.7681602822692213,0.9227200940897404,independent_numerics
T002,2.0628333333333333,2.8016919997505774,2.80169263888553,0.9338975462951766,independent_numerics
T002,2.0727499999999996,2.8353666641897455,2.835368013342835,0.9451226711142784,independent_numerics
T002,2.0826666666666664,2.86918381686721,2.8691857213950414,0.9563952404650138,independent_numerics
T002,2.0925833333333332,2.9031442000214547,2.9031450853122296,0.9677150284374099,independent_numerics
T002,2.1024999999999996,2.937245222433072,2.9372454337880187,0.9790818112626729,independent_numerics
T002,2.1124166666666664,2.97148609783432,2.9714861018486847,0.9904953672828949,independent_numerics
T002,2.122333333333333,3.00586603601627,3.005866430763961,1.0019554769213204,independent_numerics
T002,2.13225,3.040384242809056,3.0403857679595174,1.0134619226531725,independent_numerics
T002,2.1421666666666663,3.07504224702621,3.0750434669310795,1.0250144889770265,independent_numerics
T002,2.152083333333333,3.1098387091940696,3.109838887160124,1.036612962386708,independent_numerics
T002,2.162,3.1447713026705575,3.1447713940311224,1.0482571313437075,independent_numerics
T002,2.1719166666666663,3.1798392185917406,3.1798403587503272,1.059946786250109,independent_numerics
T002,2.181833333333333,3.2150438570680953,3.215045158266015,1.071681719422005,independent_numerics
T002,2.19175,3.250385085233763,3.2503851751901967,1.0834617250633989,independent_numerics
T002,2.2016666666666667,3.285859458996657,3.2858597977217374,1.0952865992405791,independent_numerics
T002,2.211583333333333,3.3214661545269033,3.32146841957086,1.1071561398569534,independent_numerics
T002,2.2215,3.357210110497353,3.3572104398850144,1.1190701466283381,independent_numerics
T002,2.2314166666666666,3.393085083681613,3.3930852631760535,1.1310284210586845,independent_numerics
T002,2.241333333333333,3.429090161508805,3.4290922992487127,1.1430307664162376,independent_numerics
T002,2.2512499999999998,3.46523069067785,3.465230963130363,1.155076987710121,independent_numerics
T002,2.2611666666666665,3.5015003262277897,3.501500675001985,1.1671668916673283,independent_numerics
T002,2.271083333333333,3.5378990844183615,3.537900860130363,1.179300286710121,independent_numerics
T002,2.2809999999999997,3.574430927420651,3.5744309488014703,1.1914769829338234,independent_numerics
T002,2.2909166666666665,3.611089208589749,3.6110903762549964,1.2036967920849988,independent_numerics
T002,2.3008333333333333,3.6478780217614153,3.647878582620021,1.215959527540007,independent_numerics
T002,2.3107499999999996,3.6847947089735946,3.684795012851794,1.2282650042839314,independent_numerics
T002,2.3206666666666664,3.721837632925748,3.721839116669597,1.2406130388898657,independent_numerics
T002,2.3305833333333332,3.7590103244324293,3.7590103484956754,1.2530034494985585,independent_numerics
T002,2.3404999999999996,3.796305751314833,3.796308167395189,1.2654360557983964,independent_numerics
T002,2.3504166666666664,3.833732025269235,3.8337320370172185,1.2779106790057395,independent_numerics
T002,2.360333333333333,3.871279527782036,3.871281425536725,1.290427141845575,independent_numerics
T002,2.37025,3.90895574806588,3.908955805597514,1.3029852685325047,independent_numerics
T002,2.3801666666666663,3.9467529158469823,3.9467546542561385,1.3155848847520462,independent_numerics
T002,2.390083333333333,3.9846773954009294,3.984677452926753,1.328225817642251,independent_numerics
T002,2.4,4.02272175355762,4.022723687326863,1.3409078957756209,independent_numerics
