rank_descending,open_bitstring,probability,scaled_Np,conditional_probability,scaled_conditional_Lp
66,110000110111,1.60368074914616394e-05,4.20395286304172000e+00,1.02894413601556356e-03,4.21455518111974836e+00
67,100001010000,1.60112164072437956e-05,4.19724431386051755e+00,1.02730217603978595e-03,4.20782971305896325e+00
68,111011100010,1.59377137700441512e-05,4.17797603853445398e+00,1.02258614340245964e-03,4.18851284337647467e+00
69,111110100000,1.57544778754207280e-05,4.12994184817429133e+00,1.01082947054966649e-03,4.14035751137143393e+00
70,100010110010,1.57521379719635501e-05,4.12932845652241287e+00,1.01067933905108799e-03,4.13974257275325641e+00
71,100011100111,1.57402960933931021e-05,4.12622417910644135e+00,1.00991954745784486e-03,4.13663046638733256e+00
72,101110101100,1.57181518928704713e-05,4.12041920980463683e+00,1.00849874439048592e-03,4.13081085702343032e+00
73,101100110111,1.55832877902375058e-05,4.08506539448402073e+00,9.99845673781695875e-04,4.09536787980982631e+00
74,110001011111,1.54941230270376551e-05,4.06169138679975905e+00,9.94124737100093294e-04,4.07193492316198213e+00
75,011000111101,1.54633603874036633e-05,4.05362714539554592e+00,9.92150962851284183e-04,4.06385034383886001e+00
76,111000111111,1.52926897063247726e-05,4.00888685037480119e+00,9.81200491781564904e-04,4.01899721433728985e+00
77,000111101011,1.52171251573307275e-05,3.98907805724330622e+00,9.76352163981940215e-04,3.99913846367002712e+00
78,111101011101,1.52149356499906150e-05,3.98850409103113979e+00,9.76211682109873733e-04,3.99856304992204281e+00
79,110100111110,1.52012120896495679e-05,3.98490654202909633e+00,9.75331159166283198e-04,3.99495642794509598e+00
80,111111010110,1.51703455188240186e-05,3.97681505568660354e+00,9.73350716545969366e-04,3.98684453497229052e+00
81,111011110110,1.50357476243613746e-05,3.94153102524058818e+00,9.64714726228001434e-04,3.95147151862989388e+00
82,000011111100,1.50175335586972858e-05,3.93675631721114128e+00,9.63546086143742442e-04,3.94668476884476904e+00
83,111100110011,1.50128189831477967e-05,3.93552041951829601e+00,9.63243592342028312e-04,3.94544575423294797e+00
84,111110101100,1.49826137003172135e-05,3.92760228585595561e+00,9.61305578890051210e-04,3.93750765113364976e+00
85,000010011111,1.49576236846378714e-05,3.92105130318571016e+00,9.59702184317541259e-04,3.93094014696464900e+00
86,111000110000,1.49407285109809982e-05,3.91662233478260280e+00,9.58618166200440403e-04,3.92650000875700389e+00
87,101100111101,1.49404753552356014e-05,3.91655597152288149e+00,9.58601923371569099e-04,3.92643347812994703e+00
88,100010111100,1.49287345536648999e-05,3.91347819083593151e+00,9.57848617020867635e-04,3.92334793531747383e+00
89,111110101011,1.48966812219437849e-05,3.90507560224523154e+00,9.55792030151457190e-04,3.91492415550036865e+00
90,011001110111,1.48427704050461537e-05,3.89094320506041891e+00,9.52333036274766913e-04,3.90075611658144528e+00
91,111010110000,1.48398862587175131e-05,3.89018714340524374e+00,9.52147985387684511e-04,3.89999814814795576e+00
92,000100100111,1.47739040952370966e-05,3.87289031514183346e+00,9.47914476927166926e-04,3.88265769749367573e+00
93,101100000110,1.46267487433774730e-05,3.83431442258394428e+00,9.38472782471466618e-04,3.84398451700312727e+00
94,101010101010,1.46097613939673111e-05,3.82986129086016680e+00,9.37382850228322810e-04,3.83952015453521023e+00
95,010000101110,1.44857314779523731e-05,3.79734759255634691e+00,9.29424916279061289e-04,3.80692445707903504e+00
96,001101001010,1.43408690031576511e-05,3.75937276396375930e+00,9.20130336042434345e-04,3.76885385642981108e+00
97,110001010011,1.43370820507022193e-05,3.75838003709928259e+00,9.19887359843807404e-04,3.76785862592023513e+00
98,111011111111,1.43154224954560393e-05,3.75270211464882797e+00,9.18497652299389523e-04,3.76216638381829949e+00
99,000100011100,1.42570147336472103e-05,3.73739087033721429e+00,9.14750128108992797e-04,3.74681652473443449e+00
100,100111101000,1.41844957680662450e-05,3.71838045862395772e+00,9.10097209226966059e-04,3.72775816899365298e+00
101,010101101100,1.41462558283241348e-05,3.70835608786020199e+00,9.07643680880991857e-04,3.71770851688854265e+00
102,110111001010,1.40941094700506112e-05,3.69468623291694742e+00,9.04297897152610969e-04,3.70400418673709453e+00
103,011111110001,1.40252113589393959e-05,3.67662500647780899e+00,8.99877297388712930e-04,3.68589741010416816e+00
104,111110010011,1.40128328593181182e-05,3.67338005707308879e+00,8.99083075433703186e-04,3.68264427697644825e+00
105,010100010010,1.39287563305248946e-05,3.65133989950911797e+00,8.93688607031909886e-04,3.66054853440270289e+00
106,011100001100,1.39266662097122765e-05,3.65079198687881501e+00,8.93554501939306379e-04,3.65999923994339893e+00
107,101111011111,1.38845339319921129e-05,3.63974726306814045e+00,8.90851235711272995e-04,3.64892666147337419e+00
108,111011110100,1.38632647971055352e-05,3.63417168697243342e+00,8.89486578086535551e-04,3.64333702384244962e+00
109,001111001100,1.38411924328207430e-05,3.62838554910936084e+00,8.88070384133285971e-04,3.63753629340993934e+00
110,111110011100,1.38369908390155695e-05,3.62728412650289744e+00,8.87800803962166809e-04,3.63643209302903525e+00
111,101111101100,1.38349436068084501e-05,3.62674745686319433e+00,8.87669450662845910e-04,3.63589406991501685e+00
112,110100000100,1.38188291062201643e-05,3.62252313722097874e+00,8.86635521628406685e-04,3.63165909658995378e+00
113,001111000000,1.36643254892615352e-05,3.58202094105697588e+00,8.76722352143306945e-04,3.59105475437898525e+00
114,111101010001,1.36129164977577088e-05,3.56854438238819682e+00,8.73423878904509301e-04,3.57754420799287010e+00
115,110010011111,1.36079793588532314e-05,3.56725014104722149e+00,8.73107105124742815e-04,3.57624670259094657e+00
116,000101110101,1.36058046778439982e-05,3.56668006146873706e+00,8.72967574530929442e-04,3.57567518527868700e+00
117,101010111000,1.36040958774871126e-05,3.56623210970798166e+00,8.72857935495368557e-04,3.57522610378902961e+00
118,000111101101,1.35965013811107148e-05,3.56424125804988723e+00,8.72370661920709458e-04,3.57323023122722594e+00
119,000010111111,1.35890288886013142e-05,3.56228238897350291e+00,8.71891216285843366e-04,3.57126642190681443e+00
120,000001011001,1.35322494342467341e-05,3.54739799569117586e+00,8.68248166593102878e-04,3.55634449036534939e+00
121,111000011101,1.34813738066659579e-05,3.53406125517464087e+00,8.64983914734170078e-04,3.54297411475116064e+00
122,110000001010,1.34764964803967193e-05,3.53278269335711759e+00,8.64670978617250278e-04,3.54169232841625714e+00
123,111100000011,1.34482283445844186e-05,3.52537237116273783e+00,8.62857255243963846e-04,3.53426331747927591e+00
124,110101000110,1.34197989618079489e-05,3.51791977904418296e+00,8.61033186038545986e-04,3.52679193001388436e+00
125,000101100110,1.34133737424788074e-05,3.51623544634836449e+00,8.60620934924672168e-04,3.52510334945145720e+00
126,110111111000,1.33890154958542743e-05,3.50985007814522287e+00,8.59058075543758749e-04,3.51870187742723584e+00
127,100110111010,1.33245240538996133e-05,3.49294403358546024e+00,8.54920213874111137e-04,3.50175319602835922e+00
128,000110110111,1.33088760643301838e-05,3.48884200700777170e+00,8.53916216843126708e-04,3.49764082418944700e+00
129,000001110010,1.32931575315476968e-05,3.48472148795003944e+00,8.52907693660322403e-04,3.49350991323268056e+00
130,101100000100,1.32894074675540123e-05,3.48373843117447901e+00,8.52667084277311462e-04,3.49252437719986775e+00
131,111101110110,1.32193345808095080e-05,3.46536924435172766e+00,8.48171109255610413e-04,3.47410886351098025e+00
132,000111110110,1.31739450426737460e-05,3.45347064926666647e+00,8.45258852615620674e-04,3.46218026031358228e+00
133,101101110110,1.31734337244795857e-05,3.45333661026997651e+00,8.45226045720744602e-04,3.46204588327216989e+00
134,000010000011,1.31654220359362380e-05,3.45123639418846917e+00,8.44712004509571494e-04,3.45994037047120484e+00
135,010100001100,1.31222571107562431e-05,3.43992096804208458e+00,8.41942482167350138e-04,3.44859640695746617e+00
136,000001011100,1.30932933507472562e-05,3.43232829213828872e+00,8.40084126566706065e-04,3.44098458241722804e+00
137,001101011010,1.30825575134887501e-05,3.42951395681599491e+00,8.39395300140483806e-04,3.43816314937542167e+00
138,001011001001,1.30760842950120748e-05,3.42781704143164534e+00,8.38979969333758773e-04,3.43646195439107593e+00
139,010000100100,1.30343272233972322e-05,3.41687067565024405e+00,8.36300776857441439e-04,3.42548798200808013e+00
140,111101001000,1.30259905643112435e-05,3.41468527049080661e+00,8.35765885078946472e-04,3.42329706528336475e+00
141,011010100110,1.29016952475875104e-05,3.38210199898358033e+00,8.27790922646730733e-04,3.39063161916100908e+00
142,110110011101,1.29008024308831368e-05,3.38186795244142901e+00,8.27733638270586000e-04,3.39039698235632025e+00
143,000000111111,1.28739778980849303e-05,3.37483606211557596e+00,8.26012538498155130e-04,3.38334735768844341e+00
144,100111111101,1.28647599618146619e-05,3.37241963542994272e+00,8.25421102735363304e-04,3.38092483680404809e+00
145,011001110101,1.27975761324308606e-05,3.35480779765995552e+00,8.21110493699472692e-04,3.36326858219304015e+00
146,011101101001,1.27872946526982635e-05,3.35211256943693359e+00,8.20450819491495191e-04,3.36056655663716430e+00
147,110111001011,1.27821978356047325e-05,3.35077646941676699e+00,8.20123800534416285e-04,3.35922708698896910e+00
148,001100110010,1.27528198391850578e-05,3.34307520392332780e+00,8.18238866942739488e-04,3.35150639899746094e+00
149,111011000000,1.27060909077372214e-05,3.33082549491786617e+00,8.15240672943022006e-04,3.33922579637461814e+00
150,010000010011,1.27045176061763859e-05,3.33041306335350251e+00,8.15139727700892806e-04,3.33881232466285693e+00
151,110011001000,1.26424929197037234e-05,3.31415366394281286e+00,8.11160136534245070e-04,3.32251191924426781e+00
152,110010100101,1.26205725115501249e-05,3.30840736046779593e+00,8.09753692300208992e-04,3.31675112366165603e+00
153,100111000110,1.26205194309638761e-05,3.30839344571059435e+00,8.09750286575099077e-04,3.31673717381160582e+00
154,111110111100,1.26195822970869427e-05,3.30814778168755952e+00,8.09690158746798755e-04,3.31649089022688770e+00
155,001000111110,1.25929742315632953e-05,3.30117263695892849e+00,8.07982947819321350e-04,3.30949815426794025e+00
156,101100101001,1.25785448106370480e-05,3.29739005083963832e+00,8.07057135867281098e-04,3.30570602851238338e+00
157,011110001100,1.25751699453429755e-05,3.29650535015198898e+00,8.06840599760825605e-04,3.30481909662034168e+00
158,111001110001,1.25158616580302996e-05,3.28095803848269485e+00,8.03035296586861853e-04,3.28923257481978615e+00
159,000001000011,1.25139791424613415e-05,3.28046454832138590e+00,8.02914511738838429e-04,3.28873784008228220e+00
160,010111100000,1.24237172018408354e-05,3.25680292215936396e+00,7.97123178609953275e-04,3.26501653958636862e+00
161,111001011011,1.24126619899037145e-05,3.25390486468131934e+00,7.96413860654919775e-04,3.26211117324255140e+00
162,100111101011,1.24010035228575144e-05,3.25084866749596024e+00,7.95665837003173347e-04,3.25904726836499803e+00
163,110011011000,1.23512618964771130e-05,3.23780919859009630e+00,7.92474344257049017e-04,3.24597491407687277e+00
164,111100111111,1.23352889940584283e-05,3.23362199805845263e+00,7.91449500360431532e-04,3.24177715347632756e+00
165,000101111100,1.23189954456220377e-05,3.22935074209714346e+00,7.90404083364097611e-04,3.23749512545934381e+00
166,110100110111,1.23153369153493806e-05,3.22839168033734802e+00,7.90169346913436200e-04,3.23653364495743467e+00
167,010000011101,1.23048809657753875e-05,3.22565071589222319e+00,7.89498478474916720e-04,3.23378576783325888e+00
168,000100001000,1.23001082682385373e-05,3.22439958186912312e+00,7.89192255484702922e-04,3.23253147846534317e+00
169,110010011010,1.22830458895572696e-05,3.21992678167210089e+00,7.88097509257942104e-04,3.22804739792053086e+00
170,101111111011,1.22790805932776829e-05,3.21888730304418491e+00,7.87843090268587946e-04,3.22700529774013622e+00
171,000101111110,1.22628490467177206e-05,3.21463230050277016e+00,7.86801651399896104e-04,3.22273956413397444e+00
172,011111100001,1.22591097863392458e-05,3.21365207583011525e+00,7.86561735192040134e-04,3.22175686734659639e+00
173,101001010000,1.22282936722450155e-05,3.20557381641699735e+00,7.84584529946611721e-04,3.21365823466132161e+00
174,100111001001,1.22165787289220284e-05,3.20250281431453621e+00,7.83832882697471796e-04,3.21057948752884448e+00
175,100011000101,1.22020898773154538e-05,3.19870464879898231e+00,7.82903257589349639e-04,3.20677174308597612e+00
176,101000010101,1.21807159683808824e-05,3.19310160681523802e+00,7.81531877514252582e-04,3.20115457029837858e+00
177,101011110110,1.21633982718039982e-05,3.18856187656378731e+00,7.80420749732019833e-04,3.19660339090235324e+00
178,110001110000,1.21426649180424260e-05,3.18312675227531372e+00,7.79090468578226320e-04,3.19115455929641501e+00
179,011001011000,1.21268427403549772e-05,3.17897906332761515e+00,7.78075295392468224e-04,3.18699640992754984e+00
180,111000101011,1.20734367270135731e-05,3.16497899736624611e+00,7.74648690422316609e-04,3.17296103596980883e+00
181,101100101101,1.20694515739817152e-05,3.16393431340986275e+00,7.74392997395793826e-04,3.17191371733317151e+00
182,110111011011,1.20440931957183953e-05,3.15728676669840302e+00,7.72765968161527638e-04,3.16524940558961720e+00
183,001110010011,1.20045420017266359e-05,3.14691865850062724e+00,7.70228307897668813e-04,3.15485514914885146e+00
184,011111001101,1.20044673881658599e-05,3.14689909900335119e+00,7.70223520586611581e-04,3.15483554032276103e+00
185,011000111110,1.19840458330717849e-05,3.14154571086476997e+00,7.68913244874094935e-04,3.14946865100429285e+00
186,110000111110,1.19072967381702461e-05,3.12142639613090100e+00,7.63988914942125160e-04,3.12929859560294465e+00
187,100100010101,1.19053273895455920e-05,3.12091014320503968e+00,7.63862558763054840e-04,3.12878104069347263e+00
188,101001001110,1.18988776115304704e-05,3.11921937259704363e+00,7.63448731929329007e-04,3.12708600598253161e+00
189,101101011111,1.18978928165006467e-05,3.11896121448874553e+00,7.63385546094389432e-04,3.12682719680261911e+00
190,111010101110,1.18164379574230773e-05,3.09760831191071517e+00,7.58159287710826304e-04,3.10542044246354454e+00
191,101111110011,1.18125396280807046e-05,3.09658638826358823e+00,7.57909165414401222e-04,3.10439594153738740e+00
192,001100001100,1.17747582265810419e-05,3.08668222054886066e+00,7.55485057527327921e-04,3.09446679563193516e+00
193,001010111000,1.17486164669915087e-05,3.07982931512302205e+00,7.53807765444779719e-04,3.08759660726181773e+00
194,000001111011,1.17466576497727174e-05,3.07931582294201922e+00,7.53682084975529527e-04,3.08708182005976894e+00
195,100011010011,1.17089655373517015e-05,3.06943506182352444e+00,7.51263706001391849e-04,3.07717613978170101e+00
196,110101110100,1.16689118134844484e-05,3.05893521843406724e+00,7.48693802713549855e-04,3.06664981591470021e+00
197,100011000111,1.16599530083665509e-05,3.05658672142524113e+00,7.48118993170149510e-04,3.06429539602493239e+00
198,000110001011,1.16498115567928625e-05,3.05392820074390814e+00,7.47468303365898313e-04,3.06163017058671949e+00
199,101001010111,1.16305526316005124e-05,3.04887958905828471e+00,7.46232623623955854e-04,3.05656882636372318e+00
200,101001110110,1.16071074697148451e-05,3.04273358054092835e+00,7.44728349044801799e-04,3.05040731768750817e+00
201,111100100011,1.16069390496695197e-05,3.04268943023656657e+00,7.44717542977689170e-04,3.05036305603661484e+00
202,111010111001,1.15996985544213952e-05,3.04079137785024223e+00,7.44252982613578438e-04,3.04846021678521728e+00
203,011111111111,1.15827607821884645e-05,3.03635124248601285e+00,7.43166231311892024e-04,3.04400888345350973e+00
204,000110110010,1.15731813192827854e-05,3.03384004376206651e+00,7.42551599491423665e-04,3.04149135151687133e+00
205,111011010010,1.15345478005508671e-05,3.02371249862760649e+00,7.40072818563609945e-04,3.03133826483654634e+00
206,100111010011,1.14611289642659182e-05,3.00446619120852487e+00,7.35362162710896986e-04,3.01204341846383405e+00
207,011000111011,1.14565652289918597e-05,3.00326983538884207e+00,7.35069347033520497e-04,3.01084404544929995e+00
208,101010000001,1.14557105236719517e-05,3.00304577951746010e+00,7.35014507937434280e-04,3.01061942451173081e+00
209,110000000111,1.14510907426613684e-05,3.00183473164422177e+00,7.34718096286733451e-04,3.00940532239046021e+00
210,111010001110,1.13591604461745865e-05,2.97773575600199081e+00,7.28819719097719429e-04,2.98524556942425878e+00
211,111000001100,1.13444197586592568e-05,2.97387157321397222e+00,7.27873935843302241e-04,2.98137164121416598e+00
212,110000001100,1.13181878253734362e-05,2.96699502929469405e+00,7.26190858089505631e-04,2.97447775473461506e+00
213,110100011110,1.13132779214365324e-05,2.96570792743705836e+00,7.25875831743584446e-04,2.97318740682172189e+00
214,111110110000,1.12968481816303841e-05,2.96140096972531541e+00,7.24821676517315209e-04,2.96886958701492309e+00
215,001111001110,1.12724838244933338e-05,2.95501399968798051e+00,7.23258425077319867e-04,2.96246650911670217e+00
216,111111101100,1.12543198005037422e-05,2.95025240978325298e+00,7.22092995737316410e-04,2.95769291054004801e+00
217,010000111001,1.12164796085824146e-05,2.94033283051222849e+00,7.19665115774057850e-04,2.94774831421054095e+00
218,100010111111,1.11906409334602627e-05,2.93355937686100710e+00,7.18007270017444275e-04,2.94095777799145175e+00
219,010101001101,1.11869087249208403e-05,2.93258100078564876e+00,7.17767806265505437e-04,2.93997693446351027e+00
220,011000100000,1.11596141460711068e-05,2.92542589070766423e+00,7.16016547676949023e-04,2.93280377928478320e+00
221,010101010011,1.11440481842550381e-05,2.92134536721335270e+00,7.15017813662051555e-04,2.92871296475976317e+00
222,011110010010,1.11149195780082727e-05,2.91370947785740064e+00,7.13148881294816133e-04,2.92105781778356688e+00
223,101001100000,1.11001991501374215e-05,2.90985060601362422e+00,7.12204397927698523e-04,2.91718921391185315e+00
224,110001100110,1.10974888184757606e-05,2.90914010883050977e+00,7.12030499234245521e-04,2.91647692486346966e+00
225,011111000100,1.10787137934947696e-05,2.90421834868189288e+00,7.10825867210819213e-04,2.91154275209551550e+00
226,101111011011,1.10636832841562068e-05,2.90027819084184468e+00,7.09861488580379495e-04,2.90759265722523441e+00
227,001110010010,1.10501542708404795e-05,2.89673164117520665e+00,7.08993448047704616e-04,2.90403716320339811e+00
228,001100011010,1.10391884239279535e-05,2.89385701020216946e+00,7.08289863878405626e-04,2.90115528244594945e+00
229,000000000100,1.10071990795384410e-05,2.88547119550652509e+00,7.06237382526235156e-04,2.89274831882745920e+00
230,110010111100,1.09890508123467137e-05,2.88071373615181692e+00,7.05072964164556084e-04,2.88797886121802172e+00
231,111110000110,1.09752242420319332e-05,2.87708918370321909e+00,7.04185831956092852e-04,2.88434516769215632e+00
232,111100000111,1.09609946680904939e-05,2.87335898627191444e+00,7.03272842467827174e-04,2.88060556274822011e+00
233,000100011101,1.09525210291170910e-05,2.87113767265687070e+00,7.02729161866994553e-04,2.87837864700720969e+00
234,110111000101,1.09476519185724991e-05,2.86986126454226920e+00,7.02416752882529410e-04,2.87709901980684046e+00
235,010000100000,1.09440966655313421e-05,2.86892927628904815e+00,7.02188642844375137e-04,2.87616468109056056e+00
236,110001000110,1.09264039115221454e-05,2.86429122698206129e+00,7.01053450849495850e-04,2.87151493467953500e+00
237,000001110101,1.09137832864105799e-05,2.86098280583281506e+00,7.00243693782304634e-04,2.86819816973231978e+00
238,010001001011,1.08975449866511623e-05,2.85672603298068228e+00,6.99201821618832420e-04,2.86393066135073759e+00
239,101011100100,1.08967815315314145e-05,2.85652589780177113e+00,6.99152837263997801e-04,2.86373002143333499e+00
240,000101100010,1.08776874679198621e-05,2.85152050359038434e+00,6.97927735273076353e-04,2.85871200367852074e+00
241,000111001011,1.08626524519323713e-05,2.84757916435935954e+00,6.96963067489699472e-04,2.85476072443780904e+00
242,101100111011,1.08445506785068937e-05,2.84283389306651113e+00,6.95801632233490077e-04,2.85000348562837535e+00
243,111101110000,1.08418456749605603e-05,2.84212479261686113e+00,6.95628075399414253e-04,2.84929259683600078e+00
244,011111111101,1.08406469367206209e-05,2.84181055057969045e+00,6.95551162667047782e-04,2.84897756228422772e+00
245,000110110011,1.07892222275217996e-05,2.82832987161147464e+00,6.92251680958820971e-04,2.83546288520733070e+00
246,001010101011,1.07831388039995764e-05,2.82673513863566495e+00,6.91861359944902004e-04,2.83386413033431861e+00
247,101001001011,1.07725166499067500e-05,2.82395060467315506e+00,6.91179827590567356e-04,2.83107257381096389e+00
248,011001011100,1.07701950360714913e-05,2.82334200753592501e+00,6.91030869579868862e-04,2.83046244179914286e+00
249,100100110011,1.07694044848775155e-05,2.82313476928373142e+00,6.90980146702781651e-04,2.83025468089459364e+00
250,111000000000,1.07620500614728602e-05,2.82120685131474147e+00,6.90508276547825597e-04,2.82832190073989365e+00
251,011011101011,1.07570617274384790e-05,2.81989918947763263e+00,6.90188218016481603e-04,2.82701094099550865e+00
252,110011000100,1.07466942599046824e-05,2.81718142006845307e+00,6.89523026710175133e-04,2.82428631740487734e+00
253,100111101101,1.07369734551092882e-05,2.81463316941616926e+00,6.88899326195163090e-04,2.82173164009538802e+00
