launch,time_ns,site,density
Q1,66.0,6,0.00376302072051979
Q1,66.0,7,0.05873973755546327
Q1,66.0,8,0.2160211302449938
Q1,66.0,9,0.30226348593203456
Q1,66.0,10,0.1661589823168838
Q1,66.0,11,0.16756266071305342
Q1,66.5,1,1.0267582622694867e-05
Q1,66.5,2,0.008129705636057591
Q1,66.5,3,0.0026296684478131853
Q1,66.5,4,0.02012178310094925
Q1,66.5,5,0.05332823508058188
Q1,66.5,6,0.006326199514255324
Q1,66.5,7,0.04902729891856221
Q1,66.5,8,0.20444674190010922
Q1,66.5,9,0.3043635725497662
Q1,66.5,10,0.17060056040075616
Q1,66.5,11,0.181015966868527
Q1,67.0,1,3.4281677410474875e-08
Q1,67.0,2,0.007759587252857304
Q1,67.0,3,0.003595717667197557
Q1,67.0,4,0.017073284962521345
Q1,67.0,5,0.05418176157575253
Q1,67.0,6,0.009407610889630665
Q1,67.0,7,0.04011650212760265
Q1,67.0,8,0.1924058021472954
Q1,67.0,9,0.3056738309006218
Q1,67.0,10,0.17461930965306188
Q1,67.0,11,0.19516655854178228
Q1,67.5,1,1.2159553969408237e-05
Q1,67.5,2,0.007320873873974175
Q1,67.5,3,0.00464037653589111
Q1,67.5,4,0.01418549150163393
Q1,67.5,5,0.05452085299042704
Q1,67.5,6,0.012918497928826248
Q1,67.5,7,0.032054561871495406
Q1,67.5,8,0.1799899900262513
Q1,67.5,9,0.30617645838428564
Q1,67.5,10,0.1781679607413919
Q1,67.5,11,0.21001277659185474
Q1,68.0,1,4.4685893715351145e-05
Q1,68.0,2,0.006824430245587351
Q1,68.0,3,0.005733253871532318
Q1,68.0,4,0.011498173047496113
Q1,68.0,5,0.054349288043301795
Q1,68.0,6,0.016767831102636768
Q1,68.0,7,0.024878045513195737
Q1,68.0,8,0.16729548273144976
Q1,68.0,9,0.30585941985593385
Q1,68.0,10,0.18120063775666684
Q1,68.0,11,0.22554875193848511
Q1,68.5,1,9.530747251985922e-05
Q1,68.5,2,0.006281942384341487
Q1,68.5,3,0.006844505882296765
Q1,68.5,4,0.009045743497500805
Q1,68.5,5,0.05368004775223702
Q1,68.5,6,0.020863668474549475
Q1,68.5,7,0.01861248027221928
Q1,68.5,8,0.15442203500789073
Q1,68.5,9,0.30471669525296774
Q1,68.5,10,0.18367345925173925
Q1,68.5,11,0.24176411475173826
Q1,69.0,1,0.00016143749709372865
Q1,69.0,2,0.005705625991255102
Q1,69.0,3,0.007945413538432363
Q1,69.0,4,0.00685681743802723
Q1,69.0,5,0.052534745294645725
Q1,69.0,6,0.02511450544734487
Q1,69.0,7,0.01327211018215903
Q1,69.0,8,0.14147199948356295
Q1,69.0,9,0.3027484640678775
Q1,69.0,10,0.1855451599947692
Q1,69.0,11,0.25864372106483324
Q1,69.5,1,0.00024027859499912478
Q1,69.5,2,0.005107936861677142
Q1,69.5,3,0.009008913186254826
Q1,69.5,4,0.004953893221026506
Q1,69.5,5,0.050942928192037704
Q1,69.5,6,0.02943059291361983
Q1,69.5,7,0.008859807541612487
Q1,69.5,8,0.12854929939858697
Q1,69.5,9,0.29996122222361893
Q1,69.5,10,0.18677772689364738
Q1,69.5,11,0.27616740097292003
Q1,70.0,1,0.0003288945718859821
Q1,70.0,2,0.004501289252967928
Q1,70.0,3,0.010010071686764533
Q1,70.0,4,0.003353163566635527
Q1,70.0,5,0.048941267942258816
Q1,70.0,6,0.033725203326758206
Q1,70.0,7,0.005367141277913607
Q1,70.0,8,0.11575836609887065
Q1,70.0,9,0.2963678277500429
Q1,70.0,10,0.18733704187636302
Q1,70.0,11,0.29430973264953986
Q1,70.5,1,0.00042428192843017593
Q1,70.5,2,0.0038977877569222026
Q1,70.5,3,0.010926498786136848
Q1,70.5,4,0.0020644528428413658
Q1,70.5,5,0.04657265386925926
Q1,70.5,6,0.03791582521040041
Q1,70.5,7,0.0027746022780984815
Q1,70.5,8,0.10320305440210711
Q1,70.5,9,0.29198747259258373
Q1,70.5,10,0.1871935238998189
Q1,70.5,11,0.31303984643340227
Q1,71.0,1,0.0005234396017864617
Q1,71.0,2,0.0033089777125229055
Q1,71.0,3,0.011738690943551339
Q1,71.0,4,0.001091277836876686
Q1,71.0,5,0.04388520927867865
Q1,71.0,6,0.04192526795460646
Q1,71.0,7,0.0010519833489952151
Q1,71.0,8,0.09098554950048116
Q1,71.0,9,0.2868455788955563
Q1,71.0,10,0.186322761719754
Q1,71.0,11,0.33232126320719163
Q1,71.5,1,0.0006234355019126792
Q1,71.5,2,0.002745618600511933
Q1,71.5,3,0.01243030242031473
Q1,71.5,4,0.0004310266216082253
Q1,71.5,5,0.04093124897892659
Q1,71.5,6,0.045682660381966785
Q1,71.5,7,0.0001589090875412258
Q1,71.5,8,0.07920527942472705
Q1,71.5,9,0.28097361917804675
Q1,71.5,10,0.18470612860042598
Q1,71.5,11,0.35211177120401904
Q1,72.0,1,0.000721468544215177
Q1,72.0,2,0.002217484199725818
Q1,72.0,3,0.012988341039978145
Q1,72.0,4,7.524807237232494e-05
Q1,72.0,5,0.0377661978392434
Q1,72.0,6,0.049124328477700444
Q1,72.0,7,4.550861298943791e-05
Q1,72.0,8,0.0679578472484089
Q1,72.0,9,0.27440886094480993
Q1,72.0,10,0.18233136978734452
Q1,72.0,11,0.3723633452332127
Q1,72.5,1,0.0008149250328260883
Q1,72.5,2,0.001733192572224175
Q1,72.5,3,0.013403287629621797
Q1,72.5,4,1.0042740185317553e-05
Q1,72.5,5,0.03444749030278112
Q1,72.5,6,0.052194539830128256
Q1,72.5,7,0.0006532218737246082
Q1,72.5,8,0.057333997153066696
Q1,72.5,9,0.2671940374305782
Q1,72.5,10,0.1791931533216083
Q1,72.5,11,0.3930221121132564
Q1,73.0,1,0.000901428419372362
Q1,73.0,2,0.001300068196436142
Q1,73.0,3,0.01366913971625939
Q1,73.0,4,0.0002165441660649578
Q1,73.0,5,0.03103347065526782
Q1,73.0,6,0.05484610468332802
Q1,73.0,7,0.0019157281309931694
Q1,73.0,8,0.04741862820121866
Q1,73.0,9,0.2593769473452295
Q1,73.0,10,0.1752935746513079
Q1,73.0,11,0.4140283658345228
Q1,73.5,1,0.000978881646049356
Q1,73.5,2,0.000924037801475181
Q1,73.5,3,0.013783381549678016
Q1,73.5,4,0.0006714783533080944
Q1,73.5,5,0.027582313376324386
Q1,73.5,6,0.05704082602013883
Q1,73.5,7,0.0037599832761469323
Q1,73.5,8,0.038289869175798553
Q1,73.5,9,0.25100998764990345
Q1,73.5,10,0.17064260550372
Q1,73.5,11,0.4353166356474582
Q1,74.0,1,0.0010455014747792512
Q1,74.0,2,0.0006095606878029768
Q1,74.0,3,0.013746883926504479
Q1,74.0,4,0.0013477880194780357
Q1,74.0,5,0.024150982085552882
Q1,74.0,6,0.05874979372599713
Q1,74.0,7,0.006107350890719668
Q1,74.0,8,0.030018227145804995
Q1,74.0,9,0.24214962453021266
Q1,74.0,10,0.1652584776298631
Q1,74.0,11,0.45681580988328546
Q1,74.5,1,0.001099844401809146
Q1,74.5,2,0.00035959356537796147
Q1,74.5,3,0.013563738575105103
Q1,74.5,4,0.002215307441335706
Q1,74.5,5,0.020794244459881785
Q1,74.5,6,0.0599535205853469
Q1,74.5,7,0.00887481044039001
Q1,74.5,8,0.022665821516733492
Q1,74.5,9,0.23285580882173817
Q1,74.5,10,0.1591679923268956
Q1,74.5,11,0.47844931786538675
Q1,75.0,1,0.001140823954959104
Q1,75.0,2,0.00017558921527057253
Q1,75.0,3,0.013241033005457778
Q1,75.0,4,0.0032414731919097797
Q1,75.0,5,0.01756375906883196
Q1,75.0,6,0.060641920584398934
Q1,75.0,7,0.011976224731546208
Q1,75.0,8,0.01628571423238675
Q1,75.0,9,0.22319134316457373
Q1,75.0,10,0.15240674708833837
Q1,75.0,11,0.5001353717623277
Q1,75.5,1,0.0011677193647007846
Q1,75.5,2,5.7527598298052065e-05
Q1,75.5,3,0.012788572714212573
Q1,75.5,4,0.0043920558513592
Q1,75.5,5,0.014507248382011997
Q1,75.5,6,0.06081413268837735
Q1,75.5,7,0.015323647775478316
Q1,75.5,8,0.010921345526958332
Q1,75.5,9,0.21322120909782555
Q1,75.5,10,0.14501927132959538
Q1,75.5,11,0.521787269671183
Q1,76.0,1,0.0011801757864106708
Q1,76.0,2,3.977406989817827e-06
Q1,76.0,3,0.0122185584483453
Q1,76.0,4,0.005631897848458754
Q1,76.0,5,0.011667770284400351
Q1,76.0,6,0.060478195880273464
Q1,76.0,7,0.018828653518270108
Q1,76.0,8,0.006606083201157563
Q1,76.0,9,0.20301186313246478
Q1,76.0,10,0.13705906388681377
Q1,76.0,11,0.5433137606064165
Q1,76.5,1,0.001178196425891729
Q1,76.5,2,1.218549602329722e-05
Q1,76.5,3,0.011545226860571746
Q1,76.5,4,0.006925642948060097
Q1,76.5,5,0.0090830983296934
Q1,76.5,6,0.05965058374521271
Q1,76.5,7,0.022403665517356095
Q1,76.5,8,0.0033628918348553474
Q1,76.5,9,0.19263051154379035
Q1,76.5,10,0.12858852588841974
Q1,76.5,11,0.5646194714101264
Q1,77.0,1,0.001162127080362058
Q1,77.0,2,7.819114030769431e-05
Q1,77.0,3,0.010784463329494773
Q1,77.0,4,0.008238443527098231
Q1,77.0,5,0.00678521871299589
Q1,77.0,6,0.05835560921588885
Q1,77.0,7,0.02596326758629963
Q1,77.0,8,0.0012041266751553834
Q1,77.0,9,0.18214437418657334
Q1,77.0,10,0.11967878364579405
Q1,77.0,11,0.5856053949000309
Q1,77.5,1,0.0011326337497715056
Q1,77.5,2,0.00019696166640418298
Q1,77.5,3,0.009953395964779118
Q1,77.5,4,0.009536632658095692
Q1,77.5,5,0.004799949596250906
Q1,77.5,6,0.056624712219338895
Q1,77.5,7,0.02942547569007261
Q1,77.5,8,0.00013145517907119447
Q1,77.5,9,0.1716199480422093
Q1,77.5,10,0.11040939739503486
Q1,77.5,11,0.6061694378389725
Q1,78.0,1,0.0010906740961980014
Q1,78.0,2,0.0003625456872649994
Q1,78.0,3,0.009069979873907827
Q1,78.0,4,0.010788349120769654
Q1,78.0,5,0.003146686019089652
Q1,78.0,6,0.054495644846762864
Q1,78.0,7,0.03271295195091036
Q1,78.0,8,0.00013590737202858968
Q1,78.0,9,0.16112228144572452
Q1,78.0,10,0.1008679530354688
Q1,78.0,11,0.6262070265518754
Q1,78.5,1,0.0010374636303718376
Q1,78.5,2,0.0005682399456614296
Q1,78.5,3,0.00815258063748119
Q1,78.5,4,0.011964104761557761
Q1,78.5,5,0.0018382712205203503
Q1,78.5,6,0.05201157027383802
Q1,78.5,7,0.03575414251113966
Q1,78.5,8,0.0011980543364709252
Q1,78.5,9,0.15071427000160706
Q1,78.5,10,0.0911495354398373
Q1,78.5,11,0.645611767241515
Q1,79.0,1,0.0009744375827764564
Q1,79.0,2,0.0008067656394650139
Q1,79.0,3,0.00721956563337012
Q1,79.0,4,0.013037285086783063
Q1,79.0,5,0.0008809928287502517
Q1,79.0,6,0.04922009296193189
Q1,79.0,7,0.038484322180361276
Q1,79.0,8,0.0032883122989749236
Q1,79.0,9,0.1404559850744278
Q1,79.0,10,0.08135608344063537
Q1,79.0,11,0.6642761572725245
Q1,79.5,1,0.0009032094715073762
Q1,79.5,2,0.0010704500615057678
Q1,79.5,3,0.006288911378408137
Q1,79.5,4,0.013984575574412586
Q1,79.5,5,0.0002747000916161375
Q1,79.5,6,0.04617223864930229
Q1,79.5,7,0.04084653025100849
Q1,79.5,8,0.006367367969829121
Q1,79.5,9,0.13040404542937853
Q1,79.5,10,0.07159562820931674
Q1,79.5,11,0.6820923429137155
Q1,80.0,1,0.0008255274098930163
Q1,80.0,2,0.001351409435536939
Q1,80.0,3,0.005377834434737699
Q1,80.0,4,0.014786307886816482
Q1,80.0,5,1.3036160433461335e-05
Q1,80.0,6,0.042921403280358136
Q1,80.0,7,0.042792383574812264
Q1,80.0,8,0.010386719036058156
Q1,80.0,9,0.1206110420987882
Q1,80.0,10,0.061981418420076116
Q1,80.0,11,0.6989529182624902
Q1,80.5,1,0.0007432292040605692
Q1,80.5,2,0.0016417289636105827
Q1,80.5,3,0.004502452674004149
Q1,80.5,4,0.015426721926456544
Q1,80.5,5,8.377744429565689e-05
Q1,80.5,6,0.03952229031118702
Q1,80.5,7,0.04428275492489371
Q1,80.5,8,0.015289322046657026
Q1,80.5,9,0.11112502586634618
Q1,80.5,10,0.05263093730577821
Q1,80.5,11,0.7147517593327108
Q1,81.0,1,0.0006581972749250801
Q1,81.0,2,0.0019336363130226242
Q1,81.0,3,0.0036774828260298137
Q1,81.0,4,0.015894141461599325
Q1,81.0,5,0.00046927025488394456
Q1,81.0,6,0.03602985576811815
Q1,81.0,7,0.045288306792003255
Q1,81.0,8,0.0210103383852401
Q1,81.0,9,0.10198906589761092
Q1,81.0,10,0.04366481844660139
Q1,81.0,11,0.7293848865799663
Q1,81.5,1,0.0005723144017014868
Q1,81.5,2,0.002219665055594402
Q1,81.5,3,0.0029159792807725757
Q1,81.5,4,0.016181062823986136
Q1,81.5,5,0.0011469533941677779
Q1,81.5,6,0.03249828002682774
Q1,81.5,7,0.04578987304340961
Q1,81.5,8,0.02747796762645128
Q1,81.5,9,0.09324088701328498
Q1,81.5,10,0.035205668856923174
Q1,81.5,11,0.7427513484768814
Q1,82.0,1,0.0004874212266141732
Q1,82.0,2,0.002492804919864567
Q1,82.0,3,0.0022291180858282967
Q1,82.0,4,0.016284157910076875
Q1,82.0,5,0.002089954024506659
Q1,82.0,6,0.028979984532475675
Q1,82.0,7,0.04577868327100499
Q1,82.0,8,0.034614356341999775
Q1,82.0,9,0.08491259191397049
Q1,82.0,10,0.027376809626549325
Q1,82.0,11,0.7547541181471099
Q1,82.5,1,0.0004052763849946289
Q1,82.5,2,0.0027466361181901116
Q1,82.5,3,0.001626029009702086
Q1,82.5,4,0.016204194369027144
Q1,82.5,5,0.00326774312273905
Q1,82.5,6,0.02552471061283651
Q1,82.5,7,0.04525642713116952
Q1,82.5,8,0.042336569380951594
Q1,82.5,9,0.07703047333821766
Q1,82.5,10,0.020300946001479466
Q1,82.5,11,0.7653009945306928
Q1,83.0,1,0.00032752003371430975
Q1,83.0,2,0.0029754454554480683
Q1,83.0,3,0.0011136774469660852
Q1,83.0,4,0.015945877403398347
Q1,83.0,5,0.0046468360713002605
Q1,83.0,6,0.022178676168338973
Q1,83.0,7,0.044235158491375146
Q1,83.0,8,0.050557609814557244
Q1,83.0,9,0.0696149196892315
Q1,83.0,10,0.014098780329531765
Q1,83.0,11,0.7743054990961387
Q1,83.5,1,0.00025564144644441803
Q1,83.5,2,0.0031743224030858844
Q1,83.5,3,0.0006967968483627698
Q1,83.5,4,0.015517619015182876
Q1,83.5,5,0.006191523488791855
Q1,83.5,6,0.01898382438274796
Q1,83.5,7,0.04273704170536048
Q1,83.5,8,0.059187473122527916
Q1,83.5,9,0.06268041612199166
Q1,83.5,10,0.00888758271990632
Q1,83.5,11,0.7816877587455985
Q1,84.0,1,0.0001909512293023622
Q1,84.0,2,0.0033392338204976243
Q1,84.0,3,0.00037787128925963507
Q1,84.0,4,0.014931241775957341
Q1,84.0,5,0.007864617252307343
Q1,84.0,6,0.015977176718079397
Q1,84.0,7,0.0407939447981085
Q1,84.0,8,0.06813422081551483
Q1,84.0,9,0.056235641466646905
Q1,84.0,10,0.004779735546255566
Q1,84.0,11,0.7873753652880712
Q1,84.5,1,0.00013455858789385313
Q1,84.5,2,0.0034670765138555383
Q1,84.5,3,0.00015716676478159526
Q1,84.5,4,0.014201625265645168
Q1,84.5,5,0.009628196810851345
Q1,84.5,6,0.013190300373599114
Q1,84.5,7,0.0384468867128669
Q1,84.5,8,0.07730505854378507
Q1,84.5,9,0.050283659702802484
Q1,84.5,10,0.0018812690341221442
Q1,84.5,11,0.7913042016897973
Q1,85.0,1,8.735394950651507e-05
Q1,85.0,2,0.0035557073295367863
Q1,85.0,3,3.2808839014626745e-05
Q1,85.0,4,0.013346304193437363
Q1,85.0,5,0.01144434132425657
Q1,85.0,6,0.010648898141260823
Q1,85.0,7,0.03574534801577404
Q1,85.0,8,0.08660740383670884
Q1,85.0,9,0.0448222030213552
Q1,85.0,10,0.0002904060912175739
Q1,85.0,11,0.7934192252579324
Q1,85.5,1,4.9997115165719195e-05
Q1,85.5,2,0.0036039509744950206
Q1,85.5,3,9.033965173609563e-07
Q1,85.5,4,0.012385027875260156
Q1,85.5,5,0.013275833870490722
Q1,85.5,6,0.008372526221239534
Q1,85.5,7,0.03274645653234638
Q1,85.5,8,0.09594992894941161
Q1,85.5,9,0.039844041845629306
Q1,85.5,10,9.613524036163697e-05
Q1,85.5,11,0.7936751979790833
Q1,86.0,1,2.2910988270336124e-05
Q1,86.0,2,0.0036115862292933547
Q1,86.0,3,5.5696462379882493e-05
Q1,86.0,4,0.011339291187684824
Q1,86.0,5,0.015086824926419287
Q1,86.0,6,0.006374443115768156
Q1,86.0,7,0.02951406127021211
Q1,86.0,8,0.10524356485530666
Q1,86.0,9,0.03533743556217964
Q1,86.0,10,0.0013768309797535987
Q1,86.0,11,0.7920373544227329
Q1,86.5,1,6.280802304498523e-06
Q1,86.5,2,0.0035793116618020983
Q1,86.5,3,0.00018976838511745582
Q1,86.5,4,0.010231847345803846
Q1,86.5,5,0.01684344351856671
Q1,86.5,6,0.004661590242793848
Q1,86.5,7,0.026117709633693642
Q1,86.5,8,0.11440245320559665
Q1,86.5,9,0.031286656164321455
Q1,86.5,10,0.00419894110615378
Q1,86.5,11,0.7884819979338468
Q1,87.0,1,5.8652212748629096e-08
Q1,87.0,2,0.0035086923525020266
Q1,87.0,3,0.00039425712498590966
Q1,87.0,4,0.009086212864291463
Q1,87.0,5,0.018514345832720335
Q1,87.0,6,0.0032347024487518073
Q1,87.0,7,0.02263154433194026
Q1,87.0,8,0.12334483406464425
Q1,87.0,9,0.027672575568325454
Q1,87.0,10,0.008615760479257231
Q1,87.0,11,0.7829970162803693
Q1,87.5,1,3.973024746689818e-06
Q1,87.5,2,0.003402089498772784
Q1,87.5,3,0.0006591049662471042
Q1,87.5,4,0.007926174862922061
Q1,87.5,5,0.02007119263240795
Q1,87.5,6,0.002088544197056196
Q1,87.5,7,0.019133137501656402
Q1,87.5,8,0.1319938584051491
Q1,87.5,9,0.024473306052372756
Q1,87.5,10,0.014666310369337352
Q1,87.5,11,0.7755823084893322
Q1,88.0,1,1.754292449081051e-05
Q1,88.0,2,0.0032625750695458654
Q1,88.0,3,0.0009733226800123772
Q1,88.0,4,0.006775310480609757
Q1,88.0,5,0.021489048531638688
Q1,88.0,6,0.0012122649093054478
Q1,88.0,7,0.01570228039136834
Q1,88.0,8,0.14027831568771285
Q1,88.0,9,0.02166488211926517
Q1,88.0,10,0.02237434190829183
Q1,88.0,11,0.7662501152977595
Q1,88.5,1,4.009610610272126e-05
Q1,88.5,2,0.0030938339286492554
Q1,88.5,3,0.0013252650061823296
Q1,88.5,4,0.00565652757974275
Q1,88.5,5,0.022746697960074506
Q1,88.5,6,0.0005898647809584833
Q1,88.5,7,0.012419747475144169
Q1,88.5,8,0.14813326833113313
Q1,88.5,9,0.019221971120851618
Q1,88.5,10,0.03174748125386914
Q1,88.5,11,0.7550252464572927
Q1,89.0,1,7.079085097992343e-05
Q1,89.0,2,0.0029000560317940112
Q1,89.0,3,0.0017029112974891814
Q1,89.0,4,0.004591635172768941
Q1,89.0,5,0.023826874510968182
Q1,89.0,6,0.00020076042060128386
Q1,89.0,7,0.009366054073643307
Q1,89.0,8,0.15550058647558987
Q1,89.0,9,0.01711859922777068
Q1,89.0,10,0.04277653287975846
Q1,89.0,11,0.7419451990586371
Q1,89.5,1,0.00010864066916667782
Q1,89.5,2,0.0026858214265783396
Q1,89.5,3,0.0020941452718276836
Q1,89.5,4,0.0036009511061663216
Q1,89.5,5,0.02471640223524242
Q1,89.5,6,2.0437906386722734e-05
Q1,89.5,7,0.006620226458685293
Q1,89.5,8,0.1623293781217903
Q1,89.5,9,0.015328878801818286
Q1,89.5,10,0.055434955926604634
Q1,89.5,11,0.7270601620757342
Q1,90.0,1,0.00015254126555840699
Q1,90.0,2,0.002455980846607294
Q1,90.0,3,0.0024870280444751385
Q1,90.0,4,0.0027029535160604246
Q1,90.0,5,0.025406249300747304
Q1,90.0,6,2.1179344963487966e-05
Q1,90.0,7,0.004258603009002982
Q1,90.0,8,0.16857631146470964
Q1,90.0,9,0.01382772294577752
Q1,90.0,10,0.06967852680163492
Q1,90.0,11,0.7104329034604635
Q1,90.5,1,0.0002012990837053669
Q1,90.5,2,0.0022155346906850715
Q1,90.5,3,0.0028700589506655007
Q1,90.5,4,0.0019139814497029892
Q1,90.5,5,0.025891496236819907
Q1,90.5,6,0.00017284778251017025
Q1,90.5,7,0.002353684279584202
Q1,90.5,8,0.1742058279994825
Q1,90.5,9,0.012591532978552884
Q1,90.5,10,0.08544519921285727
Q1,90.5,11,0.6921385373354348
Q1,91.0,1,0.000253660730763961
Q1,91.0,2,0.001969513118149709
Q1,91.0,3,0.0032324191104266663
Q1,91.0,4,0.0012479888540245546
Q1,91.0,5,0.026171222695347853
Q1,91.0,6,0.00044371437436952155
Q1,91.0,7,0.0009730488601879473
Q1,91.0,8,0.17919024672780062
Q1,91.0,9,0.01159884481921202
Q1,91.0,10,0.10265517058762509
Q1,91.0,11,0.6722641701220928
Q1,91.5,1,0.0003083425930528397
Q1,91.5,2,0.0017228598750983687
Q1,91.5,3,0.003564193218965623
Q1,91.5,4,0.0007163548935027916
Q1,91.5,5,0.026248318247615365
Q1,91.5,6,0.0008013110836333585
Q1,91.5,7,0.00017835065018966594
Q1,91.5,8,0.18350976150461742
Q1,91.5,9,0.01083092076464727
Q1,91.5,10,0.12121116137905921
Q1,91.5,11,0.650908425789619
Q1,92.0,1,0.00036405997257575416
Q1,92.0,2,0.0014803222978822647
Q1,92.0,3,0.0038565656530756692
Q1,92.0,4,0.00032775230182792463
Q1,92.0,5,0.026129224171384982
Q1,92.0,6,0.0012132918584336209
Q1,92.0,7,2.4411691147635983e-05
Q1,92.0,8,0.18715233520687408
Q1,92.0,9,0.010272273909781263
Q1,92.0,10,0.14099891113585933
Q1,92.0,11,0.6281808518011581
Q1,92.5,1,0.000419555109810473
Q1,92.5,2,0.0012463497251832332
Q1,92.5,3,0.004101987651803585
Q1,92.5,4,8.807422208715238e-05
Q1,92.5,5,0.02582361443863572
Q1,92.5,6,0.0016482852352953821
Q1,92.5,7,0.0005584230035536304
Q1,92.5,8,0.19011349594963428
Q1,92.5,9,0.00991111347935615
Q1,92.5,10,0.16188789243369578
Q1,92.5,11,0.6042012087509452
Q1,93.0,1,0.00047362350579979734
Q1,93.0,2,0.0010250022943678746
Q1,93.0,3,0.004294313041949111
Q1,93.0,4,4.1877429278272175e-07
Q1,93.0,5,0.02534402516895343
Q1,93.0,6,0.002076721628438796
Q1,93.0,7,0.0018192640016057389
Q1,93.0,8,0.19239604199385157
Q1,93.0,9,0.009739700604221241
Q1,93.0,10,0.18373224087551498
Q1,93.0,11,0.5790986481110055
Q1,93.5,1,0.0005251380156512691
Q1,93.5,2,0.0008198718084546219
Q1,93.5,3,0.004428900719457848
Q1,93.5,4,6.512943145345716e-05
Q1,93.5,5,0.02470544264902213
Q1,93.5,6,0.002471619183320088
Q1,93.5,7,0.0038369490437106593
Q1,93.5,8,0.19400966325998498
Q1,93.5,9,0.009754605565653272
Q1,93.5,10,0.2063718964024637
Q1,93.5,11,0.5530107839208285
Q1,94.0,1,0.0005730702542974802
Q1,94.0,2,0.0006340160442166938
Q1,94.0,3,0.0045026828499546276
Q1,94.0,4,0.00027988820852119125
Q1,94.0,5,0.02392486062203275
Q1,94.0,6,0.002809312982369411
Q1,94.0,7,0.006632207553028963
Q1,94.0,8,0.19497048846191012
Q1,94.0,9,0.009956859226922417
Q1,94.0,10,0.2296339481581587
Q1,94.0,11,0.5260826656385884
Q1,94.5,1,0.0006165089319769172
Q1,94.5,2,0.0004699075372778537
Q1,94.5,3,0.004514198499383102
Q1,94.5,4,0.0006398576925761261
Q1,94.5,5,0.02302081791409684
Q1,94.5,6,0.003070113571978989
Q1,94.5,7,0.010216201949340475
Q1,94.5,8,0.1953005677885122
Q1,94.5,9,0.010351993245956244
Q1,94.5,10,0.25333417215992204
Q1,94.5,11,0.4984656607089801
Q1,95.0,1,0.0006546748194473567
Q1,95.0,2,0.00032939753429300393
Q1,95.0,3,0.004463593133445264
Q1,95.0,4,0.0011378670849640363
Q1,95.0,5,0.022012927584931993
Q1,95.0,6,0.003238882207699462
Q1,95.0,7,0.014590385409121562
Q1,95.0,8,0.19502730177236277
Q1,95.0,9,0.010949965686428585
Q1,95.0,10,0.2772787480960075
Q1,95.0,11,0.47031625667129934
Q1,95.5,1,0.0006869321294566032
Q1,95.5,2,0.00021369545315758944
Q1,95.5,3,0.004352585117680703
Q1,95.5,4,0.0017646367011956423
Q1,95.5,5,0.020921408669203955
Q1,95.5,6,0.0033055118604160176
Q1,95.5,7,0.01974649925325001
Q1,95.5,8,0.19418282748627552
Q1,95.5,9,0.01176497078319766
Q1,95.5,10,0.3012661387329901
Q1,95.5,11,0.44179479381317716
Q1,96.0,1,0.0007127961894666624
Q1,96.0,2,0.00012336384719558246
Q1,96.0,3,0.004184400995225114
Q1,96.0,4,0.0025090347934322117
Q1,96.0,5,0.019766631219874285
Q1,96.0,6,0.003265304857420341
Q1,96.0,7,0.02566670758871669
Q1,96.0,8,0.19280337349390392
Q1,96.0,9,0.012815133834981732
Q1,96.0,10,0.3250891127275696
Q1,96.0,11,0.41306414045221473
Q1,96.5,1,0.0007319373690804057
Q1,96.5,2,5.8328535624741386e-05
Q1,96.5,3,0.003963681904637999
Q1,96.5,4,0.0033583601311058006
Q1,96.5,5,0.018568684787310788
Q1,96.5,6,0.003119240013158398
Q1,96.5,7,0.03232386473824822
Q1,96.5,8,0.1909285950487667
Q1,96.5,9,0.014122094453296395
Q1,96.5,10,0.3485368891364731
Q1,96.5,11,0.3842883238822983
Q1,97.0,1,0.0007441813121412781
Q1,97.0,2,1.790324699669585e-05
Q1,97.0,3,0.0036963640154573183
Q1,97.0,4,0.004298643501974358
Q1,97.0,5,0.01734697968372079
Q1,97.0,6,0.0028741241970807723
Q1,97.0,7,0.03968190901391203
Q1,97.0,8,0.18860090089031584
Q1,97.0,9,0.015710483651014674
Q1,97.0,10,0.3713973796498259
Q1,97.0,11,0.35563113083756115
Q1,97.5,1,0.0007495056062604246
Q1,97.5,2,8.278308565318664e-07
Q1,97.5,3,0.0033895362959307693
Q1,97.5,4,0.005314961179532196
Q1,97.5,5,0.016119889411604568
Q1,97.5,6,0.00254262545092567
Q1,97.5,7,0.04769637455902749
Q1,97.5,8,0.18586478263332817
Q1,97.5,9,0.01760730246443915
Q1,97.5,10,0.3934595025779463
Q1,97.5,11,0.3272546919901498
Q1,98.0,1,0.0007480330999020723
Q1,98.0,2,5.31883093903953e-06
Q1,98.0,3,0.0030512792792424122
Q1,98.0,4,0.006391753440625682
Q1,98.0,5,0.014904441500854276
Q1,98.0,6,0.0021431869645642918
Q1,98.0,7,0.05631501132531025
Q1,98.0,8,0.1827661571994163
Q1,98.0,9,0.01984121192717638
Q1,98.0,10,0.414515540936708
Q1,98.0,11,0.29931806549526224
Q1,98.5,1,0.0007400221476311747
Q1,98.5,2,2.913098538617821e-05
Q1,98.5,3,0.0026904887570927474
Q1,98.5,4,0.007513141403537589
Q1,98.5,5,0.013716062728261402
Q1,98.5,6,0.0016998234078122456
Q1,98.5,7,0.06547850179378185
Q1,98.5,8,0.17935173201204122
Q1,98.5,9,0.022441746210581315
Q1,98.5,10,0.4343635156364463
Q1,98.5,11,0.2719758349174287
Q1,99.0,1,0.0007258541263939169
Q1,99.0,2,6.962802942185705e-05
