model,launch,time_ns,site,density
free,Q1_Q12,231.5,4,0.2720271489806621
free,Q1_Q12,231.5,5,0.08961110362210842
free,Q1_Q12,231.5,6,0.26535977107135755
free,Q1_Q12,231.5,7,0.3104784404322692
free,Q1_Q12,231.5,8,0.09676600043693709
free,Q1_Q12,231.5,9,0.24171993853953794
free,Q1_Q12,231.5,10,0.08920037639174429
free,Q1_Q12,231.5,11,0.19034537584678202
free,Q1_Q12,231.5,12,0.07177034446204983
free,Q1_Q12,232.0,1,0.06883175687921812
free,Q1_Q12,232.0,2,0.2137681405877055
free,Q1_Q12,232.0,3,0.1026494611217113
free,Q1_Q12,232.0,4,0.27090055547574526
free,Q1_Q12,232.0,5,0.08119216344362756
free,Q1_Q12,232.0,6,0.26072670467474485
free,Q1_Q12,232.0,7,0.3083743312657836
free,Q1_Q12,232.0,8,0.08890713708427744
free,Q1_Q12,232.0,9,0.2414619077417597
free,Q1_Q12,232.0,10,0.10006200515462817
free,Q1_Q12,232.0,11,0.1950580225808393
free,Q1_Q12,232.0,12,0.06806781398995966
free,Q1_Q12,232.5,1,0.06555213561519464
free,Q1_Q12,232.5,2,0.21814338743048092
free,Q1_Q12,232.5,3,0.11478090509307709
free,Q1_Q12,232.5,4,0.26865190800660016
free,Q1_Q12,232.5,5,0.07378953929141534
free,Q1_Q12,232.5,6,0.25565149033765955
free,Q1_Q12,232.5,7,0.3053700738355167
free,Q1_Q12,232.5,8,0.0821548831564577
free,Q1_Q12,232.5,9,0.24027432226925743
free,Q1_Q12,232.5,10,0.11186188115449688
free,Q1_Q12,232.5,11,0.19879348819608864
free,Q1_Q12,232.5,12,0.06497598561375534
free,Q1_Q12,233.0,1,0.06294556593109793
free,Q1_Q12,233.0,2,0.22138924763088544
free,Q1_Q12,233.0,3,0.1280179649763959
free,Q1_Q12,233.0,4,0.26531972131994286
free,Q1_Q12,233.0,5,0.06737959641433673
free,Q1_Q12,233.0,6,0.2501783314154052
free,Q1_Q12,233.0,7,0.3014817520007378
free,Q1_Q12,233.0,8,0.07650400460185955
free,Q1_Q12,233.0,9,0.23818272155149806
free,Q1_Q12,233.0,10,0.12453693500712967
free,Q1_Q12,233.0,11,0.20153010531647844
free,Q1_Q12,233.0,12,0.0625340538342329
free,Q1_Q12,233.5,1,0.061047216456902934
free,Q1_Q12,233.5,2,0.22349152641695874
free,Q1_Q12,233.5,3,0.14228331191949786
free,Q1_Q12,233.5,4,0.2609535269247715
free,Q1_Q12,233.5,5,0.06193041217132297
free,Q1_Q12,233.5,6,0.24435312066218193
free,Q1_Q12,233.5,7,0.29673375139418
free,Q1_Q12,233.5,8,0.07193859015095008
free,Q1_Q12,233.5,9,0.23522153930789658
free,Q1_Q12,233.5,10,0.13801218283783245
free,Q1_Q12,233.5,11,0.20325999624780608
free,Q1_Q12,233.5,12,0.0607748255096997
free,Q1_Q12,234.0,1,0.059885245373203985
free,Q1_Q12,234.0,2,0.22445179779305996
free,Q1_Q12,234.0,3,0.15748494390366655
free,Q1_Q12,234.0,4,0.2556129439230592
free,Q1_Q12,234.0,5,0.05740277104354811
free,Q1_Q12,234.0,6,0.2382227120090467
free,Q1_Q12,234.0,7,0.2911585829196484
free,Q1_Q12,234.0,8,0.06843263979117954
free,Q1_Q12,234.0,9,0.2314333759447416
free,Q1_Q12,234.0,10,0.1522014991237782
free,Q1_Q12,234.0,11,0.20398890442419065
free,Q1_Q12,234.0,12,0.05972458375087769
free,Q1_Q12,234.5,1,0.059480716939401025
free,Q1_Q12,234.5,2,0.22428711169575202
free,Q1_Q12,234.5,3,0.17351715407501736
free,Q1_Q12,234.5,4,0.24936663120280542
free,Q1_Q12,234.5,5,0.0537512053808672
free,Q1_Q12,234.5,6,0.23183421822844427
free,Q1_Q12,234.5,7,0.2847966132133963
free,Q1_Q12,234.5,8,0.06595074994869582
free,Q1_Q12,234.5,9,0.22686817869600712
free,Q1_Q12,234.5,10,0.16700854528527467
free,Q1_Q12,234.5,11,0.20373584215277465
free,Q1_Q12,234.5,12,0.05940303318156494
free,Q1_Q12,235.0,1,0.05984760695577394
free,Q1_Q12,235.0,2,0.2230294893154838
free,Q1_Q12,235.0,3,0.19026169523193573
free,Q1_Q12,235.0,4,0.24229114063877594
free,Q1_Q12,235.0,5,0.05092506059057677
free,Q1_Q12,235.0,6,0.2252343480520513
free,Q1_Q12,235.0,7,0.27769570467018295
free,Q1_Q12,235.0,8,0.06444888201640166
free,Q1_Q12,235.0,9,0.22158234547033023
free,Q1_Q12,235.0,10,0.1823278397875836
free,Q1_Q12,235.0,11,0.20253256225143088
free,Q1_Q12,235.0,12,0.05982332501947404
free,Q1_Q12,235.5,1,0.06099289489031783
free,Q1_Q12,235.5,2,0.22072521612566046
free,Q1_Q12,235.5,3,0.20758912320403836
free,Q1_Q12,235.5,4,0.23446969206903667
free,Q1_Q12,235.5,5,0.048869563901452785
free,Q1_Q12,235.5,6,0.21846879512655315
free,Q1_Q12,235.5,7,0.2699107688203179
free,Q1_Q12,235.5,8,0.06387520017603338
free,Q1_Q12,235.5,9,0.21563776918325442
free,Q1_Q12,235.5,10,0.19804595353849044
free,Q1_Q12,235.5,11,0.200422863583229
free,Q1_Q12,235.5,12,0.06099215938161608
free,Q1_Q12,236.0,1,0.062916739241493
free,Q1_Q12,236.0,2,0.21743394498716373
free,Q1_Q12,236.0,3,0.22536029931793206
free,Q1_Q12,236.0,4,0.22599089153151491
free,Q1_Q12,236.0,5,0.047526876677662325
free,Q1_Q12,236.0,6,0.21158168975791067
free,Q1_Q12,236.0,7,0.2615032379869819
free,Q1_Q12,236.0,8,0.06417096403445553
free,Q1_Q12,236.0,9,0.20910083983819505
free,Q1_Q12,236.0,10,0.21404281268698447
free,Q1_Q12,236.0,11,0.19746174271477807
free,Q1_Q12,236.0,12,0.06290996122492899
free,Q1_Q12,236.5,1,0.06561273161483387
free,Q1_Q12,236.5,2,0.21322762430726863
free,Q1_Q12,236.5,3,0.24342802995004173
free,Q1_Q12,236.5,4,0.2169474145516016
free,Q1_Q12,236.5,5,0.04683711148891239
free,Q1_Q12,236.5,6,0.20461512274119564
free,Q1_Q12,236.5,7,0.25254046123683094
free,Q1_Q12,236.5,8,0.06527146142993329
free,Q1_Q12,236.5,9,0.2020414217708238
free,Q1_Q12,236.5,10,0.23019308956643333
free,Q1_Q12,236.5,11,0.1937144059333083
free,Q1_Q12,236.5,12,0.06557112540881684
free,Q1_Q12,237.0,1,0.06906822397968396
free,Q1_Q12,237.0,2,0.20818926859102554
free,Q1_Q12,237.0,3,0.26163881934536365
free,Q1_Q12,237.0,4,0.20743467617484418
free,Q1_Q12,237.0,5,0.04673929673053925
free,Q1_Q12,237.0,6,0.1976087487372345
free,Q1_Q12,237.0,7,0.2430950316451243
free,Q1_Q12,237.0,8,0.06710696685640873
free,Q1_Q12,237.0,9,0.19453182329582305
free,Q1_Q12,237.0,10,0.24636766149649017
free,Q1_Q12,237.0,11,0.1892551576235626
free,Q1_Q12,237.0,12,0.06896432552390053
free,Q1_Q12,237.5,1,0.07326472265572685
free,Q1_Q12,237.5,2,0.2024115907986937
free,Q1_Q12,237.5,3,0.27983471045475394
free,Q1_Q12,237.5,4,0.1975495089515372
free,Q1_Q12,237.5,5,0.047172273488522605
free,Q1_Q12,237.5,6,0.19059947468001318
free,Q1_Q12,237.5,7,0.233244052814252
free,Q1_Q12,237.5,8,0.06960371129162722
free,Q1_Q12,237.5,9,0.18664577550478342
free,Q1_Q12,237.5,10,0.2624351164704579
free,Q1_Q12,237.5,11,0.18416618250852462
free,Q1_Q12,237.5,12,0.07307288038110776
free,Q1_Q12,238.0,1,0.07817834176949147
free,Q1_Q12,238.0,2,0.19599551768787007
free,Q1_Q12,238.0,3,0.29785518752664647
free,Q1_Q12,238.0,4,0.187388869223528
free,Q1_Q12,238.0,5,0.048075511511867626
free,Q1_Q12,238.0,6,0.18362123662386529
free,Q1_Q12,238.0,7,0.2230683533975918
free,Q1_Q12,238.0,8,0.07268484978271934
free,Q1_Q12,238.0,9,0.1784574361780566
free,Q1_Q12,238.0,10,0.2782632844113573
free,Q1_Q12,238.0,11,0.17853624048070257
free,Q1_Q12,238.0,12,0.07787517140630412
free,Q1_Q12,238.5,1,0.08378030822882558
free,Q1_Q12,238.5,2,0.1890486107517263
free,Q1_Q12,238.5,3,0.31553911358915376
free,Q1_Q12,238.5,4,0.17704859086566566
free,Q1_Q12,238.5,5,0.04938983353564808
free,Q1_Q12,238.5,6,0.17670486631268062
free,Q1_Q12,238.5,7,0.21265165907673814
free,Q1_Q12,238.5,8,0.07627141392089218
free,Q1_Q12,238.5,9,0.17004043371584499
free,Q1_Q12,238.5,10,0.2937207726768842
free,Q1_Q12,238.5,11,0.17245929368063667
free,Q1_Q12,238.5,12,0.08334510364530456
free,Q1_Q12,239.0,1,0.09003750969682629
free,Q1_Q12,239.0,2,0.1816834164489811
free,Q1_Q12,239.0,3,0.33272667577547427
free,Q1_Q12,239.0,4,0.1666222041290124
free,Q1_Q12,239.0,5,0.05105803973560167
free,Q1_Q12,239.0,6,0.16987804662159228
free,Q1_Q12,239.0,7,0.2020797320085393
free,Q1_Q12,239.0,8,0.08028323730198458
free,Q1_Q12,239.0,9,0.16146696469385113
free,Q1_Q12,239.0,10,0.3086784848212231
free,Q1_Q12,239.0,11,0.16603308610896866
free,Q1_Q12,239.0,12,0.08945260265794558
free,Q1_Q12,239.5,1,0.09691307661226839
free,Q1_Q12,239.5,2,0.17401577014605646
free,Q1_Q12,239.5,3,0.34926131167261304
free,Q1_Q12,239.5,4,0.1561998354595379
free,Q1_Q12,239.5,5,0.05302542673030117
free,Q1_Q12,239.5,6,0.16316535293163342
free,Q1_Q12,239.5,7,0.19143948819026674
free,Q1_Q12,239.5,8,0.08463984319556568
free,Q1_Q12,239.5,9,0.1528069571398643
free,Q1_Q12,239.5,10,0.3230111022652
free,Q1_Q12,239.5,11,0.1593576963849216
free,Q1_Q12,239.5,12,0.09616413927177206
free,Q1_Q12,240.0,1,0.10436698900553024
free,Q1_Q12,240.0,2,0.16616307855211668
free,Q1_Q12,240.0,3,0.3649915904974249
free,Q1_Q12,240.0,4,0.14586720216800309
free,Q1_Q12,240.0,5,0.055240198219111594
free,Q1_Q12,240.0,6,0.15658837549559068
free,Q1_Q12,240.0,7,0.18081810347982077
free,Q1_Q12,240.0,8,0.0892612849033701
free,Q1_Q12,240.0,9,0.14412730994648368
free,Q1_Q12,240.0,10,0.33659850946549463
free,Q1_Q12,240.0,11,0.15253408428919804
free,Q1_Q12,240.0,12,0.10344327397785619
free,Q1_Q12,240.5,1,0.11235669869965596
free,Q1_Q12,240.5,2,0.15824260542376023
free,Q1_Q12,240.5,3,0.3797730239053521
free,Q1_Q12,240.5,4,0.13570471365111117
free,Q1_Q12,240.5,5,0.05765376699296723
free,Q1_Q12,240.5,6,0.15016591598262521
free,Q1_Q12,240.5,7,0.17030211914858218
free,Q1_Q12,240.5,8,0.09406893064778114
free,Q1_Q12,240.5,9,0.13549121702128722
free,Q1_Q12,240.5,10,0.34932714438379664
free,Q1_Q12,240.5,11,0.14566265145950477
free,Q1_Q12,240.5,12,0.11125121268357649
free,Q1_Q12,241.0,1,0.12083775746573562
free,Q1_Q12,241.0,2,0.1503697849537731
free,Q1_Q12,241.0,3,0.39346978259113546
free,Q1_Q12,241.0,4,0.12578668855971895
free,Q1_Q12,241.0,5,0.0602209506214367
free,Q1_Q12,241.0,6,0.14391424969116057
free,Q1_Q12,241.0,7,0.15997655783497616
free,Q1_Q12,241.0,8,0.09898618626132431
free,Q1_Q12,241.0,9,0.12695758287019154
free,Q1_Q12,241.0,10,0.36109125750950355
free,Q1_Q12,241.0,11,0.13884183605267916
free,Q1_Q12,241.0,12,0.11954736558836541
free,Q1_Q12,241.5,1,0.12976444181841074
free,Q1_Q12,241.5,2,0.14265658654865357
free,Q1_Q12,241.5,3,0.4059562965170807
free,Q1_Q12,241.5,4,0.11618069492726964
free,Q1_Q12,241.5,5,0.06290006554722642
free,Q1_Q12,241.5,6,0.1378474434313051
free,Q1_Q12,241.5,7,0.14992406060705654
free,Q1_Q12,241.5,8,0.10393915041686391
free,Q1_Q12,241.5,9,0.118580534354486
free,Q1_Q12,241.5,10,0.3717940643529079
free,Q1_Q12,241.5,11,0.13216676036339856
free,Q1_Q12,241.5,12,0.12828990111534141
free,Q1_Q12,242.0,1,0.13909036538723346
free,Q1_Q12,242.0,2,0.13520995365845273
free,Q1_Q12,242.0,3,0.4171187185691431
free,Q1_Q12,242.0,4,0.10694701786075272
free,Q1_Q12,242.0,5,0.06565292655573425
free,Q1_Q12,242.0,6,0.13197771783228934
free,Q1_Q12,242.0,7,0.1402240555347007
free,Q1_Q12,242.0,8,0.1088571986138227
free,Q1_Q12,242.0,9,0.11040903139879511
free,Q1_Q12,242.0,10,0.38134877816565976
free,Q1_Q12,242.0,11,0.12572794931380998
free,Q1_Q12,242.0,12,0.13743628710960673
free,Q1_Q12,242.5,1,0.14876907017714475
free,Q1_Q12,242.5,2,0.12813033797046797
free,Q1_Q12,242.5,3,0.4268562336562017
free,Q1_Q12,242.5,4,0.0981382570066036
free,Q1_Q12,242.5,5,0.06844476058503926
free,Q1_Q12,242.5,6,0.1263158418544136
free,Q1_Q12,242.5,7,0.13095196772097195
free,Q1_Q12,242.5,8,0.11367349358766302
free,Q1_Q12,242.5,9,0.10248657749678894
free,Q1_Q12,242.5,10,0.3896795116254708
free,Q1_Q12,242.5,11,0.11961013642263352
free,Q1_Q12,242.5,12,0.14694381189660155
free,Q1_Q12,243.0,1,0.15875458852906263
free,Q1_Q12,243.0,2,0.12151034864011984
free,Q1_Q12,243.0,3,0.43508219769301215
free,Q1_Q12,243.0,4,0.08979905368207433
free,Q1_Q12,243.0,5,0.07124404555935278
free,Q1_Q12,243.0,6,0.12087154660029262
free,Q1_Q12,243.0,7,0.12217848015467528
free,Q1_Q12,243.0,8,0.11832542120902122
free,Q1_Q12,243.0,9,0.0948510290027011
free,Q1_Q12,243.0,10,0.3967220383055069
free,Q1_Q12,243.0,11,0.1138911723505224
free,Q1_Q12,243.0,12,0.15677007827365974
free,Q1_Q12,243.5,1,0.1690019682004334
free,Q1_Q12,243.5,2,0.11543353433637217
free,Q1_Q12,243.5,3,0.4417250934999182
free,Q1_Q12,243.5,4,0.08196594535268716
free,Q1_Q12,243.5,5,0.07402228633190451
free,Q1_Q12,243.5,6,0.11565394514182223
free,Q1_Q12,243.5,7,0.11396885403103219
free,Q1_Q12,243.5,8,0.12275495225843053
free,Q1_Q12,243.5,9,0.08753450044575414
free,Q1_Q12,243.5,10,0.4024244068983386
free,Q1_Q12,243.5,11,0.10864104942726326
free,Q1_Q12,243.5,12,0.16687346407604445
free,Q1_Q12,244.0,1,0.17946775369503626
free,Q1_Q12,244.0,2,0.10997331375691247
free,Q1_Q12,244.0,3,0.4467292933687663
free,Q1_Q12,244.0,4,0.07466734307852844
free,Q1_Q12,244.0,5,0.07675374088453144
free,Q1_Q12,244.0,6,0.11067194501574591
free,Q1_Q12,244.0,7,0.10638231635571249
free,Q1_Q12,244.0,8,0.12690893167834127
free,Q1_Q12,244.0,9,0.08056336149422735
free,Q1_Q12,244.0,10,0.40674740334270865
free,Q1_Q12,244.0,11,0.10392105372413561
free,Q1_Q12,244.0,12,0.17721354360535405
free,Q1_Q12,244.5,1,0.190110417769576
free,Q1_Q12,244.5,2,0.10519206795420753
free,Q1_Q12,244.5,3,0.45005562084060335
free,Q1_Q12,244.5,4,0.06792362568165762
free,Q1_Q12,244.5,5,0.07941511063206272
free,Q1_Q12,244.5,6,0.10593464029345531
free,Q1_Q12,244.5,7,0.09947152171183107
free,Q1_Q12,244.5,8,0.13073929799516218
free,Q1_Q12,244.5,9,0.07395831975476322
free,Q1_Q12,244.5,10,0.40966485817296094
free,Q1_Q12,244.5,11,0.0997830542711
free,Q1_Q12,244.5,12,0.18775146492262104
free,Q1_Q12,245.0,1,0.20089073791871612
free,Q1_Q12,245.0,2,0.10114040534381778
free,Q1_Q12,245.0,3,0.4516817070728467
free,Q1_Q12,245.0,4,0.061747342733870045
free,Q1_Q12,245.0,5,0.08198520900962958
free,Q1_Q12,245.0,6,0.10145167069436622
free,Q1_Q12,245.0,7,0.09328209404434049
free,Q1_Q12,245.0,8,0.13420323655288352
free,Q1_Q12,245.0,9,0.06773458234472873
free,Q1_Q12,245.0,10,0.4111637985416222
free,Q1_Q12,245.0,11,0.09626893696401297
free,Q1_Q12,245.0,12,0.19845027877916674
free,Q1_Q12,245.5,1,0.2117721135764302
free,Q1_Q12,245.5,2,0.0978566076787524
free,Q1_Q12,245.5,3,0.4516021399992647
free,Q1_Q12,245.5,4,0.05614351705256047
free,Q1_Q12,245.5,5,0.08444462247863953
free,Q1_Q12,245.5,6,0.09723353607460002
free,Q1_Q12,245.5,7,0.08785225321708756
free,Q1_Q12,245.5,8,0.13726327099294772
free,Q1_Q12,245.5,9,0.06190208813999818
free,Q1_Q12,245.5,10,0.4112444464236504
free,Q1_Q12,245.5,11,0.09341018859262243
free,Q1_Q12,245.5,12,0.2092752157734477
free,Q1_Q12,246.0,1,0.22272082075539543
free,Q1_Q12,246.0,2,0.09536626260690441
free,Q1_Q12,246.0,3,0.4498284072642418
free,Q1_Q12,246.0,4,0.051110036240491236
free,Q1_Q12,246.0,5,0.08677537767933269
free,Q1_Q12,246.0,6,0.09329185576502112
free,Q1_Q12,246.0,7,0.08321252994148513
free,Q1_Q12,246.0,8,0.13988729804291916
free,Q1_Q12,246.0,9,0.056465801791149094
free,Q1_Q12,246.0,10,0.40992006646725526
free,Q1_Q12,246.0,11,0.09122763427647479
free,Q1_Q12,246.0,12,0.22019390916933088
free,Q1_Q12,246.5,1,0.2337062018627494
free,Q1_Q12,246.5,2,0.09368208572168842
free,Q1_Q12,246.5,3,0.4463886366051516
free,Q1_Q12,246.5,4,0.04663812192434976
free,Q1_Q12,246.5,5,0.08896062770002561
free,Q1_Q12,246.5,6,0.08963956362988262
free,Q1_Q12,246.5,7,0.07938557147975522
free,Q1_Q12,246.5,8,0.14204857113388847
free,Q1_Q12,246.5,9,0.05142606002588566
free,Q1_Q12,246.5,10,0.4072166687853175
free,Q1_Q12,246.5,11,0.08973132945320123
free,Q1_Q12,246.5,12,0.23117656167810563
free,Q1_Q12,247.0,1,0.24470078946469417
free,Q1_Q12,247.0,2,0.0928039323076884
free,Q1_Q12,247.0,3,0.4413271399275126
free,Q1_Q12,247.0,4,0.04271286474209472
free,Q1_Q12,247.0,5,0.0909843693488176
free,Q1_Q12,247.0,6,0.08629103133876397
free,Q1_Q12,247.0,7,0.07638603930811462
free,Q1_Q12,247.0,8,0.1437256386523932
free,Q1_Q12,247.0,9,0.046778960417085715
free,Q1_Q12,247.0,10,0.40317257366115483
free,Q1_Q12,247.0,11,0.0889206054511428
free,Q1_Q12,247.0,12,0.24219605538053812
free,Q1_Q12,247.5,1,0.2556803638090568
free,Q1_Q12,247.5,2,0.09271899631135636
free,Q1_Q12,247.5,3,0.43470376973473396
free,Q1_Q12,247.5,4,0.03931381279884108
free,Q1_Q12,247.5,5,0.09283120193359617
free,Q1_Q12,247.5,6,0.08326211415445528
free,Q1_Q12,247.5,7,0.07422059870437539
free,Q1_Q12,247.5,8,0.1449022427500184
free,Q1_Q12,247.5,9,0.042516782691262044
free,Q1_Q12,247.5,10,0.39783784665437866
free,Q1_Q12,247.5,11,0.0887842656237069
free,Q1_Q12,247.5,12,0.25322800483422025
free,Q1_Q12,248.0,1,0.26662394493900454
free,Q1_Q12,248.0,2,0.09340219146819743
free,Q1_Q12,248.0,3,0.4265930988092261
free,Q1_Q12,248.0,4,0.03641560124779469
free,Q1_Q12,248.0,5,0.09448613641826789
free,Q1_Q12,248.0,6,0.08057011549794249
free,Q1_Q12,248.0,7,0.07288799901835638
free,Q1_Q12,248.0,8,0.14556718458986875
free,Q1_Q12,248.0,9,0.038628432773119684
free,Q1_Q12,248.0,10,0.3912736139225804
free,Q1_Q12,248.0,11,0.08930092705225631
free,Q1_Q12,248.0,12,0.2642507542633863
free,Q1_Q12,248.5,1,0.27751372122818135
free,Q1_Q12,248.5,2,0.09481670702727492
free,Q1_Q12,248.5,3,0.4170834360698266
free,Q1_Q12,248.5,4,0.0339886108431107
free,Q1_Q12,248.5,5,0.09593446197071334
free,Q1_Q12,248.5,6,0.07823366861529034
free,Q1_Q12,248.5,7,0.07237924221005697
free,Q1_Q12,248.5,8,0.1457141617146102
free,Q1_Q12,248.5,9,0.03509990009498732
free,Q1_Q12,248.5,10,0.3835512687122848
free,Q1_Q12,248.5,11,0.09043950096175678
free,Q1_Q12,248.5,12,0.2752453205519073
free,Q1_Q12,249.0,1,0.2883349171236153
free,Q1_Q12,249.0,2,0.0969147281638389
free,Q1_Q12,249.0,3,0.4062756933316125
free,Q1_Q12,249.0,4,0.03199964373674036
free,Q1_Q12,249.0,5,0.09716167489924597
free,Q1_Q12,249.0,6,0.07627253579408516
free,Q1_Q12,249.0,7,0.0726778361167899
free,Q1_Q12,249.0,8,0.14534158288998195
free,Q1_Q12,249.0,9,0.03191471922727413
free,Q1_Q12,249.0,10,0.37475158091169347
free,Q1_Q12,249.0,11,0.09215980326055959
free,Q1_Q12,249.0,12,0.28619528454456394
free,Q1_Q12,249.5,1,0.2990756037847253
free,Q1_Q12,249.5,2,0.09963830899136632
free,Q1_Q12,249.5,3,0.394282119252174
free,Q1_Q12,249.5,4,0.030412605427888116
free,Q1_Q12,249.5,5,0.09815347284130525
free,Q1_Q12,249.5,6,0.07470732771172581
free,Q1_Q12,249.5,7,0.0737601278525236
free,Q1_Q12,249.5,8,0.14445236532785527
free,Q1_Q12,249.5,9,0.029054427585790372
free,Q1_Q12,249.5,10,0.3649637222959209
free,Q1_Q12,249.5,11,0.09441328503181531
free,Q1_Q12,249.5,12,0.29708663389691087
free,Q1_Q12,250.0,1,0.3097264571424555
free,Q1_Q12,250.0,2,0.10292038410226817
free,Q1_Q12,250.0,3,0.38122491805158254
free,Q1_Q12,250.0,4,0.02918918259410905
free,Q1_Q12,250.0,5,0.09889581487509595
free,Q1_Q12,250.0,6,0.07355914759631108
free,Q1_Q12,250.0,7,0.07559571176542922
free,Q1_Q12,250.0,8,0.14305371864377756
free,Q1_Q12,250.0,9,0.026499011818309413
free,Q1_Q12,250.0,10,0.35428422063393056
free,Q1_Q12,250.0,11,0.09714387138568399
free,Q1_Q12,250.0,12,0.30790756139104764
free,Q6_Q7,0.0,1,4.829384235004793e-31
free,Q6_Q7,0.0,2,6.857137691631927e-31
free,Q6_Q7,0.0,3,4.229782319530735e-31
free,Q6_Q7,0.0,4,5.417485380738921e-31
free,Q6_Q7,0.0,5,6.970424208082212e-31
free,Q6_Q7,0.0,6,1.0000000000000004
free,Q6_Q7,0.0,7,1.0000000000000004
free,Q6_Q7,0.0,8,5.5100016775835675e-31
free,Q6_Q7,0.0,9,6.002706849641796e-31
free,Q6_Q7,0.0,10,4.562438896826481e-31
free,Q6_Q7,0.0,11,4.2449944431423036e-31
free,Q6_Q7,0.0,12,9.501512964297814e-31
free,Q6_Q7,0.5,1,5.149111783642994e-19
free,Q6_Q7,0.5,2,8.907081714418688e-15
free,Q6_Q7,0.5,3,9.70025838164186e-11
free,Q6_Q7,0.5,4,5.845686603530914e-07
free,Q6_Q7,0.5,5,0.0015403524266129208
free,Q6_Q7,0.5,6,0.9984590532136948
free,Q6_Q7,0.5,7,0.9984343383489138
free,Q6_Q7,0.5,8,0.0015650579797594078
free,Q6_Q7,0.5,9,6.13258548142814e-07
free,Q6_Q7,0.5,10,1.0678822221198118e-10
free,Q6_Q7,0.5,11,1.0293829105089233e-14
free,Q6_Q7,0.5,12,6.249552097896254e-19
free,Q6_Q7,1.0,1,5.266577696833391e-16
free,Q6_Q7,1.0,2,2.2765244270795177e-12
free,Q6_Q7,1.0,3,6.19586605885495e-09
free,Q6_Q7,1.0,4,9.329389351103721e-06
free,Q6_Q7,1.0,5,0.006140173889545898
free,Q6_Q7,1.0,6,0.9938503359005123
free,Q6_Q7,1.0,7,0.9937521681531039
free,Q6_Q7,1.0,8,0.006238193105990299
free,Q6_Q7,1.0,9,9.786540267335126e-06
free,Q6_Q7,1.0,10,6.820453886991677e-09
free,Q6_Q7,1.0,11,2.6308030151042495e-12
free,Q6_Q7,1.0,12,6.391854174569759e-16
free,Q6_Q7,1.5,1,3.0311076211826755e-14
free,Q6_Q7,1.5,2,5.818758569855786e-11
free,Q6_Q7,1.5,3,7.034185491451514e-08
free,Q6_Q7,1.5,4,4.703059391696133e-05
free,Q6_Q7,1.5,5,0.013736080942193333
free,Q6_Q7,1.5,6,0.9862160393377284
free,Q6_Q7,1.5,7,0.9859977379320599
free,Q6_Q7,1.5,8,0.013953634236980436
free,Q6_Q7,1.5,9,4.9329065516928534e-05
free,Q6_Q7,1.5,10,7.742425931849556e-08
free,Q6_Q7,1.5,11,6.723630460352905e-11
free,Q6_Q7,1.5,12,3.6784881368115265e-14
free,Q6_Q7,2.0,1,5.368005365556648e-13
free,Q6_Q7,2.0,2,5.790270743382476e-10
free,Q6_Q7,2.0,3,3.934010149661357e-07
free,Q6_Q7,2.0,4,0.0001477614565764609
free,Q6_Q7,2.0,5,0.024223509159769063
free,Q6_Q7,2.0,6,0.9756258920600873
free,Q6_Q7,2.0,7,0.9752441457673346
free,Q6_Q7,2.0,8,0.024602907897083748
free,Q6_Q7,2.0,9,0.00015495606520153144
free,Q6_Q7,2.0,10,4.3294373919839875e-07
free,Q6_Q7,2.0,11,6.689794995254672e-10
free,Q6_Q7,2.0,12,6.513860152815262e-13
free,Q6_Q7,2.5,1,4.981969674956486e-12
free,Q6_Q7,2.5,2,3.434533945101988e-09
free,Q6_Q7,2.5,3,1.4917948137666036e-06
free,Q6_Q7,2.5,4,0.00035800506615632044
free,Q6_Q7,2.5,5,0.0374583064496583
free,Q6_Q7,2.5,6,0.9621762835470709
free,Q6_Q7,2.5,7,0.9615923757782964
free,Q6_Q7,2.5,8,0.038036535383227155
free,Q6_Q7,2.5,9,0.0003753531522614092
free,Q6_Q7,2.5,10,1.6414155637981165e-06
free,Q6_Q7,2.5,11,3.967392018167639e-09
free,Q6_Q7,2.5,12,6.044660160580497e-12
free,Q6_Q7,3.0,1,3.071603356292084e-11
free,Q6_Q7,3.0,2,1.468034233889117e-08
free,Q6_Q7,3.0,3,4.422150365586987e-06
free,Q6_Q7,3.0,4,0.0007354659733209321
free,Q6_Q7,3.0,5,0.05325892668417401
free,Q6_Q7,3.0,6,0.94598905539273
free,Q6_Q7,3.0,7,0.9451699703028695
free,Q6_Q7,3.0,8,0.054066368029105895
free,Q6_Q7,3.0,9,0.0007708952772169845
free,Q6_Q7,3.0,10,4.864487601741491e-06
free,Q6_Q7,3.0,11,1.6954294738768718e-08
free,Q6_Q7,3.0,12,3.726225075377327e-11
free,Q6_Q7,3.5,1,1.427736155010026e-10
free,Q6_Q7,3.5,2,5.0033131909624646e-08
free,Q6_Q7,3.5,3,1.1055374853531148e-05
free,Q6_Q7,3.5,4,0.0013475860830587272
free,Q6_Q7,3.5,5,0.0714091874322762
free,Q6_Q7,3.5,6,0.9272099776205969
free,Q6_Q7,3.5,7,0.9261293584591921
free,Q6_Q7,3.5,8,0.0724685208300143
free,Q6_Q7,3.5,9,0.0014120483712544549
free,Q6_Q7,3.5,10,1.2157711283904052e-05
free,Q6_Q7,3.5,11,5.7768395170870416e-08
free,Q6_Q7,3.5,12,1.7317007804013446e-10
free,Q6_Q7,4.0,1,5.395670152620584e-10
free,Q6_Q7,4.0,2,1.444336277688088e-07
free,Q6_Q7,4.0,3,2.4389638682760558e-05
free,Q6_Q7,4.0,4,0.0022697963888987636
