time_ns,site,probability_n_eq_2
104.0,5,0.00014514181713051868
104.0,6,0.007047349489646052
104.0,7,0.004301384688619692
104.0,8,7.128626585304565e-05
104.0,9,0.0006342447410087532
104.0,10,0.0004312679516261902
104.0,11,6.133640250698633e-05
104.0,12,2.1956703510090176e-07
104.5,1,8.643729877791295e-08
104.5,2,4.459480402576131e-05
104.5,3,0.0004273354664904203
104.5,4,0.0007810589134026429
104.5,5,0.00017054029219776764
104.5,6,0.004985093847773451
104.5,7,0.0059731289189993665
104.5,8,5.9432401896476625e-05
104.5,9,0.0006208956933478177
104.5,10,0.00040904832004600203
104.5,11,7.133385938474341e-05
104.5,12,2.5660889435091244e-07
105.0,1,2.7042266714090885e-07
105.0,2,5.458055831394837e-05
105.0,3,0.000416301394589177
105.0,4,0.0009132627336595213
105.0,5,0.00015349555955441186
105.0,6,0.0040572995209511315
105.0,7,0.007390428214011625
105.0,8,3.1545689848511625e-05
105.0,9,0.0006333034079332897
105.0,10,0.00038419371043495757
105.0,11,8.21758815685656e-05
105.0,12,4.1404267274810217e-07
105.5,1,5.655604870583629e-07
105.5,2,6.621979310680702e-05
105.5,3,0.00040278626830179693
105.5,4,0.0010135769098705406
105.5,5,0.0001024106688711537
105.5,6,0.004505028564921144
105.5,7,0.0077604912102339175
105.5,8,7.679206567923877e-06
105.5,9,0.0006884112663965195
105.5,10,0.000357170334198477
105.5,11,9.389826214634811e-05
105.5,12,6.783128430036683e-07
106.0,1,9.639054990404638e-07
106.0,2,7.968041803366409e-05
106.0,3,0.00038654495045965863
106.0,4,0.001066790006632166
106.0,5,4.676437999940329e-05
106.0,6,0.006028872241367706
106.0,7,0.006969259936019467
106.0,8,1.2126987935653255e-05
106.0,9,0.0007729817176093728
106.0,10,0.00032769348573081803
106.0,11,0.00010666167566411644
106.0,12,1.0331259834016425e-06
106.5,1,1.454837386642465e-06
106.5,2,9.507126896080801e-05
106.5,3,0.0003669289521191108
106.5,4,0.0010746156133612484
106.5,5,1.4339278275217559e-05
106.5,6,0.0079447564880558
106.5,7,0.005596150493347185
106.5,8,5.4562836449931864e-05
106.5,9,0.0008504527743613781
106.5,10,0.0002953199867158754
106.5,11,0.00012063704452224099
106.5,12,1.4595418564172287e-06
107.0,1,2.0249329814868372e-06
107.0,2,0.00011239679022746754
107.0,3,0.00034346540964544435
107.0,4,0.0010557193827402888
107.0,5,1.309626872059778e-05
107.0,6,0.009481563034107429
107.0,7,0.004499512389785061
107.0,8,0.00011970245219795353
107.0,9,0.0008833590099460805
107.0,10,0.00026018047472122955
107.0,11,0.00013584482481467458
107.0,12,1.9359879585965538e-06
107.5,1,2.658008343700138e-06
107.5,2,0.00013153700859208948
107.5,3,0.0003163107341487734
107.5,4,0.0010382477306670125
107.5,5,2.919693343868605e-05
107.5,6,0.010091012172506283
107.5,7,0.004264988970898938
107.5,8,0.00017409813037978946
107.5,9,0.0008571241459674522
107.5,10,0.00022336130654266852
107.5,11,0.00015204926022002597
107.5,12,2.4385984693960316e-06
108.0,1,3.335471136041945e-06
108.0,2,0.00015226530405518083
108.0,3,0.0002863313334396911
108.0,4,0.001047684794832414
108.0,5,4.0547262754071644e-05
108.0,6,0.009643032397152758
108.0,7,0.004878026968317235
108.0,8,0.00018725947394082395
108.0,9,0.0007897380762073301
108.0,10,0.0001866853560315346
108.0,11,0.0001687861073183616
108.0,12,2.9421719926380488e-06
108.5,1,4.036922798431645e-06
108.5,2,0.00017429922666944685
108.5,3,0.00025481223774855667
108.5,4,0.00109520246599122
108.5,5,3.460772630160262e-05
108.5,6,0.008435315711437784
108.5,7,0.005809817312473842
108.5,8,0.00015384181856921119
108.5,9,0.0007207652333248032
108.5,10,0.00015204356591349037
108.5,11,0.0001855226720911685
108.5,12,3.421664844104111e-06
109.0,1,4.740785791816053e-06
109.0,2,0.0001973619352766953
109.0,3,0.0002230144736151946
109.0,4,0.001171798472420777
109.0,5,1.7285241719578606e-05
109.0,6,0.007028098545737283
109.0,7,0.00642017336541185
109.0,8,0.00010156084711765118
109.0,9,0.0006865327706448225
109.0,10,0.00012071988968491434
109.0,11,0.00020185984243066552
109.0,12,3.853773867325916e-06
109.5,1,5.424755177113072e-06
109.5,2,0.00022122336834985408
109.5,3,0.00019185796291873724
109.5,4,0.0012511974046485368
109.5,5,7.200141631280166e-06
109.5,6,0.005988059283655317
109.5,7,0.0063802164674877865
109.5,8,7.781161859537199e-05
109.5,9,0.0006973907739025604
109.5,10,9.31365163520864e-05
109.5,11,0.00021764750861821882
109.5,12,4.218114591072415e-06
110.0,1,6.066090899354032e-06
110.0,2,0.0002456970949017567
110.0,3,0.00016188154994558715
110.0,4,0.0013006281963258161
110.0,5,2.059362864285694e-05
110.0,6,0.00565755722159998
110.0,7,0.0058331185801066155
110.0,8,0.00012168115033055096
110.0,9,0.0007316231180423266
110.0,10,6.914308649045923e-05
110.0,11,0.00023292962400528117
110.0,12,4.497839600425785e-06
110.5,1,6.6420148415355654e-06
110.5,2,0.0002705894557607583
110.5,3,0.00013342897077408677
110.5,4,0.0012949189471107504
110.5,5,5.858806023213999e-05
110.5,6,0.006045014213250336
110.5,7,0.005217198218885801
110.5,8,0.0002382052613215814
110.5,9,0.0007497702684428865
110.5,10,4.8599683326026385e-05
110.5,11,0.00024774158460435955
110.5,12,4.680033517369632e-06
111.0,1,7.13053961667155e-06
111.0,2,0.000295622760194924
111.0,3,0.00010687347736593444
111.0,4,0.001227635201993278
111.0,5,0.00010609000633500774
111.0,6,0.006870781425491031
111.0,7,0.004915641159590289
111.0,8,0.00039138228037895444
111.0,9,0.0007199445565434324
111.0,10,3.181904522083282e-05
111.0,11,0.00026188430498641437
111.0,12,4.756479921747815e-06
111.5,1,7.511837598806429e-06
111.5,2,0.00032037097220809007
111.5,3,8.27075834166916e-05
111.5,4,0.001114158445339652
111.5,5,0.0001425811714881493
111.5,6,0.007730383666110421
111.5,7,0.00500008429212218
111.5,8,0.0005214072130114701
111.5,9,0.0006378233391172286
111.5,10,1.955999894113054e-05
111.5,11,0.0002748267502688215
111.5,12,4.725178610366034e-06
112.0,1,7.76987888810382e-06
112.0,2,0.00034424469635166774
112.0,3,6.145794182212783e-05
112.0,4,0.0009852177917438513
112.0,5,0.0001562922938133823
112.0,6,0.008287735811958945
112.0,7,0.005238785855221516
112.0,8,0.0005766785834977628
112.0,9,0.0005287985926745371
112.0,10,1.2601502961243802e-05
112.0,11,0.0002858166089693523
112.0,12,4.59240734265637e-06
112.5,1,7.893799613252915e-06
112.5,2,0.00036654147574262125
112.5,3,4.352674340066577e-05
112.5,4,0.0008737832945460162
112.5,5,0.0001511867134468008
112.5,6,0.008406668815335997
112.5,7,0.0053293066151313415
112.5,8,0.0005418597326241896
112.5,9,0.000431541433765427
112.5,10,1.1228705377143966e-05
112.5,11,0.0002941477651052859
112.5,12,4.374585830693137e-06
113.0,1,7.878540841232959e-06
113.0,2,0.0003865467742520614
113.0,3,2.910405435274381e-05
113.0,4,0.0008012960108299962
113.0,5,0.00014202604392086612
113.0,6,0.008168997754204918
113.0,7,0.005153406692178636
113.0,8,0.0004455820195268149
113.0,9,0.0003741229843164745
113.0,10,1.5014391794146052e-05
113.0,11,0.00029942694340526725
113.0,12,4.099141422394571e-06
113.5,1,7.724726616938717e-06
113.5,2,0.0004036457493772919
113.5,3,1.821742485010858e-05
113.5,4,0.0007694505918366327
113.5,5,0.0001419125428134701
113.5,6,0.00778860034188197
113.5,7,0.004854792557677442
113.5,8,0.0003437454225706619
113.5,9,0.00035808759442468524
113.5,10,2.3050599728576372e-05
113.5,11,0.00030167323163186334
113.5,12,3.804104550981134e-06
114.0,1,7.4382618109438e-06
114.0,2,0.0004173992784985971
114.0,3,1.0858060701064092e-05
114.0,4,0.0007610462108945151
114.0,5,0.00015219200881646765
114.0,6,0.007480993639571826
114.0,7,0.004694529269593008
114.0,8,0.0002888891215016381
114.0,9,0.00036002701610545905
114.0,10,3.444841612983359e-05
114.0,11,0.00030118476344637716
114.0,12,3.5369410261290615e-06
114.5,1,7.030355066704005e-06
114.5,2,0.0004275537684027477
114.5,3,7.053648162899844e-06
114.5,4,0.0007491214440510132
114.5,5,0.00016244632218320918
114.5,6,0.007361730531439045
114.5,7,0.004817036540728473
114.5,8,0.000303696358057673
114.5,9,0.0003485008224132037
114.5,10,4.872721565104118e-05
114.5,11,0.0002982553978569842
114.5,12,3.3535839978370293e-06
115.0,1,6.518397297086498e-06
115.0,2,0.00043398551597829233
115.0,3,6.803579131862394e-06
115.0,4,0.0007098023178568545
115.0,5,0.00016030301026837278
115.0,6,0.007420375065150877
115.0,7,0.005122818361222301
115.0,8,0.0003730100503963311
115.0,9,0.000304496429761911
115.0,10,6.58012435234298e-05
115.0,11,0.0002929241378442278
115.0,12,3.3183671548177272e-06
115.5,1,5.927480138116029e-06
115.5,2,0.0004366113643598786
115.5,3,9.915979284000136e-06
115.5,4,0.0006328289999178555
115.5,5,0.00014309631531115205
115.5,6,0.007568012045549097
115.5,7,0.0053489483165041814
115.5,8,0.0004567431269265639
115.5,9,0.0002322026415965789
115.5,10,8.557671421300948e-05
115.5,11,0.00028492304806245324
115.5,12,3.504696016622682e-06
116.0,1,5.2917401059003534e-06
116.0,2,0.00043531277353671497
116.0,3,1.5886058663638004e-05
116.0,4,0.0005251852128063719
116.0,5,0.00012188245582785918
116.0,6,0.00771471740789384
116.0,7,0.005286529278328946
116.0,8,0.0005137861524960231
116.0,9,0.00015411888012417253
116.0,10,0.00010747140977773941
116.0,11,0.0002738630576749545
116.0,12,3.995422808894108e-06
116.5,1,4.654601354020632e-06
116.5,2,0.00042991284920200994
116.5,3,2.3945488778284518e-05
116.5,4,0.00040676988461382834
116.5,5,0.00011411221543423253
116.5,6,0.007822673236070946
116.5,7,0.0049548246508444894
116.5,8,0.0005220304481974296
116.5,9,9.512402045158564e-05
116.5,10,0.00013023981942463723
116.5,11,0.0002595422175734161
116.5,12,4.881693960483316e-06
117.0,1,4.067504480211362e-06
117.0,2,0.00042021956614696264
117.0,3,3.329088428002497e-05
117.0,4,0.0003007983457702376
117.0,5,0.00013003702160833727
117.0,6,0.007904583528454377
117.0,7,0.004590113024867693
117.0,8,0.00048422908497125386
117.0,9,6.686994779525717e-05
117.0,10,0.00015227399080608117
117.0,11,0.0002421797285677533
117.0,12,6.259772066500545e-06
117.5,1,3.587559637553156e-06
117.5,2,0.00040611664776091553
117.5,3,4.335408794347053e-05
117.5,4,0.0002237875645354126
117.5,5,0.00016305545792308137
117.5,6,0.007978364725069548
117.5,7,0.004459538380646494
117.5,8,0.0004195609700422755
117.5,9,6.256591139691584e-05
117.5,10,0.0001722043472151402
117.5,11,0.00022242611483075533
117.5,12,8.226573881603118e-06
118.0,1,3.2751882997893043e-06
118.0,2,0.00038766161621072207
118.0,3,5.3921640327430254e-05
118.0,4,0.00017966798961013705
118.0,5,0.00019176379116416317
118.0,6,0.008020260532647013
118.0,7,0.004651986531786224
118.0,8,0.0003492870289960183
118.0,9,6.436274557135962e-05
118.0,10,0.0001893957885700004
118.0,11,0.00020114490151003505
118.0,12,1.0875546925517318e-05
118.5,1,3.192762325566279e-06
118.5,2,0.00036514812313614867
118.5,3,6.499834000572022e-05
118.5,4,0.00016016098068208966
118.5,5,0.0001931363983068461
118.5,6,0.007959222637880669
118.5,7,0.005015082643486695
118.5,8,0.0002865653584653245
118.5,9,5.6923744555926174e-05
118.5,10,0.00020399147635310268
118.5,11,0.00017910789733115162
118.5,12,1.4294317941995205e-05
119.0,1,3.404493496786963e-06
119.0,2,0.000339106668171236
119.0,3,7.648762267866e-05
119.0,4,0.00015042893755222336
119.0,5,0.00015808617837761052
119.0,6,0.0077251657052772515
119.0,7,0.0052869856105139295
119.0,8,0.00023531378447361559
119.0,9,3.727632464901113e-05
119.0,10,0.0002164651257571092
119.0,11,0.00015679720496795084
119.0,12,1.856428432742483e-05
119.5,1,3.976845095235099e-06
119.5,2,0.0003102451206751425
119.5,3,8.79048464685872e-05
119.5,4,0.00013671371507885619
119.5,5,9.861563931345091e-05
119.5,6,0.007322346846882928
119.5,7,0.00531215364155554
119.5,8,0.00019559840846082634
119.5,9,1.4638626212575437e-05
119.5,10,0.00022698699073032619
119.5,11,0.00013442965125924207
119.5,12,2.3760784547867223e-05
120.0,1,4.978201825734773e-06
120.0,2,0.0002793551130224621
120.0,3,9.834009013211261e-05
120.0,4,0.0001122104023968059
120.0,5,4.138838437573062e-05
120.0,6,0.006874334870130655
120.0,7,0.00516180586383964
120.0,8,0.00016891954391553074
120.0,9,1.5459513478253488e-06
120.0,10,0.0002350453453257928
120.0,11,0.00011216763555243076
120.0,12,2.995178495285423e-05
