time_ns,site,probability_n_eq_2
34.0,8,9.07783544649044e-06
34.0,9,1.3998366936313133e-06
34.0,10,2.236173465464859e-05
34.0,11,3.104324388780844e-06
34.0,12,1.1950620359205506e-05
34.5,1,7.245140745814994e-06
34.5,2,4.362296909544099e-06
34.5,3,1.603039500717622e-05
34.5,4,7.681583094200026e-07
34.5,5,2.53936911215199e-06
34.5,6,0.007398943343360044
34.5,7,0.005174448666667895
34.5,8,4.0627440505454575e-06
34.5,9,2.7333131247413435e-06
34.5,10,2.075818333849057e-05
34.5,11,2.553056036040028e-06
34.5,12,1.4368896846267197e-05
35.0,1,8.669854636912708e-06
35.0,2,3.639140456601042e-06
35.0,3,1.4679879724891571e-05
35.0,4,2.3045985077969764e-06
35.0,5,1.3305947070482468e-06
35.0,6,0.007518424022012693
35.0,7,0.005079189093504016
35.0,8,3.941252392222526e-06
35.0,9,3.4563623249727883e-06
35.0,10,1.9173353488082888e-05
35.0,11,1.9705135948441645e-06
35.0,12,1.717364342098867e-05
35.5,1,1.0315427249622597e-05
35.5,2,2.857369219697993e-06
35.5,3,1.3333828888730772e-05
35.5,4,3.9414665831388675e-06
35.5,5,2.839305453150697e-06
35.5,6,0.007652681425992623
35.5,7,0.005070998328873609
35.5,8,8.489347708561323e-06
35.5,9,3.0798826133804206e-06
35.5,10,1.761967410259998e-05
35.5,11,1.3895681104612829e-06
35.5,12,2.0406484936351438e-05
36.0,1,1.2204658617254053e-05
36.0,2,2.0647184574045796e-06
36.0,3,1.2089559967427029e-05
36.0,4,4.853728922626863e-06
36.0,5,5.243439904095848e-06
36.0,6,0.007728795727792372
36.0,7,0.005095192433595424
36.0,8,1.4371032664479469e-05
36.0,9,1.8809575707953278e-06
36.0,10,1.6144056264350275e-05
36.0,11,8.547752607006414e-07
36.0,12,2.4109880775234707e-05
36.5,1,1.4360641501300527e-05
36.5,2,1.3207610796787352e-06
36.5,3,1.1022982520150624e-05
36.5,4,4.575563908491951e-06
36.5,5,6.69537853483934e-06
36.5,6,0.007714196159203811
36.5,7,0.005073116887445494
36.5,8,1.76627072786359e-05
36.5,9,7.168283725985237e-07
36.5,10,1.480466630132216e-05
36.5,11,4.2428941223331346e-07
36.5,12,2.8326099316674733e-05
37.0,1,1.6806270311156347e-05
37.0,2,6.951666842001596e-07
37.0,3,1.015543398472218e-05
37.0,4,3.265698226082115e-06
37.0,5,6.676098557803013e-06
37.0,6,0.00763499658725251
37.0,7,0.004974854586675382
37.0,8,1.649243224379749e-05
37.0,9,3.8732036012927887e-07
37.0,10,1.363859591312419e-05
37.0,11,1.679212636781675e-07
37.0,12,3.30961121686756e-05
37.5,1,1.9563736385880183e-05
37.5,2,2.6607976094395733e-07
37.5,3,9.447593867295204e-06
37.5,4,1.6028462135258054e-06
37.5,5,5.988911987177351e-06
37.5,6,0.007558007157072719
37.5,7,0.004846458069637867
37.5,8,1.1900985395436178e-05
37.5,9,1.0398703579347338e-06
37.5,10,1.264335465238247e-05
37.5,11,1.6248503981814888e-07
37.5,12,3.845859981708659e-05
38.0,1,2.2654051335606868e-05
38.0,2,1.1924574814016065e-07
38.0,3,8.823828804054936e-06
38.0,4,3.8718235524301415e-07
38.0,5,5.624683777889511e-06
38.0,6,0.0075486797501482916
38.0,7,0.004771075320918752
38.0,8,6.5864567878462355e-06
38.0,9,2.0776106236542545e-06
38.0,10,1.1784052792127821e-05
38.0,11,4.875578637026448e-07
38.0,12,4.444916295913271e-05
38.5,1,2.6096593020552825e-05
38.5,2,3.479121617447168e-07
38.5,3,8.213423586228187e-06
38.5,4,9.32623938075168e-08
38.5,5,5.680582564033842e-06
38.5,6,0.007630874846448326
38.5,7,0.004799076748462322
38.5,8,2.802253480494362e-06
38.5,9,2.6363795790954187e-06
38.5,10,1.102043144409346e-05
38.5,11,1.224295541857531e-06
38.5,12,5.10996703257823e-05
39.0,1,2.9908629274065302e-05
39.0,2,1.0527360544533818e-06
39.0,3,7.586611499687463e-06
39.0,4,6.352861952807736e-07
39.0,5,5.3515379480569904e-06
39.0,6,0.00777219757755089
39.0,7,0.004906242040271931
39.0,8,1.0977624099025784e-06
39.0,9,2.253255718308663e-06
39.0,10,1.0335499133939438e-05
39.0,11,2.457131637634199e-06
39.0,12,5.843754258125581e-05
39.5,1,3.410477285346709e-05
39.5,2,2.3403821053834983e-06
39.5,3,6.967374831949701e-06
39.5,4,1.468192646312118e-06
39.5,5,3.950834982874069e-06
39.5,6,0.00790265596298111
39.5,7,0.005013520880491685
39.5,8,6.436053552301319e-07
39.5,9,1.204943852263787e-06
39.5,10,9.747582535961272e-06
39.5,11,4.275099805225516e-06
39.5,12,6.648476422924084e-05
40.0,1,3.8696362550607364e-05
40.0,2,4.319645103780942e-06
40.0,3,6.4182746355669924e-06
40.0,4,1.9479720902882064e-06
40.0,5,1.93169304368179e-06
40.0,6,0.007954555705879036
40.0,7,0.005050241043765386
40.0,8,4.954074586972364e-07
40.0,9,2.598399746192152e-07
40.0,10,9.298676144422889e-06
40.0,11,6.7687753973464965e-06
40.0,12,7.525655375793748e-05
40.5,1,4.369082288139655e-05
40.5,2,7.094922778435158e-06
40.5,3,6.00697947986823e-06
40.5,4,1.7307417716893305e-06
40.5,5,8.53244527167779e-07
40.5,6,0.007899711285986467
40.5,7,0.005008198243754694
40.5,8,5.038303677147487e-07
40.5,9,5.1883868244966303e-08
40.5,10,9.026349266720019e-06
40.5,11,1.002152111837091e-05
40.5,12,8.475983545917e-05
41.0,1,4.909108490793078e-05
41.0,2,1.0758329974089376e-05
41.0,3,5.772112925222643e-06
41.0,4,9.795448111884487e-07
41.0,5,2.187142153897329e-06
41.0,6,0.007762788113098457
41.0,7,0.00494389175868513
41.0,8,1.1249312638835069e-06
41.0,9,5.816317785470968e-07
41.0,10,8.93569580195479e-06
41.0,11,1.4098253881122281e-05
41.0,12,9.499181506137385e-05
41.5,1,5.489512476723603e-05
41.5,2,1.538286947527414e-05
41.5,3,5.70451710165651e-06
41.5,4,2.6652134032201125e-07
41.5,5,5.955592449285182e-06
41.5,6,0.0076045273267571975
41.5,7,0.004930031769519516
41.5,8,2.5268695659495666e-06
41.5,9,1.2464146378599098e-06
41.5,10,8.987512611159941e-06
41.5,11,1.9037889495485583e-05
41.5,12,0.00010593895717940392
42.0,1,6.109560551749087e-05
42.0,2,2.101901398293696e-05
42.0,3,5.751248853518008e-06
42.0,4,2.3192778371093078e-07
42.0,5,1.0449766006825901e-05
42.0,6,0.0074863082255463955
42.0,7,0.0049980340404855135
42.0,8,4.059125708220211e-06
42.0,9,1.3774776316351021e-06
42.0,10,9.110119256394394e-06
42.0,11,2.4854160239926887e-05
42.0,12,0.0001175764837467672
42.5,1,6.767954221603567e-05
42.5,2,2.7695502208476724e-05
42.5,3,5.838721555716478e-06
42.5,4,1.1937233127706468e-06
42.5,5,1.3426778828904987e-05
42.5,6,0.007437458203189323
42.5,7,0.005117828001905003
42.5,8,4.754943540585597e-06
42.5,9,8.50108729539452e-07
42.5,10,9.229791064432183e-06
42.5,11,3.154386576351664e-05
42.5,12,0.00012986826283609417
43.0,1,7.462790781815062e-05
43.0,2,3.5422710244553445e-05
43.0,3,5.9033329564796066e-06
43.0,4,2.925741590226364e-06
43.0,5,1.3907915452581536e-05
43.0,6,0.007443615380689707
43.0,7,0.005228171608495989
43.0,8,4.460636144736846e-06
43.0,9,2.593388913895467e-07
43.0,10,9.304536303655618e-06
43.0,11,3.909547577858181e-05
43.0,12,0.00014276679836817683
43.5,1,8.191518039866689e-05
43.5,2,4.419498166355783e-05
43.5,3,5.9154922079161506e-06
43.5,4,4.7326675991347235e-06
43.5,5,1.308440086457049e-05
43.5,6,0.007460975260614762
43.5,7,0.0052888472679174636
43.5,8,4.437364554196989e-06
43.5,9,4.850176258015623e-07
43.5,10,9.34270240912927e-06
43.5,11,4.7489186302108654e-05
43.5,12,0.00015621307851096093
44.0,1,8.950895985704882e-05
44.0,2,5.3988188667593706e-05
44.0,3,5.886514232253796e-06
44.0,4,5.796203938032752e-06
44.0,5,1.3456146587300801e-05
44.0,6,0.007445973537582638
44.0,7,0.0053102444460029746
44.0,8,6.604465225244886e-06
44.0,9,1.9572247551608763e-06
44.0,10,9.393905385907708e-06
44.0,11,5.66844303080333e-05
44.0,12,0.00017013627824817446
44.5,1,9.736986718858465e-05
44.5,2,6.475108964709596e-05
44.5,3,5.855739330439043e-06
44.5,4,5.625763466834897e-06
44.5,5,1.6745221605573142e-05
44.5,6,0.00738187184760953
44.5,7,0.005337518087391776
44.5,8,1.1789742609967241e-05
44.5,9,4.199255572402463e-06
44.5,10,9.513521529594276e-06
44.5,11,6.660006304478708e-05
44.5,12,0.000184453588863238
45.0,1,0.00010545190143224007
45.0,2,7.639286850152852e-05
45.0,3,5.8643643359001445e-06
45.0,4,4.385530632789306e-06
45.0,5,2.2208202041400183e-05
45.0,6,0.00728697332811539
45.0,7,0.00540587249217171
45.0,8,1.84094722273271e-05
45.0,9,6.052580477427855e-06
45.0,10,9.717583339421562e-06
45.0,11,7.709976447160542e-05
45.0,12,0.0001990705680045724
45.5,1,0.00011370325720391765
45.5,2,8.87725550746682e-05
45.5,3,5.928932679589732e-06
45.5,4,2.916726817294804e-06
45.5,5,2.680037434755075e-05
45.5,6,0.007201066071440346
45.5,7,0.0055069979693706875
45.5,8,2.293266819924059e-05
45.5,9,6.486780434059892e-06
45.5,10,9.953679891559286e-06
45.5,11,8.799466818901131e-05
45.5,12,0.00021388225972540637
46.0,1,0.00012206738208252969
46.0,2,0.0001016967031344859
46.0,3,6.027825742748511e-06
46.0,4,2.4103905072808404e-06
46.0,5,2.7273786951518e-05
46.0,6,0.007159674994220303
46.0,7,0.00559537861802859
46.0,8,2.2190797080422346e-05
46.0,9,5.432270903822644e-06
46.0,10,1.0108268099127495e-05
46.0,11,9.90657183721047e-05
46.0,12,0.00022877499003896238
46.5,1,0.00013048391824361066
46.5,2,0.00011492882740784234
46.5,3,6.107500742971795e-06
46.5,4,3.8534591068459955e-06
46.5,5,2.2746291887162605e-05
46.5,6,0.007172219445663561
46.5,7,0.005627972524907777
46.5,8,1.602251033435263e-05
46.5,9,3.998445598897013e-06
46.5,10,1.0051645982267451e-05
46.5,11,0.00011009516381483009
46.5,12,0.00024362841592529618
47.0,1,0.00013888923901089737
47.0,2,0.00012820874309228195
47.0,3,6.104564086015408e-06
47.0,4,7.494493318404957e-06
47.0,5,1.5776772238476517e-05
47.0,6,0.0072169106497210105
47.0,7,0.005602177326387671
47.0,8,8.179060935310828e-06
47.0,9,3.8357200667137186e-06
47.0,10,9.6982770106311e-06
47.0,11,0.00012088887092745706
47.0,12,0.0002583173275514759
47.5,1,0.00014721655946262839
47.5,2,0.0001412748146365155
47.5,3,5.971025658964071e-06
47.5,4,1.25940708703625e-05
47.5,5,1.0974586770085467e-05
47.5,6,0.007254688121834867
47.5,7,0.005559064979729021
47.5,8,4.45043210568037e-06
47.5,9,6.007101657892742e-06
47.5,10,9.047278262833225e-06
47.5,11,0.00013127523008938603
47.5,12,0.00027271296313822547
48.0,1,0.0001553959370023692
48.0,2,0.00015388014716315854
48.0,3,5.688877329257684e-06
48.0,4,1.7619436567371292e-05
48.0,5,1.196692872147317e-05
48.0,6,0.007253175997723925
48.0,7,0.005549135174491658
48.0,8,8.964325787080885e-06
48.0,9,1.0128426509002724e-05
48.0,10,8.176677972406945e-06
48.0,11,0.00014108119836223363
48.0,12,0.0002866840553034282
48.5,1,0.0001633546773635184
48.5,2,0.00016579641149756796
48.5,3,5.267696451036564e-06
48.5,4,2.0849291281467286e-05
48.5,5,1.8814057411039515e-05
48.5,6,0.007206086804143024
48.5,7,0.005590024697038585
48.5,8,2.110555978359121e-05
48.5,9,1.44219002547321e-05
48.5,10,7.193167021072125e-06
48.5,11,0.0001501024720076157
48.5,12,0.0003000981879330356
49.0,1,0.00017101856901080573
49.0,2,0.00017680526581878366
49.0,3,4.730493785699472e-06
49.0,4,2.1154070013415636e-05
49.0,5,2.7732365024161845e-05
49.0,6,0.007136648002924004
49.0,7,0.005652258556094538
49.0,8,3.53161368619392e-05
49.0,9,1.675123291482373e-05
49.0,10,6.169632616225067e-06
49.0,11,0.00015809149701500675
49.0,12,0.00031282403020665056
49.5,1,0.00017831398935439914
49.5,2,0.0001866840874986968
49.5,3,4.100450576883094e-06
49.5,4,1.8604253572019475e-05
49.5,5,3.3395179610419454e-05
49.5,6,0.007083352098622934
49.5,7,0.005684832368089297
49.5,8,4.417736503212159e-05
49.5,9,1.6035149521630393e-05
49.5,10,5.114142920604888e-06
49.5,11,0.00016477803245467485
49.5,12,0.00032473457430530624
50.0,1,0.00018517044649491221
50.0,2,0.00019519632987933475
50.0,3,3.3989882550738836e-06
50.0,4,1.4598273451587608e-05
50.0,5,3.227648796574966e-05
50.0,6,0.00707685055306787
50.0,7,0.005658180060140078
50.0,8,4.2905292829648215e-05
50.0,9,1.3119568536694405e-05
50.0,10,3.9953693619338445e-06
50.0,11,0.00016991665631784758
50.0,12,0.00033571086679889603
50.5,1,0.00019152281713927564
50.5,2,0.000202095158253919
50.5,3,2.6553755326943944e-06
50.5,4,1.1391337673286857e-05
50.5,5,2.4786609168635185e-05
50.5,6,0.007122019428468491
50.5,7,0.005587315770924435
50.5,8,3.2329179703028217e-05
50.5,9,1.046380374296956e-05
50.5,10,2.8106380092640853e-06
50.5,11,0.0001733367439999795
50.5,12,0.00034564528937915047
51.0,1,0.00019731261999943775
51.0,2,0.0002071427353052349
51.0,3,1.917947070365235e-06
51.0,4,1.1173696385873037e-05
51.0,5,1.4820619846107969e-05
51.0,6,0.007196111010778736
51.0,7,0.005515389253885333
51.0,8,1.8366513962575465e-05
51.0,9,1.072189823700493e-05
51.0,10,1.6503362218903393e-06
51.0,11,0.00017496616472361225
51.0,12,0.0003544435315050219
51.5,1,0.0002024881219292329
51.5,2,0.0002101397350062864
51.5,3,1.2556281637084152e-06
51.5,4,1.5073337575140922e-05
51.5,5,7.143934624234752e-06
51.5,6,0.0072642342605375495
51.5,7,0.005472681498115168
51.5,8,8.333503159066856e-06
51.5,9,1.5033842896298875e-05
51.5,10,7.113457190596342e-07
51.5,11,0.00017481451792925452
51.5,12,0.0003620250219827146
52.0,1,0.00020700368002226317
52.0,2,0.00021095431312310499
52.0,3,7.476935845329617e-07
52.0,4,2.253296456097338e-05
52.0,5,4.470147973196099e-06
52.0,6,0.00730276445739192
52.0,7,0.0054481549282054155
52.0,8,6.527032931828473e-06
52.0,9,2.2107951188771804e-05
52.0,10,2.4672870934489674e-07
52.0,11,0.0001729268583685279
52.0,12,0.00036832241497246516
52.5,1,0.00021081913554857643
52.5,2,0.00020953953599183914
52.5,3,4.7212901306704875e-07
52.5,4,3.138421073186275e-05
52.5,5,6.1575318747769055e-06
52.5,6,0.007315981883208479
52.5,7,0.005400408883151633
52.5,8,1.1936011249186704e-05
52.5,9,2.876758291931293e-05
52.5,10,4.863385177385986e-07
52.5,11,0.00016933834093607052
52.5,12,0.000373281253773431
53.0,1,0.00021390004059964956
53.0,2,0.00020593321280212214
53.0,3,5.071188974376787e-07
53.0,4,3.865325535072298e-05
53.0,5,9.1931654967182e-06
53.0,6,0.007334706980079481
53.0,7,0.005300169562214256
53.0,8,1.9428098932239873e-05
53.0,9,3.1759228665326385e-05
53.0,10,1.5879085227121729e-06
53.0,11,0.00016406055566392958
53.0,12,0.00037686079665062814
53.5,1,0.00021621900767529396
53.5,2,0.00020024166777239278
53.5,3,9.501115179993877e-07
53.5,4,4.180046254661633e-05
53.5,5,1.0523005647850327e-05
53.5,6,0.007396332062068757
53.5,7,0.005166766944849762
53.5,8,2.340338854068284e-05
53.5,9,2.9793156916725518e-05
53.5,10,3.658420435772039e-06
53.5,11,0.00015711018057565262
53.5,12,0.00037903620448287185
54.0,1,0.00021775778516679793
54.0,2,0.00019261553729688942
54.0,3,1.9406954228158367e-06
54.0,4,3.987208116925197e-05
54.0,5,8.98524909082754e-06
54.0,6,0.007517450419694065
54.0,7,0.005062950653276673
54.0,8,2.134992302603649e-05
54.0,9,2.4541539305241437e-05
54.0,10,6.831536748856808e-06
54.0,11,0.00014856243401440762
54.0,12,0.00037980129167674345
54.5,1,0.00021850916415039033
54.5,2,0.00018322822046906966
54.5,3,3.662385032776067e-06
54.5,4,3.4037638660360484e-05
54.5,5,5.610039385841046e-06
54.5,6,0.007676116491525862
54.5,7,0.005046452240106769
54.5,8,1.499932557125617e-05
54.5,9,1.9861365688552914e-05
54.5,10,1.1337431807496633e-05
54.5,11,0.00013859416794365407
54.5,12,0.0003791704327396156
55.0,1,0.0002184778050389504
55.0,2,0.00017226527593085486
55.0,3,6.3071676057338554e-06
55.0,4,2.7223284811692483e-05
55.0,5,2.3742682952406655e-06
55.0,6,0.007816548431591755
55.0,7,0.005115645664751452
55.0,8,8.578343348211263e-06
55.0,9,1.9569319476224672e-05
55.0,10,1.7496793729815004e-05
55.0,11,0.00012748650155648493
55.0,12,0.0003771784060972638
55.5,1,0.00021767955771138332
55.5,2,0.00015992726097947528
55.5,3,1.0013737671617021e-05
55.5,4,2.2939585466517946e-05
55.5,5,5.995495786221598e-07
55.5,6,0.007876487777781447
55.5,7,0.005197019713931044
55.5,8,5.650035376003236e-06
55.5,9,2.5046472269356357e-05
55.5,10,2.562121295845483e-05
55.5,11,0.00011558195921597262
55.5,12,0.0003738778902118262
56.0,1,0.00021613956891066555
56.0,2,0.00014644205742368884
56.0,3,1.481755975881613e-05
56.0,4,2.3774562474250915e-05
56.0,5,2.606718726628229e-07
56.0,6,0.007823391411175001
56.0,7,0.0051923356094672355
56.0,8,6.843320344609344e-06
56.0,9,3.417299121154963e-05
56.0,10,3.587545875376384e-05
56.0,11,0.00010321989676330423
56.0,12,0.0003693354924442241
56.5,1,0.00021389002338129733
56.5,2,0.00013207842244131247
56.5,3,2.0654884230174072e-05
56.5,4,3.0205381083899757e-05
56.5,5,5.670175631033512e-07
56.5,6,0.007678584135048307
56.5,7,0.005054838347866063
56.5,8,9.912043104744416e-06
56.5,9,4.237397101844077e-05
56.5,10,4.819841040299235e-05
56.5,11,9.068744360393117e-05
56.5,12,0.0003636279078527785
57.0,1,0.00021096844618280556
57.0,2,0.00011715196699828855
57.0,3,2.7433366309451565e-05
57.0,4,4.027677957274221e-05
57.0,5,1.0792576960806213e-06
57.0,6,0.007513390205050073
57.0,7,0.004835711309913751
57.0,8,1.1778312319491668e-05
57.0,9,4.5272433340961845e-05
57.0,10,6.235106429047222e-05
57.0,11,7.82122004002368e-05
57.0,12,0.0003568396326158786
57.5,1,0.00020741707289436177
57.5,2,0.0001020179637572775
57.5,3,3.5133488436120994e-05
57.5,4,5.033131801999685e-05
57.5,5,2.2253484288527695e-06
57.5,6,0.0074162363147529135
57.5,7,0.0046593980007689165
57.5,8,1.0845254201120404e-05
57.5,9,4.1377256208925156e-05
57.5,10,7.807350428544516e-05
57.5,11,6.599486748690393e-05
57.5,12,0.00034906267132890715
58.0,1,0.00020328312857528175
58.0,2,8.705084732900288e-05
58.0,3,4.387081863483608e-05
58.0,4,5.650967891999908e-05
58.0,5,4.686089557016435e-06
58.0,6,0.007446682398011242
58.0,7,0.0046392447103125066
58.0,8,7.868642812123068e-06
58.0,9,3.309995969595637e-05
58.0,10,9.524624675727002e-05
58.0,11,5.425376037855096e-05
58.0,12,0.0003403974420301699
58.5,1,0.00019861933143396502
58.5,2,7.261575536590002e-05
58.5,3,5.385919727673251e-05
58.5,4,5.6380695169836794e-05
58.5,5,8.212337908797721e-06
58.5,6,0.0076013485332131195
58.5,7,0.004793311002547806
58.5,8,4.949760914309235e-06
58.5,9,2.536254336020696e-05
58.5,10,0.00011393139563687828
58.5,11,4.324642015393078e-05
58.5,12,0.00033095331961271427
59.0,1,0.00019348383953744116
59.0,2,5.90407888755322e-05
59.0,3,6.527199959539922e-05
59.0,4,4.998221270597769e-05
59.0,5,1.10864552842841e-05
59.0,6,0.0078118223924009645
59.0,7,0.005025008208182704
59.0,8,3.711886816121749e-06
59.0,9,2.2577179040964797e-05
59.0,10,0.00013424044173673277
59.0,11,3.3250488820829756e-05
59.0,12,0.00032084741845562554
59.5,1,0.00018793921302529733
59.5,2,4.659846917577883e-05
59.5,3,7.807080260716373e-05
59.5,4,3.980187861884252e-05
59.5,5,1.1049098662914593e-05
59.5,6,0.007977743597908241
59.5,7,0.005187544717949822
59.5,8,4.281511921679123e-06
59.5,9,2.5878353034311347e-05
59.5,10,0.00015609743636496495
59.5,11,2.4514664261879025e-05
59.5,12,0.0003102012071820314
60.0,1,0.00018205053272254856
60.0,2,3.550109860253635e-05
60.0,3,9.190898339056467e-05
60.0,4,2.9695527539956153e-05
60.0,5,7.301386148576103e-06
60.0,6,0.008018468357239635
60.0,7,0.005187782086140526
60.0,8,5.901330994157437e-06
60.0,9,3.240388039223435e-05
60.0,10,0.00017905471400608155
60.0,11,1.721097706728075e-05
60.0,12,0.00029913579154498566
60.5,1,0.00017588325511217086
60.5,2,2.590883944150598e-05
60.5,3,0.00010618872494252122
60.5,4,2.3217830773963334e-05
60.5,5,2.082771828009287e-06
60.5,6,0.007915354442881484
60.5,7,0.005052760282320363
60.5,8,8.508968769123311e-06
60.5,9,3.7135502107351766e-05
60.5,10,0.00020230390426214046
60.5,11,1.141794563740836e-05
60.5,12,0.000287767471686304
61.0,1,0.00016950145377759757
61.0,2,1.7943838226506215e-05
61.0,3,0.00012026269131931673
61.0,4,2.2105831836235163e-05
61.0,5,2.6413869833806607e-07
61.0,6,0.007720786344310024
61.0,7,0.004907768179498069
61.0,8,1.3647809514885848e-05
61.0,9,3.6126912631198253e-05
61.0,10,0.00022490577553879
61.0,11,7.142105552238648e-06
61.0,12,0.0002762050396441068
61.5,1,0.0001629667979497858
61.5,2,1.1701263901216948e-05
61.5,3,0.00013367728660430416
61.5,4,2.5587659343818968e-05
61.5,5,6.618295428112423e-06
61.5,6,0.007527970953845188
61.5,7,0.004881163912339272
61.5,8,2.349056724174947e-05
61.5,9,2.899701539304299e-05
61.5,10,0.00024611268877049256
61.5,11,4.3589607645769595e-06
61.5,12,0.0002645493332215747
62.0,1,0.00015633816918643443
62.0,2,7.250147953567689e-06
62.0,3,0.00014631550854669848
62.0,4,3.081645893905642e-05
62.0,5,2.219860647303866e-05
62.0,6,0.00741761418130713
62.0,7,0.005008119936210876
62.0,8,3.8346134041314874e-05
62.0,9,1.9035510689690657e-05
62.0,10,0.0002655808957285697
62.0,11,3.0423689579721683e-06
62.0,12,0.0002528943714902623
62.5,1,0.00014967150568514243
62.5,2,4.622744583333849e-06
62.5,3,0.00015834603043677055
62.5,4,3.422226633837457e-05
62.5,5,4.2305164860271216e-05
62.5,6,0.007411398922334321
62.5,7,0.005207996753622269
62.5,8,5.459635678909089e-05
62.5,9,1.0885184102570326e-05
62.5,10,0.0002833276831134876
62.5,11,3.161998296162655e-06
62.5,12,0.0002413286544053563
63.0,1,0.00014301946438842917
63.0,2,3.7980045468378766e-06
63.0,3,0.00016999781860959002
63.0,4,3.316116871080345e-05
63.0,5,5.793004444149697e-05
63.0,6,0.007459527979007758
63.0,7,0.005353794556800964
63.0,8,6.523779449269947e-05
63.0,9,7.435065297773829e-06
63.0,10,0.0002994513548900977
63.0,11,4.653674626075076e-06
63.0,12,0.00022993531743790594
63.5,1,0.0001364307649646684
63.5,2,4.689028234043637e-06
63.5,3,0.0001812883443708937
63.5,4,2.7107772812681992e-05
63.5,5,6.049538071672805e-05
63.5,6,0.007471290057683381
63.5,7,0.005378979809525307
63.5,8,6.36326066508026e-05
63.5,9,8.09977673658342e-06
63.5,10,0.0003137946921227576
63.5,11,7.388639126923382e-06
63.5,12,0.0002187906852850767
64.0,1,0.00012994941644521533
64.0,2,7.143430505436301e-06
64.0,3,0.0001918681795095903
64.0,4,1.7845521725826888e-05
64.0,5,4.736924603898577e-05
64.0,6,0.007373275560527792
64.0,7,0.005334423982464961
64.0,8,4.8600574198002326e-05
64.0,9,9.655460865887687e-06
64.0,10,0.00032578212570226353
64.0,11,1.1169386247084576e-05
64.0,12,0.0002079618349572263
64.5,1,0.0001236141917801443
64.5,2,1.0959477098071271e-05
64.5,3,0.00020107981612331528
64.5,4,8.570757025213218e-06
64.5,5,2.465583831285512e-05
64.5,6,0.007162829503540964
64.5,7,0.005344705756313857
64.5,8,2.7365631975385387e-05
64.5,9,8.941800174271896e-06
64.5,10,0.0003345564365782988
64.5,11,1.5760530945012207e-05
64.5,12,0.00019750443051266584
65.0,1,0.00011745860209900871
65.0,2,1.591264079498619e-05
65.0,3,0.00020820176193835712
65.0,4,2.337397240923493e-06
65.0,5,4.985418247992453e-06
65.0,6,0.006924395017223673
65.0,7,0.005493710776749814
65.0,8,1.352237459836486e-05
65.0,9,5.3680987474955246e-06
65.0,10,0.0003393458247658719
65.0,11,2.0937027583781077e-05
65.0,12,0.00018746197524037791
65.5,1,0.00011151131707747046
65.5,2,2.1781373585122964e-05
65.5,3,0.00021273893625285665
65.5,4,5.963870668669375e-07
65.5,5,9.492472441723415e-07
65.5,6,0.006794498711672087
65.5,7,0.005732190646376793
65.5,8,2.0085566157611317e-05
65.5,9,1.3132723077311565e-06
65.5,10,0.00033983544776102116
65.5,11,2.6518258071839156e-05
65.5,12,0.00017786685126799194
66.0,1,0.00010579669457894883
66.0,2,2.836091108719222e-05
66.0,3,0.00021459592301590716
66.0,4,2.564304579808618e-06
66.0,5,1.7703111433518974e-05
66.0,6,0.006888579485787349
66.0,7,0.00589198879885237
66.0,8,5.115700268369535e-05
66.0,9,1.1744296301466802e-07
66.0,10,0.0003363065826987235
66.0,11,3.236558137000092e-05
66.0,12,0.00016874256417246901
66.5,1,0.00010033501986743461
66.5,2,3.5460207506780546e-05
66.5,3,0.0002140447702278958
66.5,4,5.773695063239936e-06
66.5,5,4.919870223286497e-05
66.5,6,0.007225650538956583
66.5,7,0.005812340054422747
66.5,8,9.742603150629148e-05
66.5,9,3.251011715984347e-06
66.5,10,0.00032945282132901374
66.5,11,3.8346946567211984e-05
66.5,12,0.0001601060372191969
67.0,1,9.514226498997833e-05
67.0,2,4.2886448094656516e-05
67.0,3,0.00021152412192577326
67.0,4,7.5698980488676555e-06
67.0,5,8.068111330108939e-05
67.0,6,0.007692582705315204
67.0,7,0.0054895292476763394
67.0,8,0.00013913662842920293
67.0,9,8.966305349776085e-06
67.0,10,0.00031999100361606057
67.0,11,4.4296656365889094e-05
67.0,12,0.00015196891156479657
67.5,1,9.022953590957654e-05
67.5,2,5.04288464114293e-05
67.5,3,0.00020740147884457588
67.5,4,6.800344101148099e-06
67.5,5,9.643347374753665e-05
67.5,6,0.008074220075095225
67.5,7,0.005126698615519957
67.5,8,0.00015587815221442593
67.5,9,1.3660776549075243e-05
67.5,10,0.00030831628601022694
67.5,11,5.0003425871005814e-05
67.5,12,0.00014433750014898586
68.0,1,8.560265283798743e-05
68.0,2,5.7854372365811815e-05
68.0,3,0.00020183775346182327
68.0,4,4.7680412870743605e-06
68.0,5,8.845703125045956e-05
68.0,6,0.00814462046650698
68.0,7,0.005021276384621853
68.0,8,0.00013808738685043868
68.0,9,1.504269218530489e-05
68.0,10,0.0002944177901231002
68.0,11,5.524107596468777e-05
68.0,12,0.000137211884404669
68.5,1,8.126232410756035e-05
68.5,2,6.492185253695973e-05
68.5,3,0.00019481467383652919
68.5,4,4.826087624587057e-06
68.5,5,6.097906678637213e-05
68.5,6,0.007782475904250117
68.5,7,0.005348037267281775
68.5,8,9.343488532233343e-05
68.5,9,1.4608343645267912e-05
68.5,10,0.00027809647731299737
68.5,11,5.982605854101456e-05
68.5,12,0.0001305851446260323
69.0,1,7.720509828219143e-05
69.0,2,7.141073230956567e-05
69.0,3,0.0001862780021953402
69.0,4,1.0673475514329807e-05
