time,sample_index,output_pair,probability,overlap
1.0,3,2-3,0.0006507413648632424,1
1.0,3,2-4,1.8095661478917155e-05,1
1.0,3,2-5,1.825085206559035e-07,0
1.0,3,2-6,1.4823087100179985e-07,0
1.0,3,2-7,1.4981873873422458e-08,0
1.0,3,2-8,4.362014770444717e-07,0
1.0,3,3-4,0.9909591914715552,2
1.0,3,3-5,0.0010652499144982153,1
1.0,3,3-6,0.001794860365564228,1
1.0,3,3-7,0.0009036406046829487,1
1.0,3,3-8,0.0009960401671701593,1
1.0,3,4-5,0.00048274558215774554,1
1.0,3,4-6,0.00047977972767535715,1
1.0,3,4-7,2.554016924960062e-06,1
1.0,3,4-8,0.000954002107949672,1
1.0,3,5-6,2.7262354166834116e-06,0
1.0,3,5-7,4.4374055679674257e-07,0
1.0,3,5-8,2.9204866325850186e-06,0
1.0,3,6-7,4.418792250390884e-07,0
1.0,3,6-8,4.031448866667931e-06,0
1.0,3,7-8,8.753603811624248e-07,0
1.0,4,1-2,8.732289838931918e-07,0
1.0,4,1-3,0.0001473827354773648,1
1.0,4,1-4,0.0016192406608965617,1
1.0,4,1-5,1.8554188011927017e-06,0
1.0,4,1-6,1.5001164085437143e-07,0
1.0,4,1-7,3.166417365727539e-08,0
1.0,4,1-8,9.761423033660746e-07,0
1.0,4,2-3,0.000194307144861958,1
1.0,4,2-4,0.0009250435731591988,1
1.0,4,2-5,1.0727526790651522e-06,0
1.0,4,2-6,8.806848977323736e-08,0
1.0,4,2-7,1.0806212437765153e-08,0
1.0,4,2-8,8.992992129538776e-07,0
1.0,4,3-4,0.9938929218219134,2
1.0,4,3-5,0.0011187925460221697,1
1.0,4,3-6,8.803131134366145e-05,1
1.0,4,3-7,4.024759482655987e-05,1
1.0,4,3-8,0.0001367939897660216,1
1.0,4,4-5,1.6741234131548144e-06,1
1.0,4,4-6,7.952085946055553e-07,1
1.0,4,4-7,4.1062849324594684e-05,1
1.0,4,4-8,0.0017854526219767946,1
1.0,4,5-6,2.3912538005972947e-09,0
1.0,4,5-7,4.295014416624283e-08,0
1.0,4,5-8,2.0454182710606313e-06,0
1.0,4,6-7,3.057472611667524e-09,0
1.0,4,6-8,1.6510349501530106e-07,0
1.0,4,7-8,3.750529021475469e-08,0
1.79,0,1-2,8.063825498136325e-09,0
1.79,0,1-3,3.175812589180747e-05,1
1.79,0,1-4,0.0018098727085662225,1
1.79,0,1-5,1.0355787796200103e-08,0
1.79,0,1-6,1.8708530360738578e-07,0
1.79,0,1-7,9.736646348378632e-06,0
1.79,0,1-8,5.799926699382891e-07,0
1.79,0,2-3,4.110313222658326e-06,1
1.79,0,2-4,2.1750949424974346e-05,1
1.79,0,2-5,1.9087846591494587e-09,0
1.79,0,2-6,2.9740900030782426e-09,0
1.79,0,2-7,1.0921430437917621e-07,0
1.79,0,2-8,1.1786127964919733e-08,0
1.79,0,3-4,0.9882301041495044,2
1.79,0,3-5,7.69400940088865e-06,1
1.79,0,3-6,0.00010050646242043063,1
1.79,0,3-7,0.005588385593818519,1
1.79,0,3-8,0.00028461095508376726,1
1.79,0,4-5,0.00045480008331804663,1
1.79,0,4-6,1.845275090179502e-05,1
1.79,0,4-7,0.0026946254240911545,1
1.79,0,4-8,0.0007380175583106439,1
1.79,0,5-6,4.537232021113563e-08,0
1.79,0,5-7,2.8294009452172105e-06,0
1.79,0,5-8,1.0105036160396683e-07,0
1.79,0,6-7,2.0445816853970043e-07,0
1.79,0,6-8,9.865170835265605e-08,0
1.79,0,7-8,1.3839552986401249e-06,0
1.79,1,1-2,3.1793049901059013e-07,0
1.79,1,1-3,6.919943479034369e-05,1
1.79,1,1-4,0.0014365003340249545,1
1.79,1,1-5,4.9577845611451084e-08,0
1.79,1,1-6,4.402542611215079e-06,0
1.79,1,1-7,4.567839469697669e-08,0
1.79,1,1-8,9.914002969414445e-08,0
1.79,1,2-3,0.00026787164852195715,1
1.79,1,2-4,0.00014802793641592067,1
1.79,1,2-5,1.6956401670540637e-07,0
1.79,1,2-6,5.979809729329002e-07,0
1.79,1,2-7,1.2047756336351497e-07,0
1.79,1,2-8,7.946898842364053e-09,0
1.79,1,3-4,0.993769018363425,2
1.79,1,3-5,3.4996977239117086e-06,1
1.79,1,3-6,0.0031331748598738413,1
1.79,1,3-7,4.0627572727795354e-05,1
1.79,1,3-8,6.711884193761601e-05,1
1.79,1,4-5,0.0006973324604588035,1
1.79,1,4-6,6.862349907979172e-05,1
1.79,1,4-7,0.00028893047956872285,1
1.79,1,4-8,1.037386635043576e-06,1
1.79,1,5-6,2.1760765615650174e-06,0
1.79,1,5-7,1.5418966007779663e-08,0
1.79,1,5-8,4.761729702396503e-08,0
1.79,1,6-7,9.663397556304001e-07,0
1.79,1,6-8,2.6980945889447795e-09,0
1.79,1,7-8,1.8495309511918887e-08,0
1.79,2,1-2,1.2700317699127916e-05,0
1.79,2,1-3,6.59250356193028e-05,1
1.79,2,1-4,0.0021682279524322797,1
1.79,2,1-5,4.152432124034513e-06,0
1.79,2,1-6,8.285329245792035e-08,0
1.79,2,1-7,2.3700677169434987e-07,0
1.79,2,1-8,4.534110702072916e-06,0
1.79,2,2-3,0.0064581199351804565,1
1.79,2,2-4,0.000669449512303397,1
1.79,2,2-5,1.751681254450272e-05,0
1.79,2,2-6,1.7601364261566328e-06,0
1.79,2,2-7,1.5567437005688199e-06,0
1.79,2,2-8,1.0127017427979289e-07,0
1.79,2,3-4,0.9842303944305159,2
1.79,2,3-5,0.0024487379045309106,1
1.79,2,3-6,7.349398185202503e-05,1
1.79,2,3-7,6.312023178916019e-05,1
1.79,2,3-8,0.0018968672828717152,1
1.79,2,4-5,0.001265407605593471,1
1.79,2,4-6,0.00018572160844423832,1
1.79,2,4-7,0.000311335472323885,1
1.79,2,4-8,0.00011710692092856819,1
1.79,2,5-6,9.712785447271047e-07,0
1.79,2,5-7,4.0927569461552023e-07,0
1.79,2,5-8,1.0839104015040033e-06,0
1.79,2,6-7,8.26259186883434e-09,0
1.79,2,6-8,2.5867662254696773e-07,0
1.79,2,7-8,7.190383246737383e-07,0
1.79,3,1-2,1.2926910093170047e-08,0
1.79,3,1-3,0.005077485019349581,1
1.79,3,1-4,0.00023281025006759124,1
1.79,3,1-5,1.2506244502433706e-05,0
1.79,3,1-6,1.107950890016676e-05,0
1.79,3,1-7,5.314104847995838e-07,0
1.79,3,1-8,1.3414074904048122e-05,0
1.79,3,2-3,0.00028940139716429944,1
1.79,3,2-4,2.4672793365712322e-05,1
1.79,3,2-5,1.552379185317918e-07,0
1.79,3,2-6,3.876778981756866e-08,0
1.79,3,2-7,6.719202796275936e-08,0
1.79,3,2-8,3.276929230814675e-07,0
1.79,3,3-4,0.9779898919590994,2
1.79,3,3-5,0.0028522403344157614,1
1.79,3,3-6,0.005060949468593833,1
1.79,3,3-7,0.0026139083213596735,1
1.79,3,3-8,0.0012720442236296688,1
1.79,3,4-5,0.0014912085850046475,1
1.79,3,4-6,0.0010510914500444079,1
1.79,3,4-7,2.2335969059534937e-05,1
1.79,3,4-8,0.0019193081514641062,1
1.79,3,5-6,2.0261235144909547e-05,0
1.79,3,5-7,3.891475485229984e-06,0
1.79,3,5-8,1.408239085481024e-05,0
1.79,3,6-7,2.6862333179192927e-06,0
1.79,3,6-8,1.8535352574920212e-05,0
1.79,3,7-8,5.062333643210052e-06,0
1.79,4,1-2,2.3460681298230515e-06,0
1.79,4,1-3,0.0002811291847820228,1
1.79,4,1-4,0.0011955979662632264,1
1.79,4,1-5,1.6230709291887277e-06,0
1.79,4,1-6,5.3621278169236816e-09,0
1.79,4,1-7,2.7435839824356787e-08,0
1.79,4,1-8,2.6980433663156496e-06,0
1.79,4,2-3,0.0005742033870620132,1
1.79,4,2-4,0.0017090676310674714,1
1.79,4,2-5,2.3177909899675406e-06,0
1.79,4,2-6,7.521340338875926e-09,0
1.79,4,2-7,2.383958380657613e-08,0
1.79,4,2-8,4.777958493527462e-06,0
1.79,4,3-4,0.9909761435675825,2
1.79,4,3-5,0.0013982925756939968,1
1.79,4,3-6,5.7159403918678906e-06,1
1.79,4,3-7,0.00010590655893561231,1
1.79,4,3-8,0.0003905399771634383,1
1.79,4,4-5,2.2469173907555206e-06,1
1.79,4,4-6,5.962318707644101e-07,1
1.79,4,4-7,0.0001274033036418209,1
1.79,4,4-8,0.0032145610272756708,1
1.79,4,5-6,1.2939942373503207e-09,0
1.79,4,5-7,1.8974770112377736e-07,0
1.79,4,5-8,4.430072918237422e-06,0
1.79,4,6-7,1.0980735657504774e-09,0
1.79,4,6-8,1.5744190612382295e-08,0
1.79,4,7-8,1.3068320053667215e-07,0
29.29,0,1-2,7.226383031070189e-10,0
29.29,0,1-3,1.537358947840598e-05,1
29.29,0,1-4,0.00069597467070913,1
29.29,0,1-5,7.343546357659114e-09,0
29.29,0,1-6,1.1540859201345247e-07,0
29.29,0,1-7,5.365987752566095e-07,0
29.29,0,1-8,3.28114565421882e-07,0
29.29,0,2-3,9.324605837476619e-08,1
29.29,0,2-4,5.3350347690883235e-05,1
29.29,0,2-5,1.087890395001754e-09,0
29.29,0,2-6,8.623871753296887e-09,0
29.29,0,2-7,9.542058161841348e-09,0
29.29,0,2-8,2.0135123834576025e-08,0
29.29,0,3-4,0.9765171270234986,2
29.29,0,3-5,2.369439888304145e-05,1
29.29,0,3-6,0.00015265402641477375,1
29.29,0,3-7,0.00016396680574505332,1
29.29,0,3-8,0.0003491721866107515,1
29.29,0,4-5,0.00041134469625092476,1
29.29,0,4-6,4.112318240922113e-05,1
29.29,0,4-7,0.02075819748649828,1
29.29,0,4-8,0.000803778276129141,1
29.29,0,5-6,5.41727174976907e-08,0
29.29,0,5-7,2.477437030615239e-07,0
29.29,0,5-8,5.9384751319321014e-08,0
29.29,0,6-7,3.4707921544261296e-06,0
29.29,0,6-8,2.105283116133798e-07,0
29.29,0,7-8,9.079864924084793e-06,0
29.29,1,1-2,2.0826107027272468e-07,0
29.29,1,1-3,6.109753166707144e-05,1
29.29,1,1-4,0.00159950620667108,1
29.29,1,1-5,1.2269477743822483e-08,0
29.29,1,1-6,1.6038012922798576e-06,0
29.29,1,1-7,1.3460820996757081e-08,0
29.29,1,1-8,2.3149137165104642e-07,0
29.29,1,2-3,4.270845028095406e-05,1
29.29,1,2-4,0.0009499231185534845,1
29.29,1,2-5,1.9969991128933603e-09,0
29.29,1,2-6,1.0277522659895717e-06,0
29.29,1,2-7,1.1705776124406896e-08,0
29.29,1,2-8,1.402082226397125e-07,0
29.29,1,3-4,0.9950292002197642,2
29.29,1,3-5,1.1311312094139478e-05,1
29.29,1,3-6,0.0009774649747612035,1
29.29,1,3-7,8.504844212403133e-07,1
29.29,1,3-8,0.00014187891258240403,1
29.29,1,4-5,0.0005018601512346594,1
29.29,1,4-6,0.00016773391485707187,1
29.29,1,4-7,0.0005098578174600602,1
29.29,1,4-8,2.2082042877874123e-06,1
29.29,1,5-6,4.578589001781477e-07,0
29.29,1,5-7,1.0011659733636642e-08,0
29.29,1,5-8,6.961314457592478e-08,0
29.29,1,6-7,5.009901673253652e-07,0
29.29,1,6-8,3.689841814813763e-08,0
29.29,1,7-8,7.238177787387791e-08,0
29.29,2,1-2,2.7751402841003213e-05,0
29.29,2,1-3,7.707235703871478e-05,1
29.29,2,1-4,0.0039016940922659625,1
29.29,2,1-5,4.2177935856741175e-05,0
29.29,2,1-6,1.642194471706241e-07,0
29.29,2,1-7,3.960603975457101e-08,0
29.29,2,1-8,0.00012752120721999793,0
29.29,2,2-3,0.0069101307224345146,1
29.29,2,2-4,0.0017493331649227717,1
29.29,2,2-5,9.143375481769487e-05,0
29.29,2,2-6,2.415385954867652e-06,0
29.29,2,2-7,3.5736909765671204e-06,0
29.29,2,2-8,0.00013018966993981506,0
29.29,2,3-4,0.8996897637845213,2
29.29,2,3-5,0.01920917360467484,1
29.29,2,3-6,4.862136202843841e-05,1
29.29,2,3-7,8.791231076221293e-05,1
29.29,2,3-8,0.03203363659096646,1
29.29,2,4-5,0.025633791070573095,1
29.29,2,4-6,0.0002931792666190811,1
29.29,2,4-7,0.0005697902438760676,1
29.29,2,4-8,0.00896926759316495,1
29.29,2,5-6,2.571635102879128e-06,0
29.29,2,5-7,1.4660799027106236e-05,0
29.29,2,5-8,0.00035683416115354027,0
29.29,2,6-7,3.748854858776264e-09,0
29.29,2,6-8,1.1351677560317858e-05,0
29.29,2,7-8,1.5944941359587976e-05,0
29.29,3,1-2,1.4625645379057166e-06,0
29.29,3,1-3,0.46505253805612207,1
29.29,3,1-4,0.004701579842622682,1
29.29,3,1-5,0.0013364239002371823,0
29.29,3,1-6,0.00035935099075973557,0
29.29,3,1-7,0.000461365080683205,0
29.29,3,1-8,0.0004901609482984847,0
29.29,3,2-3,0.00015784782171183995,1
29.29,3,2-4,2.825553924042908e-06,1
29.29,3,2-5,4.590836090057768e-07,0
29.29,3,2-6,1.276919951611488e-07,0
29.29,3,2-7,1.649156357458413e-07,0
29.29,3,2-8,1.6719464036307607e-07,0
29.29,3,3-4,0.513765163283076,2
29.29,3,3-5,0.004159014764965367,1
29.29,3,3-6,0.0009770311735614397,1
29.29,3,3-7,0.0051608345217814345,1
29.29,3,3-8,0.00044918729016659565,1
29.29,3,4-5,0.0013483380891954903,1
29.29,3,4-6,0.0003840313914124236,1
29.29,3,4-7,0.0006483278378490709,1
29.29,3,4-8,0.0005143908561547537,1
29.29,3,5-6,1.0937741344674224e-05,0
29.29,3,5-7,2.432518635034226e-06,0
29.29,3,5-8,9.93160464402577e-06,0
29.29,3,6-7,1.014585752078364e-06,0
29.29,3,6-8,2.401562598652661e-06,0
29.29,3,7-8,2.4891340856795524e-06,0
29.29,4,1-2,6.483757247137408e-07,0
29.29,4,1-3,0.0003411956564926804,1
29.29,4,1-4,0.0017602632012490673,1
29.29,4,1-5,1.991317769955772e-06,0
29.29,4,1-6,3.421484692539722e-08,0
29.29,4,1-7,1.2187905417197036e-07,0
29.29,4,1-8,1.0660845078533271e-06,0
29.29,4,2-3,7.320978744328012e-05,1
29.29,4,2-4,0.0008097750936328228,1
29.29,4,2-5,9.024284973466752e-07,0
29.29,4,2-6,1.4268001275559969e-08,0
29.29,4,2-7,3.112159997599069e-08,0
29.29,4,2-8,2.1644668549063264e-07,0
29.29,4,3-4,0.9944020242557928,2
29.29,4,3-5,0.0010978064975269344,1
29.29,4,3-6,1.8502835372910647e-05,1
29.29,4,3-7,2.1965026949739578e-06,1
29.29,4,3-8,0.0001665613652781803,1
29.29,4,4-5,1.3956797240640672e-06,1
29.29,4,4-6,2.854035887442954e-07,1
29.29,4,4-7,0.000491210401757687,1
29.29,4,4-8,0.0008289842563153801,1
29.29,4,5-6,3.9510771810530685e-10,0
29.29,4,5-7,5.402751216034544e-07,0
29.29,4,5-8,9.355599785234054e-07,0
29.29,4,6-7,9.040929285530646e-09,0
29.29,4,6-8,1.6993074506653475e-08,0
29.29,4,7-8,6.066223097108234e-08,0
100.0,0,1-2,1.4334502531546823e-09,0
100.0,0,1-3,8.611185719786076e-06,1
100.0,0,1-4,0.0006021297184859741,1
100.0,0,1-5,2.0713050157840516e-09,0
100.0,0,1-6,1.0734747731151972e-07,0
100.0,0,1-7,2.2735775677839748e-07,0
100.0,0,1-8,1.4548493109985187e-07,0
100.0,0,2-3,9.86683583759398e-07,1
100.0,0,2-4,3.978728923041837e-05,1
100.0,0,2-5,2.0058486121271883e-10,0
100.0,0,2-6,7.14415689675327e-09,0
100.0,0,2-7,2.725983861509639e-08,0
100.0,0,2-8,1.2774305037995816e-08,0
100.0,0,3-4,0.979455859825403,2
100.0,0,3-5,2.1680560559669296e-06,1
100.0,0,3-6,0.0001719065322028968,1
100.0,0,3-7,8.404223521018509e-05,1
100.0,0,3-8,0.00014606697197782698,1
100.0,0,4-5,0.0002604187794326674,1
100.0,0,4-6,1.1830569041184441e-06,1
100.0,0,4-7,0.01773411997830729,1
100.0,0,4-8,0.0014852670085335608,1
100.0,0,5-6,4.556111532963965e-08,0
100.0,0,5-7,2.2835231269437944e-08,0
100.0,0,5-8,3.231045485549948e-08,0
100.0,0,6-7,3.1288886334372845e-06,0
100.0,0,6-8,2.729195777449727e-07,0
100.0,0,7-8,3.4190901341624605e-06,0
100.0,1,1-2,6.689891443626371e-07,0
100.0,1,1-3,0.00014333474983241467,1
100.0,1,1-4,0.004978765414201044,1
100.0,1,1-5,2.0993448374359324e-07,0
100.0,1,1-6,1.0926600414117796e-05,0
100.0,1,1-7,1.5494043779537066e-06,0
100.0,1,1-8,7.422963777958564e-08,0
100.0,1,2-3,0.00016138143151982786,1
100.0,1,2-4,0.0009959606890764642,1
100.0,1,2-5,4.476065395830747e-08,0
100.0,1,2-6,2.5709215697207793e-06,0
100.0,1,2-7,3.306918195866131e-08,0
100.0,1,2-8,1.547690919907475e-08,0
100.0,1,3-4,0.9895687079409327,2
100.0,1,3-5,2.5346290131589493e-05,1
100.0,1,3-6,0.0022753348453746383,1
100.0,1,3-7,0.0002166513469417063,1
100.0,1,3-8,1.4130305040547716e-05,1
100.0,1,4-5,0.00018504172374249846,1
100.0,1,4-6,0.0001784895609963681,1
100.0,1,4-7,0.0012362540443687903,1
100.0,1,4-8,1.4915982971021472e-06,1
100.0,1,5-6,3.675158928305492e-07,0
100.0,1,5-7,9.791981009884704e-08,0
100.0,1,5-8,3.1525128599376672e-09,0
100.0,1,6-7,2.5268888746856973e-06,0
100.0,1,6-8,2.8949772628513582e-09,0
100.0,1,7-8,1.8301103792298088e-08,0
100.0,2,1-2,2.4703882443049826e-05,0
100.0,2,1-3,0.000138083019150415,1
100.0,2,1-4,0.008184350879989238,1
100.0,2,1-5,7.595640449597135e-05,0
100.0,2,1-6,7.379181007176627e-07,0
100.0,2,1-7,6.386368614100075e-07,0
100.0,2,1-8,0.000503826524834791,0
100.0,2,2-3,0.004555941706751837,1
100.0,2,2-4,0.0006088967112203975,1
100.0,2,2-5,0.00019441052212592396,0
100.0,2,2-6,1.2622218657697808e-06,0
100.0,2,2-7,2.730774516057746e-06,0
100.0,2,2-8,2.0749062645164606e-05,0
100.0,2,3-4,0.8475593571215575,2
100.0,2,3-5,0.012882153178011935,1
100.0,2,3-6,6.399355883804627e-06,1
100.0,2,3-7,3.2913470681055676e-05,1
100.0,2,3-8,0.06149368524345424,1
100.0,2,4-5,0.04910946555664521,1
100.0,2,4-6,0.0003695015892642729,1
100.0,2,4-7,0.0006387668512329261,1
100.0,2,4-8,0.009978187079414686,1
100.0,2,5-6,2.6878353095924826e-06,0
100.0,2,5-7,1.3991929683218647e-06,0
100.0,2,5-8,0.0035486231571193383,0
100.0,2,6-7,1.245637558250716e-08,0
100.0,2,6-8,2.3568267417918588e-05,0
100.0,2,7-8,4.099137966296664e-05,0
100.0,3,1-2,4.185369788572433e-06,0
100.0,3,1-3,0.07622270579790587,1
100.0,3,1-4,0.00325509624677204,1
100.0,3,1-5,0.0005002414453439793,0
100.0,3,1-6,1.2498824079755937e-05,0
100.0,3,1-7,5.891788394852586e-06,0
100.0,3,1-8,5.5357322076061535e-06,0
100.0,3,2-3,0.00033136178434327817,1
100.0,3,2-4,3.780554331682642e-05,1
100.0,3,2-5,1.776940381665423e-06,0
100.0,3,2-6,8.244954602340739e-08,0
100.0,3,2-7,1.0767325249424169e-07,0
100.0,3,2-8,2.9622347890619297e-09,0
100.0,3,3-4,0.8952208739988333,2
100.0,3,3-5,0.0017508327977633614,1
100.0,3,3-6,0.007000685422585335,1
100.0,3,3-7,0.006941305014087356,1
100.0,3,3-8,0.0011322424533778443,1
100.0,3,4-5,0.006583198988958404,1
100.0,3,4-6,0.0004539632127455013,1
100.0,3,4-7,0.00026911905080627445,1
100.0,3,4-8,0.00013828789954205923,1
100.0,3,5-6,5.87716890685063e-05,0
100.0,3,5-7,5.473759131059443e-05,0
100.0,3,5-8,1.0793065522943228e-05,0
100.0,3,6-7,4.270634606516228e-06,0
100.0,3,6-8,2.070320813143689e-06,0
100.0,3,7-8,1.555302410977284e-06,0
100.0,4,1-2,1.468981117902251e-06,0
100.0,4,1-3,7.098217731557321e-05,1
100.0,4,1-4,0.0003090950321506956,1
100.0,4,1-5,1.0913460782868156e-09,0
100.0,4,1-6,1.6500869665742202e-08,0
100.0,4,1-7,2.1532942069913196e-08,0
100.0,4,1-8,1.781362240101281e-06,0
100.0,4,2-3,0.00234460306524376,1
100.0,4,2-4,0.001728459681853727,1
100.0,4,2-5,1.0909719782929071e-08,0
100.0,4,2-6,1.0560773302870859e-07,0
100.0,4,2-7,4.22444384425148e-07,0
100.0,4,2-8,1.987408711286749e-05,0
100.0,4,3-4,0.9904342261571198,2
100.0,4,3-5,2.5021840115693883e-06,1
100.0,4,3-6,4.80206296539763e-05,1
100.0,4,3-7,1.041672931583673e-05,1
100.0,4,3-8,0.002869121106877722,1
100.0,4,4-5,2.158876485516025e-06,1
100.0,4,4-6,5.360156169649793e-07,1
100.0,4,4-7,0.00011106588157490128,1
100.0,4,4-8,0.0020444525354560484,1
100.0,4,5-6,1.0222615238851517e-10,0
100.0,4,5-7,3.1186459234495423e-10,0
100.0,4,5-8,1.354113961702153e-08,0
100.0,4,6-7,5.749457048236428e-09,0
100.0,4,6-8,1.2509528139816418e-07,0
100.0,4,7-8,5.126098893176199e-07,0
1000.0,0,1-2,8.873919234809373e-09,0
1000.0,0,1-3,1.2363805222134896e-06,1
1000.0,0,1-4,0.0020962419144483556,1
1000.0,0,1-5,1.691847148014339e-08,0
1000.0,0,1-6,2.1005164900415327e-08,0
1000.0,0,1-7,1.8170241376488212e-06,0
1000.0,0,1-8,3.124255253279554e-07,0
1000.0,0,2-3,3.775786445097721e-06,1
1000.0,0,2-4,3.3331164594149525e-05,1
1000.0,0,2-5,6.164390641909342e-10,0
1000.0,0,2-6,3.071820186171964e-10,0
1000.0,0,2-7,7.352033168241917e-08,0
1000.0,0,2-8,1.0189145283918518e-08,0
1000.0,0,3-4,0.9892383498220363,2
1000.0,0,3-5,8.927383964888504e-06,1
1000.0,0,3-6,9.83100775079852e-06,1
1000.0,0,3-7,0.0007742602330786596,1
1000.0,0,3-8,0.00013619007157822385,1
1000.0,0,4-5,0.00013299069342108182,1
1000.0,0,4-6,6.738631657478976e-05,1
1000.0,0,4-7,0.006664139482898131,1
1000.0,0,4-8,0.0008277221639971748,1
1000.0,0,5-6,6.22395588721413e-10,0
1000.0,0,5-7,9.986305234845976e-09,0
1000.0,0,5-8,2.6118845896571103e-09,0
1000.0,0,6-7,1.9005506582296518e-07,0
1000.0,0,6-8,2.9634699635073964e-08,0
1000.0,0,7-8,3.1237880226762173e-06,0
1000.0,1,1-2,3.2490834872585294e-08,0
1000.0,1,1-3,1.7391453333842294e-05,1
1000.0,1,1-4,0.004788343281175889,1
1000.0,1,1-5,2.266131004776759e-08,0
1000.0,1,1-6,8.702016488966726e-06,0
1000.0,1,1-7,7.045721892487992e-07,0
1000.0,1,1-8,2.1584529397159525e-08,0
1000.0,1,2-3,0.00015492661043567624,1
1000.0,1,2-4,0.005737974832830963,1
1000.0,1,2-5,2.2816754213167223e-08,0
1000.0,1,2-6,1.1168065923786043e-05,0
1000.0,1,2-7,8.546342814196213e-07,0
1000.0,1,2-8,2.7428294960290672e-08,0
1000.0,1,3-4,0.9809337649808979,2
1000.0,1,3-5,2.4882259929905777e-07,1
1000.0,1,3-6,0.0018782255060682434,1
1000.0,1,3-7,4.896527614901284e-05,1
1000.0,1,3-8,4.328061937594576e-06,1
1000.0,1,4-5,0.0003450732516327936,1
1000.0,1,4-6,0.00013612802104003347,1
1000.0,1,4-7,0.005917197656964514,1
