target_id,condition,time,observable,value,seed,gamma_lead,gamma_rec,parameter_match,artifact_stage
T009,with_rescue,30.0,bright,0.6779511021028665,0,0.05,0.05,paper_subset,exploratory
T009,with_rescue,31.0,bright,0.6822973515912767,0,0.05,0.05,paper_subset,exploratory
T009,with_rescue,32.0,bright,0.6854347438858837,0,0.05,0.05,paper_subset,exploratory
T009,with_rescue,33.0,bright,0.6886651816023318,0,0.05,0.05,paper_subset,exploratory
T009,with_rescue,34.0,bright,0.6913250646561968,0,0.05,0.05,paper_subset,exploratory
T009,with_rescue,35.0,bright,0.6935450198633986,0,0.05,0.05,paper_subset,exploratory
T009,with_rescue,36.0,bright,0.6957479000442282,0,0.05,0.05,paper_subset,exploratory
T009,with_rescue,37.0,bright,0.697411353932578,0,0.05,0.05,paper_subset,exploratory
T009,with_rescue,38.0,bright,0.6989723980908874,0,0.05,0.05,paper_subset,exploratory
T009,with_rescue,39.0,bright,0.7000920889003655,0,0.05,0.05,paper_subset,exploratory
T009,with_rescue,40.0,bright,0.7012563623580177,0,0.05,0.05,paper_subset,exploratory
T009,with_rescue,41.0,bright,0.7019618115594325,0,0.05,0.05,paper_subset,exploratory
T009,with_rescue,42.0,bright,0.70236607647129,0,0.05,0.05,paper_subset,exploratory
T009,with_rescue,43.0,bright,0.7028457045231339,0,0.05,0.05,paper_subset,exploratory
T009,with_rescue,44.0,bright,0.7027980887713354,0,0.05,0.05,paper_subset,exploratory
T009,with_rescue,45.0,bright,0.7028388788497779,0,0.05,0.05,paper_subset,exploratory
T009,with_rescue,46.0,bright,0.7025702277065853,0,0.05,0.05,paper_subset,exploratory
T009,with_rescue,47.0,bright,0.702047073852599,0,0.05,0.05,paper_subset,exploratory
T009,with_rescue,48.0,bright,0.7015533203452825,0,0.05,0.05,paper_subset,exploratory
T009,with_rescue,49.0,bright,0.7007044547404364,0,0.05,0.05,paper_subset,exploratory
T009,with_rescue,50.0,bright,0.6999056658473148,0,0.05,0.05,paper_subset,exploratory
T009,with_rescue,51.0,bright,0.698960653251868,0,0.05,0.05,paper_subset,exploratory
T009,with_rescue,52.0,bright,0.6977756761990352,0,0.05,0.05,paper_subset,exploratory
T009,with_rescue,53.0,bright,0.6965940922004576,0,0.05,0.05,paper_subset,exploratory
