a,gamma,block_length,entropy_bits,mode_min,mode_max,quadrature_points
0.1,1.0,13,0.0151661892365948,0.998744497317795,1,65536
0.1,1.0,14,0.015166189236602,0.998744497317795,1,65536
0.1,1.0,15,0.0151661892366046,0.998744497317794,1,65536
0.1,1.0,16,0.0151661892366388,0.998744497317795,1,65536
0.1,1.0,17,0.0151661892366134,0.998744497317795,1,65536
0.1,1.0,18,0.0151661892366268,0.998744497317796,1,65536
0.1,1.0,19,0.015166189236709,0.998744497317795,1,65536
0.1,1.0,20,0.0151661892366737,0.998744497317795,1,65536
0.12,1.0,1,0.0190510879215152,0.996390221216522,0.996390221216522,65536
0.12,1.0,2,0.0209040973311708,0.997971827144134,0.998405392930755,65536
0.12,1.0,3,0.0209231984651746,0.99816415747556,0.999999997114982,65536
0.12,1.0,4,0.0209234404620343,0.998185824418575,0.999999998860476,65536
0.12,1.0,5,0.0209234435387195,0.998188250710479,0.999999999999997,65536
0.12,1.0,6,0.0209234435785983,0.998188523544056,1,65536
0.12,1.0,7,0.0209234435791439,0.99818855439827,1,65536
0.12,1.0,8,0.0209234435791652,0.99818855790636,1,65536
0.12,1.0,9,0.0209234435791447,0.998188558307123,1,65536
0.12,1.0,10,0.0209234435791462,0.998188558353095,1,65536
0.12,1.0,11,0.0209234435791774,0.998188558358387,1,65536
0.12,1.0,12,0.0209234435791328,0.998188558358999,1,65536
0.12,1.0,13,0.0209234435792178,0.998188558359069,1,65536
0.12,1.0,14,0.0209234435791889,0.998188558359077,1,65536
0.12,1.0,15,0.0209234435791802,0.998188558359078,1,65536
0.12,1.0,16,0.0209234435791703,0.998188558359078,1,65536
0.12,1.0,17,0.0209234435792233,0.998188558359078,1,65536
0.12,1.0,18,0.0209234435792372,0.998188558359078,1,65536
0.12,1.0,19,0.0209234435792583,0.998188558359078,1,65536
0.12,1.0,20,0.020923443579301,0.998188558359078,1,65536
0.14,1.0,1,0.0248578034115308,0.995081843842707,0.995081843842707,65536
0.14,1.0,2,0.0274007247609694,0.997184168582845,0.997873561223407,65536
0.14,1.0,3,0.0274363204494943,0.99748346059299,0.999999992752653,65536
0.14,1.0,4,0.0274369332786803,0.99752281513755,0.999999997245216,65536
0.14,1.0,5,0.0274369438814973,0.997527956861936,0.99999999999999,65536
0.14,1.0,6,0.0274369440686178,0.997528631381007,0.999999999999997,65536
0.14,1.0,7,0.0274369440719649,0.997528720369334,1,65536
0.14,1.0,8,0.0274369440720164,0.99752873217283,1,65536
0.14,1.0,9,0.0274369440720161,0.997528733745913,1,65536
0.14,1.0,10,0.0274369440720251,0.997528733956425,1,65536
0.14,1.0,11,0.0274369440720502,0.997528733984696,1,65536
0.14,1.0,12,0.0274369440720869,0.997528733988505,1,65536
0.14,1.0,13,0.0274369440720721,0.997528733989019,1,65536
0.14,1.0,14,0.0274369440721054,0.997528733989089,1,65536
0.14,1.0,15,0.0274369440720721,0.997528733989098,1,65536
0.14,1.0,16,0.0274369440721021,0.997528733989099,1,65536
0.14,1.0,17,0.0274369440721608,0.997528733989099,1,65536
0.14,1.0,18,0.0274369440721039,0.997528733989099,1,65536
0.14,1.0,19,0.0274369440721595,0.997528733989099,1,65536
0.14,1.0,20,0.0274369440721803,0.997528733989099,1,65536
0.16,1.0,1,0.0312584594775211,0.993568947657165,0.993568947657165,65536
0.16,1.0,2,0.0346091851533848,0.99624856082467,0.99727919426237,65536
0.16,1.0,3,0.0346702905536041,0.996686216228441,0.999999983921592,65536
0.16,1.0,4,0.0346716621435092,0.996752022503707,0.999999994116908,65536
0.16,1.0,5,0.0346716931315918,0.996761849199515,0.999999999999962,65536
0.16,1.0,6,0.0346716938457523,0.996763322442253,0.999999999999987,65536
0.16,1.0,7,0.0346716938625061,0.996763544560152,0.999999999999999,65536
0.16,1.0,8,0.0346716938629161,0.996763578229121,1,65536
0.16,1.0,9,0.0346716938628914,0.996763583357033,1,65536
0.16,1.0,10,0.0346716938629498,0.99676358414125,1,65536
0.16,1.0,11,0.0346716938629272,0.996763584261608,1,65536
0.16,1.0,12,0.0346716938629291,0.996763584280136,1,65536
0.16,1.0,13,0.0346716938629428,0.996763584282996,1,65536
0.16,1.0,14,0.0346716938629378,0.996763584283438,1,65536
0.16,1.0,15,0.0346716938629988,0.996763584283507,1,65536
0.16,1.0,16,0.0346716938629731,0.996763584283518,1,65536
0.16,1.0,17,0.0346716938630264,0.996763584283519,1,65536
0.16,1.0,18,0.034671693862986,0.996763584283519,1,65536
0.16,1.0,19,0.0346716938631114,0.99676358428352,1,65536
0.16,1.0,20,0.0346716938630517,0.996763584283519,1,65536
0.18,1.0,1,0.0382178874358648,0.991850116182419,0.991850116182419,65536
0.18,1.0,2,0.0424983308413729,0.995157020158673,0.99662701278371,65536
0.18,1.0,3,0.0425968540708109,0.995767246462568,0.999999967563072,65536
0.18,1.0,4,0.0425996474609809,0.995870538389916,0.999999988571837,65536
0.18,1.0,5,0.0425997273152647,0.995887892715493,0.999999999999878,65536
0.18,1.0,6,0.0425997296440279,0.995890819713937,0.999999999999963,65536
0.18,1.0,7,0.042599729713109,0.995891316153099,1,65536
0.18,1.0,8,0.0425997297151921,0.99589140080634,1,65536
0.18,1.0,9,0.0425997297152927,0.995891415310277,1,65536
0.18,1.0,10,0.0425997297152856,0.995891417805534,1,65536
0.18,1.0,11,0.0425997297153121,0.995891418236344,1,65536
0.18,1.0,12,0.04259972971529,0.995891418310953,1,65536
0.18,1.0,13,0.0425997297153508,0.995891418323908,1,65536
0.18,1.0,14,0.0425997297153124,0.995891418326163,1,65536
0.18,1.0,15,0.0425997297152632,0.995891418326556,1,65536
0.18,1.0,16,0.042599729715327,0.995891418326625,1,65536
0.18,1.0,17,0.0425997297153457,0.995891418326638,1,65536
0.18,1.0,18,0.0425997297153546,0.995891418326639,1,65536
0.18,1.0,19,0.0425997297153793,0.99589141832664,1,65536
0.18,1.0,20,0.0425997297154431,0.99589141832664,1,65536
0.2,1.0,1,0.0457057353847121,0.989923721947668,0.989923721947668,65536
0.2,1.0,2,0.0510420124962405,0.99390122187802,0.995921605864405,65536
0.2,1.0,3,0.0511932038720955,0.994720607699083,0.999999939292394,65536
0.2,1.0,4,0.0511984847451728,0.99487483406456,0.999999979399776,65536
0.2,1.0,5,0.051198671067044,0.994903629408791,0.99999999999966,65536
0.2,1.0,6,0.0511986777739742,0.994909025715123,0.999999999999899,65536
0.2,1.0,7,0.051198678019513,0.994910042625956,1,65536
0.2,1.0,8,0.0511986780286721,0.994910235289187,1,65536
0.2,1.0,9,0.0511986780289625,0.994910271964955,1,65536
0.2,1.0,10,0.051198678029011,0.994910278975433,1,65536
0.2,1.0,11,0.0511986780290195,0.994910280320237,1,65536
0.2,1.0,12,0.051198678029039,0.994910280579002,1,65536
0.2,1.0,13,0.0511986780290274,0.994910280628927,1,65536
0.2,1.0,14,0.0511986780290233,0.994910280638582,1,65536
0.2,1.0,15,0.0511986780290715,0.994910280640453,1,65536
0.2,1.0,16,0.0511986780291228,0.994910280640816,1,65536
0.2,1.0,17,0.0511986780290626,0.994910280640886,1,65536
0.2,1.0,18,0.051198678029063,0.9949102806409,1,65536
0.2,1.0,19,0.051198678029052,0.994910280640903,1,65536
0.2,1.0,20,0.0511986780290556,0.994910280640903,1,65536
0.22,1.0,1,0.0536954787596576,0.987787917586092,0.987787917586092,65536
0.22,1.0,2,0.0602180505358553,0.992472476905333,0.995167439184882,65536
0.22,1.0,3,0.0604409677031893,0.993539560727277,0.999999893083931,65536
0.22,1.0,4,0.0604503672856094,0.993760693404744,0.999999965047471,65536
0.22,1.0,5,0.060450768440542,0.993806118136991,0.999999999999143,65536
0.22,1.0,6,0.0604507859095978,0.993815482298303,0.999999999999755,65536
0.22,1.0,7,0.0604507866833729,0.993817423348794,1,65536
0.22,1.0,8,0.0604507867181263,0.993817827858211,1,65536
0.22,1.0,9,0.0604507867196842,0.99381791255828,1,65536
0.22,1.0,10,0.0604507867197431,0.993817930366789,1,65536
0.22,1.0,11,0.0604507867197681,0.99381793412443,1,65536
0.22,1.0,12,0.0604507867197376,0.993817934919747,1,65536
0.22,1.0,13,0.0604507867197784,0.99381793508853,1,65536
0.22,1.0,14,0.0604507867198067,0.993817935124434,1,65536
0.22,1.0,15,0.0604507867197544,0.993817935132087,1,65536
0.22,1.0,16,0.0604507867197964,0.993817935133721,1,65536
0.22,1.0,17,0.060450786719811,0.99381793513407,1,65536
0.22,1.0,18,0.0604507867198739,0.993817935134145,1,65536
0.22,1.0,19,0.060450786719849,0.993817935134162,1,65536
0.22,1.0,20,0.060450786719791,0.993817935134164,1,65536
0.24,1.0,1,0.0621637163657334,0.985440625504007,0.985440625504007,65536
0.24,1.0,2,0.0700074956766462,0.990861706136346,0.994368863156454,65536
0.24,1.0,3,0.0703254839965615,0.992216536193346,0.999999820934226,65536
0.24,1.0,4,0.0703414019353147,0.992523140955397,0.999999943588827,65536
0.24,1.0,5,0.070342210116323,0.992591865326332,0.999999999998014,65536
0.24,1.0,6,0.0703422519905197,0.992607321205862,0.999999999999457,65536
0.24,1.0,7,0.0703422541976501,0.992610816174571,1,65536
0.24,1.0,8,0.0703422543154762,0.9926116107025,1,65536
0.24,1.0,9,0.0703422543218733,0.992611792185713,1,65536
0.24,1.0,10,0.0703422543221944,0.992611833810547,1,65536
0.24,1.0,11,0.0703422543222622,0.992611843391606,1,65536
0.24,1.0,12,0.0703422543222776,0.992611845603745,1,65536
0.24,1.0,13,0.0703422543222197,0.99261184611587,1,65536
0.24,1.0,14,0.0703422543222339,0.992611846234711,1,65536
0.24,1.0,15,0.0703422543222731,0.992611846262344,1,65536
0.24,1.0,16,0.0703422543222637,0.992611846268782,1,65536
0.24,1.0,17,0.070342254322282,0.992611846270284,1,65536
0.24,1.0,18,0.0703422543223466,0.992611846270635,1,65536
0.24,1.0,19,0.0703422543222975,0.992611846270718,1,65536
0.24,1.0,20,0.0703422543223339,0.992611846270736,1,65536
0.26,1.0,1,0.0710896523173935,0.98287952597363,0.98287952597363,65536
0.26,1.0,2,0.0803940781020194,0.989059412192608,0.993530120974963,65536
0.26,1.0,3,0.080835265408856,0.990743095068308,0.999999712506666,65536
0.26,1.0,4,0.080861117219188,0.99115636411361,0.999999912702563,65536
0.26,1.0,5,0.0808626569922656,0.991256745735965,0.999999999995713,65536
0.26,1.0,6,0.0808627506007975,0.991281204058334,0.999999999998874,65536
0.26,1.0,7,0.0808627563905202,0.991287195563249,1,65536
0.26,1.0,8,0.0808627567532746,0.991288671106476,1,65536
0.26,1.0,9,0.0808627567762557,0.991289036218828,1,65536
0.26,1.0,10,0.0808627567777701,0.991289126935999,1,65536
0.26,1.0,11,0.0808627567778451,0.99128914955628,1,65536
0.26,1.0,12,0.080862756777858,0.991289155214051,1,65536
0.26,1.0,13,0.0808627567778733,0.991289156632973,1,65536
0.26,1.0,14,0.0808627567778387,0.991289156989666,1,65536
0.26,1.0,15,0.0808627567778577,0.991289157079518,1,65536
0.26,1.0,16,0.080862756777859,0.991289157102195,1,65536
0.26,1.0,17,0.0808627567778952,0.991289157107926,1,65536
0.26,1.0,18,0.080862756778018,0.991289157109378,1,65536
0.26,1.0,19,0.0808627567778566,0.991289157109745,1,65536
0.26,1.0,20,0.0808627567779209,0.991289157109838,1,65536
0.28,1.0,1,0.0804547046105104,0.980102043472809,0.980102043472809,65536
0.28,1.0,2,0.0913637852280984,0.987055648224633,0.992655356664263,65536
0.28,1.0,3,0.0919615898156061,0.989109883623165,0.999999554760904,65536
0.28,1.0,4,0.092002103436313,0.989653628610463,0.999999869657736,65536
0.28,1.0,5,0.0920049006895296,0.989795912320228,0.999999999991293,65536
0.28,1.0,6,0.0920050978632866,0.989833250280916,0.999999999997801,65536
0.28,1.0,7,0.0920051120045968,0.989843100529541,1,65536
0.28,1.0,8,0.0920051130322045,0.989845712923499,1,65536
0.28,1.0,9,0.0920051131075951,0.989846409044624,1,65536
0.28,1.0,10,0.0920051131132245,0.989846595304109,1,65536
0.28,1.0,11,0.09200511311366,0.989846645318817,1,65536
0.28,1.0,12,0.0920051131136721,0.98984665879034,1,65536
0.28,1.0,13,0.0920051131136582,0.989846662428672,1,65536
0.28,1.0,14,0.0920051131136568,0.989846663413615,1,65536
0.28,1.0,15,0.0920051131137035,0.989846663680805,1,65536
0.28,1.0,16,0.0920051131137075,0.989846663753422,1,65536
0.28,1.0,17,0.0920051131136719,0.989846663773189,1,65536
0.28,1.0,18,0.0920051131138015,0.989846663778579,1,65536
0.28,1.0,19,0.0920051131137076,0.98984666378005,1,65536
0.28,1.0,20,0.092005113113713,0.989846663780452,1,65536
0.3,1.0,1,0.0902422032368608,0.977105331061585,0.977105331061585,65536
0.3,1.0,2,0.102904530373252,0.984839983347883,0.991748623176782,65536
0.3,1.0,3,0.103698180825196,0.987306582331408,0.999999331569786,65536
0.3,1.0,4,0.103759746706418,0.988007186336431,0.999999811307341,65536
0.3,1.0,5,0.103764623852317,0.988203694054056,0.999999999983219,65536
0.3,1.0,6,0.103765018392004,0.988258951271234,0.999999999995921,65536
0.3,1.0,7,0.103765050869273,0.988274570416574,0.999999999999999,65536
0.3,1.0,8,0.103765053578162,0.988279008605455,1,65536
0.3,1.0,9,0.103765053806408,0.988280275684807,1,65536
0.3,1.0,10,0.103765053825786,0.988280638919832,1,65536
0.3,1.0,11,0.103765053827414,0.988280743420063,1,65536
0.3,1.0,12,0.103765053827555,0.988280773576973,1,65536
0.3,1.0,13,0.103765053827609,0.988280782303151,1,65536
0.3,1.0,14,0.103765053827615,0.988280784834109,1,65536
0.3,1.0,15,0.103765053827647,0.98828078556972,1,65536
0.3,1.0,16,0.103765053827613,0.988280785783917,1,65536
0.3,1.0,17,0.103765053827617,0.98828078584639,1,65536
0.3,1.0,18,0.103765053827678,0.988280785864638,1,65536
0.3,1.0,19,0.103765053827656,0.988280785869976,1,65536
0.3,1.0,20,0.103765053827718,0.988280785871539,1,65536
0.32,1.0,1,0.100437153686175,0.973886252545629,0.973886252545629,65536
0.32,1.0,2,0.115005887661916,0.982401464223127,0.990813890623541,65536
0.32,1.0,3,0.116040952895618,0.985321848011633,0.999999023325919,65536
0.32,1.0,4,0.116132031877217,0.986208174406775,0.99999973409001,65536
0.32,1.0,5,0.116140236138151,0.986473480375919,0.999999999969104,65536
0.32,1.0,6,0.116140991045867,0.986553068866351,0.999999999992764,65536
0.32,1.0,7,0.116141061735041,0.986577066162822,0.999999999999999,65536
0.32,1.0,8,0.116141068442688,0.98658433955124,1,65536
0.32,1.0,9,0.116141069085559,0.986586554451448,1,65536
0.32,1.0,10,0.116141069147632,0.986587231710968,1,65536
0.32,1.0,11,0.116141069153669,0.986587439537589,1,65536
0.32,1.0,12,0.116141069154299,0.986587503509237,1,65536
0.32,1.0,13,0.116141069154327,0.986587523253552,1,65536
0.32,1.0,14,0.116141069154399,0.986587529361858,1,65536
0.32,1.0,15,0.116141069154397,0.986587531255523,1,65536
0.32,1.0,16,0.116141069154379,0.986587531843673,1,65536
0.32,1.0,17,0.116141069154381,0.986587532026647,1,65536
0.32,1.0,18,0.116141069154373,0.986587532083653,1,65536
0.32,1.0,19,0.116141069154444,0.986587532101439,1,65536
0.32,1.0,20,0.116141069154407,0.986587532106994,1,65536
0.34,1.0,1,0.111026049588649,0.970441362128895,0.970441362128895,65536
0.34,1.0,2,0.127658876455977,0.979728572207093,0.989855054713023,65536
0.34,1.0,3,0.128987804090364,0.983143248394771,0.999998606539285,65536
0.34,1.0,4,0.129119397102004,0.984246504185042,0.999999634039652,65536
0.34,1.0,5,0.129132769725265,0.984597590652766,0.999999999945355,65536
0.34,1.0,6,0.129134158367934,0.984709515871128,0.99999999998766,65536
0.34,1.0,7,0.129134305129006,0.984745374335926,0.999999999999998,65536
0.34,1.0,8,0.129134320848018,0.984756922055124,0.999999999999999,65536
0.34,1.0,9,0.129134322548568,0.984760658300065,1,65536
0.34,1.0,10,0.129134322734008,0.984761872121744,1,65536
0.34,1.0,11,0.129134322754327,0.984762267869585,1,65536
0.34,1.0,12,0.12913432275663,0.984762397295867,1,65536
0.34,1.0,13,0.129134322756867,0.984762439737781,1,65536
0.34,1.0,14,0.129134322756914,0.984762453688361,1,65536
0.34,1.0,15,0.129134322756876,0.984762458283448,1,65536
0.34,1.0,16,0.129134322756978,0.984762459799793,1,65536
0.34,1.0,17,0.129134322756967,0.984762460301003,1,65536
0.34,1.0,18,0.12913432275691,0.984762460466917,1,65536
0.34,1.0,19,0.129134322756929,0.984762460521913,1,65536
0.34,1.0,20,0.129134322757007,0.984762460540164,1,65536
0.36,1.0,1,0.121996723286817,0.966766881200288,0.966766881200288,65536
0.36,1.0,2,0.140855783672498,0.97680917539558,0.98887594548741,65536
0.36,1.0,3,0.142538444557057,0.980757188146202,0.999998053426559,65536
0.36,1.0,4,0.142724627879949,0.982110738769079,0.99999950680281,65536
0.36,1.0,5,0.14274582316648,0.98256712677302,0.999999999906734,65536
0.36,1.0,6,0.142748289830231,0.982721216051397,0.999999999979675,65536
0.36,1.0,7,0.14274858202421,0.982773490740411,0.999999999999996,65536
0.36,1.0,8,0.142748617104523,0.982791315561972,1,65536
0.36,1.0,9,0.142748621358892,0.982797421932684,1,65536
0.36,1.0,10,0.142748621878856,0.982799522407196,1,65536
0.36,1.0,11,0.142748621942823,0.982800247501103,1,65536
0.36,1.0,12,0.142748621950719,0.982800498580459,1,65536
0.36,1.0,13,0.142748621951756,0.982800585756372,1,65536
0.36,1.0,14,0.142748621951841,0.98280061609579,1,65536
0.36,1.0,15,0.142748621951878,0.982800626676695,1,65536
0.36,1.0,16,0.142748621951864,0.982800630373629,1,65536
0.36,1.0,17,0.142748621951886,0.982800631667463,1,65536
0.36,1.0,18,0.142748621951847,0.982800632120943,1,65536
0.36,1.0,19,0.142748621951977,0.982800632280097,1,65536
0.36,1.0,20,0.1427486219519,0.982800632336023,1,65536
0.38,1.0,1,0.133338226451723,0.962858671829234,0.962858671829234,65536
0.38,1.0,2,0.154590015681394,0.973630474754579,0.987880336456521,65536
0.38,1.0,3,0.15669425212141,0.978148825185942,0.999997331491702,65536
0.38,1.0,4,0.156952781590537,0.979787957186235,0.999999347663418,65536
0.38,1.0,5,0.156985545652706,0.980371806615513,0.999999999845785,65536
0.38,1.0,6,0.156989792495539,0.98057994055911,0.999999999967549,65536
0.38,1.0,7,0.15699035286319,0.980654479848115,0.999999999999992,65536
0.38,1.0,8,0.156990427809448,0.980681309249151,0.999999999999998,65536
0.38,1.0,9,0.156990437935211,0.980691010956117,1,65536
0.38,1.0,10,0.156990439313976,0.980694533498713,1,65536
0.38,1.0,11,0.156990439502881,0.980695817025066,1,65536
0.38,1.0,12,0.156990439528895,0.980696286154333,1,65536
0.38,1.0,13,0.156990439532515,0.980696458083273,1,65536
0.38,1.0,14,0.156990439532982,0.980696521241655,1,65536
0.38,1.0,15,0.156990439533118,0.980696544491405,1,65536
0.38,1.0,16,0.156990439533072,0.980696553065918,1,65536
0.38,1.0,17,0.156990439533107,0.980696556233431,1,65536
0.38,1.0,18,0.156990439533093,0.980696557405282,1,65536
0.38,1.0,19,0.156990439533155,0.980696557839399,1,65536
0.38,1.0,20,0.156990439533177,0.980696558000415,1,65536
0.4,1.0,1,0.1450407351312,0.958712206459517,0.958712206459517,65536
0.4,1.0,2,0.1688559737406,0.970178943379651,0.986871954244823,65536
0.4,1.0,3,0.17145814861544,0.975301975921885,0.999996403096471,65536
0.4,1.0,4,0.171811135705117,0.977263603231667,0.99999915157462,65536
0.4,1.0,5,0.171860655871686,0.977999775709532,0.99999999975214,65536
0.4,1.0,6,0.171867765101517,0.978276117223515,0.999999999949611,65536
0.4,1.0,7,0.171868804194744,0.978380305627209,0.999999999999985,65536
0.4,1.0,8,0.171868958150641,0.97841978212765,0.999999999999996,65536
0.4,1.0,9,0.171868981195151,0.978434808482648,0.999999999999999,65536
0.4,1.0,10,0.171868984671646,0.978440551402766,1,65536
0.4,1.0,11,0.171868985199343,0.978442754072738,1,65536
0.4,1.0,12,0.171868985279889,0.978443601503369,1,65536
0.4,1.0,13,0.171868985292259,0.978443928412711,1,65536
0.4,1.0,14,0.171868985294168,0.978444054821186,1,65536
0.4,1.0,15,0.171868985294441,0.978444103802528,1,65536
0.4,1.0,16,0.17186898529446,0.978444122817228,1,65536
0.4,1.0,17,0.171868985294572,0.97844413021101,1,65536
0.4,1.0,18,0.171868985294545,0.978444133090323,1,65536
0.4,1.0,19,0.171868985294587,0.978444134213099,1,65536
0.4,1.0,20,0.171868985294528,0.978444134651453,1,65536
0.42,1.0,1,0.157095475225359,0.954322533185394,0.954322533185394,65536
0.42,1.0,2,0.183648948506933,0.966440257732189,0.98585448888601,65536
0.42,1.0,3,0.186834492091574,0.972199007730449,0.999995225018159,65536
0.42,1.0,4,0.187309154306635,0.974521316501364,0.999998913197302,65536
0.42,1.0,5,0.187382491035533,0.975437393875351,0.999999999611692,65536
