a,gamma,block_length,entropy_bits,mode_min,mode_max,quadrature_points
0.82,1.0,20,0.701189739608829,0.868963831726329,1,65536
0.84,1.0,1,0.487204182859533,0.788342744431509,0.788342744431509,65536
0.84,1.0,2,0.614369834205786,0.779551350496386,0.969529710090856,65536
0.84,1.0,3,0.669738686410808,0.788682748166694,0.999740582766823,65536
0.84,1.0,4,0.699562460213908,0.799954748093496,0.999975174544011,65536
0.84,1.0,5,0.716940654988204,0.810310079988484,0.999999816005033,65536
0.84,1.0,6,0.727528284645062,0.819139863087102,0.999999983901567,65536
0.84,1.0,7,0.73416639197652,0.826463443716582,0.999999999883993,65536
0.84,1.0,8,0.738412021778643,0.83246603880787,0.999999999990214,65536
0.84,1.0,9,0.741167338318356,0.837359975380301,0.99999999999993,65536
0.84,1.0,10,0.742975403040919,0.841341376100772,0.999999999999994,65536
0.84,1.0,11,0.744172210292473,0.84457853493375,0.999999999999999,65536
0.84,1.0,12,0.744969935626045,0.847211297599849,1,65536
0.84,1.0,13,0.74550468167838,0.849354078918051,1,65536
0.84,1.0,14,0.745864833995384,0.85109976743879,1,65536
0.84,1.0,15,0.746108358626178,0.852523499575213,1,65536
0.84,1.0,16,0.746273577562316,0.853685965579748,1,65536
0.84,1.0,17,0.746385994126789,0.854636179777965,1,65536
0.84,1.0,18,0.746462674916739,0.855413750291643,1,65536
0.84,1.0,19,0.746515094187907,0.856050716691669,1,65536
0.84,1.0,20,0.746550997086444,0.856573028604086,1,65536
0.86,1.0,1,0.507218541075051,0.775129130169169,0.775129130169169,65536
0.86,1.0,2,0.640861713774275,0.761702745470588,0.969471355861513,65536
0.86,1.0,3,0.701513246064653,0.76868192802455,0.999700923817474,65536
0.86,1.0,4,0.735553002243241,0.779036555939763,0.999973045832884,65536
0.86,1.0,5,0.756243569805624,0.789170280884735,0.999999773015465,65536
0.86,1.0,6,0.769403382362851,0.798183404466914,0.999999981245145,65536
0.86,1.0,7,0.778022052470969,0.805922486027224,0.99999999984671,65536
0.86,1.0,8,0.783782983430689,0.812465307582484,0.999999999987778,65536
0.86,1.0,9,0.787691821278557,0.817956151679042,0.999999999999902,65536
0.86,1.0,10,0.790374428445864,0.822548032733077,0.999999999999992,65536
0.86,1.0,11,0.792232029076236,0.826382369591118,1,65536
0.86,1.0,12,0.793527615410882,0.829582853478398,1,65536
0.86,1.0,13,0.794436546229179,0.832254858644205,1,65536
0.86,1.0,14,0.795077333320847,0.834486938899708,1,65536
0.86,1.0,15,0.795530940142108,0.836352974475237,1,65536
0.86,1.0,16,0.795853167859219,0.837914371532821,1,65536
0.86,1.0,17,0.796082756586539,0.839222078799025,1,65536
0.86,1.0,18,0.796246766143445,0.840318345232028,1,65536
0.86,1.0,19,0.796364195314583,0.841238212053984,1,65536
0.86,1.0,20,0.796448441946914,0.84201076085879,1,65536
0.88,1.0,1,0.527865997539661,0.761038816213167,0.761038816213167,65536
0.88,1.0,2,0.667994182014045,0.742270522100779,0.969562933217181,65536
0.88,1.0,3,0.734185497278451,0.746507801064077,0.999655487238087,65536
0.88,1.0,4,0.772842403211788,0.755465020978249,0.999970906930868,65536
0.88,1.0,5,0.797320841237754,0.764999345868283,0.999999720734177,65536
0.88,1.0,6,0.813552134087625,0.773910288858622,0.999999978316127,65536
0.88,1.0,7,0.824640863263397,0.781860095924154,0.999999999798383,65536
0.88,1.0,8,0.832376058991655,0.788807168393343,0.99999999998488,65536
0.88,1.0,9,0.837855412835044,0.794816193565154,0.999999999999862,65536
0.88,1.0,10,0.841782608055161,0.79998642196573,0.999999999999989,65536
0.88,1.0,11,0.844623416990791,0.804422897363296,1,65536
0.88,1.0,12,0.84669367535659,0.808224905441246,1,65536
0.88,1.0,13,0.848211593874441,0.811481761928523,1,65536
0.88,1.0,14,0.849330183510205,0.814271819975924,1,65536
0.88,1.0,15,0.850158024428015,0.816662874642287,1,65536
0.88,1.0,16,0.850772923311505,0.818713127834381,1,65536
0.88,1.0,17,0.851231087944038,0.820472323457874,1,65536
0.88,1.0,18,0.851573399340472,0.82198287301525,1,65536
0.88,1.0,19,0.851829762365113,0.823280893708353,1,65536
0.88,1.0,20,0.852022160386514,0.824397130844853,1,65536
0.9,1.0,1,0.54925646555236,0.745925511025597,0.745925511025597,65536
0.9,1.0,2,0.695816431951089,0.720980705301694,0.969833403255517,65536
0.9,1.0,3,0.767763237547318,0.721758179826523,0.999603151826141,65536
0.9,1.0,4,0.811428337313881,0.728708085065899,0.999968806277158,65536
0.9,1.0,5,0.840194872286756,0.737136292786579,0.9999996570106,65536
0.9,1.0,6,0.860054228132124,0.745534941433698,0.9999999751318,65536
0.9,1.0,7,0.87418723838535,0.75337355788265,0.999999999735768,65536
0.9,1.0,8,0.884461544582357,0.760481683930003,0.999999999981481,65536
0.9,1.0,9,0.892049008931339,0.766834569557404,0.999999999999806,65536
0.9,1.0,10,0.897720171152805,0.772468028824456,0.999999999999988,65536
0.9,1.0,11,0.901999473950889,0.777441585714632,1,65536
0.9,1.0,12,0.905253359175835,0.781821720085246,1,65536
0.9,1.0,13,0.907743170986248,0.785674142927229,1,65536
0.9,1.0,14,0.909658366539551,0.789060347887123,1,65536
0.9,1.0,15,0.911138118769212,0.792036255157822,1,65536
0.9,1.0,16,0.912285780474283,0.794651891248303,1,65536
0.9,1.0,17,0.913178801798329,0.796951573840695,1,65536
0.9,1.0,18,0.913875666072964,0.798974328294534,1,65536
0.9,1.0,19,0.914420821568129,0.800754393303581,1,65536
0.9,1.0,20,0.914848237753315,0.802321741842701,1,65536
0.92,1.0,1,0.571552766351052,0.729581992399963,0.729581992399963,65536
0.92,1.0,2,0.724407158473948,0.697448437902152,0.970323344943135,65536
0.92,1.0,3,0.802256520884212,0.693872430758968,0.999542345232794,65536
0.92,1.0,4,0.851284181542985,0.698027175723516,0.999966818504393,65536
0.92,1.0,5,0.884841991413631,0.704663723696729,0.999999578933962,65536
0.92,1.0,6,0.908929220706746,0.711963208442492,0.99999997173572,65536
0.92,1.0,7,0.926761155713523,0.71919731983508,0.999999999654471,65536
0.92,1.0,8,0.94025192358035,0.726060284940937,0.999999999977558,65536
0.92,1.0,9,0.950623628717599,0.73243057155592,0.999999999999731,65536
0.92,1.0,10,0.958696423574173,0.738272763704718,0.999999999999982,65536
0.92,1.0,11,0.965041507831372,0.74359298337085,1,65536
0.92,1.0,12,0.970068191690897,0.748417203357972,1,65536
0.92,1.0,13,0.9740764302596,0.752780198338551,1,65536
0.92,1.0,14,0.977290034129819,0.756719762435614,1,65536
0.92,1.0,15,0.979878471893947,0.760273662024452,1,65536
0.92,1.0,16,0.981971635506678,0.763478060283845,1,65536
0.92,1.0,17,0.983670102718733,0.766366753026432,1,65536
0.92,1.0,18,0.985052427545617,0.768970857521521,1,65536
0.92,1.0,19,0.986180416665043,0.771318754192911,1,65536
0.92,1.0,20,0.987103009479323,0.7734361669321,1,65536
0.94,1.0,1,0.595014605284822,0.711692480616156,0.711692480616156,65536
0.94,1.0,2,0.753903755461927,0.67109148548295,0.971093912725871,65536
0.94,1.0,3,0.837687673014603,0.662009114934575,0.999470673051986,65536
0.94,1.0,4,0.8923471913081,0.662320235358951,0.999965068395614,65536
0.94,1.0,5,0.931157835738476,0.666216427945475,0.999999482271638,65536
0.94,1.0,6,0.960079479766633,0.671565949949811,0.999999968221377,65536
0.94,1.0,7,0.982320237073838,0.677440431138238,0.999999999548209,65536
0.94,1.0,8,0.999805851119467,0.683395531676531,0.999999999973134,65536
0.94,1.0,9,1.01378021231164,0.689208671606752,0.999999999999624,65536
0.94,1.0,10,1.02509030676427,0.694768139741534,0.999999999999978,65536
0.94,1.0,11,1.03433618648211,0.700021041571964,0.999999999999999,65536
0.94,1.0,12,1.04195623830946,0.704946910514142,1,65536
0.94,1.0,13,1.04827866440291,0.709543529971152,1,65536
0.94,1.0,14,1.05355409196729,0.713818972938535,1,65536
0.94,1.0,15,1.05797705676296,0.717786982998819,1,65536
0.94,1.0,16,1.06170062654142,0.721464230864775,1,65536
0.94,1.0,17,1.06484663299225,0.724868661451116,1,65536
0.94,1.0,18,1.0675130011972,0.728018493316531,1,65536
0.94,1.0,19,1.0697791072293,0.730931617258742,1,65536
0.94,1.0,20,1.07170976373481,0.733625243355714,1,65536
0.96,1.0,1,0.620108141666919,0.691716962195736,0.691716962195736,65536
0.96,1.0,2,0.784580473172713,0.640920039494295,0.972248308967194,65536
0.96,1.0,3,0.874127348921861,0.62474886653624,0.999383985393339,65536
0.96,1.0,4,0.934505203911682,0.619741506677103,0.99996379457618,65536
0.96,1.0,5,0.978890904429165,0.619519759431671,0.999999360060824,65536
0.96,1.0,6,1.01316914855009,0.621636161560977,0.999999964796102,65536
0.96,1.0,7,1.04050469612041,0.624961385857262,0.999999999407059,65536
0.96,1.0,8,1.06280154436069,0.628911750820467,0.999999999968337,65536
0.96,1.0,9,1.08129573011386,0.633162356090989,0.999999999999478,65536
0.96,1.0,10,1.09683525308221,0.637523259391946,0.999999999999973,65536
0.96,1.0,11,1.11002681352982,0.641879967709469,0.999999999999999,65536
0.96,1.0,12,1.12131897454342,0.646162435667991,1,65536
0.96,1.0,13,1.13105224640106,0.650327870599207,1,65536
0.96,1.0,14,1.13949075779782,0.654350707539898,1,65536
0.96,1.0,15,1.14684310219901,0.658216523363887,1,65536
0.96,1.0,16,1.15327652679711,0.661918217815656,1,65536
0.96,1.0,17,1.15892686880836,0.665453550707317,1,65536
0.96,1.0,18,1.16390568584272,0.668823517508879,1,65536
0.96,1.0,19,1.16830548240919,0.672031257974014,1,65536
0.96,1.0,20,1.17220361271701,0.675081311921627,1,65536
0.98,1.0,1,0.64787854656926,0.668509496410741,0.668509496410741,65536
0.98,1.0,2,0.817137025040937,0.604842343974128,0.974001374238456,65536
0.98,1.0,3,0.911865935763493,0.579112784390904,0.999273142391798,65536
0.98,1.0,4,0.977625637144669,0.566447106218725,0.999963580715709,65536
0.98,1.0,5,1.02751321056802,0.559871059909478,0.999999197649124,65536
0.98,1.0,6,1.06732627528835,0.556611027136292,0.999999962035693,65536
0.98,1.0,7,1.10016525433265,0.555332621612525,0.999999999211542,65536
0.98,1.0,8,1.12788864279502,0.555311414665485,0.999999999963638,65536
0.98,1.0,9,1.1517006606229,0.556119868797945,0.999999999999262,65536
0.98,1.0,10,1.17242727496677,0.557489815606646,0.999999999999967,65536
0.98,1.0,11,1.19066020508637,0.559245114168721,0.999999999999999,65536
0.98,1.0,12,1.2068381796486,0.561265856679789,0.999999999999999,65536
0.98,1.0,13,1.2212956760783,0.563468080061109,1,65536
0.98,1.0,14,1.23429362580532,0.565791655852212,1,65536
0.98,1.0,15,1.24603955494385,0.568192747406277,1,65536
0.98,1.0,16,1.25670124961049,0.57063894145056,1,65536
0.98,1.0,17,1.26641629824574,0.573106009309845,1,65536
0.98,1.0,18,1.27529892199148,0.575575695579816,1,65536
0.98,1.0,19,1.28344497042346,0.578034173908368,1,65536
0.98,1.0,20,1.29093564530518,0.580470947177738,1,65536
1,1.0,1,0.683760458067567,0.636619772428536,0.636619772428536,65536
1,1.0,2,0.856107516093395,0.552915153471945,0.977328334928422,65536
1,1.0,3,0.954210249514742,0.510997400500659,0.999088869444848,65536
1,1.0,4,1.02355062373917,0.484356301460882,0.999967709057702,65536
1,1.0,5,1.07727786890918,0.465325921283089,0.999998912892707,65536
1,1.0,6,1.12115535211687,0.450756133435046,0.999999964434546,65536
1,1.0,7,1.15824360900347,0.439077991692588,0.999999998857758,65536
1,1.0,8,1.19036583443064,0.429407921281793,0.999999999963788,65536
1,1.0,9,1.2186967009645,0.42120381103605,0.999999999998863,65536
1,1.0,10,1.24403769957483,0.414111319154543,0.999999999999966,65536
1,1.0,11,1.26696022894461,0.407887271753984,0.999999999999999,65536
1,1.0,12,1.28788604648929,0.402358203234967,1,65536
1,1.0,13,1.30713536000456,0.397396417187584,1,65536
1,1.0,14,1.32495702526878,0.392905423282993,1,65536
1,1.0,15,1.34154828998492,0.388810688405679,1,65536
1,1.0,16,1.35706814736803,0.385053546792973,1,65536
1,1.0,17,1.3716466314269,0.381587064964131,1,65536
1,1.0,18,1.38539144968852,0.378373158525728,1,65536
1,1.0,19,1.39839281925763,0.375380534872493,1,65536
1,1.0,20,1.41072706037821,0.372583195085984,1,65536
