protocol,length,gamma,trajectory,half_entropy,t_final
qsdc,64,6.0,158,2.2518777391940326,20.0
qsdc,64,6.0,159,2.677897511246255,20.0
qsdc,64,6.0,160,1.345881044130126,20.0
qsdc,64,6.0,161,2.3614244443751793,20.0
qsdc,64,6.0,162,2.4645314040689876,20.0
qsdc,64,6.0,163,2.8129205955524412,20.0
qsdc,64,6.0,164,2.634705528477914,20.0
qsdc,64,6.0,165,2.5956243739791844,20.0
qsdc,64,6.0,166,1.5402109286615677,20.0
qsdc,64,6.0,167,1.592924215100429,20.0
qsdc,64,6.0,168,2.9483076796855032,20.0
qsdc,64,6.0,169,1.1572982803129257,20.0
qsdc,64,6.0,170,1.618267853143092,20.0
qsdc,64,6.0,171,2.7165320069549446,20.0
qsdc,64,6.0,172,3.291258759431942,20.0
qsdc,64,6.0,173,1.6015340864262306,20.0
qsdc,64,6.0,174,1.9228253732746003,20.0
qsdc,64,6.0,175,2.86705515490709,20.0
qsdc,64,6.0,176,2.271465880212517,20.0
qsdc,64,6.0,177,3.35685895176592,20.0
qsdc,64,6.0,178,2.681047540062591,20.0
qsdc,64,6.0,179,3.1645292442216553,20.0
qsdc,64,6.0,180,1.5336011212080498,20.0
qsdc,64,6.0,181,2.0933751466752963,20.0
qsdc,64,6.0,182,3.509603763291885,20.0
qsdc,64,6.0,183,2.5512130039112386,20.0
qsdc,64,6.0,184,1.5852181872786462,20.0
qsdc,64,6.0,185,3.2572218314529686,20.0
qsdc,64,6.0,186,1.8528204252496314,20.0
qsdc,64,6.0,187,1.5592866293341021,20.0
qsdc,64,6.0,188,2.8701982358958507,20.0
qsdc,64,6.0,189,2.102277117937201,20.0
qsdc,64,6.0,190,3.2468315568377477,20.0
qsdc,64,6.0,191,3.3057459570287073,20.0
