protocol,length,gamma,subsystem,chord_coordinate,mean_entropy,std_entropy,trajectories,t_final
qsd,32,0.8,13,0.9569403357322088,3.037834949580698,0.524682332503301,8,20.0
qsd,32,0.8,14,0.9807852804032304,3.01583045904369,0.6504876815208775,8,20.0
qsd,32,0.8,16,1.0,2.797953010890091,0.4796152139369563,8,20.0
qsd,32,1.0,2,0.19509032201612825,0.836776201292761,0.34509189382472766,8,20.0
qsd,32,1.0,3,0.29028467725446233,1.190683254680144,0.5766371250672181,8,20.0
qsd,32,1.0,4,0.3826834323650898,1.427980121779609,0.4619617145106945,8,20.0
qsd,32,1.0,5,0.47139673682599764,1.5221890128818614,0.841656117848059,8,20.0
qsd,32,1.0,6,0.5555702330196022,1.5637586327384756,0.7912401987518084,8,20.0
qsd,32,1.0,7,0.6343932841636455,1.8514750045314443,0.7873029575929303,8,20.0
qsd,32,1.0,8,0.7071067811865475,1.8520874451971752,0.7422083798173899,8,20.0
qsd,32,1.0,9,0.773010453362737,1.9205945875441914,0.7352352035110669,8,20.0
qsd,32,1.0,10,0.8314696123025452,1.9600836284839351,0.703727386685804,8,20.0
qsd,32,1.0,11,0.8819212643483549,1.9612901765497204,1.0366583909748055,8,20.0
qsd,32,1.0,13,0.9569403357322088,1.9692701547118057,0.9021688080838396,8,20.0
qsd,32,1.0,14,0.9807852804032304,2.030752750541491,0.6902120846636963,8,20.0
qsd,32,1.0,16,1.0,2.180927963645626,0.5225217175155435,8,20.0
qsd,32,2.0,2,0.19509032201612825,0.5475760870704668,0.4126985565848155,8,20.0
qsd,32,2.0,3,0.29028467725446233,0.5514828272461176,0.46786109970250234,8,20.0
qsd,32,2.0,4,0.3826834323650898,0.9294879007571677,0.3921419441548821,8,20.0
qsd,32,2.0,5,0.47139673682599764,0.7867198128036137,0.5437925858547733,8,20.0
qsd,32,2.0,6,0.5555702330196022,0.6299227461295314,0.5868732469752831,8,20.0
qsd,32,2.0,7,0.6343932841636455,0.6507613792679673,0.5650186542812038,8,20.0
qsd,32,2.0,8,0.7071067811865475,0.7821756100424411,0.494277097552044,8,20.0
qsd,32,2.0,9,0.773010453362737,0.8060100370119083,0.42992255778559724,8,20.0
qsd,32,2.0,10,0.8314696123025452,0.7212854286544477,0.43752762471204276,8,20.0
qsd,32,2.0,11,0.8819212643483549,0.7981047318369944,0.4282850297355671,8,20.0
