length,gamma,time,mean_entropy,std_entropy,trajectories
96,0.1,100.0,16.72199855273493,0.7453798659548051,4
96,0.1,105.0,16.849915329689793,0.5019479830529385,4
96,0.1,110.0,16.54527541968139,0.42911920948630594,4
96,0.1,115.0,16.543914341906845,0.7955555640613279,4
96,0.1,120.0,16.339643288963508,0.7264142578849029,4
96,0.1,125.0,16.275275122423267,0.6748994015851756,4
96,0.1,130.0,15.984064147961664,0.31716704955252434,4
96,0.1,135.0,15.919221722348766,0.6909765463371175,4
96,0.1,140.0,16.3560447634798,0.3242114678365748,4
96,0.1,145.0,15.991901505302256,0.7004219717668275,4
96,0.1,150.0,16.410090948786905,0.7402813536979421,4
96,0.15,0.0,2.3006652277068017e-11,0.0,4
96,0.15,5.0,9.732690413640801,0.5370445244871602,4
96,0.15,10.0,12.966398299333646,0.7316241419367642,4
96,0.15,15.0,14.331650359169256,0.5703929331913569,4
96,0.15,20.0,14.455690846373155,1.0434664337742383,4
96,0.15,25.0,13.91960972227708,0.8197032311034317,4
96,0.15,30.0,13.676105775135383,0.8690156896137794,4
96,0.15,35.0,13.99604109401344,0.46338250184567054,4
96,0.15,40.0,13.794235285517802,0.242611649787862,4
96,0.15,45.0,13.568737215379294,0.5543150430513112,4
96,0.15,50.0,13.705042990556795,0.21087663389325864,4
96,0.15,55.0,14.229121693930672,0.44116979046458826,4
96,0.15,60.0,14.085100481371285,0.45663211904697854,4
96,0.15,65.0,14.493126917794445,1.1743027106791835,4
96,0.15,70.0,13.968850930944917,0.34344143577397535,4
96,0.15,75.0,13.433993015594943,0.7523312135010533,4
96,0.15,80.0,13.508873648704073,0.5090911545781851,4
96,0.15,85.0,13.779725153125199,0.09082148324704802,4
96,0.15,90.0,13.088009568278107,0.5314429638931578,4
96,0.15,95.0,13.71721905132743,0.7818193885689676,4
96,0.15,100.0,13.945106784454614,1.023075627718263,4
96,0.15,105.0,14.300734390796993,0.5348197795517498,4
96,0.15,110.0,13.955869114346594,0.929390463904449,4
96,0.15,115.0,14.149173533835693,0.7343904139253189,4
96,0.15,120.0,13.933144574273843,0.42043158543603565,4
96,0.15,125.0,13.39066891121505,1.0658504884296343,4
96,0.15,130.0,14.154408726991564,0.9735938661794447,4
96,0.15,135.0,14.046792894902019,0.8295264299279113,4
96,0.15,140.0,13.227142602646651,0.7256891494294543,4
96,0.15,145.0,13.59073180750299,0.10212839232234566,4
96,0.15,150.0,13.576230935018764,0.7736703712545695,4
96,0.2,0.0,2.3006652277068017e-11,0.0,4
96,0.2,5.0,8.417753732194484,0.4486927545054636,4
96,0.2,10.0,11.445077542564924,1.105616204158222,4
96,0.2,15.0,11.943835343724942,0.14858462643732764,4
96,0.2,20.0,12.013339144721268,0.4350859619500213,4
96,0.2,25.0,12.166819123895293,0.6783028370910105,4
96,0.2,30.0,11.274386160188163,1.0496334414249673,4
96,0.2,35.0,11.909438141661076,1.3712917827125066,4
96,0.2,40.0,11.318835454301803,0.3048018398668383,4
96,0.2,45.0,12.425958487355908,0.4351702945375058,4
96,0.2,50.0,12.192857851150617,0.6646206781519157,4
96,0.2,55.0,12.373184534152859,0.7834484579826879,4
96,0.2,60.0,11.680295338916853,1.3041114333360595,4
96,0.2,65.0,12.059038483052886,1.0144824999001814,4
96,0.2,70.0,11.858569824058172,0.3915066165993885,4
96,0.2,75.0,11.247074946278179,0.6912961750006058,4
96,0.2,80.0,11.379620250506946,1.3485263214013272,4
96,0.2,85.0,11.405633299114838,0.5445603440820036,4
96,0.2,90.0,11.746516313917487,1.2770559938079025,4
96,0.2,95.0,11.019894427758453,1.3687257622490787,4
96,0.2,100.0,11.50289804880352,0.5187082921720161,4
96,0.2,105.0,11.742643044458207,0.8357428701030101,4
96,0.2,110.0,11.564172692319193,0.7242194296574075,4
96,0.2,115.0,11.746176898225972,1.3877033444562463,4
96,0.2,120.0,11.959368604015886,0.19851355993191402,4
96,0.2,125.0,11.520431767500149,0.35005343719641185,4
96,0.2,130.0,11.565483270208546,0.45744794617088996,4
96,0.2,135.0,12.016740839786753,0.7004863765778286,4
96,0.2,140.0,11.87818137774025,1.2738470248917373,4
96,0.2,145.0,11.707940248556067,0.775637468980612,4
96,0.2,150.0,11.340960896430946,0.3792236925970768,4
96,0.25,0.0,2.3006652277068017e-11,0.0,4
96,0.25,5.0,7.774408693022595,0.8940542497203289,4
96,0.25,10.0,9.344770541541932,0.9582675585876267,4
96,0.25,15.0,10.759863149227481,0.6326020894545155,4
96,0.25,20.0,10.694185263447885,0.6257469824482149,4
96,0.25,25.0,10.540913918898728,0.729375236397929,4
96,0.25,30.0,10.09649033158794,0.7240459996156521,4
96,0.25,35.0,9.956128890483004,0.7617774851109436,4
96,0.25,40.0,10.162074167117115,0.45000071104759537,4
96,0.25,45.0,10.469237549073693,0.3716701361812545,4
96,0.25,50.0,10.362508398964568,0.7213106751783179,4
96,0.25,55.0,10.201636550694872,0.6660528983061275,4
96,0.25,60.0,9.99649670290772,0.46150613812761115,4
96,0.25,65.0,10.205528617119114,0.9645731746666324,4
96,0.25,70.0,10.099700441404735,0.5236412685351407,4
96,0.25,75.0,9.884315606890596,0.44361298073868455,4
96,0.25,80.0,10.124420770119809,0.43153442724072394,4
96,0.25,85.0,9.965576822330583,0.5216890857216738,4
96,0.25,90.0,10.106559846112738,0.6642189016146698,4
96,0.25,95.0,10.270292509918427,0.31545301924125974,4
96,0.25,100.0,10.063973949276313,0.4582872408156444,4
96,0.25,105.0,10.342461444011557,0.7378609356293196,4
96,0.25,110.0,10.186058613480856,0.963321506251566,4
96,0.25,115.0,10.351784304356219,0.8084641270952476,4
96,0.25,120.0,10.12407562418046,1.4533236822319062,4
96,0.25,125.0,10.016875106384987,1.8311909356860863,4
96,0.25,130.0,9.711776485126387,0.7231631920817505,4
96,0.25,135.0,10.513762481675148,0.9094448945457633,4
96,0.25,140.0,10.220695414192868,1.0329257842818234,4
96,0.25,145.0,9.8857055631307,0.7137029756023645,4
96,0.25,150.0,10.24287433079135,0.5192268867611294,4
96,0.35,0.0,2.3006652277068017e-11,0.0,4
96,0.35,5.0,6.4181735743940544,0.5788403436426317,4
96,0.35,10.0,8.492938987410348,1.009375751949756,4
96,0.35,15.0,8.590418809298747,0.6059732008316852,4
96,0.35,20.0,8.120659286979933,0.7975018135571814,4
96,0.35,25.0,7.961366567033499,0.7646645365095247,4
96,0.35,30.0,8.62119945608733,0.9613085008420341,4
96,0.35,35.0,7.7865526203908555,1.2741523793400213,4
96,0.35,40.0,7.917007601035049,0.7928276313301075,4
96,0.35,45.0,8.032705705737168,1.1915539487032245,4
96,0.35,50.0,8.034761071826711,0.8364251487954626,4
96,0.35,55.0,7.904859942997744,0.47195382078836456,4
96,0.35,60.0,8.400681750856592,0.9159949277470032,4
96,0.35,65.0,8.23062864448531,0.42815107949847214,4
96,0.35,70.0,8.297792163209184,0.9778013901999918,4
96,0.35,75.0,8.01280096324605,0.6383318170030345,4
96,0.35,80.0,8.366980851468844,1.0531310714177011,4
96,0.35,85.0,7.7698210728421975,0.9560545303680792,4
96,0.35,90.0,7.583269998297717,0.24672232715564987,4
96,0.35,95.0,8.366239129924587,0.7217428706775337,4
96,0.35,100.0,8.044584615408443,0.5408343361912967,4
96,0.35,105.0,7.942146364992071,1.5414184612177844,4
96,0.35,110.0,8.527663501571652,1.1759899576730843,4
96,0.35,115.0,8.012875603162318,0.35604272459229713,4
96,0.35,120.0,7.832167740212308,0.6690835626858697,4
96,0.35,125.0,8.78164990530188,0.6311083393158938,4
96,0.35,130.0,8.245936970641779,0.45657286634889394,4
96,0.35,135.0,7.788576938190181,0.7184815219740974,4
96,0.35,140.0,8.495677452859045,0.4552489769521436,4
96,0.35,145.0,8.654104357700012,0.8560177741363206,4
96,0.35,150.0,8.305034259611315,0.5594660656828543,4
96,0.5,0.0,2.3006652277068017e-11,0.0,4
96,0.5,5.0,5.042524864078898,0.41982003340932744,4
96,0.5,10.0,6.082390342345763,1.0186713755255048,4
96,0.5,15.0,5.9135073809060685,0.6563975578009774,4
96,0.5,20.0,6.249777959741765,0.49000307162954376,4
96,0.5,25.0,6.272751412442435,0.8343015480467196,4
96,0.5,30.0,6.078251818714465,1.301022543499729,4
96,0.5,35.0,6.335713276449035,0.9356814027555036,4
96,0.5,40.0,5.965750448772993,0.3676830419069392,4
96,0.5,45.0,5.744541806390902,1.159000667272194,4
96,0.5,50.0,6.147782700021845,0.9279745182482564,4
96,0.5,55.0,6.0552186568989566,0.8889607928912567,4
96,0.5,60.0,5.881923828228973,0.842196402572456,4
96,0.5,65.0,6.459898003918217,0.42260782327055035,4
96,0.5,70.0,5.475477783290438,1.127731098430947,4
96,0.5,75.0,5.494556838490841,0.30600515473326245,4
96,0.5,80.0,5.759627526086507,0.44946064903630945,4
96,0.5,85.0,5.856543159900069,0.9673407361088202,4
96,0.5,90.0,5.5054487355615,1.0248252636280724,4
96,0.5,95.0,6.111340826565216,0.9329333450886844,4
96,0.5,100.0,6.577106820100779,0.1018238018098227,4
96,0.5,105.0,6.595860247526025,0.6879143011125761,4
96,0.5,110.0,5.973653558247838,0.8569933061785673,4
96,0.5,115.0,6.496758877993556,0.45951605184810845,4
96,0.5,120.0,6.083818182982481,1.484733839417349,4
96,0.5,125.0,6.073502152493826,0.874170578462352,4
96,0.5,130.0,6.443605134464201,0.7649936685483422,4
96,0.5,135.0,6.2000567268159505,0.39098178349446727,4
96,0.5,140.0,6.697892987364481,0.6054546525975459,4
96,0.5,145.0,6.3515065183213695,0.9990932184824806,4
96,0.5,150.0,5.847932196224384,0.5317279967069385,4
96,0.8,0.0,2.3006652277068017e-11,0.0,4
96,0.8,5.0,3.956982771217871,0.8954572290877002,4
96,0.8,10.0,3.2966530645970615,0.39034147115364404,4
96,0.8,15.0,4.22769044914941,0.6195370690289973,4
96,0.8,20.0,3.7040059792954554,0.46535836647107676,4
96,0.8,25.0,3.8432333527101843,1.3089216054544626,4
96,0.8,30.0,4.049081883669084,0.8221586225843049,4
96,0.8,35.0,3.9669453355573197,0.9304078885710834,4
96,0.8,40.0,3.4113725559487422,0.5991079106038197,4
96,0.8,45.0,3.419518459451335,0.812545271259427,4
96,0.8,50.0,4.071954506701186,0.2658493001140907,4
96,0.8,55.0,4.220310060983483,0.5655071730473304,4
96,0.8,60.0,3.294884366325582,0.9385164311944049,4
96,0.8,65.0,3.1452614725195773,0.23809014839586645,4
96,0.8,70.0,3.521248094039663,0.7138598065015295,4
96,0.8,75.0,3.9991631429385377,0.3179829677567665,4
96,0.8,80.0,3.8241607184962447,1.0563944646613599,4
96,0.8,85.0,3.3925659099359438,0.9101954685040702,4
96,0.8,90.0,3.7879260580357936,0.8761159577485617,4
96,0.8,95.0,3.5197719574519732,0.7514022823760071,4
96,0.8,100.0,3.8184822558190183,0.4548068763925953,4
96,0.8,105.0,4.066193051437528,0.5197798773114565,4
96,0.8,110.0,3.986913063767035,0.18146436174923314,4
96,0.8,115.0,3.3318385614848665,1.2193572958230192,4
96,0.8,120.0,3.940354032832834,0.5226579148456,4
96,0.8,125.0,3.739793022470408,0.773029070281941,4
96,0.8,130.0,3.422414352369323,0.43081420509801055,4
96,0.8,135.0,4.2115236648476735,0.8266614428486614,4
96,0.8,140.0,3.7355791771569384,0.4701553582180688,4
96,0.8,145.0,3.5522226352925808,0.44807260021621736,4
96,0.8,150.0,3.6370726391399897,0.6010374552017479,4
96,1.0,0.0,2.3006652277068017e-11,0.0,4
96,1.0,5.0,2.283798366889733,0.525446984581455,4
96,1.0,10.0,2.8638103539040607,0.6157241799851828,4
96,1.0,15.0,2.9175361780549736,0.5391299339082568,4
96,1.0,20.0,2.326362744610412,0.9181132817638623,4
96,1.0,25.0,2.822124749343816,0.32294122485380977,4
96,1.0,30.0,3.0451809113186776,0.447348345917485,4
96,1.0,35.0,2.9957241652758864,1.1821766327108625,4
96,1.0,40.0,3.1627575240549195,0.46149308741481493,4
96,1.0,45.0,2.6815241514589028,0.5341762650091576,4
96,1.0,50.0,2.5882778262594863,0.7562898705402005,4
96,1.0,55.0,2.8076175449036516,0.9954396115455642,4
96,1.0,60.0,2.552822812078635,0.47763050797261375,4
96,1.0,65.0,2.6987821001895016,0.2556062549508142,4
96,1.0,70.0,3.0131380349814645,0.9247302566715996,4
96,1.0,75.0,3.013075294043807,0.41345067458385615,4
96,1.0,80.0,2.1878593064078715,1.0237731239871168,4
96,1.0,85.0,2.3890471281935737,0.18930721745287393,4
96,1.0,90.0,2.5834849677191727,0.6647033322208958,4
96,1.0,95.0,2.488667868593082,0.48045953823060494,4
96,1.0,100.0,2.5457485900580785,0.46320130159723427,4
96,1.0,105.0,3.1230026487298974,0.560960225950758,4
96,1.0,110.0,3.1025508893251708,0.21199091114069957,4
96,1.0,115.0,3.298230514888345,0.8884692400805504,4
96,1.0,120.0,3.2013218646720376,0.615784763182698,4
96,1.0,125.0,3.572175193815897,0.44176973306008416,4
96,1.0,130.0,2.6399304959007175,0.590412515506149,4
96,1.0,135.0,1.6844008394743528,0.9872937829812202,4
96,1.0,140.0,3.0136493157390163,0.6862604881864476,4
96,1.0,145.0,2.454783775810284,0.4152057964172035,4
96,1.0,150.0,2.7475849661313743,1.0227549820044433,4
96,2.0,0.0,2.3006652277068017e-11,0.0,4
96,2.0,5.0,1.0110844925130418,0.6517109215831248,4
96,2.0,10.0,1.0444614325002293,0.5138029406949327,4
96,2.0,15.0,1.0641872814347655,0.46126825099488045,4
96,2.0,20.0,0.7807534324104373,0.5993669804430259,4
96,2.0,25.0,0.9819119306730605,0.44883511817249927,4
96,2.0,30.0,0.5802841010647888,0.35282181878954266,4
96,2.0,35.0,1.1113916362142737,0.6759595085402762,4
96,2.0,40.0,0.8170211765953,0.4943604497836892,4
96,2.0,45.0,1.3685036943386284,0.5342266566922755,4
96,2.0,50.0,1.2917507282779612,0.37179097002653744,4
96,2.0,55.0,0.7570688523335364,0.32208686523273045,4
96,2.0,60.0,0.7255166273287905,0.38300424259713517,4
96,2.0,65.0,0.9135484855882139,0.2725184015422398,4
96,2.0,70.0,1.4199646070836018,0.7606040565701734,4
96,2.0,75.0,0.9954641420288785,0.2693976991966249,4
96,2.0,80.0,0.8979909071452551,0.1801966791299319,4
96,2.0,85.0,1.2803507036291706,0.5512927204944075,4
96,2.0,90.0,0.7767693328586365,0.2852196422378271,4
96,2.0,95.0,1.5688664213322772,0.7532237815339095,4
96,2.0,100.0,1.232972157881591,0.6297730978355958,4
96,2.0,105.0,0.45553818667157575,0.3860110796808248,4
96,2.0,110.0,0.5063140958681236,0.26919624562721894,4
96,2.0,115.0,0.9503032942867116,0.4860270809790873,4
96,2.0,120.0,0.936099514503342,0.6528074069586793,4
96,2.0,125.0,1.3892216995753084,1.3450855242686415,4
96,2.0,130.0,0.5924640379666257,0.15778659425442942,4
96,2.0,135.0,0.8803160189010332,0.4281229419657236,4
96,2.0,140.0,1.4689404990808337,0.20698691388864715,4
96,2.0,145.0,1.073807134335747,0.49310033609512716,4
96,2.0,150.0,0.895083342555865,0.48545446588501484,4
96,4.0,0.0,2.3006652277068017e-11,0.0,4
96,4.0,5.0,0.3484467529531261,0.31726800394100513,4
96,4.0,10.0,0.44686632151252603,0.3074534603933156,4
96,4.0,15.0,0.3610415606354425,0.23648039646466842,4
96,4.0,20.0,0.5214633926499328,0.07641520021703005,4
96,4.0,25.0,0.33168085138879877,0.5289408993751371,4
96,4.0,30.0,0.13248143278017632,0.21322249077430838,4
96,4.0,35.0,0.1774197582490042,0.18644063109378672,4
96,4.0,40.0,0.22788878985402578,0.1897998165459054,4
96,4.0,45.0,0.21769038878595848,0.19197177931296436,4
96,4.0,50.0,0.2567376579472615,0.13898235821071753,4
96,4.0,55.0,0.2925185703470179,0.22364410375480331,4
96,4.0,60.0,0.5626194991285765,0.5080032144972723,4
96,4.0,65.0,0.1930094980297168,0.15620034844612285,4
96,4.0,70.0,0.37617245718185677,0.39783745174019813,4
96,4.0,75.0,0.6203966742062818,0.3066407566924927,4
96,4.0,80.0,0.3800453510031635,0.2692182841945708,4
96,4.0,85.0,0.19323057048406206,0.12822048111919643,4
96,4.0,90.0,0.2333566946683557,0.26259133871325,4
96,4.0,95.0,0.35989939734659115,0.31995127413163843,4
96,4.0,100.0,0.20266185682917642,0.2726965215625908,4
96,4.0,105.0,0.37113522810733984,0.40042092559257,4
96,4.0,110.0,0.28803436085193596,0.26474293713051733,4
96,4.0,115.0,0.21278262308618562,0.21791303265572903,4
96,4.0,120.0,0.12469375704582611,0.11623167980350474,4
96,4.0,125.0,0.3673753320679547,0.22668884992756694,4
96,4.0,130.0,0.36514874187199553,0.3195843020290373,4
96,4.0,135.0,0.5819410686328549,0.6139790064803892,4
96,4.0,140.0,0.17528569542691813,0.1848388745661416,4
96,4.0,145.0,0.7942711934557344,0.6713712489795002,4
96,4.0,150.0,0.2479427900842786,0.1689555723737145,4
96,6.0,0.0,2.3006652277068017e-11,0.0,4
96,6.0,5.0,0.09568249436015643,0.06967862143568544,4
96,6.0,10.0,0.33834511405051093,0.14196051567456205,4
96,6.0,15.0,0.14293638527869543,0.11276945472575767,4
96,6.0,20.0,0.04650269600187534,0.05776062124709209,4
96,6.0,25.0,0.1418261340095574,0.16650915307555117,4
96,6.0,30.0,0.038670680870293093,0.026637163691218938,4
96,6.0,35.0,0.21069579414710643,0.04826070357122946,4
96,6.0,40.0,0.09879620731442643,0.11179077927447245,4
96,6.0,45.0,0.39155958457837464,0.3638002491395282,4
96,6.0,50.0,0.20899025357231787,0.20399137158933942,4
96,6.0,55.0,0.027710525617344876,0.0162966870073759,4
96,6.0,60.0,0.44538927040946574,0.514984721762739,4
96,6.0,65.0,0.08108897152471906,0.05508147934079894,4
96,6.0,70.0,0.08098503473811451,0.11929886175634931,4
96,6.0,75.0,0.15098160315077966,0.24325522120997747,4
96,6.0,80.0,0.06818290378016789,0.055213991118386235,4
96,6.0,85.0,0.3042206862290912,0.45986661124008577,4
96,6.0,90.0,0.037385458382130914,0.032346506022984854,4
96,6.0,95.0,0.09040597447925428,0.17139856085829205,4
96,6.0,100.0,0.05382139836738679,0.05221133626760347,4
96,6.0,105.0,0.00733507417528715,0.006726729119367364,4
96,6.0,110.0,0.08690775182641995,0.10115683989563519,4
96,6.0,115.0,0.3985900517131086,0.3405491480577829,4
96,6.0,120.0,0.2615482472251683,0.4083735393820809,4
96,6.0,125.0,0.3745836494441958,0.41178898558674387,4
96,6.0,130.0,0.05698962146779872,0.10780740764521023,4
96,6.0,135.0,0.13617284834286467,0.10786663879912871,4
96,6.0,140.0,0.06322128664842865,0.06206489227226231,4
96,6.0,145.0,0.15017280253631582,0.08824631630594856,4
96,6.0,150.0,0.3396547255260792,0.24501634848973222,4
