circuit,core_length,pass1_count_0,pass1_count_1,pass5_count_0,pass5_count_1,lambda,p_value,jsd_standard,jsd_entropy,notebook_compatibility_jsd,tvd,ict_significant,sstvd
GxGxGx(GxGy)^64Gx,128,100,0,100,0,0.0,1.0,0.0,-0.0,0.0,0.0,False,
GxGxGx(GxGy)^64Gy,128,56,44,53,47,0.18149825637223005,0.6700888119204158,0.00045374564093057513,0.00045374564093048075,0.0009074912818611503,0.03,False,
GxGxGx(GxGy)^64GxGx,128,47,53,36,64,2.4978462232162997,0.11400210971850841,0.006244615558040749,0.0062446155580409,0.012489231116081499,0.10999999999999999,False,
GxGxGx(GxGy)^64GxGxGx,128,1,99,0,100,1.3913195078972074,0.23818239270482483,0.0034782987697430184,0.003478298769743076,0.006956597539486037,0.010000000000000005,False,
GxGxGx(GxGy)^64GyGyGy,128,33,67,55,45,9.908430215790336,0.0016452339072419195,0.02477107553947584,0.024771075539475773,0.04954215107895168,0.22000000000000003,False,
GyGyGy(GxGy)^64,128,53,47,48,52,0.5002586722913147,0.4793864858801373,0.0012506466807282867,0.0012506466807282735,0.0025012933614565734,0.050000000000000044,False,
GyGyGy(GxGy)^64Gx,128,43,57,64,36,8.931448644287595,0.0028030194058268065,0.02232862161071899,0.022328621610719024,0.04465724322143798,0.21,False,
GyGyGy(GxGy)^64Gy,128,100,0,100,0,0.0,1.0,0.0,-0.0,0.0,0.0,False,
GyGyGy(GxGy)^64GxGx,128,52,48,59,41,0.9928653505731644,0.3190430647601242,0.002482163376432911,0.002482163376432922,0.004964326752865822,0.06999999999999998,False,
GyGyGy(GxGy)^64GxGxGx,128,57,43,57,43,0.0,1.0,0.0,0.0,0.0,0.0,False,
GyGyGy(GxGy)^64GyGyGy,128,1,99,0,100,1.3913195078972074,0.23818239270482483,0.0034782987697430184,0.003478298769743076,0.006956597539486037,0.010000000000000005,False,
(GxGxGy)^42,128,60,40,56,44,0.3285066245355348,0.5665397676071712,0.000821266561338837,0.0008212665613388515,0.001642533122677674,0.03999999999999995,False,
(GxGxGy)^42Gx,128,70,30,79,21,2.140538375162814,0.14345154047745792,0.0053513459379070346,0.005351345937907093,0.010702691875814069,0.09000000000000004,False,
(GxGxGy)^42Gy,128,95,5,89,11,2.5016326545272003,0.11372834252547452,0.006254081636318001,0.006254081636318132,0.012508163272636002,0.05999999999999997,False,
(GxGxGy)^42GxGx,128,42,58,44,56,0.0816053407611057,0.7751335763814367,0.00020401335190276427,0.00020401335190267655,0.00040802670380552853,0.019999999999999962,False,
(GxGxGy)^42GxGxGx,128,31,69,24,76,1.2313924391643312,0.26713641263451016,0.003078481097910828,0.003078481097910757,0.006156962195821656,0.07000000000000003,False,
(GxGxGy)^42GyGyGy,128,4,96,5,95,0.11657649734100861,0.7327776313957399,0.00029144124335252154,0.00029144124335253596,0.0005828824867050431,0.010000000000000005,False,
Gx(GxGxGy)^42,128,73,27,72,28,0.025079426461999343,0.8741693079982373,6.269856615499836e-05,6.269856615503944e-05,0.00012539713230999672,0.010000000000000009,False,
Gx(GxGxGy)^42Gx,128,89,11,72,28,9.463201822877062,0.002096348330956684,0.023658004557192656,0.02365800455719269,0.04731600911438531,0.17000000000000004,False,
Gx(GxGxGy)^42Gy,128,28,72,18,82,2.841175747306414,0.09187696359690423,0.007102939368266035,0.007102939368266115,0.01420587873653207,0.1,False,
Gx(GxGxGy)^42GxGx,128,19,81,17,83,0.13555918620754004,0.7127363148914163,0.0003388979655188501,0.0003388979655187807,0.0006777959310377002,0.01999999999999995,False,
Gx(GxGxGy)^42GxGxGx,128,18,82,18,82,0.0,1.0,0.0,0.0,0.0,0.0,False,
Gx(GxGxGy)^42GyGyGy,128,68,32,80,20,3.7683906304453494,0.05222986375945749,0.009420976576113373,0.009420976576113294,0.018841953152226747,0.12,False,
Gy(GxGxGy)^42,128,6,94,2,98,2.176331937601883,0.1401481330016831,0.005440829844004708,0.005440829844004735,0.010881659688009415,0.040000000000000015,False,
Gy(GxGxGy)^42Gx,128,82,18,74,26,1.8731037842492162,0.1711200222041261,0.0046827594606230405,0.0046827594606230205,0.009365518921246081,0.07999999999999999,False,
Gy(GxGxGy)^42Gy,128,46,54,55,45,1.6223574562338623,0.20276338704419045,0.004055893640584656,0.0040558936405845625,0.008111787281169312,0.09000000000000002,False,
Gy(GxGxGy)^42GxGx,128,92,8,87,13,1.3416701324023839,0.2467396516490793,0.0033541753310059597,0.003354175331006015,0.006708350662011919,0.050000000000000024,False,
Gy(GxGxGy)^42GxGxGx,128,20,80,19,81,0.03185505610911066,0.8583461461397016,7.963764027277665e-05,7.963764027285603e-05,0.0001592752805455533,0.010000000000000009,False,
Gy(GxGxGy)^42GyGyGy,128,57,43,54,46,0.182233709042523,0.6694606123818203,0.0004555842726063075,0.00045558427260616874,0.000911168545212615,0.02999999999999997,False,
GxGx(GxGxGy)^42,128,43,57,41,59,0.08210801503803711,0.774460762010351,0.00020527003759509277,0.00020527003759518436,0.00041054007519018555,0.020000000000000018,False,
GxGx(GxGxGy)^42Gx,128,24,76,26,74,0.10668880384471358,0.7439458432324642,0.0002667220096117839,0.00026672200961175285,0.0005334440192235678,0.020000000000000018,False,
GxGx(GxGxGy)^42Gy,128,2,98,8,92,4.044400328685167,0.04431812161830123,0.010111000821712917,0.010111000821712873,0.020222001643425833,0.05999999999999997,False,
GxGx(GxGxGy)^42GxGx,128,50,50,56,44,0.7230434382320645,0.39514741718436286,0.0018076085955801612,0.0018076085955802679,0.0036152171911603224,0.060000000000000026,False,
GxGx(GxGxGy)^42GxGxGx,128,73,27,78,22,0.6766863742706466,0.4107300998108907,0.0016917159356766166,0.0016917159356767408,0.003383431871353233,0.05000000000000003,False,
GxGx(GxGxGy)^42GyGyGy,128,92,8,86,14,1.8595634009612958,0.17267519850564036,0.00464890850240324,0.004648908502403182,0.00929781700480648,0.06000000000000003,False,
GxGxGx(GxGxGy)^42,128,28,72,32,68,0.3811658179772177,0.5369799698119962,0.0009529145449430443,0.000952914544943062,0.0019058290898860885,0.03999999999999995,False,
GxGxGx(GxGxGy)^42Gx,128,11,89,24,76,5.971522926636343,0.014538719368930045,0.014928807316590858,0.014928807316590853,0.029857614633181716,0.13,False,
GxGxGx(GxGxGy)^42Gy,128,74,26,83,17,2.413927758443813,0.12026028863355538,0.006034819396109532,0.006034819396109614,0.012069638792219064,0.08999999999999998,False,
GxGxGx(GxGxGy)^42GxGx,128,71,29,79,21,1.7123872055422158,0.1906759355112999,0.0042809680138555396,0.0042809680138554684,0.008561936027711079,0.08000000000000003,False,
GxGxGx(GxGxGy)^42GxGxGx,128,86,14,82,18,0.5965573857306175,0.4398945621958207,0.0014913934643265437,0.0014913934643266402,0.0029827869286530874,0.04000000000000001,False,
GxGxGx(GxGxGy)^42GyGyGy,128,27,73,16,84,3.6168098842115857,0.05719845321796774,0.009042024710528965,0.009042024710529062,0.01808404942105793,0.11,False,
GyGyGy(GxGxGy)^42,128,97,3,94,6,1.0665165772759018,0.3017335961526771,0.0026662914431897543,0.0026662914431896945,0.005332582886379509,0.030000000000000013,False,
GyGyGy(GxGxGy)^42Gx,128,30,70,18,82,3.980413461791594,0.04603226263358742,0.009951033654478985,0.009951033654478914,0.01990206730895797,0.12,False,
GyGyGy(GxGxGy)^42Gy,128,45,55,56,44,2.4251490974391974,0.11940188069616374,0.0060628727435979935,0.006062872743597958,0.012125745487195987,0.11000000000000004,False,
GyGyGy(GxGxGy)^42GxGx,128,8,92,11,89,0.5253983552103207,0.4685479376255175,0.0013134958880258018,0.001313495888025762,0.0026269917760516036,0.030000000000000013,False,
GyGyGy(GxGxGy)^42GxGxGx,128,73,27,75,25,0.10396990308712106,0.7471166256849979,0.00025992475771780265,0.00025992475771774437,0.0005198495154356053,0.020000000000000018,False,
GyGyGy(GxGxGy)^42GyGyGy,128,48,52,47,53,0.020050463691852927,0.8873962355639731,5.0126159229632315e-05,5.0126159229613165e-05,0.00010025231845926463,0.010000000000000009,False,
(GxGyGy)^42,128,58,42,58,42,0.0,1.0,0.0,0.0,0.0,0.0,False,
(GxGyGy)^42Gx,128,5,95,1,99,2.993511731762695,0.0835986934612332,0.007483779329406737,0.007483779329406803,0.014967558658813475,0.04000000000000002,False,
(GxGyGy)^42Gy,128,31,69,37,63,0.8029221307322878,0.37022113404115353,0.0020073053268307196,0.0020073053268306884,0.004014610653661439,0.05999999999999997,False,
(GxGyGy)^42GxGx,128,42,58,46,54,0.32476837083857246,0.5687560220229075,0.0008119209270964311,0.0008119209270962546,0.0016238418541928623,0.03999999999999998,False,
(GxGyGy)^42GxGxGx,128,92,8,97,3,2.490570935434869,0.11453017047553321,0.006226427338587173,0.006226427338587109,0.012452854677174345,0.04999999999999997,False,
(GxGyGy)^42GyGyGy,128,71,29,58,42,3.7060671970697925,0.05421499118075429,0.009265167992674482,0.009265167992674406,0.018530335985348964,0.13,False,
Gx(GxGyGy)^42,128,95,5,97,3,0.526176788541344,0.46821866695102776,0.00131544197135336,0.0013154419713533039,0.00263088394270672,0.02000000000000001,False,
Gx(GxGyGy)^42Gx,128,43,57,46,54,0.182233709042523,0.6694606123818203,0.0004555842726063075,0.00045558427260616874,0.000911168545212615,0.02999999999999997,False,
Gx(GxGyGy)^42Gy,128,67,33,61,39,0.781933404677698,0.3765504874171933,0.001954833511694245,0.0019548335116942317,0.00390966702338849,0.060000000000000026,False,
Gx(GxGyGy)^42GxGx,128,3,97,0,100,4.204570128485171,0.04031519126763195,0.010511425321212929,0.010511425321212992,0.021022850642425858,0.030000000000000013,False,
Gx(GxGyGy)^42GxGxGx,128,42,58,55,45,3.3926824331050387,0.0654863305712946,0.008481706082762597,0.008481706082762663,0.016963412165525195,0.13,False,
Gx(GxGyGy)^42GyGyGy,128,30,70,37,63,1.1012709662474718,0.2939873494702713,0.0027531774156186795,0.002753177415618646,0.005506354831237359,0.06999999999999998,False,
Gy(GxGyGy)^42,128,31,69,41,59,2.175435685373161,0.14022979787767317,0.005438589213432903,0.005438589213432987,0.010877178426865806,0.09999999999999998,False,
Gy(GxGyGy)^42Gx,128,36,64,41,59,0.5282119264021654,0.4673595742785043,0.0013205298160054136,0.001320529816005389,0.002641059632010827,0.05000000000000002,False,
Gy(GxGyGy)^42Gy,128,89,11,94,6,1.6291890974891512,0.20181524445036841,0.004072972743722878,0.004072972743722758,0.008145945487445756,0.04999999999999997,False,
Gy(GxGyGy)^42GxGx,128,76,24,69,31,1.2313924391643312,0.26713641263451016,0.003078481097910828,0.003078481097910757,0.006156962195821656,0.07000000000000003,False,
Gy(GxGyGy)^42GxGxGx,128,67,33,64,36,0.1991842049096748,0.6553801396220271,0.000497960512274187,0.0004979605122741315,0.000995921024548374,0.03,False,
Gy(GxGyGy)^42GyGyGy,128,6,94,5,95,0.09632575581030611,0.7562842366302613,0.00024081438952576527,0.0002408143895257786,0.00048162877905153054,0.010000000000000002,False,
GxGx(GxGyGy)^42,128,37,63,43,57,0.7505479522568415,0.38630280128692085,0.0018763698806421036,0.0018763698806421036,0.0037527397612842073,0.060000000000000026,False,
GxGx(GxGyGy)^42Gx,128,96,4,98,2,0.7002150691257076,0.4027114373436579,0.001750537672814269,0.0017505376728142452,0.003501075345628538,0.02000000000000001,False,
GxGx(GxGyGy)^42Gy,128,69,31,64,36,0.5614956699809497,0.45365824139339195,0.0014037391749523742,0.0014037391749524009,0.0028074783499047484,0.04999999999999996,False,
GxGx(GxGyGy)^42GxGx,128,65,35,56,44,1.6975860376128562,0.1926039735579546,0.00424396509403214,0.004243965094032243,0.00848793018806428,0.09,False,
GxGx(GxGyGy)^42GxGxGx,128,2,98,1,99,0.34487423752265467,0.5570291412260818,0.0008621855938066367,0.0008621855938066997,0.0017243711876132734,0.010000000000000005,False,
GxGx(GxGyGy)^42GyGyGy,128,26,74,39,61,3.8714105577599316,0.049115226881667515,0.009678526394399829,0.009678526394399811,0.019357052788799657,0.13,False,
GxGxGx(GxGyGy)^42,128,8,92,1,99,6.45427348866318,0.011068579314032122,0.01613568372165795,0.01613568372165783,0.0322713674433159,0.06999999999999998,False,
GxGxGx(GxGyGy)^42Gx,128,52,48,47,53,0.5002586722913147,0.4793864858801373,0.0012506466807282867,0.0012506466807282735,0.0025012933614565734,0.050000000000000044,False,
GxGxGx(GxGyGy)^42Gy,128,27,73,37,63,2.3048788666385818,0.1289683345293388,0.005762197166596455,0.005762197166596539,0.01152439433319291,0.09999999999999998,False,
GxGxGx(GxGyGy)^42GxGx,128,97,3,98,2,0.20648336311267057,0.6495377825761701,0.0005162084077816765,0.0005162084077816875,0.001032416815563353,0.010000000000000004,False,
GxGxGx(GxGyGy)^42GxGxGx,128,45,55,49,51,0.3212434130823829,0.570861355724793,0.0008031085327059573,0.0008031085327059317,0.0016062170654119147,0.04000000000000001,False,
GxGxGx(GxGyGy)^42GyGyGy,128,75,25,65,35,2.389364091269229,0.12216331329506902,0.005973410228173073,0.005973410228173104,0.011946820456346145,0.09999999999999998,False,
GyGyGy(GxGyGy)^42,128,73,27,64,36,1.8817904325155652,0.17013079287727534,0.004704476081288913,0.0047044760812888775,0.009408952162577826,0.08999999999999997,False,
GyGyGy(GxGyGy)^42Gx,128,70,30,63,37,1.1012709662474718,0.2939873494702713,0.0027531774156186795,0.002753177415618646,0.005506354831237359,0.06999999999999998,False,
GyGyGy(GxGyGy)^42Gy,128,6,94,5,95,0.09632575581030611,0.7562842366302613,0.00024081438952576527,0.0002408143895257786,0.00048162877905153054,0.010000000000000002,False,
GyGyGy(GxGyGy)^42GxGx,128,27,73,36,64,1.8817904325155652,0.17013079287727534,0.004704476081288913,0.0047044760812888775,0.009408952162577826,0.08999999999999997,False,
GyGyGy(GxGyGy)^42GxGxGx,128,40,60,41,59,0.020749452894171516,0.8854635898284433,5.187363223542879e-05,5.1873632235244216e-05,0.00010374726447085758,0.009999999999999981,False,
GyGyGy(GxGyGy)^42GyGyGy,128,89,11,96,4,3.661888376600383,0.05567050268894431,0.009154720941500959,0.009154720941500827,0.018309441883001917,0.06999999999999998,False,
(GxGxGyGxGyGy)^21,128,99,1,97,3,1.0669048049699543,0.3016456250623828,0.002667262012424886,0.0026672620124249535,0.005334524024849772,0.020000000000000007,False,
(GxGxGyGxGyGy)^21Gx,128,56,44,58,42,0.08160534076110593,0.7751335763814363,0.0002040133519027648,0.00020401335190267655,0.0004080267038055296,0.019999999999999962,False,
(GxGxGyGxGyGy)^21Gy,128,52,48,50,50,0.08003735980990201,0.7772467883348797,0.00020009339952475503,0.00020009339952486993,0.00040018679904951006,0.020000000000000018,False,
(GxGxGyGxGyGy)^21GxGx,128,2,98,0,100,2.7927910859925618,0.09468917239990876,0.006981977714981404,0.006981977714981345,0.013963955429962809,0.02000000000000001,False,
(GxGxGyGxGyGy)^21GxGxGx,128,37,63,51,49,3.9913505194409815,0.045734393167670556,0.009978376298602454,0.00997837629860232,0.01995675259720491,0.14,False,
(GxGxGyGxGyGy)^21GyGyGy,128,38,62,44,56,0.7446333306841186,0.38818068755720314,0.0018615833267102966,0.001861583326710159,0.003723166653420593,0.05999999999999997,False,
Gx(GxGxGyGxGyGy)^21,128,54,46,63,37,1.6708171540120382,0.19614911917040118,0.004177042885030096,0.004177042885030291,0.008354085770060192,0.09,False,
Gx(GxGxGyGxGyGy)^21Gx,128,3,97,0,100,4.204570128485171,0.04031519126763195,0.010511425321212929,0.010511425321212992,0.021022850642425858,0.030000000000000013,False,
Gx(GxGxGyGxGyGy)^21Gy,128,56,44,54,46,0.0808137432808893,0.7761976651824012,0.00020203435820222325,0.00020203435820231874,0.0004040687164044465,0.020000000000000018,False,
Gx(GxGxGyGxGyGy)^21GxGx,128,50,50,48,52,0.08003735980990201,0.7772467883348797,0.00020009339952475503,0.00020009339952486993,0.00040018679904951006,0.020000000000000018,False,
Gx(GxGxGyGxGyGy)^21GxGxGx,128,99,1,100,0,1.3913195078972074,0.23818239270482483,0.0034782987697430184,0.003478298769743076,0.006956597539486037,0.010000000000000005,False,
Gx(GxGxGyGxGyGy)^21GyGyGy,128,38,62,56,44,6.5396542373995175,0.010549585124460569,0.016349135593498793,0.01634913559349882,0.032698271186997585,0.18000000000000002,False,
Gy(GxGxGyGxGyGy)^21,128,53,47,54,46,0.020098825833381517,0.8872614223131574,5.0247064583453794e-05,5.024706458356398e-05,0.00010049412916690759,0.009999999999999981,False,
Gy(GxGxGyGxGyGy)^21Gx,128,29,71,35,65,0.8281187035080588,0.3628170901786357,0.002070296758770147,0.0020702967587701293,0.004140593517540294,0.05999999999999997,False,
Gy(GxGxGyGxGyGy)^21Gy,128,0,100,0,100,0.0,1.0,0.0,-0.0,0.0,0.0,False,
Gy(GxGxGyGxGyGy)^21GxGx,128,32,68,44,56,3.06579906068335,0.07995584346851105,0.007664497651708375,0.007664497651708402,0.01532899530341675,0.12,False,
Gy(GxGxGyGxGyGy)^21GxGxGx,128,64,36,57,43,1.026252221440389,0.3110405414152341,0.0025656305536009725,0.0025656305536010393,0.005131261107201945,0.07000000000000003,False,
Gy(GxGxGyGxGyGy)^21GyGyGy,128,99,1,99,1,0.0,1.0,0.0,0.0,0.0,0.0,False,
GxGx(GxGxGyGxGyGy)^21,128,1,99,0,100,1.3913195078972074,0.23818239270482483,0.0034782987697430184,0.003478298769743076,0.006956597539486037,0.010000000000000005,False,
GxGx(GxGxGyGxGyGy)^21Gx,128,43,57,43,57,0.0,1.0,0.0,0.0,0.0,0.0,False,
GxGx(GxGxGyGxGyGy)^21Gy,128,39,61,43,57,0.3308186087851963,0.565177458697466,0.0008270465219629907,0.0008270465219629708,0.0016540930439259815,0.04000000000000001,False,
GxGx(GxGxGyGxGyGy)^21GxGx,128,97,3,99,1,1.066904804969954,0.3016456250623828,0.0026672620124248854,0.0026672620124249535,0.005334524024849771,0.020000000000000007,False,
GxGx(GxGxGyGxGyGy)^21GxGxGx,128,56,44,45,55,2.4251490974391974,0.11940188069616374,0.0060628727435979935,0.006062872743597958,0.012125745487195987,0.11000000000000004,False,
GxGx(GxGxGyGxGyGy)^21GyGyGy,128,61,39,44,56,5.823086261195549,0.01581716754554908,0.014557715652988872,0.0145577156529888,0.029115431305977744,0.17,False,
GxGxGx(GxGxGyGxGyGy)^21,128,49,51,50,50,0.02000233374676852,0.8875305663032642,5.00058343669213e-05,5.0005834366873e-05,0.0001000116687338426,0.010000000000000009,False,
GxGxGx(GxGxGyGxGyGy)^21Gx,128,97,3,100,0,4.204570128485171,0.04031519126763195,0.010511425321212929,0.010511425321212992,0.021022850642425858,0.030000000000000013,False,
GxGxGx(GxGxGyGxGyGy)^21Gy,128,45,55,48,52,0.18091415715113923,0.6705888025785762,0.00045228539287784806,0.0004522853928778936,0.0009045707857556961,0.03,False,
GxGxGx(GxGxGyGxGyGy)^21GxGx,128,60,40,46,54,3.947354507164526,0.0469451151703851,0.009868386267911316,0.0098683862679112,0.019736772535822632,0.13999999999999999,False,
GxGxGx(GxGxGyGxGyGy)^21GxGxGx,128,0,100,1,99,1.3913195078972074,0.23818239270482483,0.0034782987697430184,0.003478298769743076,0.006956597539486037,0.010000000000000005,False,
GxGxGx(GxGxGyGxGyGy)^21GyGyGy,128,51,49,58,42,0.9888446238683191,0.3200249225452783,0.0024721115596707975,0.0024721115596707532,0.004944223119341595,0.06999999999999998,False,
GyGyGy(GxGxGyGxGyGy)^21,128,50,50,45,55,0.5014648273252389,0.47885719595084575,0.0012536620683130972,0.0012536620683130106,0.0025073241366261943,0.05000000000000002,False,
GyGyGy(GxGxGyGxGyGy)^21Gx,128,59,41,61,39,0.08334008635053358,0.7728210412340388,0.00020835021587633395,0.00020835021587650715,0.0004167004317526679,0.01999999999999999,False,
GyGyGy(GxGxGyGxGyGy)^21Gy,128,99,1,100,0,1.3913195078972074,0.23818239270482483,0.0034782987697430184,0.003478298769743076,0.006956597539486037,0.010000000000000005,False,
GyGyGy(GxGxGyGxGyGy)^21GxGx,128,63,37,59,41,0.3363892571210747,0.5619208631798197,0.0008409731428026867,0.0008409731428027367,0.0016819462856053735,0.04000000000000001,False,
GyGyGy(GxGxGyGxGyGy)^21GxGxGx,128,43,57,45,55,0.08117464339825964,0.7757118369309648,0.0002029366084956491,0.00020293660849568518,0.0004058732169912982,0.019999999999999962,False,
GyGyGy(GxGxGyGxGyGy)^21GyGyGy,128,1,99,0,100,1.3913195078972074,0.23818239270482483,0.0034782987697430184,0.003478298769743076,0.006956597539486037,0.010000000000000005,False,
(Gx)^256,256,82,18,32,68,53.67337655316227,2.367498643825906e-13,0.13418344138290567,0.13418344138290572,0.26836688276581133,0.5,True,0.5
(Gx)^256Gx,256,13,87,5,95,4.034739312103992,0.04457256115823459,0.010086848280259979,0.010086848280260019,0.020173696560519958,0.07999999999999999,False,
(Gx)^256Gy,256,49,51,48,52,0.020018351365498233,0.8874858428248248,5.0045878413745584e-05,5.004587841384023e-05,0.00010009175682749117,0.010000000000000009,False,
(Gx)^256GxGx,256,23,77,62,38,32.073749880081664,1.484293845242453e-08,0.08018437470020416,0.08018437470020412,0.16036874940040832,0.39,True,0.39
(Gx)^256GxGxGx,256,88,12,97,3,6.220353416672913,0.012628990115753186,0.015550883541682284,0.015550883541682214,0.031101767083364568,0.08999999999999998,False,
(Gx)^256GyGyGy,256,41,59,52,48,2.4369675528786843,0.1185051191786051,0.00609241888219671,0.006092418882196804,0.01218483776439342,0.11000000000000001,False,
Gx(Gx)^256Gy,256,49,51,48,52,0.020018351365498233,0.8874858428248248,5.0045878413745584e-05,5.004587841384023e-05,0.00010009175682749117,0.010000000000000009,False,
Gx(Gx)^256GxGxGx,256,72,28,20,80,57.30635518622733,3.729481896685231e-14,0.14326588796556833,0.14326588796556827,0.28653177593113666,0.52,True,0.52
Gx(Gx)^256GyGyGy,256,54,46,44,56,2.004155147636796,0.15686866986425574,0.00501038786909199,0.005010387869092137,0.01002077573818398,0.10000000000000003,False,
Gy(Gx)^256,256,51,49,42,58,1.6302368345347915,0.20167029414059043,0.004075592086336979,0.00407559208633701,0.008151184172673957,0.09,False,
Gy(Gx)^256Gx,256,44,56,50,50,0.7230434382320645,0.39514741718436286,0.0018076085955801612,0.0018076085955802679,0.0036152171911603224,0.060000000000000026,False,
Gy(Gx)^256Gy,256,0,100,0,100,0.0,1.0,0.0,-0.0,0.0,0.0,False,
Gy(Gx)^256GxGx,256,54,46,52,48,0.08029449102349373,0.7768987217772517,0.00020073622755873433,0.00020073622755878429,0.00040147245511746866,0.01999999999999999,False,
Gy(Gx)^256GxGxGx,256,50,50,54,46,0.32059903231566045,0.5712478707011117,0.0008014975807891511,0.0008014975807890679,0.0016029951615783022,0.04000000000000001,False,
Gy(Gx)^256GyGyGy,256,100,0,100,0,0.0,1.0,0.0,-0.0,0.0,0.0,False,
GxGx(Gx)^256Gy,256,53,47,49,51,0.32021364454779633,0.5714792806969887,0.0008005341113694908,0.0008005341113694886,0.0016010682227389815,0.040000000000000036,False,
GxGx(Gx)^256GxGxGx,256,9,91,11,89,0.22255735334644977,0.6370982141410291,0.0005563933833661244,0.000556393383366105,0.0011127867667322488,0.02000000000000001,False,
GxGx(Gx)^256GyGyGy,256,43,57,59,41,5.144174827967959,0.023324493121912204,0.012860437069919897,0.012860437069919906,0.025720874139839794,0.15999999999999998,False,
GxGxGx(Gx)^256Gy,256,49,51,46,54,0.18047854545646613,0.6709623083181248,0.0004511963636411653,0.00045119636364110427,0.0009023927272823306,0.03,False,
GxGxGx(Gx)^256GxGxGx,256,20,80,74,26,61.846571466774066,3.712882975059e-15,0.15461642866693517,0.15461642866693515,0.30923285733387035,0.54,True,0.54
GxGxGx(Gx)^256GyGyGy,256,49,51,52,48,0.18004502774351971,0.6713345472696788,0.0004501125693587993,0.00045011256935878485,0.0009002251387175985,0.030000000000000027,False,
GyGyGy(Gx)^256,256,54,46,51,49,0.18047854545646613,0.6709623083181248,0.0004511963636411653,0.00045119636364110427,0.0009023927272823306,0.03,False,
GyGyGy(Gx)^256Gx,256,53,47,53,47,0.0,1.0,0.0,0.0,0.0,0.0,False,
GyGyGy(Gx)^256Gy,256,100,0,100,0,0.0,1.0,0.0,-0.0,0.0,0.0,False,
GyGyGy(Gx)^256GxGx,256,51,49,54,46,0.18047854545646613,0.6709623083181248,0.0004511963636411653,0.00045119636364110427,0.0009023927272823306,0.03,False,
GyGyGy(Gx)^256GxGxGx,256,52,48,46,54,0.7207217801190859,0.3959072542193456,0.0018018044502977149,0.0018018044502977615,0.0036036089005954297,0.060000000000000026,False,
GyGyGy(Gx)^256GyGyGy,256,0,100,0,100,0.0,1.0,0.0,-0.0,0.0,0.0,False,
(Gy)^256,256,37,63,5,95,34.088483441103165,5.266202409638391e-09,0.0852212086027579,0.08522120860275795,0.1704424172055158,0.31999999999999995,True,0.31999999999999995
(Gy)^256Gx,256,40,60,49,51,1.6422012688086909,0.20002371267080576,0.0041055031720217275,0.0041055031720215185,0.008211006344043455,0.08999999999999997,False,
(Gy)^256Gy,256,0,100,32,68,50.4940602460519,1.1952599997305363e-12,0.12623515061512974,0.1262351506151298,0.2524703012302595,0.31999999999999995,True,0.31999999999999995
(Gy)^256GxGx,256,52,48,94,6,49.44063813332563,2.0446594943822643e-12,0.12360159533331407,0.123601595333314,0.24720319066662813,0.41999999999999993,True,0.41999999999999993
(Gy)^256GxGxGx,256,52,48,40,60,2.905776563516202,0.08826273404200433,0.007264441408790505,0.007264441408790456,0.01452888281758101,0.12,False,
(Gy)^256GyGyGy,256,99,1,67,33,44.31845119753275,2.7907342887089783e-11,0.11079612799383189,0.11079612799383182,0.22159225598766377,0.31999999999999995,True,0.31999999999999995
Gx(Gy)^256,256,55,45,54,46,0.02016367279704212,0.8870809157299909,5.04091819926053e-05,5.040918199250566e-05,0.0001008183639852106,0.010000000000000009,False,
Gx(Gy)^256Gx,256,0,100,0,100,0.0,1.0,0.0,-0.0,0.0,0.0,False,
Gx(Gy)^256Gy,256,57,43,47,53,2.006584320803581,0.15661759058038913,0.005016460802008953,0.005016460802008793,0.010032921604017905,0.1,False,
Gx(Gy)^256GxGx,256,48,52,48,52,0.0,1.0,0.0,0.0,0.0,0.0,False,
Gx(Gy)^256GxGxGx,256,100,0,99,1,1.3913195078972074,0.23818239270482483,0.0034782987697430184,0.003478298769743076,0.006956597539486037,0.010000000000000005,False,
Gx(Gy)^256GyGyGy,256,49,51,46,54,0.18047854545646613,0.6709623083181248,0.0004511963636411653,0.00045119636364110427,0.0009023927272823306,0.03,False,
Gy(Gy)^256Gx,256,49,51,57,43,1.2860234409668694,0.25678207514940027,0.0032150586024171732,0.003215058602417109,0.0064301172048343465,0.07999999999999999,False,
Gy(Gy)^256Gy,256,64,36,96,4,35.888500909700205,2.089382041176946e-09,0.08972125227425051,0.08972125227425048,0.17944250454850103,0.31999999999999995,True,0.31999999999999995
Gy(Gy)^256GxGx,256,100,0,66,34,54.14738963471224,1.8600081012532224e-13,0.1353684740867806,0.13536847408678054,0.2707369481735612,0.33999999999999997,True,0.33999999999999997
Gy(Gy)^256GxGxGx,256,45,55,55,45,2.003346738542753,0.15695232842824627,0.005008366846356882,0.00500836684635686,0.010016733692713765,0.10000000000000003,False,
Gy(Gy)^256GyGyGy,256,37,63,4,96,37.52253515998067,9.036290016643553e-10,0.09380633789995167,0.09380633789995163,0.18761267579990334,0.32999999999999996,True,0.32999999999999996
GxGx(Gy)^256,256,60,40,96,4,42.57202162386626,6.812692336141842e-11,0.10643005405966566,0.10643005405966555,0.21286010811933131,0.36,True,0.36
GxGx(Gy)^256Gx,256,52,48,50,50,0.08003735980990201,0.7772467883348797,0.00020009339952475503,0.00020009339952486993,0.00040018679904951006,0.020000000000000018,False,
