qubit_cavity_detuning_over_g,probe_detuning_over_g,normalized_power
-3.0,-0.75,4.058327607097135e-05
-3.0,-0.7333333333333334,4.375680584757489e-05
-3.0,-0.7166666666666668,4.731993148985677e-05
-3.0,-0.7,5.133926557947326e-05
-3.0,-0.6833333333333333,5.589630315895748e-05
-3.0,-0.6666666666666667,6.109159943783505e-05
-3.0,-0.6499999999999999,6.705038292850285e-05
-3.0,-0.6333333333333333,7.393019673537707e-05
-3.0,-0.6166666666666667,8.193145101186944e-05
-3.0,-0.6000000000000001,9.13122269193245e-05
-3.0,-0.5833333333333333,0.00010240940891282035
-3.0,-0.5666666666666667,0.00011566943743380787
-3.0,-0.55,0.00013169403413724182
-3.0,-0.5333333333333334,0.00015130985059703315
-3.0,-0.5166666666666666,0.00017567749477297997
-3.0,-0.5,0.00020646760077141702
-3.0,-0.4833333333333334,0.000246155563384026
-3.0,-0.4666666666666668,0.00029853599569392504
-3.0,-0.44999999999999996,0.00036966621164694356
-3.0,-0.43333333333333335,0.00046970230268109683
-3.0,-0.41666666666666674,0.0006167416890190946
-3.0,-0.3999999999999999,0.0008456340994237239
-3.0,-0.3833333333333333,0.0012307322376069727
-3.0,-0.3666666666666667,0.001954946560195927
-3.0,-0.3500000000000001,0.003575229079204225
-3.0,-0.33333333333333326,0.008530360625265807
-3.0,-0.31666666666666665,0.04120314214499951
-3.0,-0.30000000000000004,1.0
-3.0,-0.28333333333333344,0.021010748123473776
-3.0,-0.2666666666666666,0.0060888680135267916
-3.0,-0.25,0.002848172828820699
-3.0,-0.2333333333333334,0.001643690544435092
-3.0,-0.21666666666666679,0.0010680562255714417
-3.0,-0.19999999999999996,0.0007490758871333427
-3.0,-0.18333333333333335,0.0005541144812162198
-3.0,-0.16666666666666674,0.0004263312231756197
-3.0,-0.15000000000000013,0.000338074698112714
-3.0,-0.1333333333333333,0.0002745825930760023
-3.0,-0.1166666666666667,0.0002273911415156058
-3.0,-0.10000000000000009,0.00019136552743638985
-3.0,-0.08333333333333326,0.0001632440163335746
-3.0,-0.06666666666666665,0.00014087415143153675
-3.0,-0.050000000000000044,0.00012278906910165828
-3.0,-0.03333333333333344,0.00010796124807458982
-3.0,-0.016666666666666607,9.565358768493595e-05
-3.0,0.0,8.532621209690906e-05
-3.0,0.016666666666666607,7.657638425360553e-05
-3.0,0.033333333333333215,6.909873866148199e-05
-3.0,0.04999999999999982,6.265834396627626e-05
-3.0,0.06666666666666643,5.707207424837818e-05
-3.0,0.08333333333333348,5.21954843485575e-05
-3.0,0.10000000000000009,4.791340632477934e-05
-3.0,0.1166666666666667,4.4133108468751334e-05
-3.0,0.1333333333333333,4.077924885467617e-05
-3.0,0.1499999999999999,3.7790104960980644e-05
-3.0,0.16666666666666652,3.5114723518730635e-05
-3.0,0.18333333333333313,3.271074259905569e-05
-3.0,0.20000000000000018,3.054271067361904e-05
-3.0,0.21666666666666679,2.858077715951247e-05
-3.0,0.2333333333333334,2.6799663511610213e-05
-3.0,0.25,2.517784822170572e-05
-3.0,0.2666666666666666,2.3696916376134166e-05
-3.0,0.2833333333333332,2.2341036870534703e-05
-3.0,0.2999999999999998,2.109653943456729e-05
-3.0,0.31666666666666643,1.995157027096504e-05
-3.0,0.3333333333333335,1.8895810045385022e-05
-3.0,0.3500000000000001,1.7920241652701014e-05
-3.0,0.3666666666666667,1.7016957967697533e-05
-3.0,0.3833333333333333,1.617900190288601e-05
-3.0,0.3999999999999999,1.5400232715407164e-05
-3.0,0.4166666666666665,1.4675213753490966e-05
-3.0,0.4333333333333331,1.3999117801989957e-05
-3.0,0.4500000000000002,1.3367646943378776e-05
-3.0,0.4666666666666668,1.277696444532239e-05
-3.0,0.4833333333333334,1.2223636655872368e-05
-3.0,0.5,1.1704583260747683e-05
-3.0,0.5166666666666666,1.121703455537475e-05
-3.0,0.5333333333333332,1.0758494623722728e-05
-3.0,0.5499999999999998,1.032670950900143e-05
-3.0,0.5666666666666664,9.91963961766852e-06
-3.0,0.5833333333333335,9.535435725430528e-06
-3.0,0.6000000000000001,9.172418057883253e-06
-3.0,0.6166666666666667,8.829058003719896e-06
-3.0,0.6333333333333333,8.503962088667281e-06
-3.0,0.6499999999999999,8.19585789636022e-06
-3.0,0.6666666666666665,7.903581670518724e-06
-3.0,0.6833333333333331,7.6260673728741545e-06
-3.0,0.7000000000000002,7.362337004764372e-06
-3.0,0.7166666666666668,7.1114920283618185e-06
-3.0,0.7333333333333334,6.872705747066597e-06
-3.0,0.75,6.645216524461839e-06
-3.0,0.7666666666666666,6.4283217380209656e-06
-3.0,0.7833333333333332,6.221372377990814e-06
-3.0,0.7999999999999998,6.023768213973357e-06
-3.0,0.8166666666666664,5.834953462038598e-06
-3.0,0.8333333333333335,5.654412894009261e-06
-3.0,0.8500000000000001,5.481668338101314e-06
-3.0,0.8666666666666667,5.316275526579507e-06
-3.0,0.8833333333333333,5.157821251658904e-06
-3.0,0.8999999999999999,5.005920795687648e-06
-3.0,0.9166666666666665,4.8602156057982526e-06
-3.0,0.9333333333333331,4.7203711868104725e-06
-3.0,0.9500000000000002,4.586075189288971e-06
-3.0,0.9666666666666668,4.457035672372143e-06
-3.0,0.9833333333333334,4.3329795233519644e-06
-3.0,1.0,4.2136510180479e-06
-3.0,1.0166666666666666,4.0988105078215116e-06
-3.0,1.0333333333333332,3.988233220658873e-06
-3.0,1.0499999999999998,3.8817081651341805e-06
-3.0,1.0666666666666664,3.779037127286873e-06
-3.0,1.0833333333333335,3.6800337515174627e-06
-3.0,1.1,3.5845226975534825e-06
-3.0,1.1166666666666667,3.492338866372614e-06
-3.0,1.1333333333333333,3.4033266887092308e-06
-3.0,1.15,3.3173394704253933e-06
-3.0,1.1666666666666665,3.2342387896082623e-06
-3.0,1.1833333333333331,3.1538939407719202e-06
-3.0,1.2000000000000002,3.076181422000736e-06
-3.0,1.2166666666666668,3.000984461280421e-06
-3.0,1.2333333333333334,2.9281925786276533e-06
-3.0,1.25,2.8577011809551103e-06
-3.0,1.2666666666666666,2.7894111869000306e-06
-3.0,1.2833333333333332,2.7232286791054043e-06
-3.0,1.2999999999999998,2.6590645816767055e-06
-3.0,1.3166666666666664,2.5968343607470907e-06
-3.0,1.3333333333333335,2.5364577462725176e-06
-3.0,1.35,2.4778584733479845e-06
-3.0,1.3666666666666667,2.420964041488799e-06
-3.0,1.3833333333333333,2.3657054904586635e-06
-3.0,1.4,2.3120171913505457e-06
-3.0,1.4166666666666665,2.259836651738702e-06
-3.0,1.4333333333333331,2.209104333821733e-06
-3.0,1.4499999999999997,2.159763484568501e-06
-3.0,1.4666666666666668,2.1117599769620354e-06
-3.0,1.4833333333333334,2.0650421615120713e-06
-3.0,1.5,2.0195607272754903e-06
-3.0,1.5166666666666666,1.975268571686191e-06
-3.0,1.5333333333333332,1.9321206785526195e-06
-3.0,1.5499999999999998,1.8900740036327336e-06
-3.0,1.5666666666666664,1.849087367243187e-06
-3.0,1.5833333333333335,1.8091213534023142e-06
-3.0,1.6,1.77013821504563e-06
-3.0,1.6166666666666667,1.7321017848881994e-06
-3.0,1.6333333333333333,1.6949773915408863e-06
-3.0,1.65,1.6587317805173095e-06
-3.0,1.6666666666666665,1.623333039795636e-06
-3.0,1.6833333333333331,1.5887505296243545e-06
-3.0,1.6999999999999997,1.5549548162841085e-06
-3.0,1.7166666666666668,1.5219176095386844e-06
-3.0,1.7333333333333334,1.4896117035275625e-06
-3.0,1.75,1.4580109208701793e-06
-3.0,1.7666666666666666,1.4270900597683606e-06
-3.0,1.7833333333333332,1.3968248439083788e-06
-3.0,1.7999999999999998,1.3671918749779164e-06
-3.0,1.8166666666666664,1.3381685876259625e-06
-3.0,1.8333333333333335,1.3097332067054132e-06
-3.0,1.85,1.2818647066490198e-06
-3.0,1.8666666666666667,1.2545427728393658e-06
-3.0,1.8833333333333333,1.2277477648428744e-06
-3.0,1.9,1.2014606813864876e-06
-3.0,1.9166666666666665,1.175663126963693e-06
-3.0,1.9333333333333331,1.1503372799640974e-06
-3.0,1.9499999999999997,1.1254658622277478e-06
-3.0,1.9666666666666668,1.1010321099320376e-06
-3.0,1.9833333333333334,1.0770197457252681e-06
-3.0,2.0,1.0534129520268545e-06
-2.9727272727272727,-2.0,9.629935846550775e-06
-2.9727272727272727,-1.9833333333333334,9.81833724549864e-06
-2.9727272727272727,-1.9666666666666666,1.0012373884362154e-05
-2.9727272727272727,-1.95,1.0212273807114582e-05
-2.9727272727272727,-1.9333333333333333,1.0418276739239073e-05
-2.9727272727272727,-1.9166666666666667,1.063063481420939e-05
-2.9727272727272727,-1.9,1.0849613353276633e-05
-2.9727272727272727,-1.8833333333333333,1.1075491703081949e-05
-2.9727272727272727,-1.8666666666666667,1.1308564136051022e-05
-2.9727272727272727,-1.85,1.1549140819009198e-05
-2.9727272727272727,-1.8333333333333333,1.1797548855992311e-05
-2.9727272727272727,-1.8166666666666667,1.2054133411823632e-05
-2.9727272727272727,-1.8,1.2319258923689533e-05
-2.9727272727272727,-1.7833333333333332,1.2593310408683698e-05
-2.9727272727272727,-1.7666666666666666,1.2876694876110831e-05
-2.9727272727272727,-1.75,1.3169842854258455e-05
-2.9727272727272727,-1.7333333333333334,1.3473210042368792e-05
-2.9727272727272727,-1.7166666666666668,1.37872790996891e-05
-2.9727272727272727,-1.7,1.4112561584762146e-05
-2.9727272727272727,-1.6833333333333333,1.4449600059557817e-05
-2.9727272727272727,-1.6666666666666667,1.479897037466339e-05
-2.9727272727272727,-1.65,1.5161284153568042e-05
-2.9727272727272727,-1.6333333333333333,1.5537191496123992e-05
-2.9727272727272727,-1.6166666666666667,1.592738392357597e-05
-2.9727272727272727,-1.6,1.633259759015753e-05
-2.9727272727272727,-1.5833333333333333,1.675361678920291e-05
-2.9727272727272727,-1.5666666666666667,1.7191277785063708e-05
-2.9727272727272727,-1.55,1.7646473005911308e-05
-2.9727272727272727,-1.5333333333333332,1.8120155636814437e-05
-2.9727272727272727,-1.5166666666666666,1.8613344657385893e-05
-2.9727272727272727,-1.5,1.9127130373886273e-05
-2.9727272727272727,-1.4833333333333334,1.966268050206086e-05
-2.9727272727272727,-1.4666666666666668,2.02212468642981e-05
-2.9727272727272727,-1.45,2.0804172773081126e-05
-2.9727272727272727,-1.4333333333333333,2.1412901182332196e-05
-2.9727272727272727,-1.4166666666666665,2.204898369933355e-05
-2.9727272727272727,-1.4,2.271409056268835e-05
-2.9727272727272727,-1.3833333333333333,2.3410021706555696e-05
-2.9727272727272727,-1.3666666666666667,2.413871904849891e-05
-2.9727272727272727,-1.35,2.4902280158139092e-05
-2.9727272727272727,-1.3333333333333335,2.570297348689978e-05
-2.9727272727272727,-1.3166666666666667,2.654325536605645e-05
-2.9727272727272727,-1.3,2.742578901177544e-05
-2.9727272727272727,-1.2833333333333332,2.83534658127033e-05
-2.9727272727272727,-1.2666666666666666,2.932942921898241e-05
-2.9727272727272727,-1.25,3.0357101602588262e-05
-2.9727272727272727,-1.2333333333333334,3.144021451913488e-05
-2.9727272727272727,-1.2166666666666668,3.2582842872655956e-05
-2.9727272727272727,-1.2,3.378944356963214e-05
-2.9727272727272727,-1.1833333333333333,3.506489934952263e-05
-2.9727272727272727,-1.1666666666666665,3.6414568599755584e-05
-2.9727272727272727,-1.15,3.78443421078514e-05
-2.9727272727272727,-1.1333333333333333,3.936070787746351e-05
-2.9727272727272727,-1.1166666666666667,4.0970825345323656e-05
-2.9727272727272727,-1.1,4.2682610590781877e-05
-2.9727272727272727,-1.0833333333333335,4.450483443941523e-05
-2.9727272727272727,-1.0666666666666667,4.644723574044795e-05
-2.9727272727272727,-1.05,4.852065256149906e-05
-2.9727272727272727,-1.0333333333333332,5.073717461521618e-05
-2.9727272727272727,-1.0166666666666666,5.311032093859619e-05
-2.9727272727272727,-1.0,5.565524772331006e-05
-2.9727272727272727,-0.9833333333333334,5.838899229096111e-05
-2.9727272727272727,-0.9666666666666668,6.133076058206552e-05
-2.9727272727272727,-0.95,6.450226726199528e-05
-2.9727272727272727,-0.9333333333333333,6.792813974739512e-05
-2.9727272727272727,-0.9166666666666667,7.163640026410935e-05
-2.9727272727272727,-0.8999999999999999,7.565904365200897e-05
-2.9727272727272727,-0.8833333333333333,8.003273328934915e-05
-2.9727272727272727,-0.8666666666666667,8.479964356791172e-05
-2.9727272727272727,-0.8500000000000001,9.000848528843953e-05
-2.9727272727272727,-0.8333333333333333,9.571576082574816e-05
-2.9727272727272727,-0.8166666666666667,0.00010198730985913395
-2.9727272727272727,-0.8,0.00010890022518061686
-2.9727272727272727,-0.7833333333333334,0.00011654524343983153
-2.9727272727272727,-0.7666666666666666,0.00012502975033763631
-2.9727272727272727,-0.75,0.00013448158764307292
-2.9727272727272727,-0.7333333333333334,0.00014505391623809385
-2.9727272727272727,-0.7166666666666668,0.00015693148380013867
-2.9727272727272727,-0.7,0.00017033878076831257
-2.9727272727272727,-0.6833333333333333,0.00018555076400255532
-2.9727272727272727,-0.6666666666666667,0.00020290711548941052
-2.9727272727272727,-0.6499999999999999,0.00022283143367180015
-2.9727272727272727,-0.6333333333333333,0.0002458574088246751
-2.9727272727272727,-0.6166666666666667,0.0002726650462054684
-2.9727272727272727,-0.6000000000000001,0.00030413160014371664
-2.9727272727272727,-0.5833333333333333,0.00034140446634443313
-2.9727272727272727,-0.5666666666666667,0.000386007558828682
-2.9727272727272727,-0.55,0.0004399999805727993
-2.9727272727272727,-0.5333333333333334,0.0005062185760053445
-2.9727272727272727,-0.5166666666666666,0.0005886591624211391
-2.9727272727272727,-0.5,0.0006930950659362914
-2.9727272727272727,-0.4833333333333334,0.0008281181362883967
-2.9727272727272727,-0.4666666666666668,0.0010069673895096935
-2.9727272727272727,-0.44999999999999996,0.0012509080498854163
-2.9727272727272727,-0.43333333333333335,0.0015958679191887825
-2.9727272727272727,-0.41666666666666674,0.002106484879689056
-2.9727272727272727,-0.3999999999999999,0.002908789517912287
-2.9727272727272727,-0.3833333333333333,0.004276241338436719
-2.9727272727272727,-0.3666666666666667,0.006898075447208515
-2.9727272727272727,-0.3500000000000001,0.012955124832705285
-2.9727272727272727,-0.33333333333333326,0.032715399600742184
-2.9727272727272727,-0.31666666666666665,0.19409376007673798
-2.9727272727272727,-0.30000000000000004,1.0
-2.9727272727272727,-0.28333333333333344,0.05504999369686715
-2.9727272727272727,-0.2666666666666666,0.01763532817023132
-2.9727272727272727,-0.25,0.008570840740540379
-2.9727272727272727,-0.2333333333333334,0.005047064247074989
-2.9727272727272727,-0.21666666666666679,0.0033206556523227423
-2.9727272727272727,-0.19999999999999996,0.0023487018640851232
-2.9727272727272727,-0.18333333333333335,0.0017480592999952142
-2.9727272727272727,-0.16666666666666674,0.0013511741665626718
-2.9727272727272727,-0.15000000000000013,0.0010753441695631808
-2.9727272727272727,-0.1333333333333333,0.0008759303001115996
-2.9727272727272727,-0.1166666666666667,0.0007271187948141172
-2.9727272727272727,-0.10000000000000009,0.0006131402883751884
-2.9727272727272727,-0.08333333333333326,0.0005239206201628743
-2.9727272727272727,-0.06666666666666665,0.00045277996203664414
-2.9727272727272727,-0.050000000000000044,0.0003951476272600623
-2.9727272727272727,-0.03333333333333344,0.0003478107046929911
-2.9727272727272727,-0.016666666666666607,0.00030845737386454245
-2.9727272727272727,0.0,0.0002753898605196461
-2.9727272727272727,0.016666666666666607,0.0002473386623588574
-2.9727272727272727,0.033333333333333215,0.00022333918111011621
-2.9727272727272727,0.04999999999999982,0.00020264790459248225
-2.9727272727272727,0.06666666666666643,0.00018468428593573276
-2.9727272727272727,0.08333333333333348,0.00016898969580721721
-2.9727272727272727,0.10000000000000009,0.00015519794796027924
-2.9727272727272727,0.1166666666666667,0.00014301381399487448
-2.9727272727272727,0.1333333333333333,0.00013219714518197413
-2.9727272727272727,0.1499999999999999,0.00012255098943947788
-2.9727272727272727,0.16666666666666652,0.00011391259469929544
-2.9727272727272727,0.18333333333333313,0.00010614652442146778
-2.9727272727272727,0.20000000000000018,9.913933704030093e-05
-2.9727272727272727,0.21666666666666679,9.279543615142878e-05
-2.9727272727272727,0.2333333333333334,8.70338060538594e-05
-2.9727272727272727,0.25,8.178542319877585e-05
-2.9727272727272727,0.2666666666666666,7.699118823067543e-05
-2.9727272727272727,0.2833333333333332,7.260026233003807e-05
-2.9727272727272727,0.2999999999999998,6.856871999311611e-05
-2.9727272727272727,0.31666666666666643,6.485845129517157e-05
-2.9727272727272727,0.3333333333333335,6.143626220783833e-05
-2.9727272727272727,0.3500000000000001,5.827313316699408e-05
-2.9727272727272727,0.3666666666666667,5.5343604865091995e-05
-2.9727272727272727,0.3833333333333333,5.262526692043271e-05
-2.9727272727272727,0.3999999999999999,5.0098330194551206e-05
-2.9727272727272727,0.4166666666666665,4.774526747932239e-05
-2.9727272727272727,0.4333333333333331,4.555051034427966e-05
-2.9727272727272727,0.4500000000000002,4.350019233363786e-05
-2.9727272727272727,0.4666666666666668,4.1581930589016755e-05
-2.9727272727272727,0.4833333333333334,3.978463946577064e-05
-2.9727272727272727,0.5,3.809837089707223e-05
-2.9727272727272727,0.5166666666666666,3.65141772079647e-05
-2.9727272727272727,0.5333333333333332,3.5023992843057713e-05
-2.9727272727272727,0.5499999999999998,3.36205320860111e-05
-2.9727272727272727,0.5666666666666664,3.229720034704912e-05
-2.9727272727272727,0.5833333333333335,3.104801700026343e-05
-2.9727272727272727,0.6000000000000001,2.986754808398065e-05
-2.9727272727272727,0.6166666666666667,2.875084744957162e-05
-2.9727272727272727,0.6333333333333333,2.769340516827701e-05
-2.9727272727272727,0.6499999999999999,2.6691102191024976e-05
-2.9727272727272727,0.6666666666666665,2.5740170410088947e-05
-2.9727272727272727,0.6833333333333331,2.4837157399567263e-05
-2.9727272727272727,0.7000000000000002,2.3978895218725606e-05
-2.9727272727272727,0.7166666666666668,2.3162472751974276e-05
-2.9727272727272727,0.7333333333333334,2.2385211134693526e-05
-2.9727272727272727,0.75,2.164464187773367e-05
-2.9727272727272727,0.7666666666666666,2.093848735721163e-05
-2.9727272727272727,0.7833333333333332,2.026464338184271e-05
-2.9727272727272727,0.7999999999999998,1.9621163588833124e-05
-2.9727272727272727,0.8166666666666664,1.900624545242302e-05
-2.9727272727272727,0.8333333333333335,1.8418217717427e-05
-2.9727272727272727,0.8500000000000001,1.7855529094326397e-05
-2.9727272727272727,0.8666666666666667,1.7316738073254808e-05
-2.9727272727272727,0.8833333333333333,1.6800503732110296e-05
-2.9727272727272727,0.8999999999999999,1.630557742945889e-05
-2.9727272727272727,0.9166666666666665,1.5830795286236296e-05
-2.9727272727272727,0.9333333333333331,1.5375071371810037e-05
-2.9727272727272727,0.9500000000000002,1.4937391519996404e-05
-2.9727272727272727,0.9666666666666668,1.4516807709350666e-05
-2.9727272727272727,0.9833333333333334,1.4112432949651681e-05
-2.9727272727272727,1.0,1.3723436623139925e-05
-2.9727272727272727,1.0166666666666666,1.3349040234872697e-05
-2.9727272727272727,1.0333333333333332,1.2988513531647051e-05
-2.9727272727272727,1.0499999999999998,1.2641170953405115e-05
-2.9727272727272727,1.0666666666666664,1.230636838496152e-05
-2.9727272727272727,1.0833333333333335,1.1983500179348815e-05
-2.9727272727272727,1.1,1.1671996427125122e-05
-2.9727272727272727,1.1166666666666667,1.1371320448681357e-05
-2.9727272727272727,1.1333333333333333,1.1080966488967832e-05
-2.9727272727272727,1.15,1.0800457596170913e-05
-2.9727272727272727,1.1666666666666665,1.052934366774366e-05
-2.9727272727272727,1.1833333333333331,1.0267199648858716e-05
-2.9727272727272727,1.2000000000000002,1.0013623869832604e-05
-2.9727272727272727,1.2166666666666668,9.768236510390201e-06
-2.9727272727272727,1.2333333333333334,9.530678179815184e-06
-2.9727272727272727,1.25,9.300608603084173e-06
-2.9727272727272727,1.2666666666666666,9.077705404022542e-06
-2.9727272727272727,1.2833333333333332,8.861662977362395e-06
-2.9727272727272727,1.2999999999999998,8.65219144233838e-06
-2.9727272727272727,1.3166666666666664,8.449015671134942e-06
-2.9727272727272727,1.3333333333333335,8.251874386107747e-06
-2.9727272727272727,1.35,8.060519320250454e-06
-2.9727272727272727,1.3666666666666667,7.87471443587118e-06
-2.9727272727272727,1.3833333333333333,7.694235196888716e-06
-2.9727272727272727,1.4,7.518867890559791e-06
-2.9727272727272727,1.4166666666666665,7.348408994812094e-06
-2.9727272727272727,1.4333333333333331,7.182664587685798e-06
-2.9727272727272727,1.4499999999999997,7.021449795683703e-06
-2.9727272727272727,1.4666666666666668,6.864588278099397e-06
-2.9727272727272727,1.4833333333333334,6.711911744637209e-06
-2.9727272727272727,1.5,6.563259503859377e-06
-2.9727272727272727,1.5166666666666666,6.418478040197624e-06
-2.9727272727272727,1.5333333333333332,6.277420617449429e-06
-2.9727272727272727,1.5499999999999998,6.1399469068463155e-06
-2.9727272727272727,1.5666666666666664,6.005922637933391e-06
-2.9727272727272727,1.5833333333333335,5.875219270638069e-06
-2.9727272727272727,1.6,5.747713687032354e-06
-2.9727272727272727,1.6166666666666667,5.623287901408625e-06
-2.9727272727272727,1.6333333333333333,5.501828787394454e-06
-2.9727272727272727,1.65,5.383227820928612e-06
-2.9727272727272727,1.6666666666666665,5.267380838008727e-06
-2.9727272727272727,1.6833333333333331,5.1541878062023136e-06
-2.9727272727272727,1.6999999999999997,5.0435526089868395e-06
-2.9727272727272727,1.7166666666666668,4.935382842052938e-06
-2.9727272727272727,1.7333333333333334,4.829589620767284e-06
-2.9727272727272727,1.75,4.726087398049227e-06
-2.9727272727272727,1.7666666666666666,4.6247937919681834e-06
-2.9727272727272727,1.7833333333333332,4.5256294224174785e-06
-2.9727272727272727,1.7999999999999998,4.4285177562652235e-06
-2.9727272727272727,1.8166666666666664,4.3333849604242165e-06
-2.9727272727272727,1.8333333333333335,4.24015976232119e-06
-2.9727272727272727,1.85,4.1487733172810265e-06
-2.9727272727272727,1.8666666666666667,4.059159082374399e-06
-2.9727272727272727,1.8833333333333333,3.9712526963078845e-06
-2.9727272727272727,1.9,3.884991864963743e-06
-2.9727272727272727,1.9166666666666665,3.8003162522233032e-06
-2.9727272727272727,1.9333333333333331,3.7171673757324943e-06
-2.9727272727272727,1.9499999999999997,3.635488507291705e-06
-2.9727272727272727,1.9666666666666668,3.5552245775740588e-06
-2.9727272727272727,1.9833333333333334,3.4763220848975463e-06
-2.9727272727272727,2.0,3.398729007796627e-06
-2.9454545454545453,-2.0,2.0509118754023816e-05
-2.9454545454545453,-1.9833333333333334,2.0910789111226213e-05
-2.9454545454545453,-1.9666666666666666,2.1324488354065335e-05
-2.9454545454545453,-1.95,2.175070389660652e-05
-2.9454545454545453,-1.9333333333333333,2.218994815463781e-05
-2.9454545454545453,-1.9166666666666667,2.2642760102725174e-05
-2.9454545454545453,-1.9,2.310970694568159e-05
-2.9454545454545453,-1.8833333333333333,2.3591385914165805e-05
-2.9454545454545453,-1.8666666666666667,2.408842619506417e-05
-2.9454545454545453,-1.85,2.4601491008349827e-05
-2.9454545454545453,-1.8333333333333333,2.513127984326745e-05
-2.9454545454545453,-1.8166666666666667,2.567853086797449e-05
-2.9454545454545453,-1.8,2.6244023528195747e-05
-2.9454545454545453,-1.7833333333333332,2.6828581352036326e-05
-2.9454545454545453,-1.7666666666666666,2.7433074979868166e-05
-2.9454545454545453,-1.75,2.805842544018135e-05
-2.9454545454545453,-1.7333333333333334,2.8705607694498598e-05
-2.9454545454545453,-1.7166666666666668,2.9375654476922265e-05
-2.9454545454545453,-1.7,3.0069660456649934e-05
-2.9454545454545453,-1.6833333333333333,3.078878675489895e-05
-2.9454545454545453,-1.6666666666666667,3.153426585116726e-05
-2.9454545454545453,-1.65,3.23074069176795e-05
-2.9454545454545453,-1.6333333333333333,3.310960162528498e-05
-2.9454545454545453,-1.6166666666666667,3.394233046905683e-05
-2.9454545454545453,-1.6,3.480716966747083e-05
-2.9454545454545453,-1.5833333333333333,3.570579869540996e-05
-2.9454545454545453,-1.5666666666666667,3.66400085184577e-05
-2.9454545454545453,-1.55,3.7611710604131266e-05
