kind,x,p,wigner,r,phase_pi,variance,squeezing_dB
wigner,-0.9333333333333331,-2.479166666666667,1.1328204464301458e-12,,,,
wigner,-0.9041666666666668,-2.479166666666667,1.74842817848385e-12,,,,
wigner,-0.875,-2.479166666666667,2.687796046888928e-12,,,,
wigner,-0.8458333333333332,-2.479166666666667,4.115348515852562e-12,,,,
wigner,-0.8166666666666664,-2.479166666666667,6.275939162539119e-12,,,,
wigner,-0.7875000000000001,-2.479166666666667,9.532627559309384e-12,,,,
wigner,-0.7583333333333333,-2.479166666666667,1.4421429839260648e-11,,,,
wigner,-0.7291666666666665,-2.479166666666667,2.1730304552570773e-11,,,,
wigner,-0.7000000000000002,-2.479166666666667,3.261257570311473e-11,,,,
wigner,-0.6708333333333334,-2.479166666666667,4.874905294309023e-11,,,,
wigner,-0.6416666666666666,-2.479166666666667,7.257867933004597e-11,,,,
wigner,-0.6124999999999998,-2.479166666666667,1.0762514145645628e-10,,,,
wigner,-0.5833333333333335,-2.479166666666667,1.5895720023037194e-10,,,,
wigner,-0.5541666666666667,-2.479166666666667,2.338344366874857e-10,,,,
wigner,-0.5249999999999999,-2.479166666666667,3.4260881326213604e-10,,,,
wigner,-0.4958333333333331,-2.479166666666667,4.999774150024072e-10,,,,
wigner,-0.4666666666666668,-2.479166666666667,7.267148563771863e-10,,,,
wigner,-0.4375,-2.479166666666667,1.052057522594261e-09,,,,
wigner,-0.4083333333333332,-2.479166666666667,1.51696908110658e-09,,,,
wigner,-0.37916666666666643,-2.479166666666667,2.1785913134352123e-09,,,,
wigner,-0.3500000000000001,-2.479166666666667,3.1162809285548933e-09,,,,
wigner,-0.3208333333333333,-2.479166666666667,4.439757316263467e-09,,,,
wigner,-0.2916666666666665,-2.479166666666667,6.3000450778548154e-09,,,,
wigner,-0.26249999999999973,-2.479166666666667,8.904096904255726e-09,,,,
wigner,-0.2333333333333334,-2.479166666666667,1.2534236773403052e-08,,,,
wigner,-0.2041666666666666,-2.479166666666667,1.7573882016150306e-08,,,,
wigner,-0.17499999999999982,-2.479166666666667,2.4541398869750873e-08,,,,
wigner,-0.14583333333333348,-2.479166666666667,3.413443488861127e-08,,,,
wigner,-0.1166666666666667,-2.479166666666667,4.728767005710811e-08,,,,
wigner,-0.08749999999999991,-2.479166666666667,6.524765541735708e-08,,,,
wigner,-0.058333333333333126,-2.479166666666667,8.966928369882901e-08,,,,
wigner,-0.029166666666666785,-2.479166666666667,1.2273948199921252e-07,,,,
wigner,0.0,-2.479166666666667,1.673349534524499e-07,,,,
wigner,0.029166666666666785,-2.479166666666667,2.2722224370887484e-07,,,,
wigner,0.05833333333333357,-2.479166666666667,3.0731008751070117e-07,,,,
wigner,0.08749999999999991,-2.479166666666667,4.1396591538057783e-07,,,,
wigner,0.1166666666666667,-2.479166666666667,5.554105791154114e-07,,,,
wigner,0.14583333333333348,-2.479166666666667,7.422077873660946e-07,,,,
wigner,0.17500000000000027,-2.479166666666667,9.878674172515207e-07,,,,
wigner,0.2041666666666666,-2.479166666666667,1.3095847574860226e-06,,,,
wigner,0.2333333333333334,-2.479166666666667,1.7291407963249594e-06,,,,
wigner,0.2625000000000002,-2.479166666666667,2.2739918235623433e-06,,,,
wigner,0.2916666666666665,-2.479166666666667,2.9785797716194874e-06,,,,
wigner,0.3208333333333333,-2.479166666666667,3.885897745833896e-06,,,,
wigner,0.3500000000000001,-2.479166666666667,5.049347921409046e-06,,,,
wigner,0.3791666666666669,-2.479166666666667,6.534931207475254e-06,,,,
wigner,0.4083333333333332,-2.479166666666667,8.423809548877748e-06,,,,
wigner,0.4375,-2.479166666666667,1.0815282162832023e-05,,,,
wigner,0.4666666666666668,-2.479166666666667,1.3830216058888174e-05,,,,
wigner,0.49583333333333357,-2.479166666666667,1.7614968498706432e-05,,,,
wigner,0.5250000000000004,-2.479166666666667,2.2345834220076515e-05,,,,
wigner,0.5541666666666671,-2.479166666666667,2.8234042863035516e-05,,,,
wigner,0.583333333333333,-2.479166666666667,3.5531321678563583e-05,,,,
wigner,0.6124999999999998,-2.479166666666667,4.453602487406952e-05,,,,
wigner,0.6416666666666666,-2.479166666666667,5.55998134994927e-05,,,,
wigner,0.6708333333333334,-2.479166666666667,6.913484832014274e-05,,,,
wigner,0.7000000000000002,-2.479166666666667,8.562143247913117e-05,,,,
wigner,0.729166666666667,-2.479166666666667,0.0001056160108863043,,,,
wigner,0.7583333333333337,-2.479166666666667,0.00012975939932365145,,,,
wigner,0.7874999999999996,-2.479166666666667,0.00015878507858754922,,,,
wigner,0.8166666666666664,-2.479166666666667,0.0001935273482063733,,,,
wigner,0.8458333333333332,-2.479166666666667,0.00023492909127130593,,,,
wigner,0.875,-2.479166666666667,0.00028404885789796866,,,,
wigner,0.9041666666666668,-2.479166666666667,0.0003420669313141404,,,,
wigner,0.9333333333333336,-2.479166666666667,0.00041028999937809497,,,,
wigner,0.9625000000000004,-2.479166666666667,0.0004901540176039553,,,,
wigner,0.9916666666666671,-2.479166666666667,0.0005832248198944781,,,,
wigner,1.020833333333333,-2.479166666666667,0.000691196012745452,,,,
wigner,1.0499999999999998,-2.479166666666667,0.0008158836803913391,,,,
wigner,1.0791666666666666,-2.479166666666667,0.0009592174349187233,,,,
wigner,1.1083333333333334,-2.479166666666667,0.0011232273693721829,,,,
wigner,1.1375000000000002,-2.479166666666667,0.0013100265156388473,,,,
wigner,1.166666666666667,-2.479166666666667,0.001521788474318438,,,,
wigner,1.1958333333333337,-2.479166666666667,0.001760719972164448,,,,
wigner,1.2249999999999996,-2.479166666666667,0.002029028214556653,,,,
wigner,1.2541666666666664,-2.479166666666667,0.0023288830354522283,,,,
wigner,1.2833333333333332,-2.479166666666667,0.0026623740039233537,,,,
wigner,1.3125,-2.479166666666667,0.0030314628221239934,,,,
wigner,1.3416666666666668,-2.479166666666667,0.0034379315405141655,,,,
wigner,1.3708333333333336,-2.479166666666667,0.0038833273173529293,,,,
wigner,1.4000000000000004,-2.479166666666667,0.004368904654618964,,,,
wigner,1.4291666666666671,-2.479166666666667,0.0048955662443385065,,,,
wigner,1.458333333333333,-2.479166666666667,0.005463803749638876,,,,
wigner,1.4874999999999998,-2.479166666666667,0.0060736400149412895,,,,
wigner,1.5166666666666666,-2.479166666666667,0.0067245743405224415,,,,
wigner,1.5458333333333334,-2.479166666666667,0.007415532559286361,,,,
wigner,1.5750000000000002,-2.479166666666667,0.008144823709601732,,,,
wigner,1.604166666666667,-2.479166666666667,0.008910105100073397,,,,
wigner,1.6333333333333337,-2.479166666666667,0.0097083575041646,,,,
wigner,1.6624999999999996,-2.479166666666667,0.010535872100574575,,,,
wigner,1.6916666666666664,-2.479166666666667,0.01138825058736947,,,,
wigner,1.7208333333333332,-2.479166666666667,0.012260419644785048,,,,
wigner,1.75,-2.479166666666667,0.013146660606879985,,,,
wigner,1.7791666666666668,-2.479166666666667,0.014040654832186326,,,,
wigner,1.8083333333333336,-2.479166666666667,0.01493554484739486,,,,
wigner,1.8375000000000004,-2.479166666666667,0.015824010887776685,,,,
wigner,1.8666666666666671,-2.479166666666667,0.016698361987651535,,,,
wigner,1.895833333333333,-2.479166666666667,0.01755064029978235,,,,
wigner,1.9249999999999998,-2.479166666666667,0.01837273686137912,,,,
wigner,1.9541666666666666,-2.479166666666667,0.019156516594245408,,,,
wigner,1.9833333333333334,-2.479166666666667,0.019893949945117936,,,,
wigner,2.0125,-2.479166666666667,0.02057724825601792,,,,
wigner,2.041666666666667,-2.479166666666667,0.021198999718230836,,,,
wigner,2.0708333333333337,-2.479166666666667,0.02175230261957171,,,,
wigner,2.0999999999999996,-2.479166666666667,0.022230892551866124,,,,
wigner,2.1291666666666664,-2.479166666666667,0.02262926030930735,,,,
wigner,2.158333333333333,-2.479166666666667,0.02294275737965657,,,,
wigner,2.1875,-2.479166666666667,0.023167686205929183,,,,
wigner,2.216666666666667,-2.479166666666667,0.023301372768776852,,,,
wigner,2.2458333333333336,-2.479166666666667,0.023342219497693155,,,,
wigner,2.2750000000000004,-2.479166666666667,0.02328973704726857,,,,
wigner,2.304166666666667,-2.479166666666667,0.023144554054812225,,,,
wigner,2.333333333333333,-2.479166666666667,0.022908404607309172,,,,
wigner,2.3625,-2.479166666666667,0.022584093767063527,,,,
wigner,2.3916666666666666,-2.479166666666667,0.022175442114260997,,,,
wigner,2.4208333333333334,-2.479166666666667,0.021687210839367848,,,,
wigner,2.45,-2.479166666666667,0.021125009438560004,,,,
wigner,2.479166666666667,-2.479166666666667,0.020495188513402617,,,,
wigner,2.5083333333333337,-2.479166666666667,0.019804720537024468,,,,
wigner,2.5375000000000005,-2.479166666666667,0.019061071712006845,,,,
wigner,2.5666666666666664,-2.479166666666667,0.018272068203171243,,,,
wigner,2.595833333333333,-2.479166666666667,0.017445760078750802,,,,
wigner,2.625,-2.479166666666667,0.01659028623769993,,,,
wigner,2.654166666666667,-2.479166666666667,0.015713743444863388,,,,
wigner,2.6833333333333336,-2.479166666666667,0.014824062348812698,,,,
wigner,2.7125000000000004,-2.479166666666667,0.013928893031928805,,,,
wigner,2.741666666666667,-2.479166666666667,0.013035502253819867,,,,
wigner,2.770833333333333,-2.479166666666667,0.012150684114164333,,,,
wigner,2.8,-2.479166666666667,0.011280685397254018,,,,
wigner,2.8291666666666666,-2.479166666666667,0.010431146385659363,,,,
wigner,2.8583333333333334,-2.479166666666667,0.00960705746170987,,,,
wigner,2.8875,-2.479166666666667,0.008812731368687682,,,,
wigner,2.916666666666667,-2.479166666666667,0.008051790592676009,,,,
wigner,2.9458333333333337,-2.479166666666667,0.007327168962429845,,,,
wigner,2.9750000000000005,-2.479166666666667,0.006641126257297694,,,,
wigner,3.0041666666666664,-2.479166666666667,0.005995274368147887,,,,
wigner,3.033333333333333,-2.479166666666667,0.005390613376583181,,,,
wigner,3.0625,-2.479166666666667,0.004827575803859983,,,,
wigner,3.091666666666667,-2.479166666666667,0.004306077230725666,,,,
wigner,3.1208333333333336,-2.479166666666667,0.003825571498499966,,,,
wigner,3.1500000000000004,-2.479166666666667,0.0033851087639841524,,,,
wigner,3.179166666666667,-2.479166666666667,0.002983394788634536,,,,
wigner,3.208333333333333,-2.479166666666667,0.0026188499874008685,,,,
wigner,3.2375,-2.479166666666667,0.002289666935743069,,,,
wigner,3.2666666666666666,-2.479166666666667,0.0019938652255799753,,,,
wigner,3.2958333333333334,-2.479166666666667,0.0017293427635898602,,,,
wigner,3.325,-2.479166666666667,0.0014939228103134417,,,,
wigner,3.354166666666667,-2.479166666666667,0.001285396258737588,,,,
wigner,3.3833333333333337,-2.479166666666667,0.0011015588403710211,,,,
wigner,3.4125000000000005,-2.479166666666667,0.0009402431203616008,,,,
wigner,3.4416666666666664,-2.479166666666667,0.0007993452972775889,,,,
wigner,3.470833333333333,-2.479166666666667,0.0006768469553340513,,,,
wigner,3.5,-2.479166666666667,0.000570832025788535,,,,
wigner,-3.5,-2.45,9.912873885455614e-36,,,,
wigner,-3.470833333333333,-2.45,2.1680782626861187e-35,,,,
wigner,-3.441666666666667,-2.45,4.7229367007348865e-35,,,,
wigner,-3.4125,-2.45,1.0247338685473936e-34,,,,
wigner,-3.3833333333333333,-2.45,2.2144804536311628e-34,,,,
wigner,-3.3541666666666665,-2.45,4.766443043709026e-34,,,,
wigner,-3.325,-2.45,1.0218302609386637e-33,,,,
wigner,-3.2958333333333334,-2.45,2.181850088685987e-33,,,,
wigner,-3.2666666666666666,-2.45,4.640158877374105e-33,,,,
wigner,-3.2375,-2.45,9.828847340509059e-33,,,,
wigner,-3.2083333333333335,-2.45,2.0736436406864026e-32,,,,
wigner,-3.1791666666666667,-2.45,4.357400252280914e-32,,,,
wigner,-3.15,-2.45,9.119742580111217e-32,,,,
wigner,-3.1208333333333336,-2.45,1.9010760956191903e-31,,,,
wigner,-3.091666666666667,-2.45,3.9471008030687904e-31,,,,
wigner,-3.0625,-2.45,8.162416097149463e-31,,,,
wigner,-3.033333333333333,-2.45,1.6812064133425256e-30,,,,
wigner,-3.0041666666666664,-2.45,3.448936048324469e-30,,,,
wigner,-2.975,-2.45,7.047109839432872e-30,,,,
wigner,-2.9458333333333333,-2.45,1.434163731121511e-29,,,,
wigner,-2.9166666666666665,-2.45,2.9070213783183133e-29,,,,
wigner,-2.8875,-2.45,5.868937862516908e-29,,,,
wigner,-2.8583333333333334,-2.45,1.1801374515064798e-28,,,,
wigner,-2.8291666666666666,-2.45,2.363564562459196e-28,,,,
wigner,-2.8,-2.45,4.714809418803537e-28,,,,
wigner,-2.7708333333333335,-2.45,9.367476464644349e-28,,,,
wigner,-2.7416666666666667,-2.45,1.8537146165979823e-27,,,,
wigner,-2.7125,-2.45,3.6536331051275106e-27,,,,
wigner,-2.6833333333333336,-2.45,7.172470796129333e-27,,,,
wigner,-2.654166666666667,-2.45,1.4024081892432256e-26,,,,
wigner,-2.625,-2.45,2.7311269338600066e-26,,,,
wigner,-2.595833333333333,-2.45,5.297501969677964e-26,,,,
wigner,-2.5666666666666664,-2.45,1.0234394750144642e-25,,,,
wigner,-2.5375,-2.45,1.9693141296071325e-25,,,,
wigner,-2.5083333333333333,-2.45,3.7742409758784027e-25,,,,
wigner,-2.479166666666667,-2.45,7.204536556032325e-25,,,,
wigner,-2.45,-2.45,1.369759335101154e-24,,,,
wigner,-2.4208333333333334,-2.45,2.5938465743230272e-24,,,,
wigner,-2.3916666666666666,-2.45,4.8922213070985516e-24,,,,
wigner,-2.3625,-2.45,9.190300269981247e-24,,,,
wigner,-2.333333333333333,-2.45,1.7195511660995777e-23,,,,
wigner,-2.3041666666666667,-2.45,3.2045149385171506e-23,,,,
wigner,-2.275,-2.45,5.948004570179532e-23,,,,
wigner,-2.2458333333333336,-2.45,1.099618612360692e-22,,,,
wigner,-2.216666666666667,-2.45,2.0247651929907383e-22,,,,
wigner,-2.1875,-2.45,3.7133770263492604e-22,,,,
wigner,-2.158333333333333,-2.45,6.783053173937498e-22,,,,
wigner,-2.1291666666666664,-2.45,1.2340796549439282e-21,,,,
wigner,-2.1,-2.45,2.236263416508904e-21,,,,
wigner,-2.0708333333333333,-2.45,4.036124194025004e-21,,,,
wigner,-2.041666666666667,-2.45,7.25550889706332e-21,,,,
wigner,-2.0125,-2.45,1.2990714320958385e-20,,,,
wigner,-1.9833333333333334,-2.45,2.316647630208623e-20,,,,
wigner,-1.9541666666666666,-2.45,4.1147999477359405e-20,,,,
wigner,-1.925,-2.45,7.279461705090441e-20,,,,
wigner,-1.8958333333333333,-2.45,1.282660147463847e-19,,,,
wigner,-1.8666666666666667,-2.45,2.251053062974244e-19,,,,
wigner,-1.8375,-2.45,3.934790909072496e-19,,,,
wigner,-1.8083333333333333,-2.45,6.850454430068056e-19,,,,
wigner,-1.7791666666666666,-2.45,1.1878973121510522e-18,,,,
wigner,-1.75,-2.45,2.0516355379021876e-18,,,,
wigner,-1.7208333333333332,-2.45,3.529257305081499e-18,,,,
wigner,-1.6916666666666667,-2.45,6.0468365155062274e-18,,,,
wigner,-1.6624999999999999,-2.45,1.0318936200041035e-17,,,,
wigner,-1.6333333333333333,-2.45,1.753894326232047e-17,,,,
wigner,-1.6041666666666667,-2.45,2.969160775548464e-17,,,,
wigner,-1.575,-2.45,5.006402949332659e-17,,,,
wigner,-1.5458333333333334,-2.45,8.407747958875429e-17,,,,
wigner,-1.5166666666666666,-2.45,1.4063562981883132e-16,,,,
wigner,-1.4874999999999998,-2.45,2.3430029544819544e-16,,,,
wigner,-1.4583333333333335,-2.45,3.8878733189647106e-16,,,,
wigner,-1.4291666666666667,-2.45,6.425592361695494e-16,,,,
wigner,-1.4,-2.45,1.057732944044067e-15,,,,
wigner,-1.3708333333333331,-2.45,1.734206010782886e-15,,,,
wigner,-1.3416666666666668,-2.45,2.8319601563428305e-15,,,,
wigner,-1.3125,-2.45,4.606121463331353e-15,,,,
wigner,-1.2833333333333332,-2.45,7.461831348972717e-15,,,,
wigner,-1.2541666666666664,-2.45,1.2039744408739913e-14,,,,
wigner,-1.225,-2.45,1.9348660368607693e-14,,,,
wigner,-1.1958333333333333,-2.45,3.097036551794395e-14,,,,
wigner,-1.1666666666666665,-2.45,4.9374596123608175e-14,,,,
wigner,-1.1375000000000002,-2.45,7.840117598132278e-14,,,,
wigner,-1.1083333333333334,-2.45,1.2399477740506617e-13,,,,
wigner,-1.0791666666666666,-2.45,1.9531968050623072e-13,,,,
wigner,-1.0499999999999998,-2.45,3.064434991500348e-13,,,,
wigner,-1.0208333333333335,-2.45,4.788688812335307e-13,,,,
wigner,-0.9916666666666667,-2.45,7.45323156353581e-13,,,,
wigner,-0.9624999999999999,-2.45,1.1554054419516367e-12,,,,
wigner,-0.9333333333333331,-2.45,1.7839636401916018e-12,,,,
wigner,-0.9041666666666668,-2.45,2.7434647471173826e-12,,,,
wigner,-0.875,-2.45,4.202179163523291e-12,,,,
wigner,-0.8458333333333332,-2.45,6.410789863459904e-12,,,,
wigner,-0.8166666666666664,-2.45,9.741151857309743e-12,,,,
wigner,-0.7875000000000001,-2.45,1.4742491344514572e-11,,,,
wigner,-0.7583333333333333,-2.45,2.222251688201777e-11,,,,
wigner,-0.7291666666666665,-2.45,3.3363945546236696e-11,,,,
wigner,-0.7000000000000002,-2.45,4.9891132030124305e-11,,,,
wigner,-0.6708333333333334,-2.45,7.430723618433881e-11,,,,
wigner,-0.6416666666666666,-2.45,1.1023021485594186e-10,,,,
wigner,-0.6124999999999998,-2.45,1.6286658687897733e-10,,,,
wigner,-0.5833333333333335,-2.45,2.3967632225253884e-10,,,,
wigner,-0.5541666666666667,-2.45,3.513015487078516e-10,,,,
wigner,-0.5249999999999999,-2.45,5.1285759608034e-10,,,,
wigner,-0.4958333333333331,-2.45,7.457191844225295e-10,,,,
wigner,-0.4666666666666668,-2.45,1.079979806401783e-09,,,,
wigner,-0.4375,-2.45,1.5578217023592124e-09,,,,
wigner,-0.4083333333333332,-2.45,2.238111197765789e-09,,,,
wigner,-0.37916666666666643,-2.45,3.2026344135492555e-09,,,,
wigner,-0.3500000000000001,-2.45,4.56451740548282e-09,,,,
wigner,-0.3208333333333333,-2.45,6.479539840379825e-09,,,,
wigner,-0.2916666666666665,-2.45,9.161261021240667e-09,,,,
wigner,-0.26249999999999973,-2.45,1.290114170136763e-08,,,,
wigner,-0.2333333333333334,-2.45,1.8095176734443866e-08,,,,
wigner,-0.2041666666666666,-2.45,2.5278966162840254e-08,,,,
wigner,-0.17499999999999982,-2.45,3.517366180624086e-08,,,,
wigner,-0.14583333333333348,-2.45,4.874585071148687e-08,,,,
wigner,-0.1166666666666667,-2.45,6.728519574971802e-08,,,,
wigner,-0.08749999999999991,-2.45,9.250456855761713e-08,,,,
wigner,-0.058333333333333126,-2.45,1.266685033639006e-07,,,,
wigner,-0.029166666666666785,-2.45,1.727570948218183e-07,,,,
wigner,0.0,-2.45,2.346739808970129e-07,,,,
wigner,0.029166666666666785,-2.45,3.17508813160285e-07,,,,
wigner,0.05833333333333357,-2.45,4.2786663762170615e-07,,,,
wigner,0.08749999999999991,-2.45,5.742788994480655e-07,,,,
wigner,0.1166666666666667,-2.45,7.677133455130267e-07,,,,
wigner,0.14583333333333348,-2.45,1.0222029185042105e-06,,,,
wigner,0.17500000000000027,-2.45,1.3556167880489004e-06,,,,
wigner,0.2041666666666666,-2.45,1.7905999006586462e-06,,,,
wigner,0.2333333333333334,-2.45,2.3557107792011953e-06,,,,
wigner,0.2625000000000002,-2.45,3.0867906626951845e-06,,,,
wigner,0.2916666666666665,-2.45,4.028600313103873e-06,,,,
wigner,0.3208333333333333,-2.45,5.236763753802727e-06,,,,
wigner,0.3500000000000001,-2.45,6.780060628965415e-06,,,,
wigner,0.3791666666666669,-2.45,8.743110524407996e-06,,,,
wigner,0.4083333333333332,-2.45,1.1229493163540299e-05,,,,
wigner,0.4375,-2.45,1.4365347538486258e-05,,,,
wigner,0.4666666666666668,-2.45,1.8303490368321958e-05,,,,
wigner,0.49583333333333357,-2.45,2.322808937430586e-05,,,,
wigner,0.5250000000000004,-2.45,2.935991928656353e-05,,,,
wigner,0.5541666666666671,-2.45,3.696221780477552e-05,,,,
wigner,0.583333333333333,-2.45,4.634714450092811e-05,,,,
wigner,0.6124999999999998,-2.45,5.788282749193786e-05,,,,
wigner,0.6416666666666666,-2.45,7.200096031417151e-05,,,,
wigner,0.6708333333333334,-2.45,8.920488459892975e-05,,,,
wigner,0.7000000000000002,-2.45,0.00011007806282241198,,,,
wigner,0.729166666666667,-2.45,0.00013529280971640633,,,,
wigner,0.7583333333333337,-2.45,0.00016561911123431976,,,,
wigner,0.7874999999999996,-2.45,0.00020193331689317154,,,,
wigner,0.8166666666666664,-2.45,0.00024522644577577943,,,,
wigner,0.8458333333333332,-2.45,0.00029661179972179726,,,,
wigner,0.875,-2.45,0.000357331530842442,,,,
wigner,0.9041666666666668,-2.45,0.0004287617663794598,,,,
wigner,0.9333333333333336,-2.45,0.0005124158543310048,,,,
wigner,0.9625000000000004,-2.45,0.0006099452607020524,,,,
wigner,0.9916666666666671,-2.45,0.0007231376264388556,,,,
wigner,1.020833333333333,-2.45,0.0008539114819409202,,,,
wigner,1.0499999999999998,-2.45,0.001004307122395465,,,,
wigner,1.0791666666666666,-2.45,0.0011764731708194252,,,,
wigner,1.1083333333333334,-2.45,0.0013726484001260223,,,,
wigner,1.1375000000000002,-2.45,0.0015951384528218458,,,,
wigner,1.166666666666667,-2.45,0.0018462871885356967,,,,
wigner,1.1958333333333337,-2.45,0.002128442506137223,,,,
wigner,1.2249999999999996,-2.45,0.002443916628414296,,,,
wigner,1.2541666666666664,-2.45,0.0027949410017250216,,,,
wigner,1.2833333333333332,-2.45,0.0031836161480802688,,,,
wigner,1.3125,-2.45,0.003611857008807506,,,,
wigner,1.3416666666666668,-2.45,0.004081334532045283,,,,
wigner,1.3708333333333336,-2.45,0.00459341447431068,,,,
wigner,1.4000000000000004,-2.45,0.005149094601617252,,,,
wigner,1.4291666666666671,-2.45,0.005748941679504199,,,,
wigner,1.458333333333333,-2.45,0.006393029824604493,,,,
wigner,1.4874999999999998,-2.45,0.007080881943435047,,,,
wigner,1.5166666666666666,-2.45,0.0078114160974167915,,,,
wigner,1.5458333333333334,-2.45,0.008582898697734449,,,,
wigner,1.5750000000000002,-2.45,0.00939290644152928,,,,
wigner,1.604166666666667,-2.45,0.010238298845581839,,,,
wigner,1.6333333333333337,-2.45,0.011115203110524115,,,,
wigner,1.6624999999999996,-2.45,0.012019012855526172,,,,
wigner,1.6916666666666664,-2.45,0.012944402000834545,,,,
wigner,1.7208333333333332,-2.45,0.013885354746935637,,,,
wigner,1.75,-2.45,0.014835212210970514,,,,
wigner,1.7791666666666668,-2.45,0.015786735842837983,,,,
wigner,1.8083333333333336,-2.45,0.016732187267548503,,,,
wigner,1.8375000000000004,-2.45,0.017663423701671056,,,,
wigner,1.8666666666666671,-2.45,0.01857200758702338,,,,
wigner,1.895833333333333,-2.45,0.01944932859234567,,,,
wigner,1.9249999999999998,-2.45,0.02028673567250014,,,,
wigner,1.9541666666666666,-2.45,0.021075676463523308,,,,
wigner,1.9833333333333334,-2.45,0.021807840948409537,,,,
wigner,2.0125,-2.45,0.022475306068739834,,,,
wigner,2.041666666666667,-2.45,0.023070677794470508,,,,
wigner,2.0708333333333337,-2.45,0.02358722710826202,,,,
wigner,2.0999999999999996,-2.45,0.024019016417622538,,,,
wigner,2.1291666666666664,-2.45,0.024361013079467475,,,,
wigner,2.158333333333333,-2.45,0.02460918700449493,,,,
wigner,2.1875,-2.45,0.0247605896955152,,,,
wigner,2.216666666666667,-2.45,0.02481341255267931,,,,
wigner,2.2458333333333336,-2.45,0.02476702283363857,,,,
wigner,2.2750000000000004,-2.45,0.024621976268979814,,,,
wigner,2.304166666666667,-2.45,0.024380005981271616,,,,
wigner,2.333333333333333,-2.45,0.024043988016638096,,,,
wigner,2.3625,-2.45,0.02361788444729705,,,,
wigner,2.3916666666666666,-2.45,0.023106665618802088,,,,
wigner,2.4208333333333334,-2.45,0.022516213675141207,,,,
wigner,2.45,-2.45,0.021853209979117393,,,,
wigner,2.479166666666667,-2.45,0.021125009438560004,,,,
wigner,2.5083333333333337,-2.45,0.020339505038733153,,,,
wigner,2.5375000000000005,-2.45,0.01950498606001301,,,,
wigner,2.5666666666666664,-2.45,0.018629993524223638,,,,
wigner,2.595833333333333,-2.45,0.017723176364278424,,,,
wigner,2.625,-2.45,0.01679315165564571,,,,
wigner,2.654166666666667,-2.45,0.015848371994320414,,,,
wigner,2.6833333333333336,-2.45,0.014897002767505142,,,,
wigner,2.7125000000000004,-2.45,0.013946811655865232,,,,
wigner,2.741666666666667,-2.45,0.013005072247703968,,,,
wigner,2.770833333333333,-2.45,0.012078483154442992,,,,
wigner,2.8,-2.45,0.011173103512333282,,,,
wigner,2.8291666666666666,-2.45,0.010294305255684384,,,,
wigner,2.8583333333333334,-2.45,0.009446742069064783,,,,
wigner,2.8875,-2.45,0.008634334484890692,,,,
wigner,2.916666666666667,-2.45,0.00786027020110113,,,,
wigner,2.9458333333333337,-2.45,0.0071270183609227315,,,,
wigner,2.9750000000000005,-2.45,0.006436356269732595,,,,
wigner,3.0041666666666664,-2.45,0.005789406826381327,,,,
wigner,3.033333333333333,-2.45,0.005186684818716351,,,,
wigner,3.0625,-2.45,0.004628150173424883,,,,
wigner,3.091666666666667,-2.45,0.004113266254275282,,,,
wigner,3.1208333333333336,-2.45,0.003641061363984842,,,,
wigner,3.1500000000000004,-2.45,0.0032101917153690455,,,,
wigner,3.179166666666667,-2.45,0.0028190042881894475,,,,
wigner,3.208333333333333,-2.45,0.0024655981697164707,,,,
wigner,3.2375,-2.45,0.0021478831798540945,,,,
wigner,3.2666666666666666,-2.45,0.001863634796443145,,,,
wigner,3.2958333333333334,-2.45,0.0016105446144149868,,,,
wigner,3.325,-2.45,0.0013862657860968558,,,,
wigner,3.354166666666667,-2.45,0.0011884530925766565,,,,
wigner,3.3833333333333337,-2.45,0.0010147974822904248,,,,
wigner,3.4125000000000005,-2.45,0.0008630550788732872,,,,
wigner,3.4416666666666664,-2.45,0.0007310708030890847,,,,
wigner,3.470833333333333,-2.45,0.0006167968718318652,,,,
wigner,3.5,-2.45,0.0005183065303972129,,,,
wigner,-3.5,-2.4208333333333334,2.138649295942515e-35,,,,
wigner,-3.470833333333333,-2.4208333333333334,4.6605976796436586e-35,,,,
wigner,-3.441666666666667,-2.4208333333333334,1.0115921527094736e-34,,,,
wigner,-3.4125,-2.4208333333333334,2.1869108757180008e-34,,,,
wigner,-3.3833333333333333,-2.4208333333333334,4.708889644562298e-34,,,,
wigner,-3.3541666666666665,-2.4208333333333334,1.0098752681723949e-33,,,,
wigner,-3.325,-2.4208333333333334,2.157142105164284e-33,,,,
wigner,-3.2958333333333334,-2.4208333333333334,4.589354132890337e-33,,,,
wigner,-3.2666666666666666,-2.4208333333333334,9.724923226425801e-33,,,,
wigner,-3.2375,-2.4208333333333334,2.0524972675779725e-32,,,,
wigner,-3.2083333333333335,-2.4208333333333334,4.314602486057231e-32,,,,
wigner,-3.1791666666666667,-2.4208333333333334,9.033598548883645e-32,,,,
wigner,-3.15,-2.4208333333333334,1.88383377749686e-31,,,,
wigner,-3.1208333333333336,-2.4208333333333334,3.912786650495493e-31,,,,
wigner,-3.091666666666667,-2.4208333333333334,8.094528419288013e-31,,,,
wigner,-3.0625,-2.4208333333333334,1.667856692039694e-30,,,,
wigner,-3.033333333333333,-2.4208333333333334,3.4228487363089294e-30,,,,
wigner,-3.0041666666666664,-2.4208333333333334,6.996461971145592e-30,,,,
wigner,-2.975,-2.4208333333333334,1.4243969802646556e-29,,,,
wigner,-2.9458333333333333,-2.4208333333333334,2.888320656909858e-29,,,,
