time,mean_photon_number,analytic_mean_photon_number,absolute_error,trace,hermiticity_error,minimum_density_eigenvalue
8.950000000000001,0.229445740053809,0.22944574002745396,2.635502927006428e-11,1.0000000000000004,0.0,5.98415721476562e-13
9.0,0.22787260895270844,0.22787260897478379,2.2075341554739225e-11,1.0000000000000004,0.0,5.833676755186132e-13
9.05,0.22633062798749826,0.22633062800401876,1.6520507184480948e-11,1.0000000000000004,0.0,5.68759188147357e-13
9.1,0.22481918032492146,0.22481918030221068,2.2710777702883433e-11,1.0000000000000004,0.0,5.545773219463024e-13
9.15,0.22333766128315374,0.22333766127012583,1.30279120824639e-11,1.0000000000000004,0.0,5.40809476933222e-13
9.200000000000001,0.22188547825137261,0.2218854782803975,2.9024893599682855e-11,1.0000000000000004,0.0,5.274433854335351e-13
9.25,0.22046205043694256,0.22046205044046724,3.5246805474287157e-12,1.0000000000000004,0.0,5.144671081249844e-13
9.3,0.21906680838946044,0.21906680836021963,2.924080422239683e-11,1.0000000000000002,0.0,5.018690261372518e-13
9.35,0.2176991939227062,0.21769919392421924,1.513039693534779e-12,1.0000000000000002,0.0,4.896378385376691e-13
9.4,0.21635866003974746,0.21635866006845644,2.8708979638025767e-11,1.0,0.0,4.777625575785727e-13
9.450000000000001,0.21504467056848983,0.21504467056151494,6.974892885480699e-12,1.0000000000000004,0.0,4.662325015346044e-13
9.5,0.21375669982214446,0.21375669979007195,3.207251131343014e-11,1.0000000000000002,0.0,4.550372864417747e-13
9.55,0.21249423253765892,0.21249423254864558,1.0986656029388087e-11,1.0,0.0,4.4416682334145693e-13
9.600000000000001,0.2112567638074047,0.21125676383350622,2.6101509842391124e-11,1.0000000000000002,0.0,4.336113145303484e-13
9.65,0.2100437986544532,0.21004379864066805,1.3785139696409487e-11,1.0000000000000002,0.0,4.2336124276977607e-13
9.700000000000001,0.20885485180144017,0.20885485176788077,3.3559405254735e-11,1.0000000000000002,0.0,4.134073643784517e-13
9.75,0.20768944760509248,0.20768944762054248,1.5450002388561757e-11,1.0000000000000002,0.0,4.037407061447401e-13
9.8,0.20654711999721076,0.2065471200214553,2.4244550811403087e-11,1.0000000000000004,0.0,3.94352562521823e-13
9.850000000000001,0.20542741204144707,0.2054274120243483,1.709876684685696e-11,1.0000000000000002,0.0,3.8523448229227193e-13
9.9,0.20432987576587225,0.20432987573109312,3.477912402516381e-11,1.0000000000000002,0.0,3.76378262963507e-13
9.950000000000001,0.20325407209672613,0.20325407211253838,1.581224040592133e-11,1.0000000000000002,0.0,3.6777594772670897e-13
10.0,0.2021995708084512,0.20219957083289242,2.4441226820215434e-11,1.0000000000000002,0.0,3.5941982322570536e-13
10.05,0.20116595009466717,0.20116595007758312,1.7084056391780678e-11,1.0,0.0,3.513024053265951e-13
10.100000000000001,0.20015279642149736,0.20015279638452663,3.6970732031349485e-11,1.0000000000000004,0.0,3.4341643388333854e-13
10.15,0.1991597044666512,0.19915970447873685,1.2085638045888913e-11,1.0000000000000002,0.0,3.3575487009165973e-13
10.200000000000001,0.19818627708354405,0.19818627711020997,2.6665919472534938e-11,1.0000000000000004,0.0,3.283108948268164e-13
10.25,0.19723212490841238,0.1972321248950195,1.3392870146233804e-11,1.0000000000000002,0.0,3.210778948865004e-13
10.3,0.19629686619821632,0.19629686615955713,3.865918696277504e-11,1.0,0.0,3.1404945701015596e-13
10.350000000000001,0.19538012678467243,0.1953801267878583,3.1858682358887336e-12,1.0000000000000002,0.0,3.072193660002432e-13
10.4,0.19448154004244902,0.19448154007195106,2.950203970009113e-11,1.0000000000000004,0.0,3.005816032606624e-13
10.450000000000001,0.19360074657055887,0.19360074656516768,5.391187496428529e-12,1.0000000000000002,0.0,2.941303353423012e-13
10.5,0.19273739397708212,0.19273739393836145,3.8720665562763656e-11,1.0000000000000004,0.0,2.8785990590703775e-13
10.55,0.19189113685106277,0.19189113683897005,1.2092715717670899e-11,1.0000000000000002,0.0,2.8176483464674495e-13
10.600000000000001,0.1910616367231863,0.19106163675287016,2.9683866475949117e-11,1.0000000000000002,0.0,2.758398156987107e-13
10.65,0.190248561862114,0.19024856186896724,6.8532401975573976e-12,1.0000000000000002,0.0,2.7007971024324387e-13
10.700000000000001,0.1894515869808636,0.18945158694646658,3.439701301566345e-11,1.0000000000000002,0.0,2.6447953557917114e-13
10.75,0.1886703932167131,0.18867039318477266,3.194045028465098e-11,1.0000000000000002,0.0,2.590344643766794e-13
10.8,0.1879046680739924,0.18790466809596473,2.1972340613629626e-11,1.0000000000000002,0.0,2.537398226298997e-13
10.850000000000001,0.18715410535898958,0.18715410537979751,2.0807938705402762e-11,1.0000000000000002,0.0,2.485910873278616e-13
10.9,0.1864184048235896,0.1864184048011769,2.241268282077158e-11,1.0,0.0,2.435838733410927e-13
10.950000000000001,0.18569727211406375,0.18569727207006195,4.4001802201876217e-11,1.0000000000000004,0.0,2.3871393153837917e-13
11.0,0.18499041872263416,0.18499041872374505,1.1108891584399316e-12,1.0000000000000002,0.0,2.3397714714479815e-13
11.05,0.18429756198185077,0.18429756201146272,2.961195177952902e-11,1.0,0.0,2.29369539723452e-13
11.100000000000001,0.1836184247833982,0.18361842478129195,2.1062596111676157e-12,1.0000000000000002,0.0,2.248872529550392e-13
11.15,0.18295273540983117,0.18295273536928533,4.05458444596718e-11,1.0000000000000002,0.0,2.2052654860755948e-13
11.200000000000001,0.1823002275215776,0.18230022749080205,3.077554877606303e-11,1.0000000000000002,0.0,2.162838061108431e-13
11.25,0.1816606401116203,0.18166064013399058,2.2370272301230898e-11,1.0000000000000002,0.0,2.1215552130433218e-13
11.3,0.18103371743519042,0.18103371745538016,2.018973876971586e-11,1.0000000000000002,0.0,2.0813830391787164e-13
11.350000000000001,0.18041920870043276,0.1804192086775403,2.289246570086334e-11,1.0,0.0,2.042288667465287e-13
11.4,0.17981686803608926,0.17981686798876637,4.7322895602164294e-11,1.0000000000000002,0.0,2.0042402454365817e-13
11.450000000000001,0.17922645445347843,0.17922645444475144,8.72699135179289e-12,1.0000000000000004,0.0,1.9672069290112247e-13
11.5,0.1786477318432542,0.17864773187220567,2.8951480102179517e-11,1.0000000000000002,0.0,1.931158884845196e-13
11.55,0.17808046876814537,0.1780804687743837,6.238315419793139e-12,1.0,0.0,1.8960672183239216e-13
11.600000000000001,0.17752443827507167,0.17752443823848263,3.6589037355483356e-11,1.0000000000000004,0.0,1.8619039112064576e-13
11.65,0.17697941789168162,0.17697941784487442,4.680719700722591e-11,1.0000000000000002,0.0,1.828641820562943e-13
11.700000000000001,0.17644518957177857,0.1764451895781345,6.355915793676559e-12,1.0000000000000002,0.0,1.7962546647671292e-13
