radius_pho,spin_up,spin_down
0.74,0.6492207562516316,0.6492207562516316
0.75,0.6504649629984853,0.6504649629984853
0.76,0.6516070311765219,0.6516070311765219
0.77,0.6526445975473338,0.6526445975473338
0.78,0.6535753948996085,0.6535753948996085
0.79,0.6543972543682075,0.6543972543682075
0.8,0.6551081076310836,0.6551081076310836
0.81,0.6557059889810095,0.6557059889810095
0.8200000000000001,0.6561890372692889,0.6561890372692889
0.8300000000000001,0.6565554977187914,0.6565554977187914
0.84,0.6568037236038649,0.6568037236038649
0.85,0.6569321777948682,0.6569321777948682
0.86,0.6569394341652814,0.6569394341652814
0.87,0.6568241788595599,0.6568241788595599
0.88,0.6565852114201135,0.6565852114201135
0.89,0.6562214457720161,0.6562214457720161
0.9,0.6557319110642708,0.6557319110642708
0.91,0.6551157523666888,0.6551157523666888
0.92,0.6543722312216642,0.6543722312216642
0.93,0.6535007260503631,0.6535007260503631
0.9400000000000001,0.652500732413079,0.652500732413079
0.9500000000000001,0.65137186312374,0.65137186312374
0.96,0.6501138482187887,0.6501138482187887
0.97,0.6487265347808964,0.6487265347808964
0.98,0.6472098866181996,0.6472098866181996
0.99,0.6455639837999915,0.6455639837999915
1.0,0.6437890220500241,0.6437890220500241
1.01,0.6418853119988167,0.6418853119988167
1.02,0.6398532782965871,0.6398532782965871
1.03,0.6376934585886512,0.6376934585886512
1.04,0.6354065023553577,0.6354065023553577
1.05,0.632993169618842,0.632993169618842
1.06,0.6304543295190945,0.6304543295190945
1.07,0.6277909587620487,0.6277909587620487
1.08,0.6250041399425972,0.6250041399425972
1.09,0.622095059745636,0.622095059745636
1.1,0.6190650070284319,0.6190650070284319
1.11,0.6159153707877897,0.6159153707877897
1.12,0.6126476380156678,0.6126476380156678
1.1300000000000001,0.6092633914470654,0.6092633914470654
1.1400000000000001,0.6057643072041601,0.6057643072041601
1.1500000000000001,0.6021521523408264,0.6021521523408264
1.16,0.5984287822918116,0.5984287822918116
1.17,0.5945961382309788,0.5945961382309788
1.18,0.5906562443431486,0.5906562443431486
1.19,0.5866112050141917,0.5866112050141917
1.2,0.5824632019441282,0.5824632019441282
1.21,0.578214491188082,0.578214491188082
1.22,0.5738674001300329,0.5738674001300329
1.23,0.5694243243943758,0.5694243243943758
1.24,0.564887724700369,0.564887724700369
1.25,0.5602601236646042,0.5602601236646042
1.26,0.5555441025566789,0.5555441025566789
1.27,0.5507422980132841,0.5507422980132841
1.28,0.5458573987159452,0.5458573987159452
1.29,0.5408921420376676,0.5408921420376676
1.3,0.5358493106637406,0.5358493106637406
1.31,0.5307317291919482,0.5307317291919482
1.32,0.5255422607174149,0.5255422607174149
1.33,0.5202838034072919,0.5202838034072919
1.34,0.5149592870704454,0.5149592870704454
1.35,0.5095716697272696,0.5095716697272696
1.36,0.5041239341846836,0.5041239341846836
1.37,0.49861908462130716,0.49861908462130716
1.3800000000000001,0.49306014318774116,0.49306014318774116
1.3900000000000001,0.4874501466267855,0.4874501466267855
1.4000000000000001,0.48179214291834227,0.48179214291834227
1.41,0.47608918795364796,0.47608918795364796
1.42,0.47034434224337274,0.47034434224337274
1.43,0.4645606676640063,0.4645606676640063
1.44,0.4587412242468274,0.4587412242468274
1.45,0.4528890670136265,0.4528890670136265
1.46,0.44700724286321214,0.44700724286321214
1.47,0.44109878751258697,0.44109878751258697
1.48,0.43516672249654,0.43516672249654
1.49,0.4292140522292366,0.4292140522292366
1.5,0.42324376113123646,0.42324376113123646
1.51,0.4172588108252082,0.4172588108252082
1.52,0.4112621374034355,0.4112621374034355
1.53,0.4052566487700474,0.4052566487700474
1.54,0.39924522206072555,0.39924522206072555
1.55,0.39323070114246805,0.39323070114246805
1.56,0.3872158941958119,0.3872158941958119
1.57,0.38120357138173067,0.38120357138173067
1.58,0.3751964625952492,0.3751964625952492
1.59,0.3691972553076298,0.3691972553076298
1.6,0.36320859249879944,0.36320859249879944
1.61,0.35723307068151033,0.35723307068151033
1.62,0.35127323801853577,0.35127323801853577
1.6300000000000001,0.3453315925340271,0.3453315925340271
1.6400000000000001,0.3394105804199681,0.3394105804199681
1.6500000000000001,0.33351259443849257,0.33351259443849257
1.6600000000000001,0.32763997242064463,0.32763997242064463
1.67,0.3217949958619876,0.3217949958619876
1.68,0.31597988861529647,0.31597988861529647
1.69,0.310196815680393,0.310196815680393
1.7,0.3044478820910196,0.3044478820910196
1.71,0.29873513189848055,0.29873513189848055
1.72,0.2930605472516205,0.2930605472516205
1.73,0.28742604757255386,0.28742604757255386
1.74,0.281833488827406,0.281833488827406
1.75,0.27628466289117953,0.27628466289117953
1.76,0.27078129700571796,0.27078129700571796
1.77,0.2653250533295985,0.2653250533295985
1.78,0.25991752857865796,0.25991752857865796
1.79,0.254560253755722,0.254560253755722
1.8,0.24925469396799327,0.24925469396799327
1.81,0.2440022483304352,0.2440022483304352
1.82,0.23880424995337549,0.23880424995337549
1.83,0.23366196601245598,0.23366196601245598
1.84,0.22857659789895102,0.22857659789895102
1.85,0.22354928144838776,0.22354928144838776
1.86,0.21858108724531766,0.21858108724531766
1.87,0.21367302100200347,0.21367302100200347
1.8800000000000001,0.2088260240087198,0.2088260240087198
1.8900000000000001,0.20404097365329205,0.20404097365329205
1.9000000000000001,0.19931868400744146,0.19931868400744146
1.9100000000000001,0.19465990647744943,0.19465990647744943
1.92,0.19006533051660263,0.19006533051660263
1.93,0.18553558439684223,0.18553558439684223
1.94,0.1810712360370022,0.1810712360370022
1.95,0.17667279388499169,0.17667279388499169
1.96,0.1723407078512525,0.1723407078512525
1.97,0.16807537029080488,0.16807537029080488
1.98,0.16387711703118066,0.16387711703118066
1.99,0.1597462284435367,0.1597462284435367
2.0,0.1556829305542405,0.1556829305542405
2.0100000000000002,0.15168739619422134,0.15168739619422134
2.02,0.14775974618339147,0.14775974618339147
2.0300000000000002,0.1439000505474532,0.1439000505474532
2.04,0.14010832976442972,0.14010832976442972
2.05,0.13638455603827587,0.13638455603827587
2.06,0.13272865459695776,0.13272865459695776
2.07,0.1291405050124183,0.1291405050124183
2.08,0.1256199425398842,0.1256199425398842
2.09,0.1221667594740088,0.1221667594740088
2.1,0.11878070651938699,0.11878070651938699
2.11,0.11546149417303209,0.11546149417303209
2.12,0.1122087941164441,0.1122087941164441
2.13,0.10902224061496466,0.10902224061496466
2.14,0.10590143192215837,0.10590143192215837
2.15,0.10284593168703077,0.10284593168703077
2.16,0.09985527036194303,0.09985527036194303
2.17,0.09692894660915796,0.09692894660915796
2.18,0.09406642870400855,0.09406642870400855
2.19,0.09126715593275521,0.09126715593275521
2.2,0.08853053998326074,0.08853053998326074
2.21,0.08585596632668822,0.08585596632668822
2.22,0.08324279558849355,0.08324279558849355
2.23,0.08069036490706247,0.08069036490706247
2.24,0.0781979892784103,0.0781979892784103
2.25,0.07576496288544218,0.07576496288544218
2.2600000000000002,0.07339056041034109,0.07339056041034109
2.27,0.07107403832873158,0.07107403832873158
2.2800000000000002,0.06881463618433611,0.06881463618433611
2.29,0.06661157784292346,0.06661157784292346
2.3000000000000003,0.06446407272441532,0.06446407272441532
2.31,0.06237131701209973,0.06237131701209973
2.32,0.060332494837967765,0.060332494837967765
2.33,0.05834677944326755,0.05834677944326755
2.34,0.05641333431344025,0.05641333431344025
2.35,0.05453131428667405,0.05453131428667405
2.36,0.05269986663538605,0.05269986663538605
2.37,0.05091813212000558,0.05091813212000558
2.38,0.04918524601450831,0.04918524601450831
2.39,0.04750033910320994,0.04750033910320994
2.4,0.04586253864839977,0.04586253864839977
2.41,0.04427096932845397,0.04427096932845397
2.42,0.04272475414613395,0.04272475414613395
2.43,0.04122301530683292,0.04122301530683292
2.44,0.039764875066595415,0.039764875066595415
2.45,0.03834945654978844,0.03834945654978844
2.46,0.036975884536361504,0.036975884536361504
2.47,0.03564328621868182,0.03564328621868182
2.48,0.034350791927987,0.034350791927987
2.49,0.03309753583054162,0.03309753583054162
2.5,0.03188265659363576,0.03188265659363576
2.5100000000000002,0.03070529802160532,0.03070529802160532
2.52,0.02956460966209934,0.02956460966209934
2.5300000000000002,0.028459747382858266,0.028459747382858266
2.54,0.027389873919308527,0.027389873919308527
2.5500000000000003,0.02635415939331279,0.02635415939331279
2.56,0.025351781803452378,0.025351781803452378
2.57,0.024381927487248774,0.024381927487248774
2.58,0.02344379155576356,0.02344379155576356
2.59,0.022536578301043428,0.022536578301043428
2.6,0.02165950157690293,0.02165950157690293
2.61,0.020811785153564286,0.020811785153564286
2.62,0.019992663046692654,0.019992663046692654
2.63,0.019201379821389523,0.019201379821389523
2.64,0.018437190871721933,0.018437190871721933
2.65,0.017699362676385288,0.017699362676385288
2.66,0.01698717303110949,0.01698717303110949
2.67,0.016299911258433858,0.016299911258433858
2.68,0.015636878395485707,0.015636878395485707
2.69,0.014997387360408839,0.014997387360408839
2.7,0.014380763098094704,0.014380763098094704
2.71,0.013786342705877523,0.013786342705877523
2.72,0.013213475539857404,0.013213475539857404
2.73,0.012661523302521304,0.012661523302521304
2.74,0.012129860112331806,0.012129860112331806
2.75,0.011617872555956383,0.011617872555956383
2.7600000000000002,0.011124959723807386,0.011124959723807386
2.77,0.01065053322956313,0.01065053322956313
2.7800000000000002,0.010194017214335846,0.010194017214335846
2.79,0.009754848336149691,0.009754848336149691
2.8000000000000003,0.009332475745385534,0.009332475745385534
2.81,0.008926361046844439,0.008926361046844439
2.82,0.008535978249073447,0.008535978249073447
2.83,0.008160813701590382,0.008160813701590382
2.84,0.007800366020634968,0.007800366020634968
2.85,0.0074541460040639905,0.0074541460040639905
2.86,0.007121676535998542,0.007121676535998542
2.87,0.0068024924818195776,0.0068024924818195776
2.88,0.006496140574097366,0.006496140574097366
2.89,0.006202179290027396,0.006202179290027396
2.9,0.0059201787209335185,0.0059201787209335185
2.91,0.0056497204343854066,0.0056497204343854066
2.92,0.005390397329464289,0.005390397329464289
2.93,0.0051418134856967635,0.0051418134856967635
2.94,0.004903584006162895,0.004903584006162895
2.95,0.004675334855269447,0.004675334855269447
2.96,0.004456702691665572,0.004456702691665572
2.97,0.0042473346967623685,0.0042473346967623685
2.98,0.004046888399303649,0.004046888399303649
2.99,0.0038550314964193575,0.0038550314964193575
3.0,0.0036714416715787172,0.0036714416715787172
3.0100000000000002,0.0034958064098442225,0.0034958064098442225
3.02,0.0033278228108130923,0.0033278228108130923
3.0300000000000002,0.0031671973996170062,0.0031671973996170062
3.04,0.003013645936336482,0.003013645936336482
3.0500000000000003,0.0028668932241705993,0.0028668932241705993
3.06,0.002726672916688476,0.002726672916688476
3.0700000000000003,0.0025927273244736072,0.0025927273244736072
3.08,0.0024648072214581264,0.0024648072214581264
3.09,0.002342671651229109,0.002342671651229109
3.1,0.002226087733575328,0.002226087733575328
3.11,0.0021148304715285595,0.0021148304715285595
3.12,0.0020086825591399534,0.0020086825591399534
3.13,0.001907434190218634,0.001907434190218634
3.14,0.00181088286824617,0.00181088286824617
3.15,0.0017188332176681052,0.0017188332176681052
3.16,0.0016310967967507082,0.0016310967967507082
3.17,0.0015474919121791545,0.0015474919121791545
3.18,0.0014678434355611019,0.0014678434355611019
3.19,0.0013919826219882438,0.0013919826219882438
3.2,0.001319746930796842,0.001319746930796842
3.21,0.0012509798486575255,0.0012509798486575255
3.22,0.00118553071511378,0.00118553071511378
3.23,0.0011232545506785047,0.0011232545506785047
3.24,0.0010640118875878514,0.0010640118875878514
3.25,0.0010076686033021975,0.0010076686033021975
3.2600000000000002,0.0009540957568346877,0.0009540957568346877
3.27,0.0009031694279790935,0.0009031694279790935
3.2800000000000002,0.00085477055950003,0.00085477055950003
3.29,0.0008087848023405743,0.0008087848023405743
3.3000000000000003,0.0007651023638943445,0.0007651023638943445
3.31,0.0007236178593817814,0.0007236178593817814
3.3200000000000003,0.0006842301663630614,0.0006842301663630614
3.33,0.0006468422824134348,0.0006468422824134348
3.34,0.0006113611859801824,0.0006113611859801824
3.35,0.0005776977004343104,0.0005776977004343104
3.36,0.0005457663613242609,0.0005457663613242609
3.37,0.0005154852868333843,0.0005154852868333843
3.38,0.0004867760514377722,0.0004867760514377722
3.39,0.000459563562756059,0.000459563562756059
3.4,0.0004337759415783164,0.0004337759415783164
3.41,0.00040934440505670515,0.00040934440505670515
3.42,0.00038620315303664407,0.00038620315303664407
3.43,0.000364289257503359,0.000364289257503359
3.44,0.00034354255511528876,0.00034354255511528876
3.45,0.0003239055427924587,0.0003239055427924587
3.46,0.0003053232763250308,0.0003053232763250308
3.47,0.00028774327196438317,0.00028774327196438317
3.48,0.00027111541095661124,0.00027111541095661124
3.49,0.0002553918469759734,0.0002553918469759734
3.5,0.00024052691641373469,0.00024052691641373469
3.5100000000000002,0.00022647705147595048,0.00022647705147595048
3.52,0.00021320069604204833,0.00021320069604204833
3.5300000000000002,0.00020065822423453113,0.00020065822423453113
3.54,0.00018881186164883132,0.00018881186164883132
3.5500000000000003,0.0001776256091911414,0.0001776256091911414
3.56,0.00016706516947110142,0.00016706516947110142
3.5700000000000003,0.000157097875695341,0.000157097875695341
3.58,0.00014769262300722225,0.00014769262300722225
3.59,0.00013881980221754948,0.00013881980221754948
3.6,0.00013045123587062182,0.00013045123587062182
