coordinate_um,x_profile,y_profile
-135.0,8.75281014057458e-213,8.092185650286098e-87
-134.0,1.1806190197290846e-209,1.509308653900059e-85
-133.0,1.5093881904398175e-206,2.754498955505542e-84
-132.0,1.8290308263385192e-203,4.9188036582655945e-83
-131.0,2.100728887604943e-200,8.594659747758829e-82
-130.0,2.2869037945820685e-197,1.4694344399939552e-80
-129.0,2.359688563670756e-194,2.4582387832346685e-79
-128.0,2.3077586389898033e-191,4.023928390029104e-78
-127.0,2.1392177239485296e-188,6.445086435447774e-77
-126.0,1.8795266846804687e-185,1.0100888432833377e-75
-125.0,1.5652038552209104e-182,1.5489690059692396e-74
-124.0,1.2354416171855233e-179,2.3242252069618315e-73
-123.0,9.242776468706374e-177,3.412447758919666e-72
-122.0,6.554077585534222e-174,4.902370627157386e-71
-121.0,4.405037514873116e-171,6.891259386260217e-70
-120.0,2.8061866206863895e-168,9.47858214037812e-69
-119.0,1.694386150842748e-165,1.2756762920884618e-67
-118.0,9.696994326225548e-163,1.679925089655316e-66
-117.0,5.260061174552963e-160,2.1646698772106456e-65
-116.0,2.7044151093382083e-157,2.729265318486742e-64
-115.0,1.3179071596020715e-154,3.3670701516921325e-63
-114.0,6.087306734832526e-152,4.064535289996319e-62
-113.0,2.6649831038179232e-149,4.800892238919401e-61
-112.0,1.1058408754470894e-146,5.548624594844684e-60
-111.0,4.349303584738879e-144,6.274816830968383e-59
-110.0,1.621346027698121e-141,6.943350491552186e-58
-109.0,5.728759705425606e-139,7.517777181609407e-57
-108.0,1.918555668934785e-136,7.9645663792793905e-56
-107.0,6.089997432352989e-134,8.25633199885172e-55
-106.0,1.8322668273377404e-131,8.3746079635239e-54
-105.0,5.2250353539445634e-129,8.311782089438417e-53
-104.0,1.4122729888262372e-126,8.071906771072618e-52
-103.0,3.618070103455963e-124,7.670266457683725e-51
-102.0,8.785453959185155e-122,7.131766089839887e-50
-101.0,2.0219962317341776e-119,6.488376691271057e-49
-100.0,4.410881411300489e-117,5.776002144737162e-48
-99.0,9.120094252709606e-115,5.031192816533357e-47
-98.0,1.7873194299265838e-112,4.2881197299576e-46
-97.0,3.319968259484135e-110,3.5761454125655327e-45
-96.0,5.845135614453731e-108,2.918204762635752e-44
-95.0,9.754031572224449e-106,2.3300684510810796e-43
-94.0,1.5427751228666411e-103,1.820429743748206e-42
-93.0,2.312863501079174e-101,1.3916547023425728e-41
-92.0,3.2864443530172995e-99,1.0409776027424874e-40
-91.0,4.426204430918064e-97,7.619098796330482e-40
-90.0,5.650222616572863e-95,5.456550138070321e-39
-89.0,6.836417147956774e-93,3.8237106496246917e-38
-88.0,7.840079302505214e-91,2.6218281169598744e-37
-87.0,8.52199473243555e-89,1.759040092218042e-36
-86.0,8.779928360631719e-87,1.1547808811342556e-35
-85.0,8.573725765476913e-85,7.41781089249998e-35
-84.0,7.935551406312715e-83,4.662343371517965e-34
-83.0,6.961671645258511e-81,2.867378856667314e-33
-82.0,5.788670994548011e-79,1.7255129671057672e-32
-81.0,4.562187213172341e-77,1.0160233796705192e-31
-80.0,3.407973776323661e-75,5.8538488073608145e-31
-79.0,2.4129498220427328e-73,3.3001343952945075e-30
-78.0,1.619307182588602e-71,1.820430391069359e-29
-77.0,1.0300044447766881e-69,9.825821116376017e-29
-76.0,6.209803538442133e-68,5.189385750269385e-28
-75.0,3.5485058637282104e-66,2.6817320477981327e-27
-74.0,1.9219500611847303e-64,1.3560232458932557e-26
-73.0,9.866601227022318e-63,6.709207326965327e-26
-72.0,4.800892238919401e-61,3.2480867215832963e-25
-71.0,2.2141408518473206e-59,1.5386376136594272e-24
-70.0,9.678709099869573e-58,7.131771161767369e-24
-69.0,4.010130761508771e-56,3.2345269896503626e-23
-68.0,1.5748113511730872e-54,1.435411709505478e-22
-67.0,5.861752048132192e-53,6.232962521955901e-22
-66.0,2.0680224843900282e-51,2.6482859218106408e-21
-65.0,6.915315100326857e-50,1.1010005948432389e-20
-64.0,2.1917832131531295e-48,4.4788091919549735e-20
-63.0,6.584338108865451e-47,1.782747735873463e-19
-62.0,1.8748026414337066e-45,6.943357898450356e-19
-61.0,5.059736432587499e-44,2.646071257611192e-18
-60.0,1.2942826737529646e-42,9.86701627393279e-18
-59.0,3.138045854333944e-41,3.600165610172131e-17
-58.0,7.2113792912845725e-40,1.2853205143023094e-16
-57.0,1.5707472083201304e-38,4.490065998582088e-16
-56.0,3.242822365907147e-37,1.5347807225474399e-15
-55.0,6.34554499524094e-36,5.133248301349887e-15
-54.0,1.1769109439216723e-34,1.679927479094707e-14
-53.0,2.0689365869994782e-33,5.379490209414089e-14
-52.0,3.447304634412669e-32,1.6855592929499635e-13
-51.0,5.444287507256134e-31,5.167723548148706e-13
-50.0,8.149507155810338e-30,1.5502681922586412e-12
-49.0,1.1562468009157617e-28,4.550579706487032e-12
-48.0,1.5548863390650064e-27,1.307010090511506e-11
-47.0,1.9818722503034204e-26,3.673190739060692e-11
-46.0,2.3943165682010197e-25,1.0100906391568955e-10
-45.0,2.7416776378833013e-24,2.717875367128841e-10
-44.0,2.975638121459552e-23,7.155682361900023e-10
-43.0,3.061066348945005e-22,1.8434225519970262e-09
-42.0,2.984655959458344e-21,4.6467687904824004e-09
-41.0,2.7583204334876514e-20,1.1461185900160072e-08
-40.0,2.4161509364024975e-19,2.7660522230736392e-08
-39.0,2.0060063828693645e-18,6.531960041087174e-08
-38.0,1.578590428169991e-17,1.5093118740461356e-07
-37.0,1.1774311594285476e-16,3.412453826034384e-07
-36.0,8.323969676981225e-16,7.549303823715186e-07
-35.0,5.5776898217772186e-15,1.6341779635698128e-06
-34.0,3.542477774183915e-14,3.461338883978968e-06
-33.0,2.1324988914070278e-13,7.1736670826552234e-06
-32.0,1.2167445204274594e-12,1.4547576183669906e-05
-31.0,6.580196898940272e-12,2.8866384221502888e-05
-30.0,3.3729296597439873e-11,5.604623728094255e-05
-29.0,1.638719360231001e-10,0.0001064762775861021
-28.0,7.546243068155801e-10,0.0001979299814287281
-27.0,3.293714110306081e-09,0.0003600166890344233
-26.0,1.3626048041542216e-08,0.0006407461547565275
-25.0,5.342971238481504e-08,0.0011158394435326017
-24.0,1.9857504150120978e-07,0.0019013835625611769
-23.0,6.99512360083252e-07,0.0031702250011101988
-22.0,2.335581510231693e-06,0.005172050581567222
-21.0,7.391346622949862e-06,0.008256343742235252
-20.0,2.217078218389647e-05,0.012896299004779026
-19.0,6.303291129118508e-05,0.01971036865296951
-18.0,0.000169856676561411,0.029476555064696132
-17.0,0.000433837195051684,0.04313313555965415
-16.0,0.0010502673140396338,0.06175863094302552
-15.0,0.002409915533950938,0.08652400530718936
-14.0,0.0052412237158831285,0.11861179982565685
-13.0,0.01080419661657851,0.15910048448629693
-12.0,0.02110965645367106,0.20881776049531137
-11.0,0.03909297818162189,0.2681733954976586
-10.0,0.0686191373222459,0.3369894256861242
-9.0,0.114161760009687,0.41435175390233214
-8.0,0.1800217430610233,0.49851062033613674
-7.0,0.26906559848050854,0.5868565740778566
-6.0,0.3811713860529925,0.675992470248474
-5.0,0.5118130008553317,0.761910692409084
-4.0,0.6513752316302072,0.8402695075306338
-3.0,0.7857421897581356,0.9067456162346901
-2.0,0.8983753150204663,0.9574247519318007
-1.0,0.973563879306243,0.9891819038058106
0.0,1.0,1.0
1.0,0.973563879306243,0.9891819038058106
2.0,0.8983753150204663,0.9574247519318007
3.0,0.7857421897581356,0.9067456162346901
4.0,0.6513752316302072,0.8402695075306338
5.0,0.5118130008553317,0.761910692409084
6.0,0.3811713860529925,0.675992470248474
7.0,0.26906559848050854,0.5868565740778566
8.0,0.1800217430610233,0.49851062033613674
9.0,0.114161760009687,0.41435175390233214
10.0,0.0686191373222459,0.3369894256861242
11.0,0.03909297818162189,0.2681733954976586
12.0,0.02110965645367106,0.20881776049531137
13.0,0.01080419661657851,0.15910048448629693
14.0,0.0052412237158831285,0.11861179982565685
15.0,0.002409915533950938,0.08652400530718936
16.0,0.0010502673140396338,0.06175863094302552
17.0,0.000433837195051684,0.04313313555965415
18.0,0.000169856676561411,0.029476555064696132
19.0,6.303291129118508e-05,0.01971036865296951
20.0,2.217078218389647e-05,0.012896299004779026
21.0,7.391346622949862e-06,0.008256343742235252
22.0,2.335581510231693e-06,0.005172050581567222
23.0,6.99512360083252e-07,0.0031702250011101988
24.0,1.9857504150120978e-07,0.0019013835625611769
25.0,5.342971238481504e-08,0.0011158394435326017
26.0,1.3626048041542216e-08,0.0006407461547565275
27.0,3.293714110306081e-09,0.0003600166890344233
28.0,7.546243068155801e-10,0.0001979299814287281
29.0,1.638719360231001e-10,0.0001064762775861021
30.0,3.3729296597439873e-11,5.604623728094255e-05
31.0,6.580196898940272e-12,2.8866384221502888e-05
32.0,1.2167445204274594e-12,1.4547576183669906e-05
33.0,2.1324988914070278e-13,7.1736670826552234e-06
34.0,3.542477774183915e-14,3.461338883978968e-06
35.0,5.5776898217772186e-15,1.6341779635698128e-06
36.0,8.323969676981225e-16,7.549303823715186e-07
37.0,1.1774311594285476e-16,3.412453826034384e-07
38.0,1.578590428169991e-17,1.5093118740461356e-07
39.0,2.0060063828693645e-18,6.531960041087174e-08
40.0,2.4161509364024975e-19,2.7660522230736392e-08
41.0,2.7583204334876514e-20,1.1461185900160072e-08
42.0,2.984655959458344e-21,4.6467687904824004e-09
43.0,3.061066348945005e-22,1.8434225519970262e-09
44.0,2.975638121459552e-23,7.155682361900023e-10
45.0,2.7416776378833013e-24,2.717875367128841e-10
46.0,2.3943165682010197e-25,1.0100906391568955e-10
47.0,1.9818722503034204e-26,3.673190739060692e-11
48.0,1.5548863390650064e-27,1.307010090511506e-11
49.0,1.1562468009157617e-28,4.550579706487032e-12
50.0,8.149507155810338e-30,1.5502681922586412e-12
51.0,5.444287507256134e-31,5.167723548148706e-13
52.0,3.447304634412669e-32,1.6855592929499635e-13
53.0,2.0689365869994782e-33,5.379490209414089e-14
54.0,1.1769109439216723e-34,1.679927479094707e-14
55.0,6.34554499524094e-36,5.133248301349887e-15
56.0,3.242822365907147e-37,1.5347807225474399e-15
57.0,1.5707472083201304e-38,4.490065998582088e-16
58.0,7.2113792912845725e-40,1.2853205143023094e-16
59.0,3.138045854333944e-41,3.600165610172131e-17
60.0,1.2942826737529646e-42,9.86701627393279e-18
61.0,5.059736432587499e-44,2.646071257611192e-18
62.0,1.8748026414337066e-45,6.943357898450356e-19
63.0,6.584338108865451e-47,1.782747735873463e-19
64.0,2.1917832131531295e-48,4.4788091919549735e-20
65.0,6.915315100326857e-50,1.1010005948432389e-20
66.0,2.0680224843900282e-51,2.6482859218106408e-21
67.0,5.861752048132192e-53,6.232962521955901e-22
68.0,1.5748113511730872e-54,1.435411709505478e-22
69.0,4.010130761508771e-56,3.2345269896503626e-23
70.0,9.678709099869573e-58,7.131771161767369e-24
71.0,2.2141408518473206e-59,1.5386376136594272e-24
72.0,4.800892238919401e-61,3.2480867215832963e-25
73.0,9.866601227022318e-63,6.709207326965327e-26
74.0,1.9219500611847303e-64,1.3560232458932557e-26
75.0,3.5485058637282104e-66,2.6817320477981327e-27
76.0,6.209803538442133e-68,5.189385750269385e-28
77.0,1.0300044447766881e-69,9.825821116376017e-29
78.0,1.619307182588602e-71,1.820430391069359e-29
79.0,2.4129498220427328e-73,3.3001343952945075e-30
80.0,3.407973776323661e-75,5.8538488073608145e-31
81.0,4.562187213172341e-77,1.0160233796705192e-31
82.0,5.788670994548011e-79,1.7255129671057672e-32
83.0,6.961671645258511e-81,2.867378856667314e-33
84.0,7.935551406312715e-83,4.662343371517965e-34
85.0,8.573725765476913e-85,7.41781089249998e-35
86.0,8.779928360631719e-87,1.1547808811342556e-35
87.0,8.52199473243555e-89,1.759040092218042e-36
88.0,7.840079302505214e-91,2.6218281169598744e-37
89.0,6.836417147956774e-93,3.8237106496246917e-38
90.0,5.650222616572863e-95,5.456550138070321e-39
91.0,4.426204430918064e-97,7.619098796330482e-40
92.0,3.2864443530172995e-99,1.0409776027424874e-40
93.0,2.312863501079174e-101,1.3916547023425728e-41
94.0,1.5427751228666411e-103,1.820429743748206e-42
95.0,9.754031572224449e-106,2.3300684510810796e-43
96.0,5.845135614453731e-108,2.918204762635752e-44
97.0,3.319968259484135e-110,3.5761454125655327e-45
98.0,1.7873194299265838e-112,4.2881197299576e-46
99.0,9.120094252709606e-115,5.031192816533357e-47
100.0,4.410881411300489e-117,5.776002144737162e-48
101.0,2.0219962317341776e-119,6.488376691271057e-49
102.0,8.785453959185155e-122,7.131766089839887e-50
103.0,3.618070103455963e-124,7.670266457683725e-51
104.0,1.4122729888262372e-126,8.071906771072618e-52
105.0,5.2250353539445634e-129,8.311782089438417e-53
106.0,1.8322668273377404e-131,8.3746079635239e-54
107.0,6.089997432352989e-134,8.25633199885172e-55
108.0,1.918555668934785e-136,7.9645663792793905e-56
109.0,5.728759705425606e-139,7.517777181609407e-57
110.0,1.621346027698121e-141,6.943350491552186e-58
111.0,4.349303584738879e-144,6.274816830968383e-59
112.0,1.1058408754470894e-146,5.548624594844684e-60
113.0,2.6649831038179232e-149,4.800892238919401e-61
114.0,6.087306734832526e-152,4.064535289996319e-62
115.0,1.3179071596020715e-154,3.3670701516921325e-63
116.0,2.7044151093382083e-157,2.729265318486742e-64
117.0,5.260061174552963e-160,2.1646698772106456e-65
118.0,9.696994326225548e-163,1.679925089655316e-66
119.0,1.694386150842748e-165,1.2756762920884618e-67
120.0,2.8061866206863895e-168,9.47858214037812e-69
121.0,4.405037514873116e-171,6.891259386260217e-70
122.0,6.554077585534222e-174,4.902370627157386e-71
123.0,9.242776468706374e-177,3.412447758919666e-72
124.0,1.2354416171855233e-179,2.3242252069618315e-73
125.0,1.5652038552209104e-182,1.5489690059692396e-74
126.0,1.8795266846804687e-185,1.0100888432833377e-75
127.0,2.1392177239485296e-188,6.445086435447774e-77
128.0,2.3077586389898033e-191,4.023928390029104e-78
129.0,2.359688563670756e-194,2.4582387832346685e-79
130.0,2.2869037945820685e-197,1.4694344399939552e-80
131.0,2.100728887604943e-200,8.594659747758829e-82
132.0,1.8290308263385192e-203,4.9188036582655945e-83
133.0,1.5093881904398175e-206,2.754498955505542e-84
134.0,1.1806190197290846e-209,1.509308653900059e-85
135.0,8.75281014057458e-213,8.092185650286098e-87
136.0,6.150552728194813e-216,4.245276081702547e-88
137.0,4.096469153331877e-219,2.1792063984132826e-89
138.0,2.5860334429623682e-222,1.0945689328112877e-90
139.0,1.5473461903963175e-225,5.3794787321678584e-92
140.0,8.775457114312233e-229,2.5869593100814192e-93
141.0,4.717163303948195e-232,1.217282353438001e-94
142.0,2.4033719030833236e-235,5.604609777594803e-96
143.0,1.1606197406214781e-238,2.524944052346583e-97
144.0,5.312364080114575e-242,1.1130392110906895e-98
145.0,2.3047011316103255e-245,4.800887117518218e-100
146.0,9.476987409850835e-249,2.0262118473096596e-101
147.0,3.6936428289263135e-252,8.367592684992059e-103
148.0,1.364483838609472e-255,3.3811819220193515e-104
149.0,4.7776111537908667e-259,1.3368690544810232e-105
150.0,1.585557911052461e-262,5.172035868679111e-107
151.0,4.98749327209243e-266,1.957881988913207e-108
152.0,1.4870016208796088e-269,7.252100597661485e-110
153.0,4.202129827261714e-273,2.6284120759278737e-111
154.0,1.1255282378357397e-276,9.321276984481765e-113
155.0,2.8574078241028695e-280,3.2345189385714803e-114
156.0,6.875700785559998e-284,1.098237600935707e-115
157.0,1.5681608721630538e-287,3.648675535435283e-117
158.0,3.389948987482368e-291,1.1861142023500423e-118
159.0,6.945837482023269e-295,3.77285481277031e-120
160.0,1.3489162210320269e-298,1.1742646992287978e-121
161.0,2.4829858347660677e-302,3.5761377827903474e-123
162.0,4.332039538514401e-306,1.0656505327057115e-124
163.0,7.16373458062084e-310,3.1071891743324166e-126
164.0,1.1228337721e-313,8.86488098394171e-128
165.0,1.6680936e-317,2.4747449631404912e-129
166.0,2.347e-321,6.759900665118644e-131
167.0,0.0,1.80676847708902e-132
168.0,0.0,4.725165461663797e-134
169.0,0.0,1.209160251909382e-135
170.0,0.0,3.027631600149672e-137
171.0,0.0,7.417789791116392e-139
172.0,0.0,1.7782726124729487e-140
173.0,0.0,4.171329370302481e-142
174.0,0.0,9.57421007014091e-144
175.0,0.0,2.150224205964223e-145
176.0,0.0,4.7251637814569115e-147
177.0,0.0,1.01602012811397e-148
178.0,0.0,2.1376671456360844e-150
179.0,0.0,4.400785274541228e-152
180.0,0.0,8.864874679471933e-154
181.0,0.0,1.7472994799477209e-155
182.0,0.0,3.3698798774073784e-157
183.0,0.0,6.359365967999485e-159
184.0,0.0,1.1742634465698501e-160
185.0,0.0,2.1216297232851243e-162
186.0,0.0,3.7508177764007716e-164
187.0,0.0,6.488355926666383e-166
188.0,0.0,1.0982360388610358e-167
189.0,0.0,1.8189009174635023e-169
190.0,0.0,2.9476418805797664e-171
191.0,0.0,4.674043181077546e-173
192.0,0.0,7.252087703911829e-175
193.0,0.0,1.1009958968360622e-176
194.0,0.0,1.6355381498401752e-178
195.0,0.0,2.3773218527654757e-180
196.0,0.0,3.381174708202291e-182
197.0,0.0,4.7054327016801013e-184
198.0,0.0,6.407429649909804e-186
199.0,0.0,8.537298219655135e-188
200.0,0.0,1.1130364406186884e-189
201.0,0.0,1.4198767239736457e-191
202.0,0.0,1.7723285027321026e-193
203.0,0.0,2.164662179940939e-195
204.0,0.0,2.586951950980445e-197
205.0,0.0,3.0250943246743175e-199
206.0,0.0,3.46132042192494e-201
207.0,0.0,3.8752258111825323e-203
208.0,0.0,4.245262495641847e-205
209.0,0.0,4.550555434651345e-207
210.0,0.0,4.7728369154946343e-209
211.0,0.0,4.898251795414687e-211
212.0,0.0,4.918786167673385e-213
213.0,0.0,4.833114736510058e-215
214.0,0.0,4.646742353273211e-217
215.0,0.0,4.371418703144788e-219
216.0,0.0,4.0239126506397115e-221
217.0,0.0,3.6243239484716164e-223
218.0,0.0,3.194168322121228e-225
219.0,0.0,2.7544881814244716e-227
220.0,0.0,2.3242152894135007e-229
221.0,0.0,1.9189520360359274e-231
222.0,0.0,1.5502588209499707e-233
223.0,0.0,1.2254529116928923e-235
224.0,0.0,9.478538324500627e-238
225.0,0.0,7.173621167280735e-240
226.0,0.0,5.312364080114575e-242
227.0,0.0,3.849369051330676e-244
228.0,0.0,2.729251731645046e-246
229.0,0.0,1.893433096846121e-248
230.0,0.0,1.285312287551302e-250
231.0,0.0,8.537283040909365e-253
232.0,0.0,5.548594999647258e-255
233.0,0.0,3.528569677624004e-257
234.0,0.0,2.1956681129432903e-259
235.0,0.0,1.3368633500152656e-261
236.0,0.0,7.964521065875636e-264
237.0,0.0,4.642849849646464e-266
238.0,0.0,2.6482680296491655e-268
239.0,0.0,1.4780582915766458e-270
240.0,0.0,8.071857976721823e-273
241.0,0.0,4.313281347168315e-275
242.0,0.0,2.2552484244057957e-277
243.0,0.0,1.1538073849941478e-279
244.0,0.0,5.7759651751783385e-282
245.0,0.0,2.829229275503285e-284
246.0,0.0,1.3560136022443495e-286
247.0,0.0,6.359343354965522e-289
248.0,0.0,2.918185046868022e-291
249.0,0.0,1.310284811571229e-293
250.0,0.0,5.756664394026784e-296
251.0,0.0,2.474733523335973e-298
252.0,0.0,1.0409701996081829e-300
253.0,0.0,4.284503262627333e-303
254.0,0.0,1.7255000821864863e-305
255.0,0.0,6.799575747803141e-308
256.0,0.0,2.62180853898855e-310
257.0,0.0,9.89173462076e-313
258.0,0.0,3.651709865e-315
259.0,0.0,1.3190836e-317
260.0,0.0,4.6625e-320
261.0,0.0,1.63e-322
262.0,0.0,0.0
263.0,0.0,0.0
264.0,0.0,0.0
265.0,0.0,0.0
266.0,0.0,0.0
267.0,0.0,0.0
268.0,0.0,0.0
269.0,0.0,0.0
270.0,0.0,0.0
271.0,0.0,0.0
272.0,0.0,0.0
273.0,0.0,0.0
274.0,0.0,0.0
275.0,0.0,0.0
276.0,0.0,0.0
277.0,0.0,0.0
278.0,0.0,0.0
279.0,0.0,0.0
280.0,0.0,0.0
281.0,0.0,0.0
282.0,0.0,0.0
283.0,0.0,0.0
284.0,0.0,0.0
285.0,0.0,0.0
286.0,0.0,0.0
287.0,0.0,0.0
288.0,0.0,0.0
289.0,0.0,0.0
290.0,0.0,0.0
291.0,0.0,0.0
292.0,0.0,0.0
293.0,0.0,0.0
294.0,0.0,0.0
295.0,0.0,0.0
296.0,0.0,0.0
297.0,0.0,0.0
298.0,0.0,0.0
299.0,0.0,0.0
300.0,0.0,0.0
